Date,WPZ
2012-06-18,24.672199
2012-06-19,25.058398999999998
2012-06-20,25.2939
2012-06-21,25.228001000000003
2012-06-22,25.256201
2012-06-25,25.369301
2012-06-26,25.341
2012-06-27,25.199699
2012-06-28,25.633101
2012-06-29,25.633101
2012-07-02,26.066401000000003
2012-07-03,25.557699
2012-07-05,25.4352
2012-07-06,25.4352
2012-07-09,25.4541
2012-07-10,25.510599
2012-07-11,26.0005
2012-07-12,25.774401
2012-07-13,26.2642
2012-07-16,26.509199
2012-07-17,26.612801
2012-07-18,26.612801
2012-07-19,26.612801
2012-07-20,27.1497
2012-07-23,26.8106
2012-07-24,26.848301
2012-07-25,26.5186
2012-07-26,26.707001
2012-07-27,27.0744
2012-07-30,27.422898999999997
2012-07-31,27.3193
2012-08-01,27.347601
2012-08-02,26.82
2012-08-03,27.036699
2012-08-06,26.8389
2012-08-07,27.0273
2012-08-08,26.584498999999997
2012-08-09,26.612801
2012-08-10,26.5751
2012-08-13,26.707001
2012-08-14,27.0084
2012-08-15,27.140301
2012-08-16,27.243999
2012-08-17,27.498301
2012-08-20,27.488899
2012-08-21,27.564199
2012-08-22,27.7432
2012-08-23,27.846901000000003
2012-08-24,27.875099
2012-08-27,27.780898999999998
2012-08-28,27.8563
2012-08-29,28.044701
2012-08-30,28.2425
2012-08-31,28.383801000000002
2012-09-04,28.2519
2012-09-05,28.1483
2012-09-06,28.073
2012-09-07,28.3179
2012-09-10,28.4403
2012-09-11,28.016399
2012-09-12,28.732401
2012-09-13,29.137501
2012-09-14,29.467199
2012-09-17,29.5991
2012-09-18,29.354098999999998
2012-09-19,28.619301
2012-09-20,29.062099
2012-09-21,29.825198999999998
2012-09-24,30.446899
2012-09-25,30.899099
2012-09-26,31.0781
2012-09-27,31.5114
2012-09-28,31.209999
2012-10-01,31.690399
2012-10-02,31.888201000000002
2012-10-03,32.764301
2012-10-04,32.830299
2012-10-05,32.180302000000005
2012-10-08,32.849098
2012-10-09,32.8209
2012-10-10,32.999802
2012-10-11,33.5933
2012-10-12,34.5354
2012-10-15,34.9781
2012-10-16,34.997002
2012-10-17,34.8839
2012-10-18,34.676701
2012-10-19,33.367199
2012-10-22,33.574501
2012-10-23,33.0187
2012-10-24,33.244801
2012-10-25,33.706402000000004
2012-10-26,33.423801
2012-10-31,33.1506
2012-11-01,33.838299
2012-11-02,33.282501
2012-11-05,32.368697999999995
2012-11-06,32.6796
2012-11-07,32.227402000000005
2012-11-08,31.5208
2012-11-09,31.238198999999998
2012-11-12,30.616501
2012-11-13,30.381001
2012-11-14,29.919399
2012-11-15,29.825198999999998
2012-11-16,31.690399
2012-11-19,33.028099
2012-11-20,33.291901
2012-11-21,33.0564
2012-11-23,33.4049
2012-11-26,33.225899
2012-11-27,32.933899
2012-11-28,33.216499
2012-11-29,33.178799
2012-11-30,32.9622
2012-12-03,32.2556
2012-12-04,32.029499
2012-12-05,31.7092
2012-12-06,31.4172
2012-12-07,31.803499
2012-12-10,31.954201
2012-12-11,32.0578
2012-12-12,30.2868
2012-12-13,30.023001
2012-12-14,30.5317
2012-12-17,30.475201000000002
2012-12-18,30.1266
2012-12-19,30.4846
2012-12-20,30.946199
2012-12-21,31.2759
2012-12-24,31.407801
2012-12-26,31.0592
2012-12-27,30.861401
2012-12-28,30.8237
2012-12-31,31.596201
2013-01-02,32.444
2013-01-03,32.425201
2013-01-04,32.830299
2013-01-07,32.811401000000004
2013-01-08,32.745499
2013-01-09,33.178799
2013-01-10,33.0187
2013-01-11,32.980999
2013-01-14,32.830299
2013-01-15,32.839698999999996
2013-01-16,32.849098
2013-01-17,33.3484
2013-01-18,33.244801
2013-01-22,33.4426
2013-01-23,33.555698
2013-01-24,33.188301
2013-01-25,33.772301
2013-01-28,34.130299
2013-01-29,33.894798
2013-01-30,34.0644
2013-01-31,34.365798999999996
2013-02-01,35.006401000000004
2013-02-04,34.365798999999996
2013-02-05,34.130299
2013-02-06,34.026699
2013-02-07,34.083199
2013-02-08,34.026699
2013-02-11,34.4883
2013-02-12,34.459998999999996
2013-02-13,35.062901000000004
2013-02-14,35.439701
2013-02-15,34.959301
2013-02-19,35.232498
2013-02-20,35.138302
2013-02-21,34.526001
2013-02-22,34.5448
2013-02-25,34.318699
2013-02-26,33.979599
2013-02-27,34.648399
2013-02-28,35.081799
2013-03-01,35.609299
2013-03-04,36.325298
2013-03-05,36.815102
2013-03-06,36.108601
2013-03-07,36.607898999999996
2013-03-08,37.154301000000004
2013-03-11,37.465099
2013-03-12,37.286201
2013-03-13,36.8717
2013-03-14,37.389801
2013-03-15,37.465099
2013-03-18,37.276699
2013-03-19,37.7383
2013-03-20,38.313
2013-03-21,38.586201
2013-03-22,38.605
2013-03-25,38.482601
2013-03-26,38.8405
2013-03-27,37.5499
2013-03-28,38.030398999999996
2013-04-01,38.331799
2013-04-02,38.105701
2013-04-03,37.154301000000004
2013-04-04,36.626701000000004
2013-04-05,36.9753
2013-04-08,37.926701
2013-04-09,38.2094
2013-04-10,38.039799
2013-04-11,37.936199
2013-04-12,38.199902
2013-04-15,37.813702
2013-04-16,38.2188
2013-04-17,37.681801
2013-04-18,37.380402000000004
2013-04-19,38.0681
2013-04-22,38.331799
2013-04-23,39.415199
2013-04-24,38.906502
2013-04-25,38.6898
2013-04-26,38.1152
2013-04-29,38.3601
2013-04-30,38.878201000000004
2013-05-01,39.622398
2013-05-02,39.537601
2013-05-03,40.018101
2013-05-06,40.498501
2013-05-07,40.894199
2013-05-08,41.685501
2013-05-09,41.4594
2013-05-10,41.384102
2013-05-13,41.534801
2013-05-14,40.677502000000004
2013-05-15,40.781101
2013-05-16,40.5079
2013-05-17,41.0355
2013-05-20,40.828201
2013-05-21,41.327498999999996
2013-05-22,42.326099
2013-05-23,41.930401
2013-05-24,41.6572
2013-05-28,41.694901
2013-05-29,41.6478
2013-05-30,41.4123
2013-05-31,40.526798
2013-06-03,41.148499
2013-06-04,40.762299
2013-06-05,40.1782
2013-06-06,40.8377
2013-06-07,41.6007
2013-06-10,42.618099
2013-06-11,42.194199
2013-06-12,42.184799
2013-06-13,42.005798
2013-06-14,42.9949
2013-06-17,43.5037
2013-06-18,44.097099
2013-06-19,44.313801
2013-06-20,43.334099
2013-06-21,44.473999
2013-06-24,43.352901
2013-06-25,43.692101
2013-06-26,44.879002
2013-06-27,45.3783
2013-06-28,44.9356
2013-07-01,44.643501
2013-07-02,43.9935
2013-07-03,43.739201
2013-07-05,43.362301
2013-07-08,43.428298999999996
