Date,SAFRY
2014-11-12,15.94
2014-11-13,15.99
2014-11-14,16.190001000000002
2014-11-17,16.110001
2014-11-18,16.24
2014-11-19,15.97
2014-11-20,15.87
2014-11-21,15.9
2014-11-24,16.040001
2014-11-25,16.24
2014-11-26,16.18
2014-11-28,16.07
2014-12-01,16.27
2014-12-02,16.139999
2014-12-03,16.16
2014-12-04,16.34
2014-12-05,16.32
2014-12-08,16.34
2014-12-09,16.09
2014-12-10,15.9
2014-12-11,15.56
2014-12-12,15.18
2014-12-15,15.16
2014-12-16,15.14
2014-12-17,15.09
2014-12-18,15.15
2014-12-19,15.36
2014-12-22,15.53
2014-12-23,15.54
2014-12-24,15.51
2014-12-26,15.49
2014-12-29,15.41
2014-12-30,15.32
2014-12-31,15.26
2015-01-02,15.23
2015-01-05,15.16
2015-01-06,15.15
2015-01-07,15.38
2015-01-08,15.85
2015-01-09,15.93
2015-01-12,15.9
2015-01-13,15.72
2015-01-14,15.85
2015-01-15,15.81
2015-01-16,16.02
2015-01-20,16.049999
2015-01-21,15.97
2015-01-22,16.120001000000002
2015-01-23,16.65
2015-01-26,16.66
2015-01-27,16.77
2015-01-28,16.530001000000002
2015-01-29,16.950001
2015-01-30,16.559998999999998
2015-02-02,16.700001
2015-02-03,16.950001
2015-02-04,16.940001000000002
2015-02-05,17.379998999999998
2015-02-06,16.92
2015-02-09,16.700001
2015-02-10,17.059998999999998
2015-02-11,16.959999
2015-02-12,17.34
2015-02-13,17.18
2015-02-17,17.280001000000002
2015-02-18,17.34
2015-02-19,17.290001
2015-02-20,17.549999
2015-02-23,17.389999
2015-02-24,17.280001000000002
2015-02-25,17.790001
2015-02-26,17.41
2015-02-27,17.49
2015-03-02,17.200001
2015-03-03,17.59
2015-03-04,17.57
2015-03-05,18.01
2015-03-06,17.76
2015-03-09,17.84
2015-03-10,17.629998999999998
2015-03-11,17.74
2015-03-12,17.67
2015-03-13,17.389999
2015-03-16,17.940001000000002
2015-03-17,17.610001
2015-03-18,17.809998999999998
2015-03-19,17.51
2015-03-20,17.58
2015-03-23,17.75
2015-03-24,17.73
2015-03-25,17.51
2015-03-26,17.41
2015-03-27,17.379998999999998
2015-03-30,17.469998999999998
2015-03-31,17.309998999999998
2015-04-01,17.6
2015-04-02,17.860001
2015-04-06,18.059998999999998
2015-04-07,17.75
2015-04-08,17.85
2015-04-09,17.75
2015-04-10,17.98
2015-04-13,17.98
2015-04-14,18.01
2015-04-15,18.190001000000002
2015-04-16,18.24
2015-04-17,18.129998999999998
2015-04-20,18.059998999999998
2015-04-21,18.5
2015-04-22,18.57
2015-04-23,18.49
2015-04-24,18.43
2015-04-27,18.5
2015-04-28,18.629998999999998
2015-04-29,18.1
2015-04-30,18.200001
2015-05-01,18.299999
2015-05-04,18.129998999999998
2015-05-05,17.809998999999998
2015-05-06,18.049999
2015-05-07,18.290001
2015-05-08,18.77
2015-05-11,18.52
2015-05-12,18.24
2015-05-13,18.040001
2015-05-14,18.280001000000002
2015-05-15,18.27
2015-05-18,18.139999
2015-05-19,18.110001
2015-05-20,18.129998999999998
2015-05-21,18.290001
2015-05-22,18.1
2015-05-26,17.9
2015-05-27,18.299999
2015-05-28,18.16
2015-05-29,17.690001000000002
2015-06-01,17.75
2015-06-02,17.950001
2015-06-03,17.83
2015-06-04,17.66
2015-06-05,17.15
2015-06-08,17.200001
2015-06-09,17.120001000000002
2015-06-10,17.52
2015-06-11,17.360001
2015-06-12,17.280001000000002
2015-06-15,17.17
2015-06-16,17.15
2015-06-17,17.129998999999998
2015-06-18,17.379998999999998
2015-06-19,17.59
2015-06-22,17.780001000000002
2015-06-23,17.889999
2015-06-24,17.690001000000002
2015-06-25,17.639999
2015-06-26,17.67
2015-06-29,17.209999
2015-06-30,16.959999
2015-07-01,17.15
2015-07-02,16.93
2015-07-06,16.58
2015-07-07,16.440001000000002
2015-07-08,16.5
2015-07-09,16.75
2015-07-10,17.57
2015-07-13,17.549999
2015-07-14,17.84
2015-07-15,17.809998999999998
2015-07-16,18.0
2015-07-17,17.92
2015-07-20,17.780001000000002
2015-07-21,17.65
2015-07-22,17.18
2015-07-23,17.200001
2015-07-24,17.049999
2015-07-27,16.549999
2015-07-28,16.84
2015-07-29,16.91
2015-07-30,18.450001
2015-07-31,18.879998999999998
2015-08-03,19.0
2015-08-04,19.049999
2015-08-05,18.940001000000002
2015-08-06,19.25
2015-08-07,19.200001
2015-08-10,19.49
2015-08-11,19.25
2015-08-12,19.120001000000002
2015-08-13,19.290001
2015-08-14,19.74
2015-08-17,19.469998999999998
2015-08-18,19.530001000000002
2015-08-19,19.49
2015-08-20,18.93
2015-08-21,18.57
2015-08-24,18.5
2015-08-25,18.469998999999998
2015-08-26,18.549999
2015-08-27,18.93
2015-08-28,18.790001
2015-08-31,19.48
2015-09-01,19.129998999999998
2015-09-02,18.870001000000002
2015-09-03,18.9
2015-09-04,18.610001
2015-09-08,18.6
2015-09-09,18.610001
2015-09-10,18.799999
2015-09-11,18.98
2015-09-14,18.950001
2015-09-15,19.24
2015-09-16,19.629998999999998
2015-09-17,20.059998999999998
2015-09-18,19.49
2015-09-21,19.469998999999998
2015-09-22,19.02
2015-09-23,18.93
2015-09-24,18.690001000000002
2015-09-25,18.950001
2015-09-28,18.940001000000002
2015-09-29,18.700001
2015-09-30,18.790001
2015-10-01,19.219998999999998
2015-10-02,19.42
2015-10-05,19.889999
2015-10-06,20.17
2015-10-07,20.049999
2015-10-08,20.139999
2015-10-09,20.1
2015-10-12,19.049999
2015-10-13,19.280001000000002
2015-10-14,19.17
2015-10-15,19.34
2015-10-16,19.52
2015-10-19,19.52
2015-10-20,19.49
2015-10-21,19.709999
2015-10-22,19.200001
2015-10-23,19.389999
2015-10-26,19.190001000000002
2015-10-27,18.85
2015-10-28,18.709999
2015-10-29,18.84
2015-10-30,18.860001
2015-11-02,19.1
2015-11-03,18.6
2015-11-04,18.35
2015-11-05,18.34
2015-11-06,18.98
2015-11-09,18.75
2015-11-10,18.700001
2015-11-11,18.84
2015-11-12,18.24
2015-11-13,17.77
2015-11-16,17.84
2015-11-17,17.969998999999998
2015-11-18,18.07
2015-11-19,17.92
2015-11-20,17.780001000000002
2015-11-23,17.950001
2015-11-24,17.85
2015-11-25,18.08
2015-11-27,18.32
2015-11-30,18.209999
2015-12-01,18.18
2015-12-02,17.870001000000002
2015-12-03,17.82
2015-12-04,17.66
2015-12-07,17.860001
2015-12-08,17.49
2015-12-09,17.16
2015-12-10,17.26
2015-12-11,16.950001
2015-12-14,16.879998999999998
2015-12-15,17.16
2015-12-16,17.700001
2015-12-17,17.379998999999998
2015-12-18,17.16
2015-12-21,17.24
2015-12-22,17.35
2015-12-23,17.290001
2015-12-24,17.4
2015-12-28,17.469998999999998
2015-12-29,17.450001
2015-12-30,17.379998999999998
2015-12-31,17.24
2016-01-04,16.93
2016-01-05,16.65
2016-01-06,16.540001
2016-01-07,16.299999
2016-01-08,16.110001
2016-01-11,15.93
2016-01-12,16.200001
2016-01-13,15.98
2016-01-14,15.86
2016-01-15,15.06
2016-01-19,15.34
2016-01-20,14.88
2016-01-21,15.28
2016-01-22,15.88
2016-01-25,16.049999
2016-01-26,15.96
2016-01-27,15.59
2016-01-28,15.76
2016-01-29,16.16
2016-02-01,15.89
2016-02-02,15.1
2016-02-03,15.46
2016-02-04,15.35
2016-02-05,15.04
2016-02-08,14.39
2016-02-09,14.32
2016-02-10,14.27
2016-02-11,14.0
2016-02-12,14.12
2016-02-16,14.64
2016-02-17,14.93
2016-02-18,15.14
2016-02-19,15.01
2016-02-22,15.08
2016-02-23,15.23
2016-02-24,15.16
2016-02-25,14.88
2016-02-26,15.3
2016-02-29,15.39
2016-03-01,16.040001
2016-03-02,15.79
2016-03-03,15.98
2016-03-04,16.040001
2016-03-07,16.16
2016-03-08,16.23
2016-03-09,16.219998999999998
2016-03-10,16.07
2016-03-11,16.43
2016-03-14,15.36
2016-03-15,15.9
2016-03-16,16.52
2016-03-17,16.52
2016-03-18,17.049999
2016-03-21,16.98
2016-03-22,17.23
2016-03-23,17.049999
2016-03-24,17.110001
2016-03-28,17.25
2016-03-29,17.4
2016-03-30,17.59
2016-03-31,17.41
2016-04-01,16.75
2016-04-04,17.08
2016-04-05,16.639999
2016-04-06,16.75
2016-04-07,16.4
2016-04-08,16.65
2016-04-11,16.799999
2016-04-12,16.83
2016-04-13,17.09
2016-04-14,17.09
2016-04-15,16.940001000000002
2016-04-18,17.23
2016-04-19,17.360001
2016-04-20,17.440001000000002
2016-04-21,17.030001000000002
2016-04-22,16.969998999999998
2016-04-25,17.469998999999998
2016-04-26,17.73
2016-04-27,17.879998999999998
2016-04-28,17.49
2016-04-29,17.26
2016-05-02,17.42
2016-05-03,16.92
2016-05-04,16.690001000000002
2016-05-05,16.51
2016-05-06,16.629998999999998
2016-05-09,16.66
2016-05-10,16.91
2016-05-11,16.959999
2016-05-12,16.790001
2016-05-13,16.68
2016-05-16,16.860001
2016-05-17,16.860001
2016-05-18,16.379998999999998
2016-05-19,16.219998999999998
2016-05-20,16.469998999999998
2016-05-23,16.709999
2016-05-24,17.15
2016-05-25,17.33
2016-05-26,17.48
2016-05-27,17.379998999999998
2016-05-31,17.459999
2016-06-01,17.42
2016-06-02,17.51
2016-06-03,17.530001000000002
2016-06-06,17.41
2016-06-07,17.469998999999998
2016-06-08,17.379998999999998
2016-06-09,17.18
2016-06-10,16.969998999999998
2016-06-13,16.41
2016-06-14,15.97
2016-06-15,16.049999
2016-06-16,16.030001000000002
2016-06-17,16.110001
2016-06-20,16.690001000000002
2016-06-21,17.0
2016-06-22,17.18
2016-06-23,17.700001
2016-06-24,16.08
2016-06-27,15.53
2016-06-28,16.1
2016-06-29,16.42
2016-06-30,17.02
2016-07-01,16.93
2016-07-05,16.16
2016-07-06,16.01
2016-07-07,16.17
2016-07-08,16.5
2016-07-11,16.940001000000002
2016-07-12,17.209999
2016-07-13,17.120001000000002
2016-07-14,17.42
2016-07-15,17.23
2016-07-18,17.18
2016-07-19,17.0
2016-07-20,16.84
2016-07-21,16.860001
2016-07-22,16.629998999999998
2016-07-25,16.77
2016-07-26,17.18
2016-07-27,17.59
2016-07-28,17.889999
2016-07-29,16.9
2016-08-01,17.24
2016-08-02,17.18
2016-08-03,16.93
2016-08-04,16.82
2016-08-05,16.700001
2016-08-08,16.809998999999998
2016-08-09,17.049999
2016-08-10,17.15
2016-08-11,17.35
2016-08-12,17.35
2016-08-15,17.450001
2016-08-16,17.25
2016-08-17,17.280001000000002
2016-08-18,17.450001
2016-08-19,17.41
2016-08-22,17.25
2016-08-23,17.379998999999998
2016-08-24,17.559998999999998
2016-08-25,17.450001
2016-08-26,17.219998999999998
2016-08-29,17.370001000000002
2016-08-30,17.440001000000002
2016-08-31,17.43
2016-09-01,17.6
2016-09-02,17.83
2016-09-06,18.15
2016-09-07,18.139999
2016-09-08,18.110001
2016-09-09,18.02
2016-09-12,18.02
2016-09-13,17.84
2016-09-14,17.83
2016-09-15,17.790001
2016-09-16,17.58
2016-09-19,17.83
2016-09-20,17.74
2016-09-21,18.02
2016-09-22,18.33
2016-09-23,18.24
2016-09-26,17.790001
2016-09-27,17.690001000000002
2016-09-28,17.98
2016-09-29,17.67
2016-09-30,17.92
2016-10-03,17.959999
2016-10-04,18.389999
2016-10-05,18.4
2016-10-06,18.559998999999998
2016-10-07,18.360001
2016-10-10,18.27
2016-10-11,17.6
2016-10-12,17.360001
2016-10-13,17.25
2016-10-14,17.209999
2016-10-17,17.24
2016-10-18,17.4
2016-10-19,17.74
2016-10-20,17.65
2016-10-21,17.469998999999998
2016-10-24,17.0
2016-10-25,16.969998999999998
2016-10-26,17.18
2016-10-27,17.26
2016-10-28,17.32
2016-10-31,17.190001000000002
2016-11-01,17.23
2016-11-02,16.950001
2016-11-03,16.700001
2016-11-04,16.639999
2016-11-07,16.950001
2016-11-08,16.950001
2016-11-09,17.08
2016-11-10,17.459999
2016-11-11,17.02
2016-11-14,16.959999
2016-11-15,16.74
2016-11-16,16.51
2016-11-17,16.450001
2016-11-18,16.540001
2016-11-21,17.0
2016-11-22,16.66
2016-11-23,16.879998999999998
2016-11-25,16.92
2016-11-28,16.66
2016-11-29,17.030001000000002
2016-11-30,17.139999
2016-12-01,17.290001
2016-12-02,17.25
2016-12-05,17.59
2016-12-06,17.639999
2016-12-07,17.93
2016-12-08,17.59
2016-12-09,17.559998999999998
2016-12-12,17.780001000000002
2016-12-13,17.92
2016-12-14,17.639999
2016-12-15,17.860001
2016-12-16,17.790001
2016-12-19,17.700001
2016-12-20,17.76
2016-12-21,17.91
2016-12-22,17.889999
2016-12-23,17.85
2016-12-27,17.74
2016-12-28,17.879998999999998
2016-12-29,17.860001
2016-12-30,17.969998999999998
2017-01-03,17.860001
2017-01-04,17.950001
2017-01-05,17.92
2017-01-06,17.780001000000002
2017-01-09,17.85
2017-01-10,17.860001
2017-01-11,17.93
2017-01-12,17.969998999999998
2017-01-13,17.9
2017-01-17,17.940001000000002
2017-01-18,17.92
2017-01-19,16.940001000000002
2017-01-20,17.15
2017-01-23,17.629998999999998
2017-01-24,17.43
2017-01-25,17.43
2017-01-26,16.889999
2017-01-27,16.940001000000002
2017-01-30,16.77
2017-01-31,16.99
2017-02-01,16.82
2017-02-02,16.959999
2017-02-03,17.110001
2017-02-06,16.860001
2017-02-07,16.879998999999998
2017-02-08,16.9
2017-02-09,16.870001000000002
2017-02-10,16.959999
2017-02-13,17.0
2017-02-14,17.200001
2017-02-15,17.440001000000002
2017-02-16,17.27
2017-02-17,17.0
2017-02-21,17.18
2017-02-22,17.059998999999998
2017-02-23,17.43
2017-02-24,17.290001
2017-02-27,17.43
2017-02-28,17.73
2017-03-01,17.879998999999998
2017-03-02,18.02
2017-03-03,18.18
2017-03-06,18.27
2017-03-07,18.129998999999998
2017-03-08,18.200001
2017-03-09,18.27
2017-03-10,18.43
2017-03-13,18.290001
2017-03-14,18.040001
2017-03-15,18.139999
2017-03-16,18.219998999999998
2017-03-17,18.299999
2017-03-20,18.290001
2017-03-21,18.26
2017-03-22,18.709999
2017-03-23,18.76
2017-03-24,18.76
2017-03-27,18.93
2017-03-28,18.870001000000002
2017-03-29,18.790001
2017-03-30,18.58
2017-03-31,18.68
2017-04-03,18.84
2017-04-04,18.85
2017-04-05,18.780001000000002
2017-04-06,19.09
2017-04-07,19.280001000000002
2017-04-10,19.24
2017-04-11,19.389999
2017-04-12,19.459999
2017-04-13,19.280001000000002
2017-04-17,19.48
2017-04-18,19.49
2017-04-19,19.360001
2017-04-20,19.65
2017-04-21,19.780001000000002
2017-04-24,20.620001000000002
2017-04-25,21.049999
2017-04-26,20.639999
2017-04-27,20.860001
2017-04-28,20.709999
2017-05-01,20.74
2017-05-02,21.15
2017-05-03,20.950001
2017-05-04,21.42
2017-05-05,21.690001000000002
2017-05-08,21.280001000000002
2017-05-09,21.08
2017-05-10,20.76
2017-05-11,20.59
2017-05-12,21.030001000000002
2017-05-15,21.1
2017-05-16,21.34
2017-05-17,20.940001000000002
2017-05-18,21.17
2017-05-19,21.34
2017-05-22,21.35
2017-05-23,21.290001
2017-05-24,21.290001
2017-05-25,21.940001000000002
2017-05-26,22.309998999999998
2017-05-30,22.120001000000002
2017-05-31,22.16
2017-06-01,22.49
2017-06-02,22.559998999999998
2017-06-05,22.540001
2017-06-06,22.450001
2017-06-07,22.35
2017-06-08,22.049999
2017-06-09,21.940001000000002
2017-06-12,21.870001000000002
2017-06-13,21.950001
2017-06-14,21.83
2017-06-15,21.799999
2017-06-16,22.280001000000002
2017-06-19,22.559998999999998
2017-06-20,22.540001
2017-06-21,22.68
2017-06-22,22.83
2017-06-23,22.9
2017-06-26,22.93
2017-06-27,22.959999
2017-06-28,23.07
2017-06-29,22.76
2017-06-30,23.030001000000002
2017-07-03,22.950001
2017-07-05,23.25
2017-07-06,23.059998999999998
2017-07-07,23.4
2017-07-10,23.4
2017-07-11,23.42
2017-07-12,23.790001
2017-07-13,23.709999
2017-07-14,23.959999
2017-07-17,23.799999
2017-07-18,23.59
2017-07-19,23.84
2017-07-20,23.690001000000002
2017-07-21,23.639999
2017-07-24,23.620001000000002
2017-07-25,23.790001
2017-07-26,24.07
2017-07-27,23.639999
2017-07-28,23.5
2017-07-31,23.540001
2017-08-01,23.82
2017-08-02,23.52
2017-08-03,23.629998999999998
2017-08-04,24.07
2017-08-07,24.08
2017-08-08,23.9
2017-08-09,23.93
2017-08-10,23.780001000000002
2017-08-11,23.73
2017-08-14,24.030001000000002
2017-08-15,24.1
2017-08-16,24.469998999999998
2017-08-17,24.459999
2017-08-18,24.389999
2017-08-21,24.42
2017-08-22,24.6
2017-08-23,24.620001000000002
2017-08-24,24.610001
2017-08-25,24.77
2017-08-28,24.620001000000002
2017-08-29,24.139999
2017-08-30,24.190001000000002
2017-08-31,24.23
2017-09-01,24.41
2017-09-05,24.24
2017-09-06,24.27
2017-09-07,24.620001000000002
2017-09-08,24.459999
2017-09-11,24.84
2017-09-12,24.969998999999998
2017-09-13,24.82
2017-09-14,25.280001000000002
2017-09-15,25.26
2017-09-18,25.57
2017-09-19,25.690001000000002
2017-09-20,25.290001
2017-09-21,25.309998999999998
2017-09-22,25.4
2017-09-25,25.18
2017-09-26,25.110001
2017-09-27,25.030001000000002
2017-09-28,25.280001000000002
2017-09-29,25.52
2017-10-02,25.540001
2017-10-03,25.620001000000002
2017-10-04,25.58
2017-10-05,25.51
2017-10-06,25.5
2017-10-09,25.450001
2017-10-10,25.17
2017-10-11,25.389999
2017-10-12,25.440001000000002
2017-10-13,25.370001000000002
2017-10-16,25.24
2017-10-17,25.219998999999998
2017-10-18,25.41
2017-10-19,25.299999
2017-10-20,25.389999
2017-10-23,25.540001
2017-10-24,25.610001
2017-10-25,25.93
2017-10-26,26.139999
2017-10-27,26.25
2017-10-30,25.9
2017-10-31,26.32
2017-11-01,26.23
2017-11-02,26.35
2017-11-03,26.57
2017-11-06,26.280001000000002
2017-11-07,26.09
2017-11-08,25.66
2017-11-09,25.290001
2017-11-10,25.42
2017-11-13,25.209999
2017-11-14,25.809998999999998
2017-11-15,25.9
2017-11-16,25.92
2017-11-17,25.68
2017-11-20,25.459999
2017-11-21,25.559998999999998
2017-11-22,25.700001
2017-11-24,25.91
2017-11-27,25.91
2017-11-28,26.360001
2017-11-29,26.77
2017-11-30,26.65
2017-12-01,26.360001
2017-12-04,26.379998999999998
2017-12-05,26.190001000000002
2017-12-06,26.18
2017-12-07,26.379998999999998
2017-12-08,26.190001000000002
2017-12-11,25.93
2017-12-12,25.790001
2017-12-13,25.389999
2017-12-14,25.120001000000002
2017-12-15,25.25
2017-12-18,25.950001
2017-12-19,26.059998999999998
2017-12-20,26.030001000000002
2017-12-21,26.25
2017-12-22,26.120001000000002
2017-12-26,26.040001
2017-12-27,26.09
2017-12-28,25.84
2017-12-29,25.75
2018-01-02,25.719998999999998
2018-01-03,25.75
2018-01-04,26.799999
2018-01-05,26.9
2018-01-08,26.620001000000002
2018-01-09,26.77
2018-01-10,26.719998999999998
2018-01-11,27.1
2018-01-12,27.5
2018-01-16,27.65
2018-01-17,27.59
2018-01-18,27.870001000000002
2018-01-19,27.93
2018-01-22,27.92
2018-01-23,27.860001
2018-01-24,27.9
2018-01-25,27.76
2018-01-26,28.030001000000002
2018-01-29,27.99
2018-01-30,27.85
2018-01-31,28.23
2018-02-01,27.9
2018-02-02,26.889999
2018-02-05,25.889999
2018-02-06,27.01
2018-02-07,26.549999
2018-02-08,25.549999
2018-02-09,25.59
2018-02-12,25.93
2018-02-13,26.18
2018-02-14,27.18
2018-02-15,27.58
2018-02-16,27.629998999999998
2018-02-20,27.57
2018-02-21,27.530001000000002
2018-02-22,27.629998999999998
2018-02-23,27.860001
2018-02-26,27.799999
2018-02-27,27.879998999999998
2018-02-28,27.540001
2018-03-01,27.08
2018-03-02,26.379998999999998
2018-03-05,26.440001000000002
2018-03-06,26.559998999999998
2018-03-07,26.799999
2018-03-08,27.09
2018-03-09,27.370001000000002
2018-03-12,27.309998999999998
2018-03-13,27.24
2018-03-14,27.16
2018-03-15,27.190001000000002
2018-03-16,26.959999
2018-03-19,26.74
2018-03-20,26.9
2018-03-21,26.57
2018-03-22,25.9
2018-03-23,25.360001
2018-03-26,25.74
2018-03-27,25.719998999999998
2018-03-28,26.049999
2018-03-29,26.530001000000002
2018-04-02,26.209999
2018-04-03,26.280001000000002
2018-04-04,25.99
2018-04-05,26.700001
2018-04-06,26.75
2018-04-09,27.27
2018-04-10,27.360001
2018-04-11,27.24
2018-04-12,27.129998999999998
2018-04-13,27.27
2018-04-16,27.379998999999998
2018-04-17,27.870001000000002
2018-04-18,27.83
2018-04-19,27.799999
2018-04-20,27.57
2018-04-23,27.379998999999998
2018-04-24,27.41
2018-04-25,28.450001
2018-04-26,28.799999
2018-04-27,28.84
2018-04-30,29.17
2018-05-01,29.18
2018-05-02,29.049999
2018-05-03,29.440001000000002
2018-05-04,29.07
2018-05-07,29.26
2018-05-08,29.139999
2018-05-09,29.35
2018-05-10,29.780001000000002
2018-05-11,29.709999
2018-05-14,29.459999
2018-05-15,29.370001000000002
2018-05-16,29.58
2018-05-17,29.77
2018-05-18,29.85
2018-05-21,30.1
2018-05-22,30.0
2018-05-23,29.530001000000002
2018-05-24,29.57
2018-05-25,29.57
2018-05-29,29.049999
2018-05-30,29.440001000000002
2018-05-31,29.92
2018-06-01,30.33
2018-06-04,29.959999
2018-06-05,29.84
2018-06-06,30.23
2018-06-07,30.01
2018-06-08,30.27
2018-06-11,30.4
2018-06-12,30.0
2018-06-13,30.17
2018-06-14,30.299999
2018-06-15,30.120001000000002
2018-06-18,29.610001
2018-06-19,28.950001
2018-06-20,28.99
2018-06-21,28.76
2018-06-22,29.1
2018-06-25,28.440001000000002
2018-06-26,28.469998999999998
2018-06-27,28.700001
2018-06-28,29.08
2018-06-29,30.25
2018-07-02,29.9
2018-07-03,29.799999
2018-07-05,30.18
2018-07-06,30.18
2018-07-09,30.26
2018-07-10,30.549999
2018-07-11,30.200001
2018-07-12,31.1
2018-07-13,31.389999
2018-07-16,31.309998999999998
2018-07-17,31.610001
2018-07-18,31.360001
2018-07-19,31.290001
2018-07-20,31.5
2018-07-23,31.32
2018-07-24,31.190001000000002
2018-07-25,31.82
2018-07-26,31.280001000000002
2018-07-27,31.129998999999998
2018-07-30,31.190001000000002
2018-07-31,30.99
2018-08-01,30.85
2018-08-02,30.57
2018-08-03,30.610001
2018-08-06,30.809998999999998
2018-08-07,31.27
2018-08-08,31.040001
2018-08-09,31.110001
2018-08-10,30.299999
2018-08-13,30.58
2018-08-14,30.65
2018-08-15,30.32
2018-08-16,30.32
2018-08-17,30.620001000000002
2018-08-20,30.93
2018-08-21,31.25
2018-08-22,31.299999
2018-08-23,31.440001000000002
2018-08-24,31.99
2018-08-27,32.630001
2018-08-28,32.759997999999996
2018-08-29,33.150002
2018-08-30,32.98
2018-08-31,32.490002000000004
2018-09-04,31.9
2018-09-05,31.76
2018-09-06,33.580002
2018-09-07,33.889998999999996
2018-09-10,33.529999
2018-09-11,34.18
2018-09-12,34.16
2018-09-13,34.549999
2018-09-14,34.279999
2018-09-17,34.279999
2018-09-18,34.330002
2018-09-19,34.91
2018-09-20,35.689999
2018-09-21,35.290001000000004
2018-09-24,35.07
2018-09-25,35.380001
2018-09-26,35.439999
2018-09-27,35.25
2018-09-28,34.919998
2018-10-01,34.439999
2018-10-02,34.189999
2018-10-03,34.279999
2018-10-04,33.490002000000004
2018-10-05,33.41
2018-10-08,32.869999
2018-10-09,32.049999
2018-10-10,31.25
2018-10-11,30.77
2018-10-12,31.559998999999998
2018-10-15,31.08
2018-10-16,32.450001
2018-10-17,31.709999
2018-10-18,31.0
2018-10-19,30.9
2018-10-22,31.08
2018-10-23,31.450001
2018-10-24,30.92
2018-10-25,31.469998999999998
2018-10-26,31.27
2018-10-29,30.57
2018-10-30,30.860001
2018-10-31,32.299999
2018-11-01,32.310001
2018-11-02,32.16
2018-11-05,31.77
2018-11-06,31.67
2018-11-07,32.560001
2018-11-08,32.459998999999996
2018-11-09,31.85
2018-11-12,31.32
2018-11-13,31.639999
2018-11-14,31.469998999999998
2018-11-15,31.27
2018-11-16,31.07
2018-11-19,30.799999
2018-11-20,30.290001
2018-11-21,30.48
2018-11-23,30.809998999999998
2018-11-26,30.67
2018-11-27,30.559998999999998
2018-11-28,30.610001
2018-11-29,31.76
2018-11-30,31.32
2018-12-03,31.799999
2018-12-04,31.139999
2018-12-06,30.67
2018-12-07,29.91
2018-12-10,29.389999
2018-12-11,29.790001
2018-12-12,30.83
2018-12-13,30.84
2018-12-14,30.34
2018-12-17,30.280001000000002
2018-12-18,30.51
2018-12-19,29.879998999999998
2018-12-20,29.57
2018-12-21,28.780001000000002
2018-12-24,28.790001
2018-12-26,29.219998999999998
2018-12-27,29.059998999999998
2018-12-28,29.290001
2018-12-31,29.889999
2019-01-02,29.309998999999998
2019-01-03,28.799999
2019-01-04,30.040001
2019-01-07,29.709999
2019-01-08,30.5
2019-01-09,31.059998999999998
2019-01-10,30.450001
2019-01-11,30.219998999999998
2019-01-14,30.299999
2019-01-15,30.83
2019-01-16,30.780001000000002
2019-01-17,30.959999
2019-01-18,31.24
2019-01-22,30.76
2019-01-23,31.17
2019-01-24,30.9
2019-01-25,31.41
2019-01-28,31.709999
2019-01-29,32.509997999999996
2019-01-30,32.869999
2019-01-31,32.830002
2019-02-01,32.830002
2019-02-04,33.009997999999996
2019-02-05,33.209998999999996
2019-02-06,32.560001
2019-02-07,32.139998999999996
2019-02-08,31.92
2019-02-11,31.879998999999998
2019-02-12,32.130001
2019-02-13,32.34
2019-02-14,32.220001
2019-02-15,32.459998999999996
2019-02-19,32.919998
2019-02-20,33.299999
2019-02-21,33.43
2019-02-22,33.959998999999996
2019-02-25,33.869999
2019-02-26,34.169998
2019-02-27,34.060001
2019-02-28,34.060001
2019-03-01,34.119999
2019-03-04,34.080002
2019-03-05,34.189999
2019-03-06,33.990002000000004
2019-03-07,33.490002000000004
2019-03-08,33.619999
2019-03-11,33.110001000000004
2019-03-12,32.959998999999996
2019-03-13,33.189999
2019-03-14,33.119999
2019-03-15,33.580002
2019-03-18,33.98
2019-03-19,34.290001000000004
2019-03-20,34.630001
2019-03-21,34.439999
2019-03-22,33.310001
2019-03-25,33.32
2019-03-26,33.209998999999996
2019-03-27,32.950001
2019-03-28,33.349998
2019-03-29,34.279999
2019-04-01,34.57
2019-04-02,34.330002
2019-04-03,34.98
2019-04-04,34.75
2019-04-05,35.220001
2019-04-08,34.630001
2019-04-09,34.110001000000004
2019-04-10,34.07
2019-04-11,33.849998
2019-04-12,34.419998
2019-04-15,34.209998999999996
2019-04-16,34.279999
2019-04-17,34.700001
2019-04-18,34.73
2019-04-22,34.790001000000004
2019-04-23,35.080002
2019-04-24,35.029999
2019-04-25,34.810001
2019-04-26,36.0
2019-04-29,36.049999
2019-04-30,36.490002000000004
2019-05-01,36.290001000000004
2019-05-02,35.380001
2019-05-03,35.59
2019-05-06,35.66
2019-05-07,34.73
2019-05-08,34.709998999999996
2019-05-09,34.529999
2019-05-10,34.860001000000004
2019-05-13,33.700001
2019-05-14,33.959998999999996
2019-05-15,34.759997999999996
2019-05-16,35.09
2019-05-17,34.799999
2019-05-20,34.759997999999996
2019-05-21,34.610001000000004
2019-05-22,34.369999
2019-05-23,33.259997999999996
2019-05-24,33.59
2019-05-28,33.07
2019-05-29,32.630001
2019-05-30,32.849998
2019-05-31,32.799999
2019-06-03,33.209998999999996
2019-06-04,33.869999
2019-06-05,33.93
2019-06-06,33.73
2019-06-07,34.669998
2019-06-10,34.709998999999996
2019-06-11,35.259997999999996
2019-06-12,35.060001
