Date,GPN
2005-11-04,21.889999
2005-11-07,21.9
2005-11-08,21.950001
2005-11-09,21.450001
2005-11-10,21.51
2005-11-11,21.559998999999998
2005-11-14,21.905001000000002
2005-11-15,21.745001000000002
2005-11-16,21.860001
2005-11-17,22.030001000000002
2005-11-18,21.174999
2005-11-21,21.145
2005-11-22,21.25
2005-11-23,21.42
2005-11-25,21.690001000000002
2005-11-28,21.43
2005-11-29,21.605
2005-11-30,21.889999
2005-12-01,22.32
2005-12-02,22.219998999999998
2005-12-05,22.235001
2005-12-06,22.645
2005-12-07,22.25
2005-12-08,21.75
2005-12-09,21.915001
2005-12-12,21.745001000000002
2005-12-13,21.795
2005-12-14,21.785
2005-12-15,21.754998999999998
2005-12-16,21.799999
2005-12-19,22.17
2005-12-20,22.315001000000002
2005-12-21,22.469998999999998
2005-12-22,23.955
2005-12-23,23.945
2005-12-27,23.475
2005-12-28,23.530001000000002
2005-12-29,23.51
2005-12-30,23.305
2006-01-03,23.709999
2006-01-04,24.139999
2006-01-05,24.780001000000002
2006-01-06,24.68
2006-01-09,25.040001
2006-01-10,25.5
2006-01-11,25.299999
2006-01-12,25.355
2006-01-13,24.945
2006-01-17,25.23
2006-01-18,25.190001000000002
2006-01-19,25.504998999999998
2006-01-20,25.049999
2006-01-23,25.445
2006-01-24,25.379998999999998
2006-01-25,25.635
2006-01-26,24.905001000000002
2006-01-27,24.924999
2006-01-30,25.34
2006-01-31,25.465
2006-02-01,25.504998999999998
2006-02-02,25.299999
2006-02-03,24.870001000000002
2006-02-06,24.65
2006-02-07,24.65
2006-02-08,24.405001000000002
2006-02-09,24.190001000000002
2006-02-10,24.424999
2006-02-13,24.375
2006-02-14,24.174999
2006-02-15,24.25
2006-02-16,24.684998999999998
2006-02-17,24.959999
2006-02-21,24.870001000000002
2006-02-22,25.135
2006-02-23,25.264999
2006-02-24,25.625
2006-02-27,26.184998999999998
2006-02-28,26.030001000000002
2006-03-01,26.209999
2006-03-02,26.674999
2006-03-03,26.445
2006-03-06,26.360001
2006-03-07,25.805
2006-03-08,26.305
2006-03-09,26.254998999999998
2006-03-10,25.995001000000002
2006-03-13,25.719998999999998
2006-03-14,25.969998999999998
2006-03-15,25.85
2006-03-16,26.389999
2006-03-17,26.605
2006-03-20,27.09
2006-03-21,26.93
2006-03-22,26.495001000000002
2006-03-23,26.68
2006-03-24,26.495001000000002
2006-03-27,25.85
2006-03-28,25.120001000000002
2006-03-29,24.790001
2006-03-30,25.434998999999998
2006-03-31,26.504998999999998
2006-04-03,25.690001000000002
2006-04-04,25.995001000000002
2006-04-05,24.305
2006-04-06,24.445
2006-04-07,24.174999
2006-04-10,23.379998999999998
2006-04-11,23.67
2006-04-12,24.139999
2006-04-13,24.01
2006-04-17,23.59
2006-04-18,23.639999
2006-04-19,23.59
2006-04-20,23.950001
2006-04-21,23.93
2006-04-24,24.014999
2006-04-25,23.995001000000002
2006-04-26,24.309998999999998
2006-04-27,23.66
2006-04-28,23.715
2006-05-01,23.52
2006-05-02,23.275
2006-05-03,23.389999
2006-05-04,23.41
2006-05-05,23.6
2006-05-08,23.155001000000002
2006-05-09,23.0
2006-05-10,22.799999
2006-05-11,22.275
2006-05-12,22.559998999999998
2006-05-15,23.42
2006-05-16,23.799999
2006-05-17,23.084999
2006-05-18,23.040001
2006-05-19,22.629998999999998
2006-05-22,22.555
2006-05-23,22.66
2006-05-24,22.9
2006-05-25,22.885
2006-05-26,23.014999
2006-05-30,22.43
2006-05-31,23.290001
2006-06-01,23.360001
2006-06-02,22.93
2006-06-05,23.059998999999998
2006-06-06,22.77
2006-06-07,22.594998999999998
2006-06-08,22.42
2006-06-09,22.745001000000002
2006-06-12,22.575001
2006-06-13,22.594998999999998
2006-06-14,23.395
2006-06-15,24.514999
2006-06-16,24.035
2006-06-19,23.584999
2006-06-20,23.665001
2006-06-21,24.049999
2006-06-22,23.75
2006-06-23,24.235001
2006-06-26,24.014999
2006-06-27,23.690001000000002
2006-06-28,24.1
2006-06-29,24.57
2006-06-30,24.275
2006-07-03,24.74
2006-07-05,23.889999
2006-07-06,23.334999
2006-07-07,22.934998999999998
2006-07-10,22.68
2006-07-11,21.92
2006-07-12,21.815001000000002
2006-07-13,20.25
2006-07-14,20.43
2006-07-17,20.559998999999998
2006-07-18,20.545
2006-07-19,20.879998999999998
2006-07-20,20.4
2006-07-21,19.85
2006-07-24,20.42
2006-07-25,20.215
2006-07-26,20.27
2006-07-27,20.08
2006-07-28,22.4
2006-07-31,21.27
2006-08-01,20.280001000000002
2006-08-02,20.424999
2006-08-03,20.639999
2006-08-04,20.309998999999998
2006-08-07,19.629998999999998
2006-08-08,19.4
2006-08-09,19.334999
2006-08-10,19.389999
2006-08-11,19.27
2006-08-14,19.34
2006-08-15,19.24
2006-08-16,19.719998999999998
2006-08-17,20.25
2006-08-18,20.184998999999998
2006-08-21,19.879998999999998
2006-08-22,19.43
2006-08-23,18.865
2006-08-24,18.549999
2006-08-25,18.5
2006-08-28,18.825001
2006-08-29,18.715
2006-08-30,18.934998999999998
2006-08-31,19.025
2006-09-01,19.26
2006-09-05,19.23
2006-09-06,19.0
2006-09-07,18.905001000000002
2006-09-08,18.985001
2006-09-11,19.245001000000002
2006-09-12,19.32
2006-09-13,20.625
2006-09-14,20.23
2006-09-15,20.07
2006-09-18,19.65
2006-09-19,19.275
2006-09-20,19.235001
2006-09-21,19.02
2006-09-22,19.23
2006-09-25,19.375
2006-09-26,19.379998999999998
2006-09-27,19.290001
2006-09-28,19.469998999999998
2006-09-29,22.004998999999998
2006-10-02,21.049999
2006-10-03,21.254998999999998
2006-10-04,21.485001
2006-10-05,21.549999
2006-10-06,21.08
2006-10-09,20.844998999999998
2006-10-10,20.475
2006-10-11,20.445
2006-10-12,20.885
2006-10-13,20.77
2006-10-16,20.940001000000002
2006-10-17,20.625
2006-10-18,20.945
2006-10-19,21.34
2006-10-20,21.280001000000002
2006-10-23,21.725
2006-10-24,21.275
2006-10-25,21.455
2006-10-26,21.42
2006-10-27,21.629998999999998
2006-10-30,21.940001000000002
2006-10-31,21.855
2006-11-01,21.674999
2006-11-02,21.445
2006-11-03,20.995001000000002
2006-11-06,21.23
2006-11-07,21.75
2006-11-08,21.74
2006-11-09,21.469998999999998
2006-11-10,21.559998999999998
2006-11-13,21.9
2006-11-14,22.415001
2006-11-15,22.290001
2006-11-16,22.434998999999998
2006-11-17,22.4
2006-11-20,22.125
2006-11-21,22.209999
2006-11-22,22.049999
2006-11-24,22.334999
2006-11-27,22.25
2006-11-28,22.129998999999998
2006-11-29,22.440001000000002
2006-11-30,22.9
2006-12-01,22.795
2006-12-04,22.950001
2006-12-05,23.0
2006-12-06,22.9
2006-12-07,22.934998999999998
2006-12-08,23.299999
2006-12-11,23.305
2006-12-12,23.275
2006-12-13,23.74
2006-12-14,23.83
2006-12-15,23.605
2006-12-18,23.34
2006-12-19,23.280001000000002
2006-12-20,23.629998999999998
2006-12-21,23.405001000000002
2006-12-22,23.225
2006-12-26,23.23
2006-12-27,23.225
2006-12-28,23.475
2006-12-29,23.15
2007-01-03,23.885
2007-01-04,24.525
2007-01-05,20.545
2007-01-08,20.5
2007-01-09,20.055
2007-01-10,20.055
2007-01-11,19.389999
2007-01-12,19.325001
2007-01-16,19.275
2007-01-17,19.26
2007-01-18,19.24
2007-01-19,19.200001
2007-01-22,19.035
2007-01-23,19.205
2007-01-24,18.93
2007-01-25,18.915001
2007-01-26,18.82
2007-01-29,18.865
2007-01-30,18.85
2007-01-31,18.879998999999998
2007-02-01,19.525
2007-02-02,19.450001
2007-02-05,19.52
2007-02-06,19.365
2007-02-07,19.535
2007-02-08,19.655001000000002
2007-02-09,19.674999
2007-02-12,19.785
2007-02-13,19.549999
2007-02-14,19.4
2007-02-15,19.76
2007-02-16,19.82
2007-02-20,19.995001000000002
2007-02-21,19.934998999999998
2007-02-22,19.809998999999998
2007-02-23,19.555
2007-02-26,19.495001000000002
2007-02-27,18.795
2007-02-28,19.235001
2007-03-01,19.18
2007-03-02,19.01
2007-03-05,18.764999
2007-03-06,19.1
2007-03-07,18.950001
2007-03-08,18.775
2007-03-09,18.865
2007-03-12,18.875
2007-03-13,18.52
2007-03-14,18.395
2007-03-15,18.525
2007-03-16,18.4
2007-03-19,18.405001000000002
2007-03-20,19.059998999999998
2007-03-21,19.334999
2007-03-22,19.15
2007-03-23,19.219998999999998
2007-03-26,19.695
2007-03-27,19.594998999999998
2007-03-28,19.620001000000002
2007-03-29,19.584999
2007-03-30,17.030001000000002
2007-04-02,17.940001000000002
2007-04-03,18.145
2007-04-04,18.635
2007-04-05,18.65
2007-04-09,18.635
2007-04-10,18.745001000000002
2007-04-11,18.25
2007-04-12,18.5
2007-04-13,18.825001
2007-04-16,19.42
2007-04-17,19.365
2007-04-18,19.504998999999998
2007-04-19,19.455
2007-04-20,19.4
2007-04-23,19.25
2007-04-24,19.030001000000002
2007-04-25,19.254998999999998
2007-04-26,19.25
2007-04-27,19.33
2007-04-30,18.99
2007-05-01,18.955
2007-05-02,19.290001
2007-05-03,19.08
2007-05-04,19.155001000000002
2007-05-07,19.184998999999998
2007-05-08,19.26
2007-05-09,19.389999
2007-05-10,19.34
2007-05-11,19.459999
2007-05-14,19.495001000000002
2007-05-15,19.285
2007-05-16,19.025
2007-05-17,19.825001
2007-05-18,20.434998999999998
2007-05-21,20.545
2007-05-22,20.465
2007-05-23,20.0
2007-05-24,19.625
2007-05-25,19.809998999999998
2007-05-29,19.85
2007-05-30,19.99
2007-05-31,20.02
2007-06-01,20.26
2007-06-04,20.59
2007-06-05,20.280001000000002
2007-06-06,20.0
2007-06-07,19.985001
2007-06-08,20.35
2007-06-11,20.280001000000002
2007-06-12,20.08
2007-06-13,20.184998999999998
2007-06-14,20.445
2007-06-15,20.59
2007-06-18,20.4
2007-06-19,20.475
2007-06-20,20.41
2007-06-21,20.514999
2007-06-22,20.110001
2007-06-25,19.75
2007-06-26,19.76
2007-06-27,19.77
2007-06-28,19.65
2007-06-29,19.825001
2007-07-02,19.76
2007-07-03,19.719998999999998
2007-07-05,19.969998999999998
2007-07-06,19.985001
2007-07-09,20.120001000000002
2007-07-10,19.870001000000002
2007-07-11,19.85
2007-07-12,19.934998999999998
2007-07-13,20.18
2007-07-16,19.834999
2007-07-17,19.879998999999998
2007-07-18,19.469998999999998
2007-07-19,19.434998999999998
2007-07-20,19.205
2007-07-23,19.32
2007-07-24,19.08
2007-07-25,19.504998999999998
2007-07-26,18.51
2007-07-27,18.27
2007-07-30,18.200001
2007-07-31,18.700001
2007-08-01,18.74
2007-08-02,19.0
2007-08-03,18.565001000000002
2007-08-06,19.360001
2007-08-07,19.305
2007-08-08,19.075001
2007-08-09,18.584999
2007-08-10,18.200001
2007-08-13,18.23
2007-08-14,18.290001
2007-08-15,18.004998999999998
2007-08-16,17.875
2007-08-17,18.0
2007-08-20,17.969998999999998
2007-08-21,17.995001000000002
2007-08-22,18.82
2007-08-23,18.870001000000002
2007-08-24,19.030001000000002
2007-08-27,19.055
2007-08-28,18.780001000000002
2007-08-29,19.084999
2007-08-30,19.635
2007-08-31,19.74
2007-09-04,19.91
2007-09-05,19.815001000000002
2007-09-06,19.924999
2007-09-07,19.715
2007-09-10,19.42
2007-09-11,19.75
2007-09-12,20.040001
2007-09-13,19.93
2007-09-14,20.4
2007-09-17,20.334999
2007-09-18,20.745001000000002
2007-09-19,21.0
2007-09-20,20.950001
2007-09-21,21.014999
2007-09-24,21.145
2007-09-25,21.459999
2007-09-26,20.955
2007-09-27,21.275
2007-09-28,22.110001
2007-10-01,22.264999
2007-10-02,22.209999
2007-10-03,21.995001000000002
2007-10-04,21.945
2007-10-05,22.565001000000002
2007-10-08,22.125
2007-10-09,22.48
2007-10-10,22.504998999999998
2007-10-11,22.264999
2007-10-12,22.379998999999998
2007-10-15,22.23
2007-10-16,22.465
2007-10-17,22.535
2007-10-18,22.754998999999998
2007-10-19,22.235001
2007-10-22,22.635
2007-10-23,22.6
2007-10-24,23.1
2007-10-25,22.795
2007-10-26,22.855
2007-10-29,23.195
2007-10-30,23.290001
2007-10-31,23.780001000000002
2007-11-01,23.75
2007-11-02,23.66
2007-11-05,23.135
2007-11-06,23.235001
2007-11-07,22.93
2007-11-08,22.67
2007-11-09,22.48
2007-11-12,22.115
2007-11-13,22.469998999999998
2007-11-14,22.16
2007-11-15,22.0
2007-11-16,22.0
2007-11-19,21.35
2007-11-20,21.52
2007-11-21,21.57
2007-11-23,21.889999
2007-11-26,21.6
2007-11-27,21.594998999999998
2007-11-28,21.860001
2007-11-29,21.98
2007-11-30,21.610001
2007-12-03,21.445
2007-12-04,21.6
2007-12-05,22.02
2007-12-06,22.195
2007-12-07,22.16
2007-12-10,22.375
2007-12-11,21.885
2007-12-12,21.690001000000002
2007-12-13,22.225
2007-12-14,22.075001
2007-12-17,21.965
2007-12-18,21.799999
2007-12-19,21.705
2007-12-20,21.299999
2007-12-21,21.51
2007-12-24,22.65
2007-12-26,22.469998999999998
2007-12-27,22.469998999999998
2007-12-28,22.92
2007-12-31,23.26
2008-01-02,22.635
2008-01-03,22.605
2008-01-04,19.084999
2008-01-07,18.365
2008-01-08,18.355
2008-01-09,18.985001
2008-01-10,19.549999
2008-01-11,19.155001000000002
2008-01-14,19.16
2008-01-15,18.49
2008-01-16,18.870001000000002
2008-01-17,18.594998999999998
2008-01-18,18.450001
2008-01-22,18.605
2008-01-23,18.549999
2008-01-24,18.76
2008-01-25,18.280001000000002
2008-01-28,18.51
2008-01-29,18.415001
2008-01-30,18.26
2008-01-31,18.645
2008-02-01,19.23
2008-02-04,19.355
2008-02-05,19.030001000000002
2008-02-06,18.834999
2008-02-07,19.014999
2008-02-08,19.215
2008-02-11,19.445
2008-02-12,19.705
2008-02-13,19.98
2008-02-14,19.549999
2008-02-15,19.360001
2008-02-19,19.275
2008-02-20,19.615
2008-02-21,19.66
2008-02-22,19.67
2008-02-25,20.459999
2008-02-26,21.0
2008-02-27,21.030001000000002
2008-02-28,20.450001
2008-02-29,19.834999
2008-03-03,20.035
2008-03-04,20.285
2008-03-05,20.245001000000002
2008-03-06,19.139999
2008-03-07,19.125
2008-03-10,19.075001
2008-03-11,19.385
2008-03-12,19.325001
2008-03-13,19.219998999999998
2008-03-14,18.969998999999998
2008-03-17,18.68
2008-03-18,19.43
2008-03-19,19.665001
2008-03-20,20.0
2008-03-24,20.139999
2008-03-25,19.68
2008-03-26,19.525
2008-03-27,19.815001000000002
2008-03-28,20.405001000000002
2008-03-31,20.68
2008-04-01,21.65
2008-04-02,21.34
2008-04-03,21.344998999999998
2008-04-04,21.42
2008-04-07,21.264999
2008-04-08,21.344998999999998
2008-04-09,20.870001000000002
2008-04-10,20.629998999999998
2008-04-11,20.305
2008-04-14,20.174999
2008-04-15,20.07
2008-04-16,20.629998999999998
2008-04-17,20.625
2008-04-18,20.934998999999998
2008-04-21,20.924999
2008-04-22,20.5
2008-04-23,20.66
2008-04-24,21.684998999999998
2008-04-25,21.955
2008-04-28,21.885
2008-04-29,22.285
2008-04-30,22.129998999999998
2008-05-01,22.610001
2008-05-02,22.65
2008-05-05,22.674999
2008-05-06,22.155001000000002
2008-05-07,21.809998999999998
2008-05-08,21.745001000000002
2008-05-09,21.870001000000002
2008-05-12,21.805
2008-05-13,22.33
2008-05-14,22.555
2008-05-15,22.825001
2008-05-16,23.245001000000002
2008-05-19,22.825001
2008-05-20,22.860001
2008-05-21,22.690001000000002
2008-05-22,22.725
2008-05-23,22.594998999999998
2008-05-27,22.99
2008-05-28,23.555
2008-05-29,23.434998999999998
2008-05-30,23.610001
2008-06-02,23.23
2008-06-03,23.5
2008-06-04,24.09
2008-06-05,24.545
2008-06-06,23.705
2008-06-09,23.5
2008-06-10,23.059998999999998
2008-06-11,22.844998999999998
2008-06-12,23.225
2008-06-13,23.639999
2008-06-16,23.389999
2008-06-17,24.295
2008-06-18,23.825001
2008-06-19,24.190001000000002
2008-06-20,24.629998999999998
2008-06-23,24.885
2008-06-24,24.174999
2008-06-25,24.26
2008-06-26,23.264999
2008-06-27,23.25
2008-06-30,23.299999
2008-07-01,23.105
2008-07-02,23.290001
2008-07-03,23.09
2008-07-07,22.905001000000002
2008-07-08,23.51
2008-07-09,23.334999
2008-07-10,22.469998999999998
2008-07-11,22.24
2008-07-14,22.264999
2008-07-15,22.389999
2008-07-16,22.725
2008-07-17,23.200001
2008-07-18,23.254998999999998
2008-07-21,23.184998999999998
2008-07-22,23.49
2008-07-23,23.23
2008-07-24,22.865
2008-07-25,21.42
2008-07-28,22.24
2008-07-29,22.450001
2008-07-30,22.68
2008-07-31,22.145
2008-08-01,22.309998999999998
2008-08-04,22.139999
2008-08-05,22.84
2008-08-06,23.165001
2008-08-07,23.094998999999998
2008-08-08,23.870001000000002
2008-08-11,23.805
2008-08-12,23.805
2008-08-13,24.059998999999998
2008-08-14,24.33
2008-08-15,24.360001
2008-08-18,24.115
2008-08-19,23.875
2008-08-20,23.325001
2008-08-21,23.379998999999998
2008-08-22,24.030001000000002
2008-08-25,23.450001
2008-08-26,23.66
2008-08-27,24.045
2008-08-28,24.57
2008-08-29,24.105
2008-09-02,24.049999
2008-09-03,24.370001000000002
2008-09-04,23.865
2008-09-05,22.735001
2008-09-08,23.030001000000002
2008-09-09,23.209999
2008-09-10,23.145
2008-09-11,23.475
2008-09-12,23.645
2008-09-15,22.565001000000002
2008-09-16,22.780001000000002
2008-09-17,22.405001000000002
2008-09-18,22.719998999999998
2008-09-19,23.379998999999998
2008-09-22,23.225
2008-09-23,23.525
2008-09-24,23.225
2008-09-25,23.725
2008-09-26,22.985001
2008-09-29,21.889999
2008-09-30,22.43
2008-10-01,22.045
2008-10-02,20.530001000000002
2008-10-03,24.465
2008-10-06,23.33
2008-10-07,22.24
2008-10-08,21.790001
2008-10-09,19.945
2008-10-10,20.559998999999998
2008-10-13,21.375
2008-10-14,20.9
2008-10-15,18.870001000000002
2008-10-16,20.02
2008-10-17,20.375
2008-10-20,21.285
2008-10-21,20.780001000000002
2008-10-22,19.285
2008-10-23,19.184998999999998
2008-10-24,18.66
2008-10-27,17.639999
2008-10-28,19.17
2008-10-29,19.33
2008-10-30,19.655001000000002
2008-10-31,20.254998999999998
2008-11-03,21.014999
2008-11-04,21.795
2008-11-05,21.455
2008-11-06,20.690001000000002
2008-11-07,20.535
2008-11-10,20.004998999999998
2008-11-11,19.764999
2008-11-12,18.385
2008-11-13,19.02
2008-11-14,18.379998999999998
2008-11-17,17.805
2008-11-18,17.725
2008-11-19,16.754998999999998
2008-11-20,15.68
2008-11-21,16.42
2008-11-24,17.594998999999998
2008-11-25,16.875
2008-11-26,17.629998999999998
2008-11-28,18.084999
2008-12-01,16.645
2008-12-02,16.35
2008-12-03,16.365
2008-12-04,16.455
2008-12-05,16.995001000000002
2008-12-08,17.405001000000002
2008-12-09,16.445
2008-12-10,16.469998999999998
2008-12-11,15.86
2008-12-12,16.305
2008-12-15,15.76
2008-12-16,16.48
2008-12-17,16.450001
2008-12-18,16.605
2008-12-19,16.545
2008-12-22,16.34
2008-12-23,16.299999
2008-12-24,16.25
2008-12-26,16.49
2008-12-29,16.26
2008-12-30,16.5
2008-12-31,16.395
2009-01-02,17.09
2009-01-05,16.75
2009-01-06,17.389999
2009-01-07,17.475
2009-01-08,17.615
2009-01-09,17.745001000000002
2009-01-12,17.625
2009-01-13,17.715
2009-01-14,17.275
2009-01-15,17.360001
2009-01-16,17.309998999999998
2009-01-20,16.334999
2009-01-21,16.790001
2009-01-22,16.450001
2009-01-23,16.35
2009-01-26,16.190001000000002
2009-01-27,16.790001
2009-01-28,17.6
2009-01-29,17.315001000000002
2009-01-30,17.355
2009-02-02,17.51
2009-02-03,17.615
2009-02-04,17.475
2009-02-05,17.84
2009-02-06,18.15
2009-02-09,17.875
2009-02-10,17.4
2009-02-11,17.48
2009-02-12,17.76
2009-02-13,17.625
2009-02-17,16.99
2009-02-18,17.084999
2009-02-19,16.465
2009-02-20,16.4
2009-02-23,15.65
2009-02-24,16.35
2009-02-25,15.935
2009-02-26,15.48
2009-02-27,15.34
2009-03-02,14.48
2009-03-03,14.94
2009-03-04,14.765
2009-03-05,14.335
2009-03-06,14.17
2009-03-09,13.795
2009-03-10,14.515
2009-03-11,14.675
2009-03-12,14.805
2009-03-13,15.34
2009-03-16,15.35
2009-03-17,15.74
2009-03-18,16.059998999999998
2009-03-19,15.785
2009-03-20,15.955
2009-03-23,16.700001
2009-03-24,16.174999
2009-03-25,16.385
2009-03-26,16.955
2009-03-27,16.549999
2009-03-30,16.344998999999998
2009-03-31,16.705
2009-04-01,16.674999
2009-04-02,16.91
2009-04-03,16.0
2009-04-06,15.945
2009-04-07,16.184998999999998
2009-04-08,16.545
2009-04-09,16.700001
2009-04-13,16.385
2009-04-14,16.115
2009-04-15,16.344998999999998
2009-04-16,16.77
2009-04-17,16.700001
2009-04-20,16.27
2009-04-21,16.105
2009-04-22,16.0
2009-04-23,15.82
2009-04-24,15.485
2009-04-27,15.635
2009-04-28,15.665
2009-04-29,16.030001000000002
2009-04-30,16.030001000000002
2009-05-01,16.184998999999998
2009-05-04,16.530001000000002
2009-05-05,16.25
2009-05-06,16.545
2009-05-07,16.514999
2009-05-08,16.815001000000002
2009-05-11,16.525
2009-05-12,16.645
2009-05-13,15.97
2009-05-14,15.68
2009-05-15,15.595
2009-05-18,15.685
2009-05-19,16.09
2009-05-20,16.455
2009-05-21,17.209999
2009-05-22,17.035
2009-05-26,17.565001000000002
2009-05-27,17.5
2009-05-28,17.73
2009-05-29,17.98
2009-06-01,18.305
2009-06-02,18.58
2009-06-03,18.495001000000002
2009-06-04,18.635
2009-06-05,18.879998999999998
2009-06-08,18.665001
2009-06-09,18.73
2009-06-10,18.799999
2009-06-11,18.725
2009-06-12,19.25
2009-06-15,18.9
2009-06-16,18.655001000000002
2009-06-17,18.91
2009-06-18,18.940001000000002
2009-06-19,19.25
2009-06-22,18.66
2009-06-23,18.725
2009-06-24,18.790001
2009-06-25,18.965
2009-06-26,18.879998999999998
2009-06-29,18.924999
2009-06-30,18.73
2009-07-01,18.995001000000002
2009-07-02,18.4
2009-07-06,18.549999
2009-07-07,18.115
2009-07-08,17.969998999999998
2009-07-09,18.110001
2009-07-10,17.969998999999998
2009-07-13,18.645
2009-07-14,18.9
2009-07-15,19.584999
2009-07-16,19.940001000000002
2009-07-17,19.959999
2009-07-20,20.195
2009-07-21,20.254998999999998
2009-07-22,20.115
2009-07-23,20.15
2009-07-24,21.165001
2009-07-27,21.145
2009-07-28,21.305
2009-07-29,21.09
2009-07-30,21.355
2009-07-31,21.15
2009-08-03,21.004998999999998
2009-08-04,21.325001
2009-08-05,21.155001000000002
2009-08-06,21.094998999999998
2009-08-07,21.459999
2009-08-10,21.275
2009-08-11,21.139999
2009-08-12,21.42
2009-08-13,21.290001
2009-08-14,21.25
2009-08-17,21.045
2009-08-18,21.344998999999998
2009-08-19,21.535
2009-08-20,21.5
2009-08-21,21.475
2009-08-24,21.59
2009-08-25,21.74
2009-08-26,21.92
2009-08-27,21.75
2009-08-28,21.629998999999998
2009-08-31,21.219998999999998
2009-09-01,21.174999
2009-09-02,21.225
2009-09-03,21.504998999999998
2009-09-04,21.76
2009-09-08,21.799999
2009-09-09,21.605
2009-09-10,21.875
2009-09-11,22.040001
2009-09-14,22.24
2009-09-15,22.33
2009-09-16,22.695
2009-09-17,22.775
2009-09-18,22.735001
2009-09-21,22.844998999999998
2009-09-22,22.9
2009-09-23,22.885
2009-09-24,22.73
2009-09-25,22.379998999999998
2009-09-28,23.09
2009-09-29,23.33
2009-09-30,23.35
2009-10-01,23.08
2009-10-02,22.785
2009-10-05,23.865
2009-10-06,24.42
2009-10-07,24.26
2009-10-08,24.334999
2009-10-09,24.190001000000002
2009-10-12,24.285
2009-10-13,24.280001000000002
2009-10-14,24.584999
2009-10-15,24.915001
2009-10-16,25.25
2009-10-19,25.525
2009-10-20,25.43
2009-10-21,25.305
2009-10-22,25.264999
2009-10-23,25.415001
2009-10-26,25.264999
2009-10-27,24.77
2009-10-28,24.530001000000002
2009-10-29,24.684998999999998
2009-10-30,24.615
2009-11-02,24.790001
2009-11-03,24.780001000000002
2009-11-04,25.174999
2009-11-05,26.195
2009-11-06,26.25
2009-11-09,26.59
2009-11-10,26.934998999999998
2009-11-11,26.915001
2009-11-12,26.540001
2009-11-13,26.52
2009-11-16,26.934998999999998
2009-11-17,26.879998999999998
2009-11-18,25.945
2009-11-19,24.92
2009-11-20,24.934998999999998
2009-11-23,25.719998999999998
2009-11-24,26.030001000000002
2009-11-25,26.129998999999998
2009-11-27,25.610001
2009-11-30,25.629998999999998
2009-12-01,25.799999
2009-12-02,25.365
2009-12-03,25.07
2009-12-04,25.49
2009-12-07,25.48
2009-12-08,25.34
2009-12-09,25.370001000000002
2009-12-10,25.495001000000002
2009-12-11,25.344998999999998
2009-12-14,25.709999
2009-12-15,25.905001000000002
2009-12-16,26.155001000000002
2009-12-17,25.805
2009-12-18,26.09
2009-12-21,26.26
2009-12-22,26.375
2009-12-23,26.440001000000002
2009-12-24,26.695
2009-12-28,26.665001
2009-12-29,26.719998999999998
2009-12-30,27.075001
2009-12-31,26.93
2010-01-04,26.334999
2010-01-05,26.280001000000002
2010-01-06,26.184998999999998
2010-01-07,26.02
2010-01-08,24.485001
2010-01-11,23.91
2010-01-12,23.885
2010-01-13,23.905001000000002
2010-01-14,23.49
2010-01-15,23.24
2010-01-19,23.379998999999998
2010-01-20,23.344998999999998
2010-01-21,22.934998999999998
2010-01-22,22.700001
2010-01-25,22.65
2010-01-26,22.620001000000002
2010-01-27,22.754998999999998
2010-01-28,22.639999
2010-01-29,22.25
2010-02-01,22.5
2010-02-02,22.66
2010-02-03,22.629998999999998
2010-02-04,22.610001
2010-02-05,22.565001000000002
2010-02-08,22.49
2010-02-09,22.74
2010-02-10,22.6
2010-02-11,22.795
2010-02-12,22.245001000000002
2010-02-16,22.295
2010-02-17,21.85
2010-02-18,21.92
2010-02-19,21.795
2010-02-22,21.51
2010-02-23,21.360001
2010-02-24,21.545
2010-02-25,21.469998999999998
2010-02-26,21.405001000000002
2010-03-01,21.885
2010-03-02,21.754998999999998
2010-03-03,21.41
2010-03-04,21.375
2010-03-05,21.825001
2010-03-08,21.98
2010-03-09,22.514999
2010-03-10,22.705
2010-03-11,22.629998999999998
2010-03-12,22.6
2010-03-15,22.309998999999998
2010-03-16,22.5
2010-03-17,23.030001000000002
2010-03-18,23.219998999999998
2010-03-19,23.01
2010-03-22,23.370001000000002
2010-03-23,23.190001000000002
2010-03-24,22.555
2010-03-25,22.725
2010-03-26,22.799999
2010-03-29,22.934998999999998
2010-03-30,23.16
2010-03-31,22.775
2010-04-01,22.82
2010-04-05,22.344998999999998
2010-04-06,22.610001
2010-04-07,22.105
2010-04-08,21.825001
2010-04-09,21.635
2010-04-12,21.959999
2010-04-13,21.775
2010-04-14,22.129998999999998
2010-04-15,22.815001000000002
2010-04-16,22.934998999999998
2010-04-19,22.924999
2010-04-20,22.684998999999998
2010-04-21,22.745001000000002
2010-04-22,22.629998999999998
2010-04-23,22.955
2010-04-26,22.65
2010-04-27,22.295
2010-04-28,22.209999
2010-04-29,22.139999
2010-04-30,21.405001000000002
2010-05-03,21.610001
2010-05-04,21.434998999999998
2010-05-05,21.5
2010-05-06,21.459999
2010-05-07,20.24
2010-05-10,20.805
2010-05-11,20.575001
2010-05-12,20.99
2010-05-13,21.43
2010-05-14,20.805
2010-05-17,21.17
2010-05-18,21.254998999999998
2010-05-19,21.165001
2010-05-20,20.51
2010-05-21,21.014999
2010-05-24,20.645
2010-05-25,20.59
2010-05-26,20.610001
2010-05-27,21.15
2010-05-28,21.094998999999998
