Date,HBI
2011-07-06,7.55
2011-07-07,7.66
2011-07-08,7.75
2011-07-11,7.585
2011-07-12,7.735
2011-07-13,7.865
2011-07-14,7.875
2011-07-15,7.925
2011-07-18,8.035
2011-07-19,8.315
2011-07-20,7.56
2011-07-21,7.71
2011-07-22,7.805
2011-07-25,7.78
2011-07-26,7.76
2011-07-27,7.53
2011-07-28,7.6625
2011-07-29,7.6275
2011-08-01,7.565
2011-08-02,7.3575
2011-08-03,7.4225
2011-08-04,6.8125
2011-08-05,7.005
2011-08-08,6.3625
2011-08-09,6.49
2011-08-10,6.405
2011-08-11,6.8325
2011-08-12,6.8525
2011-08-15,6.975
2011-08-16,6.81
2011-08-17,6.73
2011-08-18,6.2025
2011-08-19,5.9325
2011-08-22,6.15
2011-08-23,6.5225
2011-08-24,6.6775
2011-08-25,6.42
2011-08-26,6.615
2011-08-29,7.0125
2011-08-30,7.035
2011-08-31,7.14
2011-09-01,6.965
2011-09-02,6.6075
2011-09-06,6.5375
2011-09-07,6.915
2011-09-08,6.8775
2011-09-09,6.5375
2011-09-12,6.675
2011-09-13,6.7475
2011-09-14,6.8975
2011-09-15,7.0675
2011-09-16,7.14
2011-09-19,7.14
2011-09-20,6.78
2011-09-21,6.5625
2011-09-22,6.23
2011-09-23,6.4375
2011-09-26,6.5225
2011-09-27,6.555
2011-09-28,6.335
2011-09-29,6.4025
2011-09-30,6.2525
2011-10-03,5.9775
2011-10-04,6.1725
2011-10-05,6.3525
2011-10-06,6.6075
2011-10-07,6.5975
2011-10-10,6.87
2011-10-11,6.8775
2011-10-12,6.875
2011-10-13,6.6425
2011-10-14,6.635
2011-10-17,6.55
2011-10-18,6.6175
2011-10-19,6.5
2011-10-20,6.5625
2011-10-21,6.5025
2011-10-24,6.7225
2011-10-25,6.6225
2011-10-26,6.635
2011-10-27,6.915
2011-10-28,6.83
2011-10-31,6.5925
2011-11-01,6.415
2011-11-02,6.6375
2011-11-03,6.825
2011-11-04,6.555
2011-11-07,6.4225
2011-11-08,6.4625
2011-11-09,6.245
2011-11-10,6.25
2011-11-11,6.385
2011-11-14,6.285
2011-11-15,6.19
2011-11-16,5.9975
2011-11-17,6.065
2011-11-18,6.13
2011-11-21,6.065
2011-11-22,5.9275
2011-11-23,5.855
2011-11-25,5.7525
2011-11-28,5.965
2011-11-29,5.985
2011-11-30,6.1575
2011-12-01,5.8
2011-12-02,5.8
2011-12-05,5.88
2011-12-06,5.85
2011-12-07,5.7875
2011-12-08,5.7025
2011-12-09,5.875
2011-12-12,5.725
2011-12-13,5.5625
2011-12-14,5.605
2011-12-15,5.6125
2011-12-16,5.56
2011-12-19,5.47
2011-12-20,5.5175
2011-12-21,5.55
2011-12-22,5.5
2011-12-23,5.5975
2011-12-27,5.6225
2011-12-28,5.46
2011-12-29,5.5025
2011-12-30,5.465
2012-01-03,5.5475
2012-01-04,5.625
2012-01-05,5.6225
2012-01-06,5.595
2012-01-09,5.765
2012-01-10,5.9225
2012-01-11,5.8825
2012-01-12,5.805
2012-01-13,5.74
2012-01-17,5.6675
2012-01-18,6.0325
2012-01-19,6.1425
2012-01-20,6.065
2012-01-23,6.0525
2012-01-24,6.2225
2012-01-25,6.17
2012-01-26,6.0
2012-01-27,6.09
2012-01-30,6.13
2012-01-31,6.15
2012-02-01,6.2
2012-02-02,6.0875
2012-02-03,6.205
2012-02-06,6.3325
2012-02-07,6.605
2012-02-08,6.57
2012-02-09,6.78
2012-02-10,6.635
2012-02-13,6.835
2012-02-14,6.7525
2012-02-15,6.7575
2012-02-16,6.7475
2012-02-17,6.7425
2012-02-21,6.79
2012-02-22,6.865
2012-02-23,6.965
2012-02-24,7.075
2012-02-27,7.0925
2012-02-28,7.235
2012-02-29,7.1825
2012-03-01,7.22
2012-03-02,7.14
2012-03-05,7.1075
2012-03-06,6.91
2012-03-07,6.96
2012-03-08,7.0225
2012-03-09,7.15
2012-03-12,7.175
2012-03-13,7.24
2012-03-14,7.2325
2012-03-15,7.335
2012-03-16,7.1825
2012-03-19,7.2525
2012-03-20,7.2675
2012-03-21,7.2725
2012-03-22,7.2875
2012-03-23,7.2775
2012-03-26,7.3575
2012-03-27,7.39
2012-03-28,7.3525
2012-03-29,7.39
2012-03-30,7.385
2012-04-02,7.3
2012-04-03,7.3775
2012-04-04,7.2775
2012-04-05,7.2225
2012-04-09,7.0375
2012-04-10,6.82
2012-04-11,6.94
2012-04-12,6.895
2012-04-13,6.9725
2012-04-16,6.8525
2012-04-17,6.85
2012-04-18,6.8025
2012-04-19,6.735
2012-04-20,7.505
2012-04-23,7.25
2012-04-24,7.125
2012-04-25,7.125
2012-04-26,7.16
2012-04-27,7.2225
2012-04-30,7.055
2012-05-01,7.08
2012-05-02,7.2175
2012-05-03,6.9875
2012-05-04,6.8375
2012-05-07,6.7825
2012-05-08,6.6375
2012-05-09,6.6875
2012-05-10,6.6625
2012-05-11,6.7
2012-05-14,6.6325
2012-05-15,6.615
2012-05-16,6.6
2012-05-17,6.3525
2012-05-18,6.195
2012-05-21,6.3575
2012-05-22,6.5
2012-05-23,6.55
2012-05-24,6.67
2012-05-25,6.7625
2012-05-29,6.9725
2012-05-30,6.975
2012-05-31,6.965
2012-06-01,6.765
2012-06-04,6.78
2012-06-05,6.9025
2012-06-06,7.065
2012-06-07,7.055
2012-06-08,7.1675
2012-06-11,6.99
2012-06-12,7.0775
2012-06-13,6.845
2012-06-14,7.13
2012-06-15,7.26
2012-06-18,7.2525
2012-06-19,7.2525
2012-06-20,7.21
2012-06-21,7.0275
2012-06-22,7.025
2012-06-25,6.7925
2012-06-26,6.83
2012-06-27,6.7675
2012-06-28,6.7825
2012-06-29,6.9325
2012-07-02,7.0225
2012-07-03,7.12
2012-07-05,7.2125
2012-07-06,7.19
2012-07-09,7.2125
2012-07-10,7.27
2012-07-11,7.2725
2012-07-12,7.2475
2012-07-13,7.4275
2012-07-16,7.395
2012-07-17,7.53
2012-07-18,7.5675
2012-07-19,7.5725
2012-07-20,7.44
2012-07-23,7.29
2012-07-24,7.21
2012-07-25,7.0575
2012-07-26,7.1775
2012-07-27,7.4325
2012-07-30,7.5825
2012-07-31,7.505
2012-08-01,7.9475
2012-08-02,7.8
2012-08-03,7.9175
2012-08-06,7.9425
2012-08-07,8.0125
2012-08-08,8.015
2012-08-09,8.0425
2012-08-10,8.0275
2012-08-13,8.0475
2012-08-14,8.1225
2012-08-15,8.145
2012-08-16,8.13
2012-08-17,8.155
2012-08-20,8.0375
2012-08-21,8.0425
2012-08-22,8.04
2012-08-23,8.03
2012-08-24,8.0575
2012-08-27,7.9975
2012-08-28,8.0275
2012-08-29,8.0925
2012-08-30,8.06
2012-08-31,8.1075
2012-09-04,8.175
2012-09-05,8.1175
2012-09-06,8.33
2012-09-07,8.33
2012-09-10,8.2075
2012-09-11,8.1925
2012-09-12,8.185
2012-09-13,8.28
2012-09-14,8.4675
2012-09-17,8.3925
2012-09-18,8.2225
2012-09-19,8.2875
2012-09-20,8.1825
2012-09-21,8.0825
2012-09-24,8.1975
2012-09-25,7.9475
2012-09-26,7.99
2012-09-27,8.0125
2012-09-28,7.97
2012-10-01,7.935
2012-10-02,8.0075
2012-10-03,8.27
2012-10-04,8.4025
2012-10-05,8.385
2012-10-08,8.26
2012-10-09,8.265
2012-10-10,8.1375
2012-10-11,8.0775
2012-10-12,7.9925
2012-10-15,8.2025
2012-10-16,8.355
2012-10-17,8.3775
2012-10-18,8.4025
2012-10-19,8.29
2012-10-22,8.225
2012-10-23,8.3375
2012-10-24,8.1375
2012-10-25,8.2025
2012-10-26,8.2675
2012-10-31,8.3675
2012-11-01,8.65
2012-11-02,8.665
2012-11-05,8.7225
2012-11-06,8.81
2012-11-07,8.67
2012-11-08,8.435
2012-11-09,8.4075
2012-11-12,8.1975
2012-11-13,8.425
2012-11-14,8.26
2012-11-15,8.28
2012-11-16,8.42
2012-11-19,8.6025
2012-11-20,8.6525
2012-11-21,8.7
2012-11-23,8.745
2012-11-26,8.735
2012-11-27,8.7775
2012-11-28,8.94
2012-11-29,8.935
2012-11-30,9.025
2012-12-03,9.005
2012-12-04,8.975
2012-12-05,8.9475
2012-12-06,9.05
2012-12-07,8.9125
2012-12-10,8.94
2012-12-11,8.9725
2012-12-12,8.8225
2012-12-13,8.8325
2012-12-14,8.8775
2012-12-17,8.9825
2012-12-18,9.125
2012-12-19,9.045
2012-12-20,8.945
2012-12-21,9.0075
2012-12-24,8.9725
2012-12-26,8.7825
2012-12-27,8.83
2012-12-28,8.745
2012-12-31,8.955
2013-01-02,8.8975
2013-01-03,9.0425
2013-01-04,9.2775
2013-01-07,9.195
2013-01-08,9.1225
2013-01-09,9.0975
2013-01-10,9.04
2013-01-11,9.0875
2013-01-14,9.25
2013-01-15,9.395
2013-01-16,9.5725
2013-01-17,9.5175
2013-01-18,9.4525
2013-01-22,9.4825
2013-01-23,9.4925
2013-01-24,9.4525
2013-01-25,9.6175
2013-01-28,9.625
2013-01-29,9.41
2013-01-30,9.2825
2013-01-31,9.37
2013-02-01,9.435
2013-02-04,9.425
2013-02-05,9.545
2013-02-06,9.815
2013-02-07,10.045
2013-02-08,10.1275
2013-02-11,10.0975
2013-02-12,10.035
2013-02-13,10.1025
2013-02-14,10.105
2013-02-15,9.99
2013-02-19,9.9225
2013-02-20,9.77
2013-02-21,9.65
2013-02-22,9.6825
2013-02-25,9.5675
2013-02-26,9.7125
2013-02-27,9.805
2013-02-28,9.91
2013-03-01,9.8275
2013-03-04,9.8925
2013-03-05,9.9575
2013-03-06,9.8875
2013-03-07,9.77
2013-03-08,10.0225
2013-03-11,10.07
2013-03-12,10.085
2013-03-13,10.415
2013-03-14,10.295
2013-03-15,10.33
2013-03-18,10.2775
2013-03-19,10.3325
2013-03-20,10.465
2013-03-21,10.5075
2013-03-22,10.685
2013-03-25,10.97
2013-03-26,11.025
2013-03-27,11.205
2013-03-28,11.39
2013-04-01,11.3975
2013-04-02,11.48
2013-04-03,11.1775
2013-04-04,11.28
2013-04-05,11.71
2013-04-08,11.9125
2013-04-09,12.03
2013-04-10,12.2275
2013-04-11,12.1125
2013-04-12,11.8475
2013-04-15,11.5875
2013-04-16,11.63
2013-04-17,11.52
2013-04-18,11.4425
2013-04-19,11.495
2013-04-22,11.7525
2013-04-23,12.0
2013-04-24,12.1075
2013-04-25,12.2725
2013-04-26,12.29
2013-04-29,12.3675
2013-04-30,12.54
2013-05-01,12.3475
2013-05-02,12.325
2013-05-03,12.2725
2013-05-06,12.3775
2013-05-07,12.72
2013-05-08,12.6125
2013-05-09,12.49
2013-05-10,12.6325
2013-05-13,12.4775
2013-05-14,12.71
2013-05-15,12.845
2013-05-16,12.745
2013-05-17,12.885
2013-05-20,12.7325
2013-05-21,12.7225
2013-05-22,12.5
2013-05-23,12.49
2013-05-24,12.3575
2013-05-28,12.535
2013-05-29,12.445
2013-05-30,12.5075
2013-05-31,12.465
2013-06-03,12.265
2013-06-04,12.38
2013-06-05,12.3275
2013-06-06,12.415
2013-06-07,12.5225
2013-06-10,12.6725
2013-06-11,12.5125
2013-06-12,12.595
2013-06-13,12.835
2013-06-14,12.85
2013-06-17,12.9275
2013-06-18,13.085
2013-06-19,13.1125
2013-06-20,12.8125
2013-06-21,12.435
2013-06-24,12.43
2013-06-25,12.645
2013-06-26,12.7175
2013-06-27,12.7575
2013-06-28,12.855
2013-07-01,12.995
2013-07-02,13.035
2013-07-03,13.0875
2013-07-05,13.13
2013-07-08,13.1475
2013-07-09,13.4225
2013-07-10,13.325
2013-07-11,13.36
2013-07-12,13.4125
2013-07-15,13.3275
2013-07-16,13.1875
2013-07-17,13.1575
2013-07-18,13.075
2013-07-19,13.0675
2013-07-22,13.1475
2013-07-23,13.34
2013-07-24,14.395
2013-07-25,14.6775
2013-07-26,14.9525
2013-07-29,14.9475
2013-07-30,14.865
2013-07-31,15.865
2013-08-01,16.0725
2013-08-02,15.94
2013-08-05,15.875
2013-08-06,15.7325
2013-08-07,15.4675
2013-08-08,15.5975
2013-08-09,15.4775
2013-08-12,15.5375
2013-08-13,15.6025
2013-08-14,15.4125
2013-08-15,15.1475
2013-08-16,14.8875
2013-08-19,15.015
2013-08-20,14.8475
2013-08-21,15.19
2013-08-22,15.28
2013-08-23,15.2725
2013-08-26,15.22
2013-08-27,15.0875
2013-08-28,15.1625
2013-08-29,15.325
2013-08-30,14.87
2013-09-03,15.185
2013-09-04,15.385
2013-09-05,15.41
2013-09-06,15.435
2013-09-09,15.4925
2013-09-10,15.75
2013-09-11,15.335
2013-09-12,15.3275
2013-09-13,15.5
2013-09-16,15.845
2013-09-17,15.89
2013-09-18,16.0175
2013-09-19,16.1175
2013-09-20,15.92
2013-09-23,15.9
2013-09-24,15.8525
2013-09-25,15.675
2013-09-26,15.7925
2013-09-27,15.6525
2013-09-30,15.5775
2013-10-01,15.8
2013-10-02,15.575
2013-10-03,15.615
2013-10-04,15.59
2013-10-07,15.135
2013-10-08,14.6675
2013-10-09,14.7525
2013-10-10,15.1
2013-10-11,15.0575
2013-10-14,15.24
2013-10-15,15.1275
2013-10-16,15.5125
2013-10-17,15.8575
2013-10-18,16.07
2013-10-21,15.9925
2013-10-22,15.7
2013-10-23,15.7625
2013-10-24,15.8925
2013-10-25,15.9025
2013-10-28,15.99
2013-10-29,16.014999
2013-10-30,15.9375
2013-10-31,17.030001000000002
2013-11-01,16.9025
2013-11-04,16.9
2013-11-05,16.887501
2013-11-06,17.0975
2013-11-07,16.565001000000002
2013-11-08,16.655001000000002
2013-11-11,16.77
2013-11-12,16.934998999999998
2013-11-13,17.16
2013-11-14,17.42
2013-11-15,17.41
2013-11-18,17.307501000000002
2013-11-19,17.129998999999998
2013-11-20,17.275
2013-11-21,17.362499
2013-11-22,17.5725
2013-11-25,17.442498999999998
2013-11-26,17.627501000000002
2013-11-27,17.610001
2013-11-29,17.525
2013-12-02,17.549999
2013-12-03,17.530001000000002
2013-12-04,17.4475
2013-12-05,17.737499
2013-12-06,17.2775
2013-12-09,17.264999
2013-12-10,17.1875
2013-12-11,16.9375
2013-12-12,16.799999
2013-12-13,16.799999
2013-12-16,16.9175
2013-12-17,16.969998999999998
2013-12-18,17.227501
2013-12-19,16.9025
2013-12-20,17.1675
2013-12-23,17.254998999999998
2013-12-24,17.355
2013-12-26,17.3125
2013-12-27,17.3375
2013-12-30,17.4
2013-12-31,17.567498999999998
2014-01-02,17.387501
2014-01-03,17.372498999999998
2014-01-06,17.2875
2014-01-07,17.200001
2014-01-08,17.0425
2014-01-09,17.467501000000002
2014-01-10,17.52
2014-01-13,17.035
2014-01-14,17.3025
2014-01-15,17.3575
2014-01-16,17.147499
2014-01-17,16.8025
2014-01-21,16.7125
2014-01-22,16.83
2014-01-23,16.764999
2014-01-24,16.309998999999998
2014-01-27,16.049999
2014-01-28,16.0425
2014-01-29,16.2675
2014-01-30,18.122498999999998
2014-01-31,17.785
2014-02-03,17.0275
2014-02-04,17.0375
2014-02-05,17.17
2014-02-06,17.622498999999998
2014-02-07,17.8225
2014-02-10,17.870001000000002
2014-02-11,18.1175
2014-02-12,18.0825
2014-02-13,18.182501000000002
2014-02-14,18.23
2014-02-18,18.174999
2014-02-19,18.217501000000002
2014-02-20,18.155001000000002
2014-02-21,18.4025
2014-02-24,18.5875
2014-02-25,18.6625
2014-02-26,18.795
2014-02-27,18.7225
2014-02-28,18.32
2014-03-03,18.4725
2014-03-04,18.752501000000002
2014-03-05,18.815001000000002
2014-03-06,18.7125
2014-03-07,18.682501000000002
2014-03-10,18.622498999999998
2014-03-11,18.33
2014-03-12,18.49
2014-03-13,18.450001
2014-03-14,18.6775
2014-03-17,18.612499
2014-03-18,19.022499
2014-03-19,18.855
2014-03-20,18.889999
2014-03-21,18.865
2014-03-24,18.790001
2014-03-25,18.75
2014-03-26,18.9025
2014-03-27,19.002501000000002
2014-03-28,19.0525
2014-03-31,19.120001000000002
2014-04-01,19.465
2014-04-02,19.3825
2014-04-03,19.1625
2014-04-04,18.7875
2014-04-07,18.102501
2014-04-08,18.299999
2014-04-09,18.629998999999998
2014-04-10,18.317498999999998
2014-04-11,18.445
2014-04-14,18.555
2014-04-15,19.012501
2014-04-16,19.145
2014-04-17,19.1325
2014-04-21,19.0
2014-04-22,19.035
2014-04-23,18.605
2014-04-24,18.8575
2014-04-25,19.735001
2014-04-28,20.02
2014-04-29,20.34
2014-04-30,20.522499
2014-05-01,20.530001000000002
2014-05-02,20.3925
2014-05-05,20.5375
2014-05-06,20.525
2014-05-07,20.3375
2014-05-08,20.592501000000002
2014-05-09,20.549999
2014-05-12,20.807501000000002
2014-05-13,20.717501000000002
2014-05-14,20.584999
2014-05-15,20.3675
2014-05-16,20.557501000000002
2014-05-19,20.5825
2014-05-20,20.397499
2014-05-21,20.592501000000002
2014-05-22,20.775
2014-05-23,21.025
2014-05-27,21.192498999999998
2014-05-28,20.945
2014-05-29,20.975
2014-05-30,21.2075
2014-06-02,21.2675
2014-06-03,21.172501
2014-06-04,21.275
2014-06-05,21.182501000000002
2014-06-06,21.58
2014-06-09,21.559998999999998
2014-06-10,21.5625
2014-06-11,21.452499
2014-06-12,21.307501000000002
2014-06-13,21.33
2014-06-16,21.422501
2014-06-17,21.860001
2014-06-18,21.85
2014-06-19,21.8125
2014-06-20,22.049999
2014-06-23,22.049999
2014-06-24,22.135
2014-06-25,24.18
2014-06-26,24.5075
2014-06-27,24.5625
2014-06-30,24.610001
2014-07-01,24.735001
2014-07-02,24.615
2014-07-03,24.790001
2014-07-07,24.674999
2014-07-08,24.2125
2014-07-09,24.592501000000002
2014-07-10,24.112499
2014-07-11,24.235001
2014-07-14,24.375
2014-07-15,24.334999
2014-07-16,24.094998999999998
2014-07-17,24.025
2014-07-18,24.32
2014-07-21,24.23
2014-07-22,24.465
2014-07-23,24.5175
2014-07-24,25.264999
2014-07-25,25.02
2014-07-28,25.352501
2014-07-29,25.0825
2014-07-30,25.1625
2014-07-31,24.4275
2014-08-01,24.6075
2014-08-04,24.709999
2014-08-05,24.612499
2014-08-06,24.4925
2014-08-07,24.32
2014-08-08,24.57
2014-08-11,24.9125
2014-08-12,24.467501000000002
2014-08-13,24.459999
2014-08-14,24.59
2014-08-15,24.442498999999998
2014-08-18,24.955
2014-08-19,25.07
2014-08-20,25.182501000000002
2014-08-21,25.16
2014-08-22,25.497498999999998
2014-08-25,25.885
2014-08-26,25.745001000000002
2014-08-27,25.8375
2014-08-28,25.682501000000002
2014-08-29,25.67
2014-09-02,25.959999
2014-09-03,26.1625
2014-09-04,26.805
2014-09-05,27.125
2014-09-08,27.2875
2014-09-09,26.74
2014-09-10,26.594998999999998
2014-09-11,26.762501
2014-09-12,26.67
2014-09-15,26.424999
2014-09-16,26.717501000000002
2014-09-17,26.965
2014-09-18,27.0725
2014-09-19,26.795
2014-09-22,26.545
2014-09-23,26.602501
2014-09-24,26.477501
2014-09-25,26.549999
2014-09-26,27.137501
2014-09-29,27.0375
2014-09-30,26.860001
2014-10-01,26.477501
2014-10-02,27.01
2014-10-03,27.790001
2014-10-06,27.852501
2014-10-07,27.34
2014-10-08,27.754998999999998
2014-10-09,27.165001
2014-10-10,26.7925
2014-10-13,25.9475
2014-10-14,26.047501
2014-10-15,25.584999
2014-10-16,25.855
2014-10-17,26.115
2014-10-20,26.24
2014-10-21,26.9125
2014-10-22,27.059998999999998
2014-10-23,27.235001
2014-10-24,27.3825
2014-10-27,27.432501000000002
2014-10-28,27.545
2014-10-29,27.502501000000002
2014-10-30,26.6625
2014-10-31,26.4025
2014-11-03,26.620001000000002
2014-11-04,26.674999
2014-11-05,26.815001000000002
2014-11-06,27.389999
2014-11-07,27.3325
2014-11-10,27.4375
2014-11-11,27.2225
2014-11-12,27.577499
2014-11-13,27.327499
2014-11-14,27.434998999999998
2014-11-17,27.547501
2014-11-18,27.6075
2014-11-19,28.102501
2014-11-20,27.885
2014-11-21,27.6875
2014-11-24,27.995001000000002
2014-11-25,28.18
2014-11-26,28.3925
2014-11-28,28.93
2014-12-01,28.2775
2014-12-02,28.137501
2014-12-03,28.674999
2014-12-04,27.967501000000002
2014-12-05,28.2925
2014-12-08,27.6
2014-12-09,27.4
2014-12-10,27.389999
2014-12-11,27.719998999999998
2014-12-12,27.627501000000002
2014-12-15,27.6675
2014-12-16,27.012501
2014-12-17,27.7225
2014-12-18,28.545
2014-12-19,27.92
2014-12-22,27.7675
2014-12-23,27.75
2014-12-24,27.7325
2014-12-26,27.8375
2014-12-29,28.1175
2014-12-30,28.1175
2014-12-31,27.905001000000002
2015-01-02,27.6525
2015-01-05,26.9725
2015-01-06,26.535
2015-01-07,27.4575
2015-01-08,27.98
2015-01-09,27.8825
2015-01-12,27.709999
2015-01-13,27.887501
2015-01-14,27.725
2015-01-15,26.715
2015-01-16,26.790001
2015-01-20,26.775
2015-01-21,27.315001000000002
2015-01-22,28.26
2015-01-23,28.612499
2015-01-26,28.362499
2015-01-27,28.1175
2015-01-28,28.605
2015-01-29,29.0175
2015-01-30,27.844998999999998
2015-02-02,27.842501000000002
2015-02-03,28.57
2015-02-04,28.567498999999998
2015-02-05,28.535
2015-02-06,28.879998999999998
2015-02-09,28.895
2015-02-10,29.195
2015-02-11,29.3225
2015-02-12,29.4625
2015-02-13,29.780001000000002
2015-02-17,29.49
2015-02-18,29.735001
2015-02-19,29.49
2015-02-20,30.4625
2015-02-23,30.709999
2015-02-24,30.5825
2015-02-25,31.27
2015-02-26,32.227501000000004
2015-02-27,31.885
2015-03-02,32.200001
2015-03-03,31.987499
2015-03-04,32.32
2015-03-05,32.139998999999996
2015-03-06,32.0
2015-03-09,32.299999
2015-03-10,32.049999
2015-03-11,32.220001
2015-03-12,32.450001
2015-03-13,32.610001000000004
2015-03-16,33.639998999999996
2015-03-17,33.990002000000004
2015-03-18,34.389998999999996
2015-03-19,34.34
2015-03-20,34.18
2015-03-23,34.23
2015-03-24,34.130001
2015-03-25,33.669998
2015-03-26,33.459998999999996
2015-03-27,33.860001000000004
2015-03-30,33.66
2015-03-31,33.509997999999996
2015-04-01,34.18
2015-04-02,34.139998999999996
2015-04-06,34.009997999999996
2015-04-07,33.790001000000004
2015-04-08,34.099998
2015-04-09,34.5
2015-04-10,34.5
2015-04-13,34.150002
2015-04-14,33.889998999999996
2015-04-15,33.849998
2015-04-16,33.779999
2015-04-17,33.580002
2015-04-20,33.779999
2015-04-21,33.889998999999996
2015-04-22,34.119999
2015-04-23,34.580002
2015-04-24,32.220001
2015-04-27,31.82
2015-04-28,31.32
2015-04-29,30.889999
2015-04-30,31.08
2015-05-01,31.43
2015-05-04,31.709999
2015-05-05,31.139999
2015-05-06,30.959999
2015-05-07,31.280001000000002
2015-05-08,31.66
2015-05-11,31.82
2015-05-12,31.01
2015-05-13,30.459999
2015-05-14,31.1
2015-05-15,31.309998999999998
2015-05-18,31.83
2015-05-19,32.060001
2015-05-20,32.209998999999996
2015-05-21,32.450001
2015-05-22,32.349998
2015-05-26,32.0
2015-05-27,31.950001
2015-05-28,31.93
2015-05-29,31.860001
2015-06-01,32.02
2015-06-02,31.809998999999998
2015-06-03,32.029999
2015-06-04,32.049999
2015-06-05,32.349998
2015-06-08,32.299999
2015-06-09,32.290001000000004
2015-06-10,32.580002
2015-06-11,32.5
2015-06-12,32.68
2015-06-15,32.400002
2015-06-16,33.060001
2015-06-17,32.970001
2015-06-18,33.549999
2015-06-19,33.77
2015-06-22,34.119999
2015-06-23,34.330002
2015-06-24,34.110001000000004
2015-06-25,34.25
2015-06-26,34.349998
2015-06-29,33.380001
2015-06-30,33.32
2015-07-01,34.009997999999996
2015-07-02,33.959998999999996
2015-07-06,33.810001
2015-07-07,33.689999
2015-07-08,32.790001000000004
2015-07-09,33.150002
2015-07-10,33.689999
2015-07-13,33.98
2015-07-14,34.25
2015-07-15,34.029999
2015-07-16,34.0
2015-07-17,33.950001
2015-07-20,34.470001
2015-07-21,34.380001
2015-07-22,34.330002
2015-07-23,34.0
2015-07-24,33.740002000000004
2015-07-27,32.779999
2015-07-28,33.16
2015-07-29,33.740002000000004
2015-07-30,34.139998999999996
2015-07-31,31.030001000000002
2015-08-03,29.059998999999998
2015-08-04,29.129998999999998
2015-08-05,28.91
2015-08-06,28.790001
2015-08-07,28.629998999999998
2015-08-10,29.32
2015-08-11,28.809998999999998
2015-08-12,29.57
2015-08-13,29.889999
2015-08-14,30.32
2015-08-17,30.5
2015-08-18,30.379998999999998
2015-08-19,30.9
2015-08-20,30.15
2015-08-21,29.059998999999998
2015-08-24,28.01
2015-08-25,28.24
2015-08-26,29.190001000000002
2015-08-27,30.01
2015-08-28,30.26
2015-08-31,30.110001
2015-09-01,29.379998999999998
2015-09-02,29.969998999999998
2015-09-03,29.889999
2015-09-04,29.57
2015-09-08,30.15
2015-09-09,29.77
2015-09-10,29.76
2015-09-11,29.969998999999998
2015-09-14,29.75
2015-09-15,29.91
2015-09-16,30.26
2015-09-17,30.889999
2015-09-18,30.01
2015-09-21,30.129998999999998
2015-09-22,29.92
2015-09-23,29.459999
2015-09-24,29.540001
2015-09-25,29.35
2015-09-28,28.48
2015-09-29,28.030001000000002
2015-09-30,28.940001000000002
2015-10-01,28.73
2015-10-02,29.030001000000002
2015-10-05,29.620001000000002
2015-10-06,29.030001000000002
2015-10-07,28.950001
2015-10-08,29.440001000000002
2015-10-09,29.440001000000002
2015-10-12,29.67
2015-10-13,29.200001
2015-10-14,28.790001
2015-10-15,28.700001
2015-10-16,28.799999
2015-10-19,27.530001000000002
2015-10-20,27.77
2015-10-21,28.01
2015-10-22,28.209999
2015-10-23,27.059998999999998
2015-10-26,26.969998999999998
2015-10-27,27.049999
2015-10-28,27.6
2015-10-29,31.65
2015-10-30,31.940001000000002
2015-11-02,32.709998999999996
2015-11-03,33.049999
2015-11-04,32.720001
2015-11-05,32.84
2015-11-06,32.799999
2015-11-09,31.93
2015-11-10,31.99
2015-11-11,31.48
2015-11-12,31.389999
2015-11-13,29.9
2015-11-16,30.690001000000002
2015-11-17,30.219998999999998
2015-11-18,31.01
2015-11-19,30.75
2015-11-20,31.370001000000002
2015-11-23,31.610001
2015-11-24,31.48
2015-11-25,31.530001000000002
2015-11-27,31.25
2015-11-30,30.67
2015-12-01,31.16
2015-12-02,30.85
2015-12-03,30.17
2015-12-04,31.15
2015-12-07,30.85
2015-12-08,30.950001
2015-12-09,30.620001000000002
2015-12-10,30.43
2015-12-11,29.5
2015-12-14,29.379998999999998
2015-12-15,29.139999
2015-12-16,29.5
2015-12-17,29.35
2015-12-18,28.99
2015-12-21,28.58
2015-12-22,29.09
2015-12-23,29.16
2015-12-24,28.959999
2015-12-28,28.879998999999998
2015-12-29,29.379998999999998
2015-12-30,29.08
2015-12-31,29.43
2016-01-04,29.280001000000002
2016-01-05,30.01
2016-01-06,29.940001000000002
2016-01-07,30.440001000000002
2016-01-08,29.0
2016-01-11,30.49
2016-01-12,30.620001000000002
2016-01-13,29.76
2016-01-14,29.879998999999998
2016-01-15,29.049999
2016-01-19,28.530001000000002
2016-01-20,28.27
2016-01-21,28.879998999999998
2016-01-22,29.25
2016-01-25,29.08
2016-01-26,30.24
2016-01-27,30.049999
2016-01-28,29.620001000000002
2016-01-29,30.57
2016-02-01,31.18
2016-02-02,30.040001
2016-02-03,30.450001
2016-02-04,29.389999
2016-02-05,24.959999
2016-02-08,23.82
2016-02-09,24.030001000000002
2016-02-10,25.040001
2016-02-11,25.16
2016-02-12,26.58
2016-02-16,27.469998999999998
2016-02-17,27.879998999999998
2016-02-18,27.08
2016-02-19,26.530001000000002
2016-02-22,26.940001000000002
2016-02-23,26.469998999999998
2016-02-24,27.620001000000002
2016-02-25,28.07
2016-02-26,28.209999
2016-02-29,28.49
2016-03-01,29.370001000000002
2016-03-02,29.01
