Date,ULTR
2019-07-31,50.009997999999996
2019-08-01,49.990002000000004
2019-08-02,50.0
2019-08-05,50.02
2019-08-06,50.029999
2019-08-07,50.029999
2019-08-08,50.040001000000004
2019-08-09,50.02
2019-08-12,50.02
2019-08-13,50.044998
2019-08-14,50.040001000000004
2019-08-15,50.07
2019-08-16,50.060001
2019-08-19,50.07
2019-08-20,50.055
2019-08-21,50.060001
2019-08-22,50.075001
2019-08-23,50.055
2019-08-26,50.075001
2019-08-27,50.07
2019-08-28,50.07
2019-08-29,50.084998999999996
2019-08-30,50.09
2019-09-03,50.009997999999996
2019-09-04,50.005001
2019-09-05,50.025002
2019-09-06,50.035
2019-09-09,50.035
2019-09-10,50.040001000000004
2019-09-11,50.014998999999996
2019-09-12,50.029999
2019-09-13,50.025002
2019-09-16,50.025002
2019-09-17,50.035
2019-09-18,50.049999
2019-09-19,50.014998999999996
2019-09-20,50.055
2019-09-23,50.084998999999996
2019-09-24,50.084998999999996
2019-09-25,50.095001
2019-09-26,50.095001
2019-09-27,50.09
2019-09-30,50.119999
2019-10-01,50.029999
2019-10-02,50.044998
2019-10-03,50.07
2019-10-04,50.064999
2019-10-07,50.075001
2019-10-08,50.07
2019-10-09,50.080002
2019-10-10,50.09
2019-10-11,50.075001
2019-10-14,50.075001
2019-10-15,50.099998
2019-10-16,50.099998
2019-10-17,50.110001000000004
2019-10-18,50.105
2019-10-21,50.134997999999996
2019-10-22,50.119999
2019-10-23,50.130001
2019-10-24,50.139998999999996
2019-10-25,50.139998999999996
2019-10-28,50.125
2019-10-29,50.145
2019-10-30,50.145
2019-10-31,50.16
2019-11-01,50.084998999999996
2019-11-04,50.084998999999996
2019-11-05,50.099998
2019-11-06,50.09
2019-11-07,50.095001
2019-11-08,50.075001
2019-11-11,50.084998999999996
2019-11-12,50.07
2019-11-13,50.075001
2019-11-14,50.09
2019-11-15,50.099998
2019-11-18,50.119999
2019-11-19,50.119999
2019-11-20,50.099998
2019-11-21,50.110001000000004
2019-11-22,50.110001000000004
2019-11-25,50.119999
2019-11-26,50.125
2019-11-27,50.130001
2019-11-29,50.113997999999995
2019-12-02,50.060001
2019-12-03,50.075001
2019-12-04,50.080002
2019-12-05,50.075001
2019-12-06,50.075001
2019-12-09,50.105
2019-12-10,50.099998
2019-12-11,50.099998
2019-12-12,50.110001000000004
2019-12-13,50.130001
2019-12-16,50.130001
2019-12-17,50.130001
2019-12-18,50.130001
2019-12-19,50.139998999999996
2019-12-20,50.150002
2019-12-23,50.16
2019-12-24,50.189999
2019-12-26,50.217999
2019-12-27,50.110001000000004
2019-12-30,50.113997999999995
2019-12-31,50.084998999999996
2020-01-02,50.09
2020-01-03,50.09
2020-01-06,50.115002000000004
2020-01-07,50.125
2020-01-08,50.139998999999996
2020-01-09,50.150002
2020-01-10,50.139998999999996
2020-01-13,50.154999
2020-01-14,50.165001000000004
2020-01-15,50.174999
2020-01-16,50.18
2020-01-17,50.185001
2020-01-21,50.195
2020-01-22,50.189999
2020-01-23,50.209998999999996
2020-01-24,50.224998
2020-01-27,50.23
2020-01-28,50.240002000000004
2020-01-29,50.240002000000004
2020-01-30,50.237
2020-01-31,50.25
2020-02-03,50.150002
2020-02-04,50.16
2020-02-05,50.110001000000004
2020-02-06,50.16
2020-02-07,50.165001000000004
2020-02-10,50.174999
2020-02-11,50.189999
2020-02-12,50.200001
2020-02-13,50.189999
2020-02-14,50.195
2020-02-18,50.189999
2020-02-19,50.200001
2020-02-20,50.200001
2020-02-21,50.209998999999996
2020-02-24,50.235001000000004
2020-02-25,50.255001
2020-02-26,50.233002
2020-02-27,50.240002000000004
2020-02-28,50.291
2020-03-02,50.16
2020-03-03,50.155998
2020-03-04,50.560001
2020-03-05,50.18
2020-03-06,50.174999
2020-03-09,50.195
2020-03-10,50.044998
2020-03-11,49.962002000000005
2020-03-12,49.84
2020-03-13,49.573002
2020-03-16,49.345001
2020-03-17,49.16
2020-03-18,48.865002000000004
2020-03-19,48.814999
2020-03-20,48.389998999999996
2020-03-23,48.049999
2020-03-24,47.799999
2020-03-25,47.685001
2020-03-26,47.849998
2020-03-27,47.950001
2020-03-30,48.299999
2020-03-31,48.375
2020-04-01,48.389998999999996
2020-04-02,48.375
2020-04-03,48.459998999999996
2020-04-06,48.451
2020-04-07,48.470001
2020-04-08,48.439999
2020-04-09,48.465
2020-04-13,48.615002000000004
2020-04-14,48.720001
2020-04-15,48.790001000000004
2020-04-16,48.775002
2020-04-17,48.790001000000004
2020-04-20,48.823002
2020-04-21,48.875
2020-04-22,48.830002
2020-04-23,48.845001
2020-04-24,48.84
2020-04-27,48.84
2020-04-28,48.849998
2020-04-29,48.889998999999996
2020-04-30,49.450001
2020-05-01,48.884997999999996
2020-05-04,48.884997999999996
2020-05-05,48.880001
2020-05-06,48.919998
2020-05-07,48.950001
2020-05-08,48.93
