Date,OGZPY
2007-01-23,22.25
2007-01-24,21.975
2007-01-25,21.875
2007-01-26,21.799999
2007-01-29,21.25
2007-01-30,22.0
2007-01-31,21.625
2007-02-01,22.0
2007-02-02,21.85
2007-02-05,21.950001
2007-02-06,22.075001
2007-02-07,21.5
2007-02-08,21.25
2007-02-09,21.200001
2007-02-12,20.5
2007-02-13,21.375
2007-02-14,21.174999
2007-02-15,21.174999
2007-02-16,21.625
2007-02-20,21.4
2007-02-21,21.450001
2007-02-22,21.450001
2007-02-23,21.625
2007-02-26,21.65
2007-02-27,20.75
2007-02-28,20.25
2007-03-01,19.5
2007-03-02,19.825001
2007-03-05,19.25
2007-03-06,19.5
2007-03-07,19.5
2007-03-08,20.65
2007-03-09,20.25
2007-03-12,19.875
2007-03-13,19.75
2007-03-14,19.0
2007-03-15,19.5
2007-03-16,19.700001
2007-03-19,19.75
2007-03-20,19.6
2007-03-21,19.799999
2007-03-22,20.0
2007-03-23,20.625
2007-03-26,20.875
2007-03-27,20.975
2007-03-28,20.674999
2007-03-29,21.1
2007-03-30,20.85
2007-04-02,20.700001
2007-04-03,20.549999
2007-04-04,20.725
2007-04-05,20.875
2007-04-09,20.475
2007-04-10,21.129998999999998
2007-04-11,21.4
2007-04-12,21.275
2007-04-13,20.975
2007-04-16,20.725
2007-04-17,20.25
2007-04-18,20.225
2007-04-19,19.85
2007-04-20,20.125
2007-04-23,20.125
2007-04-24,19.950001
2007-04-25,20.424999
2007-04-26,20.25
2007-04-27,20.075001
2007-04-30,19.65
2007-05-01,19.75
2007-05-02,19.825001
2007-05-03,19.725
2007-05-04,19.924999
2007-05-07,19.715
2007-05-08,19.6
2007-05-09,19.475
2007-05-10,19.174999
2007-05-11,19.0
2007-05-14,18.5
2007-05-15,18.65
2007-05-16,19.049999
2007-05-17,19.174999
2007-05-18,19.35
2007-05-21,19.24
2007-05-22,19.15
2007-05-23,18.645
2007-05-24,17.950001
2007-05-25,18.525
2007-05-29,17.9
2007-05-30,17.75
2007-05-31,18.225
2007-06-01,19.174999
2007-06-04,19.225
2007-06-05,19.375
2007-06-06,18.834999
2007-06-07,18.6
2007-06-08,18.950001
2007-06-11,19.0
2007-06-12,18.85
2007-06-13,19.4
2007-06-14,20.1
2007-06-15,20.525
2007-06-18,20.66
2007-06-19,20.775
2007-06-20,20.525
2007-06-21,20.475
2007-06-22,20.25
2007-06-25,19.950001
2007-06-26,20.15
2007-06-27,20.450001
2007-06-28,21.075001
2007-06-29,20.924999
2007-07-02,21.325001
2007-07-03,21.475
2007-07-05,21.299999
2007-07-06,21.525
2007-07-09,21.825001
2007-07-10,21.275
2007-07-11,21.790001
2007-07-12,22.625
2007-07-13,22.85
2007-07-16,23.049999
2007-07-17,22.9
2007-07-18,22.475
2007-07-19,23.15
2007-07-20,22.85
2007-07-23,23.025
2007-07-24,22.15
2007-07-25,22.174999
2007-07-26,21.15
2007-07-27,21.15
2007-07-30,21.375
2007-07-31,21.625
2007-08-01,21.120001000000002
2007-08-02,21.5
2007-08-03,21.290001
2007-08-06,21.424999
2007-08-07,21.815001000000002
2007-08-08,22.275
2007-08-09,21.475
2007-08-10,21.459999
2007-08-13,21.1
2007-08-14,21.0
2007-08-15,20.549999
2007-08-16,19.725
2007-08-17,20.475
2007-08-20,20.424999
2007-08-21,20.049999
2007-08-22,20.475
2007-08-23,20.525
2007-08-24,20.924999
2007-08-27,20.975
2007-08-28,20.200001
2007-08-29,20.65
2007-08-30,20.424999
2007-08-31,20.9
2007-09-04,20.9
2007-09-05,20.575001
2007-09-06,20.950001
2007-09-07,20.674999
2007-09-10,20.775
2007-09-11,20.875
2007-09-12,21.030001000000002
2007-09-13,21.25
2007-09-14,21.275
2007-09-17,21.0
2007-09-18,21.975
2007-09-19,22.025
2007-09-20,21.85
2007-09-21,21.93
2007-09-24,22.15
2007-09-25,21.875
2007-09-26,21.905001000000002
2007-09-27,22.25
2007-09-28,22.0
2007-10-01,22.35
2007-10-02,22.65
2007-10-03,22.475
2007-10-04,22.75
2007-10-05,23.35
2007-10-08,23.25
2007-10-09,23.75
2007-10-10,23.475
2007-10-11,23.6
2007-10-12,23.799999
2007-10-15,23.9
2007-10-16,23.549999
2007-10-17,23.525
2007-10-18,23.75
2007-10-19,22.950001
2007-10-22,22.825001
2007-10-23,23.299999
2007-10-24,22.9
2007-10-25,23.48
2007-10-26,24.225
2007-10-29,24.700001
2007-10-30,24.525
2007-10-31,25.125
2007-11-01,24.625
2007-11-02,25.15
2007-11-05,25.125
2007-11-06,26.35
2007-11-07,25.85
2007-11-08,26.4
2007-11-09,26.575001
2007-11-12,25.5
2007-11-13,26.125
2007-11-14,26.0
2007-11-15,25.799999
2007-11-16,25.725
2007-11-19,25.075001
2007-11-20,26.0
2007-11-21,25.5
2007-11-23,25.200001
2007-11-26,25.200001
2007-11-27,25.375
2007-11-28,25.775
2007-11-29,26.075001
2007-11-30,26.5
2007-12-03,26.725
2007-12-04,27.174999
2007-12-05,28.4
2007-12-06,28.299999
2007-12-07,28.15
2007-12-10,29.450001
2007-12-11,28.450001
2007-12-12,29.450001
2007-12-13,28.450001
2007-12-14,27.975
2007-12-17,27.25
2007-12-18,28.25
2007-12-19,28.674999
2007-12-20,28.549999
2007-12-21,28.950001
2007-12-24,28.674999
2007-12-26,28.5
2007-12-27,28.4
2007-12-28,28.0
2007-12-31,28.15
2008-01-02,28.950001
2008-01-03,29.35
2008-01-04,28.450001
2008-01-07,29.025
2008-01-08,29.25
2008-01-09,29.075001
2008-01-10,29.344998999999998
2008-01-11,29.075001
2008-01-14,30.0
2008-01-15,29.299999
2008-01-16,27.700001
2008-01-17,26.08
2008-01-18,26.25
2008-01-22,25.299999
2008-01-23,23.700001
2008-01-24,25.110001
2008-01-25,24.9
2008-01-28,25.674999
2008-01-29,25.575001
2008-01-30,24.9
2008-01-31,24.4
2008-02-01,25.450001
2008-02-04,25.825001
2008-02-05,24.325001
2008-02-06,24.15
2008-02-07,23.85
2008-02-08,23.5
2008-02-11,23.605
2008-02-12,24.525
2008-02-13,25.0
2008-02-14,24.85
2008-02-15,25.35
2008-02-19,26.025
2008-02-20,26.174999
2008-02-21,25.799999
2008-02-22,26.125
2008-02-25,26.299999
2008-02-26,26.299999
2008-02-27,26.25
2008-02-28,25.975
2008-02-29,25.02
2008-03-03,25.775
2008-03-04,25.27
2008-03-05,25.545
2008-03-06,25.375
2008-03-07,25.08
2008-03-10,25.0
2008-03-11,26.030001000000002
2008-03-12,26.0
2008-03-13,26.125
2008-03-14,25.950001
2008-03-17,24.700001
2008-03-18,25.5
2008-03-19,24.325001
2008-03-20,24.475
2008-03-24,24.85
2008-03-25,24.950001
2008-03-26,24.799999
2008-03-27,25.375
2008-03-28,25.25
2008-03-31,25.25
2008-04-01,25.700001
2008-04-02,25.475
2008-04-03,25.325001
2008-04-04,25.424999
2008-04-07,25.825001
2008-04-08,25.85
2008-04-09,26.200001
2008-04-10,26.700001
2008-04-11,26.25
2008-04-14,26.25
2008-04-15,26.375
2008-04-16,27.35
2008-04-17,26.575001
2008-04-18,27.15
2008-04-21,27.200001
2008-04-22,27.025
2008-04-23,27.174999
2008-04-24,26.25
2008-04-25,26.75
2008-04-28,26.75
2008-04-29,26.375
2008-04-30,26.450001
2008-05-01,26.4
2008-05-02,26.575001
2008-05-05,26.525
2008-05-06,27.049999
2008-05-07,27.799999
2008-05-08,29.799999
2008-05-09,30.625
2008-05-12,29.834999
2008-05-13,29.795
2008-05-14,30.125
2008-05-15,30.0
2008-05-16,31.125
2008-05-19,31.174999
2008-05-20,30.700001
2008-05-21,30.950001
2008-05-22,30.5
2008-05-23,30.815001000000002
2008-05-27,30.0
2008-05-28,30.325001
2008-05-29,30.575001
2008-05-30,30.25
2008-06-02,30.049999
2008-06-03,29.655001000000002
2008-06-04,28.450001
2008-06-05,29.275
2008-06-06,28.9
2008-06-09,28.950001
2008-06-10,28.375
2008-06-11,28.775
2008-06-12,29.174999
2008-06-13,29.275
2008-06-16,29.200001
2008-06-17,29.525
2008-06-18,29.575001
2008-06-19,29.625
2008-06-20,29.125
2008-06-23,29.125
2008-06-24,28.525
2008-06-25,28.85
2008-06-26,28.225
2008-06-27,29.200001
2008-06-30,29.0
2008-07-01,28.049999
2008-07-02,27.0
2008-07-03,27.525
2008-07-07,26.825001
2008-07-08,26.924999
2008-07-09,26.299999
2008-07-10,27.125
2008-07-11,26.475
2008-07-14,26.625
2008-07-15,26.075001
2008-07-16,26.325001
2008-07-17,26.475
2008-07-18,25.450001
2008-07-21,25.5
2008-07-22,25.049999
2008-07-23,24.450001
2008-07-24,23.375
2008-07-25,22.775
2008-07-28,23.200001
2008-07-29,23.325001
2008-07-30,24.049999
2008-07-31,23.75
2008-08-01,23.049999
2008-08-04,22.075001
2008-08-05,21.35
2008-08-06,21.174999
2008-08-07,21.6
2008-08-08,20.58
2008-08-11,21.299999
2008-08-12,22.075001
2008-08-13,21.775
2008-08-14,21.584999
2008-08-15,21.65
2008-08-18,20.950001
2008-08-19,19.575001
2008-08-20,20.225
2008-08-21,20.700001
2008-08-22,19.674999
2008-08-25,18.875
2008-08-26,18.875
2008-08-27,19.1
2008-08-28,19.625
2008-08-29,19.424999
2008-09-02,19.700001
2008-09-03,18.57
2008-09-04,17.445
2008-09-05,17.280001000000002
2008-09-08,17.549999
2008-09-09,15.605
2008-09-10,16.174999
2008-09-11,15.425
2008-09-12,16.799999
2008-09-15,15.575
2008-09-16,13.175
2008-09-17,12.47
2008-09-18,14.225
2008-09-19,17.825001
2008-09-22,16.375
2008-09-23,16.15
2008-09-24,17.049999
2008-09-25,17.25
2008-09-26,16.700001
2008-09-29,14.15
2008-09-30,15.65
2008-10-01,15.425
2008-10-02,14.075
2008-10-03,13.0
2008-10-06,10.475
2008-10-07,10.2
2008-10-08,9.825
2008-10-09,9.075
2008-10-10,8.65
2008-10-13,9.5
2008-10-14,9.85
2008-10-15,8.605
2008-10-16,8.075
2008-10-17,7.925
2008-10-20,8.55
2008-10-21,8.6
2008-10-22,7.5
2008-10-23,7.625
2008-10-24,6.165
2008-10-27,5.93
2008-10-28,7.32
2008-10-29,8.425
2008-10-30,9.9
2008-10-31,10.225
2008-11-03,10.22
2008-11-04,11.6
2008-11-05,10.375
2008-11-06,9.125
2008-11-07,9.875
2008-11-10,9.7
2008-11-11,8.475
2008-11-12,7.075
2008-11-13,8.15
2008-11-14,7.7
2008-11-17,7.0
2008-11-18,7.06
2008-11-19,6.5
2008-11-20,5.655
2008-11-21,6.495
2008-11-24,8.3
2008-11-25,8.025
2008-11-26,8.25
2008-11-28,8.65
2008-12-01,7.8
2008-12-02,8.17
2008-12-03,8.05
2008-12-04,7.42
2008-12-05,7.915
2008-12-08,8.3
2008-12-09,7.775
2008-12-10,7.925
2008-12-11,8.1
2008-12-12,8.175
2008-12-15,8.15
2008-12-16,8.55
2008-12-17,8.165
2008-12-18,7.425
2008-12-19,7.35
2008-12-22,7.3
2008-12-23,7.865
2008-12-24,7.74
2008-12-26,7.425
2008-12-29,7.05
2008-12-30,7.15
2008-12-31,7.125
2009-01-02,8.0
2009-01-05,8.365
2009-01-06,8.975
2009-01-07,8.15
2009-01-08,8.075
2009-01-09,7.95
2009-01-12,7.31
2009-01-13,7.45
2009-01-14,6.665
2009-01-15,6.825
2009-01-16,6.535
2009-01-20,6.25
2009-01-21,6.9
2009-01-22,6.3
2009-01-23,6.365
2009-01-26,6.675
2009-01-27,6.65
2009-01-28,6.875
2009-01-29,6.575
2009-01-30,6.555
2009-02-02,6.415
2009-02-03,6.65
2009-02-04,6.58
2009-02-05,6.4
2009-02-06,6.625
2009-02-09,7.05
2009-02-10,6.89
2009-02-11,6.95
2009-02-12,6.955
2009-02-13,7.31
2009-02-17,6.255
2009-02-18,6.1
2009-02-19,6.25
2009-02-20,6.175
2009-02-23,6.05
2009-02-24,6.375
2009-02-25,6.425
2009-02-26,6.455
2009-02-27,6.365
2009-03-02,5.975
2009-03-03,6.1
2009-03-04,6.375
2009-03-05,6.125
2009-03-06,6.225
2009-03-09,6.325
2009-03-10,7.15
2009-03-11,7.16
2009-03-12,7.205
2009-03-13,7.32
2009-03-16,7.4
2009-03-17,7.375
2009-03-18,7.225
2009-03-19,7.415
2009-03-20,7.55
2009-03-23,8.455
2009-03-24,7.93
2009-03-25,8.115
2009-03-26,8.325
2009-03-27,7.925
2009-03-30,7.2
2009-03-31,7.45
2009-04-01,7.74
2009-04-02,8.425
2009-04-03,8.35
2009-04-06,8.26
2009-04-07,8.1
2009-04-08,8.35
2009-04-09,8.885
2009-04-13,8.845
2009-04-14,8.55
2009-04-15,8.55
2009-04-16,8.6
2009-04-17,8.56
2009-04-20,7.82
2009-04-21,8.025
2009-04-22,8.25
2009-04-23,8.875
2009-04-24,9.165
2009-04-27,8.63
2009-04-28,8.46
2009-04-29,8.99
2009-04-30,8.85
2009-05-01,9.0
2009-05-04,9.575
2009-05-05,9.9
2009-05-06,10.475
2009-05-07,10.4
2009-05-08,10.81
2009-05-11,10.75
2009-05-12,11.165
2009-05-13,10.375
2009-05-14,10.375
2009-05-15,10.285
2009-05-18,10.79
2009-05-19,11.1
2009-05-20,11.425
2009-05-21,10.85
2009-05-22,11.18
2009-05-26,10.975
2009-05-27,11.0
2009-05-28,11.285
2009-05-29,11.575
2009-06-01,12.55
2009-06-02,12.49
2009-06-03,11.325
2009-06-04,11.75
2009-06-05,11.7
2009-06-08,11.4
2009-06-09,11.475
2009-06-10,11.7
2009-06-11,11.875
2009-06-12,11.7
2009-06-15,11.2
2009-06-16,11.25
2009-06-17,10.395
2009-06-18,10.28
2009-06-19,10.345
2009-06-22,9.55
2009-06-23,9.365
2009-06-24,9.69
2009-06-25,9.79
2009-06-26,9.685
2009-06-29,10.125
2009-06-30,10.14
2009-07-01,10.575
2009-07-02,10.05
2009-07-06,9.325
2009-07-07,9.025
2009-07-08,8.625
2009-07-09,8.675
2009-07-10,8.22
2009-07-13,8.35
2009-07-14,8.4
2009-07-15,9.255
2009-07-16,9.3
2009-07-17,9.625
2009-07-20,10.265
2009-07-21,10.365
2009-07-22,10.245
2009-07-23,10.855
2009-07-24,10.575
2009-07-27,10.695
2009-07-28,10.01
2009-07-29,9.565
2009-07-30,10.35
2009-07-31,10.375
2009-08-03,10.995
2009-08-04,10.95
2009-08-05,10.85
2009-08-06,10.85
2009-08-07,11.1
2009-08-10,10.625
2009-08-11,10.115
2009-08-12,10.2
2009-08-13,10.475
2009-08-14,10.1
2009-08-17,9.475
2009-08-18,9.475
2009-08-19,9.6
2009-08-20,9.875
2009-08-21,10.605
2009-08-24,10.69
2009-08-25,10.77
2009-08-26,10.655
2009-08-27,10.455
2009-08-28,10.575
2009-08-31,10.13
2009-09-01,10.0
2009-09-02,9.96
2009-09-03,10.05
2009-09-04,10.15
2009-09-08,10.6
2009-09-09,11.0
2009-09-10,11.275
2009-09-11,11.25
2009-09-14,11.25
2009-09-15,11.635
2009-09-16,12.0
2009-09-17,11.875
2009-09-18,12.1
2009-09-21,11.675
2009-09-22,12.225
2009-09-23,12.05
2009-09-24,11.8
2009-09-25,11.975
2009-09-28,12.05
2009-09-29,11.93
2009-09-30,11.82
2009-10-01,11.545
2009-10-02,11.34
2009-10-05,11.525
2009-10-06,11.83
2009-10-07,11.75
2009-10-08,12.075
2009-10-09,12.39
2009-10-12,13.1
2009-10-13,13.05
2009-10-14,13.8
2009-10-15,13.7
2009-10-16,13.225
2009-10-19,13.465
2009-10-20,13.46
2009-10-21,13.365
2009-10-22,13.445
2009-10-23,13.235
2009-10-26,13.2
2009-10-27,12.935
2009-10-28,12.125
2009-10-29,12.875
2009-10-30,11.815
2009-11-02,12.3
2009-11-03,12.025
2009-11-04,12.4
2009-11-05,12.455
2009-11-06,12.1
2009-11-09,12.72
2009-11-10,12.77
2009-11-11,12.6
2009-11-12,12.275
2009-11-13,12.45
2009-11-16,12.99
2009-11-17,12.89
2009-11-18,12.85
2009-11-19,12.65
2009-11-20,12.325
2009-11-23,12.305
2009-11-24,12.25
2009-11-25,12.025
2009-11-27,11.55
2009-11-30,11.385
2009-12-01,11.675
2009-12-02,11.425
2009-12-03,11.075
2009-12-04,11.2
2009-12-07,11.04
2009-12-08,10.95
2009-12-09,10.945
2009-12-10,10.845
2009-12-11,10.9
2009-12-14,11.15
2009-12-15,11.355
2009-12-16,12.0
2009-12-17,11.485
2009-12-18,11.835
2009-12-21,12.02
2009-12-22,12.075
2009-12-23,12.31
2009-12-24,12.3
2009-12-28,12.175
2009-12-29,12.2
2009-12-30,12.05
2009-12-31,12.525
2010-01-04,12.975
2010-01-05,13.275
2010-01-06,13.39
2010-01-07,13.225
2010-01-08,13.33
2010-01-11,13.325
2010-01-12,12.95
2010-01-13,12.925
2010-01-14,12.97
2010-01-15,12.625
2010-01-19,12.925
2010-01-20,12.54
2010-01-21,12.275
2010-01-22,11.8
2010-01-25,12.2
2010-01-26,11.9
2010-01-27,12.025
2010-01-28,12.035
2010-01-29,12.1
2010-02-01,12.64
2010-02-02,12.95
2010-02-03,12.925
2010-02-04,12.055
2010-02-05,11.85
2010-02-08,11.45
2010-02-09,11.575
2010-02-10,11.4
2010-02-11,11.35
2010-02-12,10.95
2010-02-16,11.475
2010-02-17,11.4
2010-02-18,11.335
2010-02-19,11.4
2010-02-22,11.6
2010-02-23,11.325
2010-02-24,11.45
2010-02-25,11.05
2010-02-26,11.15
2010-03-01,11.325
2010-03-02,11.285
2010-03-03,11.43
2010-03-04,11.595
2010-03-05,11.975
2010-03-08,12.05
2010-03-09,11.8
2010-03-10,11.685
2010-03-11,11.78
2010-03-12,11.625
2010-03-15,11.5
2010-03-16,11.84
2010-03-17,11.75
2010-03-18,11.775
2010-03-19,11.525
2010-03-22,11.575
2010-03-23,11.395
2010-03-24,11.04
2010-03-25,10.775
2010-03-26,10.74
2010-03-29,11.175
2010-03-30,11.48
2010-03-31,11.735
2010-04-01,11.975
2010-04-05,12.15
2010-04-06,12.15
2010-04-07,11.91
2010-04-08,11.95
2010-04-09,12.03
2010-04-12,12.14
2010-04-13,12.045
2010-04-14,12.615
2010-04-15,12.77
2010-04-16,12.195
2010-04-19,11.94
2010-04-20,12.06
2010-04-21,11.925
2010-04-22,11.86
2010-04-23,12.04
2010-04-26,12.185
2010-04-27,11.75
2010-04-28,11.625
2010-04-29,11.965
2010-04-30,11.61
2010-05-03,11.675
2010-05-04,11.04
2010-05-05,10.825
2010-05-06,10.375
2010-05-07,9.875
2010-05-10,10.95
2010-05-11,10.6
2010-05-12,11.175
2010-05-13,10.75
2010-05-14,10.45
2010-05-17,10.525
2010-05-18,10.5
2010-05-19,10.225
2010-05-20,9.6
2010-05-21,9.665
2010-05-24,9.65
2010-05-25,9.225
2010-05-26,9.975
2010-05-27,10.4
2010-05-28,10.275
2010-06-01,10.06
2010-06-02,10.6
2010-06-03,10.75
2010-06-04,10.175
2010-06-07,9.975
2010-06-08,10.125
2010-06-09,9.775
2010-06-10,10.025
2010-06-11,9.905
2010-06-14,9.975
2010-06-15,10.3
2010-06-16,10.2
2010-06-17,10.135
2010-06-18,10.275
2010-06-21,10.475
2010-06-22,10.185
2010-06-23,10.175
2010-06-24,9.875
2010-06-25,9.955
2010-06-28,9.88
2010-06-29,9.5
2010-06-30,9.405
2010-07-01,9.225
2010-07-02,9.525
2010-07-06,9.675
2010-07-07,10.0
2010-07-08,9.95
2010-07-09,10.075
2010-07-12,10.1
2010-07-13,10.475
2010-07-14,10.325
2010-07-15,10.45
2010-07-16,10.05
2010-07-19,10.25
2010-07-20,10.325
2010-07-21,10.29
2010-07-22,10.675
2010-07-23,10.675
2010-07-26,10.75
2010-07-27,10.88
2010-07-28,10.695
2010-07-29,10.9
2010-07-30,10.8
2010-08-02,11.305
2010-08-03,11.195
2010-08-04,11.3
2010-08-05,11.155
2010-08-06,11.2
2010-08-09,11.335
2010-08-10,11.225
2010-08-11,10.6
2010-08-12,10.58
2010-08-13,10.51
2010-08-16,10.675
2010-08-17,10.74
2010-08-18,10.75
2010-08-19,10.545
2010-08-20,10.375
2010-08-23,10.31
2010-08-24,10.175
2010-08-25,10.15
2010-08-26,10.2
2010-08-27,10.39
2010-08-30,10.275
2010-08-31,10.225
2010-09-01,10.55
2010-09-02,10.645
2010-09-03,10.59
2010-09-07,10.475
2010-09-08,10.59
2010-09-09,10.695
2010-09-10,10.685
2010-09-13,10.72
2010-09-14,10.575
2010-09-15,10.6
2010-09-16,10.45
2010-09-17,10.4
2010-09-20,10.57
2010-09-21,10.5
2010-09-22,10.32
2010-09-23,10.19
2010-09-24,10.29
2010-09-27,10.275
2010-09-28,10.295
2010-09-29,10.375
2010-09-30,10.475
2010-10-01,10.575
2010-10-04,10.62
2010-10-05,10.885
2010-10-06,10.995
2010-10-07,10.84
2010-10-08,11.085
2010-10-11,11.015
2010-10-12,10.94
2010-10-13,10.925
2010-10-14,10.835
2010-10-15,10.66
2010-10-18,10.83
2010-10-19,10.49
2010-10-20,10.555
2010-10-21,10.85
2010-10-22,11.11
2010-10-25,11.235
2010-10-26,11.125
2010-10-27,10.945
2010-10-28,10.95
2010-10-29,10.925
2010-11-01,10.975
2010-11-02,11.025
2010-11-03,11.12
2010-11-04,11.56
2010-11-05,11.53
2010-11-08,11.385
2010-11-09,11.375
2010-11-10,11.45
2010-11-11,11.31
2010-11-12,11.125
2010-11-15,11.12
2010-11-16,10.76
2010-11-17,10.725
2010-11-18,11.05
2010-11-19,11.11
2010-11-22,10.925
2010-11-23,10.66
2010-11-24,10.97
2010-11-26,11.15
2010-11-29,11.125
2010-11-30,11.03
2010-12-01,11.765
2010-12-02,12.175
2010-12-03,12.4
2010-12-06,12.475
2010-12-07,12.36
2010-12-08,12.35
2010-12-09,12.505
