Date,ADNT
2016-10-17,49.349998
2016-10-18,49.23
2016-10-19,49.34
2016-10-20,49.34
2016-10-21,47.75
2016-10-24,46.75
2016-10-25,44.349998
2016-10-26,45.5
2016-10-27,45.25
2016-10-28,45.98
2016-10-31,45.509997999999996
2016-11-01,45.299999
2016-11-02,45.0
2016-11-03,44.75
2016-11-04,44.200001
2016-11-07,44.599998
2016-11-08,46.27
2016-11-09,44.259997999999996
2016-11-10,45.900002
2016-11-11,46.580002
2016-11-14,45.77
2016-11-15,47.720001
2016-11-16,50.0
2016-11-17,53.5
2016-11-18,53.049999
2016-11-21,52.970001
2016-11-22,56.669998
2016-11-23,55.990002000000004
2016-11-25,55.860001000000004
2016-11-28,54.34
2016-11-29,54.189999
2016-11-30,53.560001
2016-12-01,55.029999
2016-12-02,54.240002000000004
2016-12-05,54.360001000000004
2016-12-06,55.07
2016-12-07,57.150002
2016-12-08,57.150002
2016-12-09,58.139998999999996
2016-12-12,57.669998
2016-12-13,57.790001000000004
2016-12-14,57.330002
2016-12-15,56.290001000000004
2016-12-16,54.169998
2016-12-19,52.619999
2016-12-20,55.290001000000004
2016-12-21,56.619999
2016-12-22,57.0
2016-12-23,56.389998999999996
2016-12-27,57.599998
2016-12-28,57.759997999999996
2016-12-29,57.869999
2016-12-30,58.599998
2017-01-03,57.73
2017-01-04,58.18
2017-01-05,57.0
2017-01-06,56.490002000000004
2017-01-09,55.880001
2017-01-10,58.540001000000004
2017-01-11,61.560001
2017-01-12,60.080002
2017-01-13,61.419998
2017-01-17,62.880001
2017-01-18,64.769997
2017-01-19,63.310001
2017-01-20,64.190002
2017-01-23,64.07
2017-01-24,65.879997
2017-01-25,65.370003
2017-01-26,65.550003
2017-01-27,64.339996
2017-01-30,64.019997
2017-01-31,63.490002000000004
2017-02-01,64.139999
2017-02-02,65.110001
2017-02-03,63.02
2017-02-06,62.240002000000004
2017-02-07,60.16
2017-02-08,60.779999
2017-02-09,61.189999
2017-02-10,61.25
2017-02-13,61.139998999999996
2017-02-14,62.09
2017-02-15,63.970001
2017-02-16,64.699997
2017-02-17,64.010002
2017-02-21,66.959999
2017-02-22,67.529999
2017-02-23,65.949997
2017-02-24,66.480003
2017-02-27,67.529999
2017-02-28,67.129997
2017-03-01,67.720001
2017-03-02,67.25
2017-03-03,67.870003
2017-03-06,67.790001
2017-03-07,68.309998
2017-03-08,68.959999
2017-03-09,69.510002
2017-03-10,70.099998
2017-03-13,72.389999
2017-03-14,74.160004
2017-03-15,75.690002
2017-03-16,73.900002
2017-03-17,72.82
2017-03-20,72.099998
2017-03-21,69.559998
2017-03-22,70.099998
2017-03-23,68.269997
2017-03-24,68.519997
2017-03-27,70.360001
2017-03-28,72.290001
2017-03-29,71.459999
2017-03-30,71.510002
2017-03-31,72.66999799999999
2017-04-03,70.129997
2017-04-04,68.129997
2017-04-05,66.550003
2017-04-06,66.620003
2017-04-07,66.849998
2017-04-10,67.199997
2017-04-11,67.510002
2017-04-12,66.550003
2017-04-13,67.18
2017-04-17,67.269997
2017-04-18,66.160004
2017-04-19,67.58000200000001
2017-04-20,69.089996
2017-04-21,69.239998
2017-04-24,69.68
2017-04-25,70.160004
2017-04-26,70.209999
2017-04-27,72.339996
2017-04-28,73.559998
2017-05-01,74.489998
2017-05-02,68.629997
2017-05-03,70.150002
2017-05-04,70.059998
2017-05-05,70.980003
2017-05-08,70.860001
2017-05-09,71.440002
2017-05-10,71.459999
2017-05-11,71.040001
2017-05-12,71.25
2017-05-15,72.470001
2017-05-16,72.57
2017-05-17,68.199997
2017-05-18,68.599998
2017-05-19,69.449997
2017-05-22,69.489998
2017-05-23,68.550003
2017-05-24,68.309998
2017-05-25,66.050003
2017-05-26,66.639999
2017-05-30,66.93
2017-05-31,68.529999
2017-06-01,69.870003
2017-06-02,71.010002
2017-06-05,69.900002
2017-06-06,68.709999
2017-06-07,69.389999
2017-06-08,68.360001
2017-06-09,67.41999799999999
2017-06-12,66.730003
2017-06-13,65.83000200000001
2017-06-14,63.939999
2017-06-15,64.550003
2017-06-16,61.869999
2017-06-19,61.73
2017-06-20,62.349998
2017-06-21,63.580002
2017-06-22,64.089996
2017-06-23,64.129997
2017-06-26,64.83000200000001
2017-06-27,63.200001
2017-06-28,64.660004
2017-06-29,64.769997
2017-06-30,65.379997
2017-07-03,65.970001
2017-07-05,66.08000200000001
2017-07-06,66.160004
2017-07-07,67.650002
2017-07-10,68.190002
2017-07-11,68.91999799999999
2017-07-12,68.690002
2017-07-13,69.449997
2017-07-14,68.849998
2017-07-17,69.910004
2017-07-18,69.769997
2017-07-19,70.230003
2017-07-20,70.599998
2017-07-21,68.709999
2017-07-24,67.93
2017-07-25,68.25
2017-07-26,69.050003
2017-07-27,66.33000200000001
2017-07-28,65.540001
2017-07-31,65.470001
2017-08-01,63.990002000000004
2017-08-02,64.300003
2017-08-03,64.040001
2017-08-04,64.910004
2017-08-07,65.410004
2017-08-08,65.489998
2017-08-09,65.260002
2017-08-10,64.0
2017-08-11,65.43
2017-08-14,66.370003
2017-08-15,66.010002
2017-08-16,66.650002
2017-08-17,65.550003
2017-08-18,65.970001
2017-08-21,67.879997
2017-08-22,69.019997
2017-08-23,69.160004
2017-08-24,69.019997
2017-08-25,68.300003
2017-08-28,68.010002
2017-08-29,68.300003
2017-08-30,69.660004
2017-08-31,70.68
2017-09-01,72.18
2017-09-05,72.25
2017-09-06,72.559998
2017-09-07,72.510002
2017-09-08,72.550003
2017-09-11,73.57
2017-09-12,73.860001
2017-09-13,75.389999
2017-09-14,76.400002
2017-09-15,80.260002
2017-09-18,80.260002
2017-09-19,82.190002
2017-09-20,82.589996
2017-09-21,82.239998
2017-09-22,82.949997
2017-09-25,82.16999799999999
2017-09-26,85.709999
2017-09-27,84.16999799999999
2017-09-28,84.099998
2017-09-29,83.989998
2017-10-02,84.970001
2017-10-03,85.18
2017-10-04,85.07
2017-10-05,84.41999799999999
2017-10-06,84.66999799999999
2017-10-09,83.93
2017-10-10,84.209999
2017-10-11,84.489998
2017-10-12,84.25
2017-10-13,83.779999
2017-10-16,85.07
2017-10-17,85.160004
2017-10-18,85.449997
2017-10-19,84.980003
2017-10-20,85.099998
2017-10-23,85.0
2017-10-24,85.93
2017-10-25,83.639999
2017-10-26,83.629997
2017-10-27,84.199997
2017-10-30,83.5
2017-10-31,84.360001
2017-11-01,84.93
2017-11-02,81.08000200000001
2017-11-03,78.699997
2017-11-06,78.639999
2017-11-07,78.089996
2017-11-08,77.41999799999999
2017-11-09,76.949997
2017-11-10,77.41999799999999
2017-11-13,76.220001
2017-11-14,75.029999
2017-11-15,74.269997
2017-11-16,74.440002
2017-11-17,76.190002
2017-11-20,78.07
2017-11-21,77.860001
2017-11-22,77.650002
2017-11-24,77.860001
2017-11-27,77.650002
2017-11-28,79.660004
2017-11-29,79.08000200000001
2017-11-30,78.260002
2017-12-01,78.400002
2017-12-04,78.099998
2017-12-05,78.93
2017-12-06,78.260002
2017-12-07,79.139999
2017-12-08,78.879997
2017-12-11,79.690002
2017-12-12,80.379997
2017-12-13,78.849998
2017-12-14,77.839996
2017-12-15,78.910004
2017-12-18,80.610001
2017-12-19,80.389999
2017-12-20,80.910004
2017-12-21,80.32
2017-12-22,79.690002
2017-12-26,78.779999
2017-12-27,79.019997
2017-12-28,79.540001
2017-12-29,78.699997
2018-01-02,79.290001
2018-01-03,78.480003
2018-01-04,82.360001
2018-01-05,83.870003
2018-01-08,82.41999799999999
2018-01-09,83.040001
2018-01-10,81.660004
2018-01-11,83.589996
2018-01-12,82.690002
2018-01-16,82.18
2018-01-17,77.08000200000001
2018-01-18,74.150002
2018-01-19,71.940002
2018-01-22,72.739998
2018-01-23,72.849998
2018-01-24,73.040001
2018-01-25,72.010002
2018-01-26,72.300003
2018-01-29,66.769997
2018-01-30,66.290001
2018-01-31,64.800003
2018-02-01,64.699997
2018-02-02,64.599998
2018-02-05,61.939999
2018-02-06,63.509997999999996
2018-02-07,63.34
2018-02-08,60.779999
2018-02-09,60.700001
2018-02-12,63.91
2018-02-13,62.450001
2018-02-14,63.68
2018-02-15,63.439999
2018-02-16,61.889998999999996
2018-02-20,63.66
2018-02-21,63.470001
2018-02-22,63.400002
2018-02-23,63.299999
2018-02-26,63.900002
2018-02-27,63.57
2018-02-28,62.060001
2018-03-01,59.849998
2018-03-02,60.73
2018-03-05,61.189999
2018-03-06,62.459998999999996
2018-03-07,61.84
2018-03-08,61.950001
2018-03-09,62.73
2018-03-12,61.650002
2018-03-13,61.130001
2018-03-14,60.299999
2018-03-15,60.080002
2018-03-16,59.759997999999996
2018-03-19,59.73
2018-03-20,59.279999
2018-03-21,60.049999
2018-03-22,59.880001
2018-03-23,57.580002
2018-03-26,59.380001
2018-03-27,59.57
2018-03-28,58.130001
2018-03-29,59.759997999999996
2018-04-02,59.189999
2018-04-03,61.110001000000004
2018-04-04,62.950001
2018-04-05,64.279999
2018-04-06,63.919998
2018-04-09,63.540001000000004
2018-04-10,64.860001
2018-04-11,65.66999799999999
2018-04-12,66.190002
2018-04-13,65.260002
2018-04-16,66.010002
2018-04-17,65.050003
2018-04-18,63.099998
2018-04-19,62.900002
2018-04-20,62.5
2018-04-23,62.799999
2018-04-24,63.119999
2018-04-25,63.720001
2018-04-26,62.540001000000004
2018-04-27,62.060001
2018-04-30,61.290001000000004
2018-05-01,60.790001000000004
2018-05-02,61.98
2018-05-03,55.84
2018-05-04,54.990002000000004
2018-05-07,56.150002
2018-05-08,56.619999
2018-05-09,55.639998999999996
2018-05-10,56.130001
2018-05-11,55.84
2018-05-14,55.75
2018-05-15,56.110001000000004
2018-05-16,56.560001
2018-05-17,57.200001
2018-05-18,56.009997999999996
2018-05-21,56.09
2018-05-22,56.240002000000004
2018-05-23,54.860001000000004
2018-05-24,54.470001
2018-05-25,54.009997999999996
2018-05-29,52.939999
2018-05-30,53.07
