Date,FOCS
2018-07-26,37.549999
2018-07-27,38.009997999999996
2018-07-30,40.130001
2018-07-31,40.740002000000004
2018-08-01,40.0
2018-08-02,38.759997999999996
2018-08-03,38.580002
2018-08-06,39.549999
2018-08-07,40.009997999999996
2018-08-08,39.830002
2018-08-09,40.599998
2018-08-10,40.900002
2018-08-13,40.919998
2018-08-14,40.349998
2018-08-15,39.720001
2018-08-16,38.48
2018-08-17,38.5
2018-08-20,36.950001
2018-08-21,39.299999
2018-08-22,39.799999
2018-08-23,39.52
2018-08-24,39.34
2018-08-27,39.830002
2018-08-28,41.0
2018-08-29,42.279999
2018-08-30,42.200001
2018-08-31,42.09
2018-09-04,45.740002000000004
2018-09-05,47.709998999999996
2018-09-06,47.490002000000004
2018-09-07,46.91
2018-09-10,46.990002000000004
2018-09-11,46.330002
2018-09-12,46.610001000000004
2018-09-13,46.900002
2018-09-14,45.040001000000004
2018-09-17,46.02
2018-09-18,46.77
2018-09-19,46.330002
2018-09-20,46.889998999999996
2018-09-21,47.650002
2018-09-24,48.400002
2018-09-25,46.380001
2018-09-26,47.57
2018-09-27,45.709998999999996
2018-09-28,47.459998999999996
2018-10-01,47.439999
2018-10-02,46.290001000000004
2018-10-03,47.02
2018-10-04,46.130001
2018-10-05,45.310001
2018-10-08,44.130001
2018-10-09,44.619999
2018-10-10,42.34
2018-10-11,41.25
2018-10-12,40.560001
2018-10-15,41.23
2018-10-16,42.509997999999996
2018-10-17,42.150002
2018-10-18,42.09
2018-10-19,41.84
2018-10-22,41.75
2018-10-23,40.68
2018-10-24,39.0
2018-10-25,40.25
2018-10-26,40.09
2018-10-29,39.939999
2018-10-30,38.700001
2018-10-31,38.200001
2018-11-01,38.119999
2018-11-02,38.450001
2018-11-05,38.869999
2018-11-06,38.5
2018-11-07,38.939999
2018-11-08,39.25
2018-11-09,38.200001
2018-11-12,36.330002
2018-11-13,31.99
2018-11-14,30.4
2018-11-15,31.1
2018-11-16,31.219998999999998
2018-11-19,31.17
2018-11-20,31.1
2018-11-21,30.959999
2018-11-23,30.85
2018-11-26,30.93
2018-11-27,30.389999
2018-11-28,31.209999
2018-11-29,30.1
2018-11-30,30.92
2018-12-03,31.43
2018-12-04,29.030001000000002
2018-12-06,27.66
2018-12-07,27.450001
2018-12-10,27.799999
2018-12-11,27.65
2018-12-12,28.34
2018-12-13,28.68
2018-12-14,28.65
2018-12-17,27.860001
2018-12-18,28.5
2018-12-19,28.0
2018-12-20,25.51
2018-12-21,24.09
2018-12-24,23.25
2018-12-26,24.4
2018-12-27,25.07
2018-12-28,25.549999
2018-12-31,26.33
2019-01-02,26.26
2019-01-03,24.780001000000002
2019-01-04,25.309998999999998
2019-01-07,26.0
2019-01-08,26.75
2019-01-09,27.26
2019-01-10,27.469998999999998
2019-01-11,26.73
2019-01-14,26.379998999999998
2019-01-15,26.52
2019-01-16,27.6
2019-01-17,27.360001
2019-01-18,27.360001
2019-01-22,27.870001000000002
2019-01-23,27.48
2019-01-24,27.790001
2019-01-25,28.389999
2019-01-28,28.639999
2019-01-29,29.1
2019-01-30,28.610001
2019-01-31,28.120001000000002
2019-02-01,28.559998999999998
2019-02-04,29.059998999999998
2019-02-05,29.719998999999998
2019-02-06,29.950001
2019-02-07,28.629998999999998
2019-02-08,28.190001000000002
2019-02-11,28.780001000000002
2019-02-12,29.01
2019-02-13,28.99
2019-02-14,29.530001000000002
2019-02-15,30.49
2019-02-19,30.33
2019-02-20,30.66
2019-02-21,32.349998
2019-02-22,33.91
2019-02-25,35.389998999999996
2019-02-26,36.639998999999996
2019-02-27,37.860001000000004
2019-02-28,37.849998
2019-03-01,39.150002
2019-03-04,38.790001000000004
2019-03-05,38.919998
2019-03-06,38.099998
2019-03-07,36.41
2019-03-08,36.830002
2019-03-11,36.5
2019-03-12,36.900002
2019-03-13,36.98
2019-03-14,37.029999
2019-03-15,36.43
2019-03-18,36.209998999999996
2019-03-19,34.599998
2019-03-20,34.009997999999996
2019-03-21,33.84
2019-03-22,32.0
2019-03-25,32.709998999999996
2019-03-26,34.259997999999996
2019-03-27,34.700001
2019-03-28,34.779999
2019-03-29,35.639998999999996
2019-04-01,36.639998999999996
2019-04-02,36.790001000000004
2019-04-03,35.779999
2019-04-04,36.549999
2019-04-05,36.610001000000004
2019-04-08,36.91
2019-04-09,36.52
2019-04-10,37.279999
2019-04-11,36.880001
2019-04-12,37.380001
2019-04-15,37.389998999999996
2019-04-16,37.5
2019-04-17,37.419998
2019-04-18,36.799999
2019-04-22,37.360001000000004
2019-04-23,37.5
2019-04-24,37.5
2019-04-25,37.5
2019-04-26,37.5
2019-04-29,37.5
2019-04-30,37.5
2019-05-01,37.099998
2019-05-02,37.48
2019-05-03,38.75
2019-05-06,38.0
2019-05-07,37.369999
2019-05-08,37.439999
2019-05-09,34.080002
2019-05-10,34.080002
2019-05-13,32.189999
