Date,ADP
1980-03-17,0.817847
1980-03-18,0.827141
1980-03-19,0.8426309999999999
1980-03-20,0.839533
1980-03-21,0.836435
1980-03-24,0.830239
1980-03-25,0.830239
1980-03-26,0.8426309999999999
1980-03-27,0.811652
1980-03-28,0.836435
1980-03-31,0.8457290000000001
1980-04-01,0.8581200000000001
1980-04-02,0.898393
1980-04-03,0.9169799999999999
1980-04-07,0.9014909999999999
1980-04-08,0.886001
1980-04-09,0.886001
1980-04-10,0.8952950000000001
1980-04-11,0.904589
1980-04-14,0.8921969999999999
1980-04-15,0.898393
1980-04-16,0.904589
1980-04-17,0.898393
1980-04-18,0.898393
1980-04-21,0.898393
1980-04-22,0.904589
1980-04-23,0.9107850000000001
1980-04-24,0.9169799999999999
1980-04-25,0.913882
1980-04-28,0.9262739999999999
1980-04-29,0.923176
1980-04-30,0.9200780000000001
1980-05-01,0.9448620000000001
1980-05-02,0.9355680000000001
1980-05-05,0.947959
1980-05-06,0.947959
1980-05-07,0.9417639999999999
1980-05-08,0.947959
1980-05-09,0.9417639999999999
1980-05-12,0.9510569999999999
1980-05-13,0.9603510000000001
1980-05-14,0.9665469999999999
1980-05-15,0.963449
1980-05-16,0.9603510000000001
1980-05-19,0.9417639999999999
1980-05-20,0.9510569999999999
1980-05-21,0.9603510000000001
1980-05-22,0.9696450000000001
1980-05-23,0.978938
1980-05-27,0.963449
1980-05-28,0.9665469999999999
1980-05-29,0.9665469999999999
1980-05-30,0.9665469999999999
1980-06-02,0.954155
1980-06-03,0.957253
1980-06-04,0.963449
1980-06-05,0.9696450000000001
1980-06-06,0.975841
1980-06-09,0.9603510000000001
1980-06-10,0.947959
1980-06-11,0.957253
1980-06-12,0.954155
1980-06-13,0.9510569999999999
1980-06-16,0.954155
1980-06-17,0.963449
1980-06-18,0.9510569999999999
1980-06-19,0.9417639999999999
1980-06-20,0.9169799999999999
1980-06-23,0.923176
1980-06-24,0.947959
1980-06-25,0.954155
1980-06-26,0.957253
1980-06-27,0.957253
1980-06-30,0.947959
1980-07-01,0.957253
1980-07-02,0.9665469999999999
1980-07-03,0.9913299999999999
1980-07-07,1.031603
1980-07-08,1.06568
1980-07-09,1.081169
1980-07-10,1.022309
1980-07-11,1.019211
1980-07-14,1.053288
1980-07-15,1.081169
1980-07-16,1.06568
1980-07-17,1.093561
1980-07-18,1.102855
1980-07-21,1.105953
1980-07-22,1.090463
1980-07-23,1.093561
1980-07-24,1.0997569999999999
1980-07-25,1.105953
1980-07-28,1.0997569999999999
1980-07-29,1.093561
1980-07-30,1.096659
1980-07-31,1.093561
1980-08-01,1.109051
1980-08-04,1.130736
1980-08-05,1.180302
1980-08-06,1.1772040000000001
1980-08-07,1.19889
1980-08-08,1.1834
1980-08-11,1.152421
1980-08-12,1.146225
1980-08-13,1.1400299999999999
1980-08-14,1.1493229999999999
1980-08-15,1.158617
1980-08-18,1.1400299999999999
1980-08-19,1.161715
1980-08-20,1.146225
1980-08-21,1.1895959999999999
1980-08-22,1.248456
1980-08-25,1.232967
1980-08-26,1.214379
1980-08-27,1.208184
1980-08-28,1.214379
1980-08-29,1.19889
1980-09-02,1.19889
1980-09-03,1.2267709999999998
1980-09-04,1.223673
1980-09-05,1.229869
1980-09-08,1.229869
1980-09-09,1.220575
1980-09-10,1.2267709999999998
1980-09-11,1.211282
1980-09-12,1.1895959999999999
1980-09-15,1.195792
1980-09-16,1.1895959999999999
1980-09-17,1.1895959999999999
1980-09-18,1.214379
1980-09-19,1.242261
1980-09-22,1.232967
1980-09-23,1.25775
1980-09-24,1.279435
1980-09-25,1.263946
1980-09-26,1.19889
1980-09-29,1.1772040000000001
1980-09-30,1.1679110000000001
1980-10-01,1.171009
1980-10-02,1.133834
1980-10-03,1.136932
1980-10-06,1.152421
1980-10-07,1.2019879999999998
1980-10-08,1.2267709999999998
1980-10-09,1.232967
1980-10-10,1.251554
1980-10-13,1.223673
1980-10-14,1.236065
1980-10-15,1.1895959999999999
1980-10-16,1.1895959999999999
1980-10-17,1.208184
1980-10-20,1.2267709999999998
1980-10-21,1.214379
1980-10-22,1.214379
1980-10-23,1.214379
1980-10-24,1.214379
1980-10-27,1.1895959999999999
1980-10-28,1.1648129999999999
1980-10-29,1.174107
1980-10-30,1.171009
1980-10-31,1.1895959999999999
1980-11-03,1.1834
1980-11-05,1.220575
1980-11-06,1.195792
1980-11-07,1.195792
1980-11-10,1.208184
1980-11-11,1.205086
1980-11-12,1.220575
1980-11-13,1.25775
1980-11-14,1.288729
1980-11-17,1.263946
1980-11-18,1.294925
1980-11-19,1.263946
1980-11-20,1.239163
1980-11-21,1.220575
1980-11-24,1.208184
1980-11-25,1.195792
1980-11-26,1.2019879999999998
1980-11-28,1.2019879999999998
1980-12-01,1.2019879999999998
1980-12-02,1.208184
1980-12-03,1.1895959999999999
1980-12-04,1.180302
1980-12-05,1.1400299999999999
1980-12-08,1.109051
1980-12-09,1.115246
1980-12-10,1.096659
1980-12-11,1.084267
1980-12-12,1.096659
1980-12-15,1.102855
1980-12-16,1.115246
1980-12-17,1.133834
1980-12-18,1.127638
1980-12-19,1.158617
1980-12-22,1.1648129999999999
1980-12-23,1.155519
1980-12-24,1.174107
1980-12-26,1.1895959999999999
1980-12-29,1.208184
1980-12-30,1.220575
1980-12-31,1.2267709999999998
1981-01-02,1.239163
1981-01-05,1.245358
1981-01-06,1.239163
1981-01-07,1.223673
1981-01-08,1.220575
1981-01-09,1.2174770000000001
1981-01-12,1.208184
1981-01-13,1.19889
1981-01-14,1.214379
1981-01-15,1.208184
1981-01-16,1.208184
1981-01-19,1.2267709999999998
1981-01-20,1.2019879999999998
1981-01-21,1.1648129999999999
