Date,PSX
2012-04-12,34.0
2012-04-13,37.0
2012-04-16,36.549999
2012-04-17,36.0
2012-04-18,36.0
2012-04-19,36.0
2012-04-20,36.32
2012-04-23,35.68
2012-04-24,34.75
2012-04-25,34.75
2012-04-26,34.950001
2012-04-27,34.110001000000004
2012-04-30,34.049999
2012-05-01,32.759997999999996
2012-05-02,32.0
2012-05-03,31.389999
2012-05-04,30.16
2012-05-07,29.35
2012-05-08,30.1
2012-05-09,32.490002000000004
2012-05-10,32.48
2012-05-11,31.83
2012-05-14,31.32
2012-05-15,31.67
2012-05-16,32.099998
2012-05-17,31.26
2012-05-18,31.379998999999998
2012-05-21,32.189999
2012-05-22,31.629998999999998
2012-05-23,31.41
2012-05-24,31.129998999999998
2012-05-25,31.299999
2012-05-29,31.01
2012-05-30,30.440001000000002
2012-05-31,30.030001000000002
2012-06-01,29.92
2012-06-04,29.530001000000002
2012-06-05,29.9
2012-06-06,31.530001000000002
2012-06-07,31.83
2012-06-08,32.119999
2012-06-11,32.599998
2012-06-12,33.490002000000004
2012-06-13,32.77
2012-06-14,33.529999
2012-06-15,34.900002
2012-06-18,33.860001000000004
2012-06-19,33.860001000000004
2012-06-20,34.66
2012-06-21,33.48
2012-06-22,34.16
2012-06-25,32.869999
2012-06-26,32.580002
2012-06-27,31.889999
2012-06-28,32.310001
2012-06-29,33.240002000000004
2012-07-02,34.0
2012-07-03,34.240002000000004
2012-07-05,33.799999
2012-07-06,33.369999
2012-07-09,33.25
2012-07-10,32.68
2012-07-11,33.48
2012-07-12,33.009997999999996
2012-07-13,34.939999
2012-07-16,36.099998
2012-07-17,36.689999
2012-07-18,37.099998
2012-07-19,35.599998
2012-07-20,35.32
2012-07-23,35.02
2012-07-24,35.23
2012-07-25,35.400002
2012-07-26,35.959998999999996
2012-07-27,36.52
2012-07-30,37.650002
2012-07-31,37.599998
2012-08-01,38.27
2012-08-02,38.299999
2012-08-03,39.669998
2012-08-06,40.07
2012-08-07,39.77
2012-08-08,40.150002
2012-08-09,40.32
2012-08-10,40.0
2012-08-13,40.150002
2012-08-14,39.93
2012-08-15,40.360001000000004
2012-08-16,41.18
2012-08-17,42.77
2012-08-20,43.07
2012-08-21,41.549999
2012-08-22,41.48
2012-08-23,41.330002
2012-08-24,41.360001000000004
2012-08-27,41.07
2012-08-28,41.959998999999996
2012-08-29,41.98
2012-08-30,42.48
2012-08-31,42.0
2012-09-04,42.41
2012-09-05,41.740002000000004
2012-09-06,43.419998
2012-09-07,44.259997999999996
2012-09-10,44.540001000000004
2012-09-11,45.59
2012-09-12,46.279999
2012-09-13,46.639998999999996
2012-09-14,46.73
2012-09-17,46.139998999999996
2012-09-18,45.52
2012-09-19,45.57
2012-09-20,45.779999
2012-09-21,46.82
2012-09-24,46.740002000000004
2012-09-25,45.98
2012-09-26,45.529999
2012-09-27,46.529999
2012-09-28,46.369999
2012-10-01,46.560001
2012-10-02,46.419998
2012-10-03,45.16
2012-10-04,45.389998999999996
2012-10-05,46.02
2012-10-08,45.93
2012-10-09,46.09
2012-10-10,45.150002
2012-10-11,44.599998
2012-10-12,43.919998
2012-10-15,44.380001
2012-10-16,46.490002000000004
2012-10-17,46.650002
2012-10-18,45.560001
2012-10-19,44.639998999999996
2012-10-22,45.580002
2012-10-23,44.919998
2012-10-24,44.779999
2012-10-25,45.029999
2012-10-26,47.5
2012-10-31,47.16
2012-11-01,47.380001
2012-11-02,46.209998999999996
2012-11-05,47.759997999999996
2012-11-06,50.040001000000004
2012-11-07,49.459998999999996
2012-11-08,49.0
2012-11-09,47.41
2012-11-12,47.349998
2012-11-13,46.860001000000004
2012-11-14,45.759997999999996
2012-11-15,45.34
2012-11-16,45.77
2012-11-19,48.119999
2012-11-20,49.060001
2012-11-21,49.389998999999996
2012-11-23,49.82
2012-11-26,49.560001
2012-11-27,50.060001
2012-11-28,51.0
2012-11-29,51.560001
2012-11-30,52.369999
2012-12-03,51.560001
2012-12-04,51.560001
2012-12-05,50.689999
2012-12-06,50.970001
2012-12-07,52.34
2012-12-10,53.580002
2012-12-11,53.040001000000004
2012-12-12,53.049999
2012-12-13,52.209998999999996
2012-12-14,53.470001
2012-12-17,53.52
2012-12-18,53.169998
2012-12-19,52.5
2012-12-20,52.419998
2012-12-21,52.16
2012-12-24,51.970001
2012-12-26,51.360001000000004
2012-12-27,51.560001
2012-12-28,50.57
2012-12-31,53.099998
2013-01-02,55.259997999999996
2013-01-03,53.189999
2013-01-04,53.139998999999996
2013-01-07,51.360001000000004
2013-01-08,51.59
2013-01-09,51.32
2013-01-10,51.509997999999996
2013-01-11,50.580002
2013-01-14,51.349998
2013-01-15,52.240002000000004
2013-01-16,54.52
2013-01-17,55.150002
2013-01-18,55.07
2013-01-22,54.610001000000004
2013-01-23,55.52
2013-01-24,56.119999
2013-01-25,56.810001
2013-01-28,57.09
2013-01-29,59.880001
2013-01-30,60.759997999999996
2013-01-31,60.57
2013-02-01,62.75
2013-02-04,61.220001
2013-02-05,61.009997999999996
2013-02-06,61.720001
2013-02-07,63.259997999999996
2013-02-08,64.019997
2013-02-11,64.18
2013-02-12,64.43
2013-02-13,64.110001
2013-02-14,64.83000200000001
2013-02-15,64.16999799999999
2013-02-19,64.760002
2013-02-20,62.639998999999996
2013-02-21,62.290001000000004
2013-02-22,64.110001
2013-02-25,61.34
2013-02-26,61.23
2013-02-27,62.990002000000004
2013-02-28,62.959998999999996
2013-03-01,63.900002
2013-03-04,65.68
2013-03-05,65.769997
2013-03-06,66.050003
2013-03-07,65.870003
2013-03-08,66.029999
2013-03-11,65.690002
2013-03-12,66.220001
2013-03-13,64.550003
2013-03-14,64.949997
2013-03-15,64.150002
2013-03-18,65.029999
2013-03-19,65.410004
2013-03-20,67.540001
2013-03-21,66.82
2013-03-22,67.550003
2013-03-25,66.860001
2013-03-26,67.239998
2013-03-27,68.269997
2013-03-28,69.970001
2013-04-01,69.360001
2013-04-02,66.839996
2013-04-03,62.459998999999996
2013-04-04,62.389998999999996
2013-04-05,62.310001
2013-04-08,63.619999
2013-04-09,64.660004
2013-04-10,63.860001000000004
2013-04-11,62.009997999999996
2013-04-12,60.669998
2013-04-15,57.52
2013-04-16,59.279999
2013-04-17,57.990002000000004
2013-04-18,57.23
2013-04-19,57.84
2013-04-22,59.43
2013-04-23,61.150002
2013-04-24,61.82
2013-04-25,61.900002
2013-04-26,61.599998
2013-04-29,61.799999
2013-04-30,60.950001
2013-05-01,59.669998
2013-05-02,60.299999
2013-05-03,62.18
2013-05-06,63.869999
2013-05-07,64.480003
2013-05-08,63.41
2013-05-09,62.130001
2013-05-10,61.380001
2013-05-13,61.970001
2013-05-14,64.08000200000001
2013-05-15,64.949997
2013-05-16,63.84
2013-05-17,65.459999
2013-05-20,65.959999
2013-05-21,65.41999799999999
2013-05-22,65.389999
2013-05-23,65.25
2013-05-24,65.470001
2013-05-28,66.519997
2013-05-29,66.839996
2013-05-30,66.769997
2013-05-31,66.57
2013-06-03,66.08000200000001
2013-06-04,65.18
2013-06-05,63.610001000000004
2013-06-06,65.0
2013-06-07,65.870003
2013-06-10,65.110001
2013-06-11,63.959998999999996
2013-06-12,63.310001
2013-06-13,64.510002
2013-06-14,63.810001
2013-06-17,64.260002
2013-06-18,64.389999
2013-06-19,63.630001
2013-06-20,60.389998999999996
2013-06-21,59.25
2013-06-24,57.189999
2013-06-25,59.41
2013-06-26,59.720001
2013-06-27,59.220001
2013-06-28,58.91
2013-07-01,58.900002
2013-07-02,57.080002
2013-07-03,57.68
2013-07-05,57.240002000000004
2013-07-08,58.75
2013-07-09,58.509997999999996
2013-07-10,56.09
2013-07-11,57.759997999999996
2013-07-12,59.09
2013-07-15,59.23
2013-07-16,57.639998999999996
2013-07-17,58.040001000000004
2013-07-18,56.919998
2013-07-19,57.490002000000004
2013-07-22,57.959998999999996
2013-07-23,59.490002000000004
2013-07-24,58.84
2013-07-25,59.419998
2013-07-26,59.0
2013-07-29,58.959998999999996
2013-07-30,58.470001
2013-07-31,61.5
2013-08-01,60.52
2013-08-02,58.41
2013-08-05,57.799999
2013-08-06,58.310001
2013-08-07,57.959998999999996
2013-08-08,59.0
2013-08-09,58.919998
2013-08-12,58.169998
2013-08-13,59.09
2013-08-14,58.790001000000004
2013-08-15,57.150002
2013-08-16,56.299999
2013-08-19,55.34
2013-08-20,57.009997999999996
2013-08-21,57.950001
2013-08-22,58.110001000000004
2013-08-23,58.110001000000004
2013-08-26,58.130001
