Date,I
2018-04-18,9.07
2018-04-19,9.19
2018-04-20,9.31
2018-04-23,9.3
2018-04-24,10.02
2018-04-25,10.23
2018-04-26,9.99
2018-04-27,10.34
2018-04-30,9.77
2018-05-01,13.03
2018-05-02,12.31
2018-05-03,11.62
2018-05-04,12.0
2018-05-07,12.57
2018-05-08,12.38
2018-05-09,13.12
2018-05-10,12.93
2018-05-11,14.06
2018-05-14,13.67
2018-05-15,13.67
2018-05-16,13.69
2018-05-17,14.36
2018-05-18,14.12
2018-05-21,14.73
2018-05-22,14.54
2018-05-23,16.299999
2018-05-24,16.68
2018-05-25,15.29
2018-05-29,15.73
2018-05-30,16.07
2018-05-31,17.85
2018-06-01,16.99
2018-06-04,17.120001000000002
2018-06-05,17.76
2018-06-06,18.370001000000002
2018-06-07,16.700001
2018-06-08,16.530001000000002
2018-06-11,14.84
2018-06-12,15.97
2018-06-13,15.81
2018-06-14,16.83
2018-06-15,17.59
2018-06-18,16.52
2018-06-19,16.059998999999998
2018-06-20,19.32
2018-06-21,19.559998999999998
2018-06-22,17.629998999999998
2018-06-25,17.0
2018-06-26,17.360001
2018-06-27,17.200001
2018-06-28,16.540001
2018-06-29,16.66
2018-07-02,16.860001
2018-07-03,16.84
2018-07-05,17.209999
2018-07-06,17.879998999999998
2018-07-09,18.17
2018-07-10,18.280001000000002
2018-07-11,17.440001000000002
2018-07-12,19.620001000000002
2018-07-13,20.700001
2018-07-16,20.379998999999998
2018-07-17,20.18
2018-07-18,18.809998999999998
2018-07-19,19.5
2018-07-20,19.0
2018-07-23,18.620001000000002
2018-07-24,19.48
2018-07-25,19.84
2018-07-26,20.059998999999998
2018-07-27,20.27
2018-07-30,20.559998999999998
2018-07-31,19.5
2018-08-01,21.09
2018-08-02,22.280001000000002
2018-08-03,21.75
2018-08-06,23.309998999999998
2018-08-07,24.309998999999998
2018-08-08,24.49
2018-08-09,24.75
2018-08-10,24.209999
2018-08-13,22.799999
2018-08-14,23.0
2018-08-15,22.42
2018-08-16,22.85
2018-08-17,22.48
2018-08-20,22.959999
2018-08-21,23.16
2018-08-22,23.889999
2018-08-23,24.32
2018-08-24,23.889999
2018-08-27,22.57
2018-08-28,22.68
2018-08-29,22.18
2018-08-30,21.889999
2018-08-31,21.969998999999998
2018-09-04,22.92
2018-09-05,21.530001000000002
2018-09-06,21.08
2018-09-07,21.93
2018-09-10,22.620001000000002
2018-09-11,22.01
2018-09-12,22.41
2018-09-13,22.620001000000002
2018-09-14,23.280001000000002
2018-09-17,22.51
2018-09-18,22.610001
2018-09-19,22.16
2018-09-20,22.700001
2018-09-21,22.530001000000002
2018-09-24,22.700001
2018-09-25,27.059998999999998
2018-09-26,27.58
2018-09-27,29.379998999999998
2018-09-28,30.0
2018-10-01,31.02
2018-10-02,30.98
2018-10-03,33.25
2018-10-04,33.43
2018-10-05,33.369999
2018-10-08,32.759997999999996
2018-10-09,32.459998999999996
2018-10-10,29.48
2018-10-11,29.34
2018-10-12,31.440001000000002
2018-10-15,32.439999
2018-10-16,36.580002
2018-10-17,37.48
2018-10-18,35.59
2018-10-19,34.610001000000004
2018-10-22,35.02
2018-10-23,34.360001000000004
2018-10-24,32.889998999999996
2018-10-25,32.049999
2018-10-26,28.59
2018-10-29,27.450001
2018-10-30,25.629998999999998
2018-10-31,26.059998999999998
2018-11-01,27.620001000000002
2018-11-02,27.799999
2018-11-05,26.59
2018-11-06,27.469998999999998
2018-11-07,29.24
2018-11-08,28.450001
2018-11-09,26.67
2018-11-12,25.200001
2018-11-13,25.59
2018-11-14,25.26
2018-11-15,25.360001
2018-11-16,25.67
2018-11-19,23.549999
2018-11-20,22.58
2018-11-21,24.41
2018-11-23,24.52
2018-11-26,26.120001000000002
2018-11-27,27.93
2018-11-28,29.110001
2018-11-29,26.219998999999998
2018-11-30,24.870001000000002
2018-12-03,25.719998999999998
2018-12-04,23.5
2018-12-06,23.27
2018-12-07,21.57
2018-12-10,21.32
2018-12-11,21.98
2018-12-12,23.110001
2018-12-13,23.27
2018-12-14,23.0
2018-12-17,21.85
2018-12-18,21.530001000000002
2018-12-19,21.58
2018-12-20,20.51
2018-12-21,19.42
2018-12-24,18.99
2018-12-26,21.41
2018-12-27,21.0
2018-12-28,21.57
2018-12-31,21.389999
2019-01-02,22.75
2019-01-03,22.040001
2019-01-04,23.51
2019-01-07,23.709999
2019-01-08,23.360001
2019-01-09,23.870001000000002
2019-01-10,23.940001000000002
2019-01-11,23.6
2019-01-14,23.51
2019-01-15,23.389999
2019-01-16,23.219998999999998
2019-01-17,22.379998999999998
2019-01-18,21.139999
2019-01-22,21.209999
2019-01-23,21.469998999999998
2019-01-24,21.110001
2019-01-25,22.42
2019-01-28,22.790001
2019-01-29,22.700001
2019-01-30,23.4
2019-01-31,24.33
2019-02-01,24.9
2019-02-04,23.299999
2019-02-05,23.940001000000002
2019-02-06,23.58
2019-02-07,22.969998999999998
2019-02-08,23.48
2019-02-11,22.67
2019-02-12,23.299999
2019-02-13,23.0
2019-02-14,22.82
2019-02-15,23.1
2019-02-19,21.620001000000002
2019-02-20,24.059998999999998
2019-02-21,24.59
2019-02-22,23.85
2019-02-25,24.700001
2019-02-26,24.42
2019-02-27,24.719998999999998
2019-02-28,24.08
2019-03-01,23.35
2019-03-04,21.120001000000002
2019-03-05,17.76
2019-03-06,18.26
2019-03-07,18.17
2019-03-08,18.16
2019-03-11,17.690001000000002
2019-03-12,17.77
2019-03-13,17.940001000000002
2019-03-14,17.379998999999998
2019-03-15,17.17
2019-03-18,16.02
2019-03-19,17.120001000000002
2019-03-20,16.98
2019-03-21,16.09
2019-03-22,15.74
2019-03-25,15.78
2019-03-26,15.77
2019-03-27,15.61
2019-03-28,15.2
2019-03-29,15.66
2019-04-01,15.25
2019-04-02,15.35
2019-04-03,15.4
2019-04-04,16.629998999999998
2019-04-05,17.52
2019-04-08,17.860001
2019-04-09,17.549999
2019-04-10,18.24
2019-04-11,17.540001
2019-04-12,18.629998999999998
2019-04-15,18.09
2019-04-16,18.459999
2019-04-17,19.23
2019-04-18,19.5
2019-04-22,19.17
2019-04-23,19.51
2019-04-24,19.879998999999998
2019-04-25,19.91
2019-04-26,20.469998999999998
2019-04-29,20.389999
2019-04-30,20.24
2019-05-01,20.83
2019-05-02,20.75
2019-05-03,20.950001
2019-05-06,20.360001
2019-05-07,20.16
2019-05-08,20.209999
2019-05-09,20.83
2019-05-10,21.15
2019-05-13,21.870001000000002
2019-05-14,22.5
2019-05-15,21.780001000000002
2019-05-16,21.24
2019-05-17,21.01
2019-05-20,20.540001
2019-05-21,20.93
2019-05-22,21.719998999999998
2019-05-23,20.85
2019-05-24,20.620001000000002
2019-05-28,19.84
2019-05-29,19.110001
2019-05-30,18.440001000000002
2019-05-31,18.049999
2019-06-03,17.83
2019-06-04,18.280001000000002
2019-06-05,17.690001000000002
2019-06-06,18.02
2019-06-07,18.389999
2019-06-10,18.09
2019-06-11,19.4
2019-06-12,19.5
2019-06-13,19.08
2019-06-14,19.030001000000002
2019-06-17,19.610001
2019-06-18,19.9
2019-06-19,20.309998999999998
2019-06-20,20.16
2019-06-21,19.629998999999998
2019-06-24,19.610001
2019-06-25,19.110001
2019-06-26,19.59
2019-06-27,19.690001000000002
2019-06-28,19.450001
2019-07-01,19.76
2019-07-02,20.030001000000002
2019-07-03,20.120001000000002
2019-07-05,21.379998999999998
2019-07-08,20.68
2019-07-09,20.66
2019-07-10,20.450001
2019-07-11,20.43
2019-07-12,19.879998999999998
2019-07-15,19.719998999999998
2019-07-16,20.6
2019-07-17,21.0
2019-07-18,21.120001000000002
2019-07-19,20.950001
2019-07-22,21.129998999999998
2019-07-23,21.299999
2019-07-24,21.530001000000002
2019-07-25,20.870001000000002
2019-07-26,21.709999
2019-07-29,21.91
2019-07-30,21.860001
2019-07-31,22.639999
2019-08-01,21.98
2019-08-02,22.26
2019-08-05,20.790001
2019-08-06,20.959999
2019-08-07,20.82
2019-08-08,20.92
2019-08-09,20.790001
2019-08-12,20.57
2019-08-13,20.66
2019-08-14,19.25
2019-08-15,18.950001
2019-08-16,18.58
2019-08-19,18.82
2019-08-20,18.860001
2019-08-21,19.290001
2019-08-22,19.34
2019-08-23,18.4
2019-08-26,18.74
2019-08-27,19.450001
2019-08-28,20.1
2019-08-29,21.299999
2019-08-30,20.68
2019-09-03,19.389999
2019-09-04,20.01
2019-09-05,20.15
2019-09-06,20.23
2019-09-09,21.0
2019-09-10,20.959999
2019-09-11,22.110001
2019-09-12,22.91
2019-09-13,23.0
2019-09-16,23.83
2019-09-17,23.34
2019-09-18,22.91
2019-09-19,23.719998999999998
2019-09-20,23.209999
2019-09-23,23.799999
2019-09-24,23.549999
2019-09-25,24.719998999999998
2019-09-26,24.209999
2019-09-27,23.07
2019-09-30,22.799999
2019-10-01,22.67
2019-10-02,22.940001000000002
2019-10-03,23.5
2019-10-04,23.77
2019-10-07,24.01
2019-10-08,23.73
2019-10-09,23.280001000000002
2019-10-10,23.299999
2019-10-11,24.33
2019-10-14,24.98
2019-10-15,26.08
2019-10-16,26.02
2019-10-17,26.969998999999998
2019-10-18,26.459999
2019-10-21,25.92
2019-10-22,26.07
2019-10-23,25.74
2019-10-24,25.620001000000002
2019-10-25,25.620001000000002
2019-10-28,26.209999
2019-10-29,26.52
2019-10-30,25.690001000000002
2019-10-31,25.389999
2019-11-01,25.5
2019-11-04,25.969998999999998
2019-11-05,26.33
2019-11-06,23.959999
2019-11-07,24.370001000000002
2019-11-08,23.92
2019-11-11,23.27
2019-11-12,20.389999
2019-11-13,14.43
2019-11-14,12.13
2019-11-15,13.41
2019-11-18,8.03
2019-11-19,6.09
2019-11-20,7.12
2019-11-21,7.07
2019-11-22,7.11
2019-11-25,6.45
2019-11-26,6.6
2019-11-27,6.35
2019-11-29,6.08
2019-12-02,6.24
2019-12-03,6.43
2019-12-04,6.65
2019-12-05,6.05
2019-12-06,6.53
2019-12-09,6.69
2019-12-10,6.15
2019-12-11,6.35
2019-12-12,6.13
2019-12-13,6.05
2019-12-16,6.07
2019-12-17,5.96
2019-12-18,6.49
2019-12-19,6.9
2019-12-20,6.73
2019-12-23,6.81
2019-12-24,6.74
2019-12-26,6.78
2019-12-27,6.87
2019-12-30,7.15
2019-12-31,7.03
2020-01-02,7.42
2020-01-03,7.3
2020-01-06,7.35
2020-01-07,7.34
2020-01-08,7.23
2020-01-09,7.73
2020-01-10,7.78
2020-01-13,7.83
2020-01-14,7.42
2020-01-15,7.03
2020-01-16,7.27
2020-01-17,7.03
2020-01-21,6.66
2020-01-22,6.77
2020-01-23,6.37
2020-01-24,6.0
2020-01-27,5.89
2020-01-28,5.43
2020-01-29,3.78
2020-01-30,3.11
2020-01-31,3.41
2020-02-03,3.54
2020-02-04,3.97
2020-02-05,3.72
2020-02-06,3.74
2020-02-07,3.75
2020-02-10,3.35
2020-02-11,3.35
2020-02-12,3.29
2020-02-13,3.17
2020-02-14,3.1
2020-02-18,3.9
2020-02-19,4.01
2020-02-20,4.54
2020-02-21,4.5
2020-02-24,4.62
2020-02-25,4.23
2020-02-26,4.32
2020-02-27,4.06
2020-02-28,3.86
2020-03-02,3.64
2020-03-03,3.47
2020-03-04,3.13
2020-03-05,3.16
2020-03-06,2.88
2020-03-09,2.43
2020-03-10,2.54
2020-03-11,2.28
2020-03-12,1.91
2020-03-13,2.37
2020-03-16,2.01
2020-03-17,2.22
2020-03-18,1.62
2020-03-19,1.81
2020-03-20,2.06
2020-03-23,2.16
2020-03-24,2.1
2020-03-25,1.92
2020-03-26,1.92
2020-03-27,1.75
2020-03-30,1.67
2020-03-31,1.53
2020-04-01,1.29
2020-04-02,1.18
2020-04-03,1.06
2020-04-06,1.09
2020-04-07,1.05
2020-04-08,1.65
2020-04-09,1.56
2020-04-13,1.4
2020-04-14,1.1
2020-04-15,1.04
2020-04-16,1.21
2020-04-17,1.36
2020-04-20,1.26
2020-04-21,1.09
2020-04-22,1.07
2020-04-23,1.12
2020-04-24,1.15
2020-04-27,1.14
2020-04-28,1.13
2020-04-29,1.28
2020-04-30,1.25
2020-05-01,1.29
2020-05-04,1.13
2020-05-05,1.1
2020-05-06,1.03
2020-05-07,1.02
2020-05-08,1.06
