Date,ANV
2012-06-18,3684.209961
2012-06-19,3684.209961
2012-06-20,3684.209961
2012-06-21,3736.8400880000004
2012-06-22,3736.8400880000004
2012-06-25,3684.209961
2012-06-26,3684.209961
2012-06-27,3684.209961
2012-06-28,3631.580078
2012-06-29,3684.209961
2012-07-02,3631.580078
2012-07-03,3684.209961
2012-07-05,3578.9499509999996
2012-07-06,3526.320068
2012-07-09,3578.9499509999996
2012-07-10,3421.0500490000004
2012-07-11,3473.679932
2012-07-12,3421.0500490000004
2012-07-13,3578.9499509999996
2012-07-16,3631.580078
2012-07-17,3789.469971
2012-07-18,3947.3701170000004
2012-07-19,3789.469971
2012-07-20,3631.580078
2012-07-23,3526.320068
2012-07-24,3684.209961
2012-07-25,3842.110107
2012-07-26,3684.209961
2012-07-27,3736.8400880000004
2012-07-30,3736.8400880000004
2012-07-31,3631.580078
2012-08-01,3684.209961
2012-08-02,3789.469971
2012-08-03,3631.580078
2012-08-06,3684.209961
2012-08-07,3736.8400880000004
2012-08-08,3789.469971
2012-08-09,3684.209961
2012-08-10,3684.209961
2012-08-13,3789.469971
2012-08-14,3736.8400880000004
2012-08-15,3736.8400880000004
2012-08-16,3684.209961
2012-08-17,3736.8400880000004
2012-08-20,3842.110107
2012-08-21,3684.209961
2012-08-22,3578.9499509999996
2012-08-23,3421.0500490000004
2012-08-24,3578.9499509999996
2012-08-27,3736.8400880000004
2012-08-28,3578.9499509999996
2012-08-29,3578.9499509999996
2012-08-30,3631.580078
2012-08-31,3684.209961
2012-09-04,3684.209961
2012-09-05,3526.320068
2012-09-06,3578.9499509999996
2012-09-07,3736.8400880000004
2012-09-10,3578.9499509999996
2012-09-11,3421.0500490000004
2012-09-12,3263.159912
2012-09-13,3263.159912
2012-09-14,3368.419922
2012-09-17,3421.0500490000004
2012-09-18,3421.0500490000004
2012-09-19,3368.419922
2012-09-20,3526.320068
2012-09-21,3421.0500490000004
2012-09-24,3421.0500490000004
2012-09-25,3578.9499509999996
2012-09-26,3421.0500490000004
2012-09-27,3368.419922
2012-09-28,3368.419922
2012-10-01,3210.530029
2012-10-02,3368.419922
2012-10-03,3421.0500490000004
2012-10-04,3368.419922
2012-10-05,3368.419922
2012-10-08,3368.419922
2012-10-09,3526.320068
2012-10-10,3684.209961
2012-10-11,3526.320068
2012-10-12,3684.209961
2012-10-15,3684.209961
2012-10-16,3684.209961
2012-10-17,3684.209961
2012-10-18,3684.209961
2012-10-19,3684.209961
2012-10-22,3684.209961
2012-10-23,3684.209961
2012-10-24,3631.580078
2012-10-25,3578.9499509999996
2012-10-26,3631.580078
2012-10-31,3631.580078
2012-11-01,3631.580078
2012-11-02,3631.580078
2012-11-05,3631.580078
2012-11-06,3631.580078
2012-11-07,3631.580078
2012-11-08,3631.580078
2012-11-09,3578.9499509999996
2012-11-12,3578.9499509999996
2012-11-13,3421.0500490000004
2012-11-14,3578.9499509999996
2012-11-15,3578.9499509999996
2012-11-16,3473.679932
2012-11-19,3473.679932
2012-11-20,3526.320068
2012-11-21,3526.320068
2012-11-23,3526.320068
2012-11-26,3526.320068
2012-11-27,3526.320068
2012-11-28,3526.320068
2012-11-29,3526.320068
2012-11-30,3578.9499509999996
2012-12-03,3578.9499509999996
2012-12-04,3578.9499509999996
2012-12-05,3631.580078
2012-12-06,3631.580078
2012-12-07,3631.580078
2012-12-10,3789.469971
2012-12-11,3789.469971
2012-12-12,3789.469971
2012-12-13,3631.580078
2012-12-14,3631.580078
2012-12-17,3631.580078
2012-12-18,3631.580078
2012-12-19,3526.320068
2012-12-20,3526.320068
2012-12-21,3631.580078
2012-12-24,3684.209961
2012-12-26,3684.209961
2012-12-27,3684.209961
2012-12-28,3684.209961
2012-12-31,3684.209961
2013-01-02,3684.209961
2013-01-03,4000.0
2013-01-04,4052.6298829999996
2013-01-07,4052.6298829999996
2013-01-08,3578.9499509999996
2013-01-09,3578.9499509999996
2013-01-10,3578.9499509999996
2013-01-11,3578.9499509999996
2013-01-14,3578.9499509999996
2013-01-15,3578.9499509999996
2013-01-16,3578.9499509999996
2013-01-17,3578.9499509999996
2013-01-18,3578.9499509999996
2013-01-22,3578.9499509999996
2013-01-23,3578.9499509999996
2013-01-24,3578.9499509999996
2013-01-25,3578.9499509999996
2013-01-28,3578.9499509999996
2013-01-29,3578.9499509999996
2013-01-30,3578.9499509999996
2013-01-31,3578.9499509999996
2013-02-01,3421.0500490000004
2013-02-04,3421.0500490000004
2013-02-05,3421.0500490000004
2013-02-06,3631.580078
2013-02-07,3631.580078
2013-02-08,3789.469971
2013-02-11,3789.469971
2013-02-12,3789.469971
2013-02-13,3789.469971
2013-02-14,3789.469971
2013-02-15,3789.469971
2013-02-19,3789.469971
2013-02-20,3789.469971
2013-02-21,3684.209961
2013-02-22,3684.209961
2013-02-25,3842.110107
2013-02-26,3578.9499509999996
2013-02-27,3526.320068
2013-02-28,3684.209961
2013-03-01,3526.320068
2013-03-04,3368.419922
2013-03-05,3263.159912
2013-03-06,3421.0500490000004
2013-03-07,3421.0500490000004
2013-03-08,3421.0500490000004
2013-03-11,3368.419922
2013-03-12,3368.419922
2013-03-13,3473.679932
2013-03-14,3368.419922
2013-03-15,3368.419922
2013-03-18,3368.419922
2013-03-19,3421.0500490000004
2013-03-20,3368.419922
2013-03-21,3368.419922
2013-03-22,3368.419922
