Date,W
2015-08-19,43.889998999999996
2015-08-20,43.220001
2015-08-21,43.830002
2015-08-24,40.970001
2015-08-25,42.32
2015-08-26,43.049999
2015-08-27,41.740002000000004
2015-08-28,42.220001
2015-08-31,37.299999
2015-09-01,36.450001
2015-09-02,36.27
2015-09-03,34.91
2015-09-04,35.209998999999996
2015-09-08,37.59
2015-09-09,36.880001
2015-09-10,35.360001000000004
2015-09-11,33.049999
2015-09-14,32.580002
2015-09-15,32.75
2015-09-16,33.560001
2015-09-17,33.799999
2015-09-18,34.139998999999996
2015-09-21,33.990002000000004
2015-09-22,34.529999
2015-09-23,35.650002
2015-09-24,35.169998
2015-09-25,36.0
2015-09-28,36.32
2015-09-29,34.169998
2015-09-30,35.060001
2015-10-01,35.849998
2015-10-02,36.18
2015-10-05,38.099998
2015-10-06,39.349998
2015-10-07,38.259997999999996
2015-10-08,39.450001
2015-10-09,39.07
2015-10-12,38.41
2015-10-13,38.790001000000004
2015-10-14,39.57
2015-10-15,40.790001000000004
2015-10-16,42.48
2015-10-19,44.91
2015-10-20,45.380001
2015-10-21,44.959998999999996
2015-10-22,44.060001
2015-10-23,41.27
2015-10-26,40.790001000000004
2015-10-27,41.650002
2015-10-28,43.130001
2015-10-29,42.939999
2015-10-30,42.27
2015-11-02,43.599998
2015-11-03,45.139998999999996
2015-11-04,44.509997999999996
2015-11-05,43.330002
2015-11-06,44.119999
2015-11-09,45.84
2015-11-10,39.43
2015-11-11,41.57
2015-11-12,38.91
2015-11-13,36.52
2015-11-16,37.279999
2015-11-17,35.799999
2015-11-18,35.779999
2015-11-19,35.509997999999996
2015-11-20,37.279999
2015-11-23,39.689999
2015-11-24,38.119999
2015-11-25,38.049999
2015-11-27,38.16
2015-11-30,37.91
2015-12-01,37.93
2015-12-02,41.830002
2015-12-03,41.029999
2015-12-04,42.48
2015-12-07,44.75
2015-12-08,45.889998999999996
2015-12-09,45.200001
2015-12-10,47.200001
2015-12-11,44.73
2015-12-14,46.25
2015-12-15,45.950001
2015-12-16,47.119999
2015-12-17,46.869999
2015-12-18,48.380001
2015-12-21,47.98
2015-12-22,48.450001
2015-12-23,49.57
2015-12-24,47.919998
2015-12-28,48.77
2015-12-29,49.450001
2015-12-30,48.93
2015-12-31,47.619999
2016-01-04,44.189999
2016-01-05,43.459998999999996
2016-01-06,42.959998999999996
2016-01-07,41.5
2016-01-08,42.150002
2016-01-11,41.32
2016-01-12,43.950001
2016-01-13,41.220001
2016-01-14,40.029999
2016-01-15,37.810001
2016-01-19,38.400002
2016-01-20,42.139998999999996
2016-01-21,41.810001
2016-01-22,44.189999
2016-01-25,45.029999
2016-01-26,45.349998
2016-01-27,44.110001000000004
2016-01-28,44.43
2016-01-29,45.200001
2016-02-01,43.470001
2016-02-02,41.099998
2016-02-03,40.25
2016-02-04,42.310001
2016-02-05,40.32
2016-02-08,33.990002000000004
2016-02-09,31.889999
2016-02-10,34.48
2016-02-11,34.279999
2016-02-12,35.91
2016-02-16,38.57
2016-02-17,39.310001
2016-02-18,38.330002
2016-02-19,39.560001
2016-02-22,40.139998999999996
2016-02-23,40.91
2016-02-24,40.470001
2016-02-25,44.77
2016-02-26,41.290001000000004
2016-02-29,38.970001
2016-03-01,40.23
2016-03-02,43.950001
2016-03-03,45.43
2016-03-04,44.73
2016-03-07,44.09
2016-03-08,43.75
2016-03-09,43.630001
2016-03-10,43.799999
2016-03-11,45.150002
2016-03-14,42.869999
2016-03-15,42.360001000000004
2016-03-16,44.099998
2016-03-17,44.91
2016-03-18,41.709998999999996
2016-03-21,38.060001
2016-03-22,39.939999
2016-03-23,39.330002
2016-03-24,40.290001000000004
2016-03-28,40.799999
2016-03-29,43.330002
2016-03-30,40.779999
2016-03-31,43.220001
2016-04-01,43.959998999999996
2016-04-04,42.419998
2016-04-05,41.759997999999996
2016-04-06,42.169998
2016-04-07,42.189999
2016-04-08,40.41
2016-04-11,39.880001
2016-04-12,40.990002000000004
2016-04-13,42.0
2016-04-14,41.34
2016-04-15,42.400002
2016-04-18,40.790001000000004
2016-04-19,41.200001
2016-04-20,42.130001
2016-04-21,40.5
2016-04-22,40.560001
2016-04-25,39.18
2016-04-26,38.540001000000004
2016-04-27,38.959998999999996
2016-04-28,38.0
2016-04-29,37.75
2016-05-02,35.610001000000004
2016-05-03,36.040001000000004
2016-05-04,35.799999
2016-05-05,36.060001
2016-05-06,35.990002000000004
2016-05-09,39.650002
2016-05-10,38.700001
2016-05-11,38.279999
2016-05-12,37.84
2016-05-13,38.619999
2016-05-16,38.82
2016-05-17,39.830002
2016-05-18,40.130001
2016-05-19,40.0
2016-05-20,40.48
2016-05-23,40.889998999999996
2016-05-24,39.75
2016-05-25,40.360001000000004
2016-05-26,40.130001
2016-05-27,40.799999
2016-05-31,41.18
2016-06-01,40.639998999999996
2016-06-02,41.490002000000004
2016-06-03,42.040001000000004
2016-06-06,40.990002000000004
2016-06-07,41.970001
2016-06-08,42.939999
2016-06-09,40.18
2016-06-10,38.009997999999996
2016-06-13,38.0
2016-06-14,37.09
2016-06-15,38.259997999999996
2016-06-16,38.48
2016-06-17,39.150002
2016-06-20,40.23
2016-06-21,41.259997999999996
2016-06-22,41.669998
2016-06-23,42.740002000000004
2016-06-24,40.25
2016-06-27,38.84
2016-06-28,38.5
2016-06-29,39.150002
2016-06-30,39.0
2016-07-01,38.060001
2016-07-05,38.990002000000004
2016-07-06,39.93
2016-07-07,40.209998999999996
2016-07-08,40.470001
2016-07-11,40.450001
2016-07-12,41.419998
2016-07-13,40.509997999999996
2016-07-14,39.09
2016-07-15,38.790001000000004
2016-07-18,40.220001
2016-07-19,39.43
2016-07-20,40.200001
2016-07-21,39.380001
2016-07-22,39.91
2016-07-25,39.48
2016-07-26,40.299999
2016-07-27,40.25
2016-07-28,42.77
2016-07-29,43.5
2016-08-01,44.34
2016-08-02,46.450001
2016-08-03,47.689999
2016-08-04,47.549999
2016-08-05,48.029999
2016-08-08,48.25
2016-08-09,38.799999
2016-08-10,37.720001
2016-08-11,38.18
2016-08-12,38.990002000000004
2016-08-15,39.0
2016-08-16,38.049999
2016-08-17,37.389998999999996
2016-08-18,37.880001
2016-08-19,38.23
2016-08-22,37.889998999999996
2016-08-23,38.110001000000004
2016-08-24,38.119999
2016-08-25,38.139998999999996
2016-08-26,38.990002000000004
2016-08-29,38.360001000000004
2016-08-30,38.459998999999996
2016-08-31,38.509997999999996
2016-09-01,39.290001000000004
2016-09-02,38.790001000000004
2016-09-06,40.490002000000004
2016-09-07,40.599998
2016-09-08,41.389998999999996
2016-09-09,38.18
2016-09-12,38.619999
2016-09-13,37.549999
2016-09-14,39.549999
2016-09-15,40.330002
2016-09-16,42.099998
2016-09-19,41.560001
2016-09-20,42.060001
2016-09-21,42.759997999999996
2016-09-22,42.810001
2016-09-23,41.98
2016-09-26,41.240002000000004
2016-09-27,41.240002000000004
2016-09-28,40.52
2016-09-29,39.439999
2016-09-30,39.369999
2016-10-03,38.419998
2016-10-04,38.529999
2016-10-05,39.150002
2016-10-06,39.09
2016-10-07,37.990002000000004
2016-10-10,37.419998
2016-10-11,36.189999
2016-10-12,36.59
2016-10-13,36.470001
2016-10-14,35.43
2016-10-17,35.73
2016-10-18,36.419998
2016-10-19,36.720001
2016-10-20,36.259997999999996
2016-10-21,36.279999
2016-10-24,36.560001
2016-10-25,35.240002000000004
2016-10-26,34.529999
2016-10-27,34.150002
2016-10-28,33.369999
2016-10-31,33.330002
2016-11-01,32.290001000000004
2016-11-02,31.959999
2016-11-03,32.279999
2016-11-04,32.509997999999996
2016-11-07,33.650002
2016-11-08,32.259997999999996
2016-11-09,34.009997999999996
2016-11-10,35.5
2016-11-11,35.709998999999996
2016-11-14,36.09
2016-11-15,36.810001
2016-11-16,36.68
2016-11-17,35.509997999999996
2016-11-18,33.299999
2016-11-21,33.599998
2016-11-22,34.919998
2016-11-23,35.040001000000004
2016-11-25,35.02
2016-11-28,34.029999
2016-11-29,34.740002000000004
2016-11-30,36.450001
2016-12-01,36.41
2016-12-02,37.110001000000004
2016-12-05,36.720001
2016-12-06,37.02
2016-12-07,37.220001
2016-12-08,38.580002
2016-12-09,37.93
2016-12-12,38.130001
2016-12-13,38.529999
2016-12-14,38.279999
2016-12-15,38.310001
2016-12-16,37.470001
2016-12-19,37.990002000000004
2016-12-20,37.639998999999996
2016-12-21,37.189999
2016-12-22,36.400002
2016-12-23,35.25
2016-12-27,36.25
2016-12-28,35.959998999999996
2016-12-29,35.470001
2016-12-30,35.049999
2017-01-03,35.18
2017-01-04,36.48
2017-01-05,37.169998
2017-01-06,37.360001000000004
2017-01-09,38.049999
2017-01-10,41.040001000000004
2017-01-11,40.849998
2017-01-12,40.369999
2017-01-13,39.669998
2017-01-17,40.549999
2017-01-18,40.23
2017-01-19,40.119999
2017-01-20,40.150002
2017-01-23,39.880001
2017-01-24,41.07
2017-01-25,41.560001
2017-01-26,42.25
2017-01-27,42.310001
2017-01-30,41.73
2017-01-31,41.560001
2017-02-01,41.57
2017-02-02,41.82
2017-02-03,42.189999
2017-02-06,42.599998
2017-02-07,42.59
2017-02-08,42.240002000000004
2017-02-09,42.279999
2017-02-10,42.790001000000004
2017-02-13,41.91
2017-02-14,41.200001
2017-02-15,41.490002000000004
2017-02-16,40.169998
2017-02-17,40.130001
2017-02-21,40.259997999999996
2017-02-22,41.259997999999996
2017-02-23,38.580002
2017-02-24,39.299999
2017-02-27,39.130001
2017-02-28,37.810001
2017-03-01,37.880001
2017-03-02,37.23
2017-03-03,36.369999
2017-03-06,35.799999
2017-03-07,35.779999
2017-03-08,35.919998
2017-03-09,36.139998999999996
2017-03-10,36.099998
2017-03-13,37.25
2017-03-14,37.009997999999996
2017-03-15,37.740002000000004
2017-03-16,38.740002000000004
2017-03-17,38.810001
2017-03-20,39.689999
2017-03-21,38.580002
2017-03-22,38.73
2017-03-23,38.299999
2017-03-24,38.369999
2017-03-27,39.349998
2017-03-28,39.009997999999996
2017-03-29,40.25
2017-03-30,39.900002
2017-03-31,40.490002000000004
2017-04-03,41.369999
2017-04-04,41.290001000000004
2017-04-05,40.209998999999996
2017-04-06,41.59
2017-04-07,42.650002
2017-04-10,44.040001000000004
2017-04-11,44.0
2017-04-12,44.630001
2017-04-13,43.509997999999996
2017-04-17,43.84
2017-04-18,43.900002
2017-04-19,45.68
2017-04-20,45.619999
2017-04-21,45.959998999999996
2017-04-24,43.48
2017-04-25,44.220001
2017-04-26,44.07
2017-04-27,45.32
2017-04-28,45.709998999999996
2017-05-01,47.02
2017-05-02,49.0
2017-05-03,48.389998999999996
2017-05-04,48.450001
2017-05-05,48.52
2017-05-08,51.130001
2017-05-09,61.73
2017-05-10,64.160004
2017-05-11,64.540001
2017-05-12,60.68
2017-05-15,61.09
2017-05-16,61.279999
2017-05-17,61.740002000000004
2017-05-18,63.610001000000004
2017-05-19,61.919998
2017-05-22,63.860001000000004
2017-05-23,63.709998999999996
2017-05-24,64.75
2017-05-25,63.490002000000004
2017-05-26,65.0
2017-05-30,64.089996
2017-05-31,62.950001
2017-06-01,66.480003
2017-06-02,68.18
2017-06-05,68.589996
2017-06-06,69.529999
2017-06-07,68.93
2017-06-08,73.160004
2017-06-09,70.07
2017-06-12,70.550003
2017-06-13,70.559998
2017-06-14,71.779999
2017-06-15,74.110001
2017-06-16,76.16999799999999
2017-06-19,73.459999
2017-06-20,74.5
2017-06-21,75.410004
2017-06-22,76.32
2017-06-23,76.980003
2017-06-26,75.849998
2017-06-27,75.269997
2017-06-28,76.029999
2017-06-29,74.029999
2017-06-30,76.879997
2017-07-03,74.459999
2017-07-05,75.480003
2017-07-06,74.239998
2017-07-07,74.059998
2017-07-10,73.720001
2017-07-11,75.220001
2017-07-12,75.589996
2017-07-13,78.16999799999999
2017-07-14,76.739998
2017-07-17,75.050003
2017-07-18,75.720001
2017-07-19,75.82
2017-07-20,76.75
2017-07-21,76.059998
2017-07-24,76.160004
2017-07-25,76.910004
2017-07-26,79.360001
2017-07-27,77.050003
2017-07-28,78.199997
2017-07-31,76.349998
2017-08-01,75.779999
2017-08-02,73.83000200000001
2017-08-03,77.33000200000001
2017-08-04,80.360001
2017-08-07,80.57
2017-08-08,75.519997
2017-08-09,72.82
2017-08-10,69.010002
2017-08-11,69.690002
2017-08-14,70.809998
2017-08-15,70.849998
2017-08-16,70.68
2017-08-17,67.07
2017-08-18,66.870003
2017-08-21,66.0
2017-08-22,67.510002
2017-08-23,67.400002
2017-08-24,67.190002
2017-08-25,69.199997
2017-08-28,68.559998
2017-08-29,68.290001
2017-08-30,69.779999
2017-08-31,71.010002
2017-09-01,72.459999
2017-09-05,73.629997
2017-09-06,73.059998
2017-09-07,73.800003
2017-09-08,77.230003
2017-09-11,77.08000200000001
2017-09-12,82.379997
2017-09-13,80.970001
2017-09-14,80.230003
2017-09-15,79.760002
2017-09-18,80.290001
2017-09-19,79.91999799999999
2017-09-20,83.769997
2017-09-21,81.75
2017-09-22,74.589996
2017-09-25,71.230003
2017-09-26,68.440002
2017-09-27,70.269997
2017-09-28,70.470001
2017-09-29,67.400002
2017-10-02,68.459999
2017-10-03,72.800003
2017-10-04,73.029999
2017-10-05,71.16999799999999
2017-10-06,68.989998
2017-10-09,68.279999
2017-10-10,65.949997
2017-10-11,66.220001
2017-10-12,69.18
2017-10-13,71.41999799999999
2017-10-16,69.730003
2017-10-17,67.760002
2017-10-18,67.129997
2017-10-19,67.150002
2017-10-20,68.040001
2017-10-23,67.099998
2017-10-24,66.449997
2017-10-25,64.519997
2017-10-26,63.830002
2017-10-27,67.550003
2017-10-30,69.660004
2017-10-31,69.900002
2017-11-01,74.410004
2017-11-02,62.84
2017-11-03,67.5
2017-11-06,64.050003
2017-11-07,60.259997999999996
2017-11-08,57.849998
2017-11-09,57.970001
2017-11-10,61.57
2017-11-13,62.540001000000004
2017-11-14,64.900002
2017-11-15,63.450001
2017-11-16,65.900002
2017-11-17,66.389999
2017-11-20,66.68
2017-11-21,68.089996
2017-11-22,68.25
2017-11-24,69.050003
2017-11-27,68.760002
2017-11-28,70.07
2017-11-29,67.870003
2017-11-30,69.989998
2017-12-01,70.230003
2017-12-04,71.900002
2017-12-05,72.58000200000001
2017-12-06,73.769997
2017-12-07,74.91999799999999
2017-12-08,73.949997
2017-12-11,74.589996
2017-12-12,72.449997
2017-12-13,75.83000200000001
2017-12-14,76.18
2017-12-15,79.260002
2017-12-18,83.08000200000001
2017-12-19,81.690002
2017-12-20,81.58000200000001
2017-12-21,78.889999
2017-12-22,79.529999
2017-12-26,81.279999
2017-12-27,81.099998
2017-12-28,80.910004
2017-12-29,80.269997
2018-01-02,81.019997
2018-01-03,78.449997
2018-01-04,79.300003
2018-01-05,80.75
2018-01-08,83.050003
2018-01-09,81.25
2018-01-10,82.959999
2018-01-11,85.389999
2018-01-12,85.58000200000001
2018-01-16,84.5
2018-01-17,85.559998
2018-01-18,85.559998
2018-01-19,87.839996
2018-01-22,90.639999
2018-01-23,90.18
2018-01-24,90.839996
2018-01-25,91.160004
2018-01-26,93.300003
2018-01-29,94.360001
2018-01-30,92.980003
2018-01-31,92.010002
2018-02-01,91.730003
2018-02-02,90.779999
2018-02-05,89.269997
2018-02-06,91.989998
2018-02-07,91.129997
2018-02-08,88.980003
2018-02-09,90.68
2018-02-12,92.019997
2018-02-13,92.550003
2018-02-14,97.07
2018-02-15,96.760002
2018-02-16,97.519997
2018-02-20,96.300003
2018-02-21,95.690002
2018-02-22,73.949997
2018-02-23,75.25
2018-02-26,75.010002
2018-02-27,76.269997
2018-02-28,77.41999799999999
2018-03-01,79.279999
2018-03-02,80.339996
2018-03-05,81.220001
2018-03-06,83.129997
2018-03-07,84.639999
2018-03-08,85.370003
2018-03-09,86.260002
2018-03-12,85.0
2018-03-13,84.360001
2018-03-14,84.860001
2018-03-15,83.959999
2018-03-16,78.949997
2018-03-19,76.529999
2018-03-20,76.5
2018-03-21,72.449997
2018-03-22,69.269997
2018-03-23,67.58000200000001
2018-03-26,68.010002
2018-03-27,66.540001
2018-03-28,65.139999
2018-03-29,67.529999
2018-04-02,62.66
2018-04-03,65.790001
2018-04-04,67.349998
2018-04-05,68.120003
2018-04-06,66.639999
2018-04-09,67.150002
2018-04-10,68.449997
2018-04-11,67.66999799999999
2018-04-12,67.720001
2018-04-13,66.809998
2018-04-16,65.860001
2018-04-17,68.239998
2018-04-18,69.68
2018-04-19,69.120003
2018-04-20,69.910004
2018-04-23,73.239998
2018-04-24,68.769997
2018-04-25,67.470001
2018-04-26,67.75
2018-04-27,66.610001
2018-04-30,62.299999
2018-05-01,65.16999799999999
2018-05-02,74.07
2018-05-03,76.16999799999999
2018-05-04,80.129997
2018-05-07,82.160004
2018-05-08,84.529999
2018-05-09,83.239998
2018-05-10,83.650002
2018-05-11,84.709999
2018-05-14,83.730003
2018-05-15,84.589996
2018-05-16,85.050003
2018-05-17,85.760002
2018-05-18,85.720001
2018-05-21,85.529999
2018-05-22,84.660004
2018-05-23,85.489998
2018-05-24,86.519997
2018-05-25,89.849998
2018-05-29,90.980003
2018-05-30,94.620003
2018-05-31,92.349998
2018-06-01,94.989998
2018-06-04,98.099998
2018-06-05,100.440002
2018-06-06,105.209999
2018-06-07,101.650002
2018-06-08,105.410004
2018-06-11,103.970001
2018-06-12,108.139999
2018-06-13,107.43
2018-06-14,109.5
2018-06-15,110.870003
2018-06-18,113.82
2018-06-19,113.870003
2018-06-20,116.160004
2018-06-21,114.279999
2018-06-22,114.839996
2018-06-25,109.809998
2018-06-26,112.209999
2018-06-27,111.459999
2018-06-28,118.639999
2018-06-29,118.760002
2018-07-02,115.910004
2018-07-03,115.940002
2018-07-05,117.82
2018-07-06,121.739998
2018-07-09,121.120003
2018-07-10,120.699997
2018-07-11,117.16999799999999
2018-07-12,118.059998
2018-07-13,119.16999799999999
2018-07-16,120.769997
2018-07-17,124.650002
2018-07-18,124.25
2018-07-19,125.610001
2018-07-20,126.5
2018-07-23,126.879997
2018-07-24,122.489998
2018-07-25,125.970001
2018-07-26,118.470001
2018-07-27,115.5
2018-07-30,109.66999799999999
2018-07-31,108.82
2018-08-01,107.230003
2018-08-02,115.32
2018-08-03,111.639999
2018-08-06,114.5
2018-08-07,114.949997
2018-08-08,115.769997
2018-08-09,119.720001
2018-08-10,123.389999
2018-08-13,122.269997
2018-08-14,122.239998
2018-08-15,119.43
2018-08-16,118.68
2018-08-17,119.309998
2018-08-20,121.989998
2018-08-21,124.949997
2018-08-22,127.339996
2018-08-23,130.820007
2018-08-24,128.529999
2018-08-27,128.740005
2018-08-28,130.639999
2018-08-29,131.800003
2018-08-30,132.96000700000002
2018-08-31,135.169998
2018-09-04,138.860001
2018-09-05,133.46000700000002
2018-09-06,132.949997
2018-09-07,133.860001
2018-09-10,138.779999
2018-09-11,143.96000700000002
2018-09-12,149.5
2018-09-13,148.03999299999998
2018-09-14,149.919998
2018-09-17,142.229996
2018-09-18,143.259995
2018-09-19,139.029999
2018-09-20,137.610001
2018-09-21,133.979996
2018-09-24,137.679993
2018-09-25,141.139999
2018-09-26,141.720001
2018-09-27,145.619995
2018-09-28,147.669998
2018-10-01,143.639999
2018-10-02,134.779999
2018-10-03,138.130005
2018-10-04,133.169998
2018-10-05,132.899994
2018-10-08,129.119995
2018-10-09,127.709999
2018-10-10,119.589996
2018-10-11,116.0
2018-10-12,122.66999799999999
2018-10-15,121.050003
2018-10-16,125.110001
2018-10-17,124.709999
2018-10-18,123.260002
2018-10-19,122.529999
2018-10-22,124.68
2018-10-23,119.879997
2018-10-24,110.059998
2018-10-25,115.660004
2018-10-26,108.730003
2018-10-29,102.599998
2018-10-30,106.449997
2018-10-31,110.290001
2018-11-01,96.160004
2018-11-02,92.959999
2018-11-05,97.040001
2018-11-06,93.5
2018-11-07,97.93
2018-11-08,98.050003
2018-11-09,93.410004
2018-11-12,91.58000200000001
2018-11-13,92.709999
2018-11-14,87.849998
2018-11-15,89.0
2018-11-16,87.790001
2018-11-19,82.599998
2018-11-20,84.550003
2018-11-21,88.160004
2018-11-23,88.440002
2018-11-26,91.5
2018-11-27,91.599998
2018-11-28,104.889999
2018-11-29,105.389999
2018-11-30,106.199997
2018-12-03,112.290001
2018-12-04,108.239998
2018-12-06,111.019997
2018-12-07,104.769997
2018-12-10,108.290001
2018-12-11,107.870003
2018-12-12,107.870003
2018-12-13,103.949997
2018-12-14,103.290001
2018-12-17,93.449997
2018-12-18,93.25
2018-12-19,90.410004
2018-12-20,85.120003
2018-12-21,82.139999
2018-12-24,80.440002
2018-12-26,89.809998
2018-12-27,92.16999799999999
2018-12-28,90.739998
2018-12-31,90.08000200000001
2019-01-02,90.470001
2019-01-03,84.58000200000001
2019-01-04,90.059998
2019-01-07,95.550003
2019-01-08,96.760002
2019-01-09,98.32
2019-01-10,99.230003
2019-01-11,96.400002
2019-01-14,93.660004
2019-01-15,93.870003
2019-01-16,95.709999
2019-01-17,96.519997
2019-01-18,102.139999
2019-01-22,97.239998
2019-01-23,95.980003
2019-01-24,99.860001
2019-01-25,102.190002
2019-01-28,104.470001
2019-01-29,104.220001
2019-01-30,107.790001
2019-01-31,109.459999
2019-02-01,109.989998
2019-02-04,113.610001
2019-02-05,117.0
2019-02-06,119.650002
2019-02-07,116.610001
2019-02-08,120.41999799999999
2019-02-11,119.440002
2019-02-12,120.91999799999999
2019-02-13,119.769997
2019-02-14,120.08000200000001
2019-02-15,122.110001
2019-02-19,120.129997
2019-02-20,117.989998
2019-02-21,117.279999
2019-02-22,149.949997
2019-02-25,160.279999
2019-02-26,163.509995
2019-02-27,163.850006
2019-02-28,165.679993
2019-03-01,169.830002
2019-03-04,166.490005
2019-03-05,166.229996
2019-03-06,164.970001
2019-03-07,163.270004
2019-03-08,165.100006
2019-03-11,170.169998
2019-03-12,171.570007
2019-03-13,168.720001
2019-03-14,165.320007
2019-03-15,166.009995
2019-03-18,169.25
2019-03-19,168.320007
2019-03-20,171.139999
2019-03-21,171.369995
2019-03-22,158.5
2019-03-25,161.550003
2019-03-26,158.5
2019-03-27,150.320007
2019-03-28,149.78999299999998
2019-03-29,148.449997
2019-04-01,149.0
2019-04-02,149.389999
2019-04-03,156.03999299999998
2019-04-04,155.029999
2019-04-05,152.5
2019-04-08,149.919998
2019-04-09,145.630005
2019-04-10,146.940002
2019-04-11,147.520004
