Date,NWSA
2018-05-07,16.389999
2018-05-08,16.370001000000002
2018-05-09,16.51
2018-05-10,16.59
2018-05-11,15.18
2018-05-14,15.82
2018-05-15,15.79
2018-05-16,15.89
2018-05-17,15.74
2018-05-18,15.63
2018-05-21,15.7
2018-05-22,15.61
2018-05-23,15.48
2018-05-24,15.52
2018-05-25,15.58
2018-05-29,15.08
2018-05-30,15.4
2018-05-31,15.03
2018-06-01,15.21
2018-06-04,15.29
2018-06-05,15.62
2018-06-06,15.7
2018-06-07,15.66
2018-06-08,15.82
2018-06-11,15.87
2018-06-12,16.0
2018-06-13,15.85
2018-06-14,16.02
2018-06-15,15.98
2018-06-18,16.059998999999998
2018-06-19,15.95
2018-06-20,16.01
2018-06-21,15.79
2018-06-22,15.82
2018-06-25,15.54
2018-06-26,15.52
2018-06-27,15.44
2018-06-28,15.53
2018-06-29,15.5
2018-07-02,15.15
2018-07-03,15.28
2018-07-05,15.28
2018-07-06,15.4
2018-07-09,15.5
2018-07-10,15.77
2018-07-11,15.55
2018-07-12,15.56
2018-07-13,15.59
2018-07-16,15.41
2018-07-17,15.38
2018-07-18,15.55
2018-07-19,15.49
2018-07-20,15.28
2018-07-23,15.27
2018-07-24,15.05
2018-07-25,15.17
2018-07-26,15.09
2018-07-27,14.89
2018-07-30,14.95
2018-07-31,15.07
2018-08-01,15.07
2018-08-02,15.01
2018-08-03,15.08
2018-08-06,15.12
2018-08-07,15.14
2018-08-08,15.14
2018-08-09,15.26
2018-08-10,13.2
2018-08-13,13.58
2018-08-14,13.69
2018-08-15,13.67
2018-08-16,13.9
2018-08-17,13.9
2018-08-20,13.57
2018-08-21,13.57
2018-08-22,13.65
2018-08-23,13.41
2018-08-24,13.4
2018-08-27,13.25
2018-08-28,13.21
2018-08-29,13.34
2018-08-30,13.22
2018-08-31,13.07
2018-09-04,12.92
2018-09-05,12.88
2018-09-06,12.7
2018-09-07,12.66
2018-09-10,12.62
2018-09-11,12.53
2018-09-12,12.36
2018-09-13,12.5
2018-09-14,12.44
2018-09-17,12.27
2018-09-18,12.42
2018-09-19,12.52
2018-09-20,12.62
2018-09-21,12.81
2018-09-24,12.75
2018-09-25,12.91
2018-09-26,12.85
2018-09-27,12.88
2018-09-28,13.19
2018-10-01,13.1
2018-10-02,13.07
2018-10-03,13.38
2018-10-04,13.33
2018-10-05,13.29
2018-10-08,13.32
2018-10-09,13.48
2018-10-10,12.77
2018-10-11,12.7
2018-10-12,12.82
2018-10-15,12.99
2018-10-16,13.14
2018-10-17,13.21
2018-10-18,13.14
2018-10-19,13.13
2018-10-22,13.19
2018-10-23,13.09
2018-10-24,12.85
2018-10-25,12.86
2018-10-26,12.67
2018-10-29,12.47
2018-10-30,12.82
2018-10-31,13.19
2018-11-01,13.13
2018-11-02,13.17
2018-11-05,13.16
2018-11-06,13.27
2018-11-07,13.43
2018-11-08,14.14
2018-11-09,14.24
2018-11-12,13.69
2018-11-13,13.66
2018-11-14,13.81
2018-11-15,13.57
2018-11-16,13.57
2018-11-19,13.3
2018-11-20,12.6
2018-11-21,12.59
2018-11-23,12.61
2018-11-26,13.03
2018-11-27,12.87
2018-11-28,13.13
2018-11-29,13.21
2018-11-30,12.98
2018-12-03,13.3
2018-12-04,12.89
2018-12-06,12.47
2018-12-07,12.36
2018-12-10,12.53
2018-12-11,12.46
2018-12-12,12.73
2018-12-13,12.6
2018-12-14,12.25
2018-12-17,12.07
2018-12-18,11.97
2018-12-19,11.84
2018-12-20,11.34
2018-12-21,11.04
2018-12-24,10.87
2018-12-26,11.18
2018-12-27,11.21
2018-12-28,11.25
2018-12-31,11.35
2019-01-02,11.39
2019-01-03,11.28
2019-01-04,11.77
2019-01-07,11.98
2019-01-08,12.16
2019-01-09,12.21
2019-01-10,12.18
2019-01-11,12.24
2019-01-14,12.29
2019-01-15,12.38
2019-01-16,12.38
2019-01-17,12.44
2019-01-18,12.52
2019-01-22,12.35
2019-01-23,12.17
2019-01-24,12.44
2019-01-25,12.69
2019-01-28,12.63
2019-01-29,12.72
2019-01-30,12.67
2019-01-31,12.83
2019-02-01,12.74
2019-02-04,12.87
2019-02-05,12.98
2019-02-06,12.92
2019-02-07,12.71
2019-02-08,12.46
2019-02-11,12.22
2019-02-12,12.4
2019-02-13,12.44
2019-02-14,12.5
2019-02-15,12.75
2019-02-19,12.76
2019-02-20,12.88
2019-02-21,12.8
2019-02-22,12.98
2019-02-25,13.02
2019-02-26,13.02
2019-02-27,13.04
2019-02-28,13.02
2019-03-01,13.25
2019-03-04,13.24
2019-03-05,13.18
2019-03-06,13.12
2019-03-07,12.9
2019-03-08,12.8
2019-03-11,13.04
2019-03-12,12.87
2019-03-13,12.74
2019-03-14,12.64
2019-03-15,12.64
2019-03-18,12.62
2019-03-19,12.54
2019-03-20,12.6
2019-03-21,12.85
2019-03-22,12.63
2019-03-25,12.56
2019-03-26,12.42
2019-03-27,12.31
2019-03-28,12.38
2019-03-29,12.44
2019-04-01,12.52
2019-04-02,12.44
2019-04-03,12.49
2019-04-04,12.5
2019-04-05,12.55
2019-04-08,12.52
2019-04-09,12.52
2019-04-10,12.65
2019-04-11,12.54
2019-04-12,12.65
2019-04-15,12.54
2019-04-16,12.67
2019-04-17,12.59
2019-04-18,12.52
2019-04-22,12.44
2019-04-23,12.5
2019-04-24,12.51
2019-04-25,12.35
2019-04-26,12.46
2019-04-29,12.44
2019-04-30,12.42
2019-05-01,12.37
2019-05-02,12.26
2019-05-03,12.34
2019-05-06,12.03
2019-05-07,11.57
2019-05-08,11.42
2019-05-09,11.43
2019-05-10,11.9
2019-05-13,11.46
2019-05-14,11.52
2019-05-15,11.57
2019-05-16,11.53
2019-05-17,11.41
2019-05-20,11.59
2019-05-21,11.8
2019-05-22,11.76
2019-05-23,11.79
2019-05-24,11.78
2019-05-28,11.78
2019-05-29,11.61
2019-05-30,11.45
2019-05-31,11.39
2019-06-03,11.42
2019-06-04,11.58
2019-06-05,11.62
2019-06-06,11.6
2019-06-07,11.72
2019-06-10,11.77
2019-06-11,11.8
2019-06-12,11.74
2019-06-13,11.79
2019-06-14,11.83
2019-06-17,12.24
2019-06-18,12.89
2019-06-19,13.37
2019-06-20,13.56
2019-06-21,13.53
2019-06-24,13.32
2019-06-25,13.25
2019-06-26,13.3
2019-06-27,13.43
2019-06-28,13.49
2019-07-01,13.6
2019-07-02,13.51
2019-07-03,13.45
2019-07-05,13.46
2019-07-08,13.29
2019-07-09,13.3
2019-07-10,13.3
2019-07-11,13.22
2019-07-12,13.31
2019-07-15,13.36
2019-07-16,13.58
2019-07-17,13.22
2019-07-18,13.28
2019-07-19,13.14
2019-07-22,13.26
2019-07-23,13.38
2019-07-24,13.57
2019-07-25,13.37
2019-07-26,13.43
2019-07-29,13.38
2019-07-30,13.38
2019-07-31,13.16
2019-08-01,13.03
2019-08-02,12.98
2019-08-05,12.76
2019-08-06,12.9
2019-08-07,12.79
2019-08-08,13.03
2019-08-09,13.7
2019-08-12,14.03
2019-08-13,14.04
2019-08-14,13.38
2019-08-15,13.65
2019-08-16,13.76
2019-08-19,13.99
2019-08-20,13.92
2019-08-21,14.1
2019-08-22,14.15
2019-08-23,13.54
2019-08-26,13.66
2019-08-27,13.51
2019-08-28,13.72
2019-08-29,13.8
2019-08-30,13.75
2019-09-03,13.55
2019-09-04,13.89
2019-09-05,14.0
2019-09-06,14.11
2019-09-09,14.37
2019-09-10,14.51
2019-09-11,14.55
2019-09-12,14.42
2019-09-13,14.55
2019-09-16,14.08
2019-09-17,14.25
2019-09-18,14.24
2019-09-19,13.95
2019-09-20,13.94
2019-09-23,14.01
2019-09-24,13.93
2019-09-25,14.04
2019-09-26,13.93
2019-09-27,13.86
2019-09-30,13.92
2019-10-01,13.88
2019-10-02,13.75
2019-10-03,13.69
2019-10-04,13.86
2019-10-07,13.71
2019-10-08,12.97
2019-10-09,13.08
2019-10-10,13.18
2019-10-11,13.5
2019-10-14,13.53
2019-10-15,13.42
2019-10-16,13.66
2019-10-17,13.67
2019-10-18,13.47
2019-10-21,13.65
2019-10-22,13.84
2019-10-23,13.85
2019-10-24,13.81
2019-10-25,13.8
2019-10-28,13.89
2019-10-29,13.96
2019-10-30,13.64
2019-10-31,13.71
2019-11-01,13.76
2019-11-04,13.81
2019-11-05,13.75
2019-11-06,13.55
2019-11-07,13.32
2019-11-08,12.9
2019-11-11,13.15
2019-11-12,13.12
2019-11-13,13.11
2019-11-14,12.91
2019-11-15,12.99
2019-11-18,12.89
2019-11-19,12.88
2019-11-20,12.73
2019-11-21,12.57
2019-11-22,12.71
2019-11-25,12.86
2019-11-26,13.04
2019-11-27,13.07
2019-11-29,12.88
2019-12-02,12.88
2019-12-03,12.67
2019-12-04,12.84
2019-12-05,13.0
2019-12-06,13.21
2019-12-09,13.23
2019-12-10,13.21
2019-12-11,13.31
2019-12-12,13.79
2019-12-13,13.59
2019-12-16,13.73
2019-12-17,13.79
2019-12-18,14.06
2019-12-19,13.92
2019-12-20,13.95
2019-12-23,14.0
2019-12-24,13.98
2019-12-26,14.17
2019-12-27,14.15
2019-12-30,14.07
2019-12-31,14.14
2020-01-02,14.44
2020-01-03,14.4
2020-01-06,14.36
2020-01-07,14.5
2020-01-08,14.54
2020-01-09,14.43
2020-01-10,14.35
2020-01-13,14.57
2020-01-14,14.67
2020-01-15,14.79
2020-01-16,14.91
2020-01-17,14.91
2020-01-21,14.49
2020-01-22,14.45
2020-01-23,14.35
2020-01-24,13.94
2020-01-27,13.66
2020-01-28,13.51
2020-01-29,13.37
2020-01-30,13.65
2020-01-31,13.62
2020-02-03,13.64
2020-02-04,13.81
2020-02-05,14.09
2020-02-06,14.47
2020-02-07,14.19
2020-02-10,13.76
2020-02-11,14.13
2020-02-12,14.44
2020-02-13,14.4
2020-02-14,14.6
2020-02-18,14.5
2020-02-19,14.61
2020-02-20,14.55
2020-02-21,14.34
2020-02-24,13.61
2020-02-25,12.86
2020-02-26,12.33
2020-02-27,11.93
2020-02-28,12.08
2020-03-02,12.43
2020-03-03,11.84
2020-03-04,11.77
2020-03-05,11.07
2020-03-06,11.02
2020-03-09,10.14
2020-03-10,10.8
2020-03-11,10.09
2020-03-12,9.22
2020-03-13,10.47
2020-03-16,10.14
2020-03-17,10.88
2020-03-18,9.88
2020-03-19,9.67
2020-03-20,9.02
2020-03-23,8.23
2020-03-24,8.68
2020-03-25,8.72
2020-03-26,9.16
2020-03-27,8.53
2020-03-30,8.82
2020-03-31,8.98
2020-04-01,8.64
2020-04-02,8.2
2020-04-03,8.18
2020-04-06,8.93
2020-04-07,8.79
2020-04-08,8.95
2020-04-09,9.49
2020-04-13,9.39
2020-04-14,9.41
2020-04-15,8.93
2020-04-16,8.44
2020-04-17,8.9
2020-04-20,8.77
2020-04-21,8.44
2020-04-22,8.44
2020-04-23,8.68
2020-04-24,8.83
2020-04-27,9.46
2020-04-28,9.81
2020-04-29,10.5
2020-04-30,9.91
2020-05-01,9.48
2020-05-04,9.64
2020-05-05,9.55
2020-05-06,9.67
2020-05-07,9.65
2020-05-08,10.93
