日期,GDP
1987-08-01,3.45957255534883
1987-07-01,3.45957255534883
1987-06-01,3.45957255534883
1987-05-01,3.45957255534883
1987-04-01,3.45957255534883
1987-03-01,3.45957255534883
1987-02-01,3.45957255534883
1987-01-01,3.45957255534883
1986-12-01,3.46265171279892
1986-11-01,3.46265171279892
1986-10-01,3.46265171279892
1986-09-01,3.46265171279892
1986-08-01,3.46265171279892
1986-07-01,3.46265171279892
1986-06-01,3.46265171279892
1986-05-01,3.46265171279892
1986-04-01,3.46265171279892
1986-03-01,3.46265171279892
1986-02-01,3.46265171279892
1986-01-01,3.46265171279892
1985-12-01,4.169655954302430
1985-11-01,4.169655954302430
1985-10-01,4.169655954302430
1985-09-01,4.169655954302430
1985-08-01,4.169655954302430
1985-07-01,4.169655954302430
1985-06-01,4.169655954302430
1985-05-01,4.169655954302430
1985-04-01,4.169655954302430
1985-03-01,4.169655954302430
1985-02-01,4.169655954302430
1985-01-01,4.169655954302430
1984-12-01,7.236619993573850
1984-11-01,7.236619993573850
1984-10-01,7.236619993573850
1984-09-01,7.236619993573850
1984-08-01,7.236619993573850
1984-07-01,7.236619993573850
1984-06-01,7.236619993573850
1984-05-01,7.236619993573850
1984-04-01,7.236619993573850
1984-03-01,7.236619993573850
1984-02-01,7.236619993573850
1984-01-01,7.236619993573850
1983-12-01,4.5839273156610100
1983-11-01,4.5839273156610100
1983-10-01,4.5839273156610100
1983-09-01,4.5839273156610100
1983-08-01,4.5839273156610100
1983-07-01,4.5839273156610100
1983-06-01,4.5839273156610100
1983-05-01,4.5839273156610100
1983-04-01,4.5839273156610100
1983-03-01,4.5839273156610100
1983-02-01,4.5839273156610100
1983-01-01,4.5839273156610100
1982-12-01,-1.80287445271176
1982-11-01,-1.80287445271176
1982-10-01,-1.80287445271176
1982-09-01,-1.80287445271176
1982-08-01,-1.80287445271176
1982-07-01,-1.80287445271176
1982-06-01,-1.80287445271176
1982-05-01,-1.80287445271176
1982-04-01,-1.80287445271176
1982-03-01,-1.80287445271176
1982-02-01,-1.80287445271176
1982-01-01,-1.80287445271176
1981-12-01,2.53771869780746
1981-11-01,2.53771869780746
1981-10-01,2.53771869780746
1981-09-01,2.53771869780746
1981-08-01,2.53771869780746
1981-07-01,2.53771869780746
1981-06-01,2.53771869780746
1981-05-01,2.53771869780746
1981-04-01,2.53771869780746
1981-03-01,2.53771869780746
1981-02-01,2.53771869780746
1981-01-01,2.53771869780746
1980-12-01,-0.256751930992138
1980-11-01,-0.256751930992138
1980-10-01,-0.256751930992138
1980-09-01,-0.256751930992138
1980-08-01,-0.256751930992138
1980-07-01,-0.256751930992138
1980-06-01,-0.256751930992138
1980-05-01,-0.256751930992138
1980-04-01,-0.256751930992138
1980-03-01,-0.256751930992138
1980-02-01,-0.256751930992138
1980-01-01,-0.256751930992138
1979-12-01,3.16615027095321
1979-11-01,3.16615027095321
1979-10-01,3.16615027095321
1979-09-01,3.16615027095321
1979-08-01,3.16615027095321
1979-07-01,3.16615027095321
1979-06-01,3.16615027095321
1979-05-01,3.16615027095321
1979-04-01,3.16615027095321
1979-03-01,3.16615027095321
1979-02-01,3.16615027095321
1979-01-01,3.16615027095321
1978-12-01,5.53530269328533
1978-11-01,5.53530269328533
1978-10-01,5.53530269328533
1978-09-01,5.53530269328533
1978-08-01,5.53530269328533
1978-07-01,5.53530269328533
1978-06-01,5.53530269328533
1978-05-01,5.53530269328533
1978-04-01,5.53530269328533
1978-03-01,5.53530269328533
1978-02-01,5.53530269328533
1978-01-01,5.53530269328533
1977-12-01,4.6241592068368900
1977-11-01,4.6241592068368900
1977-10-01,4.6241592068368900
1977-09-01,4.6241592068368900
1977-08-01,4.6241592068368900
1977-07-01,4.6241592068368900
1977-06-01,4.6241592068368900
1977-05-01,4.6241592068368900
1977-04-01,4.6241592068368900
1977-03-01,4.6241592068368900
1977-02-01,4.6241592068368900
1977-01-01,4.6241592068368900
1976-12-01,5.38813922657351
1976-11-01,5.38813922657351
1976-10-01,5.38813922657351
1976-09-01,5.38813922657351
1976-08-01,5.38813922657351
1976-07-01,5.38813922657351
1976-06-01,5.38813922657351
1976-05-01,5.38813922657351
1976-04-01,5.38813922657351
1976-03-01,5.38813922657351
1976-02-01,5.38813922657351
1976-01-01,5.38813922657351
1975-12-01,-0.2054640121342
1975-11-01,-0.2054640121342
1975-10-01,-0.2054640121342
1975-09-01,-0.2054640121342
1975-08-01,-0.2054640121342
1975-07-01,-0.2054640121342
1975-06-01,-0.2054640121342
1975-05-01,-0.2054640121342
1975-04-01,-0.2054640121342
1975-03-01,-0.2054640121342
1975-02-01,-0.2054640121342
1975-01-01,-0.2054640121342
1974-12-01,-0.540546529074902
1974-11-01,-0.540546529074902
1974-10-01,-0.540546529074902
1974-09-01,-0.540546529074902
1974-08-01,-0.540546529074902
1974-07-01,-0.540546529074902
1974-06-01,-0.540546529074902
1974-05-01,-0.540546529074902
1974-04-01,-0.540546529074902
1974-03-01,-0.540546529074902
1974-02-01,-0.540546529074902
1974-01-01,-0.540546529074902
1973-12-01,5.645719470374730
1973-11-01,5.645719470374730
1973-10-01,5.645719470374730
1973-09-01,5.645719470374730
1973-08-01,5.645719470374730
1973-07-01,5.645719470374730
1973-06-01,5.645719470374730
1973-05-01,5.645719470374730
1973-04-01,5.645719470374730
1973-03-01,5.645719470374730
1973-02-01,5.645719470374730
1973-01-01,5.645719470374730
1972-12-01,5.25889535776155
1972-11-01,5.25889535776155
1972-10-01,5.25889535776155
1972-09-01,5.25889535776155
1972-08-01,5.25889535776155
1972-07-01,5.25889535776155
1972-06-01,5.25889535776155
1972-05-01,5.25889535776155
1972-04-01,5.25889535776155
1972-03-01,5.25889535776155
1972-02-01,5.25889535776155
1972-01-01,5.25889535776155
1971-12-01,3.29336237777143
1971-11-01,3.29336237777143
1971-10-01,3.29336237777143
1971-09-01,3.29336237777143
1971-08-01,3.29336237777143
1971-07-01,3.29336237777143
1971-06-01,3.29336237777143
1971-05-01,3.29336237777143
1971-04-01,3.29336237777143
1971-03-01,3.29336237777143
1971-02-01,3.29336237777143
1971-01-01,3.29336237777143
1970-12-01,-0.254079592763304
1970-11-01,-0.254079592763304
1970-10-01,-0.254079592763304
1970-09-01,-0.254079592763304
1970-08-01,-0.254079592763304
1970-07-01,-0.254079592763304
1970-06-01,-0.254079592763304
1970-05-01,-0.254079592763304
1970-04-01,-0.254079592763304
1970-03-01,-0.254079592763304
1970-02-01,-0.254079592763304
1970-01-01,-0.254079592763304
