Date,ETN
1972-06-01,2.271687
1972-06-02,2.247584
1972-06-05,2.205404
1972-06-06,2.1933529999999997
1972-06-07,2.1752759999999998
1972-06-08,2.1752759999999998
1972-06-09,2.1571990000000003
1972-06-12,2.133096
1972-06-13,2.16925
1972-06-14,2.181301
1972-06-15,2.205404
1972-06-16,2.247584
1972-06-19,2.229507
1972-06-20,2.2536099999999997
1972-06-21,2.283738
1972-06-22,2.283738
1972-06-23,2.283738
1972-06-26,2.223481
1972-06-27,2.235533
1972-06-28,2.199378
1972-06-29,2.16925
1972-06-30,2.1873270000000002
1972-07-03,2.1933529999999997
1972-07-05,2.199378
1972-07-06,2.247584
1972-07-07,2.21143
1972-07-10,2.21143
1972-07-11,2.1752759999999998
1972-07-12,2.205404
1972-07-13,2.16925
1972-07-14,2.1933529999999997
1972-07-17,2.1873270000000002
1972-07-18,2.16925
1972-07-19,2.205404
1972-07-20,2.1752759999999998
1972-07-21,2.16925
1972-07-24,2.1933529999999997
1972-07-25,2.16925
1972-07-26,2.1752759999999998
1972-07-27,2.151173
1972-07-28,2.096942
1972-07-31,2.0547619999999998
1972-08-01,2.030659
1972-08-02,2.078865
1972-08-03,2.096942
1972-08-04,2.072839
1972-08-07,2.090916
1972-08-08,2.108993
1972-08-09,2.08489
1972-08-10,2.030659
1972-08-11,2.048736
1972-08-14,2.0668130000000002
1972-08-15,2.0547619999999998
1972-08-16,2.0547619999999998
1972-08-17,2.024633
1972-08-18,2.060787
1972-08-21,2.08489
1972-08-22,2.108993
1972-08-23,2.133096
1972-08-24,2.1571990000000003
1972-08-25,2.151173
1972-08-28,2.151173
1972-08-29,2.16925
1972-08-30,2.16925
1972-08-31,2.16925
1972-09-01,2.16925
1972-09-05,2.16925
1972-09-06,2.16925
1972-09-07,2.1752759999999998
1972-09-08,2.181301
1972-09-11,2.1752759999999998
1972-09-12,2.16925
1972-09-13,2.145147
1972-09-14,2.145147
1972-09-15,2.151173
1972-09-18,2.145147
1972-09-19,2.163224
1972-09-20,2.151173
1972-09-21,2.151173
1972-09-22,2.145147
1972-09-25,2.1270700000000002
1972-09-26,2.060787
1972-09-27,2.090916
1972-09-28,2.096942
1972-09-29,2.090916
1972-10-02,2.078865
1972-10-03,2.0547619999999998
1972-10-04,2.0547619999999998
1972-10-05,2.036685
1972-10-06,2.018608
1972-10-09,2.0065560000000002
1972-10-10,2.00053
1972-10-11,2.024633
1972-10-12,2.0065560000000002
1972-10-13,2.00053
1972-10-16,2.00053
1972-10-17,1.964376
1972-10-18,1.9824529999999998
1972-10-19,1.964376
1972-10-20,1.970402
1972-10-23,2.00053
1972-10-24,1.994505
1972-10-25,1.9764279999999999
1972-10-26,1.904119
1972-10-27,1.9161709999999998
1972-10-30,1.952325
1972-10-31,1.988479
1972-11-01,1.9764279999999999
1972-11-02,1.9764279999999999
1972-11-03,2.00053
1972-11-06,2.012582
1972-11-08,2.012582
1972-11-09,1.988479
1972-11-10,1.994505
1972-11-13,1.988479
1972-11-14,1.964376
1972-11-15,1.928222
1972-11-16,1.9161709999999998
1972-11-17,1.952325
1972-11-20,1.9764279999999999
1972-11-21,1.9764279999999999
1972-11-22,1.970402
1972-11-24,2.00053
1972-11-27,2.0065560000000002
1972-11-28,1.988479
1972-11-29,1.994505
1972-11-30,1.994505
1972-12-01,1.9583509999999997
1972-12-04,1.9764279999999999
1972-12-05,1.988479
1972-12-06,2.036685
1972-12-07,2.08489
1972-12-08,2.1150189999999998
1972-12-11,2.133096
1972-12-12,2.121044
1972-12-13,2.096942
1972-12-14,2.072839
1972-12-15,2.0065560000000002
1972-12-18,2.018608
1972-12-19,2.012582
1972-12-20,1.964376
1972-12-21,1.940274
1972-12-22,1.940274
1972-12-26,1.940274
1972-12-27,1.9221970000000002
1972-12-29,1.9462990000000002
1973-01-02,1.9462990000000002
1973-01-03,1.964376
1973-01-04,1.952325
1973-01-05,1.9764279999999999
1973-01-08,1.964376
1973-01-09,1.9764279999999999
1973-01-10,1.934248
1973-01-11,1.970402
1973-01-12,1.952325
1973-01-15,1.940274
1973-01-16,1.9583509999999997
1973-01-17,1.928222
1973-01-18,1.928222
1973-01-19,1.910145
1973-01-22,1.892068
1973-01-23,1.892068
1973-01-24,1.807708
1973-01-26,1.807708
1973-01-29,1.873991
1973-01-30,1.904119
1973-01-31,1.904119
1973-02-01,1.873991
1973-02-02,1.8619400000000002
1973-02-05,1.8619400000000002
1973-02-06,1.843863
1973-02-07,1.8498880000000002
1973-02-08,1.831811
1973-02-09,1.8498880000000002
1973-02-12,1.8257849999999998
1973-02-13,1.807708
1973-02-14,1.783606
1973-02-15,1.753477
1973-02-16,1.795657
1973-02-20,1.7595029999999998
1973-02-21,1.7233490000000002
1973-02-22,1.657066
1973-02-23,1.6630919999999998
1973-02-26,1.681169
1973-02-27,1.632963
1973-02-28,1.717323
1973-03-01,1.717323
1973-03-02,1.771554
1973-03-05,1.7595029999999998
1973-03-06,1.753477
1973-03-07,1.765528
1973-03-08,1.765528
1973-03-09,1.795657
1973-03-12,1.8016830000000001
1973-03-13,1.783606
1973-03-14,1.783606
1973-03-15,1.771554
1973-03-16,1.7595029999999998
1973-03-19,1.741426
1973-03-20,1.7293740000000002
1973-03-21,1.6992459999999998
1973-03-22,1.711297
1973-03-23,1.6992459999999998
1973-03-26,1.711297
1973-03-27,1.717323
1973-03-28,1.7233490000000002
1973-03-29,1.7474509999999999
1973-03-30,1.7233490000000002
1973-04-02,1.6992459999999998
1973-04-03,1.681169
1973-04-04,1.6992459999999998
1973-04-05,1.675143
1973-04-06,1.65104
1973-04-09,1.681169
1973-04-10,1.6871939999999999
1973-04-11,1.7595029999999998
1973-04-12,1.741426
1973-04-13,1.7354
1973-04-16,1.7233490000000002
1973-04-17,1.753477
1973-04-18,1.741426
1973-04-19,1.753477
1973-04-23,1.753477
1973-04-24,1.7233490000000002
1973-04-25,1.675143
1973-04-26,1.675143
1973-04-27,1.6450150000000001
1973-04-30,1.6450150000000001
1973-05-01,1.6691169999999997
1973-05-02,1.65104
1973-05-03,1.638989
1973-05-04,1.6630919999999998
1973-05-07,1.6932200000000002
1973-05-08,1.6932200000000002
1973-05-09,1.60886
1973-05-10,1.6209120000000001
1973-05-11,1.626938
1973-05-14,1.626938
1973-05-15,1.60886
1973-05-16,1.6209120000000001
1973-05-17,1.6209120000000001
1973-05-18,1.566681
1973-05-21,1.446167
1973-05-22,1.470269
1973-05-23,1.518475
1973-05-24,1.560655
1973-05-25,1.596809
1973-05-29,1.60886
1973-05-30,1.5365520000000001
