Date,DHI
1993-01-07,1.577049
1993-01-08,1.577049
1993-01-11,1.5395
1993-01-12,1.5395
1993-01-13,1.501951
1993-01-14,1.577049
1993-01-15,1.5395
1993-01-18,1.520726
1993-01-19,1.464402
1993-01-20,1.426854
1993-01-21,1.520726
1993-01-22,1.464402
1993-01-25,1.464402
1993-01-26,1.501951
1993-01-27,1.5395
1993-01-28,1.464402
1993-01-29,1.5395
1993-02-01,1.520726
1993-02-02,1.520726
1993-02-03,1.614598
1993-02-04,1.652146
1993-02-05,1.577049
1993-02-08,1.6896950000000002
1993-02-09,1.577049
1993-02-10,1.577049
1993-02-11,1.577049
1993-02-12,1.577049
1993-02-16,1.501951
1993-02-17,1.501951
1993-02-18,1.464402
1993-02-19,1.577049
1993-02-22,1.501951
1993-02-23,1.577049
1993-02-24,1.464402
1993-02-25,1.501951
1993-02-26,1.577049
1993-03-01,1.501951
1993-03-02,1.483177
1993-03-03,1.577049
1993-03-04,1.577049
1993-03-05,1.577049
1993-03-08,1.6896950000000002
1993-03-09,1.614598
1993-03-10,1.652146
1993-03-11,1.6896950000000002
1993-03-12,1.652146
1993-03-15,1.7272439999999998
1993-03-16,1.7272439999999998
1993-03-17,1.764793
1993-03-18,1.764793
1993-03-19,1.7272439999999998
1993-03-22,1.614598
1993-03-23,1.614598
1993-03-24,1.6896950000000002
1993-03-25,1.614598
1993-03-26,1.577049
1993-03-29,1.5395
1993-03-30,1.464402
1993-03-31,1.577049
1993-04-01,1.501951
1993-04-02,1.577049
1993-04-05,1.5395
1993-04-06,1.5395
1993-04-07,1.5395
1993-04-08,1.5395
1993-04-12,1.6896950000000002
1993-04-13,1.6896950000000002
1993-04-14,1.8398900000000002
1993-04-15,1.802341
1993-04-16,1.6896950000000002
1993-04-19,1.7084700000000002
1993-04-20,1.652146
1993-04-21,1.652146
1993-04-22,1.7272439999999998
1993-04-23,1.6896950000000002
1993-04-26,1.652146
1993-04-27,1.6896950000000002
1993-04-28,1.6896950000000002
1993-04-29,1.614598
1993-04-30,1.7272439999999998
1993-05-03,1.6896950000000002
1993-05-04,1.6333719999999998
1993-05-05,1.614598
1993-05-06,1.6896950000000002
1993-05-07,1.7272439999999998
1993-05-10,1.764793
1993-05-11,1.783567
1993-05-12,1.802341
1993-05-13,1.802341
1993-05-14,1.783567
1993-05-17,1.7272439999999998
1993-05-18,1.802341
1993-05-19,1.783567
1993-05-20,1.802341
1993-05-21,1.952537
1993-05-24,1.8774389999999999
1993-05-25,1.802341
1993-05-26,1.802341
1993-05-27,1.8774389999999999
1993-05-28,1.8774389999999999
1993-06-01,1.802341
1993-06-02,1.802341
1993-06-03,1.8398900000000002
1993-06-04,1.802341
1993-06-07,1.8398900000000002
1993-06-08,1.8398900000000002
1993-06-09,1.8774389999999999
1993-06-10,1.8398900000000002
1993-06-11,1.8774389999999999
1993-06-14,1.8774389999999999
1993-06-15,1.8962130000000001
1993-06-16,1.8962130000000001
1993-06-17,1.8398900000000002
1993-06-18,1.952537
1993-06-21,1.952537
1993-06-22,1.9149880000000001
1993-06-23,1.9149880000000001
1993-06-24,1.971311
1993-06-25,1.933762
1993-06-28,1.9149880000000001
1993-06-29,1.952537
1993-06-30,1.8398900000000002
1993-07-01,1.8774389999999999
1993-07-02,1.9900849999999999
1993-07-06,1.971311
1993-07-07,1.971311
1993-07-08,1.9900849999999999
1993-07-09,1.9149880000000001
1993-07-12,2.046408
1993-07-13,2.083957
1993-07-14,2.083957
1993-07-15,2.00886
1993-07-16,2.046408
1993-07-19,2.065183
1993-07-20,2.027634
1993-07-21,1.952537
1993-07-22,2.027634
1993-07-23,1.821116
1993-07-26,1.8774389999999999
1993-07-27,1.9149880000000001
1993-07-28,1.933762
1993-07-29,1.8398900000000002
1993-07-30,1.8398900000000002
1993-08-02,1.8398900000000002
1993-08-03,1.8774389999999999
1993-08-04,2.027634
1993-08-05,1.9900849999999999
1993-08-06,1.9900849999999999
1993-08-09,1.9900849999999999
1993-08-10,2.065183
1993-08-11,2.065183
1993-08-12,2.065183
1993-08-13,2.1402799999999997
1993-08-16,2.1402799999999997
1993-08-17,2.1966040000000002
1993-08-18,2.215378
1993-08-19,2.1402799999999997
1993-08-20,2.177829
1993-08-23,2.177829
1993-08-24,2.252927
1993-08-25,2.326147
1993-08-26,2.3852860000000002
1993-08-27,2.424712
1993-08-30,2.365573
1993-08-31,2.404999
1993-09-01,2.2472939999999997
1993-09-02,2.267008
1993-09-03,2.2275810000000003
1993-09-07,2.129016
1993-09-08,2.069876
1993-09-09,2.129016
1993-09-10,2.1684419999999998
1993-09-13,2.188155
1993-09-14,2.0895900000000003
1993-09-15,2.129016
1993-09-16,2.207868
1993-09-17,2.326147
1993-09-20,2.326147
1993-09-21,2.444426
1993-09-22,2.444426
1993-09-23,2.444426
1993-09-24,2.523278
1993-09-27,2.562704
1993-09-28,2.483852
1993-09-29,2.483852
1993-09-30,2.483852
1993-10-01,2.404999
1993-10-04,2.483852
1993-10-05,2.404999
1993-10-06,2.404999
1993-10-07,2.365573
1993-10-08,2.424712
1993-10-11,2.483852
1993-10-12,2.523278
1993-10-13,2.523278
1993-10-14,2.562704
1993-10-15,2.444426
1993-10-18,2.444426
1993-10-19,2.404999
1993-10-20,2.404999
1993-10-21,2.483852
1993-10-22,2.483852
1993-10-25,2.483852
1993-10-26,2.365573
1993-10-27,2.326147
1993-10-28,2.326147
1993-10-29,2.404999
1993-11-01,2.286721
1993-11-02,2.306434
1993-11-03,2.207868
1993-11-04,2.129016
1993-11-05,2.1684419999999998
1993-11-08,2.1684419999999998
1993-11-09,2.207868
1993-11-10,2.326147
1993-11-11,2.306434
1993-11-12,2.1684419999999998
1993-11-15,2.207868
1993-11-16,2.207868
1993-11-17,2.2472939999999997
1993-11-18,2.326147
1993-11-19,2.365573
1993-11-22,2.2472939999999997
1993-11-23,2.267008
1993-11-24,2.326147
1993-11-26,2.326147
1993-11-29,2.3852860000000002
1993-11-30,2.444426
1993-12-01,2.404999
1993-12-02,2.503565
1993-12-03,2.60213
1993-12-06,2.641557
1993-12-07,2.60213
1993-12-08,2.641557
1993-12-09,2.6809830000000003
1993-12-10,2.720409
1993-12-13,2.759835
1993-12-14,2.6809830000000003
1993-12-15,2.720409
1993-12-16,2.7006959999999998
1993-12-17,2.759835
1993-12-20,2.720409
1993-12-21,2.7006959999999998
1993-12-22,2.7006959999999998
1993-12-23,2.740122
1993-12-27,2.759835
1993-12-28,2.720409
1993-12-29,2.720409
1993-12-30,2.720409
1993-12-31,2.759835
1994-01-03,2.7006959999999998
1994-01-04,2.759835
1994-01-05,2.6809830000000003
1994-01-06,2.523278
1994-01-07,2.503565
1994-01-10,2.365573
1994-01-11,2.759835
1994-01-12,2.759835
1994-01-13,2.8386880000000003
1994-01-14,3.035819
1994-01-17,2.9175400000000002
1994-01-18,2.6809830000000003
1994-01-19,2.7992619999999997
1994-01-20,2.720409
1994-01-21,2.641557
1994-01-24,2.720409
1994-01-25,2.641557
1994-01-26,2.621844
1994-01-27,2.641557
1994-01-28,2.641557
1994-01-31,2.60213
1994-02-01,2.483852
1994-02-02,2.720409
1994-02-03,2.60213
1994-02-04,2.523278
1994-02-07,2.582417
1994-02-08,2.720409
1994-02-09,2.9175400000000002
1994-02-10,2.720409
1994-02-11,2.7992619999999997
1994-02-14,2.9372529999999997
1994-02-15,2.956966
1994-02-16,2.6809830000000003
1994-02-17,2.9175400000000002
1994-02-18,2.720409
1994-02-22,2.8189740000000003
1994-02-23,2.759835
1994-02-24,2.720409
1994-02-25,2.6809830000000003
1994-02-28,2.720409
1994-03-01,2.562704
1994-03-02,2.503565
1994-03-03,2.523278
1994-03-04,2.503565
1994-03-07,2.523278
1994-03-08,2.34586
1994-03-09,2.3852860000000002
1994-03-10,2.365573
1994-03-11,2.444426
1994-03-14,2.404999
1994-03-15,2.365573
1994-03-16,2.365573
1994-03-17,2.365573
1994-03-18,2.404999
1994-03-21,2.3852860000000002
1994-03-22,2.404999
1994-03-23,2.444426
1994-03-24,2.404999
1994-03-25,2.444426
1994-03-28,2.326147
1994-03-29,2.326147
1994-03-30,2.34586
1994-03-31,2.207868
1994-04-04,2.148729
1994-04-05,2.326147
1994-04-06,2.207868
1994-04-07,2.2275810000000003
1994-04-08,2.1684419999999998
1994-04-11,2.404999
1994-04-12,2.2472939999999997
1994-04-13,2.286721
1994-04-14,2.267008
1994-04-15,2.2472939999999997
1994-04-18,2.1684419999999998
1994-04-19,2.0895900000000003
1994-04-20,2.0895900000000003
1994-04-21,2.0895900000000003
1994-04-22,2.2472939999999997
1994-04-25,2.188155
1994-04-26,2.207868
1994-04-28,2.2472939999999997
1994-04-29,2.1684419999999998
1994-05-02,2.207868
1994-05-03,2.1684419999999998
1994-05-04,2.178298
1994-05-05,2.1684419999999998
1994-05-06,2.129016
1994-05-09,2.129016
1994-05-10,2.129016
1994-05-11,2.1093029999999997
1994-05-12,2.1093029999999997
1994-05-13,2.1093029999999997
1994-05-16,2.1684419999999998
1994-05-17,2.050163
1994-05-18,2.129016
1994-05-19,2.0107369999999998
1994-05-20,1.971311
1994-05-23,1.9318849999999999
1994-05-24,2.0895900000000003
1994-05-25,1.964214
1994-05-26,2.006006
1994-05-27,2.006006
1994-05-31,2.006006
1994-06-01,2.006006
1994-06-02,2.0895900000000003
1994-06-03,2.006006
1994-06-06,2.0895900000000003
1994-06-07,2.173173
1994-06-08,2.173173
1994-06-09,2.131381
1994-06-10,2.131381
1994-06-13,2.173173
1994-06-14,2.131381
1994-06-15,2.162725
1994-06-16,2.162725
1994-06-17,2.131381
1994-06-20,2.131381
1994-06-21,2.131381
1994-06-22,2.0895900000000003
1994-06-23,2.0895900000000003
1994-06-24,2.0895900000000003
1994-06-27,2.0895900000000003
1994-06-28,1.964214
1994-06-29,1.964214
1994-06-30,2.0895900000000003
1994-07-01,2.006006
1994-07-05,1.964214
1994-07-06,1.98511
1994-07-07,2.026902
1994-07-08,2.006006
1994-07-11,2.047798
1994-07-12,2.068694
1994-07-13,2.173173
1994-07-14,2.110486
1994-07-15,2.173173
1994-07-18,2.047798
1994-07-19,1.964214
1994-07-20,1.964214
1994-07-21,1.964214
1994-07-22,1.964214
1994-07-25,1.838839
1994-07-26,1.797047
1994-07-27,1.797047
1994-07-28,1.755255
1994-07-29,1.807495
1994-08-01,1.838839
1994-08-02,1.734359
1994-08-03,1.671672
1994-08-04,1.755255
1994-08-05,1.797047
1994-08-08,1.7134630000000002
1994-08-09,1.838839
1994-08-10,1.922422
1994-08-11,1.8806310000000002
1994-08-12,1.922422
1994-08-15,1.943318
1994-08-16,1.964214
1994-08-17,2.0895900000000003
1994-08-18,2.068694
1994-08-19,2.131381
1994-08-22,2.110486
1994-08-23,2.173173
1994-08-24,2.131381
1994-08-25,2.131381
1994-08-26,2.068694
1994-08-29,2.0895900000000003
1994-08-30,2.047798
1994-08-31,1.98511
1994-09-01,2.006006
1994-09-02,1.964214
1994-09-06,1.964214
1994-09-07,1.964214
1994-09-08,1.964214
1994-09-09,2.047798
1994-09-12,2.047798
1994-09-13,1.922422
1994-09-14,2.006006
1994-09-15,1.922422
1994-09-16,2.0895900000000003
1994-09-19,2.047798
1994-09-20,2.047798
1994-09-21,2.0895900000000003
1994-09-22,2.068694
1994-09-23,2.068694
1994-09-26,2.0895900000000003
1994-09-27,2.110486
1994-09-28,2.0895900000000003
1994-09-29,2.058246
1994-09-30,2.110486
1994-10-03,2.047798
1994-10-04,2.047798
1994-10-05,2.047798
1994-10-06,2.047798
1994-10-07,2.0895900000000003
1994-10-10,2.068694
1994-10-11,2.0895900000000003
1994-10-12,2.047798
1994-10-13,2.173173
1994-10-14,2.0895900000000003
1994-10-17,2.0895900000000003
1994-10-18,2.068694
1994-10-19,2.0895900000000003
1994-10-20,2.131381
1994-10-21,2.0895900000000003
1994-10-24,2.0895900000000003
1994-10-25,2.0895900000000003
1994-10-26,2.173173
1994-10-27,2.298548
1994-10-28,2.173173
1994-10-31,2.194069
1994-11-01,2.173173
1994-11-02,2.173173
1994-11-03,2.2149650000000003
1994-11-04,2.256757
1994-11-07,2.0895900000000003
1994-11-08,2.173173
1994-11-09,2.047798
1994-11-10,2.131381
1994-11-11,2.047798
1994-11-14,2.047798
1994-11-15,2.047798
1994-11-16,1.922422
1994-11-17,1.838839
1994-11-18,1.838839
1994-11-21,1.838839
1994-11-22,1.838839
1994-11-23,1.8283909999999999
1994-11-25,1.8283909999999999
1994-11-28,1.7761509999999998
1994-11-29,1.8806310000000002
1994-11-30,1.817943
1994-12-01,1.817943
1994-12-02,1.7761509999999998
1994-12-05,1.7134630000000002
1994-12-06,1.7134630000000002
1994-12-07,1.692568
1994-12-08,1.692568
1994-12-09,1.692568
1994-12-12,1.68212
1994-12-13,1.692568
1994-12-14,1.62988
1994-12-15,1.692568
1994-12-16,1.692568
1994-12-19,1.6403279999999998
1994-12-20,1.671672
1994-12-21,1.546296
1994-12-22,1.504504
1994-12-23,1.546296
1994-12-27,1.504504
1994-12-28,1.483609
1994-12-29,1.504504
1994-12-30,1.5254
1995-01-03,1.504504
1995-01-04,1.5254
1995-01-05,1.504504
1995-01-06,1.483609
1995-01-09,1.5254
1995-01-10,1.5254
1995-01-11,1.5254
1995-01-12,1.5254
1995-01-13,1.588088
1995-01-16,1.62988
1995-01-17,1.7134630000000002
1995-01-18,1.692568
1995-01-19,1.6507759999999998
1995-01-20,1.692568
1995-01-23,1.6612240000000003
1995-01-24,1.62988
1995-01-25,1.6507759999999998
1995-01-26,1.6507759999999998
1995-01-27,1.692568
1995-01-30,1.6507759999999998
1995-01-31,1.6507759999999998
1995-02-01,1.608984
1995-02-02,1.62988
1995-02-03,1.588088
1995-02-06,1.608984
1995-02-07,1.608984
1995-02-08,1.608984
1995-02-09,1.608984
1995-02-10,1.62988
1995-02-13,1.62988
1995-02-14,1.588088
1995-02-15,1.6507759999999998
1995-02-16,1.6507759999999998
1995-02-17,1.6507759999999998
1995-02-21,1.6507759999999998
1995-02-22,1.6507759999999998
1995-02-23,1.671672
1995-02-24,1.692568
1995-02-27,1.671672
1995-02-28,1.692568
1995-03-01,1.692568
1995-03-02,1.671672
1995-03-03,1.6507759999999998
1995-03-06,1.6403279999999998
1995-03-07,1.6507759999999998
1995-03-08,1.588088
1995-03-09,1.546296
1995-03-10,1.546296
1995-03-13,1.546296
1995-03-14,1.567192
1995-03-15,1.6507759999999998
1995-03-16,1.608984
1995-03-17,1.671672
1995-03-20,1.608984
1995-03-21,1.567192
1995-03-22,1.608984
1995-03-23,1.608984
1995-03-24,1.62988
1995-03-27,1.62988
1995-03-28,1.6612240000000003
1995-03-29,1.671672
1995-03-30,1.671672
1995-03-31,1.671672
1995-04-03,1.62988
1995-04-04,1.6507759999999998
1995-04-05,1.671672
1995-04-06,1.62988
1995-04-07,1.62988
1995-04-10,1.692568
1995-04-11,1.608984
1995-04-12,1.57764
1995-04-13,1.567192
1995-04-17,1.588088
1995-04-18,1.588088
1995-04-19,1.588088
1995-04-20,1.588088
1995-04-21,1.62988
1995-04-24,1.62988
1995-04-25,1.588088
1995-04-26,1.608984
1995-04-27,1.62988
1995-04-28,1.62988
1995-05-01,1.6507759999999998
1995-05-02,1.817943
1995-05-03,1.797047
1995-05-04,1.7761509999999998
1995-05-05,1.901527
1995-05-08,2.131381
1995-05-09,2.2149650000000003
1995-05-10,2.152277
1995-05-11,2.047798
1995-05-12,1.922422
1995-05-15,1.8806310000000002
1995-05-16,2.006006
1995-05-17,2.006006
1995-05-18,1.98511
1995-05-19,1.98511
1995-05-22,1.943318
1995-05-23,1.98511
1995-05-24,2.140994
1995-05-25,2.049887
1995-05-26,2.049887
1995-05-30,2.049887
1995-05-31,2.09544
1995-06-01,2.2321
1995-06-02,2.277653
1995-06-05,2.345982
1995-06-06,2.35737
1995-06-07,2.3232060000000003
1995-06-08,2.277653
1995-06-09,2.220711
1995-06-12,2.220711
1995-06-13,2.254876
1995-06-14,2.277653
1995-06-15,2.2321
1995-06-16,2.16377
1995-06-19,2.186547
1995-06-20,2.2321
1995-06-21,2.277653
1995-06-22,2.209323
1995-06-23,2.3004290000000003
1995-06-26,2.368759
1995-06-27,2.368759
1995-06-28,2.3004290000000003
1995-06-29,2.437088
1995-06-30,2.437088
1995-07-03,2.414312
1995-07-05,2.345982
1995-07-06,2.459865
1995-07-07,2.505418
1995-07-10,2.573747
1995-07-11,2.573747
1995-07-12,2.68763
1995-07-13,2.801513
1995-07-14,2.642077
1995-07-17,2.642077
1995-07-18,2.778736
1995-07-19,2.7331830000000004
1995-07-20,2.710407
1995-07-21,2.710407
1995-07-24,2.68763
1995-07-25,2.664854
1995-07-26,2.7331830000000004
1995-07-27,2.664854
1995-07-28,2.664854
1995-07-31,2.68763
1995-08-01,2.7331830000000004
1995-08-02,2.68763
1995-08-03,2.664854
1995-08-04,2.664854
1995-08-07,2.573747
1995-08-08,2.664854
1995-08-09,2.596524
1995-08-10,2.68763
1995-08-11,2.664854
1995-08-14,2.664854
1995-08-15,2.6193009999999997
1995-08-16,2.801513
1995-08-17,2.801513
1995-08-18,2.801513
1995-08-21,2.801513
1995-08-22,2.801513
1995-08-23,2.892619
1995-08-24,2.892619
1995-08-25,2.824289
1995-08-28,2.801513
1995-08-29,2.8129009999999997
1995-08-30,2.801513
1995-08-31,2.778736
1995-09-01,2.801513
1995-09-05,2.778736
1995-09-06,2.824289
1995-09-07,2.778736
1995-09-08,2.824289
1995-09-11,2.778736
1995-09-12,2.801513
1995-09-13,2.824289
1995-09-14,2.778736
1995-09-15,2.801513
1995-09-18,2.6785189999999997
1995-09-19,2.742294
1995-09-20,2.614745
1995-09-21,2.6785189999999997
1995-09-22,2.614745
1995-09-25,2.614745
1995-09-26,2.6785189999999997
1995-09-27,2.614745
1995-09-28,2.614745
1995-09-29,2.742294
1995-10-02,2.742294
1995-10-03,2.646632
1995-10-04,2.6785189999999997
1995-10-05,2.646632
1995-10-06,2.6785189999999997
1995-10-09,2.6785189999999997
1995-10-10,2.646632
1995-10-11,2.6785189999999997
1995-10-12,2.646632
1995-10-13,2.710407
1995-10-16,2.710407
1995-10-17,2.9176729999999997
1995-10-18,2.869842
1995-10-19,3.0292779999999997
1995-10-20,3.0292779999999997
1995-10-23,2.997391
1995-10-24,2.933617
1995-10-25,2.933617
1995-10-26,2.901729
1995-10-27,2.837955
1995-10-30,2.837955
1995-10-31,2.837955
1995-11-01,2.965504
1995-11-02,2.997391
1995-11-03,2.901729
1995-11-06,2.997391
1995-11-07,2.901729
1995-11-08,2.901729
1995-11-09,2.901729
1995-11-10,2.869842
1995-11-13,2.933617
1995-11-14,2.933617
1995-11-15,2.837955
1995-11-16,2.8060680000000002
1995-11-17,2.774181
1995-11-20,2.742294
1995-11-21,2.710407
1995-11-22,2.646632
1995-11-24,2.5828580000000003
1995-11-27,2.5828580000000003
1995-11-28,2.5828580000000003
1995-11-29,2.550971
1995-11-30,2.550971
1995-12-01,2.646632
1995-12-04,2.8060680000000002
1995-12-05,2.869842
1995-12-06,2.837955
1995-12-07,2.614745
1995-12-08,2.646632
1995-12-11,2.614745
1995-12-12,2.6785189999999997
1995-12-13,2.742294
1995-12-14,2.8060680000000002
1995-12-15,2.997391
1995-12-18,2.965504
1995-12-19,2.933617
1995-12-20,3.0292779999999997
1995-12-21,2.901729
1995-12-22,2.933617
1995-12-26,2.869842
1995-12-27,2.869842
1995-12-28,2.869842
1995-12-29,2.997391
1996-01-02,3.0292779999999997
1996-01-03,3.0611650000000004
1996-01-04,3.0611650000000004
1996-01-05,2.997391
1996-01-08,2.997391
1996-01-09,2.933617
1996-01-10,2.997391
1996-01-11,2.965504
1996-01-12,2.8060680000000002
1996-01-15,2.8060680000000002
1996-01-16,2.774181
1996-01-17,2.8060680000000002
1996-01-18,2.6785189999999997
1996-01-19,2.646632
1996-01-22,2.774181
1996-01-23,2.710407
1996-01-24,2.710407
1996-01-25,2.837955
1996-01-26,2.8060680000000002
1996-01-29,2.8060680000000002
1996-01-30,2.869842
1996-01-31,2.901729
1996-02-01,2.965504
1996-02-02,2.933617
1996-02-05,2.933617
1996-02-06,3.0611650000000004
1996-02-07,3.124939
1996-02-08,3.093052
1996-02-09,3.124939
1996-02-12,3.188714
1996-02-13,3.188714
1996-02-14,3.1568259999999997
1996-02-15,3.1568259999999997
1996-02-16,3.124939
1996-02-20,3.093052
1996-02-21,3.093052
1996-02-22,3.1568259999999997
1996-02-23,3.093052
1996-02-26,3.124939
1996-02-27,2.997391
1996-02-28,2.901729
1996-02-29,2.869842
1996-03-01,2.901729
1996-03-04,2.965504
1996-03-05,3.0611650000000004
1996-03-06,2.997391
1996-03-07,2.965504
1996-03-08,2.710407
1996-03-11,2.550971
1996-03-12,2.550971
1996-03-13,2.5828580000000003
1996-03-14,2.5828580000000003
1996-03-15,2.550971
1996-03-18,2.550971
1996-03-19,2.519084
1996-03-20,2.519084
1996-03-21,2.646632
1996-03-22,2.742294
1996-03-25,2.6785189999999997
1996-03-26,2.774181
1996-03-27,2.742294
1996-03-28,2.837955
1996-03-29,2.742294
1996-04-01,2.742294
1996-04-02,2.774181
1996-04-03,2.6785189999999997
1996-04-04,2.6785189999999997
1996-04-08,2.614745
1996-04-09,2.5828580000000003
1996-04-10,2.519084
1996-04-11,2.3915349999999997
1996-04-12,2.487197
1996-04-15,2.5828580000000003
1996-04-16,2.519084
1996-04-17,2.519084
1996-04-18,2.5828580000000003
1996-04-19,2.5828580000000003
1996-04-22,2.550971
1996-04-23,2.550971
1996-04-24,2.519084
1996-04-25,2.45531
1996-04-26,2.487197
1996-04-29,2.550971
1996-04-30,2.550971
1996-05-01,2.5828580000000003
1996-05-02,2.45531
1996-05-03,2.423422
1996-05-06,2.513982
1996-05-07,2.54842
1996-05-08,2.686172
1996-05-09,2.54842
1996-05-10,2.5828580000000003
1996-05-13,2.5828580000000003
1996-05-14,2.927239
1996-05-15,2.892801
1996-05-16,2.892801
1996-05-17,2.858363
1996-05-20,2.927239
1996-05-21,2.892801
1996-05-22,2.823925
1996-05-23,2.755049
1996-05-24,2.720611
1996-05-28,2.686172
1996-05-29,2.789487
1996-05-30,2.823925
1996-05-31,2.892801
1996-06-03,2.927239
1996-06-04,2.858363
1996-06-05,2.927239
1996-06-06,2.892801
1996-06-07,2.823925
1996-06-10,2.823925
1996-06-11,2.789487
1996-06-12,2.789487
1996-06-13,2.858363
1996-06-14,2.823925
1996-06-17,2.755049
1996-06-18,2.686172
1996-06-19,2.617296
1996-06-20,2.5828580000000003
1996-06-21,2.5828580000000003
1996-06-24,2.617296
1996-06-25,2.617296
1996-06-26,2.5828580000000003
1996-06-27,2.651734
1996-06-28,2.892801
1996-07-01,2.720611
1996-07-02,2.720611
1996-07-03,2.720611
1996-07-05,2.651734
1996-07-08,2.617296
1996-07-09,2.617296
1996-07-10,2.617296
1996-07-11,2.651734
1996-07-12,2.651734
1996-07-15,2.617296
1996-07-16,2.5828580000000003
1996-07-17,2.5828580000000003
1996-07-18,2.651734
1996-07-19,2.651734
1996-07-22,2.617296
1996-07-23,2.5828580000000003
1996-07-24,2.5828580000000003
1996-07-25,2.617296
1996-07-26,2.54842
1996-07-29,2.54842
1996-07-30,2.617296
1996-07-31,2.651734
1996-08-01,2.617296
1996-08-02,2.720611
1996-08-05,2.651734
1996-08-06,2.5828580000000003
1996-08-07,2.651734
1996-08-08,2.651734
1996-08-09,2.686172
1996-08-12,2.5828580000000003
1996-08-13,2.5828580000000003
1996-08-14,2.54842
1996-08-15,2.54842
1996-08-16,2.513982
1996-08-19,2.4795439999999997
1996-08-20,2.4795439999999997
1996-08-21,2.4795439999999997
1996-08-22,2.445106
1996-08-23,2.445106
1996-08-26,2.37623
1996-08-27,2.1696009999999997
1996-08-28,2.204039
1996-08-29,2.238477
1996-08-30,2.445106
1996-09-03,2.4795439999999997
1996-09-04,2.5828580000000003
1996-09-05,2.4795439999999997
1996-09-06,2.54842
1996-09-09,2.513982
1996-09-10,2.445106
1996-09-11,2.445106
1996-09-12,2.513982
1996-09-13,2.5828580000000003
1996-09-16,2.617296
1996-09-17,2.686172
1996-09-18,2.651734
