Date,SPGI
1973-02-21,0.804688
1973-02-22,0.796875
1973-02-23,0.804688
1973-02-26,0.8125
1973-02-27,0.820313
1973-02-28,0.8125
1973-03-01,0.804688
1973-03-02,0.796875
1973-03-05,0.796875
1973-03-06,0.8125
1973-03-07,0.828125
1973-03-08,0.796875
1973-03-09,0.796875
1973-03-12,0.796875
1973-03-13,0.78125
1973-03-14,0.765625
1973-03-15,0.757813
1973-03-16,0.742188
1973-03-19,0.695313
1973-03-20,0.695313
1973-03-21,0.6875
1973-03-22,0.6875
1973-03-23,0.703125
1973-03-26,0.695313
1973-03-27,0.71875
1973-03-28,0.734375
1973-03-29,0.75
1973-03-30,0.742188
1973-04-02,0.734375
1973-04-03,0.710938
1973-04-04,0.71875
1973-04-05,0.726563
1973-04-06,0.710938
1973-04-09,0.710938
1973-04-10,0.664063
1973-04-11,0.632813
1973-04-12,0.65625
1973-04-13,0.640625
1973-04-16,0.671875
1973-04-17,0.671875
1973-04-18,0.664063
1973-04-19,0.695313
1973-04-23,0.664063
1973-04-24,0.632813
1973-04-25,0.632813
1973-04-26,0.625
1973-04-27,0.617188
1973-04-30,0.625
1973-05-01,0.578125
1973-05-02,0.617188
1973-05-03,0.632813
1973-05-04,0.648438
1973-05-07,0.640625
1973-05-08,0.625
1973-05-09,0.617188
1973-05-10,0.578125
1973-05-11,0.585938
1973-05-14,0.585938
1973-05-15,0.578125
1973-05-16,0.570313
1973-05-17,0.546875
1973-05-18,0.523438
1973-05-21,0.507813
1973-05-22,0.554688
1973-05-23,0.5625
1973-05-24,0.609375
1973-05-25,0.617188
1973-05-29,0.609375
1973-05-30,0.59375
1973-05-31,0.5625
1973-06-01,0.546875
1973-06-04,0.554688
1973-06-05,0.5625
1973-06-06,0.554688
1973-06-07,0.554688
1973-06-08,0.570313
1973-06-11,0.539063
1973-06-12,0.539063
1973-06-13,0.539063
1973-06-14,0.546875
1973-06-15,0.539063
1973-06-18,0.539063
1973-06-19,0.539063
1973-06-20,0.507813
1973-06-21,0.507813
1973-06-22,0.507813
1973-06-25,0.5
1973-06-26,0.507813
1973-06-27,0.507813
1973-06-28,0.507813
1973-06-29,0.507813
1973-07-02,0.546875
1973-07-03,0.539063
1973-07-05,0.515625
1973-07-06,0.507813
1973-07-09,0.492188
1973-07-10,0.5
1973-07-11,0.515625
1973-07-12,0.484375
1973-07-13,0.492188
1973-07-16,0.507813
1973-07-17,0.507813
1973-07-18,0.515625
1973-07-19,0.554688
1973-07-20,0.539063
1973-07-23,0.554688
1973-07-24,0.578125
1973-07-25,0.59375
1973-07-26,0.632813
1973-07-27,0.585938
1973-07-30,0.585938
1973-07-31,0.585938
1973-08-01,0.570313
1973-08-02,0.585938
1973-08-03,0.59375
1973-08-06,0.578125
1973-08-07,0.570313
1973-08-08,0.570313
1973-08-09,0.601563
1973-08-10,0.578125
1973-08-13,0.578125
1973-08-14,0.578125
1973-08-15,0.578125
1973-08-16,0.578125
1973-08-17,0.585938
1973-08-20,0.578125
1973-08-21,0.585938
1973-08-22,0.578125
1973-08-23,0.5625
1973-08-24,0.5625
1973-08-27,0.5625
1973-08-28,0.546875
1973-08-29,0.539063
1973-08-30,0.539063
1973-08-31,0.546875
1973-09-04,0.578125
1973-09-05,0.570313
1973-09-06,0.5625
1973-09-07,0.5625
1973-09-10,0.570313
1973-09-11,0.554688
1973-09-12,0.570313
1973-09-13,0.570313
1973-09-14,0.578125
1973-09-17,0.578125
1973-09-18,0.5625
1973-09-19,0.5625
1973-09-20,0.539063
1973-09-21,0.5625
1973-09-24,0.539063
1973-09-25,0.554688
1973-09-26,0.5625
1973-09-27,0.570313
1973-09-28,0.546875
1973-10-01,0.59375
1973-10-02,0.609375
1973-10-03,0.617188
1973-10-04,0.625
1973-10-05,0.65625
1973-10-08,0.648438
1973-10-09,0.679688
1973-10-10,0.679688
1973-10-11,0.65625
1973-10-12,0.632813
1973-10-15,0.609375
1973-10-16,0.609375
1973-10-17,0.585938
1973-10-18,0.59375
1973-10-19,0.59375
1973-10-22,0.578125
1973-10-23,0.585938
1973-10-24,0.5625
1973-10-25,0.5625
1973-10-26,0.5625
1973-10-29,0.554688
1973-10-30,0.554688
1973-10-31,0.546875
1973-11-01,0.53125
1973-11-02,0.523438
1973-11-05,0.523438
1973-11-06,0.53125
1973-11-07,0.546875
1973-11-08,0.546875
1973-11-09,0.539063
1973-11-12,0.523438
1973-11-13,0.515625
1973-11-14,0.5
1973-11-15,0.507813
1973-11-16,0.5
1973-11-19,0.492188
1973-11-20,0.445313
1973-11-21,0.476563
1973-11-23,0.484375
1973-11-26,0.476563
1973-11-27,0.476563
1973-11-28,0.484375
1973-11-29,0.484375
1973-11-30,0.5
1973-12-03,0.5
1973-12-04,0.484375
1973-12-05,0.476563
1973-12-06,0.445313
1973-12-07,0.4375
1973-12-10,0.429688
1973-12-11,0.414063
1973-12-12,0.398438
1973-12-13,0.367188
1973-12-14,0.390625
1973-12-17,0.421875
1973-12-18,0.429688
1973-12-19,0.429688
1973-12-20,0.414063
1973-12-21,0.40625
1973-12-24,0.40625
1973-12-26,0.40625
1973-12-27,0.40625
1973-12-28,0.40625
1973-12-31,0.4375
1974-01-02,0.460938
1974-01-03,0.484375
1974-01-04,0.492188
1974-01-07,0.484375
1974-01-08,0.46875
1974-01-09,0.460938
1974-01-10,0.460938
1974-01-11,0.40625
1974-01-14,0.421875
1974-01-15,0.429688
1974-01-16,0.429688
1974-01-17,0.445313
1974-01-18,0.460938
1974-01-21,0.445313
1974-01-22,0.4375
1974-01-23,0.453125
1974-01-24,0.453125
1974-01-25,0.453125
1974-01-28,0.4375
1974-01-29,0.453125
1974-01-30,0.445313
1974-01-31,0.4375
1974-02-01,0.429688
1974-02-04,0.460938
1974-02-05,0.453125
1974-02-06,0.453125
1974-02-07,0.460938
1974-02-08,0.460938
1974-02-11,0.460938
1974-02-12,0.445313
1974-02-13,0.429688
1974-02-14,0.4375
1974-02-15,0.445313
1974-02-19,0.421875
1974-02-20,0.421875
1974-02-21,0.429688
1974-02-22,0.4375
1974-02-25,0.445313
1974-02-26,0.460938
1974-02-27,0.453125
1974-02-28,0.453125
1974-03-01,0.453125
1974-03-04,0.453125
1974-03-05,0.460938
1974-03-06,0.492188
1974-03-07,0.492188
1974-03-08,0.5
1974-03-11,0.492188
1974-03-12,0.492188
1974-03-13,0.507813
1974-03-14,0.53125
1974-03-15,0.476563
1974-03-18,0.53125
1974-03-19,0.53125
1974-03-20,0.53125
1974-03-21,0.53125
1974-03-22,0.539063
1974-03-25,0.539063
1974-03-26,0.554688
1974-03-27,0.554688
1974-03-28,0.554688
1974-03-29,0.5625
1974-04-01,0.554688
1974-04-02,0.53125
1974-04-03,0.53125
1974-04-04,0.53125
1974-04-05,0.539063
1974-04-08,0.53125
1974-04-09,0.53125
1974-04-10,0.53125
1974-04-11,0.53125
1974-04-15,0.53125
1974-04-16,0.546875
1974-04-17,0.546875
1974-04-18,0.546875
1974-04-19,0.546875
1974-04-22,0.53125
1974-04-23,0.539063
1974-04-24,0.546875
1974-04-25,0.53125
1974-04-26,0.53125
1974-04-29,0.523438
1974-04-30,0.523438
1974-05-01,0.539063
1974-05-02,0.546875
1974-05-03,0.546875
1974-05-06,0.554688
1974-05-07,0.554688
1974-05-08,0.53125
1974-05-09,0.539063
1974-05-10,0.53125
1974-05-13,0.539063
1974-05-14,0.546875
1974-05-15,0.539063
1974-05-16,0.546875
1974-05-17,0.539063
1974-05-20,0.539063
1974-05-21,0.53125
1974-05-22,0.523438
1974-05-23,0.515625
1974-05-24,0.523438
1974-05-28,0.515625
1974-05-29,0.507813
1974-05-30,0.507813
1974-05-31,0.5
1974-06-03,0.476563
1974-06-04,0.5
1974-06-05,0.507813
1974-06-06,0.515625
1974-06-07,0.53125
1974-06-10,0.546875
1974-06-11,0.546875
1974-06-12,0.539063
1974-06-13,0.53125
1974-06-14,0.53125
1974-06-17,0.507813
1974-06-18,0.515625
1974-06-19,0.5
1974-06-20,0.5
1974-06-21,0.5
1974-06-24,0.484375
1974-06-25,0.484375
1974-06-26,0.484375
1974-06-27,0.484375
1974-06-28,0.5
1974-07-01,0.5
1974-07-02,0.484375
1974-07-03,0.460938
1974-07-05,0.46875
1974-07-08,0.460938
1974-07-09,0.46875
1974-07-10,0.445313
1974-07-11,0.4375
1974-07-12,0.4375
1974-07-15,0.460938
1974-07-16,0.476563
1974-07-17,0.484375
1974-07-18,0.484375
1974-07-19,0.492188
1974-07-22,0.492188
1974-07-23,0.492188
1974-07-24,0.492188
1974-07-25,0.492188
1974-07-26,0.484375
1974-07-29,0.484375
1974-07-30,0.484375
1974-07-31,0.476563
1974-08-01,0.476563
1974-08-02,0.484375
1974-08-05,0.492188
1974-08-06,0.492188
1974-08-07,0.492188
1974-08-08,0.5
1974-08-09,0.492188
1974-08-12,0.476563
1974-08-13,0.484375
1974-08-14,0.46875
1974-08-15,0.453125
1974-08-16,0.460938
1974-08-19,0.4375
1974-08-20,0.453125
1974-08-21,0.460938
1974-08-22,0.453125
1974-08-23,0.453125
1974-08-26,0.4375
1974-08-27,0.4375
1974-08-28,0.453125
1974-08-29,0.453125
1974-08-30,0.445313
1974-09-03,0.429688
1974-09-04,0.398438
1974-09-05,0.398438
1974-09-06,0.398438
1974-09-09,0.390625
1974-09-10,0.390625
1974-09-11,0.390625
1974-09-12,0.375
1974-09-13,0.375
1974-09-16,0.367188
1974-09-17,0.375
1974-09-18,0.375
1974-09-19,0.382813
1974-09-20,0.390625
1974-09-23,0.390625
1974-09-24,0.375
1974-09-25,0.390625
1974-09-26,0.375
1974-09-27,0.382813
1974-09-30,0.375
1974-10-01,0.398438
1974-10-02,0.398438
1974-10-03,0.382813
1974-10-04,0.382813
1974-10-07,0.390625
1974-10-08,0.398438
1974-10-09,0.414063
1974-10-10,0.429688
1974-10-11,0.429688
1974-10-14,0.4375
1974-10-15,0.4375
1974-10-16,0.414063
1974-10-17,0.414063
1974-10-18,0.40625
1974-10-21,0.398438
1974-10-22,0.414063
1974-10-23,0.414063
1974-10-24,0.40625
1974-10-25,0.398438
1974-10-28,0.375
1974-10-29,0.382813
1974-10-30,0.390625
1974-10-31,0.375
1974-11-01,0.382813
1974-11-04,0.382813
1974-11-05,0.382813
1974-11-06,0.382813
1974-11-07,0.382813
1974-11-08,0.382813
1974-11-11,0.375
1974-11-12,0.375
1974-11-13,0.375
1974-11-14,0.382813
1974-11-15,0.382813
1974-11-18,0.375
1974-11-19,0.359375
1974-11-20,0.359375
1974-11-21,0.351563
1974-11-22,0.367188
1974-11-25,0.359375
1974-11-26,0.359375
1974-11-27,0.351563
1974-11-29,0.351563
1974-12-02,0.351563
1974-12-03,0.34375
1974-12-04,0.351563
1974-12-05,0.34375
1974-12-06,0.34375
1974-12-09,0.34375
1974-12-10,0.34375
1974-12-11,0.34375
1974-12-12,0.34375
1974-12-13,0.34375
1974-12-16,0.34375
1974-12-17,0.34375
1974-12-18,0.34375
1974-12-19,0.367188
1974-12-20,0.367188
1974-12-23,0.359375
1974-12-24,0.359375
1974-12-26,0.359375
1974-12-27,0.382813
1974-12-30,0.375
1974-12-31,0.375
1975-01-02,0.421875
1975-01-03,0.429688
1975-01-06,0.4375
1975-01-07,0.445313
1975-01-08,0.445313
1975-01-09,0.4375
1975-01-10,0.453125
1975-01-13,0.460938
1975-01-14,0.460938
1975-01-15,0.46875
1975-01-16,0.484375
1975-01-17,0.484375
1975-01-20,0.484375
1975-01-21,0.484375
1975-01-22,0.492188
1975-01-23,0.492188
1975-01-24,0.507813
1975-01-27,0.507813
1975-01-28,0.507813
1975-01-29,0.507813
1975-01-30,0.484375
1975-01-31,0.492188
1975-02-03,0.507813
1975-02-04,0.492188
1975-02-05,0.523438
1975-02-06,0.507813
1975-02-07,0.5
1975-02-10,0.515625
1975-02-11,0.53125
1975-02-12,0.539063
1975-02-13,0.554688
1975-02-14,0.539063
1975-02-18,0.53125
1975-02-19,0.539063
1975-02-20,0.539063
1975-02-21,0.5625
1975-02-24,0.554688
1975-02-25,0.53125
1975-02-26,0.554688
1975-02-27,0.554688
1975-02-28,0.546875
1975-03-03,0.546875
1975-03-04,0.585938
1975-03-05,0.578125
1975-03-06,0.570313
1975-03-07,0.609375
1975-03-10,0.679688
1975-03-11,0.703125
1975-03-12,0.65625
1975-03-13,0.648438
1975-03-14,0.664063
1975-03-17,0.640625
1975-03-18,0.609375
1975-03-19,0.601563
1975-03-20,0.609375
1975-03-21,0.617188
1975-03-24,0.601563
1975-03-25,0.601563
1975-03-26,0.617188
1975-03-27,0.640625
1975-03-31,0.640625
1975-04-01,0.640625
1975-04-02,0.640625
1975-04-03,0.648438
1975-04-04,0.65625
1975-04-07,0.632813
1975-04-08,0.632813
1975-04-09,0.65625
1975-04-10,0.65625
1975-04-11,0.65625
1975-04-14,0.671875
1975-04-15,0.671875
1975-04-16,0.65625
1975-04-17,0.65625
1975-04-18,0.664063
1975-04-21,0.664063
1975-04-22,0.664063
1975-04-23,0.671875
1975-04-24,0.695313
1975-04-25,0.734375
1975-04-28,0.710938
1975-04-29,0.71875
1975-04-30,0.734375
1975-05-01,0.742188
1975-05-02,0.78125
1975-05-05,0.804688
1975-05-06,0.804688
1975-05-07,0.765625
1975-05-08,0.773438
1975-05-09,0.773438
1975-05-12,0.765625
1975-05-13,0.804688
1975-05-14,0.84375
1975-05-15,0.835938
1975-05-16,0.8125
1975-05-19,0.804688
1975-05-20,0.789063
