Date,GE
1962-01-02,0.748698
1962-01-03,0.741186
1962-01-04,0.732422
1962-01-05,0.713642
1962-01-08,0.71239
1962-01-09,0.716146
1962-01-10,0.719902
1962-01-11,0.721154
1962-01-12,0.711138
1962-01-15,0.71865
1962-01-16,0.72491
1962-01-17,0.708634
1962-01-18,0.716146
1962-01-19,0.722406
1962-01-22,0.72491
1962-01-23,0.711138
1962-01-24,0.72491
1962-01-25,0.717398
1962-01-26,0.7148939999999999
1962-01-29,0.716146
1962-01-30,0.728666
1962-01-31,0.751202
1962-02-01,0.7461939999999999
1962-02-02,0.74995
1962-02-05,0.736178
1962-02-06,0.74369
1962-02-07,0.751202
1962-02-08,0.75621
1962-02-09,0.752454
1962-02-12,0.752454
1962-02-13,0.7612180000000001
1962-02-14,0.767478
1962-02-15,0.778746
1962-02-16,0.773738
1962-02-19,0.767478
1962-02-20,0.7662260000000001
1962-02-21,0.763722
1962-02-23,0.75621
1962-02-26,0.7461939999999999
1962-02-27,0.751202
1962-02-28,0.747446
1962-03-01,0.7612180000000001
1962-03-02,0.7662260000000001
1962-03-05,0.767478
1962-03-06,0.75621
1962-03-07,0.7612180000000001
1962-03-08,0.772486
1962-03-09,0.783754
1962-03-12,0.7850060000000001
1962-03-13,0.78125
1962-03-14,0.7774939999999999
1962-03-15,0.779998
1962-03-16,0.7850060000000001
1962-03-19,0.776242
1962-03-20,0.776242
1962-03-21,0.77499
1962-03-22,0.771234
1962-03-23,0.78125
1962-03-26,0.76873
1962-03-27,0.77499
1962-03-28,0.779998
1962-03-29,0.778746
1962-03-30,0.7699819999999999
1962-04-02,0.7662260000000001
1962-04-03,0.757462
1962-04-04,0.758714
1962-04-05,0.7649739999999999
1962-04-06,0.759966
1962-04-09,0.758714
1962-04-10,0.747446
1962-04-11,0.7336739999999999
1962-04-12,0.7299180000000001
1962-04-13,0.748698
1962-04-16,0.742438
1962-04-17,0.74369
1962-04-18,0.741186
1962-04-19,0.742438
1962-04-23,0.738682
1962-04-24,0.7336739999999999
1962-04-25,0.723658
1962-04-26,0.723658
1962-04-27,0.711138
1962-04-30,0.686098
1962-05-01,0.7023739999999999
1962-05-02,0.708634
1962-05-03,0.721154
1962-05-04,0.71865
1962-05-07,0.711138
1962-05-08,0.709886
1962-05-09,0.708634
1962-05-10,0.7023739999999999
1962-05-11,0.6936100000000001
1962-05-14,0.704878
1962-05-15,0.708634
1962-05-16,0.709886
1962-05-17,0.709886
1962-05-18,0.719902
1962-05-21,0.713642
1962-05-22,0.696114
1962-05-23,0.682342
1962-05-24,0.673578
1962-05-25,0.659806
1962-05-28,0.6260020000000001
1962-05-29,0.6522939999999999
1962-05-31,0.658554
1962-06-01,0.661058
1962-06-04,0.6310100000000001
1962-06-05,0.6347659999999999
1962-06-06,0.642278
1962-06-07,0.644782
1962-06-08,0.651042
1962-06-11,0.64979
1962-06-12,0.614734
1962-06-13,0.613482
1962-06-14,0.609726
1962-06-15,0.628506
1962-06-18,0.61849
1962-06-19,0.614734
1962-06-20,0.600962
1962-06-21,0.580929
1962-06-22,0.5558890000000001
1962-06-25,0.560897
1962-06-26,0.5558890000000001
1962-06-27,0.564653
1962-06-28,0.588441
1962-06-29,0.595954
1962-07-02,0.629758
1962-07-03,0.629758
1962-07-05,0.64353
1962-07-06,0.629758
1962-07-09,0.6347659999999999
1962-07-10,0.63727
1962-07-11,0.641026
1962-07-12,0.64979
