Date,TRV
1985-11-22,19.75
1985-11-25,19.625
1985-11-26,19.625
1985-11-27,19.46875
1985-11-29,19.3125
1985-12-02,19.375
1985-12-03,19.375
1985-12-04,19.71875
1985-12-05,19.875
1985-12-06,19.78125
1985-12-09,19.65625
1985-12-10,19.75
1985-12-11,20.0
1985-12-12,19.90625
1985-12-13,20.25
1985-12-16,20.40625
1985-12-17,20.375
1985-12-18,20.46875
1985-12-19,20.4375
1985-12-20,20.375
1985-12-23,20.3125
1985-12-24,19.8125
1985-12-26,19.84375
1985-12-27,20.09375
1985-12-30,20.25
1985-12-31,19.96875
1986-01-02,19.65625
1986-01-03,19.875
1986-01-06,20.0
1986-01-07,20.4375
1986-01-08,20.625
1986-01-09,20.0
1986-01-10,20.0
1986-01-13,19.8125
1986-01-14,19.625
1986-01-15,20.03125
1986-01-16,20.21875
1986-01-17,20.53125
1986-01-20,20.53125
1986-01-21,20.28125
1986-01-22,19.8125
1986-01-23,19.78125
1986-01-24,19.875
1986-01-27,20.3125
1986-01-28,21.0
1986-01-29,21.75
1986-01-30,22.875
1986-01-31,22.4375
1986-02-03,22.25
1986-02-04,22.875
1986-02-05,23.25
1986-02-06,23.28125
1986-02-07,22.8125
1986-02-10,22.9375
1986-02-11,23.0
1986-02-12,23.1875
1986-02-13,23.1875
1986-02-14,23.1875
1986-02-18,23.375
1986-02-19,23.375
1986-02-20,23.1875
1986-02-21,23.5
1986-02-24,23.4375
1986-02-25,23.0625
1986-02-26,22.9375
1986-02-27,22.875
1986-02-28,23.0625
1986-03-03,23.0625
1986-03-04,23.0625
1986-03-05,23.0
1986-03-06,23.125
1986-03-07,23.3125
1986-03-10,23.9375
1986-03-11,23.9375
1986-03-12,24.6875
1986-03-13,24.75
1986-03-14,25.875
1986-03-17,26.0625
1986-03-18,26.75
1986-03-19,26.8125
1986-03-20,26.625
1986-03-21,25.8125
1986-03-24,25.5625
1986-03-25,24.8125
1986-03-26,25.25
1986-03-27,25.5
1986-03-31,25.625
1986-04-01,25.4375
1986-04-02,25.0625
1986-04-03,24.8125
1986-04-04,24.3125
1986-04-07,23.75
1986-04-08,24.75
1986-04-09,24.3125
1986-04-10,24.6875
1986-04-11,24.75
1986-04-14,25.0625
1986-04-15,24.9375
1986-04-16,25.0625
1986-04-17,25.3125
1986-04-18,25.3125
1986-04-21,25.25
1986-04-22,25.25
1986-04-23,24.875
1986-04-24,24.6875
1986-04-25,24.4375
1986-04-28,24.375
1986-04-29,24.4375
1986-04-30,23.9375
1986-05-01,23.125
1986-05-02,23.0625
1986-05-05,23.3125
1986-05-06,23.1875
1986-05-07,23.09375
1986-05-08,22.90625
1986-05-09,22.625
1986-05-12,22.625
1986-05-13,22.6875
1986-05-14,22.625
1986-05-15,22.625
1986-05-16,22.5
1986-05-19,22.4375
1986-05-20,23.0625
1986-05-21,23.0625
1986-05-22,23.5
1986-05-23,23.875
1986-05-27,23.875
1986-05-28,24.5
1986-05-29,24.5625
1986-05-30,24.3125
1986-06-02,23.8125
1986-06-03,23.1875
1986-06-04,22.875
1986-06-05,23.0
1986-06-06,22.5625
1986-06-09,10.8125
1986-06-10,10.375
1986-06-11,10.625
1986-06-12,10.75
1986-06-13,11.0625
1986-06-16,11.25
1986-06-17,10.8125
1986-06-18,11.0
1986-06-19,11.25
1986-06-20,11.625
1986-06-23,11.4375
1986-06-24,11.375
1986-06-25,11.4375
1986-06-26,11.5
1986-06-27,11.5
1986-06-30,11.3125
1986-07-01,11.4375
1986-07-02,11.5
1986-07-03,11.5
1986-07-07,11.5
1986-07-08,10.9375
1986-07-09,10.9375
1986-07-10,11.0625
1986-07-11,11.0
1986-07-14,10.75
1986-07-15,10.3125
1986-07-16,10.5
1986-07-17,10.75
1986-07-18,10.6875
1986-07-21,10.6875
1986-07-22,10.8125
1986-07-23,10.75
1986-07-24,10.75
1986-07-25,10.75
1986-07-28,10.5
1986-07-29,10.3125
1986-07-30,10.3125
1986-07-31,10.0625
1986-08-01,10.125
1986-08-04,9.875
1986-08-05,9.9375
1986-08-06,9.875
1986-08-07,9.8125
1986-08-08,9.5625
1986-08-11,9.65625
1986-08-12,9.5625
1986-08-13,9.875
1986-08-14,9.875
1986-08-15,10.125
1986-08-18,10.0
1986-08-19,9.875
1986-08-20,9.875
1986-08-21,9.8125
1986-08-22,9.9375
1986-08-25,9.6875
1986-08-26,10.0625
1986-08-27,10.375
1986-08-28,10.6875
1986-08-29,10.75
1986-09-02,10.6875
1986-09-03,10.5
1986-09-04,10.625
1986-09-05,10.3125
1986-09-08,9.8125
1986-09-09,10.0
1986-09-10,10.0625
1986-09-11,9.625
1986-09-12,9.0625
1986-09-15,9.125
1986-09-16,9.3125
1986-09-17,9.4375
1986-09-18,9.5625
1986-09-19,9.875
1986-09-22,9.75
1986-09-23,9.78125
1986-09-24,9.75
1986-09-25,9.5625
1986-09-26,9.4375
1986-09-29,9.1875
1986-09-30,9.375
1986-10-01,9.75
1986-10-02,9.625
1986-10-03,9.625
1986-10-06,9.65625
1986-10-07,9.75
1986-10-08,9.875
1986-10-09,9.96875
1986-10-10,9.875
1986-10-13,9.9375
1986-10-14,9.9375
1986-10-15,10.0625
1986-10-16,10.125
1986-10-17,9.9375
1986-10-20,9.8125
1986-10-21,9.6875
1986-10-22,9.875
1986-10-23,9.8125
1986-10-24,9.875
1986-10-27,9.75
1986-10-28,9.6875
1986-10-29,9.75
1986-10-30,10.0625
1986-10-31,9.8125
1986-11-03,9.625
1986-11-04,9.5625
1986-11-05,9.5625
1986-11-06,9.75
1986-11-07,9.75
1986-11-10,9.6875
1986-11-11,9.75
1986-11-12,9.59375
1986-11-13,9.4375
1986-11-14,9.3125
1986-11-17,9.3125
1986-11-18,9.1875
1986-11-19,9.25
1986-11-20,9.5
1986-11-21,9.5
1986-11-24,9.5
1986-11-25,9.5
1986-11-26,9.8125
1986-11-28,9.75
1986-12-01,9.8125
1986-12-02,10.1875
1986-12-03,10.59375
1986-12-04,10.625
1986-12-05,10.46875
1986-12-08,10.4375
1986-12-09,10.5625
1986-12-10,10.5
1986-12-11,10.3125
1986-12-12,10.21875
1986-12-15,10.1875
1986-12-16,10.25
1986-12-17,10.3125
1986-12-18,10.3125
1986-12-19,10.375
1986-12-22,10.3125
1986-12-23,10.1875
1986-12-24,10.125
1986-12-26,10.1875
1986-12-29,10.0625
1986-12-30,9.96875
1986-12-31,10.0625
1987-01-02,10.1875
1987-01-05,10.5
1987-01-06,10.5625
1987-01-07,10.6875
1987-01-08,10.9375
1987-01-09,10.9375
1987-01-12,11.0625
1987-01-13,11.0625
1987-01-14,11.0625
1987-01-15,11.125
1987-01-16,11.125
1987-01-19,11.125
1987-01-20,10.875
1987-01-21,10.71875
1987-01-22,10.75
1987-01-23,11.0
1987-01-26,10.8125
1987-01-27,11.0625
1987-01-28,10.9375
1987-01-29,11.0625
1987-01-30,11.4375
1987-02-02,11.5625
1987-02-03,11.25
1987-02-04,11.4375
1987-02-05,11.84375
1987-02-06,11.90625
1987-02-09,11.875
1987-02-10,11.8125
1987-02-11,12.375
1987-02-12,12.0625
1987-02-13,12.1875
1987-02-17,12.875
1987-02-18,13.0
1987-02-19,13.6875
1987-02-20,13.5625
1987-02-23,13.40625
1987-02-24,13.3125
1987-02-25,13.4375
1987-02-26,13.3125
1987-02-27,13.375
1987-03-02,13.125
1987-03-03,13.15625
1987-03-04,13.3125
1987-03-05,13.375
1987-03-06,13.1875
1987-03-09,12.875
1987-03-10,12.8125
1987-03-11,12.5
1987-03-12,12.375
1987-03-13,12.0625
1987-03-16,12.0
1987-03-17,12.0
1987-03-18,12.125
1987-03-19,12.0625
1987-03-20,12.375
1987-03-23,12.375
1987-03-24,12.5625
1987-03-25,12.4375
1987-03-26,12.4375
1987-03-27,12.25
1987-03-30,11.8125
1987-03-31,11.8125
1987-04-01,11.6875
1987-04-02,11.71875
1987-04-03,11.9375
1987-04-06,12.0
1987-04-07,11.875
1987-04-08,11.875
1987-04-09,11.3125
1987-04-10,11.3125
1987-04-13,10.875
1987-04-14,10.4375
1987-04-15,10.5
1987-04-16,10.6875
1987-04-20,10.8125
1987-04-21,10.8125
1987-04-22,10.75
1987-04-23,10.5625
1987-04-24,10.375
1987-04-27,10.8125
1987-04-28,10.8125
1987-04-29,11.0
1987-04-30,11.4375
1987-05-01,11.4375
1987-05-04,11.5
1987-05-05,11.625
1987-05-06,11.5625
1987-05-07,11.4375
1987-05-08,11.125
1987-05-11,11.0625
1987-05-12,11.0625
1987-05-13,11.0
1987-05-14,10.9375
1987-05-15,10.8125
1987-05-18,10.8125
1987-05-19,10.5
1987-05-20,10.625
1987-05-21,10.6875
1987-05-22,10.6875
1987-05-26,11.0
1987-05-27,11.0625
1987-05-28,11.0625
1987-05-29,11.0
1987-06-01,11.125
1987-06-02,11.1875
1987-06-03,11.4375
1987-06-04,11.4375
1987-06-05,10.96875
1987-06-08,11.09375
1987-06-09,11.1875
1987-06-10,11.625
1987-06-11,11.625
1987-06-12,11.9375
1987-06-15,12.4375
1987-06-16,12.46875
1987-06-17,12.3125
1987-06-18,12.25
1987-06-19,11.90625
1987-06-22,12.0625
1987-06-23,12.1875
1987-06-24,11.9375
1987-06-25,11.9375
1987-06-26,11.75
1987-06-29,11.5625
1987-06-30,11.4375
1987-07-01,11.375
1987-07-02,11.5625
1987-07-06,11.8125
1987-07-07,12.0
1987-07-08,11.8125
1987-07-09,11.6875
1987-07-10,11.6875
1987-07-13,11.6875
1987-07-14,12.125
1987-07-15,12.0
1987-07-16,12.0625
1987-07-17,12.21875
1987-07-20,12.125
1987-07-21,11.8125
1987-07-22,11.9375
1987-07-23,11.875
1987-07-24,11.875
1987-07-27,11.8125
1987-07-28,12.125
1987-07-29,12.25
1987-07-30,12.3125
1987-07-31,12.25
1987-08-03,12.25
1987-08-04,12.25
1987-08-05,12.4375
1987-08-06,12.6875
1987-08-07,12.75
1987-08-10,12.875
1987-08-11,13.0
1987-08-12,13.125
1987-08-13,13.25
1987-08-14,13.25
1987-08-17,13.3125
1987-08-18,13.1875
1987-08-19,13.0625
1987-08-20,13.1875
1987-08-21,13.625
1987-08-24,13.375
1987-08-25,13.5625
1987-08-26,13.4375
1987-08-27,13.5625
1987-08-28,13.5
1987-08-31,13.3125
1987-09-01,13.1875
1987-09-02,13.125
1987-09-03,12.875
1987-09-04,12.875
1987-09-08,12.5625
1987-09-09,12.5625
1987-09-10,12.65625
1987-09-11,13.0
1987-09-14,12.875
1987-09-15,12.75
1987-09-16,12.75
1987-09-17,12.6875
1987-09-18,12.6875
1987-09-21,12.75
1987-09-22,13.0625
1987-09-23,13.03125
1987-09-24,12.9375
1987-09-25,12.875
1987-09-28,12.9375
1987-09-29,13.125
1987-09-30,13.1875
1987-10-01,13.5
1987-10-02,13.46875
1987-10-05,13.5625
1987-10-06,13.625
1987-10-07,13.625
1987-10-08,13.53125
1987-10-09,13.8125
1987-10-12,13.8125
1987-10-13,14.25
1987-10-14,14.0625
1987-10-15,14.25
1987-10-16,14.0625
1987-10-19,11.625
1987-10-20,10.625
1987-10-21,11.5625
1987-10-22,11.4375
1987-10-23,11.5
1987-10-26,11.0625
1987-10-27,11.0625
1987-10-28,10.875
1987-10-29,11.5625
1987-10-30,11.9375
1987-11-02,12.75
1987-11-03,12.5625
1987-11-04,12.4375
1987-11-05,12.5625
1987-11-06,12.5
1987-11-09,12.125
1987-11-10,12.125
1987-11-11,12.3125
1987-11-12,12.5625
1987-11-13,12.625
1987-11-16,12.4375
1987-11-17,12.0
1987-11-18,12.0625
1987-11-19,11.875
1987-11-20,11.6875
1987-11-23,11.625
1987-11-24,11.8125
1987-11-25,11.8125
1987-11-27,12.0625
1987-11-30,11.4375
1987-12-01,11.6875
1987-12-02,11.75
1987-12-03,11.5
1987-12-04,11.1875
1987-12-07,11.375
1987-12-08,10.9375
1987-12-09,11.4375
1987-12-10,11.125
1987-12-11,10.84375
1987-12-14,11.0
1987-12-15,11.4375
1987-12-16,11.375
1987-12-17,11.375
1987-12-18,11.5625
1987-12-21,11.34375
1987-12-22,11.25
1987-12-23,11.25
1987-12-24,11.25
1987-12-28,11.25
1987-12-29,11.125
1987-12-30,11.625
1987-12-31,11.5
1988-01-04,11.625
1988-01-05,11.5625
1988-01-06,11.3125
1988-01-07,11.0625
1988-01-08,10.5
1988-01-11,10.6875
1988-01-12,10.625
1988-01-13,11.125
1988-01-14,11.375
1988-01-15,11.625
1988-01-18,11.6875
1988-01-19,11.8125
1988-01-20,11.5
1988-01-21,11.8125
1988-01-22,11.875
1988-01-25,12.0625
1988-01-26,12.21875
1988-01-27,12.5
1988-01-28,12.25
1988-01-29,12.25
1988-02-01,12.21875
1988-02-02,12.375
1988-02-03,12.1875
1988-02-04,11.96875
1988-02-05,12.125
1988-02-08,11.75
1988-02-09,11.8125
1988-02-10,12.125
1988-02-11,12.0
1988-02-12,11.875
1988-02-16,12.0625
1988-02-17,12.03125
1988-02-18,11.8125
1988-02-19,11.8125
1988-02-22,11.625
1988-02-23,11.625
1988-02-24,11.6875
1988-02-25,11.5625
1988-02-26,11.5
1988-02-29,11.5625
1988-03-01,11.5625
1988-03-02,11.6875
1988-03-03,11.9375
1988-03-04,11.6875
1988-03-07,11.625
1988-03-08,11.8125
1988-03-09,11.5625
1988-03-10,11.3125
1988-03-11,11.28125
1988-03-14,11.375
1988-03-15,11.4375
1988-03-16,11.25
1988-03-17,11.3125
1988-03-18,11.375
1988-03-21,11.40625
1988-03-22,11.3125
1988-03-23,11.375
1988-03-24,11.3125
1988-03-25,11.125
1988-03-28,11.1875
1988-03-29,11.25
1988-03-30,10.8125
1988-03-31,10.875
1988-04-04,10.84375
1988-04-05,10.6875
1988-04-06,10.8125
1988-04-07,10.875
1988-04-08,10.875
1988-04-11,10.8125
1988-04-12,10.75
1988-04-13,10.71875
1988-04-14,10.625
1988-04-15,10.3125
1988-04-18,10.125
1988-04-19,10.0625
1988-04-20,9.875
1988-04-21,9.625
1988-04-22,9.71875
1988-04-25,10.0
1988-04-26,10.25
1988-04-27,10.3125
1988-04-28,10.40625
1988-04-29,10.3125
1988-05-02,10.4375
1988-05-03,10.46875
1988-05-04,10.4375
1988-05-05,10.4375
1988-05-06,10.375
1988-05-09,10.1875
1988-05-10,10.3125
1988-05-11,10.125
1988-05-12,10.1875
1988-05-13,10.28125
1988-05-16,10.4375
1988-05-17,10.375
1988-05-18,10.125
1988-05-19,10.0
1988-05-20,10.0625
1988-05-23,10.0625
1988-05-24,10.375
1988-05-25,10.375
1988-05-26,10.375
1988-05-27,10.4375
1988-05-31,10.625
1988-06-01,10.71875
1988-06-02,10.6875
1988-06-03,10.5625
1988-06-06,10.75
1988-06-07,10.78125
1988-06-08,10.9375
1988-06-09,10.875
1988-06-10,11.1875
1988-06-13,11.0625
1988-06-14,11.125
1988-06-15,11.15625
1988-06-16,11.3125
1988-06-17,11.1875
1988-06-20,11.0
1988-06-21,11.0
1988-06-22,10.9375
1988-06-23,10.65625
1988-06-24,10.65625
1988-06-27,10.6875
1988-06-28,10.8125
1988-06-29,10.6875
1988-06-30,10.8125
1988-07-01,10.75
1988-07-05,10.75
1988-07-06,10.6875
1988-07-07,10.5625
1988-07-08,10.5
1988-07-11,10.6875
1988-07-12,10.6875
1988-07-13,10.625
1988-07-14,10.6875
1988-07-15,10.8125
1988-07-18,10.78125
1988-07-19,10.625
1988-07-20,10.625
1988-07-21,10.625
1988-07-22,10.75
1988-07-25,10.625
1988-07-26,10.75
1988-07-27,10.5625
1988-07-28,10.53125
1988-07-29,10.8125
1988-08-01,10.8125
1988-08-02,10.8125
1988-08-03,11.125
1988-08-04,10.9375
1988-08-05,10.9375
1988-08-08,10.875
1988-08-09,10.75
1988-08-10,10.4375
1988-08-11,10.5
1988-08-12,10.5
1988-08-15,10.3125
1988-08-16,10.3125
1988-08-17,10.375
1988-08-18,10.375
1988-08-19,10.5625
1988-08-22,10.5
1988-08-23,10.5
1988-08-24,10.5
1988-08-25,10.375
1988-08-26,10.4375
1988-08-29,10.4375
1988-08-30,10.40625
1988-08-31,10.5
1988-09-01,10.3125
1988-09-02,10.59375
1988-09-06,10.6875
1988-09-07,10.6875
1988-09-08,10.6875
1988-09-09,10.6875
1988-09-12,10.6875
1988-09-13,10.8125
1988-09-14,10.75
1988-09-15,10.5625
1988-09-16,10.6875
1988-09-19,10.6875
1988-09-20,10.8125
1988-09-21,10.8125
1988-09-22,10.875
1988-09-23,10.75
1988-09-26,10.5625
1988-09-27,10.4375
1988-09-28,10.53125
1988-09-29,10.8125
1988-09-30,10.875
1988-10-03,10.75
1988-10-04,10.625
1988-10-05,10.6875
1988-10-06,10.65625
1988-10-07,10.75
1988-10-10,10.6875
1988-10-11,10.6875
1988-10-12,10.5
1988-10-13,10.5625
1988-10-14,10.625
1988-10-17,10.625
1988-10-18,10.875
1988-10-19,10.6875
1988-10-20,10.75
1988-10-21,10.8125
1988-10-24,10.875
1988-10-25,10.8125
1988-10-26,10.75
1988-10-27,10.9375
1988-10-28,10.875
1988-10-31,10.8125
1988-11-01,10.8125
1988-11-02,10.875
1988-11-03,10.8125
1988-11-04,10.875
1988-11-07,10.84375
1988-11-08,10.8125
1988-11-09,10.75
1988-11-10,10.8125
1988-11-11,10.75
1988-11-14,10.625
1988-11-15,10.4375
1988-11-16,10.3125
1988-11-17,10.25
1988-11-18,10.25
1988-11-21,10.3125
1988-11-22,10.25
1988-11-23,10.375
1988-11-25,10.1875
1988-11-28,10.25
1988-11-29,10.3125
1988-11-30,10.375
1988-12-01,10.5
1988-12-02,10.375
1988-12-05,10.5
1988-12-06,10.5625
1988-12-07,10.625
1988-12-08,10.5625
1988-12-09,10.75
1988-12-12,10.625
1988-12-13,10.5
1988-12-14,10.5625
1988-12-15,10.625
1988-12-16,10.625
1988-12-19,10.75
1988-12-20,10.6875
1988-12-21,10.71875
1988-12-22,10.96875
1988-12-23,10.8125
1988-12-27,10.875
1988-12-28,10.875
1988-12-29,10.875
1988-12-30,10.875
1989-01-03,10.75
1989-01-04,10.875
1989-01-05,10.8125
1989-01-06,10.8125
1989-01-09,11.0625
1989-01-10,11.0625
1989-01-11,11.125
1989-01-12,11.1875
1989-01-13,11.25
1989-01-16,11.3125
1989-01-17,11.375
1989-01-18,11.4375
1989-01-19,11.5
1989-01-20,11.5
1989-01-23,11.4375
1989-01-24,11.59375
1989-01-25,11.75
1989-01-26,11.9375
1989-01-27,12.0
1989-01-30,12.0625
1989-01-31,12.0625
1989-02-01,11.9375
1989-02-02,12.0
1989-02-03,12.125
1989-02-06,12.125
1989-02-07,12.125
1989-02-08,12.09375
1989-02-09,12.0625
1989-02-10,12.0625
1989-02-13,12.09375
1989-02-14,12.0625
1989-02-15,11.90625
1989-02-16,11.78125
1989-02-17,12.0
1989-02-21,12.125
1989-02-22,12.0
1989-02-23,11.90625
1989-02-24,11.8125
1989-02-27,11.9375
1989-02-28,11.875
1989-03-01,11.6875
1989-03-02,11.8125
1989-03-03,11.6875
1989-03-06,11.8125
1989-03-07,11.6875
1989-03-08,11.6875
1989-03-09,11.5625
1989-03-10,11.59375
1989-03-13,11.59375
1989-03-14,11.625
1989-03-15,11.75
1989-03-16,11.75
1989-03-17,11.5625
1989-03-20,11.75
1989-03-21,11.875
1989-03-22,12.0
1989-03-23,12.125
1989-03-27,12.0
1989-03-28,12.0
1989-03-29,12.0
1989-03-30,12.0
1989-03-31,12.125
1989-04-03,12.25
1989-04-04,12.34375
1989-04-05,12.40625
1989-04-06,12.4375
1989-04-07,12.53125
1989-04-10,12.4375
1989-04-11,12.40625
1989-04-12,12.4375
1989-04-13,12.46875
1989-04-14,12.5625
1989-04-17,12.625
1989-04-18,12.75
1989-04-19,12.65625
1989-04-20,12.625
1989-04-21,12.6875
1989-04-24,12.6875
1989-04-25,12.65625
1989-04-26,12.625
1989-04-27,12.625
1989-04-28,12.625
1989-05-01,12.6875
1989-05-02,12.65625
1989-05-03,12.4375
1989-05-04,12.21875
1989-05-05,12.0
1989-05-08,11.9375
1989-05-09,11.96875
1989-05-10,11.9375
1989-05-11,12.0
1989-05-12,12.1875
1989-05-15,12.1875
1989-05-16,12.375
1989-05-17,12.4375
1989-05-18,12.375
1989-05-19,12.53125
1989-05-22,12.5625
1989-05-23,12.625
1989-05-24,12.46875
1989-05-25,12.46875
1989-05-26,12.5
1989-05-30,12.5
1989-05-31,12.625
1989-06-01,12.5625
1989-06-02,12.6875
1989-06-05,12.625
1989-06-06,12.625
1989-06-07,12.75
1989-06-08,13.0
1989-06-09,13.125
1989-06-12,13.21875
1989-06-13,13.1875
1989-06-14,13.25
1989-06-15,13.125
1989-06-16,13.25
1989-06-19,13.1875
1989-06-20,13.0
1989-06-21,12.9375
1989-06-22,13.0
1989-06-23,13.1875
1989-06-26,12.9375
1989-06-27,13.03125
1989-06-28,13.0
1989-06-29,13.0
1989-06-30,13.25
1989-07-03,13.3125
1989-07-05,13.3125
1989-07-06,13.34375
1989-07-07,13.5
1989-07-10,13.5
1989-07-11,13.75
1989-07-12,13.8125
1989-07-13,13.6875
1989-07-14,13.625
1989-07-17,13.46875
1989-07-18,13.15625
1989-07-19,13.375
1989-07-20,13.375
1989-07-21,13.375
1989-07-24,13.3125
1989-07-25,13.75
1989-07-26,13.875
1989-07-27,14.5625
1989-07-28,14.8125
1989-07-31,14.875
1989-08-01,14.5625
1989-08-02,14.5625
1989-08-03,14.71875
1989-08-04,14.6875
1989-08-07,14.9375
1989-08-08,14.9375
1989-08-09,14.8125
1989-08-10,14.6875
1989-08-11,14.5625
1989-08-14,14.375
1989-08-15,14.40625
1989-08-16,14.5
1989-08-17,14.375
1989-08-18,14.4375
1989-08-21,14.5
1989-08-22,14.3125
1989-08-23,14.40625
1989-08-24,14.5
1989-08-25,14.9375
1989-08-28,15.0
1989-08-29,14.9375
1989-08-30,14.96875
1989-08-31,14.9375
1989-09-01,14.96875
1989-09-05,14.96875
1989-09-06,14.8125
1989-09-07,14.8125
1989-09-08,14.75
1989-09-11,14.8125
1989-09-12,14.75
1989-09-13,14.75
1989-09-14,14.75
1989-09-15,14.8125
1989-09-18,14.8125
1989-09-19,14.8125
1989-09-20,14.75
1989-09-21,14.8125
1989-09-22,14.8125
1989-09-25,14.53125
1989-09-26,14.5
1989-09-27,14.3125
1989-09-28,14.375
1989-09-29,14.625
1989-10-02,14.8125
1989-10-03,15.25
1989-10-04,15.375
1989-10-05,15.375
1989-10-06,15.25
1989-10-09,15.28125
1989-10-10,15.1875
1989-10-11,15.125
1989-10-12,15.125
1989-10-13,14.75
1989-10-16,14.6875
1989-10-17,14.4375
1989-10-18,14.9375
1989-10-19,15.0
1989-10-20,15.0625
1989-10-23,14.9375
1989-10-24,14.875
1989-10-25,15.1875
1989-10-26,15.1875
1989-10-27,15.0625
1989-10-30,14.8125
1989-10-31,14.875
1989-11-01,15.0
1989-11-02,15.0
1989-11-03,15.25
1989-11-06,15.125
1989-11-07,15.125
1989-11-08,15.25
1989-11-09,15.1875
1989-11-10,15.3125
1989-11-13,15.25
1989-11-14,15.3125
1989-11-15,15.3125
1989-11-16,15.375
1989-11-17,15.34375
1989-11-20,15.6875
1989-11-21,15.71875
1989-11-22,15.625
1989-11-24,15.75
1989-11-27,15.875
1989-11-28,15.8125
1989-11-29,15.6875
1989-11-30,15.5625
1989-12-01,15.75
1989-12-04,15.75
1989-12-05,15.6875
1989-12-06,15.5
1989-12-07,15.4375
1989-12-08,15.46875
1989-12-11,15.5625
1989-12-12,15.5625
1989-12-13,15.65625
1989-12-14,15.8125
1989-12-15,15.6875
1989-12-18,14.5
1989-12-19,14.1875
1989-12-20,14.375
1989-12-21,14.5625
1989-12-22,14.5625
1989-12-26,14.5625
1989-12-27,14.625
1989-12-28,14.8125
1989-12-29,14.78125
1990-01-02,15.0
1990-01-03,15.09375
1990-01-04,15.375
1990-01-05,15.3125
1990-01-08,15.375
1990-01-09,15.4375
1990-01-10,15.375
1990-01-11,15.21875
1990-01-12,14.875
1990-01-15,14.75
1990-01-16,14.8125
1990-01-17,14.5625
1990-01-18,14.5625
1990-01-19,14.4375
1990-01-22,14.0
1990-01-23,13.875
1990-01-24,13.8125
1990-01-25,13.90625
1990-01-26,13.875
1990-01-29,13.8125
1990-01-30,13.5
1990-01-31,13.4375
1990-02-01,14.125
1990-02-02,14.3125
1990-02-05,14.5625
1990-02-06,14.8125
1990-02-07,14.84375
1990-02-08,14.84375
1990-02-09,14.78125
1990-02-12,14.3125
1990-02-13,14.15625
1990-02-14,14.3125
1990-02-15,14.625
1990-02-16,14.625
1990-02-20,14.625
1990-02-21,14.625
1990-02-22,14.75
1990-02-23,14.6875
1990-02-26,14.6875
1990-02-27,14.6875
1990-02-28,15.125
1990-03-01,15.125
1990-03-02,15.375
1990-03-05,15.375
1990-03-06,15.375
1990-03-07,15.25
1990-03-08,15.34375
1990-03-09,15.3125
1990-03-12,15.34375
1990-03-13,15.375
1990-03-14,15.25
1990-03-15,15.375
1990-03-16,15.375
1990-03-19,15.375
1990-03-20,15.3125
1990-03-21,15.3125
1990-03-22,15.09375
1990-03-23,15.1875
1990-03-26,14.5625
1990-03-27,14.375
1990-03-28,14.375
1990-03-29,14.75
1990-03-30,14.8125
1990-04-02,14.9375
1990-04-03,15.0
1990-04-04,14.875
1990-04-05,14.875
1990-04-06,14.9375
1990-04-09,14.875
1990-04-10,15.0
1990-04-11,15.0
1990-04-12,15.0625
1990-04-16,15.0
1990-04-17,15.125
1990-04-18,14.8125
1990-04-19,14.875
1990-04-20,14.5
1990-04-23,14.3125
1990-04-24,14.0
1990-04-25,14.0
1990-04-26,14.09375
1990-04-27,14.0625
1990-04-30,14.15625
1990-05-01,14.1875
1990-05-02,14.0625
1990-05-03,14.0
1990-05-04,14.0625
1990-05-07,14.0625
1990-05-08,14.3125
1990-05-09,14.3125
1990-05-10,14.25
1990-05-11,14.375
1990-05-14,14.75
1990-05-15,14.75
1990-05-16,14.8125
1990-05-17,14.875
1990-05-18,14.75
1990-05-21,14.75
1990-05-22,14.8125
1990-05-23,14.8125
1990-05-24,14.9375
1990-05-25,14.6875
1990-05-29,14.6875
1990-05-30,14.5
1990-05-31,14.5625
1990-06-01,14.6875
1990-06-04,14.875
1990-06-05,15.125
1990-06-06,15.4375
1990-06-07,15.3125
1990-06-08,15.25
1990-06-11,15.375
1990-06-12,15.34375
1990-06-13,15.5625
1990-06-14,15.5
1990-06-15,15.1875
1990-06-18,15.0
1990-06-19,14.75
1990-06-20,14.75
1990-06-21,14.6875
1990-06-22,14.5625
1990-06-25,14.4375
1990-06-26,14.375
1990-06-27,14.3125
1990-06-28,14.5
1990-06-29,14.375
1990-07-02,14.4375
1990-07-03,14.46875
1990-07-05,14.40625
1990-07-06,14.5625
1990-07-09,14.75
1990-07-10,14.625
1990-07-11,14.71875
1990-07-12,14.9375
1990-07-13,15.0625
1990-07-16,15.1875
1990-07-17,15.1875
1990-07-18,15.0
1990-07-19,14.96875
1990-07-20,14.875
1990-07-23,14.8125
1990-07-24,14.875
1990-07-25,14.8125
1990-07-26,15.0
1990-07-27,15.0625
1990-07-30,15.1875
1990-07-31,15.25
1990-08-01,15.25
1990-08-02,15.25
1990-08-03,14.96875
1990-08-06,14.5
1990-08-07,14.6875
1990-08-08,14.4375
1990-08-09,14.5625
1990-08-10,14.5
1990-08-13,14.5625
1990-08-14,14.75
1990-08-15,14.75
1990-08-16,14.3125
1990-08-17,13.8125
1990-08-20,13.875
1990-08-21,13.53125
1990-08-22,13.34375
1990-08-23,13.1875
1990-08-24,13.4375
1990-08-27,13.6875
1990-08-28,13.875
1990-08-29,13.9375
1990-08-30,13.8125
1990-08-31,14.0
1990-09-04,14.0
1990-09-05,14.0
1990-09-06,13.8125
