Date,UAL
2006-02-06,33.900002
2006-02-07,32.990002000000004
2006-02-08,32.0
2006-02-09,34.5
2006-02-10,34.240002000000004
2006-02-13,35.040001000000004
2006-02-14,35.779999
2006-02-15,36.529999
2006-02-16,35.700001
2006-02-17,36.93
2006-02-21,35.43
2006-02-22,36.080002
2006-02-23,36.139998999999996
2006-02-24,35.799999
2006-02-27,35.5
2006-02-28,35.470001
2006-03-01,36.099998
2006-03-02,36.07
2006-03-03,36.619999
2006-03-06,36.919998
2006-03-07,37.220001
2006-03-08,37.41
2006-03-09,37.32
2006-03-10,38.139998999999996
2006-03-13,38.220001
2006-03-14,38.990002000000004
2006-03-15,39.57
2006-03-16,39.27
2006-03-17,39.200001
2006-03-20,40.150002
2006-03-21,40.939999
2006-03-22,42.639998999999996
2006-03-23,41.700001
2006-03-24,41.709998999999996
2006-03-27,42.310001
2006-03-28,40.799999
2006-03-29,40.52
2006-03-30,39.009997999999996
2006-03-31,39.93
2006-04-03,39.130001
2006-04-04,39.080002
2006-04-05,39.34
2006-04-06,38.919998
2006-04-07,38.82
2006-04-10,37.759997999999996
2006-04-11,38.299999
2006-04-12,38.880001
2006-04-13,39.43
2006-04-17,38.610001000000004
2006-04-18,37.869999
2006-04-19,38.040001000000004
2006-04-20,36.790001000000004
2006-04-21,34.439999
2006-04-24,36.07
2006-04-25,35.900002
2006-04-26,35.759997999999996
2006-04-27,36.830002
2006-04-28,36.009997999999996
2006-05-01,35.279999
2006-05-02,36.009997999999996
2006-05-03,37.619999
2006-05-04,38.630001
2006-05-05,38.970001
2006-05-08,35.5
2006-05-09,35.200001
2006-05-10,34.610001000000004
2006-05-11,33.68
2006-05-12,33.5
2006-05-15,33.830002
2006-05-16,32.689999
2006-05-17,32.810001
2006-05-18,32.439999
2006-05-19,32.919998
2006-05-22,32.150002
2006-05-23,31.57
2006-05-24,30.389999
2006-05-25,30.6
2006-05-26,31.049999
2006-05-30,28.99
2006-05-31,29.43
2006-06-01,29.85
2006-06-02,28.92
2006-06-05,27.469998999999998
2006-06-06,27.68
2006-06-07,28.049999
2006-06-08,27.6
2006-06-09,27.59
2006-06-12,26.77
2006-06-13,27.030001000000002
2006-06-14,27.809998999999998
2006-06-15,30.42
2006-06-16,31.48
2006-06-19,31.6
2006-06-20,31.799999
2006-06-21,32.25
2006-06-22,32.5
2006-06-23,32.540001000000004
2006-06-26,31.879998999999998
2006-06-27,30.120001000000002
2006-06-28,29.799999
2006-06-29,30.030001000000002
2006-06-30,31.02
2006-07-03,30.969998999999998
2006-07-05,31.049999
2006-07-06,31.4
2006-07-07,31.15
2006-07-10,31.48
2006-07-11,30.82
2006-07-12,30.77
2006-07-13,28.620001000000002
2006-07-14,26.76
2006-07-17,26.68
2006-07-18,26.799999
2006-07-19,28.559998999999998
2006-07-20,27.67
2006-07-21,26.950001
2006-07-24,28.200001
2006-07-25,27.51
2006-07-26,27.379998999999998
2006-07-27,26.99
2006-07-28,27.52
2006-07-31,26.139999
2006-08-01,25.15
2006-08-02,24.25
2006-08-03,25.370001000000002
2006-08-04,24.610001
2006-08-07,24.950001
2006-08-08,24.780001000000002
2006-08-09,23.83
2006-08-10,23.52
2006-08-11,22.33
2006-08-14,22.75
2006-08-15,23.309998999999998
2006-08-16,24.620001000000002
2006-08-17,24.709999
2006-08-18,24.879998999999998
2006-08-21,24.01
2006-08-22,24.219998999999998
2006-08-23,24.780001000000002
2006-08-24,24.280001000000002
2006-08-25,23.719998999999998
2006-08-28,24.48
2006-08-29,24.74
2006-08-30,25.200001
2006-08-31,25.0
2006-09-01,24.83
2006-09-05,25.209999
2006-09-06,24.889999
2006-09-07,24.940001000000002
2006-09-08,25.09
2006-09-11,25.110001
2006-09-12,26.450001
2006-09-13,26.700001
2006-09-14,27.620001000000002
2006-09-15,27.6
2006-09-18,26.58
2006-09-19,27.799999
2006-09-20,28.75
2006-09-21,27.91
2006-09-22,27.82
2006-09-25,28.450001
2006-09-26,28.299999
2006-09-27,27.41
2006-09-28,26.82
2006-09-29,26.57
2006-10-02,27.9
2006-10-03,29.4
2006-10-04,29.75
2006-10-05,30.1
2006-10-06,30.040001
2006-10-09,29.77
2006-10-10,30.49
2006-10-11,31.01
2006-10-12,31.42
2006-10-13,30.950001
2006-10-16,30.23
2006-10-17,30.309998999999998
2006-10-18,32.48
2006-10-19,33.900002
2006-10-20,35.400002
2006-10-23,35.41
2006-10-24,34.990002000000004
2006-10-25,34.490002000000004
2006-10-26,35.709998999999996
2006-10-27,35.299999
2006-10-30,36.77
2006-10-31,35.939999
2006-11-01,35.240002000000004
2006-11-02,35.029999
2006-11-03,34.77
2006-11-06,35.669998
2006-11-07,35.5
2006-11-08,34.939999
2006-11-09,34.75
2006-11-10,35.630001
2006-11-13,37.0
2006-11-14,36.700001
2006-11-15,39.990002000000004
2006-11-16,41.5
2006-11-17,40.450001
2006-11-20,40.189999
2006-11-21,42.279999
2006-11-22,44.0
2006-11-24,44.439999
2006-11-27,41.630001
2006-11-28,40.509997999999996
2006-11-29,41.02
2006-11-30,40.580002
