Date,GS
2000-10-24,101.125
2000-10-25,96.1875
2000-10-26,92.9375
2000-10-27,93.0
2000-10-30,96.5
2000-10-31,99.8125
2000-11-01,96.6875
2000-11-02,99.25
2000-11-03,100.4375
2000-11-06,96.0625
2000-11-07,93.75
2000-11-08,92.4375
2000-11-09,91.875
2000-11-10,89.1875
2000-11-13,86.375
2000-11-14,88.875
2000-11-15,90.0625
2000-11-16,91.4375
2000-11-17,88.0625
2000-11-20,83.0
2000-11-21,84.1875
2000-11-22,79.9375
2000-11-24,81.5
2000-11-27,82.5
2000-11-28,80.5
2000-11-29,82.875
2000-11-30,82.125
2000-12-01,82.0
2000-12-04,81.75
2000-12-05,88.75
2000-12-06,87.75
2000-12-07,85.875
2000-12-08,91.875
2000-12-11,96.0
2000-12-12,92.4375
2000-12-13,94.0625
2000-12-14,87.4375
2000-12-15,86.6875
2000-12-18,85.9375
2000-12-19,89.375
2000-12-20,90.0
2000-12-21,93.8125
2000-12-22,98.8125
2000-12-26,101.8125
2000-12-27,101.875
2000-12-28,107.125
2000-12-29,106.9375
2001-01-02,100.25
2001-01-03,115.5
2001-01-04,112.75
2001-01-05,107.875
2001-01-08,106.375
2001-01-09,104.75
2001-01-10,108.5
2001-01-11,110.5
2001-01-12,108.75
2001-01-16,110.0
2001-01-17,110.0
2001-01-18,107.5
2001-01-19,110.9375
2001-01-22,113.125
2001-01-23,116.0
2001-01-24,117.875
2001-01-25,113.5625
2001-01-26,114.6875
2001-01-29,115.910004
2001-01-30,118.620003
2001-01-31,113.75
2001-02-01,118.199997
2001-02-02,113.959999
2001-02-05,112.099998
2001-02-06,108.949997
2001-02-07,105.199997
2001-02-08,105.949997
2001-02-09,107.75
2001-02-12,109.5
2001-02-13,105.900002
2001-02-14,104.25
2001-02-15,107.199997
2001-02-16,101.5
2001-02-20,96.0
2001-02-21,94.400002
2001-02-22,97.199997
2001-02-23,96.040001
2001-02-26,98.300003
2001-02-27,98.339996
2001-02-28,91.75
2001-03-01,91.610001
2001-03-02,91.400002
2001-03-05,92.150002
2001-03-06,95.349998
2001-03-07,94.949997
2001-03-08,91.75
2001-03-09,87.0
2001-03-12,82.489998
2001-03-13,87.510002
2001-03-14,83.910004
2001-03-15,87.949997
2001-03-16,87.550003
2001-03-19,90.940002
2001-03-20,87.059998
2001-03-21,85.0
2001-03-22,85.910004
2001-03-23,89.809998
2001-03-26,89.239998
2001-03-27,93.5
2001-03-28,87.25
2001-03-29,88.099998
2001-03-30,85.099998
2001-04-02,84.160004
2001-04-03,81.309998
2001-04-04,77.529999
2001-04-05,86.0
2001-04-06,84.199997
2001-04-09,84.0
2001-04-10,87.809998
2001-04-11,91.300003
2001-04-12,94.0
2001-04-16,91.779999
2001-04-17,93.099998
2001-04-18,99.650002
2001-04-19,97.690002
2001-04-20,95.660004
2001-04-23,92.959999
2001-04-24,91.400002
2001-04-25,92.82
2001-04-26,92.489998
2001-04-27,92.940002
2001-04-30,91.099998
2001-05-01,92.650002
2001-05-02,98.0
2001-05-03,96.0
2001-05-04,97.199997
2001-05-07,96.010002
2001-05-08,95.25
2001-05-09,94.660004
2001-05-10,94.510002
2001-05-11,92.849998
2001-05-14,94.099998
2001-05-15,94.849998
2001-05-16,99.949997
2001-05-17,97.949997
2001-05-18,97.25
2001-05-21,101.900002
2001-05-22,103.290001
2001-05-23,99.300003
2001-05-24,99.849998
2001-05-25,97.959999
2001-05-29,96.879997
2001-05-30,94.760002
2001-05-31,95.099998
2001-06-01,96.699997
2001-06-04,96.510002
2001-06-05,97.349998
2001-06-06,95.540001
2001-06-07,96.900002
2001-06-08,95.360001
2001-06-11,92.010002
2001-06-12,91.860001
2001-06-13,89.160004
2001-06-14,87.010002
2001-06-15,89.290001
2001-06-18,88.650002
2001-06-19,88.18
2001-06-20,88.400002
2001-06-21,93.0
2001-06-22,92.099998
2001-06-25,90.949997
2001-06-26,90.300003
2001-06-27,87.5
2001-06-28,86.599998
2001-06-29,85.800003
2001-07-02,84.599998
2001-07-03,84.0
2001-07-05,84.0
2001-07-06,83.099998
2001-07-09,81.910004
2001-07-10,81.599998
2001-07-11,81.599998
2001-07-12,86.550003
2001-07-13,86.150002
2001-07-16,83.400002
2001-07-17,85.849998
2001-07-18,84.0
2001-07-19,83.0
2001-07-20,82.949997
2001-07-23,81.739998
2001-07-24,81.849998
2001-07-25,83.199997
2001-07-26,84.639999
2001-07-27,84.82
2001-07-30,82.690002
2001-07-31,83.160004
2001-08-01,85.349998
2001-08-02,86.300003
2001-08-03,85.5
2001-08-06,83.949997
2001-08-07,83.540001
2001-08-08,81.800003
2001-08-09,80.050003
2001-08-10,80.800003
2001-08-13,82.199997
2001-08-14,81.300003
2001-08-15,81.849998
2001-08-16,81.099998
2001-08-17,77.25
2001-08-20,77.839996
2001-08-21,75.400002
2001-08-22,77.5
2001-08-23,77.699997
2001-08-24,81.300003
2001-08-27,81.900002
2001-08-28,81.050003
2001-08-29,80.800003
2001-08-30,79.610001
2001-08-31,80.099998
2001-09-04,79.620003
2001-09-05,78.550003
2001-09-06,77.099998
2001-09-07,74.480003
2001-09-10,76.199997
2001-09-17,69.400002
2001-09-18,67.5
2001-09-19,67.510002
2001-09-20,65.75
2001-09-21,67.690002
2001-09-24,70.510002
2001-09-25,70.029999
2001-09-26,69.849998
2001-09-27,68.900002
2001-09-28,71.349998
2001-10-01,73.5
2001-10-02,73.599998
2001-10-03,76.690002
2001-10-04,79.0
2001-10-05,76.25
2001-10-08,75.300003
2001-10-09,77.93
2001-10-10,80.709999
2001-10-11,83.849998
2001-10-12,82.800003
2001-10-15,84.400002
2001-10-16,84.25
2001-10-17,82.07
2001-10-18,81.410004
2001-10-19,79.75
2001-10-22,81.599998
2001-10-23,81.599998
2001-10-24,80.5
2001-10-25,81.400002
2001-10-26,83.120003
2001-10-29,80.849998
2001-10-30,80.050003
2001-10-31,78.160004
2001-11-01,80.699997
2001-11-02,82.25
2001-11-05,84.709999
2001-11-06,86.5
2001-11-07,87.5
2001-11-08,86.699997
2001-11-09,86.860001
2001-11-12,88.099998
2001-11-13,91.050003
2001-11-14,91.5
2001-11-15,88.699997
2001-11-16,87.75
2001-11-19,90.550003
2001-11-20,89.75
2001-11-21,88.150002
2001-11-23,90.150002
2001-11-26,91.440002
2001-11-27,90.0
2001-11-28,86.809998
2001-11-29,89.349998
2001-11-30,89.0
2001-12-03,86.010002
2001-12-04,87.16999799999999
2001-12-05,92.400002
2001-12-06,93.900002
2001-12-07,91.610001
2001-12-10,91.349998
2001-12-11,91.82
2001-12-12,92.730003
2001-12-13,91.0
2001-12-14,89.660004
2001-12-17,89.139999
2001-12-18,90.800003
2001-12-19,94.410004
2001-12-20,92.309998
2001-12-21,92.309998
2001-12-24,92.470001
2001-12-26,92.800003
2001-12-27,92.120003
2001-12-28,93.269997
2001-12-31,92.75
2002-01-02,91.07
2002-01-03,92.449997
2002-01-04,96.75
2002-01-07,95.75
2002-01-08,92.5
2002-01-09,93.75
2002-01-10,93.0
2002-01-11,91.150002
2002-01-14,89.970001
2002-01-15,89.900002
2002-01-16,88.629997
2002-01-17,89.860001
2002-01-18,89.209999
2002-01-22,86.980003
2002-01-23,87.25
2002-01-24,85.5
2002-01-25,87.300003
2002-01-28,87.849998
2002-01-29,84.480003
2002-01-30,86.0
2002-01-31,86.980003
2002-02-01,85.400002
2002-02-04,82.5
2002-02-05,81.040001
2002-02-06,81.900002
2002-02-07,81.110001
2002-02-08,83.800003
2002-02-11,84.849998
2002-02-12,83.5
2002-02-13,84.58000200000001
2002-02-14,85.110001
2002-02-15,82.760002
2002-02-19,78.519997
2002-02-20,80.599998
2002-02-21,79.470001
2002-02-22,79.0
2002-02-25,81.959999
2002-02-26,81.400002
2002-02-27,80.889999
2002-02-28,80.940002
2002-03-01,83.470001
2002-03-04,89.099998
2002-03-05,89.519997
2002-03-06,90.870003
2002-03-07,89.959999
2002-03-08,90.290001
2002-03-11,90.699997
2002-03-12,89.800003
2002-03-13,88.0
2002-03-14,88.400002
2002-03-15,90.0
2002-03-18,89.199997
2002-03-19,91.050003
2002-03-20,89.849998
2002-03-21,90.349998
2002-03-22,89.730003
2002-03-25,88.029999
2002-03-26,88.849998
2002-03-27,89.300003
2002-03-28,90.25
2002-04-01,88.470001
2002-04-02,87.529999
2002-04-03,86.459999
2002-04-04,86.550003
2002-04-05,86.150002
2002-04-08,86.059998
2002-04-09,84.599998
2002-04-10,84.489998
2002-04-11,81.239998
2002-04-12,83.0
2002-04-15,81.599998
2002-04-16,84.589996
2002-04-17,85.050003
2002-04-18,84.519997
2002-04-19,86.309998
2002-04-22,84.099998
2002-04-23,81.599998
2002-04-24,79.489998
2002-04-25,77.209999
2002-04-26,79.150002
2002-04-29,78.5
2002-04-30,78.75
2002-05-01,79.209999
2002-05-02,80.709999
2002-05-03,78.550003
2002-05-06,75.160004
2002-05-07,74.849998
2002-05-08,79.5
2002-05-09,78.639999
2002-05-10,76.75
2002-05-13,78.110001
2002-05-14,79.300003
2002-05-15,79.459999
2002-05-16,80.050003
2002-05-17,80.5
2002-05-20,80.239998
2002-05-21,79.199997
2002-05-22,78.199997
2002-05-23,79.16999799999999
2002-05-24,78.190002
2002-05-28,76.900002
2002-05-29,76.150002
2002-05-30,75.08000200000001
2002-05-31,75.449997
2002-06-03,73.790001
2002-06-04,73.800003
2002-06-05,75.75
2002-06-06,73.949997
2002-06-07,73.949997
2002-06-10,74.739998
2002-06-11,72.099998
2002-06-12,72.5
2002-06-13,71.300003
2002-06-14,72.849998
2002-06-17,75.339996
2002-06-18,75.779999
2002-06-19,74.449997
2002-06-20,72.699997
2002-06-21,70.550003
2002-06-24,71.449997
2002-06-25,71.349998
2002-06-26,70.800003
2002-06-27,73.0
2002-06-28,73.349998
2002-07-01,71.139999
2002-07-02,70.699997
2002-07-03,70.199997
2002-07-05,73.949997
2002-07-08,73.599998
2002-07-09,70.910004
2002-07-10,71.550003
2002-07-11,73.25
2002-07-12,73.150002
2002-07-15,72.949997
2002-07-16,72.650002
2002-07-17,74.480003
2002-07-18,75.599998
2002-07-19,77.0
2002-07-22,72.0
2002-07-23,67.730003
2002-07-24,70.849998
2002-07-25,69.309998
2002-07-26,69.58000200000001
2002-07-29,72.699997
2002-07-30,73.900002
2002-07-31,73.150002
2002-08-01,71.989998
2002-08-02,70.489998
2002-08-05,68.050003
2002-08-06,69.900002
2002-08-07,70.949997
2002-08-08,74.300003
2002-08-09,75.449997
2002-08-12,75.349998
2002-08-13,74.790001
2002-08-14,78.5
2002-08-15,79.550003
2002-08-16,79.529999
2002-08-19,81.5
2002-08-20,80.510002
2002-08-21,79.879997
2002-08-22,79.910004
2002-08-23,78.300003
2002-08-26,79.75
2002-08-27,79.099998
2002-08-28,77.08000200000001
2002-08-29,77.379997
2002-08-30,77.300003
2002-09-03,73.75
2002-09-04,75.5
2002-09-05,72.889999
2002-09-06,72.339996
2002-09-09,74.300003
2002-09-10,73.410004
2002-09-11,73.690002
2002-09-12,72.199997
2002-09-13,73.0
2002-09-16,72.599998
2002-09-17,70.870003
2002-09-18,70.410004
2002-09-19,67.150002
2002-09-20,67.360001
2002-09-23,65.66999799999999
2002-09-24,66.309998
2002-09-25,67.449997
2002-09-26,68.040001
2002-09-27,66.129997
2002-09-30,66.029999
2002-10-01,68.449997
2002-10-02,65.550003
2002-10-03,62.900002
2002-10-04,62.049999
2002-10-07,59.529999
2002-10-08,61.599998
2002-10-09,59.279999
2002-10-10,61.080002
2002-10-11,64.199997
2002-10-14,65.300003
2002-10-15,70.0
2002-10-16,68.0
2002-10-17,72.480003
2002-10-18,70.550003
2002-10-21,74.699997
2002-10-22,72.5
2002-10-23,74.269997
2002-10-24,72.5
2002-10-25,73.989998
2002-10-28,73.58000200000001
2002-10-29,72.370003
2002-10-30,72.360001
2002-10-31,71.599998
2002-11-01,73.449997
2002-11-04,75.959999
2002-11-05,76.739998
2002-11-06,76.550003
2002-11-07,74.050003
2002-11-08,73.08000200000001
2002-11-11,71.779999
2002-11-12,72.07
2002-11-13,72.489998
2002-11-14,74.989998
2002-11-15,75.25
2002-11-18,75.41999799999999
2002-11-19,75.08000200000001
2002-11-20,77.410004
2002-11-21,79.949997
2002-11-22,79.110001
2002-11-25,79.0
2002-11-26,76.83000200000001
2002-11-27,79.639999
2002-11-29,78.870003
2002-12-02,78.779999
2002-12-03,78.5
2002-12-04,76.349998
2002-12-05,74.449997
2002-12-06,74.5
2002-12-09,73.449997
2002-12-10,74.0
2002-12-11,73.470001
2002-12-12,74.230003
2002-12-13,73.099998
2002-12-16,74.529999
2002-12-17,74.690002
2002-12-18,73.699997
2002-12-19,70.300003
2002-12-20,71.860001
2002-12-23,70.650002
2002-12-24,69.370003
2002-12-26,69.550003
2002-12-27,67.91999799999999
2002-12-30,68.139999
2002-12-31,68.099998
2003-01-02,69.650002
2003-01-03,70.379997
2003-01-06,73.0
2003-01-07,72.699997
2003-01-08,70.91999799999999
2003-01-09,73.720001
2003-01-10,74.91999799999999
2003-01-13,74.41999799999999
2003-01-14,74.699997
2003-01-15,73.510002
2003-01-16,73.620003
2003-01-17,72.58000200000001
2003-01-21,71.0
2003-01-22,70.25
2003-01-23,71.91999799999999
2003-01-24,69.150002
2003-01-27,68.400002
2003-01-28,69.050003
2003-01-29,69.510002
2003-01-30,67.400002
2003-01-31,68.099998
2003-02-03,69.25
2003-02-04,67.519997
2003-02-05,67.410004
2003-02-06,66.650002
2003-02-07,65.699997
2003-02-10,65.739998
2003-02-11,65.050003
2003-02-12,64.300003
2003-02-13,64.91999799999999
2003-02-14,66.699997
2003-02-18,68.0
2003-02-19,68.230003
2003-02-20,67.739998
2003-02-21,68.5
2003-02-24,66.199997
2003-02-25,66.589996
2003-02-26,66.480003
2003-02-27,67.690002
2003-02-28,69.449997
2003-03-03,68.019997
2003-03-04,65.690002
2003-03-05,66.300003
2003-03-06,65.599998
2003-03-07,66.68
2003-03-10,64.339996
2003-03-11,62.950001
2003-03-12,62.849998
2003-03-13,66.779999
2003-03-14,66.620003
2003-03-17,68.900002
2003-03-18,69.58000200000001
2003-03-19,70.269997
2003-03-20,70.08000200000001
2003-03-21,72.099998
2003-03-24,69.91999799999999
2003-03-25,70.690002
2003-03-26,71.050003
2003-03-27,70.58000200000001
2003-03-28,70.110001
2003-03-31,68.08000200000001
2003-04-01,69.620003
2003-04-02,72.400002
2003-04-03,72.349998
2003-04-04,72.059998
2003-04-07,72.309998
2003-04-08,72.699997
2003-04-09,71.910004
2003-04-10,72.349998
2003-04-11,72.41999799999999
2003-04-14,74.489998
2003-04-15,76.540001
2003-04-16,75.199997
2003-04-17,76.099998
2003-04-21,76.349998
2003-04-22,78.33000200000001
2003-04-23,78.43
2003-04-24,77.349998
2003-04-25,75.870003
2003-04-28,76.510002
2003-04-29,76.449997
2003-04-30,75.900002
2003-05-01,75.33000200000001
2003-05-02,76.599998
2003-05-05,76.489998
2003-05-06,77.199997
2003-05-07,77.199997
2003-05-08,74.059998
2003-05-09,75.0
2003-05-12,75.489998
2003-05-13,74.949997
2003-05-14,74.949997
2003-05-15,76.099998
2003-05-16,76.699997
2003-05-19,74.349998
2003-05-20,74.449997
2003-05-21,75.099998
2003-05-22,76.029999
2003-05-23,76.150002
2003-05-27,78.480003
2003-05-28,79.900002
2003-05-29,79.589996
2003-05-30,81.5
2003-06-02,83.540001
2003-06-03,83.0
2003-06-04,85.25
2003-06-05,87.300003
2003-06-06,88.699997
2003-06-09,87.540001
2003-06-10,88.699997
2003-06-11,89.739998
2003-06-12,90.349998
2003-06-13,89.16999799999999
2003-06-16,91.5
2003-06-17,91.5
2003-06-18,88.900002
2003-06-19,85.91999799999999
2003-06-20,86.25
2003-06-23,85.279999
2003-06-24,86.599998
2003-06-25,84.779999
2003-06-26,84.150002
2003-06-27,82.379997
2003-06-30,83.75
2003-07-01,85.849998
2003-07-02,85.400002
2003-07-03,84.699997
2003-07-07,87.739998
2003-07-08,88.059998
2003-07-09,88.230003
2003-07-10,86.550003
2003-07-11,87.32
2003-07-14,89.440002
2003-07-15,88.019997
2003-07-16,87.260002
2003-07-17,86.440002
2003-07-18,87.690002
2003-07-21,85.699997
2003-07-22,86.160004
2003-07-23,86.099998
2003-07-24,85.400002
2003-07-25,86.41999799999999
2003-07-28,86.5
2003-07-29,86.83000200000001
2003-07-30,86.949997
2003-07-31,87.139999
2003-08-01,85.099998
2003-08-04,84.650002
2003-08-05,82.900002
2003-08-06,84.050003
2003-08-07,84.75
2003-08-08,85.82
2003-08-11,85.760002
2003-08-12,87.68
2003-08-13,87.400002
2003-08-14,87.949997
2003-08-15,87.760002
2003-08-18,88.269997
2003-08-19,89.029999
2003-08-20,87.699997
2003-08-21,88.099998
2003-08-22,86.989998
2003-08-25,86.730003
2003-08-26,86.510002
2003-08-27,85.970001
2003-08-28,86.860001
2003-08-29,88.489998
2003-09-02,90.449997
2003-09-03,90.82
2003-09-04,91.260002
2003-09-05,90.959999
2003-09-08,91.349998
2003-09-09,91.790001
2003-09-10,89.440002
2003-09-11,89.839996
2003-09-12,90.730003
2003-09-15,89.199997
2003-09-16,90.93
2003-09-17,91.0
2003-09-18,93.25
2003-09-19,93.730003
2003-09-22,92.660004
2003-09-23,89.059998
2003-09-24,85.82
2003-09-25,85.519997
2003-09-26,84.699997
2003-09-29,85.0
2003-09-30,83.900002
2003-10-01,86.0
2003-10-02,85.959999
2003-10-03,86.660004
2003-10-06,86.720001
2003-10-07,86.839996
2003-10-08,86.260002
2003-10-09,87.0
2003-10-10,86.940002
2003-10-13,88.16999799999999
2003-10-14,88.639999
2003-10-15,88.75
2003-10-16,87.989998
2003-10-17,87.16999799999999
2003-10-20,87.010002
2003-10-21,87.620003
2003-10-22,86.470001
2003-10-23,87.0
2003-10-24,85.82
2003-10-27,88.190002
2003-10-28,92.25
2003-10-29,92.650002
2003-10-30,93.43
2003-10-31,93.900002
2003-11-03,96.190002
2003-11-04,95.949997
2003-11-05,95.470001
2003-11-06,96.529999
2003-11-07,96.980003
2003-11-10,96.08000200000001
2003-11-11,96.099998
2003-11-12,96.699997
2003-11-13,96.019997
2003-11-14,93.800003
2003-11-17,94.25
2003-11-18,93.730003
2003-11-19,93.93
2003-11-20,91.760002
2003-11-21,92.970001
2003-11-24,94.91999799999999
2003-11-25,96.25
2003-11-26,96.66999799999999
2003-11-28,96.08000200000001
2003-12-01,97.480003
2003-12-02,97.400002
2003-12-03,99.290001
2003-12-04,98.730003
2003-12-05,98.029999
2003-12-08,98.800003
2003-12-09,98.199997
2003-12-10,97.599998
2003-12-11,98.339996
2003-12-12,99.150002
2003-12-15,97.75
2003-12-16,97.519997
2003-12-17,98.349998
2003-12-18,97.349998
2003-12-19,96.379997
2003-12-22,98.150002
2003-12-23,98.220001
2003-12-24,97.550003
2003-12-26,97.940002
2003-12-29,99.58000200000001
2003-12-30,99.160004
2003-12-31,98.730003
2004-01-02,97.129997
2004-01-05,97.18
2004-01-06,96.599998
2004-01-07,98.629997
2004-01-08,98.75
2004-01-09,97.5
2004-01-12,97.779999
2004-01-13,97.66999799999999
2004-01-14,99.379997
2004-01-15,101.139999
2004-01-16,100.480003
2004-01-20,100.400002
2004-01-21,101.5
2004-01-22,100.68
2004-01-23,99.5
2004-01-26,102.279999
