Date,GS
2004-01-27,101.050003
2004-01-28,98.300003
2004-01-29,99.400002
2004-01-30,99.550003
2004-02-02,99.809998
2004-02-03,101.150002
2004-02-04,99.75
2004-02-05,98.839996
2004-02-06,101.339996
2004-02-09,101.870003
2004-02-10,102.18
2004-02-11,107.089996
2004-02-12,107.400002
2004-02-13,105.849998
2004-02-17,106.91999799999999
2004-02-18,106.900002
2004-02-19,105.769997
2004-02-20,106.519997
2004-02-23,106.66999799999999
2004-02-24,104.32
2004-02-25,105.82
2004-02-26,106.290001
2004-02-27,105.870003
2004-03-01,107.349998
2004-03-02,106.400002
2004-03-03,106.510002
2004-03-04,108.519997
2004-03-05,109.050003
2004-03-08,107.349998
2004-03-09,105.760002
2004-03-10,103.550003
2004-03-11,102.989998
2004-03-12,104.93
2004-03-15,102.82
2004-03-16,103.059998
2004-03-17,104.010002
2004-03-18,103.699997
2004-03-19,102.660004
2004-03-22,101.300003
2004-03-23,101.389999
2004-03-24,99.239998
2004-03-25,101.849998
2004-03-26,103.75
2004-03-29,104.220001
2004-03-30,104.260002
2004-03-31,104.349998
2004-04-01,106.0
2004-04-02,105.949997
2004-04-05,105.699997
2004-04-06,105.58000200000001
2004-04-07,105.25
2004-04-08,105.699997
2004-04-12,105.82
2004-04-13,103.120003
2004-04-14,101.410004
2004-04-15,101.730003
2004-04-16,103.360001
2004-04-19,102.480003
2004-04-20,99.910004
2004-04-21,100.0
2004-04-22,101.800003
2004-04-23,100.410004
2004-04-26,101.150002
2004-04-27,100.910004
2004-04-28,98.400002
2004-04-29,98.260002
2004-04-30,96.75
2004-05-03,96.91999799999999
2004-05-04,97.370003
2004-05-05,96.150002
2004-05-06,95.150002
2004-05-07,93.040001
2004-05-10,92.099998
2004-05-11,93.110001
2004-05-12,92.91999799999999
2004-05-13,93.449997
2004-05-14,94.010002
2004-05-17,92.68
2004-05-18,93.309998
2004-05-19,92.68
2004-05-20,92.400002
2004-05-21,91.739998
2004-05-24,91.730003
2004-05-25,93.110001
2004-05-26,93.389999
2004-05-27,93.290001
2004-05-28,93.910004
2004-06-01,93.0
2004-06-02,91.769997
2004-06-03,90.550003
2004-06-04,91.519997
2004-06-07,93.58000200000001
2004-06-08,94.0
2004-06-09,93.0
2004-06-10,93.010002
2004-06-14,91.529999
2004-06-15,90.209999
2004-06-16,89.980003
2004-06-17,89.339996
2004-06-18,89.18
2004-06-21,88.790001
2004-06-22,90.599998
2004-06-23,91.720001
2004-06-24,93.190002
2004-06-25,94.550003
2004-06-28,93.260002
2004-06-29,94.0
2004-06-30,94.160004
2004-07-01,93.650002
2004-07-02,93.610001
2004-07-06,92.199997
2004-07-07,90.57
2004-07-08,90.0
2004-07-09,90.050003
2004-07-12,90.660004
2004-07-13,90.360001
2004-07-14,89.889999
2004-07-15,88.33000200000001
2004-07-16,87.25
2004-07-19,87.5
2004-07-20,89.699997
2004-07-21,87.41999799999999
2004-07-22,87.760002
2004-07-23,87.550003
2004-07-26,87.029999
2004-07-27,88.790001
2004-07-28,88.709999
2004-07-29,89.690002
2004-07-30,88.190002
2004-08-02,88.440002
2004-08-03,87.68
2004-08-04,87.650002
2004-08-05,85.800003
2004-08-06,84.550003
2004-08-09,84.550003
2004-08-10,85.309998
2004-08-11,84.650002
2004-08-12,83.860001
2004-08-13,84.25
2004-08-16,85.82
2004-08-17,86.389999
2004-08-18,87.440002
2004-08-19,86.599998
2004-08-20,87.809998
2004-08-23,87.5
2004-08-24,87.529999
2004-08-25,90.029999
2004-08-26,91.120003
2004-08-27,90.480003
2004-08-30,89.150002
2004-08-31,89.650002
2004-09-01,89.190002
2004-09-02,91.059998
2004-09-03,90.199997
2004-09-07,92.230003
2004-09-08,91.440002
2004-09-09,91.870003
2004-09-10,93.129997
2004-09-13,93.599998
2004-09-14,94.099998
2004-09-15,92.410004
2004-09-16,93.160004
2004-09-17,92.050003
2004-09-20,91.68
2004-09-21,94.900002
2004-09-22,93.389999
2004-09-23,93.07
2004-09-24,93.480003
2004-09-27,92.75
2004-09-28,93.059998
2004-09-29,93.279999
2004-09-30,93.239998
2004-10-01,93.91999799999999
2004-10-04,94.870003
2004-10-05,94.07
2004-10-06,95.529999
2004-10-07,94.849998
2004-10-08,94.239998
2004-10-11,94.139999
2004-10-12,94.589996
2004-10-13,94.720001
2004-10-14,92.93
2004-10-15,94.160004
2004-10-18,94.25
2004-10-19,93.059998
2004-10-20,92.339996
2004-10-21,93.470001
2004-10-22,92.699997
2004-10-25,92.41999799999999
2004-10-26,93.760002
2004-10-27,96.099998
2004-10-28,97.43
2004-10-29,98.379997
2004-11-01,98.32
2004-11-02,98.550003
2004-11-03,99.370003
2004-11-04,100.0
2004-11-05,100.849998
2004-11-08,100.209999
2004-11-09,100.870003
2004-11-10,100.75
2004-11-11,103.0
2004-11-12,104.660004
2004-11-15,104.620003
2004-11-16,103.720001
2004-11-17,104.709999
2004-11-18,104.83000200000001
2004-11-19,103.040001
2004-11-22,103.41999799999999
2004-11-23,103.809998
2004-11-24,105.0
2004-11-26,104.839996
2004-11-29,105.08000200000001
2004-11-30,104.760002
2004-12-01,106.0
2004-12-02,106.599998
2004-12-03,106.470001
2004-12-06,107.16999799999999
2004-12-07,106.089996
2004-12-08,106.68
2004-12-09,107.489998
2004-12-10,109.400002
2004-12-13,110.449997
2004-12-14,109.879997
2004-12-15,109.25
2004-12-16,105.400002
2004-12-17,103.75
2004-12-20,103.790001
2004-12-21,105.010002
2004-12-22,104.400002
2004-12-23,104.349998
2004-12-27,104.199997
2004-12-28,105.150002
2004-12-29,104.650002
2004-12-30,104.91999799999999
2004-12-31,104.040001
2005-01-03,104.949997
2005-01-04,104.269997
2005-01-05,103.800003
2005-01-06,105.230003
2005-01-07,104.779999
2005-01-10,104.980003
2005-01-11,104.16999799999999
2005-01-12,103.269997
2005-01-13,102.940002
2005-01-14,104.220001
2005-01-18,105.0
2005-01-19,104.059998
2005-01-20,103.400002
2005-01-21,103.33000200000001
2005-01-24,103.239998
2005-01-25,102.860001
2005-01-26,103.260002
2005-01-27,104.0
2005-01-28,106.120003
2005-01-31,107.849998
2005-02-01,108.400002
2005-02-02,108.589996
2005-02-03,108.739998
2005-02-04,110.019997
2005-02-07,109.589996
2005-02-08,111.550003
2005-02-09,111.449997
2005-02-10,112.769997
2005-02-11,112.769997
2005-02-14,111.970001
2005-02-15,112.709999
2005-02-16,112.269997
2005-02-17,110.599998
2005-02-18,109.0
2005-02-22,107.860001
2005-02-23,109.110001
2005-02-24,108.5
2005-02-25,110.099998
2005-02-28,108.800003
2005-03-01,110.019997
2005-03-02,109.730003
2005-03-03,109.410004
2005-03-04,111.529999
2005-03-07,112.800003
2005-03-08,112.629997
2005-03-09,110.870003
2005-03-10,111.33000200000001
2005-03-11,109.550003
2005-03-14,110.0
2005-03-15,110.540001
2005-03-16,109.970001
2005-03-17,110.040001
2005-03-18,109.980003
2005-03-21,109.599998
2005-03-22,107.989998
2005-03-23,108.059998
2005-03-24,108.400002
2005-03-28,109.68
2005-03-29,108.449997
2005-03-30,109.800003
2005-03-31,109.989998
2005-04-01,109.300003
2005-04-04,111.0
2005-04-05,110.589996
2005-04-06,112.5
2005-04-07,113.529999
2005-04-08,112.93
2005-04-11,112.089996
2005-04-12,111.760002
2005-04-13,110.010002
2005-04-14,108.489998
2005-04-15,106.489998
2005-04-18,107.349998
2005-04-19,106.690002
2005-04-20,104.33000200000001
2005-04-21,105.110001
2005-04-22,104.190002
2005-04-25,105.739998
2005-04-26,105.720001
2005-04-27,107.760002
2005-04-28,106.230003
2005-04-29,106.790001
2005-05-02,104.459999
2005-05-03,104.370003
2005-05-04,106.269997
2005-05-05,105.300003
2005-05-06,104.68
2005-05-09,105.5
2005-05-10,102.110001
2005-05-11,103.75
2005-05-12,100.220001
2005-05-13,97.82
2005-05-16,98.41999799999999
2005-05-17,98.349998
2005-05-18,99.58000200000001
2005-05-19,100.120003
2005-05-20,101.08000200000001
2005-05-23,100.690002
2005-05-24,99.58000200000001
2005-05-25,97.25
2005-05-26,96.599998
2005-05-27,95.5
2005-05-31,97.5
2005-06-01,98.639999
2005-06-02,97.66999799999999
2005-06-03,97.300003
2005-06-06,98.41999799999999
2005-06-07,98.400002
2005-06-08,98.349998
2005-06-09,99.949997
2005-06-10,99.050003
2005-06-13,99.260002
2005-06-14,98.300003
2005-06-15,99.190002
2005-06-16,102.650002
2005-06-17,103.800003
2005-06-20,103.25
2005-06-21,102.639999
2005-06-22,102.470001
2005-06-23,102.019997
2005-06-24,103.66999799999999
2005-06-27,103.199997
2005-06-28,103.959999
2005-06-29,102.790001
2005-06-30,102.019997
2005-07-01,102.709999
2005-07-05,103.18
2005-07-06,103.550003
2005-07-07,104.099998
2005-07-08,105.650002
2005-07-11,107.309998
2005-07-12,107.239998
2005-07-13,108.0
2005-07-14,108.550003
2005-07-15,108.5
2005-07-18,108.239998
2005-07-19,109.720001
2005-07-20,109.610001
2005-07-21,108.25
2005-07-22,109.129997
2005-07-25,108.32
2005-07-26,107.720001
2005-07-27,109.150002
2005-07-28,109.66999799999999
2005-07-29,107.480003
2005-08-01,107.120003
2005-08-02,109.519997
2005-08-03,110.870003
2005-08-04,109.25
2005-08-05,109.699997
2005-08-08,109.910004
2005-08-09,111.480003
2005-08-10,112.029999
2005-08-11,114.139999
2005-08-12,113.650002
2005-08-15,114.66999799999999
2005-08-16,112.08000200000001
2005-08-17,111.129997
2005-08-18,110.849998
2005-08-19,111.269997
2005-08-22,111.699997
2005-08-23,111.800003
2005-08-24,109.989998
2005-08-25,110.5
2005-08-26,109.75
2005-08-29,110.150002
2005-08-30,109.839996
2005-08-31,111.18
2005-09-01,113.120003
2005-09-02,113.209999
2005-09-06,114.589996
2005-09-07,114.910004
2005-09-08,115.160004
2005-09-09,116.16999799999999
2005-09-12,118.0
2005-09-13,117.199997
2005-09-14,115.900002
2005-09-15,115.949997
2005-09-16,118.400002
2005-09-19,118.279999
2005-09-20,118.050003
2005-09-21,115.68
2005-09-22,118.5
2005-09-23,119.470001
2005-09-26,120.0
2005-09-27,119.66999799999999
2005-09-28,120.099998
2005-09-29,121.220001
2005-09-30,121.58000200000001
2005-10-03,121.650002
2005-10-04,118.91999799999999
2005-10-05,117.75
2005-10-06,116.93
2005-10-07,117.57
2005-10-10,118.510002
2005-10-11,117.550003
2005-10-12,115.650002
2005-10-13,113.18
2005-10-14,114.550003
2005-10-17,117.050003
2005-10-18,117.089996
2005-10-19,121.199997
2005-10-20,118.75
2005-10-21,118.769997
2005-10-24,123.300003
2005-10-25,123.550003
2005-10-26,124.25
2005-10-27,122.43
2005-10-28,124.559998
2005-10-31,126.370003
2005-11-01,126.599998
2005-11-02,129.130005
2005-11-03,129.199997
2005-11-04,130.96000700000002
2005-11-07,129.149994
2005-11-08,127.519997
2005-11-09,128.699997
2005-11-10,130.08999599999999
2005-11-11,130.0
2005-11-14,129.240005
2005-11-15,127.970001
2005-11-16,128.179993
2005-11-17,130.41000400000001
2005-11-18,131.580002
2005-11-21,132.41000400000001
2005-11-22,132.600006
2005-11-23,134.080002
2005-11-25,134.119995
2005-11-28,131.100006
2005-11-29,130.449997
2005-11-30,128.96000700000002
2005-12-01,130.279999
2005-12-02,131.080002
2005-12-05,133.050003
2005-12-06,131.309998
2005-12-07,129.889999
2005-12-08,128.639999
2005-12-09,129.66000400000001
2005-12-12,130.009995
2005-12-13,131.639999
2005-12-14,129.630005
2005-12-15,128.300003
2005-12-16,126.5
2005-12-19,125.129997
2005-12-20,125.860001
2005-12-21,127.309998
2005-12-22,127.989998
2005-12-23,128.110001
2005-12-27,128.259995
2005-12-28,127.980003
2005-12-29,128.020004
2005-12-30,127.709999
2006-01-03,128.869995
2006-01-04,127.089996
2006-01-05,127.040001
2006-01-06,128.83999599999999
2006-01-09,130.389999
2006-01-10,132.029999
2006-01-11,131.970001
2006-01-12,132.25
2006-01-13,133.259995
2006-01-17,132.58999599999999
2006-01-18,132.369995
2006-01-19,133.820007
2006-01-20,131.440002
2006-01-23,132.869995
2006-01-24,133.0
2006-01-25,133.559998
2006-01-26,137.399994
2006-01-27,138.940002
2006-01-30,139.869995
2006-01-31,141.25
2006-02-01,141.71000700000002
2006-02-02,142.520004
2006-02-03,142.740005
2006-02-06,142.820007
2006-02-07,139.479996
2006-02-08,141.139999
2006-02-09,140.850006
2006-02-10,140.809998
2006-02-13,139.649994
2006-02-14,141.779999
2006-02-15,145.139999
2006-02-16,145.899994
2006-02-17,145.53999299999998
2006-02-21,143.449997
2006-02-22,145.529999
2006-02-23,143.96000700000002
2006-02-24,144.16000400000001
2006-02-27,143.820007
2006-02-28,141.28999299999998
2006-03-01,143.149994
2006-03-02,144.0
2006-03-03,146.0
2006-03-06,145.020004
2006-03-07,144.279999
2006-03-08,142.490005
2006-03-09,141.699997
2006-03-10,141.529999
2006-03-13,140.720001
2006-03-14,149.419998
2006-03-15,149.0
2006-03-16,147.690002
2006-03-17,150.360001
2006-03-20,152.179993
2006-03-21,149.399994
2006-03-22,151.820007
2006-03-23,151.669998
2006-03-24,152.169998
2006-03-27,155.0
2006-03-28,154.16000400000001
2006-03-29,156.899994
2006-03-30,156.809998
2006-03-31,156.96000700000002
2006-04-03,158.119995
2006-04-04,161.0
2006-04-05,160.75
2006-04-06,162.03999299999998
2006-04-07,161.020004
2006-04-10,162.46000700000002
2006-04-11,159.149994
2006-04-12,159.520004
2006-04-13,159.429993
2006-04-17,161.940002
2006-04-18,165.550003
2006-04-19,167.050003
2006-04-20,168.550003
2006-04-21,165.889999
2006-04-24,165.350006
2006-04-25,162.800003
2006-04-26,163.399994
2006-04-27,163.970001
2006-04-28,160.28999299999998
2006-05-01,156.449997
2006-05-02,158.830002
2006-05-03,159.149994
2006-05-04,158.03999299999998
2006-05-05,164.389999
2006-05-08,163.529999
2006-05-09,165.75
2006-05-10,164.08999599999999
2006-05-11,159.279999
2006-05-12,156.110001
2006-05-15,153.139999
2006-05-16,152.699997
2006-05-17,148.21000700000002
2006-05-18,147.029999
2006-05-19,149.41000400000001
2006-05-22,146.149994
2006-05-23,143.699997
2006-05-24,143.919998
2006-05-25,147.320007
2006-05-26,152.940002
2006-05-30,149.830002
2006-05-31,150.949997
2006-06-01,153.550003
2006-06-02,154.08999599999999
2006-06-05,150.399994
2006-06-06,149.240005
2006-06-07,149.949997
2006-06-08,149.759995
2006-06-09,149.889999
2006-06-12,145.0
2006-06-13,139.25
2006-06-14,138.5
2006-06-15,144.119995
2006-06-16,144.0
2006-06-19,143.75
2006-06-20,145.259995
2006-06-21,149.830002
2006-06-22,148.309998
2006-06-23,147.919998
2006-06-26,149.899994
2006-06-27,147.16000400000001
2006-06-28,146.490005
2006-06-29,152.199997
2006-06-30,150.429993
2006-07-03,152.449997
2006-07-05,150.949997
2006-07-06,150.580002
2006-07-07,148.509995
2006-07-10,148.850006
2006-07-11,148.669998
2006-07-12,145.270004
2006-07-13,142.550003
2006-07-14,140.100006
2006-07-17,140.869995
2006-07-18,142.33999599999999
2006-07-19,146.970001
2006-07-20,145.179993
2006-07-21,142.03999299999998
2006-07-24,146.899994
2006-07-25,148.490005
2006-07-26,147.380005
2006-07-27,148.259995
2006-07-28,151.720001
2006-07-31,152.75
2006-08-01,151.259995
2006-08-02,149.899994
2006-08-03,152.100006
2006-08-04,152.990005
2006-08-07,152.649994
2006-08-08,151.449997
2006-08-09,150.009995
2006-08-10,151.630005
2006-08-11,151.110001
2006-08-14,150.369995
2006-08-15,152.649994
2006-08-16,154.990005
2006-08-17,154.449997
2006-08-18,154.679993
2006-08-21,153.830002
2006-08-22,154.149994
2006-08-23,152.699997
2006-08-24,151.399994
2006-08-25,150.070007
2006-08-28,149.529999
2006-08-29,147.08999599999999
2006-08-30,147.059998
2006-08-31,148.649994
2006-09-01,149.139999
2006-09-05,151.279999
2006-09-06,150.669998
2006-09-07,148.570007
2006-09-08,149.800003
2006-09-11,151.0
2006-09-12,158.28999299999998
2006-09-13,160.860001
2006-09-14,162.520004
2006-09-15,162.71000700000002
2006-09-18,163.220001
2006-09-19,163.389999
2006-09-20,166.600006
2006-09-21,167.149994
2006-09-22,167.520004
2006-09-25,168.690002
2006-09-26,168.679993
2006-09-27,169.0
2006-09-28,170.0
2006-09-29,169.169998
2006-10-02,170.690002
2006-10-03,174.199997
2006-10-04,176.559998
2006-10-05,175.5
2006-10-06,175.649994
2006-10-09,177.449997
2006-10-10,178.860001
2006-10-11,178.970001
2006-10-12,181.509995
2006-10-13,183.850006
2006-10-16,185.220001
2006-10-17,183.070007
2006-10-18,182.970001
2006-10-19,180.050003
2006-10-20,180.399994
2006-10-23,184.699997
2006-10-24,187.83999599999999
2006-10-25,188.610001
2006-10-26,193.380005
2006-10-27,188.669998
2006-10-30,189.75
2006-10-31,189.78999299999998
2006-11-01,185.0
2006-11-02,187.389999
2006-11-03,187.130005
2006-11-06,190.0
2006-11-07,188.679993
2006-11-08,188.770004
2006-11-09,184.779999
2006-11-10,187.059998
2006-11-13,187.729996
2006-11-14,190.360001
2006-11-15,193.110001
2006-11-16,196.720001
2006-11-17,195.03999299999998
2006-11-20,197.449997
2006-11-21,199.759995
2006-11-22,202.28999299999998
2006-11-24,201.600006
2006-11-27,193.110001
2006-11-28,197.119995
2006-11-29,196.220001
2006-11-30,194.800003
2006-12-01,194.5
2006-12-04,200.050003
2006-12-05,201.610001
2006-12-06,205.0
2006-12-07,200.199997
2006-12-08,205.100006
2006-12-11,202.520004
2006-12-12,200.0
2006-12-13,198.309998
2006-12-14,200.130005
2006-12-15,199.83999599999999
2006-12-18,203.240005
2006-12-19,201.240005
2006-12-20,201.369995
2006-12-21,198.100006
2006-12-22,198.08999599999999
2006-12-26,199.860001
2006-12-27,201.949997
2006-12-28,200.800003
2006-12-29,199.350006
2007-01-03,200.720001
2007-01-04,198.850006
2007-01-05,199.050003
2007-01-08,203.729996
2007-01-09,204.080002
2007-01-10,208.110001
2007-01-11,211.88000499999998
2007-01-12,213.99000499999997
2007-01-16,213.58999599999999
2007-01-17,213.229996
2007-01-18,209.679993
2007-01-19,210.289993
2007-01-22,212.97000099999997
2007-01-23,212.63999900000002
2007-01-24,220.100006
2007-01-25,213.07000699999998
2007-01-26,213.5
2007-01-29,211.039993
2007-01-30,208.779999
2007-01-31,212.16000400000001
2007-02-01,212.0
2007-02-02,213.42999300000002
2007-02-05,212.55000299999998
2007-02-06,214.649994
2007-02-07,213.55000299999998
2007-02-08,213.899994
2007-02-09,213.27999900000003
2007-02-12,211.13000499999998
2007-02-13,212.52999900000003
2007-02-14,217.399994
2007-02-15,216.82000699999998
2007-02-16,216.919998
2007-02-20,220.940002
2007-02-21,220.149994
2007-02-22,218.97000099999997
2007-02-23,216.5
2007-02-26,214.0
2007-02-27,196.0
2007-02-28,201.75
2007-03-01,199.66000400000001
2007-03-02,195.669998
2007-03-05,190.0
2007-03-06,197.369995
2007-03-07,195.58999599999999
2007-03-08,199.940002
2007-03-09,201.699997
2007-03-12,202.600006
2007-03-13,199.029999
2007-03-14,200.149994
2007-03-15,200.889999
2007-03-16,199.0
2007-03-19,202.440002
2007-03-20,204.0
2007-03-21,210.94999700000002
2007-03-22,210.080002
2007-03-23,211.88999900000002
2007-03-26,211.729996
2007-03-27,209.86999500000002
2007-03-28,206.759995
2007-03-29,207.199997
2007-03-30,206.630005
2007-04-02,205.649994
2007-04-03,209.75
2007-04-04,208.78999299999998
2007-04-05,207.929993
2007-04-09,208.940002
2007-04-10,209.050003
2007-04-11,206.929993
2007-04-12,207.050003
2007-04-13,206.5
2007-04-16,214.520004
2007-04-17,214.899994
2007-04-18,216.75
2007-04-19,219.289993
2007-04-20,220.0
2007-04-23,222.419998
2007-04-24,220.72000099999997
2007-04-25,225.600006
2007-04-26,224.809998
2007-04-27,224.27999900000003
2007-04-30,218.61000099999998
2007-05-01,218.580002
2007-05-02,219.49000499999997
2007-05-03,221.559998
2007-05-04,227.33999599999999
2007-05-07,227.22000099999997
2007-05-08,224.94999700000002
2007-05-09,226.57000699999998
2007-05-10,223.100006
2007-05-11,227.5
2007-05-14,226.17999300000002
2007-05-15,224.38000499999998
2007-05-16,227.11000099999998
2007-05-17,227.38000499999998
2007-05-18,230.33999599999999
2007-05-21,229.229996
2007-05-22,230.710007
2007-05-23,228.539993
2007-05-24,225.67999300000002
2007-05-25,225.52999900000003
2007-05-29,228.440002
2007-05-30,232.0
2007-05-31,230.82000699999998
2007-06-01,230.710007
2007-06-04,229.710007
2007-06-05,229.36000099999998
2007-06-06,227.350006
2007-06-07,220.05000299999998
2007-06-08,225.059998
2007-06-11,227.16000400000001
2007-06-12,227.850006
2007-06-13,233.63999900000002
2007-06-14,225.75
2007-06-15,226.190002
2007-06-18,226.97000099999997
2007-06-19,229.47000099999997
2007-06-20,225.88999900000002
2007-06-21,226.899994
2007-06-22,222.399994
2007-06-25,216.74000499999997
2007-06-26,214.169998
2007-06-27,219.330002
2007-06-28,218.960007
2007-06-29,216.75
2007-07-02,219.17999300000002
2007-07-03,224.55000299999998
2007-07-05,221.32000699999998
2007-07-06,223.63999900000002
2007-07-09,223.30000299999998
2007-07-10,217.080002
2007-07-11,216.72000099999997
2007-07-12,220.289993
2007-07-13,222.17999300000002
2007-07-16,220.399994
2007-07-17,219.399994
2007-07-18,214.99000499999997
2007-07-19,211.690002
2007-07-20,205.940002
2007-07-23,205.03999299999998
2007-07-24,198.149994
2007-07-25,203.16000400000001
2007-07-26,195.119995
2007-07-27,192.649994
2007-07-30,195.740005
2007-07-31,188.33999599999999
2007-08-01,189.0
2007-08-02,187.46000700000002
2007-08-03,179.679993
2007-08-06,187.78999299999998
2007-08-07,191.25
2007-08-08,193.300003
2007-08-09,182.25
2007-08-10,180.5
2007-08-13,177.5
2007-08-14,169.75
2007-08-15,164.899994
2007-08-16,169.850006
2007-08-17,175.0
2007-08-20,172.759995
2007-08-21,175.479996
2007-08-22,177.889999
2007-08-23,177.5
2007-08-24,179.729996
2007-08-27,177.949997
2007-08-28,170.949997
2007-08-29,173.720001
2007-08-30,171.380005
2007-08-31,176.009995
2007-09-04,180.800003
2007-09-05,177.809998
2007-09-06,179.179993
2007-09-07,178.979996
2007-09-10,183.610001
2007-09-11,183.5
2007-09-12,182.529999
2007-09-13,188.470001
2007-09-14,190.58999599999999
2007-09-17,187.610001
2007-09-18,200.5
2007-09-19,205.5
2007-09-20,203.529999
2007-09-21,209.979996
2007-09-24,210.42999300000002
2007-09-25,210.899994
2007-09-26,214.61000099999998
2007-09-27,216.77999900000003
2007-09-28,216.74000499999997
2007-10-01,222.979996
2007-10-02,228.020004
2007-10-03,227.350006
2007-10-04,225.94999700000002
2007-10-05,228.5
2007-10-08,226.960007
2007-10-09,239.19999700000002
2007-10-10,235.940002
2007-10-11,229.00999500000003
2007-10-12,233.559998
2007-10-15,229.33999599999999
2007-10-16,224.830002
2007-10-17,227.61999500000002
2007-10-18,227.850006
2007-10-19,217.690002
2007-10-22,222.17999300000002
2007-10-23,223.75999500000003
2007-10-24,225.11999500000002
2007-10-25,226.66000400000001
2007-10-26,235.919998
2007-10-29,243.809998
2007-10-30,240.330002
2007-10-31,247.919998
2007-11-01,240.210007
2007-11-02,229.600006
2007-11-05,218.38999900000002
2007-11-06,223.16000400000001
2007-11-07,214.17999300000002
2007-11-08,209.940002
2007-11-09,211.330002
2007-11-12,214.710007
2007-11-13,233.039993
2007-11-14,233.309998
2007-11-15,227.020004
2007-11-16,225.25
2007-11-19,220.539993
2007-11-20,217.479996
2007-11-21,209.5
2007-11-23,216.479996
2007-11-26,207.449997
2007-11-27,213.330002
2007-11-28,227.520004
2007-11-29,224.38000499999998
2007-11-30,226.63999900000002
2007-12-03,226.88999900000002
2007-12-04,215.22000099999997
2007-12-05,218.25999500000003
2007-12-06,222.50999500000003
2007-12-07,217.88999900000002
2007-12-10,224.210007
2007-12-11,211.149994
2007-12-12,212.580002
2007-12-13,208.479996
2007-12-14,210.669998
2007-12-17,208.630005
2007-12-18,201.509995
2007-12-19,204.16000400000001
2007-12-20,202.669998
2007-12-21,209.600006
2007-12-24,214.32000699999998
2007-12-26,216.690002
2007-12-27,211.94999700000002
2007-12-28,211.940002
2007-12-31,215.05000299999998
2008-01-02,207.600006
2008-01-03,204.83999599999999
2008-01-04,199.929993
2008-01-07,194.729996
2008-01-08,189.5
2008-01-09,191.75
2008-01-10,196.91000400000001
2008-01-11,198.740005
2008-01-14,201.649994
2008-01-15,193.28999299999998
2008-01-16,197.5
2008-01-17,190.979996
2008-01-18,187.21000700000002
2008-01-22,190.690002
2008-01-23,199.389999
2008-01-24,199.199997
2008-01-25,191.369995
2008-01-28,196.25
2008-01-29,196.050003
2008-01-30,198.550003
2008-01-31,199.550003
2008-02-01,207.779999
2008-02-04,200.800003
2008-02-05,189.860001
2008-02-06,187.169998
2008-02-07,190.46000700000002
2008-02-08,187.070007
2008-02-11,185.869995
2008-02-12,180.649994
2008-02-13,180.179993
2008-02-14,176.559998
2008-02-15,178.41000400000001
2008-02-19,173.800003
2008-02-20,177.25
2008-02-21,175.169998
2008-02-22,177.71000700000002
2008-02-25,177.360001
2008-02-26,172.699997
2008-02-27,180.800003
2008-02-28,176.699997
2008-02-29,169.630005
2008-03-03,165.080002
2008-03-04,163.600006
2008-03-05,164.970001
2008-03-06,158.649994
2008-03-07,160.070007
2008-03-10,155.580002
2008-03-11,163.070007
2008-03-12,163.009995
2008-03-13,165.440002
2008-03-14,156.860001
2008-03-17,151.020004
2008-03-18,175.58999599999999
2008-03-19,166.490005
2008-03-20,179.630005
2008-03-24,178.880005
2008-03-25,179.630005
2008-03-26,175.479996
2008-03-27,168.139999
2008-03-28,164.449997
2008-03-31,165.389999
2008-04-01,176.860001
2008-04-02,176.869995
2008-04-03,176.529999
2008-04-04,175.399994
2008-04-07,178.729996
2008-04-08,178.899994
2008-04-09,174.139999
2008-04-10,170.550003
2008-04-11,167.300003
2008-04-14,163.58999599999999
2008-04-15,164.199997
2008-04-16,169.050003
2008-04-17,172.100006
2008-04-18,179.929993
2008-04-21,180.399994
2008-04-22,179.759995
2008-04-23,179.350006
2008-04-24,188.78999299999998
2008-04-25,192.0
2008-04-28,190.240005
2008-04-29,192.679993
2008-04-30,191.369995
2008-05-01,199.050003
2008-05-02,200.270004
2008-05-05,197.119995
2008-05-06,197.610001
2008-05-07,189.759995
2008-05-08,187.720001
2008-05-09,188.08999599999999
2008-05-12,192.080002
2008-05-13,190.330002
2008-05-14,190.130005
2008-05-15,188.619995
2008-05-16,187.139999
2008-05-19,184.399994
2008-05-20,182.429993
2008-05-21,178.600006
2008-05-22,177.199997
2008-05-23,172.639999
2008-05-27,173.919998
2008-05-28,174.830002
2008-05-29,176.240005
2008-05-30,176.41000400000001
2008-06-02,172.33999599999999
2008-06-03,170.580002
2008-06-04,172.100006
2008-06-05,176.600006
2008-06-06,169.440002
2008-06-09,165.759995
2008-06-10,167.21000700000002
2008-06-11,162.399994
2008-06-12,166.75
2008-06-13,178.28999299999998
2008-06-16,182.08999599999999
2008-06-17,179.440002
2008-06-18,182.770004
2008-06-19,186.929993
2008-06-20,183.770004
2008-06-23,178.58999599999999
2008-06-24,181.979996
2008-06-25,183.649994
2008-06-26,176.259995
2008-06-27,174.559998
2008-06-30,174.899994
2008-07-01,175.330002
2008-07-02,178.78999299999998
2008-07-03,178.889999
2008-07-07,169.820007
2008-07-08,174.899994
2008-07-09,169.020004
2008-07-10,170.16000400000001
2008-07-11,162.479996
2008-07-14,158.669998
2008-07-15,157.800003
2008-07-16,172.860001
2008-07-17,181.240005
2008-07-18,182.83999599999999
2008-07-21,180.779999
2008-07-22,188.03999299999998
2008-07-23,187.869995
2008-07-24,180.259995
2008-07-25,178.66000400000001
2008-07-28,172.899994
