Date,AXP
1972-06-01,3.693287
1972-06-02,3.6771949999999998
1972-06-05,3.604777
1972-06-06,3.411664
1972-06-07,3.371432
1972-06-08,3.451896
1972-06-09,3.427757
1972-06-12,3.484082
1972-06-13,3.484082
1972-06-14,3.44385
1972-06-15,3.403618
1972-06-16,3.395571
1972-06-19,3.363386
1972-06-20,3.371432
1972-06-21,3.44385
1972-06-22,3.508221
1972-06-23,3.3312
1972-06-26,3.234644
1972-06-27,3.371432
1972-06-28,3.403618
1972-06-29,3.484082
1972-06-30,3.5886839999999998
1972-07-03,3.7254730000000005
1972-07-05,3.862261
1972-07-06,3.862261
1972-07-07,3.79789
1972-07-10,3.765705
1972-07-11,3.7737510000000003
1972-07-12,3.765705
1972-07-13,3.612823
1972-07-14,3.6369629999999997
1972-07-17,3.604777
1972-07-18,3.6369629999999997
1972-07-19,3.6369629999999997
1972-07-20,3.451896
1972-07-21,3.524313
1972-07-24,3.5886839999999998
1972-07-25,3.5564989999999996
1972-07-26,3.5564989999999996
1972-07-27,3.548453
1972-07-28,3.564545
1972-07-31,3.5564989999999996
1972-08-01,3.6450089999999995
1972-08-02,3.8783540000000003
1972-08-03,3.942725
1972-08-04,3.950771
1972-08-07,3.942725
1972-08-08,3.8864
1972-08-09,3.8864
1972-08-10,3.99905
1972-08-11,4.039281
1972-08-14,4.007096
1972-08-15,3.9668639999999997
1972-08-16,3.942725
1972-08-17,3.862261
1972-08-18,3.8783540000000003
1972-08-21,3.862261
1972-08-22,3.805937
1972-08-23,3.7254730000000005
1972-08-24,3.7093800000000003
1972-08-25,3.7093800000000003
1972-08-28,3.7093800000000003
1972-08-29,3.765705
1972-08-30,3.862261
1972-08-31,3.846169
1972-09-01,3.991003
1972-09-05,3.918586
1972-09-06,3.7898440000000004
1972-09-07,3.79789
1972-09-08,3.717427
1972-09-11,3.612823
1972-09-12,3.524313
1972-09-13,3.604777
1972-09-14,3.6369629999999997
1972-09-15,3.6450089999999995
1972-09-18,3.693287
1972-09-19,3.7254730000000005
1972-09-20,3.846169
1972-09-21,3.765705
1972-09-22,3.765705
1972-09-25,3.7254730000000005
1972-09-26,3.765705
1972-09-27,3.99905
1972-09-28,4.007096
1972-09-29,3.9668639999999997
1972-10-02,3.991003
1972-10-03,4.007096
1972-10-04,3.9668639999999997
1972-10-05,3.765705
1972-10-06,3.830076
1972-10-09,3.902493
1972-10-10,3.846169
1972-10-11,3.717427
1972-10-12,3.7093800000000003
1972-10-13,3.6691480000000003
1972-10-16,3.6369629999999997
1972-10-17,3.7335190000000003
1972-10-18,3.8783540000000003
1972-10-19,3.846169
1972-10-20,3.991003
1972-10-23,3.926632
1972-10-24,3.958818
1972-10-25,3.958818
1972-10-26,3.958818
1972-10-27,3.950771
1972-10-30,3.9668639999999997
1972-10-31,3.958818
1972-11-01,3.926632
1972-11-02,3.918586
1972-11-03,3.926632
1972-11-06,4.007096
1972-11-08,4.111699
1972-11-09,4.103651999999999
1972-11-10,4.111699
1972-11-13,4.184116
1972-11-14,4.184116
1972-11-15,4.103651999999999
1972-11-16,4.023189
1972-11-17,3.991003
1972-11-20,3.926632
1972-11-21,3.950771
1972-11-22,3.991003
1972-11-24,4.047328
1972-11-27,4.007096
1972-11-28,3.958818
1972-11-29,3.926632
1972-11-30,3.926632
1972-12-01,4.023189
1972-12-04,4.111699
1972-12-05,4.1277919999999995
1972-12-06,4.111699
1972-12-07,4.111699
1972-12-08,4.08756
1972-12-11,4.071467
1972-12-12,4.047328
1972-12-13,4.007096
1972-12-14,4.007096
1972-12-15,4.023189
1972-12-18,4.023189
1972-12-19,4.047328
1972-12-20,4.079514
1972-12-21,4.023189
1972-12-22,4.023189
1972-12-26,4.007096
1972-12-27,4.103651999999999
1972-12-29,4.168024
1973-01-02,4.208255
1973-01-03,4.385276
1973-01-04,4.401369
1973-01-05,4.393322
1973-01-08,4.361136
1973-01-09,4.328951
1973-01-10,4.280673
1973-01-11,4.345044000000001
1973-01-12,4.361136
1973-01-15,4.345044000000001
1973-01-16,4.345044000000001
1973-01-17,4.328951
1973-01-18,4.401369
1973-01-19,4.481833
1973-01-22,4.433554
1973-01-23,4.433554
1973-01-24,4.2323949999999995
1973-01-26,4.168024
1973-01-29,4.063421
1973-01-30,4.103651999999999
1973-01-31,4.047328
1973-02-01,3.91054
1973-02-02,3.942725
1973-02-05,3.991003
1973-02-06,4.047328
1973-02-07,3.991003
1973-02-08,4.039281
1973-02-09,4.119745
1973-02-12,4.119745
1973-02-13,4.151930999999999
1973-02-14,4.031235
1973-02-15,4.023189
1973-02-16,4.031235
1973-02-20,4.079514
1973-02-21,3.991003
1973-02-22,3.958818
1973-02-23,3.7254730000000005
1973-02-26,3.846169
1973-02-27,3.79789
1973-02-28,3.902493
1973-03-01,3.830076
1973-03-02,3.846169
1973-03-05,3.862261
1973-03-06,3.926632
1973-03-07,3.982957
1973-03-08,3.9668639999999997
1973-03-09,3.991003
1973-03-12,4.007096
1973-03-13,4.047328
1973-03-14,4.063421
1973-03-15,4.071467
1973-03-16,4.039281
1973-03-19,3.982957
1973-03-20,3.942725
1973-03-21,3.846169
1973-03-22,3.693287
1973-03-23,3.757658
1973-03-26,3.6852410000000004
1973-03-27,3.765705
1973-03-28,3.805937
1973-03-29,3.846169
1973-03-30,3.765705
1973-04-02,3.564545
1973-04-03,3.476035
1973-04-04,3.274876
1973-04-05,3.3151080000000004
