Date,WY
1973-05-03,19.083334
1973-05-04,19.666666
1973-05-07,19.583334
1973-05-08,19.583334
1973-05-09,19.666666
1973-05-10,19.416666
1973-05-11,19.166666
1973-05-14,18.875
1973-05-15,19.083334
1973-05-16,19.291666
1973-05-17,19.291666
1973-05-18,19.166666
1973-05-21,18.833334
1973-05-22,18.875
1973-05-23,19.166666
1973-05-24,19.625
1973-05-25,19.958334
1973-05-29,19.333334
1973-05-30,19.291666
1973-05-31,18.833334
1973-06-01,18.958334
1973-06-04,18.833334
1973-06-05,18.916666
1973-06-06,18.833334
1973-06-07,19.0
1973-06-08,19.541666
1973-06-11,19.833334
1973-06-12,20.083334
1973-06-13,19.833334
1973-06-14,19.791666
1973-06-15,19.666666
1973-06-18,19.25
1973-06-19,19.291666
1973-06-20,19.333334
1973-06-21,19.25
1973-06-22,19.166666
1973-06-25,19.083334
1973-06-26,19.25
1973-06-27,19.25
1973-06-28,19.583334
1973-06-29,19.583334
1973-07-02,19.625
1973-07-03,20.0
1973-07-05,20.166666
1973-07-06,20.291666
1973-07-09,20.583334
1973-07-10,21.0
1973-07-11,21.458334
1973-07-12,21.333334
1973-07-13,20.958334
1973-07-16,21.083334
1973-07-17,21.166666
1973-07-18,21.041666
1973-07-19,21.166666
1973-07-20,21.458334
1973-07-23,21.541666
1973-07-24,21.625
1973-07-25,22.541666
1973-07-26,22.5
1973-07-27,22.0
1973-07-30,21.708334
1973-07-31,21.458334
1973-08-01,21.666666
1973-08-02,21.666666
1973-08-03,21.958334
1973-08-06,22.458334
1973-08-07,22.833334
1973-08-08,23.166666
1973-08-09,23.458334
1973-08-10,23.666666
1973-08-13,23.5
1973-08-14,22.708334
1973-08-15,23.0
1973-08-16,22.916666
1973-08-17,22.708334
1973-08-20,22.5
1973-08-21,22.541666
1973-08-22,22.541666
1973-08-23,23.333334
1973-08-24,23.25
1973-08-27,23.166666
1973-08-28,23.083334
1973-08-29,23.083334
1973-08-30,23.083334
1973-08-31,22.833334
1973-09-04,22.5
1973-09-05,22.625
1973-09-06,22.791666
1973-09-07,22.708334
1973-09-10,22.625
1973-09-11,22.333334
1973-09-12,21.708334
1973-09-13,21.791666
1973-09-14,22.083334
1973-09-17,22.333334
1973-09-18,22.25
1973-09-19,23.166666
1973-09-20,23.541666
1973-09-21,23.333334
1973-09-24,23.166666
1973-09-25,22.708334
1973-09-26,23.0
1973-09-27,23.541666
1973-09-28,23.416666
1973-10-01,23.416666
1973-10-02,23.958334
1973-10-03,24.708334
1973-10-04,24.708334
1973-10-05,24.916666
1973-10-08,25.208334
1973-10-09,25.583334
1973-10-10,25.916666
1973-10-11,26.708334000000004
1973-10-12,26.666665999999996
1973-10-15,26.5
1973-10-16,26.083334
1973-10-17,25.708334
1973-10-18,25.833334
1973-10-19,24.958334
1973-10-22,24.666666
1973-10-23,24.916666
1973-10-24,25.25
1973-10-25,25.25
1973-10-26,25.333334
1973-10-29,25.666666
1973-10-30,25.291666
1973-10-31,24.958334
1973-11-01,24.666666
1973-11-02,23.916666
1973-11-05,23.708334
1973-11-06,24.166666
1973-11-07,24.541666
1973-11-08,25.083334
1973-11-09,24.458334
1973-11-12,24.833334
1973-11-13,24.875
1973-11-14,24.541666
1973-11-15,24.541666
1973-11-16,24.625
1973-11-19,24.041666
1973-11-20,24.416666
1973-11-21,24.875
1973-11-23,24.958334
1973-11-26,24.458334
1973-11-27,24.25
1973-11-28,24.5
1973-11-29,24.333334
1973-11-30,23.708334
1973-12-03,23.083334
1973-12-04,23.333334
1973-12-05,23.083334
1973-12-06,23.791666
1973-12-07,24.833334
1973-12-10,26.25
1973-12-11,26.541665999999996
1973-12-12,25.666666
1973-12-13,25.916666
1973-12-14,26.166666
1973-12-17,25.666666
1973-12-18,25.833334
1973-12-19,24.666666
1973-12-20,25.166666
1973-12-21,24.666666
1973-12-24,25.166666
1973-12-26,25.916666
1973-12-27,26.166666
1973-12-28,25.916666
1973-12-31,26.083334
1974-01-02,26.083334
1974-01-03,27.666665999999996
1974-01-04,27.666665999999996
1974-01-07,27.25
1974-01-08,26.333334000000004
1974-01-09,24.666666
1974-01-10,24.583334
1974-01-11,25.25
1974-01-14,24.916666
1974-01-15,25.083334
1974-01-16,25.666666
1974-01-17,25.916666
1974-01-18,25.166666
1974-01-21,25.083334
1974-01-22,25.333334
1974-01-23,25.666666
1974-01-24,25.5
1974-01-25,25.416666
1974-01-28,25.916666
1974-01-29,26.166666
1974-01-30,26.083334
1974-01-31,25.916666
1974-02-01,25.416666
1974-02-04,24.5
1974-02-05,24.333334
1974-02-06,23.666666
1974-02-07,22.416666
1974-02-08,22.416666
1974-02-11,22.083334
1974-02-12,23.666666
1974-02-13,23.916666
1974-02-14,23.666666
1974-02-15,23.916666
1974-02-19,24.25
1974-02-20,24.666666
1974-02-21,24.916666
1974-02-22,25.333334
1974-02-25,25.416666
1974-02-26,26.083334
1974-02-27,27.166665999999996
1974-02-28,26.916665999999996
1974-03-01,26.333334000000004
1974-03-04,25.916666
1974-03-05,26.666665999999996
1974-03-06,26.5
1974-03-07,26.166666
1974-03-08,26.416665999999996
1974-03-11,26.5
1974-03-12,26.916665999999996
1974-03-13,27.166665999999996
1974-03-14,26.916665999999996
1974-03-15,27.25
1974-03-18,27.083334000000004
1974-03-19,27.083334000000004
1974-03-20,27.166665999999996
1974-03-21,27.416665999999996
1974-03-22,27.833334000000004
1974-03-25,28.166665999999996
1974-03-26,28.916665999999996
1974-03-27,28.5
1974-03-28,27.583334000000004
1974-03-29,27.666665999999996
1974-04-01,27.666665999999996
1974-04-02,27.666665999999996
1974-04-03,27.916665999999996
1974-04-04,27.916665999999996
1974-04-05,27.333334000000004
1974-04-08,26.833334000000004
1974-04-09,27.666665999999996
1974-04-10,28.5
1974-04-11,28.5
1974-04-15,28.333334000000004
1974-04-16,28.75
1974-04-17,28.583334000000004
1974-04-18,30.916665999999996
1974-04-19,29.5
1974-04-22,29.25
1974-04-23,28.833334000000004
1974-04-24,28.833334000000004
1974-04-25,28.916665999999996
1974-04-26,29.833334000000004
1974-04-29,29.916665999999996
1974-04-30,29.833334000000004
1974-05-01,29.916665999999996
1974-05-02,29.833334000000004
1974-05-03,29.416665999999996
1974-05-06,28.833334000000004
1974-05-07,29.166665999999996
1974-05-08,29.333334000000004
1974-05-09,28.75
1974-05-10,28.416665999999996
1974-05-13,28.5
1974-05-14,29.083334000000004
1974-05-15,28.916665999999996
1974-05-16,28.666665999999996
1974-05-17,27.916665999999996
1974-05-20,27.833334000000004
1974-05-21,28.25
1974-05-22,27.416665999999996
1974-05-23,26.916665999999996
1974-05-24,27.833334000000004
1974-05-28,28.5
1974-05-29,27.666665999999996
1974-05-30,27.25
1974-05-31,25.5
1974-06-03,25.833334
1974-06-04,25.916666
1974-06-05,25.083334
1974-06-06,26.083334
1974-06-07,26.25
1974-06-10,26.25
1974-06-11,26.5
1974-06-12,25.833334
1974-06-13,26.916665999999996
1974-06-14,26.5
1974-06-17,26.416665999999996
1974-06-18,26.5
1974-06-19,26.25
1974-06-20,25.833334
1974-06-21,25.666666
1974-06-24,26.166666
1974-06-25,25.666666
1974-06-26,24.916666
1974-06-27,24.333334
1974-06-28,24.5
1974-07-01,24.916666
1974-07-02,24.666666
1974-07-03,23.833334
1974-07-05,23.333334
1974-07-08,22.666666
1974-07-09,23.0
1974-07-10,23.083334
1974-07-11,23.333334
1974-07-12,24.25
1974-07-15,24.5
1974-07-16,24.916666
1974-07-17,25.583334
1974-07-18,25.5
1974-07-19,25.416666
1974-07-22,25.166666
1974-07-23,25.5
1974-07-24,24.666666
1974-07-25,23.833334
1974-07-26,23.666666
1974-07-29,23.5
1974-07-30,23.583334
1974-07-31,23.583334
1974-08-01,22.916666
1974-08-02,22.833334
1974-08-05,23.0
1974-08-06,23.333334
1974-08-07,24.333334
1974-08-08,24.5
1974-08-09,24.25
1974-08-12,23.416666
1974-08-13,23.083334
1974-08-14,22.333334
1974-08-15,21.916666
1974-08-16,21.083334
1974-08-19,21.083334
1974-08-20,21.25
1974-08-21,21.0
1974-08-22,20.416666
1974-08-23,20.416666
1974-08-26,21.0
1974-08-27,20.583334
1974-08-28,20.666666
1974-08-29,20.416666
1974-08-30,21.5
1974-09-03,20.583334
1974-09-04,20.083334
1974-09-05,20.5
1974-09-06,20.583334
1974-09-09,20.083334
1974-09-10,20.0
1974-09-11,20.166666
1974-09-12,19.833334
1974-09-13,19.083334
1974-09-16,19.416666
1974-09-17,19.5
1974-09-18,19.166666
1974-09-19,20.666666
1974-09-20,20.5
1974-09-23,20.25
1974-09-24,19.0
1974-09-25,18.833334
1974-09-26,17.666666
1974-09-27,17.333334
1974-09-30,16.833334
1974-10-01,16.666666
1974-10-02,16.25
1974-10-03,16.083334
1974-10-04,16.833334
1974-10-07,18.666666
1974-10-08,18.583334
1974-10-09,19.916666
1974-10-10,20.416666
1974-10-11,20.583334
1974-10-14,20.916666
1974-10-15,19.333334
1974-10-16,19.416666
1974-10-17,19.833334
1974-10-18,20.833334
1974-10-21,20.666666
1974-10-22,20.5
1974-10-23,18.666666
1974-10-24,18.416666
1974-10-25,18.25
1974-10-28,18.25
1974-10-29,19.5
1974-10-30,20.0
1974-10-31,18.833334
1974-11-01,18.333334
1974-11-04,18.583334
1974-11-05,19.166666
1974-11-06,19.666666
1974-11-07,19.333334
1974-11-08,19.916666
1974-11-11,20.0
1974-11-12,19.583334
1974-11-13,19.5
1974-11-14,19.166666
1974-11-15,18.583334
1974-11-18,17.666666
1974-11-19,18.083334
1974-11-20,17.916666
1974-11-21,18.0
1974-11-22,18.25
1974-11-25,18.166666
1974-11-26,18.666666
1974-11-27,18.916666
1974-11-29,19.166666
1974-12-02,18.666666
1974-12-03,17.916666
1974-12-04,18.166666
1974-12-05,17.666666
1974-12-06,17.083334
1974-12-09,17.5
1974-12-10,18.416666
1974-12-11,19.083334
1974-12-12,19.083334
1974-12-13,19.25
1974-12-16,19.0
1974-12-17,19.166666
1974-12-18,18.666666
1974-12-19,19.0
1974-12-20,18.583334
1974-12-23,17.916666
1974-12-24,17.666666
1974-12-26,17.5
1974-12-27,17.583334
1974-12-30,17.916666
1974-12-31,18.25
1975-01-02,18.833334
1975-01-03,19.583334
1975-01-06,19.5
1975-01-07,19.833334
1975-01-08,19.166666
1975-01-09,19.833334
1975-01-10,20.416666
1975-01-13,20.166666
1975-01-14,20.166666
