Date,TFX
1981-04-10,3.4305559999999997
1981-04-13,3.388889
1981-04-14,3.4444440000000003
1981-04-15,3.625
1981-04-16,3.6944440000000003
1981-04-20,3.916667
1981-04-21,3.833333
1981-04-22,3.902778
1981-04-23,4.0833330000000005
1981-04-24,4.25
1981-04-27,4.0416669999999995
1981-04-28,3.861111
1981-04-29,3.722222
1981-04-30,3.847222
1981-05-01,3.9444440000000003
1981-05-04,3.777778
1981-05-05,3.75
1981-05-06,3.888889
1981-05-07,3.875
1981-05-08,3.8194440000000003
1981-05-11,3.75
1981-05-12,3.777778
1981-05-13,3.9444440000000003
1981-05-14,3.902778
1981-05-15,3.916667
1981-05-18,3.888889
1981-05-19,3.888889
1981-05-20,3.916667
1981-05-21,3.9444440000000003
1981-05-22,3.972222
1981-05-26,4.180555
1981-05-27,4.180555
1981-05-28,4.111111
1981-05-29,4.055555
1981-06-01,4.0833330000000005
1981-06-02,3.958333
1981-06-03,3.958333
1981-06-04,3.986111
1981-06-05,4.0
1981-06-08,4.0
1981-06-09,3.916667
1981-06-10,3.888889
1981-06-11,3.902778
1981-06-12,3.902778
1981-06-15,3.8055559999999997
1981-06-16,3.8194440000000003
1981-06-17,3.736111
1981-06-18,3.708333
1981-06-19,3.722222
1981-06-22,3.763889
1981-06-23,3.791667
1981-06-24,3.833333
1981-06-25,3.763889
1981-06-26,3.777778
1981-06-29,3.847222
1981-06-30,3.861111
1981-07-01,3.916667
1981-07-02,3.75
1981-07-06,3.638889
1981-07-07,3.611111
1981-07-08,3.513889
1981-07-09,3.527778
1981-07-10,3.486111
1981-07-13,3.736111
1981-07-14,3.6944440000000003
1981-07-15,3.763889
1981-07-16,3.875
1981-07-17,4.013889
1981-07-20,3.888889
1981-07-21,3.916667
1981-07-22,3.9305559999999997
1981-07-23,3.916667
1981-07-24,3.986111
1981-07-27,4.236111
1981-07-28,4.1666669999999995
1981-07-29,4.111111
1981-07-30,4.111111
1981-07-31,4.222222
1981-08-03,4.180555
1981-08-04,4.222222
1981-08-05,4.1666669999999995
1981-08-06,4.194445
1981-08-07,4.236111
1981-08-10,4.180555
1981-08-11,4.125
1981-08-12,4.152778
1981-08-13,4.180555
1981-08-14,4.152778
1981-08-17,4.125
1981-08-18,4.097222
1981-08-19,4.0
1981-08-20,3.972222
1981-08-21,3.777778
1981-08-24,3.75
1981-08-25,3.6944440000000003
1981-08-26,3.666667
1981-08-27,3.611111
1981-08-28,3.6944440000000003
1981-08-31,3.722222
1981-09-01,3.833333
1981-09-02,3.972222
1981-09-03,4.0416669999999995
1981-09-04,3.9305559999999997
1981-09-08,3.75
1981-09-09,3.583333
1981-09-10,3.6944440000000003
1981-09-11,3.833333
1981-09-14,3.902778
1981-09-15,3.833333
1981-09-16,3.833333
1981-09-17,3.8125
1981-09-18,3.75
1981-09-21,3.520833
1981-09-22,3.229167
1981-09-23,3.0
1981-09-24,3.125
1981-09-25,3.083333
1981-09-28,3.1875
1981-09-29,3.3125
1981-09-30,3.291667
1981-10-01,3.229167
1981-10-02,3.333333
1981-10-05,3.4375
1981-10-06,3.416667
1981-10-07,3.458333
1981-10-08,3.5625
1981-10-09,3.583333
1981-10-12,3.458333
1981-10-13,3.458333
1981-10-14,3.416667
1981-10-15,3.5625
1981-10-16,3.604167
1981-10-19,3.583333
1981-10-20,3.666667
1981-10-21,3.729167
1981-10-22,3.75
1981-10-23,3.75
1981-10-26,3.75
1981-10-27,3.708333
1981-10-28,3.666667
1981-10-29,3.666667
1981-10-30,3.6875
1981-11-02,3.6875
1981-11-03,3.708333
1981-11-04,3.708333
1981-11-05,3.708333
1981-11-06,3.833333
1981-11-09,3.791667
1981-11-10,3.833333
1981-11-11,3.8125
1981-11-12,3.770833
1981-11-13,3.708333
1981-11-16,3.583333
1981-11-17,3.479167
1981-11-18,3.458333
1981-11-19,3.458333
1981-11-20,3.5
1981-11-23,3.458333
1981-11-24,3.458333
1981-11-25,3.458333
1981-11-27,3.416667
1981-11-30,3.375
1981-12-01,3.354167
1981-12-02,3.291667
1981-12-03,3.166667
1981-12-04,3.0
1981-12-07,3.125
1981-12-08,3.145833
1981-12-09,3.25
1981-12-10,3.333333
1981-12-11,3.208333
1981-12-14,3.270833
1981-12-15,3.458333
1981-12-16,3.479167
1981-12-17,3.270833
1981-12-18,3.3125
1981-12-21,3.125
1981-12-22,3.208333
1981-12-23,3.125
1981-12-24,3.229167
1981-12-28,3.229167
1981-12-29,3.1875
1981-12-30,3.270833
1981-12-31,3.291667
1982-01-04,3.375
1982-01-05,3.229167
1982-01-06,3.1875
1982-01-07,3.083333
1982-01-08,3.125
1982-01-11,3.041667
1982-01-12,3.0
1982-01-13,2.979167
1982-01-14,2.979167
1982-01-15,3.0625
1982-01-18,3.0
1982-01-19,3.0
1982-01-20,3.020833
1982-01-21,2.854167
1982-01-22,2.833333
1982-01-25,2.75
1982-01-26,2.583333
1982-01-27,2.666667
1982-01-28,2.895833
1982-01-29,2.9375
1982-02-01,2.833333
1982-02-02,2.875
1982-02-03,2.875
1982-02-04,2.979167
1982-02-05,3.166667
1982-02-08,3.020833
1982-02-09,2.916667
1982-02-10,2.875
1982-02-11,2.729167
1982-02-12,2.729167
1982-02-16,2.708333
1982-02-17,2.666667
1982-02-18,2.6875
1982-02-19,2.729167
1982-02-22,2.6875
1982-02-23,2.75
1982-02-24,2.958333
1982-02-25,2.979167
1982-02-26,3.041667
1982-03-01,3.0
1982-03-02,3.0
1982-03-03,2.979167
1982-03-04,2.9375
1982-03-05,2.833333
1982-03-08,2.8125
1982-03-09,2.75
1982-03-10,2.75
1982-03-11,2.729167
1982-03-12,2.666667
1982-03-15,2.645833
1982-03-16,2.6875
1982-03-17,2.666667
1982-03-18,2.833333
1982-03-19,2.895833
1982-03-22,3.0625
1982-03-23,3.083333
1982-03-24,3.125
1982-03-25,3.291667
1982-03-26,3.208333
1982-03-29,3.166667
1982-03-30,3.145833
1982-03-31,3.208333
1982-04-01,3.333333
1982-04-02,3.3125
1982-04-05,3.291667
1982-04-06,3.333333
1982-04-07,3.333333
1982-04-08,3.25
1982-04-12,3.333333
1982-04-13,3.3125
1982-04-14,3.354167
1982-04-15,3.395833
1982-04-16,3.520833
1982-04-19,3.395833
1982-04-20,3.4375
1982-04-21,3.416667
1982-04-22,3.416667
1982-04-23,3.395833
1982-04-26,3.333333
1982-04-27,3.270833
1982-04-28,3.270833
1982-04-29,3.208333
1982-04-30,3.270833
1982-05-03,3.166667
1982-05-04,3.208333
1982-05-05,3.25
1982-05-06,3.229167
1982-05-07,3.270833
1982-05-10,3.229167
1982-05-11,3.270833
1982-05-12,3.291667
1982-05-13,3.3125
1982-05-14,3.375
1982-05-17,3.3125
1982-05-18,3.354167
1982-05-19,3.375
1982-05-20,3.333333
1982-05-21,3.375
1982-05-24,3.333333
1982-05-25,3.333333
1982-05-26,3.354167
1982-05-27,3.3125
1982-05-28,3.270833
1982-06-01,3.25
1982-06-02,3.208333
1982-06-03,3.229167
1982-06-04,3.166667
1982-06-07,3.125
1982-06-08,3.083333
1982-06-09,2.958333
1982-06-10,2.895833
1982-06-11,2.916667
1982-06-14,2.9375
1982-06-15,2.979167
1982-06-16,2.958333
1982-06-17,2.9375
1982-06-18,2.916667
1982-06-21,3.041667
1982-06-22,3.0625
1982-06-23,3.125
1982-06-24,3.125
1982-06-25,3.166667
1982-06-28,3.166667
1982-06-29,3.166667
1982-06-30,3.166667
1982-07-01,3.125
1982-07-02,3.145833
1982-07-06,3.1875
1982-07-07,3.125
1982-07-08,3.125
1982-07-09,3.104167
1982-07-12,3.083333
1982-07-13,3.083333
1982-07-14,3.083333
1982-07-15,3.104167
1982-07-16,3.104167
1982-07-19,3.083333
1982-07-20,3.1875
1982-07-21,3.229167
1982-07-22,3.229167
1982-07-23,3.208333
1982-07-26,3.166667
1982-07-27,3.1875
1982-07-28,3.145833
1982-07-29,3.041667
1982-07-30,3.083333
1982-08-02,3.083333
1982-08-03,3.083333
1982-08-04,3.041667
1982-08-05,3.041667
1982-08-06,3.0
1982-08-09,2.854167
1982-08-10,2.833333
1982-08-11,2.770833
1982-08-12,2.791667
1982-08-13,2.75
1982-08-16,2.75
1982-08-17,3.0
1982-08-18,3.0625
1982-08-19,3.145833
1982-08-20,3.208333
1982-08-23,3.208333
1982-08-24,3.229167
1982-08-25,3.208333
1982-08-26,3.291667
1982-08-27,3.270833
1982-08-30,3.291667
1982-08-31,3.354167
1982-09-01,3.354167
1982-09-02,3.583333
1982-09-03,3.75
1982-09-07,3.6875
1982-09-08,3.6875
1982-09-09,3.708333
1982-09-10,3.666667
1982-09-13,3.625
1982-09-14,3.75
1982-09-15,3.895833
1982-09-16,3.916667
1982-09-17,3.875
1982-09-20,3.875
1982-09-21,3.854167
1982-09-22,3.8125
1982-09-23,3.770833
1982-09-24,3.833333
1982-09-27,3.895833
1982-09-28,3.895833
1982-09-29,3.791667
1982-09-30,3.666667
1982-10-01,3.8125
1982-10-04,3.791667
1982-10-05,3.8125
1982-10-06,3.958333
1982-10-07,4.1666669999999995
1982-10-08,4.1666669999999995
1982-10-11,4.1666669999999995
1982-10-12,4.1666669999999995
1982-10-13,4.2083330000000005
1982-10-14,4.0833330000000005
1982-10-15,3.916667
1982-10-18,4.0416669999999995
1982-10-19,4.0416669999999995
1982-10-20,4.125
1982-10-21,4.0625
1982-10-22,4.0208330000000005
1982-10-25,4.0
1982-10-26,3.916667
1982-10-27,4.1041669999999995
1982-10-28,4.1666669999999995
1982-10-29,4.125
1982-11-01,4.125
1982-11-02,4.1666669999999995
1982-11-03,4.2291669999999995
1982-11-04,4.2083330000000005
1982-11-05,4.5416669999999995
1982-11-08,4.4375
1982-11-09,4.5208330000000005
1982-11-10,4.4791669999999995
1982-11-11,4.5625
1982-11-12,4.5208330000000005
1982-11-15,4.4375
1982-11-16,4.3541669999999995
1982-11-17,4.4583330000000005
1982-11-18,4.5
1982-11-19,4.5833330000000005
1982-11-22,4.5416669999999995
1982-11-23,4.5
1982-11-24,4.5
1982-11-26,4.6666669999999995
1982-11-29,4.75
1982-11-30,4.7708330000000005
1982-12-01,4.875
1982-12-02,4.9166669999999995
1982-12-03,4.7916669999999995
1982-12-06,5.0
1982-12-07,5.0625
1982-12-08,4.9583330000000005
1982-12-09,4.8333330000000005
1982-12-10,4.8958330000000005
1982-12-13,4.8541669999999995
1982-12-14,4.875
1982-12-15,4.875
1982-12-16,4.875
1982-12-17,4.9166669999999995
1982-12-20,4.9583330000000005
1982-12-21,4.9583330000000005
1982-12-22,5.0208330000000005
1982-12-23,4.9791669999999995
1982-12-27,5.0625
1982-12-28,5.0
1982-12-29,4.9166669999999995
1982-12-30,4.8958330000000005
1982-12-31,4.9791669999999995
1983-01-03,4.8958330000000005
1983-01-04,4.9375
1983-01-05,4.9583330000000005
1983-01-06,5.0
1983-01-07,5.1875
1983-01-10,5.5625
1983-01-11,5.7916669999999995
1983-01-12,5.8125
1983-01-13,5.7083330000000005
1983-01-14,5.7291669999999995
1983-01-17,5.8333330000000005
1983-01-18,5.7708330000000005
1983-01-19,5.7083330000000005
1983-01-20,5.75
1983-01-21,5.6666669999999995
1983-01-24,5.3958330000000005
1983-01-25,5.3125
1983-01-26,5.3125
1983-01-27,5.3958330000000005
1983-01-28,5.4375
1983-01-31,5.4375
1983-02-01,5.4375
1983-02-02,5.3333330000000005
1983-02-03,5.3958330000000005
1983-02-04,5.3958330000000005
1983-02-07,5.3541669999999995
1983-02-08,5.5208330000000005
1983-02-09,5.5
1983-02-10,5.5833330000000005
1983-02-11,5.7083330000000005
1983-02-14,5.8541669999999995
1983-02-15,5.8541669999999995
1983-02-16,5.7916669999999995
1983-02-17,5.7916669999999995
1983-02-18,5.7708330000000005
1983-02-22,5.75
1983-02-23,5.8333330000000005
1983-02-24,5.875
1983-02-25,5.75
1983-02-28,5.7083330000000005
1983-03-01,5.625
1983-03-02,5.5416669999999995
1983-03-03,5.4791669999999995
1983-03-04,5.4791669999999995
1983-03-07,5.5
1983-03-08,5.5
1983-03-09,5.5
1983-03-10,5.4375
1983-03-11,5.4375
1983-03-14,5.2916669999999995
1983-03-15,5.25
1983-03-16,5.3125
1983-03-17,5.5833330000000005
1983-03-18,5.5833330000000005
1983-03-21,5.5416669999999995
1983-03-22,5.4583330000000005
1983-03-23,5.4375
1983-03-24,5.4791669999999995
1983-03-25,5.3958330000000005
1983-03-28,5.2916669999999995
1983-03-29,5.2708330000000005
1983-03-30,5.4166669999999995
1983-03-31,5.375
1983-04-04,5.3333330000000005
1983-04-05,5.375
1983-04-06,5.2291669999999995
1983-04-07,5.25
1983-04-08,5.3958330000000005
1983-04-11,5.3541669999999995
1983-04-12,5.3958330000000005
1983-04-13,5.4791669999999995
1983-04-14,5.5625
1983-04-15,5.6041669999999995
1983-04-18,5.6666669999999995
1983-04-19,5.7291669999999995
1983-04-20,6.0416669999999995
1983-04-21,5.9791669999999995
1983-04-22,6.0416669999999995
1983-04-25,5.9583330000000005
1983-04-26,5.8541669999999995
1983-04-27,5.875
1983-04-28,5.9166669999999995
1983-04-29,6.0625
1983-05-02,6.0833330000000005
1983-05-03,6.1458330000000005
1983-05-04,6.125
1983-05-05,6.0416669999999995
1983-05-06,6.1875
1983-05-09,6.125
1983-05-10,6.0
1983-05-11,5.8333330000000005
1983-05-12,5.8958330000000005
1983-05-13,5.9791669999999995
1983-05-16,5.9166669999999995
1983-05-17,5.9583330000000005
1983-05-18,5.8541669999999995
1983-05-19,5.6875
1983-05-20,5.7291669999999995
1983-05-23,5.6666669999999995
1983-05-24,5.625
1983-05-25,5.6458330000000005
1983-05-26,5.6666669999999995
1983-05-27,5.9166669999999995
1983-05-31,5.7291669999999995
1983-06-01,5.7083330000000005
1983-06-02,5.7291669999999995
1983-06-03,6.0416669999999995
1983-06-06,6.2291669999999995
1983-06-07,6.1875
1983-06-08,6.0
1983-06-09,5.9166669999999995
1983-06-10,6.1041669999999995
1983-06-13,6.0833330000000005
1983-06-14,6.1041669999999995
1983-06-15,6.375
1983-06-16,6.4375
1983-06-17,6.3541669999999995
1983-06-20,6.2291669999999995
1983-06-21,6.1666669999999995
1983-06-22,6.1875
1983-06-23,6.2083330000000005
1983-06-24,6.1041669999999995
1983-06-27,6.0416669999999995
1983-06-28,5.7083330000000005
1983-06-29,5.625
1983-06-30,5.7291669999999995
1983-07-01,5.8125
1983-07-05,5.6666669999999995
1983-07-06,5.625
1983-07-07,5.625
1983-07-08,5.6041669999999995
1983-07-11,5.5416669999999995
1983-07-12,5.5625
1983-07-13,5.4583330000000005
1983-07-14,5.4166669999999995
1983-07-15,5.125
1983-07-18,4.9791669999999995
1983-07-19,5.3125
1983-07-20,5.625
1983-07-21,5.6666669999999995
1983-07-22,5.5416669999999995
1983-07-25,5.5416669999999995
1983-07-26,5.5416669999999995
1983-07-27,5.5208330000000005
1983-07-28,5.5
1983-07-29,5.4166669999999995
1983-08-01,5.375
1983-08-02,5.4791669999999995
1983-08-03,5.4583330000000005
1983-08-04,5.4583330000000005
1983-08-05,5.4583330000000005
1983-08-08,5.1875
1983-08-09,5.0416669999999995
1983-08-10,5.125
1983-08-11,5.1041669999999995
1983-08-12,5.1458330000000005
1983-08-15,5.1458330000000005
1983-08-16,5.0625
1983-08-17,4.9583330000000005
1983-08-18,4.9166669999999995
1983-08-19,4.9583330000000005
1983-08-22,5.0208330000000005
1983-08-23,4.9375
1983-08-24,4.9166669999999995
1983-08-25,4.875
1983-08-26,4.8541669999999995
1983-08-29,4.8333330000000005
1983-08-30,4.8333330000000005
1983-08-31,4.9583330000000005
1983-09-01,4.9791669999999995
1983-09-02,5.0
1983-09-06,5.0208330000000005
1983-09-07,5.0625
1983-09-08,5.0208330000000005
1983-09-09,4.9791669999999995
1983-09-12,4.9583330000000005
1983-09-13,4.9583330000000005
1983-09-14,4.8125
1983-09-15,4.7916669999999995
1983-09-16,4.8958330000000005
1983-09-19,4.875
1983-09-20,4.875
1983-09-21,4.7708330000000005
1983-09-22,4.8333330000000005
1983-09-23,5.0
1983-09-26,5.2083330000000005
1983-09-27,5.2291669999999995
1983-09-28,5.2708330000000005
1983-09-29,5.25
1983-09-30,5.1875
1983-10-03,5.1666669999999995
1983-10-04,5.1666669999999995
1983-10-05,5.0833330000000005
1983-10-06,5.1666669999999995
1983-10-07,5.0833330000000005
1983-10-10,4.9791669999999995
1983-10-11,4.9166669999999995
1983-10-12,4.8958330000000005
1983-10-13,4.7083330000000005
1983-10-14,4.8333330000000005
1983-10-17,4.9166669999999995
1983-10-18,4.8958330000000005
1983-10-19,4.9375
1983-10-20,4.9583330000000005
1983-10-21,4.9166669999999995
1983-10-24,4.8541669999999995
1983-10-25,4.9583330000000005
1983-10-26,4.9791669999999995
1983-10-27,4.9375
1983-10-28,4.9583330000000005
1983-10-31,4.875
1983-11-01,4.7916669999999995
1983-11-02,4.7916669999999995
1983-11-03,4.8333330000000005
1983-11-04,4.8125
1983-11-07,4.8541669999999995
1983-11-08,4.8958330000000005
1983-11-09,4.875
1983-11-10,4.8333330000000005
1983-11-11,4.8125
1983-11-14,4.9166669999999995
1983-11-15,4.9583330000000005
1983-11-16,5.0
1983-11-17,4.9791669999999995
1983-11-18,4.9166669999999995
1983-11-21,4.9583330000000005
1983-11-22,5.1041669999999995
1983-11-23,5.1458330000000005
1983-11-25,5.125
1983-11-28,5.0833330000000005
1983-11-29,5.1458330000000005
1983-11-30,5.0208330000000005
1983-12-01,5.0
1983-12-02,5.0625
1983-12-05,4.9375
1983-12-06,4.9583330000000005
1983-12-07,5.0833330000000005
1983-12-08,4.9583330000000005
1983-12-09,4.9583330000000005
1983-12-12,4.8958330000000005
1983-12-13,4.9166669999999995
1983-12-14,4.9791669999999995
1983-12-15,4.9166669999999995
1983-12-16,4.8958330000000005
1983-12-19,4.8541669999999995
1983-12-20,4.8541669999999995
1983-12-21,4.8333330000000005
1983-12-22,4.75
1983-12-23,4.7916669999999995
1983-12-27,4.7916669999999995
1983-12-28,4.8958330000000005
1983-12-29,5.0416669999999995
1983-12-30,5.125
1984-01-03,5.1458330000000005
1984-01-04,5.125
1984-01-05,5.125
1984-01-06,5.3125
1984-01-09,5.2708330000000005
1984-01-10,5.3125
1984-01-11,5.3333330000000005
1984-01-12,5.1875
1984-01-13,5.25
1984-01-16,5.1875
1984-01-17,5.1666669999999995
1984-01-18,5.2083330000000005
1984-01-19,5.1875
1984-01-20,5.25
1984-01-23,5.2083330000000005
1984-01-24,5.0
1984-01-25,4.9791669999999995
1984-01-26,4.9375
1984-01-27,4.8958330000000005
1984-01-30,4.8958330000000005
1984-01-31,4.8125
1984-02-01,4.8125
1984-02-02,4.75
1984-02-03,4.7916669999999995
1984-02-06,4.7083330000000005
1984-02-07,4.625
1984-02-08,4.5208330000000005
1984-02-09,4.3958330000000005
1984-02-10,4.3125
1984-02-13,4.2916669999999995
1984-02-14,4.3125
1984-02-15,4.25
1984-02-16,4.2916669999999995
1984-02-17,4.5
1984-02-21,4.5416669999999995
1984-02-22,4.5416669999999995
1984-02-23,4.5208330000000005
1984-02-24,4.5833330000000005
1984-02-27,4.5208330000000005
1984-02-28,4.5
1984-02-29,4.4375
1984-03-01,4.3958330000000005
1984-03-02,4.4375
1984-03-05,4.4375
1984-03-06,4.4583330000000005
1984-03-07,4.3541669999999995
1984-03-08,4.3541669999999995
1984-03-09,4.3541669999999995
1984-03-12,4.4791669999999995
1984-03-13,4.5208330000000005
1984-03-14,4.4583330000000005
1984-03-15,4.4375
1984-03-16,4.5
1984-03-19,4.4791669999999995
1984-03-20,4.4375
1984-03-21,4.2708330000000005
1984-03-22,4.2083330000000005
1984-03-23,4.2291669999999995
1984-03-26,4.2083330000000005
1984-03-27,4.1875
1984-03-28,4.1875
1984-03-29,4.2291669999999995
1984-03-30,4.2916669999999995
1984-04-02,4.3125
1984-04-03,4.3125
1984-04-04,4.25
1984-04-05,4.2291669999999995
1984-04-06,4.2083330000000005
1984-04-09,4.2083330000000005
1984-04-10,4.25
1984-04-11,4.2083330000000005
1984-04-12,4.3125
1984-04-13,4.3958330000000005
1984-04-16,4.4375
1984-04-17,4.4375
1984-04-18,4.4166669999999995
1984-04-19,4.375
1984-04-23,4.3541669999999995
1984-04-24,4.3125
1984-04-25,4.3333330000000005
1984-04-26,4.3333330000000005
1984-04-27,4.3333330000000005
1984-04-30,4.2916669999999995
1984-05-01,4.3333330000000005
1984-05-02,4.3333330000000005
1984-05-03,4.3333330000000005
1984-05-04,4.25
1984-05-07,4.2916669999999995
1984-05-08,4.25
1984-05-09,4.25
1984-05-10,4.3333330000000005
1984-05-11,4.2708330000000005
1984-05-14,4.2916669999999995
1984-05-15,4.25
1984-05-16,4.2083330000000005
1984-05-17,4.1666669999999995
1984-05-18,4.1458330000000005
1984-05-21,4.0833330000000005
1984-05-22,4.0833330000000005
1984-05-23,4.0833330000000005
1984-05-24,4.0833330000000005
1984-05-25,4.0
1984-05-29,3.895833
1984-05-30,3.854167
1984-05-31,3.875
1984-06-01,3.958333
1984-06-04,4.0833330000000005
1984-06-05,4.0625
1984-06-06,4.0833330000000005
1984-06-07,4.0833330000000005
1984-06-08,4.125
