Date,ALL
1994-02-15,13.125
1994-02-16,13.1875
1994-02-17,12.9375
1994-02-18,13.125
1994-02-22,13.0625
1994-02-23,13.1875
1994-02-24,13.3125
1994-02-25,13.125
1994-02-28,13.0
1994-03-01,12.625
1994-03-02,12.375
1994-03-03,12.3125
1994-03-04,12.625
1994-03-07,12.4375
1994-03-08,12.25
1994-03-09,11.875
1994-03-10,12.1875
1994-03-11,12.375
1994-03-14,12.3125
1994-03-15,12.5
1994-03-16,12.375
1994-03-17,12.1875
1994-03-18,12.25
1994-03-21,12.0
1994-03-22,11.875
1994-03-23,11.6875
1994-03-24,11.8125
1994-03-25,11.625
1994-03-28,11.875
1994-03-29,12.0
1994-03-30,11.9375
1994-03-31,12.0
1994-04-04,11.75
1994-04-05,11.6875
1994-04-06,11.8125
1994-04-07,11.75
1994-04-08,11.625
1994-04-11,11.8125
1994-04-12,11.9375
1994-04-13,12.0625
1994-04-14,12.125
1994-04-15,12.0
1994-04-18,12.0625
1994-04-19,12.0
1994-04-20,11.5
1994-04-21,11.4375
1994-04-22,11.75
1994-04-25,12.0
1994-04-26,11.9375
1994-04-28,12.0
1994-04-29,11.9375
1994-05-02,11.75
1994-05-03,11.75
1994-05-04,12.0625
1994-05-05,12.375
1994-05-06,12.625
1994-05-09,12.5625
1994-05-10,12.1875
1994-05-11,12.3125
1994-05-12,12.125
1994-05-13,12.1875
1994-05-16,12.25
1994-05-17,12.3125
1994-05-18,12.3125
1994-05-19,12.3125
1994-05-20,12.375
1994-05-23,12.25
1994-05-24,12.25
1994-05-25,12.125
1994-05-26,12.1875
1994-05-27,12.4375
1994-05-31,13.125
1994-06-01,12.9375
1994-06-02,12.9375
1994-06-03,12.6875
1994-06-06,13.0625
1994-06-07,13.125
1994-06-08,13.0625
1994-06-09,13.125
1994-06-10,13.1875
1994-06-13,13.0
1994-06-14,12.8125
1994-06-15,12.625
1994-06-16,12.5
1994-06-17,12.5
1994-06-20,12.375
1994-06-21,12.0
1994-06-22,12.125
1994-06-23,12.125
1994-06-24,12.0625
1994-06-27,11.8125
1994-06-28,11.8125
1994-06-29,11.8125
1994-06-30,11.875
1994-07-01,11.9375
1994-07-05,12.1875
1994-07-06,12.25
1994-07-07,12.375
1994-07-08,12.0
1994-07-11,12.0
1994-07-12,12.0
1994-07-13,12.125
1994-07-14,12.375
1994-07-15,12.1875
1994-07-18,12.1875
1994-07-19,12.0
1994-07-20,12.5625
1994-07-21,13.0625
1994-07-22,12.9375
1994-07-25,13.0
1994-07-26,12.9375
1994-07-27,12.75
1994-07-28,12.4375
1994-07-29,12.5
1994-08-01,12.5625
1994-08-02,12.4375
1994-08-03,12.625
1994-08-04,12.6875
1994-08-05,12.8125
1994-08-08,12.9375
1994-08-09,12.9375
1994-08-10,12.875
1994-08-11,12.6875
1994-08-12,12.6875
1994-08-15,12.6875
1994-08-16,12.625
1994-08-17,12.75
1994-08-18,12.625
1994-08-19,12.375
1994-08-22,12.375
1994-08-23,12.6875
1994-08-24,12.75
1994-08-25,12.875
1994-08-26,13.3125
1994-08-29,13.3125
1994-08-30,13.0625
1994-08-31,13.0
1994-09-01,13.1875
1994-09-02,13.125
1994-09-06,13.3125
1994-09-07,13.1875
1994-09-08,13.125
1994-09-09,13.125
1994-09-12,13.0
1994-09-13,12.875
1994-09-14,12.875
1994-09-15,12.75
1994-09-16,12.9375
1994-09-19,12.6875
1994-09-20,12.5
1994-09-21,12.25
1994-09-22,12.1875
1994-09-23,12.0625
1994-09-26,12.3125
1994-09-27,12.0
1994-09-28,12.0625
1994-09-29,12.0625
1994-09-30,11.9375
1994-10-03,12.0625
1994-10-04,11.75
1994-10-05,11.75
1994-10-06,11.5
1994-10-07,11.8125
1994-10-10,11.6875
1994-10-11,11.4375
1994-10-12,11.5625
1994-10-13,11.625
1994-10-14,11.875
1994-10-17,11.9375
1994-10-18,11.9375
1994-10-19,11.9375
1994-10-20,12.0
1994-10-21,12.0
1994-10-24,12.125
1994-10-25,12.0
1994-10-26,12.0625
1994-10-27,11.9375
1994-10-28,11.9375
1994-10-31,12.0625
1994-11-01,12.3125
1994-11-02,12.5625
1994-11-03,12.5625
1994-11-04,12.5
1994-11-07,12.4375
1994-11-08,12.375
1994-11-09,12.4375
1994-11-10,12.0625
1994-11-11,11.6875
1994-11-14,11.9375
1994-11-15,11.75
1994-11-16,11.875
1994-11-17,11.9375
1994-11-18,11.875
1994-11-21,11.875
1994-11-22,11.75
1994-11-23,11.75
1994-11-25,11.875
1994-11-28,11.875
1994-11-29,11.875
1994-11-30,11.8125
1994-12-01,11.9375
1994-12-02,11.75
1994-12-05,11.8125
1994-12-06,11.8125
1994-12-07,11.75
1994-12-08,11.625
1994-12-09,11.5
1994-12-12,11.4375
1994-12-13,11.5625
1994-12-14,11.75
1994-12-15,11.875
1994-12-16,11.8125
1994-12-19,11.875
1994-12-20,11.9375
1994-12-21,11.875
1994-12-22,11.875
1994-12-23,11.875
1994-12-27,12.0625
1994-12-28,11.8125
1994-12-29,11.9375
1994-12-30,11.875
1995-01-03,12.125
1995-01-04,12.0625
1995-01-05,12.0625
1995-01-06,12.1875
1995-01-09,12.375
1995-01-10,12.375
1995-01-11,12.5
1995-01-12,12.25
1995-01-13,12.25
1995-01-16,12.25
1995-01-17,12.1875
1995-01-18,12.1875
1995-01-19,12.125
1995-01-20,11.875
1995-01-23,12.0625
1995-01-24,12.125
1995-01-25,12.125
1995-01-26,11.9375
1995-01-27,11.9375
1995-01-30,12.0
1995-01-31,12.0625
1995-02-01,12.1875
1995-02-02,12.3125
1995-02-03,12.8125
1995-02-06,12.875
1995-02-07,12.6875
1995-02-08,13.125
1995-02-09,13.3125
1995-02-10,13.1875
1995-02-13,13.25
1995-02-14,13.3125
1995-02-15,13.125
1995-02-16,12.875
1995-02-17,12.9375
1995-02-21,13.1875
1995-02-22,13.25
1995-02-23,13.3125
1995-02-24,13.5
1995-02-27,13.5
1995-02-28,13.75
1995-03-01,13.625
1995-03-02,13.5
1995-03-03,13.375
1995-03-06,13.25
1995-03-07,13.1875
1995-03-08,13.1875
1995-03-09,13.25
1995-03-10,13.3125
1995-03-13,13.5625
1995-03-14,13.6875
1995-03-15,13.5625
1995-03-16,13.5
1995-03-17,13.6875
1995-03-20,13.875
1995-03-21,14.0
1995-03-22,13.75
1995-03-23,14.0625
1995-03-24,14.25
1995-03-27,14.25
1995-03-28,14.4375
1995-03-29,14.3125
1995-03-30,14.5
1995-03-31,14.375
1995-04-03,14.375
1995-04-04,14.125
1995-04-05,14.4375
1995-04-06,14.375
1995-04-07,14.1875
1995-04-10,14.5625
1995-04-11,14.5
1995-04-12,14.4375
1995-04-13,14.375
1995-04-17,14.4375
1995-04-18,14.0625
1995-04-19,14.375
1995-04-20,14.8125
1995-04-21,15.0
1995-04-24,15.125
1995-04-25,15.1875
1995-04-26,15.125
1995-04-27,15.1875
1995-04-28,15.1875
1995-05-01,15.0625
1995-05-02,14.9375
1995-05-03,15.375
1995-05-04,15.5
1995-05-05,15.5
1995-05-08,15.4375
1995-05-09,15.625
1995-05-10,15.5
1995-05-11,15.75
1995-05-12,15.765625
1995-05-15,15.75
1995-05-16,15.5625
1995-05-17,15.5
1995-05-18,15.0625
1995-05-19,14.875
1995-05-22,15.3125
1995-05-23,15.3125
1995-05-24,15.25
1995-05-25,15.1875
1995-05-26,15.0
1995-05-30,14.6875
1995-05-31,15.0625
1995-06-01,14.875
1995-06-02,15.25
1995-06-05,15.25
1995-06-06,15.3125
1995-06-07,15.125
1995-06-08,14.875
1995-06-09,14.5
1995-06-12,14.625
1995-06-13,15.0
1995-06-14,15.0625
1995-06-15,15.0
1995-06-16,15.0
1995-06-19,15.375
1995-06-20,15.375
1995-06-21,15.625
1995-06-22,15.875
1995-06-23,15.625
1995-06-26,15.25
1995-06-27,14.8125
1995-06-28,14.875
1995-06-29,14.6875
1995-06-30,14.8125
1995-07-03,14.75
1995-07-05,14.875
1995-07-06,15.5
1995-07-07,15.75
1995-07-10,15.875
1995-07-11,15.875
1995-07-12,16.625
1995-07-13,16.3125
1995-07-14,15.6875
1995-07-17,15.3125
1995-07-18,15.125
1995-07-19,14.9375
1995-07-20,15.25
1995-07-21,15.25
1995-07-24,15.0
1995-07-25,15.25
1995-07-26,15.0
1995-07-27,15.1875
1995-07-28,15.625
1995-07-31,15.625
1995-08-01,15.125
1995-08-02,15.3125
1995-08-03,15.125
1995-08-04,15.3125
1995-08-07,15.5
1995-08-08,15.6875
1995-08-09,15.0
1995-08-10,14.9375
1995-08-11,15.0625
1995-08-14,15.4375
1995-08-15,15.3125
1995-08-16,15.4375
1995-08-17,15.3125
1995-08-18,15.75
1995-08-21,15.75
1995-08-22,16.0625
1995-08-23,15.9375
1995-08-24,15.875
1995-08-25,16.3125
1995-08-28,16.875
1995-08-29,16.875
1995-08-30,17.125
1995-08-31,16.9375
1995-09-01,17.4375
1995-09-05,16.6875
1995-09-06,16.9375
1995-09-07,16.8125
1995-09-08,16.9375
1995-09-11,16.875
1995-09-12,16.8125
1995-09-13,17.75
1995-09-14,17.8125
1995-09-15,18.0625
1995-09-18,17.625
1995-09-19,17.5625
1995-09-20,17.5
1995-09-21,17.0
1995-09-22,17.0625
1995-09-25,17.4375
1995-09-26,17.125
1995-09-27,17.125
1995-09-28,17.8125
1995-09-29,17.6875
1995-10-02,17.375
1995-10-03,17.5
1995-10-04,16.875
1995-10-05,17.375
1995-10-06,17.3125
1995-10-09,17.375
1995-10-10,17.125
1995-10-11,17.625
1995-10-12,17.75
1995-10-13,17.875
1995-10-16,18.6875
1995-10-17,18.875
1995-10-18,18.875
1995-10-19,19.5
1995-10-20,19.625
1995-10-23,19.125
1995-10-24,18.75
1995-10-25,18.4375
1995-10-26,18.375
1995-10-27,18.4375
1995-10-30,18.8125
1995-10-31,18.375
1995-11-01,19.0625
1995-11-02,19.375
1995-11-03,19.4375
1995-11-06,19.3125
1995-11-07,18.875
1995-11-08,19.4375
1995-11-09,19.375
1995-11-10,19.4375
1995-11-13,19.0625
1995-11-14,19.0
1995-11-15,19.0
1995-11-16,19.3125
1995-11-17,19.6875
1995-11-20,19.375
1995-11-21,19.6875
1995-11-22,19.5625
1995-11-24,19.9375
1995-11-27,19.75
1995-11-28,19.9375
1995-11-29,20.25
1995-11-30,20.5
1995-12-01,20.5625
1995-12-04,20.9375
1995-12-05,20.5625
1995-12-06,20.375
1995-12-07,20.28125
1995-12-08,19.6875
1995-12-11,19.6875
1995-12-12,19.9375
1995-12-13,20.0
1995-12-14,19.9375
1995-12-15,19.75
1995-12-18,19.75
1995-12-19,19.6875
1995-12-20,19.5
1995-12-21,20.1875
1995-12-22,20.3125
1995-12-26,20.4375
1995-12-27,20.8125
1995-12-28,20.875
1995-12-29,20.5625
1996-01-02,20.1875
1996-01-03,20.125
1996-01-04,20.625
1996-01-05,20.75
1996-01-08,20.8125
1996-01-09,20.125
1996-01-10,19.1875
1996-01-11,19.5625
1996-01-12,19.3125
1996-01-15,19.625
1996-01-16,19.9375
1996-01-17,20.1875
1996-01-18,20.0
1996-01-19,19.9375
1996-01-22,19.9375
1996-01-23,19.9375
1996-01-24,20.125
1996-01-25,20.6875
1996-01-26,20.9375
1996-01-29,21.375
1996-01-30,21.5
1996-01-31,21.75
1996-02-01,21.9375
1996-02-02,21.75
1996-02-05,21.5
1996-02-06,22.1875
1996-02-07,22.25
1996-02-08,22.0625
1996-02-09,22.25
1996-02-12,22.375
1996-02-13,22.875
1996-02-14,22.4375
1996-02-15,22.375
1996-02-16,22.125
1996-02-20,21.5
1996-02-21,21.5625
1996-02-22,22.5
1996-02-23,22.75
1996-02-26,22.3125
1996-02-27,22.125
1996-02-28,21.9375
1996-02-29,21.4375
1996-03-01,21.875
1996-03-04,21.8125
1996-03-05,21.8125
1996-03-06,21.9375
1996-03-07,22.0
1996-03-08,21.0
1996-03-11,20.25
1996-03-12,20.1875
1996-03-13,20.875
1996-03-14,21.0625
1996-03-15,20.6875
1996-03-18,21.375
1996-03-19,21.0
1996-03-20,20.9375
1996-03-21,21.0
1996-03-22,21.0625
1996-03-25,21.1875
1996-03-26,21.1875
1996-03-27,21.0
1996-03-28,21.3125
1996-03-29,21.0
1996-04-01,21.3125
1996-04-02,21.4375
1996-04-03,21.1875
1996-04-04,21.125
1996-04-08,20.6875
1996-04-09,20.625
1996-04-10,19.625
1996-04-11,19.375
1996-04-12,19.9375
1996-04-15,19.5
1996-04-16,19.75
1996-04-17,19.9375
1996-04-18,20.5
1996-04-19,20.8125
1996-04-22,20.5625
1996-04-23,19.9375
1996-04-24,20.0
1996-04-25,19.9375
1996-04-26,19.625
1996-04-29,19.5
1996-04-30,19.4375
1996-05-01,19.5625
1996-05-02,19.1875
1996-05-03,19.3125
1996-05-06,19.1875
1996-05-07,19.0
1996-05-08,19.1875
1996-05-09,19.375
1996-05-10,19.6875
1996-05-13,19.6875
1996-05-14,19.9375
1996-05-15,20.0
1996-05-16,20.0625
1996-05-17,20.0
1996-05-20,20.1875
1996-05-21,20.375
1996-05-22,20.5
1996-05-23,20.875
1996-05-24,21.5
1996-05-28,21.1875
1996-05-29,20.5
1996-05-30,20.4375
1996-05-31,21.125
1996-06-03,21.5625
1996-06-04,22.9375
1996-06-05,23.1875
1996-06-06,22.9375
1996-06-07,22.25
1996-06-10,22.125
1996-06-11,22.0
1996-06-12,21.6875
1996-06-13,21.75
1996-06-14,21.875
1996-06-17,21.875
1996-06-18,21.9375
1996-06-19,21.9375
1996-06-20,21.4375
1996-06-21,21.9375
1996-06-24,22.125
1996-06-25,22.1875
1996-06-26,22.125
1996-06-27,22.3125
1996-06-28,22.8125
1996-07-01,23.25
1996-07-02,23.1875
1996-07-03,22.875
1996-07-05,22.25
1996-07-08,21.9375
1996-07-09,21.875
1996-07-10,21.6875
1996-07-11,21.1875
1996-07-12,21.4375
1996-07-15,20.75
1996-07-16,20.9375
1996-07-17,21.0625
1996-07-18,21.5625
1996-07-19,21.125
1996-07-22,21.3125
1996-07-23,21.1875
1996-07-24,21.375
1996-07-25,21.8125
1996-07-26,22.3125
1996-07-29,22.5
1996-07-30,22.5
1996-07-31,22.375
1996-08-01,22.625
1996-08-02,23.0
1996-08-05,23.0
1996-08-06,23.0
1996-08-07,23.0625
1996-08-08,23.0
1996-08-09,23.0625
1996-08-12,23.125
1996-08-13,22.8125
1996-08-14,22.875
1996-08-15,22.5
1996-08-16,22.875
1996-08-19,23.0
1996-08-20,22.625
1996-08-21,23.0625
1996-08-22,23.4375
1996-08-23,23.125
1996-08-26,22.6875
1996-08-27,23.25
1996-08-28,22.875
1996-08-29,22.625
1996-08-30,22.3125
1996-09-03,22.375
1996-09-04,23.4375
1996-09-05,22.875
1996-09-06,23.125
1996-09-09,23.6875
1996-09-10,23.5
1996-09-11,23.8125
1996-09-12,23.8125
1996-09-13,24.375
1996-09-16,24.5625
1996-09-17,24.3125
1996-09-18,24.125
1996-09-19,23.9375
1996-09-20,24.5
1996-09-23,24.4375
1996-09-24,24.4375
1996-09-25,24.0
1996-09-26,24.0
1996-09-27,24.375
1996-09-30,24.625
1996-10-01,24.75
1996-10-02,25.25
1996-10-03,24.8125
1996-10-04,25.25
1996-10-07,25.3125
1996-10-08,26.0
1996-10-09,25.9375
1996-10-10,26.0625
1996-10-11,26.125
1996-10-14,26.125
1996-10-15,25.875
1996-10-16,25.6875
1996-10-17,27.3125
1996-10-18,27.3125
1996-10-21,26.8125
1996-10-22,26.8125
1996-10-23,27.3125
1996-10-24,27.375
1996-10-25,27.375
1996-10-28,27.0625
1996-10-29,27.875
1996-10-30,27.875
1996-10-31,28.0
1996-11-01,27.875
1996-11-04,27.8125
1996-11-05,27.875
1996-11-06,28.25
1996-11-07,28.4375
1996-11-08,28.5625
1996-11-11,28.6875
1996-11-12,28.9375
1996-11-13,29.125
1996-11-14,28.875
1996-11-15,29.0
1996-11-18,28.875
1996-11-19,29.1875
1996-11-20,29.0625
1996-11-21,29.5625
1996-11-22,29.5625
1996-11-25,29.8125
1996-11-26,30.125
1996-11-27,30.0625
1996-11-29,30.125
1996-12-02,30.0625
1996-12-03,29.9375
1996-12-04,29.4375
1996-12-05,29.3125
1996-12-06,28.6875
1996-12-09,28.9375
1996-12-10,29.0
1996-12-11,28.8125
1996-12-12,28.1875
1996-12-13,28.125
1996-12-16,27.9375
1996-12-17,27.5625
1996-12-18,28.3125
1996-12-19,29.5
1996-12-20,29.625
1996-12-23,29.375
1996-12-24,29.1875
1996-12-26,29.875
1996-12-27,29.9375
1996-12-30,29.625
1996-12-31,28.9375
1997-01-02,28.5625
1997-01-03,29.5
1997-01-06,29.25
1997-01-07,29.5625
1997-01-08,29.75
1997-01-09,30.5625
1997-01-10,30.6875
1997-01-13,30.125
1997-01-14,31.25
1997-01-15,31.625
1997-01-16,31.25
1997-01-17,30.9375
1997-01-20,31.375
1997-01-21,31.625
1997-01-22,32.875
1997-01-23,32.3125
1997-01-24,31.8125
1997-01-27,31.0
1997-01-28,31.1875
1997-01-29,31.9375
1997-01-30,32.625
1997-01-31,32.8125
1997-02-03,32.5625
1997-02-04,32.4375
1997-02-05,31.9375
1997-02-06,31.875
1997-02-07,31.625
1997-02-10,32.4375
1997-02-11,32.5
1997-02-12,32.4375
1997-02-13,33.625
1997-02-14,33.8125
1997-02-18,33.625
1997-02-19,33.375
1997-02-20,33.0
1997-02-21,33.0625
1997-02-24,33.375
1997-02-25,33.5625
1997-02-26,32.625
1997-02-27,32.5625
1997-02-28,31.6875
1997-03-03,31.6875
1997-03-04,31.6875
1997-03-05,32.0
1997-03-06,32.625
1997-03-07,33.5
1997-03-10,33.4375
1997-03-11,33.625
1997-03-12,33.3125
1997-03-13,32.1875
1997-03-14,32.375
1997-03-17,32.25
1997-03-18,31.875
1997-03-19,32.125
1997-03-20,32.0
1997-03-21,32.0625
1997-03-24,32.3125
1997-03-25,32.125
1997-03-26,31.8125
1997-03-27,31.1875
1997-03-31,29.6875
1997-04-01,30.25
1997-04-02,29.9375
1997-04-03,29.9375
1997-04-04,29.9375
1997-04-07,30.3125
1997-04-08,31.0
1997-04-09,30.875
1997-04-10,30.9375
1997-04-11,30.25
1997-04-14,30.0
1997-04-15,30.6875
1997-04-16,30.9375
1997-04-17,31.75
1997-04-18,31.75
1997-04-21,30.8125
1997-04-22,31.1875
1997-04-23,31.0625
1997-04-24,30.8125
1997-04-25,30.5625
1997-04-28,31.3125
1997-04-29,32.625
1997-04-30,32.6875
1997-05-01,32.375
1997-05-02,33.3125
1997-05-05,33.625
1997-05-06,34.4375
1997-05-07,32.75
1997-05-08,33.0
1997-05-09,33.5
1997-05-12,34.25
1997-05-13,33.5
1997-05-14,34.4375
1997-05-15,34.9375
1997-05-16,34.375
1997-05-19,34.875
1997-05-20,35.3125
1997-05-21,35.0625
1997-05-22,34.875
1997-05-23,35.375
1997-05-27,34.875
1997-05-28,35.1875
1997-05-29,35.25
1997-05-30,36.8125
1997-06-02,35.6875
1997-06-03,35.3125
1997-06-04,34.75
1997-06-05,34.9375
1997-06-06,35.5
1997-06-09,36.875
1997-06-10,37.5625
1997-06-11,37.4375
1997-06-12,37.6875
1997-06-13,37.5625
1997-06-16,38.125
1997-06-17,37.5
1997-06-18,36.9375
1997-06-19,38.0
1997-06-20,37.1875
1997-06-23,36.0
1997-06-24,37.4375
1997-06-25,37.125
1997-06-26,37.0
1997-06-27,37.0625
1997-06-30,36.5
1997-07-01,37.0
1997-07-02,38.0625
1997-07-03,38.75
1997-07-07,38.25
1997-07-08,39.0
1997-07-09,38.1875
1997-07-10,38.6875
1997-07-11,39.09375
1997-07-14,38.875
1997-07-15,38.40625
1997-07-16,38.5
1997-07-17,37.78125
1997-07-18,37.28125
1997-07-21,38.1875
1997-07-22,38.4375
1997-07-23,38.5625
1997-07-24,38.90625
1997-07-25,38.84375
1997-07-28,39.375
1997-07-29,39.6875
1997-07-30,39.59375
1997-07-31,39.5
1997-08-01,38.8125
1997-08-04,38.84375
1997-08-05,38.375
1997-08-06,38.09375
1997-08-07,38.0625
1997-08-08,37.0625
1997-08-11,37.5
1997-08-12,36.53125
1997-08-13,36.78125
1997-08-14,36.40625
1997-08-15,35.5
1997-08-18,36.8125
1997-08-19,38.15625
1997-08-20,38.6875
1997-08-21,38.0625
1997-08-22,37.875
1997-08-25,37.5625
1997-08-26,37.65625
1997-08-27,37.28125
1997-08-28,37.15625
1997-08-29,36.53125
1997-09-02,37.8125
1997-09-03,37.9375
1997-09-04,37.65625
1997-09-05,37.65625
1997-09-08,38.25
1997-09-09,37.78125
1997-09-10,37.4375
1997-09-11,36.5
1997-09-12,36.96875
1997-09-15,36.3125
1997-09-16,37.65625
1997-09-17,38.3125
1997-09-18,38.3125
1997-09-19,37.8125
1997-09-22,37.34375
1997-09-23,37.9375
1997-09-24,38.28125
1997-09-25,37.96875
1997-09-26,38.9375
1997-09-29,40.09375
1997-09-30,40.0625
1997-10-01,40.5
1997-10-02,40.71875
1997-10-03,41.1875
1997-10-06,41.5625
1997-10-07,41.625
1997-10-08,41.0
1997-10-09,41.59375
1997-10-10,41.6875
1997-10-13,41.40625
1997-10-14,41.40625
1997-10-15,41.46875
1997-10-16,41.3125
1997-10-17,40.59375
1997-10-20,40.78125
1997-10-21,42.625
1997-10-22,42.71875
1997-10-23,42.15625
1997-10-24,42.375
1997-10-27,40.25
1997-10-28,42.125
1997-10-29,42.0625
1997-10-30,41.25
1997-10-31,41.46875
1997-11-03,42.4375
1997-11-04,42.0625
1997-11-05,42.25
1997-11-06,41.8125
1997-11-07,41.4375
1997-11-10,41.1875
1997-11-11,41.0
1997-11-12,40.34375
1997-11-13,40.625
1997-11-14,41.0
1997-11-17,42.25
1997-11-18,41.46875
1997-11-19,41.5625
1997-11-20,42.21875
1997-11-21,42.96875
1997-11-24,42.09375
1997-11-25,41.75
1997-11-26,42.4375
1997-11-28,42.9375
1997-12-01,44.8125
1997-12-02,45.0
1997-12-03,44.65625
1997-12-04,44.9375
1997-12-05,46.21875
1997-12-08,46.1875
1997-12-09,46.875
1997-12-10,45.625
1997-12-11,45.5
1997-12-12,44.90625
1997-12-15,45.28125
1997-12-16,45.0
1997-12-17,44.8125
1997-12-18,44.75
1997-12-19,44.65625
1997-12-22,44.53125
1997-12-23,43.0
1997-12-24,43.375
1997-12-26,43.5625
1997-12-29,45.1875
1997-12-30,45.4375
1997-12-31,45.25
1998-01-02,45.5625
1998-01-05,44.9375
1998-01-06,44.46875
1998-01-07,44.5
1998-01-08,44.0625
1998-01-09,42.25
1998-01-12,42.71875
1998-01-13,44.0625
1998-01-14,44.53125
1998-01-15,43.875
1998-01-16,44.3125
1998-01-20,44.78125
1998-01-21,44.5
1998-01-22,43.4375
1998-01-23,43.53125
1998-01-26,43.28125
1998-01-27,42.5625
1998-01-28,43.5
1998-01-29,44.125
1998-01-30,44.25
1998-02-02,44.46875
1998-02-03,45.03125
1998-02-04,45.65625
1998-02-05,45.25
1998-02-06,45.5
1998-02-09,45.6875
1998-02-10,46.0625
1998-02-11,46.875
1998-02-12,46.78125
1998-02-13,46.15625
1998-02-17,46.65625
1998-02-18,47.0
1998-02-19,46.5
1998-02-20,46.25
1998-02-23,46.5
1998-02-24,46.3125
1998-02-25,46.4375
1998-02-26,46.5
1998-02-27,46.625
1998-03-02,46.125
1998-03-03,46.5625
1998-03-04,45.90625
1998-03-05,45.78125
1998-03-06,46.65625
1998-03-09,47.0
1998-03-10,47.375
1998-03-11,48.0
1998-03-12,48.5
1998-03-13,48.40625
1998-03-16,49.0
1998-03-17,47.625
1998-03-18,47.40625
1998-03-19,47.5
1998-03-20,47.375
1998-03-23,46.625
1998-03-24,47.0625
