Date,ICE
2010-08-17,19.982
2010-08-18,19.938
2010-08-19,19.483999
2010-08-20,19.41
2010-08-23,19.296
2010-08-24,18.784
2010-08-25,19.125999
2010-08-26,19.136
2010-08-27,19.468
2010-08-30,18.884001
2010-08-31,19.112
2010-09-01,19.882
2010-09-02,20.129998999999998
2010-09-03,20.466
2010-09-07,20.65
2010-09-08,20.818001000000002
2010-09-09,20.878
2010-09-10,21.104
2010-09-13,21.448
2010-09-14,21.288
2010-09-15,21.431998999999998
2010-09-16,21.243999
2010-09-17,20.992001000000002
2010-09-20,20.986
2010-09-21,20.698
2010-09-22,20.57
2010-09-23,20.214001
2010-09-24,20.906
2010-09-27,21.014
2010-09-28,21.167999
2010-09-29,21.046
2010-09-30,20.944
2010-10-01,21.309998999999998
2010-10-04,21.472
2010-10-05,22.26
2010-10-06,22.158001000000002
2010-10-07,22.280001000000002
2010-10-08,22.472
2010-10-11,22.396
2010-10-12,22.648001
2010-10-13,22.587999
2010-10-14,22.59
2010-10-15,23.0
2010-10-18,23.358
2010-10-19,23.194
2010-10-20,23.198
2010-10-21,23.636
2010-10-22,23.368
2010-10-25,23.122
2010-10-26,22.634001
2010-10-27,22.934
2010-10-28,22.914
2010-10-29,22.974001
2010-11-01,22.854
2010-11-02,22.698
2010-11-03,22.5
2010-11-04,22.944
2010-11-05,23.488001
2010-11-08,23.466
2010-11-09,23.025999
2010-11-10,23.191999
2010-11-11,22.936001
2010-11-12,22.452
2010-11-15,22.67
2010-11-16,22.152
2010-11-17,22.336
2010-11-18,22.629998999999998
2010-11-19,22.955999
2010-11-22,22.591998999999998
2010-11-23,22.362
2010-11-24,22.846001
2010-11-26,22.614
2010-11-29,22.584
2010-11-30,22.540001
2010-12-01,23.124001
2010-12-02,24.068001000000002
2010-12-03,23.351999
2010-12-06,23.587999
2010-12-07,23.24
2010-12-08,23.608
2010-12-09,23.544001
2010-12-10,23.51
2010-12-13,23.549999
2010-12-14,23.275999
2010-12-15,23.559998999999998
2010-12-16,23.472
2010-12-17,23.846001
2010-12-20,23.812
2010-12-21,24.016001
2010-12-22,24.09
2010-12-23,24.0
2010-12-27,24.172001
2010-12-28,24.18
2010-12-29,23.969998999999998
2010-12-30,23.898001
2010-12-31,23.83
2011-01-03,23.83
2011-01-04,23.594
2011-01-05,23.530001000000002
2011-01-06,22.896
2011-01-07,22.804001
2011-01-10,22.818001000000002
2011-01-11,22.496
2011-01-12,23.08
2011-01-13,23.27
2011-01-14,23.254
2011-01-18,23.351999
2011-01-19,23.112
2011-01-20,23.110001
2011-01-21,23.318001000000002
2011-01-24,23.362
2011-01-25,23.08
2011-01-26,22.993999
2011-01-27,23.57
2011-01-28,23.382
2011-01-31,24.098
2011-02-01,24.275999
2011-02-02,24.058001
2011-02-03,23.851999
2011-02-04,24.076
2011-02-07,24.063999
2011-02-08,23.643998999999997
2011-02-09,24.625999
2011-02-10,25.690001000000002
2011-02-11,25.756001
2011-02-14,26.091998999999998
2011-02-15,25.348
2011-02-16,25.576
2011-02-17,25.780001000000002
2011-02-18,25.436001
2011-02-22,24.458
2011-02-23,24.546
2011-02-24,24.728001000000003
2011-02-25,25.382
2011-02-28,25.639999
2011-03-01,25.42
2011-03-02,25.502001
2011-03-03,25.896
2011-03-04,26.049999
2011-03-07,26.944
2011-03-08,26.388
2011-03-09,26.186001
2011-03-10,25.518
2011-03-11,25.214001
2011-03-14,24.958
2011-03-15,24.666
2011-03-16,24.754
2011-03-17,25.068001000000002
2011-03-18,24.954
2011-03-21,25.048
2011-03-22,25.15
2011-03-23,25.406
2011-03-24,25.459999
2011-03-25,25.596001
2011-03-28,25.162001
2011-03-29,25.224001
2011-03-30,24.986
2011-03-31,24.708
2011-04-01,23.950001
2011-04-04,23.780001000000002
2011-04-05,23.962
2011-04-06,24.497999
2011-04-07,24.452
2011-04-08,24.110001
2011-04-11,24.110001
2011-04-12,24.096001
2011-04-13,24.238001
2011-04-14,24.128
2011-04-15,24.403999
2011-04-18,23.968
2011-04-19,23.865999
2011-04-20,24.132
2011-04-21,24.436001
2011-04-25,24.4
2011-04-26,24.474001
2011-04-27,24.358
2011-04-28,24.040001
2011-04-29,24.07
2011-05-02,23.639999
2011-05-03,23.290001
2011-05-04,22.969998999999998
2011-05-05,22.812
2011-05-06,23.52
2011-05-09,23.785999
2011-05-10,24.049999
2011-05-11,24.062
2011-05-12,24.007998999999998
2011-05-13,23.664
2011-05-16,24.444
2011-05-17,24.096001
2011-05-18,24.474001
2011-05-19,24.572001
2011-05-20,24.236
2011-05-23,24.082001
2011-05-24,24.271998999999997
2011-05-25,24.23
2011-05-26,24.073999
2011-05-27,23.834
2011-05-31,24.129998999999998
2011-06-01,23.322001
2011-06-02,23.472
2011-06-03,23.125999
2011-06-06,22.75
2011-06-07,22.77
2011-06-08,22.642
2011-06-09,23.341998999999998
2011-06-10,23.158001000000002
2011-06-13,23.191999
2011-06-14,23.714001
2011-06-15,23.304001
2011-06-16,23.422001
2011-06-17,23.622
2011-06-20,24.125999
2011-06-21,24.454
2011-06-22,23.986
2011-06-23,23.924
2011-06-24,23.712
2011-06-27,24.104
2011-06-28,24.482
2011-06-29,24.83
2011-06-30,24.941999
2011-07-01,25.396
2011-07-05,25.702
2011-07-06,25.566
2011-07-07,25.903999
2011-07-08,25.68
2011-07-11,25.118
2011-07-12,25.063999
2011-07-13,25.224001
2011-07-14,25.205999
2011-07-15,25.5
2011-07-18,25.176001
2011-07-19,25.530001000000002
2011-07-20,25.261999
2011-07-21,25.639999
2011-07-22,25.743999
2011-07-25,25.563999
2011-07-26,25.257998999999998
2011-07-27,24.615999
2011-07-28,24.719998999999998
2011-07-29,24.66
2011-08-01,24.424
2011-08-02,23.818001000000002
2011-08-03,23.403999
2011-08-04,22.167999
2011-08-05,22.032
2011-08-08,20.782
2011-08-09,22.6
2011-08-10,21.959999
2011-08-11,23.370001000000002
2011-08-12,22.976
2011-08-15,23.285999
2011-08-16,22.243999
2011-08-17,22.228001000000003
2011-08-18,21.146
2011-08-19,21.01
2011-08-22,21.247999
2011-08-23,22.257998999999998
2011-08-24,22.521998999999997
2011-08-25,22.048
2011-08-26,22.417999
2011-08-29,23.290001
2011-08-30,23.242001000000002
2011-08-31,23.59
2011-09-01,23.042
2011-09-02,22.506001
2011-09-06,22.636
2011-09-07,23.414
2011-09-08,23.34
2011-09-09,22.896
2011-09-12,23.528
2011-09-13,23.823999
2011-09-14,24.098
2011-09-15,24.736
2011-09-16,24.996
2011-09-19,24.576
2011-09-20,24.49
2011-09-21,24.573999
2011-09-22,24.587999
2011-09-23,24.42
2011-09-26,24.813999
2011-09-27,24.808001
2011-09-28,24.284
2011-09-29,24.436001
2011-09-30,23.652
2011-10-03,23.540001
2011-10-04,24.252001
2011-10-05,24.625999
2011-10-06,25.101999
2011-10-07,24.323999
2011-10-10,25.194
2011-10-11,24.620001000000002
2011-10-12,25.122
2011-10-13,24.816
2011-10-14,24.889999
2011-10-17,24.455999
2011-10-18,24.9
2011-10-19,24.562
2011-10-20,24.562
2011-10-21,25.302
2011-10-24,25.648001
2011-10-25,24.823999
2011-10-26,25.146
2011-10-27,26.424
2011-10-28,26.488001
2011-10-31,25.976
2011-11-01,24.652
2011-11-02,24.524
2011-11-03,25.562
2011-11-04,25.497999
2011-11-07,24.945999
2011-11-08,25.412001
2011-11-09,24.83
2011-11-10,25.068001000000002
2011-11-11,25.577999
2011-11-14,25.336
2011-11-15,25.406
2011-11-16,24.492001000000002
2011-11-17,23.634001
2011-11-18,23.441999
2011-11-21,22.83
2011-11-22,23.181998999999998
2011-11-23,22.662001
2011-11-25,22.756001
2011-11-28,23.511999
2011-11-29,23.476
2011-11-30,24.344
2011-12-01,24.940001000000002
2011-12-02,24.684
2011-12-05,24.445999
2011-12-06,24.656
2011-12-07,24.596001
2011-12-08,24.118
2011-12-09,24.577999
2011-12-12,23.908001000000002
2011-12-13,23.469998999999998
2011-12-14,23.450001
2011-12-15,23.424
2011-12-16,23.535999
2011-12-19,23.238001
2011-12-20,23.98
2011-12-21,23.709999
2011-12-22,23.908001000000002
2011-12-23,24.024
2011-12-27,24.114
2011-12-28,23.884001
2011-12-29,24.26
2011-12-30,24.110001
2012-01-03,23.714001
2012-01-04,23.403999
2012-01-05,23.402
2012-01-06,23.002001
2012-01-09,22.516001
2012-01-10,22.782
2012-01-11,22.521998999999997
2012-01-12,22.988001
2012-01-13,23.294001
2012-01-17,22.43
2012-01-18,22.950001
2012-01-19,23.606001000000003
2012-01-20,23.482
2012-01-23,23.705999
2012-01-24,23.785999
2012-01-25,23.506001
2012-01-26,23.49
2012-01-27,23.290001
2012-01-30,23.086
2012-01-31,22.896
2012-02-01,22.938
2012-02-02,23.93
2012-02-03,24.464001
2012-02-06,24.552
2012-02-07,24.554001
2012-02-08,26.016001
2012-02-09,26.386
2012-02-10,26.966
2012-02-13,26.747999
2012-02-14,26.736
2012-02-15,26.572001
2012-02-16,26.766001
2012-02-17,26.893998999999997
2012-02-21,26.674
2012-02-22,26.629998999999998
2012-02-23,27.851999
2012-02-24,27.948
2012-02-27,27.926001
2012-02-28,27.972
2012-02-29,27.591998999999998
2012-03-01,27.959999
2012-03-02,27.865999
2012-03-05,27.629998999999998
2012-03-06,27.514
2012-03-07,27.884001
2012-03-08,27.940001000000002
2012-03-09,28.364
2012-03-12,27.726
2012-03-13,28.474001
2012-03-14,28.143998999999997
2012-03-15,28.370001000000002
2012-03-16,27.799999
2012-03-19,28.056
2012-03-20,27.974001
2012-03-21,27.875999
2012-03-22,27.93
2012-03-23,27.896
2012-03-26,27.834
2012-03-27,27.43
2012-03-28,27.224001
2012-03-29,27.038
2012-03-30,27.483999
2012-04-02,27.724001
2012-04-03,27.525999
2012-04-04,26.903999
2012-04-05,27.719998999999998
2012-04-09,27.167999
2012-04-10,26.436001
2012-04-11,26.698
2012-04-12,26.826
2012-04-13,26.610001
2012-04-16,26.268
2012-04-17,26.462
2012-04-18,26.106001000000003
2012-04-19,25.902
2012-04-20,25.677999
2012-04-23,25.614
2012-04-24,26.072001
2012-04-25,26.524
2012-04-26,26.200001
2012-04-27,26.534
2012-04-30,26.608
2012-05-01,26.222
2012-05-02,25.57
2012-05-03,25.851999
2012-05-04,25.458
2012-05-07,25.128
2012-05-08,25.058001
2012-05-09,24.983999
2012-05-10,25.01
2012-05-11,24.796
2012-05-14,24.628
2012-05-15,24.408001000000002
2012-05-16,24.348
2012-05-17,24.268
2012-05-18,24.718
2012-05-21,25.018
2012-05-22,24.936001
2012-05-23,24.875999
2012-05-24,24.790001
2012-05-25,25.098
2012-05-29,25.02
2012-05-30,24.454
2012-05-31,24.49
2012-06-01,23.694
2012-06-04,23.858
2012-06-05,25.129998999999998
2012-06-06,25.672001
2012-06-07,25.535999
2012-06-08,25.577999
2012-06-11,25.351999
2012-06-12,25.568001000000002
2012-06-13,25.194
2012-06-14,25.757998999999998
2012-06-15,26.959999
2012-06-18,27.247999
2012-06-19,27.112
2012-06-20,26.976
2012-06-21,26.264
2012-06-22,26.636
2012-06-25,26.257998999999998
2012-06-26,26.672001
2012-06-27,26.566
2012-06-28,26.827999
2012-06-29,27.195999
2012-07-02,27.164
2012-07-03,26.98
2012-07-05,26.948
2012-07-06,26.66
2012-07-09,26.562
2012-07-10,26.296
2012-07-11,26.747999
2012-07-12,26.848
2012-07-13,27.444
2012-07-16,26.799999
2012-07-17,27.23
2012-07-18,27.134001
2012-07-19,26.754
2012-07-20,26.218
2012-07-23,26.233999
2012-07-24,26.5
2012-07-25,26.129998999999998
2012-07-26,26.546
2012-07-27,26.85
2012-07-30,26.469998999999998
2012-07-31,26.243999
2012-08-01,25.879998999999998
2012-08-02,25.742001000000002
2012-08-03,26.450001
2012-08-06,26.4
2012-08-07,26.414
2012-08-08,26.450001
2012-08-09,26.59
2012-08-10,26.652
2012-08-13,26.746
2012-08-14,26.516001
2012-08-15,26.559998999999998
2012-08-16,27.125999
2012-08-17,27.068001000000002
2012-08-20,27.124001
2012-08-21,26.878
2012-08-22,27.200001
2012-08-23,27.146
2012-08-24,27.42
2012-08-27,27.534
2012-08-28,27.674
2012-08-29,27.452
2012-08-30,27.27
2012-08-31,27.34
2012-09-04,27.316
2012-09-05,27.108
2012-09-06,27.384001
2012-09-07,27.426001
2012-09-10,27.16
2012-09-11,27.15
2012-09-12,27.190001000000002
2012-09-13,27.370001000000002
2012-09-14,28.018
2012-09-17,28.08
2012-09-18,28.073999
2012-09-19,27.642
2012-09-20,27.559998999999998
2012-09-21,27.514
2012-09-24,27.43
2012-09-25,27.042
2012-09-26,26.934
2012-09-27,27.028
2012-09-28,26.681998999999998
2012-10-01,26.384001
2012-10-02,26.096001
2012-10-03,26.299999
2012-10-04,26.402
2012-10-05,26.200001
2012-10-08,26.09
2012-10-09,25.936001
2012-10-10,25.736
2012-10-11,25.827999
2012-10-12,25.948
2012-10-15,25.802
2012-10-16,26.284
2012-10-17,26.156
2012-10-18,26.094
2012-10-19,26.040001
2012-10-22,26.312
2012-10-23,26.076
2012-10-24,26.094
2012-10-25,26.1
2012-10-26,26.238001
2012-10-31,26.200001
2012-11-01,26.247999
2012-11-02,25.966
2012-11-05,26.656
2012-11-06,26.690001000000002
2012-11-07,26.313999
2012-11-08,26.076
2012-11-09,26.059998999999998
2012-11-12,26.110001
2012-11-13,25.667999
2012-11-14,25.587999
2012-11-15,25.348
2012-11-16,25.52
2012-11-19,26.006001
2012-11-20,25.974001
2012-11-21,26.104
2012-11-23,26.238001
2012-11-26,26.162001
2012-11-27,25.993999
2012-11-28,26.200001
2012-11-29,26.441999
2012-11-30,26.43
2012-12-03,26.4
2012-12-04,26.17
2012-12-05,26.035999
2012-12-06,26.228001000000003
2012-12-07,26.143998999999997
2012-12-10,26.200001
2012-12-11,25.823999
2012-12-12,25.940001000000002
2012-12-13,25.844
2012-12-14,25.58
2012-12-17,25.568001000000002
2012-12-18,25.608
2012-12-19,25.662001
2012-12-20,26.02
2012-12-21,25.25
2012-12-24,25.007998999999998
2012-12-26,25.0
2012-12-27,24.844
2012-12-28,24.732
2012-12-31,24.761999
2013-01-02,24.983999
2013-01-03,25.384001
2013-01-04,25.92
2013-01-07,25.382
2013-01-08,25.436001
2013-01-09,25.521998999999997
2013-01-10,25.6
2013-01-11,25.872
2013-01-14,25.903999
2013-01-15,25.718
2013-01-16,25.615999
2013-01-17,26.242001000000002
2013-01-18,26.666
2013-01-22,26.822001
2013-01-23,26.712
2013-01-24,26.856001000000003
2013-01-25,26.964001
2013-01-28,27.042
2013-01-29,27.341998999999998
2013-01-30,27.780001000000002
2013-01-31,27.75
2013-02-01,28.176001
2013-02-04,28.266001
2013-02-05,28.708
2013-02-06,29.044001
2013-02-07,29.790001
2013-02-08,29.799999
2013-02-11,29.966
2013-02-12,30.142
2013-02-13,30.362
2013-02-14,31.104
2013-02-15,31.292
2013-02-19,31.15
2013-02-20,30.944
2013-02-21,30.606001000000003
2013-02-22,31.195999
2013-02-25,30.104
2013-02-26,30.566
2013-02-27,31.018
2013-02-28,30.964001
2013-03-01,30.799999
2013-03-04,31.313999
2013-03-05,31.705999
2013-03-06,32.07
2013-03-07,31.747999
2013-03-08,31.719998999999998
2013-03-11,31.848
2013-03-12,31.700001
2013-03-13,31.882
2013-03-14,32.467999
2013-03-15,32.195999
2013-03-18,31.969998999999998
2013-03-19,31.922001
2013-03-20,32.32
2013-03-21,32.287997999999995
2013-03-22,32.462002000000005
2013-03-25,32.400002
2013-03-26,32.313999
2013-03-27,31.962
2013-03-28,32.613997999999995
2013-04-01,32.018002
2013-04-02,32.296001000000004
2013-04-03,31.365999
2013-04-04,31.42
2013-04-05,31.011999
2013-04-08,31.194
2013-04-09,31.01
2013-04-10,31.552
2013-04-11,31.664
2013-04-12,31.639999
2013-04-15,30.832001
2013-04-16,31.101999
2013-04-17,30.794001
2013-04-18,30.482
2013-04-19,30.875999
2013-04-22,31.054001
2013-04-23,31.478001000000003
2013-04-24,31.677999
2013-04-25,31.917999
2013-04-26,31.902
2013-04-29,32.377998
2013-04-30,32.585999
2013-05-01,33.312
2013-05-02,34.312
2013-05-03,34.403999
2013-05-06,34.335999
2013-05-07,34.223999
2013-05-08,34.332001
2013-05-09,34.242001
2013-05-10,34.419998
2013-05-13,34.452
2013-05-14,35.181999
2013-05-15,34.962002000000005
2013-05-16,34.804001
2013-05-17,35.481998
2013-05-20,35.212002000000005
2013-05-21,34.698002
2013-05-22,33.903999
2013-05-23,33.658001
2013-05-24,33.532001
2013-05-28,33.902
2013-05-29,34.242001
2013-05-30,35.487999
2013-05-31,34.242001
2013-06-03,33.84
2013-06-04,32.952
2013-06-05,32.967999
2013-06-06,33.84
2013-06-07,34.939999
2013-06-10,35.015999
2013-06-11,34.228001
2013-06-12,34.411999
2013-06-13,35.077999
2013-06-14,34.630001
2013-06-17,35.773998
2013-06-18,36.613997999999995
2013-06-19,35.77
2013-06-20,34.694
2013-06-21,34.512001
2013-06-24,34.388
2013-06-25,35.023998
2013-06-26,35.98
2013-06-27,35.931999
2013-06-28,35.551998
2013-07-01,35.604
2013-07-02,34.900002
2013-07-03,34.98
2013-07-05,35.405998
2013-07-08,35.476002
2013-07-09,35.07
2013-07-10,35.854
2013-07-11,35.846001
2013-07-12,36.133998999999996
2013-07-15,36.372002
2013-07-16,36.312
2013-07-17,36.203998999999996
2013-07-18,36.293999
2013-07-19,35.798
2013-07-22,35.436001
2013-07-23,35.698002
2013-07-24,35.355999
2013-07-25,35.73
2013-07-26,35.456001
2013-07-29,35.650002
2013-07-30,35.931999
2013-07-31,36.490002000000004
2013-08-01,37.16
2013-08-02,37.688
2013-08-05,37.127998
2013-08-06,37.363997999999995
2013-08-07,36.998001
2013-08-08,37.433997999999995
2013-08-09,36.984001
2013-08-12,36.627998
2013-08-13,36.599998
2013-08-14,36.419998
2013-08-15,36.07
2013-08-16,36.358002
2013-08-19,36.332001
2013-08-20,36.658001
2013-08-21,36.332001
2013-08-22,37.102001
2013-08-23,37.066002000000005
2013-08-26,36.674
2013-08-27,36.048
2013-08-28,35.986
2013-08-29,36.054001
2013-08-30,35.950001
2013-09-03,36.334
2013-09-04,36.59
2013-09-05,36.200001
2013-09-06,35.877998
2013-09-09,36.285999
2013-09-10,36.200001
2013-09-11,36.310001
2013-09-12,36.0
2013-09-13,36.105999
2013-09-16,36.214001
2013-09-17,36.32
2013-09-18,36.344002
2013-09-19,36.594002
2013-09-20,36.425999
2013-09-23,36.228001
2013-09-24,36.138
2013-09-25,35.779999
2013-09-26,35.984001
2013-09-27,36.256001
2013-09-30,36.284
2013-10-01,36.785999
2013-10-02,36.821999
2013-10-03,37.605999
2013-10-04,38.73
2013-10-07,38.599998
2013-10-08,37.931999
2013-10-09,37.792
2013-10-10,38.632
2013-10-11,38.936001
2013-10-14,39.132
2013-10-15,38.824001
2013-10-16,39.102001
2013-10-17,39.450001
2013-10-18,39.644001
2013-10-21,39.450001
2013-10-22,39.493999
2013-10-23,39.188
2013-10-24,39.240002000000004
2013-10-25,39.200001
2013-10-28,38.762001
2013-10-29,38.57
2013-10-30,38.119999
2013-10-31,38.546001000000004
2013-11-01,39.07
2013-11-04,38.768002
2013-11-05,39.594002
2013-11-06,39.959998999999996
2013-11-07,40.066002000000005
2013-11-08,40.84
2013-11-11,40.543999
2013-11-12,39.560001
2013-11-13,39.967999
2013-11-14,39.832001
2013-11-15,40.472
2013-11-18,40.633998999999996
2013-11-19,41.284
2013-11-20,42.613997999999995
2013-11-21,43.141998
2013-11-22,43.481998
2013-11-25,43.264
2013-11-26,42.655998
2013-11-27,42.883998999999996
2013-11-29,42.658001
2013-12-02,42.978001
2013-12-03,42.542
2013-12-04,42.459998999999996
2013-12-05,42.529999
2013-12-06,43.639998999999996
2013-12-09,43.473999
2013-12-10,43.354
2013-12-11,43.700001
2013-12-12,43.566002000000005
2013-12-13,44.088001
2013-12-16,44.368
2013-12-17,44.444
2013-12-18,45.029999
2013-12-19,44.526001
2013-12-20,44.891998
2013-12-23,45.212002000000005
2013-12-24,45.202
2013-12-26,44.972
2013-12-27,44.948002
2013-12-30,44.703998999999996
2013-12-31,44.984001
2014-01-02,44.919998
2014-01-03,45.175999
2014-01-06,45.292
2014-01-07,45.563999
2014-01-08,45.402
2014-01-09,45.506001
2014-01-10,45.066002000000005
2014-01-13,44.102001
2014-01-14,43.959998999999996
2014-01-15,42.175999
2014-01-16,41.866001000000004
2014-01-17,41.374001
2014-01-21,41.599998
2014-01-22,41.995998
2014-01-23,41.377998
2014-01-24,40.872002
2014-01-27,40.632
2014-01-28,41.380001
2014-01-29,40.956001
2014-01-30,41.860001000000004
2014-01-31,41.757999
2014-02-03,40.689999
2014-02-04,41.773998
2014-02-05,41.512001
2014-02-06,42.084
2014-02-07,43.105999
2014-02-10,42.422001
2014-02-11,43.296001000000004
2014-02-12,43.481998
2014-02-13,43.382
2014-02-14,42.970001
2014-02-18,43.389998999999996
2014-02-19,42.355999
2014-02-20,42.049999
2014-02-21,42.582001
2014-02-24,43.063999
2014-02-25,42.846001
2014-02-26,41.778
2014-02-27,41.816002000000005
2014-02-28,41.768002
2014-03-03,41.995998
2014-03-04,42.984001
2014-03-05,42.779999
2014-03-06,42.993999
2014-03-07,42.528
2014-03-10,42.056
2014-03-11,41.689999
2014-03-12,41.827999
2014-03-13,40.810001
2014-03-14,40.986
2014-03-17,41.832001
2014-03-18,41.188
2014-03-19,40.695999
2014-03-20,40.681999
2014-03-21,40.77
2014-03-24,40.754002
2014-03-25,39.995998
2014-03-26,39.894001
2014-03-27,39.883998999999996
2014-03-28,39.234001
2014-03-31,39.566002000000005
2014-04-01,38.627998
2014-04-02,40.057999
2014-04-03,40.436001
2014-04-04,39.310001
2014-04-07,38.453998999999996
2014-04-08,38.383998999999996
2014-04-09,38.540001000000004
2014-04-10,38.102001
2014-04-11,37.826
2014-04-14,38.304001
2014-04-15,38.77
2014-04-16,39.605999
2014-04-17,39.653999
2014-04-21,40.118
2014-04-22,40.765999
2014-04-23,40.858002
2014-04-24,41.153999
2014-04-25,40.490002000000004
2014-04-28,40.318001
2014-04-29,40.669998
2014-04-30,40.888
2014-05-01,41.096001
2014-05-02,40.459998999999996
2014-05-05,40.453998999999996
2014-05-06,39.641998
2014-05-07,40.349998
2014-05-08,38.428001
2014-05-09,37.646
2014-05-12,38.271999
2014-05-13,38.164001
2014-05-14,38.366001000000004
2014-05-15,37.813999
2014-05-16,37.702
2014-05-19,38.312
2014-05-20,37.576
2014-05-21,38.438
2014-05-22,38.77
2014-05-23,38.534
2014-05-27,39.478001
2014-05-28,39.16
2014-05-29,39.0
2014-05-30,39.279999
2014-06-02,38.838001
2014-06-03,38.959998999999996
2014-06-04,38.568001
2014-06-05,38.084
2014-06-06,38.009997999999996
2014-06-09,37.782001
2014-06-10,38.023998
2014-06-11,37.667999
2014-06-12,38.403999
2014-06-13,38.652
2014-06-16,38.504002
2014-06-17,38.931999
2014-06-18,39.636002000000005
2014-06-19,39.391998
2014-06-20,38.972
2014-06-23,39.638
2014-06-24,38.035999
2014-06-25,37.585999
2014-06-26,37.849998
2014-06-27,37.585999
2014-06-30,37.779999
2014-07-01,37.264
2014-07-02,37.543999
2014-07-03,38.057999
2014-07-07,37.882
2014-07-08,37.077999
2014-07-09,37.382
2014-07-10,36.689999
2014-07-11,36.880001
2014-07-14,37.301998
2014-07-15,37.509997999999996
2014-07-16,37.765999
2014-07-17,38.243999
2014-07-18,38.872002
2014-07-21,39.285999
2014-07-22,39.796001000000004
2014-07-23,39.504002
2014-07-24,39.192001
2014-07-25,39.348
2014-07-28,39.198002
2014-07-29,39.077999
2014-07-30,39.214001
2014-07-31,38.444
2014-08-01,38.436001
2014-08-04,38.790001000000004
2014-08-05,38.231998
2014-08-06,38.444
2014-08-07,37.669998
2014-08-08,38.27
2014-08-11,37.869999
2014-08-12,37.568001
2014-08-13,37.543999
2014-08-14,37.862
2014-08-15,37.52
2014-08-18,38.0
2014-08-19,37.138
2014-08-20,37.382
2014-08-21,37.714001
2014-08-22,37.82
2014-08-25,37.914001
2014-08-26,37.877998
2014-08-27,37.633998999999996
2014-08-28,37.737999
2014-08-29,37.799999
2014-09-02,37.66
2014-09-03,37.068001
2014-09-04,37.124001
2014-09-05,37.334
2014-09-08,37.487999
2014-09-09,37.431999
2014-09-10,38.049999
2014-09-11,38.068001
2014-09-12,38.936001
2014-09-15,39.112
2014-09-16,39.362
2014-09-17,40.366001000000004
2014-09-18,40.810001
2014-09-19,40.759997999999996
2014-09-22,40.152
2014-09-23,39.902
2014-09-24,39.810001
2014-09-25,39.125999
2014-09-26,39.293999
2014-09-29,39.040001000000004
2014-09-30,39.009997999999996
2014-10-01,38.816002000000005
2014-10-02,39.546001000000004
2014-10-03,39.683997999999995
2014-10-06,39.82
2014-10-07,39.271999
2014-10-08,40.268002
2014-10-09,40.602001
2014-10-10,40.720001
2014-10-13,39.731998
2014-10-14,40.214001
2014-10-15,40.576
2014-10-16,39.535999
2014-10-17,39.321999
2014-10-20,39.976002
2014-10-21,39.900002
2014-10-22,39.745998
2014-10-23,40.627998
2014-10-24,41.318001
2014-10-27,41.133998999999996
2014-10-28,41.082001
2014-10-29,41.186001
2014-10-30,40.745998
2014-10-31,41.658001
2014-11-03,41.958
2014-11-04,43.504002
2014-11-05,43.484001
2014-11-06,43.984001
2014-11-07,43.708
2014-11-10,43.866001000000004
2014-11-11,44.248001
2014-11-12,44.240002000000004
2014-11-13,44.641998
2014-11-14,44.512001
2014-11-17,44.439999
2014-11-18,43.990002000000004
2014-11-19,44.144001
2014-11-20,43.970001
2014-11-21,44.057999
2014-11-24,44.344002
2014-11-25,44.216
2014-11-26,44.164001
2014-11-28,45.198002
2014-12-01,44.764
2014-12-02,44.945999
2014-12-03,45.265999
2014-12-04,45.41
2014-12-05,44.953998999999996
2014-12-08,45.167999
2014-12-09,44.894001
2014-12-10,44.610001000000004
2014-12-11,45.09
2014-12-12,43.818001
2014-12-15,43.896
2014-12-16,42.993999
2014-12-17,44.318001
2014-12-18,44.798
2014-12-19,44.324001
2014-12-22,45.018002
2014-12-23,44.686001
2014-12-24,44.346001
2014-12-26,44.375999
2014-12-29,44.425999
2014-12-30,44.358002
2014-12-31,43.858002
2015-01-02,43.528
2015-01-05,43.765999
2015-01-06,43.139998999999996
2015-01-07,43.75
2015-01-08,44.299999
2015-01-09,44.326
2015-01-12,43.166
2015-01-13,41.900002
2015-01-14,41.599998
2015-01-15,41.136002000000005
2015-01-16,41.880001
2015-01-20,41.594002
2015-01-21,41.312
2015-01-22,42.838001
2015-01-23,43.341999
2015-01-26,43.549999
2015-01-27,42.540001000000004
2015-01-28,41.088001
2015-01-29,40.973999
2015-01-30,41.146
2015-02-02,41.681999
2015-02-03,42.273998
2015-02-04,43.0
2015-02-05,45.169998
2015-02-06,45.743999
2015-02-09,45.806
2015-02-10,46.259997999999996
2015-02-11,46.368
2015-02-12,46.886002000000005
2015-02-13,46.644001
2015-02-17,46.962002000000005
2015-02-18,46.953998999999996
2015-02-19,46.782001
2015-02-20,47.004002
2015-02-23,46.883998999999996
2015-02-24,47.105999
2015-02-25,47.77
2015-02-26,47.646
2015-02-27,47.071999
2015-03-02,47.863997999999995
2015-03-03,47.122002
2015-03-04,46.59
2015-03-05,46.821999
2015-03-06,46.084
2015-03-09,46.785999
2015-03-10,45.59
2015-03-11,45.720001
2015-03-12,46.153999
2015-03-13,45.818001
2015-03-16,46.59
2015-03-17,46.702
2015-03-18,46.293999
2015-03-19,47.341999
2015-03-20,47.34
2015-03-23,47.066002000000005
2015-03-24,46.862
2015-03-25,46.189999
2015-03-26,45.950001
2015-03-27,46.396
2015-03-30,46.995998
2015-03-31,46.653999
2015-04-01,46.183997999999995
