Date,LHX
1982-09-23,8.1489
1982-09-24,8.237475
1982-09-27,8.119375
1982-09-28,8.1489
1982-09-29,8.1489
1982-09-30,7.9127
1982-10-01,7.883175
1982-10-04,7.7946
1982-10-05,8.001275
1982-10-06,8.119375
1982-10-07,8.44415
1982-10-08,8.56225
1982-10-11,8.827975
1982-10-12,8.827975
1982-10-13,8.91655
1982-10-14,8.709875
1982-10-15,8.56225
1982-10-18,8.5032
1982-10-19,8.7394
1982-10-20,8.7394
1982-10-21,9.0937
1982-10-22,9.005125
1982-10-25,8.473675
1982-10-26,8.473675
1982-10-27,8.5032
1982-10-28,8.267
1982-10-29,8.32605
1982-11-01,8.5032
1982-11-02,8.8575
1982-11-03,9.2118
1982-11-04,9.182275
1982-11-05,9.2118
1982-11-08,8.91655
1982-11-09,9.15275
1982-11-10,9.0937
1982-11-11,8.9756
1982-11-12,8.827975
1982-11-15,8.473675
1982-11-16,8.3851
1982-11-17,8.56225
1982-11-18,8.709875
1982-11-19,9.0937
1982-11-22,8.8575
1982-11-23,8.709875
1982-11-24,8.591775
1982-11-26,8.32605
1982-11-29,8.296525
1982-11-30,8.79845
1982-12-01,8.6213
1982-12-02,8.6213
1982-12-03,8.8575
1982-12-06,8.68035
1982-12-07,8.709875
1982-12-08,8.887025
1982-12-09,8.591775
1982-12-10,8.79845
1982-12-13,8.91655
1982-12-14,8.9756
1982-12-15,8.7394
1982-12-16,8.56225
1982-12-17,9.0937
1982-12-20,9.15275
1982-12-21,9.064175
1982-12-22,9.03465
1982-12-23,9.123225
1982-12-27,9.03465
1982-12-28,8.946075
1982-12-29,8.79845
1982-12-30,8.79845
1982-12-31,8.7394
1983-01-03,8.5032
1983-01-04,8.68035
1983-01-05,8.68035
1983-01-06,9.03465
1983-01-07,9.005125
1983-01-10,9.477525
1983-01-11,9.6842
1983-01-12,9.713725
1983-01-13,9.5661
1983-01-14,9.477525
1983-01-17,9.595625
1983-01-18,9.536575
1983-01-19,9.2118
1983-01-20,9.27085
1983-01-21,9.03465
1983-01-24,8.68035
1983-01-25,8.827975
1983-01-26,8.946075
1983-01-27,9.182275
1983-01-28,9.418475
1983-01-31,9.536575
1983-02-01,9.654675
1983-02-02,9.654675
1983-02-03,9.6842
1983-02-04,10.45185
1983-02-07,10.245175
1983-02-08,10.481375
1983-02-09,10.21565
1983-02-10,10.540425
1983-02-11,10.7471
1983-02-14,10.8652
1983-02-15,11.27855
1983-02-16,11.27855
1983-02-17,11.4557
1983-02-18,11.780475
1983-02-22,11.780475
1983-02-23,12.0462
1983-02-24,11.98715
1983-02-25,11.6919
1983-02-28,11.485225
1983-03-01,11.4557
1983-03-02,11.39665
1983-03-03,11.63285
1983-03-04,11.544275
1983-03-07,11.1014
1983-03-08,10.80615
1983-03-09,10.835675
1983-03-10,10.80615
1983-03-11,10.658525
1983-03-14,10.481375
1983-03-15,10.481375
1983-03-16,10.45185
1983-03-17,10.7471
1983-03-18,10.92425
1983-03-21,10.8652
1983-03-22,10.717575
1983-03-23,10.80615
1983-03-24,10.953775
1983-03-25,11.012825
1983-03-28,10.8652
1983-03-29,10.540425
1983-03-30,10.80615
1983-03-31,10.717575
1983-04-04,10.658525
1983-04-05,10.245175
1983-04-06,9.949925
1983-04-07,9.9204
1983-04-08,9.8023
1983-04-11,10.127075
1983-04-12,10.363275
1983-04-13,10.304225
1983-04-14,10.245175
1983-04-15,10.363275
1983-04-18,10.5109
1983-04-19,10.33375
1983-04-20,9.9204
1983-04-21,10.3928
1983-04-22,10.127075
1983-04-25,9.86135
1983-04-26,10.09755
1983-04-27,10.008975
1983-04-28,10.09755
1983-04-29,10.09755
1983-05-02,9.831825
1983-05-03,9.713725
1983-05-04,10.008975
1983-05-05,10.2747
1983-05-06,10.45185
1983-05-09,10.8652
1983-05-10,10.776625
1983-05-11,10.45185
1983-05-12,10.481375
1983-05-13,10.481375
1983-05-16,10.186125
1983-05-17,10.127075
1983-05-18,10.21565
1983-05-19,10.09755
1983-05-20,10.127075
1983-05-23,10.245175
1983-05-24,10.33375
1983-05-25,10.5109
1983-05-26,10.2747
1983-05-27,10.3928
1983-05-31,10.245175
1983-06-01,10.304225
1983-06-02,10.363275
1983-06-03,10.422325
1983-06-06,10.5109
1983-06-07,10.363275
1983-06-08,10.127075
1983-06-09,10.068025
1983-06-10,10.33375
1983-06-13,10.5109
1983-06-14,10.45185
1983-06-15,10.2747
1983-06-16,10.304225
1983-06-17,10.21565
1983-06-20,10.1566
1983-06-21,10.068025
1983-06-22,10.068025
1983-06-23,10.3928
1983-06-24,10.540425
1983-06-27,10.45185
1983-06-28,10.2747
1983-06-29,10.422325
1983-06-30,10.92425
1983-07-01,11.012825
1983-07-05,10.835675
1983-07-06,10.9833
1983-07-07,10.92425
1983-07-08,10.894725
1983-07-11,11.04235
1983-07-12,10.68805
1983-07-13,10.7471
1983-07-14,10.7471
1983-07-15,10.7471
1983-07-18,10.835675
1983-07-19,10.92425
1983-07-20,11.2195
1983-07-21,11.4557
1983-07-22,10.5109
1983-07-25,10.33375
1983-07-26,10.304225
1983-07-27,10.33375
1983-07-28,9.74325
1983-07-29,9.418475
1983-08-01,9.38895
1983-08-02,9.27085
1983-08-03,9.477525
1983-08-04,9.2118
1983-08-05,9.064175
1983-08-08,8.887025
1983-08-09,8.768925
1983-08-10,8.887025
1983-08-11,8.8575
1983-08-12,8.68035
1983-08-15,8.79845
1983-08-16,8.8575
1983-08-17,8.8575
1983-08-18,8.79845
1983-08-19,8.650825
1983-08-22,8.68035
1983-08-23,8.6213
1983-08-24,8.3851
1983-08-25,8.32605
1983-08-26,8.56225
1983-08-29,8.44415
1983-08-30,8.473675
1983-08-31,8.44415
1983-09-01,8.44415
1983-09-02,8.56225
1983-09-06,8.709875
1983-09-07,8.7394
1983-09-08,8.532725
1983-09-09,8.44415
1983-09-12,8.44415
1983-09-13,8.5032
1983-09-14,8.68035
1983-09-15,8.56225
1983-09-16,8.650825
1983-09-19,8.827975
1983-09-20,8.827975
1983-09-21,8.79845
1983-09-22,9.005125
1983-09-23,8.9756
1983-09-26,9.3299
1983-09-27,9.182275
1983-09-28,9.15275
1983-09-29,9.123225
1983-09-30,8.79845
1983-10-03,8.7394
1983-10-04,8.8575
1983-10-05,8.91655
1983-10-06,9.123225
1983-10-07,9.0937
1983-10-10,9.0937
1983-10-11,9.123225
1983-10-12,8.946075
1983-10-13,8.887025
1983-10-14,8.827975
1983-10-17,8.9756
1983-10-18,8.91655
1983-10-19,8.68035
1983-10-20,8.709875
1983-10-21,8.591775
1983-10-24,8.532725
1983-10-25,8.532725
1983-10-26,8.532725
1983-10-27,8.56225
1983-10-28,8.296525
1983-10-31,8.119375
1983-11-01,7.942225
1983-11-02,8.20795
1983-11-03,8.267
1983-11-04,8.32605
1983-11-07,8.414625
1983-11-08,8.44415
1983-11-09,8.68035
1983-11-10,8.68035
1983-11-11,8.7394
1983-11-14,8.9756
1983-11-15,8.91655
1983-11-16,8.9756
1983-11-17,9.0937
1983-11-18,9.0937
1983-11-21,9.03465
1983-11-22,9.182275
1983-11-23,9.15275
1983-11-25,9.2118
1983-11-28,9.241325
1983-11-29,9.359425
1983-11-30,9.62515
1983-12-01,9.654675
1983-12-02,9.50705
1983-12-05,9.477525
1983-12-06,9.38895
1983-12-07,9.38895
1983-12-08,9.2118
1983-12-09,9.27085
1983-12-12,9.38895
1983-12-13,9.536575
1983-12-14,9.3299
1983-12-15,9.03465
1983-12-16,9.300375
1983-12-19,9.3299
1983-12-20,9.418475
1983-12-21,9.50705
1983-12-22,9.654675
1983-12-23,9.713725
1983-12-27,9.6842
1983-12-28,9.62515
1983-12-29,9.536575
1983-12-30,9.477525
1984-01-03,9.300375
1984-01-04,9.595625
1984-01-05,9.654675
1984-01-06,9.6842
1984-01-09,9.654675
1984-01-10,9.536575
1984-01-11,9.3299
1984-01-12,9.38895
1984-01-13,9.536575
1984-01-16,9.536575
1984-01-17,10.0385
1984-01-18,9.890875
1984-01-19,9.9204
1984-01-20,9.9204
1984-01-23,9.86135
1984-01-24,9.713725
1984-01-25,9.74325
1984-01-26,9.713725
1984-01-27,9.38895
1984-01-30,9.2118
1984-01-31,9.0937
1984-02-01,9.15275
1984-02-02,9.123225
1984-02-03,9.123225
1984-02-06,8.7394
1984-02-07,8.7394
1984-02-08,8.296525
1984-02-09,8.1489
1984-02-10,8.414625
1984-02-13,8.355575
1984-02-14,8.5032
1984-02-15,8.3851
1984-02-16,8.473675
1984-02-17,8.473675
1984-02-21,8.5032
1984-02-22,8.20795
1984-02-23,8.1489
1984-02-24,7.7946
1984-02-27,7.5584
1984-02-28,7.292675
1984-02-29,6.938375
1984-03-01,6.79075
1984-03-02,7.056475
1984-03-05,7.02695
1984-03-06,6.997425
1984-03-07,6.879325
1984-03-08,6.997425
1984-03-09,6.997425
1984-03-12,6.997425
1984-03-13,6.997425
1984-03-14,6.938375
1984-03-15,6.9679
1984-03-16,6.9679
1984-03-19,6.9679
1984-03-20,6.997425
1984-03-21,6.879325
1984-03-22,6.6136
1984-03-23,6.702175
1984-03-26,6.79075
1984-03-27,6.820275
1984-03-28,7.115525
1984-03-29,7.115525
1984-03-30,7.3222
1984-04-02,7.38125
1984-04-03,7.174575
1984-04-04,7.056475
1984-04-05,6.8498
1984-04-06,7.02695
1984-04-09,6.9679
1984-04-10,7.02695
1984-04-11,6.90885
1984-04-12,7.14505
1984-04-13,7.292675
1984-04-16,7.233625
1984-04-17,7.26315
1984-04-18,7.26315
1984-04-19,7.233625
1984-04-23,7.292675
1984-04-24,7.469825
1984-04-25,7.469825
1984-04-26,7.49935
1984-04-27,7.6765
1984-04-30,7.5584
1984-05-01,7.587925
1984-05-02,7.587925
1984-05-03,7.469825
1984-05-04,7.410775
1984-05-07,7.38125
1984-05-08,7.4403
1984-05-09,7.469825
1984-05-10,7.38125
1984-05-11,7.292675
1984-05-14,7.233625
1984-05-15,7.233625
1984-05-16,7.233625
1984-05-17,7.14505
1984-05-18,7.056475
1984-05-21,7.02695
1984-05-22,6.8498
1984-05-23,6.55455
1984-05-24,6.584075
1984-05-25,6.4955
1984-05-29,6.465975
1984-05-30,6.55455
1984-05-31,6.6136
1984-06-01,6.525025
1984-06-04,6.6136
1984-06-05,6.525025
1984-06-06,6.6136
1984-06-07,6.525025
1984-06-08,6.525025
1984-06-11,6.4955
1984-06-12,6.347875
1984-06-13,6.347875
1984-06-14,6.288825
1984-06-15,6.111675
1984-06-18,6.1412
1984-06-19,6.0231
1984-06-20,6.08215
1984-06-21,5.96405
1984-06-22,6.08215
1984-06-25,6.20025
1984-06-26,6.20025
1984-06-27,6.170725
1984-06-28,6.0231
1984-06-29,5.934525
1984-07-02,5.934525
1984-07-03,6.0231
1984-07-05,5.96405
1984-07-06,5.905
1984-07-09,5.816425
1984-07-10,5.72785
1984-07-11,5.462125
1984-07-12,5.60975
1984-07-13,5.521175
1984-07-16,5.5507
1984-07-17,5.72785
1984-07-18,5.96405
1984-07-19,6.1412
1984-07-20,5.934525
1984-07-23,5.5507
1984-07-24,5.49165
1984-07-25,5.875475
1984-07-26,5.905
1984-07-27,6.31835
1984-07-30,6.170725
1984-07-31,5.934525
1984-08-01,6.229775
1984-08-02,6.288825
1984-08-03,6.643125
1984-08-06,6.938375
1984-08-07,7.02695
1984-08-08,7.086
1984-08-09,7.174575
1984-08-10,7.351725
1984-08-13,7.38125
1984-08-14,7.14505
1984-08-15,7.086
1984-08-16,6.90885
1984-08-17,6.90885
1984-08-20,6.90885
1984-08-21,7.115525
1984-08-22,7.233625
1984-08-23,7.292675
1984-08-24,7.233625
1984-08-27,7.26315
1984-08-28,7.3222
1984-08-29,7.233625
1984-08-30,7.2041
1984-08-31,7.174575
1984-09-04,6.997425
1984-09-05,6.997425
1984-09-06,7.115525
1984-09-07,7.2041
1984-09-10,7.086
1984-09-11,6.8498
1984-09-12,6.90885
1984-09-13,6.31835
1984-09-14,6.406925
1984-09-17,6.465975
1984-09-18,6.643125
1984-09-19,6.4955
1984-09-20,6.55455
1984-09-21,6.4955
1984-09-24,6.4955
1984-09-25,6.4955
1984-09-26,6.465975
1984-09-27,6.3774
1984-09-28,6.31835
1984-10-01,6.288825
1984-10-02,6.229775
1984-10-03,6.20025
1984-10-04,6.1412
1984-10-05,6.229775
1984-10-08,6.20025
1984-10-09,6.1412
1984-10-10,6.052625
1984-10-11,6.20025
1984-10-12,6.20025
1984-10-15,6.229775
1984-10-16,6.170725
1984-10-17,6.1412
1984-10-18,6.170725
1984-10-19,6.406925
1984-10-22,6.3774
1984-10-23,6.20025
1984-10-24,6.288825
1984-10-25,6.347875
1984-10-26,6.3774
1984-10-29,6.2593
1984-10-30,6.229775
1984-10-31,6.08215
1984-11-01,6.08215
1984-11-02,6.111675
1984-11-05,6.111675
1984-11-06,6.229775
1984-11-07,6.1412
1984-11-08,6.31835
1984-11-09,6.465975
1984-11-12,6.465975
1984-11-13,6.347875
1984-11-14,6.347875
1984-11-15,6.55455
1984-11-16,6.79075
1984-11-19,6.7317
1984-11-20,6.7317
1984-11-21,6.90885
1984-11-23,7.174575
1984-11-26,6.9679
1984-11-27,6.9679
1984-11-28,6.938375
1984-11-29,6.938375
1984-11-30,6.820275
1984-12-03,6.7317
1984-12-04,6.67265
1984-12-05,6.643125
1984-12-06,6.4955
1984-12-07,6.3774
1984-12-10,6.288825
1984-12-11,6.347875
1984-12-12,6.525025
1984-12-13,6.43645
1984-12-14,6.4955
1984-12-17,6.3774
1984-12-18,6.6136
1984-12-19,6.6136
1984-12-20,6.584075
1984-12-21,6.31835
1984-12-24,6.584075
1984-12-26,6.6136
1984-12-27,6.584075
1984-12-28,6.4955
1984-12-31,6.406925
1985-01-02,6.406925
1985-01-03,6.406925
1985-01-04,6.31835
1985-01-07,6.347875
1985-01-08,6.55455
1985-01-09,6.55455
1985-01-10,6.761225
1985-01-11,6.79075
1985-01-14,6.9679
1985-01-15,6.938375
1985-01-16,6.997425
1985-01-17,7.02695
1985-01-18,7.351725
1985-01-21,7.4403
1985-01-22,7.3222
1985-01-23,7.4403
1985-01-24,7.115525
1985-01-25,7.3222
1985-01-28,7.4403
1985-01-29,7.4403
1985-01-30,7.646975
1985-01-31,7.61745
1985-02-01,7.61745
1985-02-04,7.85365
1985-02-05,7.85365
1985-02-06,8.0308
1985-02-07,8.178425
1985-02-08,7.9127
1985-02-11,7.883175
1985-02-12,7.942225
1985-02-13,8.0308
1985-02-14,7.97175
1985-02-15,7.85365
1985-02-19,7.824125
1985-02-20,7.706025
1985-02-21,7.351725
1985-02-22,7.233625
1985-02-25,7.115525
1985-02-26,7.174575
1985-02-27,7.292675
1985-02-28,7.2041
1985-03-01,7.4403
1985-03-04,7.38125
1985-03-05,7.3222
1985-03-06,7.2041
1985-03-07,7.056475
1985-03-08,6.997425
1985-03-11,6.997425
1985-03-12,6.9679
1985-03-13,6.67265
1985-03-14,6.7317
1985-03-15,6.820275
1985-03-18,6.55455
1985-03-19,6.8498
1985-03-20,6.7317
1985-03-21,6.6136
1985-03-22,6.55455
1985-03-25,6.4955
1985-03-26,6.4955
1985-03-27,6.6136
1985-03-28,6.6136
1985-03-29,6.67265
1985-04-01,6.67265
1985-04-02,6.43645
1985-04-03,6.43645
1985-04-04,6.4955
1985-04-08,6.3774
1985-04-09,6.55455
1985-04-10,6.43645
1985-04-11,6.347875
1985-04-12,6.31835
1985-04-15,6.1412
1985-04-16,6.288825
1985-04-17,6.229775
1985-04-18,6.2593
1985-04-19,6.111675
1985-04-22,6.0231
1985-04-23,5.934525
1985-04-24,5.96405
1985-04-25,6.1412
1985-04-26,6.1412
1985-04-29,6.1412
1985-04-30,6.0231
1985-05-01,5.934525
1985-05-02,6.111675
1985-05-03,6.229775
1985-05-06,6.170725
1985-05-07,6.20025
1985-05-08,6.43645
1985-05-09,6.6136
1985-05-10,6.67265
1985-05-13,6.6136
1985-05-14,6.3774
1985-05-15,6.3774
1985-05-16,6.31835
1985-05-17,6.3774
1985-05-20,6.584075
1985-05-21,6.6136
1985-05-22,6.465975
1985-05-23,6.465975
1985-05-24,6.465975
1985-05-28,6.43645
1985-05-29,6.347875
1985-05-30,6.347875
1985-05-31,6.43645
1985-06-03,6.288825
1985-06-04,6.347875
1985-06-05,6.111675
1985-06-06,6.1412
1985-06-07,6.31835
1985-06-10,6.4955
1985-06-11,6.465975
1985-06-12,6.2593
1985-06-13,6.20025
1985-06-14,6.229775
1985-06-17,6.170725
1985-06-18,6.288825
1985-06-19,6.08215
1985-06-20,6.1412
1985-06-21,6.4955
1985-06-24,6.3774
1985-06-25,6.525025
1985-06-26,6.643125
1985-06-27,6.643125
1985-06-28,6.702175
1985-07-01,6.6136
1985-07-02,6.525025
1985-07-03,6.55455
1985-07-05,6.702175
1985-07-08,6.643125
1985-07-09,6.6136
1985-07-10,6.584075
1985-07-11,6.584075
1985-07-12,6.6136
1985-07-15,6.584075
1985-07-16,6.820275
1985-07-17,6.8498
1985-07-18,6.879325
1985-07-19,6.938375
1985-07-22,6.997425
1985-07-23,6.938375
1985-07-24,6.820275
1985-07-25,6.9679
1985-07-26,7.02695
1985-07-29,6.79075
1985-07-30,6.7317
1985-07-31,6.761225
1985-08-01,6.7317
1985-08-02,6.7317
1985-08-05,6.584075
1985-08-06,6.3774
1985-08-07,6.4955
1985-08-08,6.55455
1985-08-09,6.525025
1985-08-12,6.4955
1985-08-13,6.347875
1985-08-14,6.288825
1985-08-15,6.20025
1985-08-16,6.170725
1985-08-19,6.20025
1985-08-20,6.2593
1985-08-21,6.170725
1985-08-22,6.111675
1985-08-23,6.08215
1985-08-26,6.08215
1985-08-27,6.052625
1985-08-28,6.052625
1985-08-29,5.96405
1985-08-30,6.170725
1985-09-03,6.20025
1985-09-04,5.993575
1985-09-05,5.993575
1985-09-06,6.111675
1985-09-09,6.052625
1985-09-10,5.96405
1985-09-11,5.96405
1985-09-12,5.96405
1985-09-13,5.934525
1985-09-16,5.875475
1985-09-17,5.757375
1985-09-18,5.757375
1985-09-19,5.757375
1985-09-20,5.72785
1985-09-23,5.757375
1985-09-24,5.72785
1985-09-25,5.639275
1985-09-26,5.60975
1985-09-30,5.5507
1985-10-01,5.580225
1985-10-02,5.60975
1985-10-03,5.49165
1985-10-04,5.462125
1985-10-07,5.344025
1985-10-08,5.403075
1985-10-09,5.403075
1985-10-10,5.4326
1985-10-11,5.72785
1985-10-14,5.698325
1985-10-15,5.6688
1985-10-16,5.639275
1985-10-17,5.934525
1985-10-18,6.31835
1985-10-21,6.3774
1985-10-22,6.3774
1985-10-23,6.1412
1985-10-24,6.3774
1985-10-25,6.052625
1985-10-28,6.052625
1985-10-29,5.934525
1985-10-30,5.816425
1985-10-31,5.7869
1985-11-01,6.052625
1985-11-04,5.905
1985-11-05,5.934525
1985-11-06,5.96405
1985-11-07,6.052625
1985-11-08,6.0231
1985-11-11,6.1412
1985-11-12,6.052625
1985-11-13,6.170725
1985-11-14,6.31835
1985-11-15,6.288825
1985-11-18,6.170725
1985-11-19,6.1412
1985-11-20,6.111675
1985-11-21,6.1412
1985-11-22,6.2593
1985-11-25,6.170725
1985-11-26,6.08215
1985-11-27,6.2593
1985-11-29,6.170725
1985-12-02,6.229775
1985-12-03,6.3774
1985-12-04,6.3774
1985-12-05,6.2593
1985-12-06,6.347875
1985-12-09,6.43645
1985-12-10,6.347875
1985-12-11,6.3774
1985-12-12,6.43645
1985-12-13,6.43645
1985-12-16,6.67265
1985-12-17,6.6136
1985-12-18,6.4955
1985-12-19,6.584075
1985-12-20,6.7317
1985-12-23,6.6136
1985-12-24,6.43645
1985-12-26,6.347875
1985-12-27,6.3774
1985-12-30,6.229775
1985-12-31,6.43645
1986-01-02,6.43645
1986-01-03,6.43645
1986-01-06,6.3774
1986-01-07,6.406925
1986-01-08,6.31835
1986-01-09,6.1412
1986-01-10,6.1412
1986-01-13,6.111675
1986-01-14,6.052625
1986-01-15,6.1412
1986-01-16,6.111675
1986-01-17,6.229775
1986-01-20,6.20025
1986-01-21,6.1412
1986-01-22,6.111675
1986-01-23,6.1412
1986-01-24,6.229775
1986-01-27,6.229775
1986-01-28,6.229775
1986-01-29,6.347875
1986-01-30,6.3774
1986-01-31,6.288825
1986-02-03,6.406925
1986-02-04,6.55455
1986-02-05,6.79075
1986-02-06,6.67265
1986-02-07,6.6136
1986-02-10,6.67265
1986-02-11,6.643125
1986-02-12,6.8498
1986-02-13,6.9679
1986-02-14,7.056475
1986-02-18,7.2041
1986-02-19,7.056475
1986-02-20,7.14505
1986-02-21,7.115525
1986-02-24,7.115525
1986-02-25,7.115525
1986-02-26,7.26315
1986-02-27,7.233625
1986-02-28,7.26315
1986-03-03,7.174575
1986-03-04,7.115525
1986-03-05,7.02695
1986-03-06,6.938375
1986-03-07,6.79075
1986-03-10,6.79075
1986-03-11,7.086
1986-03-12,6.879325
1986-03-13,6.879325
1986-03-14,7.02695
1986-03-17,6.8498
1986-03-18,6.90885
1986-03-19,6.879325
1986-03-20,6.938375
1986-03-21,6.879325
1986-03-24,6.79075
1986-03-25,6.6136
1986-03-26,6.7317
1986-03-27,6.67265
1986-03-31,6.67265
1986-04-01,6.43645
1986-04-02,6.465975
1986-04-03,6.43645
1986-04-04,6.3774
1986-04-07,6.406925
1986-04-08,6.6136
1986-04-09,6.55455
1986-04-10,6.6136
1986-04-11,6.702175
1986-04-14,6.643125
1986-04-15,6.643125
1986-04-16,6.79075
1986-04-17,6.9679
1986-04-18,6.997425
1986-04-21,7.26315
1986-04-22,7.174575
1986-04-23,7.02695
1986-04-24,7.2041
1986-04-25,7.351725
1986-04-28,7.5584
1986-04-29,7.469825
1986-04-30,7.61745
1986-05-01,7.6765
1986-05-02,7.3222
1986-05-05,7.410775
1986-05-06,7.706025
1986-05-07,7.6765
1986-05-08,8.267
1986-05-09,8.001275
1986-05-12,7.7946
1986-05-13,7.587925
1986-05-14,7.6765
1986-05-15,7.5584
1986-05-16,7.38125
1986-05-19,7.351725
1986-05-20,7.351725
1986-05-21,7.410775
1986-05-22,7.61745
1986-05-23,7.646975
1986-05-27,7.765075
1986-05-28,7.61745
1986-05-29,7.6765
1986-05-30,7.7946
1986-06-02,7.61745
1986-06-03,7.587925
1986-06-04,7.4403
1986-06-05,7.49935
1986-06-06,7.4403
1986-06-09,7.292675
1986-06-10,7.351725
1986-06-11,7.469825
1986-06-12,7.706025
1986-06-13,7.587925
1986-06-16,7.61745
1986-06-17,7.49935
1986-06-18,7.4403
1986-06-19,7.351725
1986-06-20,7.38125
1986-06-23,7.26315
1986-06-24,7.174575
1986-06-25,7.351725
1986-06-26,7.528875
1986-06-27,7.61745
1986-06-30,7.85365
1986-07-01,7.73555
1986-07-02,7.706025
1986-07-03,7.765075
1986-07-07,7.351725
1986-07-08,7.85365
1986-07-09,8.591775
1986-07-10,8.237475
1986-07-11,7.942225
1986-07-14,8.237475
1986-07-15,7.9127
1986-07-16,7.883175
1986-07-17,7.9127
1986-07-18,7.883175
1986-07-21,7.7946
1986-07-22,8.0308
1986-07-23,7.9127
1986-07-24,7.410775
1986-07-25,7.292675
1986-07-28,7.02695
1986-07-29,6.820275
1986-07-30,6.7317
1986-07-31,6.820275
1986-08-01,6.702175
1986-08-04,6.55455
1986-08-05,6.55455
1986-08-06,6.55455
1986-08-07,6.584075
1986-08-08,6.525025
1986-08-11,6.6136
