Date,WAB
2000-03-27,5.1875
2000-03-28,5.125
2000-03-29,5.15625
2000-03-30,5.3125
2000-03-31,5.3125
2000-04-03,5.625
2000-04-04,5.4375
2000-04-05,5.46875
2000-04-06,5.5
2000-04-07,5.65625
2000-04-10,5.3125
2000-04-11,5.40625
2000-04-12,5.71875
2000-04-13,5.53125
2000-04-14,5.59375
2000-04-17,5.78125
2000-04-18,6.125
2000-04-19,6.0
2000-04-20,5.34375
2000-04-24,5.4375
2000-04-25,5.78125
2000-04-26,5.65625
2000-04-27,5.46875
2000-04-28,5.65625
2000-05-01,5.9375
2000-05-02,5.84375
2000-05-03,5.9375
2000-05-04,6.25
2000-05-05,6.28125
2000-05-08,6.0
2000-05-09,6.0
2000-05-10,6.03125
2000-05-11,6.0625
2000-05-12,5.8125
2000-05-15,6.0
2000-05-16,5.96875
2000-05-17,5.5
2000-05-18,5.5625
2000-05-19,5.625
2000-05-22,5.53125
2000-05-23,5.46875
2000-05-24,5.5625
2000-05-25,5.5
2000-05-26,5.59375
2000-05-30,5.59375
2000-05-31,5.539063
2000-06-01,5.632813
2000-06-02,5.71875
2000-06-05,5.640625
2000-06-06,5.625
2000-06-07,5.6875
2000-06-08,5.625
2000-06-09,5.78125
2000-06-12,5.75
2000-06-13,5.71875
2000-06-14,5.5
2000-06-15,5.4375
2000-06-16,5.46875
2000-06-19,5.46875
2000-06-20,5.25
2000-06-21,5.21875
2000-06-22,5.28125
2000-06-23,4.9375
2000-06-26,4.875
2000-06-27,4.875
2000-06-28,4.78125
2000-06-29,4.75
2000-06-30,5.1875
2000-07-03,5.0625
2000-07-05,4.9375
2000-07-06,5.0
2000-07-07,5.0625
2000-07-10,5.03125
2000-07-11,5.0
2000-07-12,5.34375
2000-07-13,5.40625
2000-07-14,5.21875
2000-07-17,5.21875
2000-07-18,5.34375
2000-07-19,5.25
2000-07-20,4.96875
2000-07-21,5.0625
2000-07-24,4.78125
2000-07-25,4.8125
2000-07-26,4.84375
2000-07-27,4.875
2000-07-28,4.8125
2000-07-31,5.03125
2000-08-01,4.9375
2000-08-02,5.0
2000-08-03,5.0625
2000-08-04,5.09375
2000-08-07,5.15625
2000-08-08,5.3125
2000-08-09,5.4375
2000-08-10,5.4375
2000-08-11,5.4375
2000-08-14,5.34375
2000-08-15,5.3125
2000-08-16,5.4375
2000-08-17,5.375
2000-08-18,5.28125
2000-08-21,5.5
2000-08-22,5.40625
2000-08-23,5.25
2000-08-24,5.28125
2000-08-25,5.21875
2000-08-28,5.3125
2000-08-29,5.28125
2000-08-30,5.28125
2000-08-31,5.1875
2000-09-01,5.25
2000-09-05,5.28125
2000-09-06,5.3125
2000-09-07,5.34375
2000-09-08,5.28125
2000-09-11,5.34375
2000-09-12,5.25
2000-09-13,5.3125
2000-09-14,5.15625
2000-09-15,5.1875
2000-09-18,5.15625
2000-09-19,5.21875
2000-09-20,5.21875
2000-09-21,5.15625
2000-09-22,5.09375
2000-09-25,5.0625
2000-09-26,5.125
2000-09-27,5.0625
2000-09-28,5.03125
2000-09-29,5.03125
2000-10-02,4.5625
2000-10-03,4.65625
2000-10-04,4.59375
2000-10-05,4.5625
2000-10-06,4.46875
2000-10-09,4.5
2000-10-10,4.25
2000-10-11,4.25
2000-10-12,4.21875
2000-10-13,4.1875
2000-10-16,4.40625
2000-10-17,4.1875
2000-10-18,4.15625
2000-10-19,4.6875
2000-10-20,5.0625
2000-10-23,5.0
2000-10-24,4.90625
2000-10-25,4.875
2000-10-26,4.8125
2000-10-27,4.875
2000-10-30,4.84375
2000-10-31,5.0625
2000-11-01,4.84375
2000-11-02,4.78125
2000-11-03,4.90625
2000-11-06,4.9375
2000-11-07,5.0
2000-11-08,4.90625
2000-11-09,5.0
2000-11-10,4.96875
2000-11-13,4.9375
2000-11-14,5.03125
2000-11-15,5.1875
2000-11-16,5.15625
2000-11-17,5.1875
2000-11-20,4.90625
2000-11-21,4.90625
2000-11-22,4.96875
2000-11-24,5.09375
2000-11-27,4.96875
2000-11-28,4.875
2000-11-29,4.5625
2000-11-30,4.5
2000-12-01,4.625
2000-12-04,4.53125
2000-12-05,4.8125
2000-12-06,4.75
2000-12-07,4.53125
2000-12-08,4.625
2000-12-11,4.59375
2000-12-12,4.59375
2000-12-13,4.5625
2000-12-14,4.59375
2000-12-15,4.59375
2000-12-18,4.8125
2000-12-19,4.6875
2000-12-20,4.5625
2000-12-21,4.90625
2000-12-22,5.0625
2000-12-26,4.75
2000-12-27,5.9375
2000-12-28,6.375
2000-12-29,5.875
2001-01-02,5.625
2001-01-03,5.625
2001-01-04,5.71875
2001-01-05,5.59375
2001-01-08,5.59375
2001-01-09,6.375
2001-01-10,6.40625
2001-01-11,6.59375
2001-01-12,6.625
2001-01-16,6.71875
2001-01-17,6.5625
2001-01-18,6.59375
2001-01-19,6.625
2001-01-22,6.71875
2001-01-23,6.65625
2001-01-24,6.65625
2001-01-25,6.46875
2001-01-26,6.6875
2001-01-29,6.685
2001-01-30,6.495
2001-01-31,6.925
2001-02-01,6.73
2001-02-02,6.715
2001-02-05,6.75
2001-02-06,6.7
2001-02-07,6.795
2001-02-08,6.82
2001-02-09,6.74
2001-02-12,6.745
2001-02-13,6.615
2001-02-14,6.745
2001-02-15,6.875
2001-02-16,6.82
2001-02-20,6.75
2001-02-21,6.82
2001-02-22,6.82
2001-02-23,6.82
2001-02-26,6.945
2001-02-27,7.0
2001-02-28,7.0
2001-03-01,7.0
2001-03-02,6.95
2001-03-05,6.65
2001-03-06,6.78
2001-03-07,6.875
2001-03-08,6.885
2001-03-09,6.8
2001-03-12,6.225
2001-03-13,6.5
2001-03-14,6.35
2001-03-15,6.475
2001-03-16,6.23
2001-03-19,6.42
2001-03-20,6.245
2001-03-21,6.0
2001-03-22,5.995
2001-03-23,6.115
2001-03-26,6.24
2001-03-27,6.31
2001-03-28,6.265
2001-03-29,6.14
2001-03-30,6.35
2001-04-02,6.325
2001-04-03,6.0
2001-04-04,6.515
2001-04-05,6.87
2001-04-06,6.55
2001-04-09,6.6
2001-04-10,6.655
2001-04-11,6.6
2001-04-12,6.53
2001-04-16,6.54
2001-04-17,6.535
2001-04-18,6.52
2001-04-19,6.6
2001-04-20,6.585
2001-04-23,6.655
2001-04-24,6.625
2001-04-25,6.705
2001-04-26,6.725
2001-04-27,6.725
2001-04-30,6.68
2001-05-01,6.715
2001-05-02,6.72
2001-05-03,6.6
2001-05-04,6.62
2001-05-07,6.6
2001-05-08,6.55
2001-05-09,6.49
2001-05-10,6.495
2001-05-11,6.5
2001-05-14,6.56
2001-05-15,6.54
2001-05-16,6.515
2001-05-17,6.635
2001-05-18,6.75
2001-05-21,6.75
2001-05-22,6.95
2001-05-23,6.735
2001-05-24,6.7
2001-05-25,6.575
2001-05-29,6.6
2001-05-30,6.575
2001-05-31,6.525
2001-06-01,6.59
2001-06-04,6.62
2001-06-05,6.74
2001-06-06,6.72
2001-06-07,6.775
2001-06-08,6.705
2001-06-11,6.65
2001-06-12,6.8
2001-06-13,6.95
2001-06-14,6.75
2001-06-15,6.895
2001-06-18,6.615
2001-06-19,6.65
2001-06-20,6.73
2001-06-21,6.86
2001-06-22,6.615
2001-06-25,6.57
2001-06-26,7.425
2001-06-27,7.0
2001-06-28,7.105
2001-06-29,7.5
2001-07-02,7.25
2001-07-03,7.0
2001-07-05,7.085
2001-07-06,7.23
2001-07-09,7.15
2001-07-10,7.25
2001-07-11,6.95
2001-07-12,7.19
2001-07-13,7.095
2001-07-16,7.005
2001-07-17,7.025
2001-07-18,6.96
2001-07-19,7.13
2001-07-20,7.135
2001-07-23,7.175
2001-07-24,7.08
2001-07-25,7.155
2001-07-26,7.35
2001-07-27,7.26
2001-07-30,7.475
2001-07-31,7.25
2001-08-01,6.95
2001-08-02,7.1
2001-08-03,7.095
2001-08-06,6.93
2001-08-07,6.74
2001-08-08,6.58
2001-08-09,6.57
2001-08-10,6.57
2001-08-13,6.585
2001-08-14,6.875
2001-08-15,6.85
2001-08-16,6.775
2001-08-17,6.84
2001-08-20,6.855
2001-08-21,6.995
2001-08-22,6.885
2001-08-23,6.75
2001-08-24,7.05
2001-08-27,6.915
2001-08-28,7.135
2001-08-29,7.0
2001-08-30,6.725
2001-08-31,6.945
2001-09-04,6.5
2001-09-05,6.675
2001-09-06,6.695
2001-09-07,6.65
2001-09-10,6.69
2001-09-17,6.45
2001-09-18,6.545
2001-09-19,6.39
2001-09-20,6.055
2001-09-21,5.79
2001-09-24,5.755
2001-09-25,5.995
2001-09-26,5.575
2001-09-27,5.535
2001-09-28,5.45
2001-10-01,5.725
2001-10-02,5.665
2001-10-03,5.96
2001-10-04,5.8
2001-10-05,5.75
2001-10-08,5.845
2001-10-09,5.535
2001-10-10,5.58
2001-10-11,5.645
2001-10-12,5.515
2001-10-15,5.52
2001-10-16,5.615
2001-10-17,5.575
2001-10-18,5.69
2001-10-19,5.7
2001-10-22,5.72
2001-10-23,5.665
2001-10-24,5.85
2001-10-25,6.0
2001-10-26,6.0
2001-10-29,6.135
2001-10-30,6.175
2001-10-31,6.1
2001-11-01,6.235
2001-11-02,6.375
2001-11-05,6.155
2001-11-06,6.21
2001-11-07,6.245
2001-11-08,6.165
2001-11-09,6.065
2001-11-12,6.125
2001-11-13,6.3
2001-11-14,6.345
2001-11-15,6.25
2001-11-16,6.175
2001-11-19,6.3
2001-11-20,6.225
2001-11-21,6.21
2001-11-23,6.4
2001-11-26,6.45
2001-11-27,6.585
2001-11-28,6.405
2001-11-29,6.35
2001-11-30,6.0
2001-12-03,6.075
2001-12-04,6.175
2001-12-05,6.225
2001-12-06,6.43
2001-12-07,6.4
2001-12-10,6.38
2001-12-11,6.475
2001-12-12,6.23
2001-12-13,6.24
2001-12-14,6.155
2001-12-17,6.225
2001-12-18,6.52
2001-12-19,6.19
2001-12-20,6.065
2001-12-21,5.995
2001-12-24,5.99
2001-12-26,5.95
2001-12-27,6.045
2001-12-28,6.095
2001-12-31,6.15
2002-01-02,6.145
2002-01-03,6.12
2002-01-04,6.125
2002-01-07,6.025
2002-01-08,6.1
2002-01-09,6.3
2002-01-10,6.13
2002-01-11,6.13
2002-01-14,6.38
2002-01-15,6.5
2002-01-16,6.4
2002-01-17,6.51
2002-01-18,6.505
2002-01-22,6.55
2002-01-23,6.55
2002-01-24,6.535
2002-01-25,6.5
2002-01-28,6.5
2002-01-29,6.425
2002-01-30,6.6
2002-01-31,6.875
2002-02-01,6.77
2002-02-04,6.705
2002-02-05,6.565
2002-02-06,6.385
2002-02-07,6.3
2002-02-08,6.535
2002-02-11,6.595
2002-02-12,6.505
2002-02-13,6.625
2002-02-14,6.525
2002-02-15,6.72
2002-02-19,6.63
2002-02-20,7.16
2002-02-21,6.73
2002-02-22,6.78
2002-02-25,6.755
2002-02-26,6.77
2002-02-27,7.015
2002-02-28,7.045
2002-03-01,7.2
2002-03-04,7.315
2002-03-05,7.455
2002-03-06,7.49
2002-03-07,7.625
2002-03-08,7.455
2002-03-11,7.505
2002-03-12,7.35
2002-03-13,7.45
2002-03-14,7.52
2002-03-15,7.4
2002-03-18,7.445
2002-03-19,7.49
2002-03-20,7.455
2002-03-21,7.42
2002-03-22,7.395
2002-03-25,7.025
2002-03-26,7.445
2002-03-27,7.47
2002-03-28,7.495
2002-04-01,7.4
2002-04-02,7.44
2002-04-03,7.325
2002-04-04,7.375
2002-04-05,7.42
2002-04-08,7.575
2002-04-09,7.5
2002-04-10,7.75
2002-04-11,7.775
2002-04-12,7.825
2002-04-15,7.625
2002-04-16,7.87
2002-04-17,7.75
2002-04-18,7.6
2002-04-19,7.6
2002-04-22,7.435
2002-04-23,7.45
2002-04-24,7.475
2002-04-25,7.475
2002-04-26,7.525
2002-04-29,7.43
2002-04-30,7.645
2002-05-01,7.395
2002-05-02,7.495
2002-05-03,7.625
2002-05-06,7.465
2002-05-07,7.5
2002-05-08,7.45
2002-05-09,7.34
2002-05-10,7.04
2002-05-13,7.085
2002-05-14,7.09
2002-05-15,7.12
2002-05-16,7.12
2002-05-17,7.075
2002-05-20,7.0
2002-05-21,6.975
2002-05-22,6.925
2002-05-23,7.25
2002-05-24,7.165
2002-05-28,7.135
2002-05-29,7.095
2002-05-30,7.07
2002-05-31,6.85
2002-06-03,6.515
2002-06-04,6.765
2002-06-05,6.725
2002-06-06,6.55
2002-06-07,6.575
2002-06-10,6.6
2002-06-11,6.545
2002-06-12,6.515
2002-06-13,6.37
2002-06-14,6.38
2002-06-17,6.57
2002-06-18,6.48
2002-06-19,6.5
2002-06-20,6.475
2002-06-21,6.5
2002-06-24,6.495
2002-06-25,6.5
2002-06-26,6.555
2002-06-27,7.205
2002-06-28,7.125
2002-07-01,6.64
2002-07-02,6.72
2002-07-03,6.63
2002-07-05,6.69
2002-07-08,6.525
2002-07-09,6.69
2002-07-10,6.705
2002-07-11,6.745
2002-07-12,6.4
2002-07-15,6.745
2002-07-16,6.425
2002-07-17,6.75
2002-07-18,6.4
2002-07-19,6.15
2002-07-22,6.23
2002-07-23,6.11
2002-07-24,6.43
2002-07-25,6.48
2002-07-26,6.375
2002-07-29,6.35
2002-07-30,6.32
2002-07-31,6.255
2002-08-01,6.255
2002-08-02,5.965
2002-08-05,6.055
2002-08-06,6.25
2002-08-07,6.32
2002-08-08,6.5
2002-08-09,6.51
2002-08-12,6.53
2002-08-13,6.23
2002-08-14,6.57
2002-08-15,6.485
2002-08-16,6.57
2002-08-19,6.515
2002-08-20,6.41
2002-08-21,6.625
2002-08-22,6.54
2002-08-23,6.38
2002-08-26,6.6
2002-08-27,6.51
2002-08-28,6.295
2002-08-29,6.775
2002-08-30,6.445
2002-09-03,6.3
2002-09-04,6.445
2002-09-05,6.375
2002-09-06,6.465
2002-09-09,6.635
2002-09-10,6.695
2002-09-11,6.705
2002-09-12,6.675
2002-09-13,6.755
2002-09-16,6.77
2002-09-17,6.745
2002-09-18,6.715
2002-09-19,6.625
2002-09-20,6.74
2002-09-23,6.66
2002-09-24,6.58
2002-09-25,6.905
2002-09-26,6.985
2002-09-27,6.95
2002-09-30,7.04
2002-10-01,6.955
2002-10-02,6.72
2002-10-03,6.8
2002-10-04,6.635
2002-10-07,6.625
2002-10-08,6.655
2002-10-09,6.6
2002-10-10,6.75
2002-10-11,6.975
2002-10-14,6.835
2002-10-15,7.12
2002-10-16,6.825
2002-10-17,6.98
2002-10-18,7.14
2002-10-21,6.885
2002-10-22,6.665
2002-10-23,6.85
2002-10-24,6.78
2002-10-25,6.99
2002-10-28,6.875
2002-10-29,7.005
2002-10-30,7.045
2002-10-31,7.12
2002-11-01,7.12
2002-11-04,7.18
2002-11-05,7.075
2002-11-06,7.35
2002-11-07,7.25
2002-11-08,7.0
2002-11-11,6.825
2002-11-12,6.905
2002-11-13,7.05
2002-11-14,7.0
2002-11-15,6.995
2002-11-18,6.925
2002-11-19,6.865
2002-11-20,7.145
2002-11-21,7.09
2002-11-22,7.11
2002-11-25,7.1
2002-11-26,7.015
2002-11-27,7.21
2002-11-29,7.155
2002-12-02,7.295
2002-12-03,7.2
2002-12-04,7.14
2002-12-05,7.105
2002-12-06,7.175
2002-12-09,6.95
2002-12-10,6.97
2002-12-11,6.88
2002-12-12,6.905
2002-12-13,6.66
2002-12-16,6.765
2002-12-17,6.8
2002-12-18,6.55
2002-12-19,6.63
2002-12-20,6.75
2002-12-23,6.675
2002-12-24,6.755
2002-12-26,6.865
2002-12-27,6.785
2002-12-30,6.945
2002-12-31,7.02
2003-01-02,7.07
2003-01-03,7.085
2003-01-06,7.075
2003-01-07,6.925
2003-01-08,6.765
2003-01-09,6.83
2003-01-10,6.745
2003-01-13,6.7
2003-01-14,6.795
2003-01-15,6.705
2003-01-16,6.575
2003-01-17,6.44
2003-01-21,6.405
2003-01-22,6.175
2003-01-23,6.075
2003-01-24,6.005
2003-01-27,5.85
2003-01-28,6.005
2003-01-29,6.035
2003-01-30,6.0
2003-01-31,6.0
2003-02-03,6.11
2003-02-04,6.06
2003-02-05,5.975
2003-02-06,5.985
2003-02-07,5.84
2003-02-10,5.825
2003-02-11,5.975
2003-02-12,5.7
2003-02-13,5.55
2003-02-14,5.565
2003-02-18,5.7
2003-02-19,5.695
2003-02-20,5.515
2003-02-21,5.445
2003-02-24,5.295
2003-02-25,5.46
2003-02-26,5.46
2003-02-27,5.475
2003-02-28,5.5
2003-03-03,5.4
2003-03-04,5.485
2003-03-05,5.475
2003-03-06,5.42
2003-03-07,5.44
2003-03-10,5.235
2003-03-11,5.275
2003-03-12,5.255
2003-03-13,5.29
2003-03-14,5.2
2003-03-17,5.39
2003-03-18,5.35
2003-03-19,5.555
2003-03-20,5.695
2003-03-21,5.745
2003-03-24,5.775
2003-03-25,5.745
2003-03-26,5.785
2003-03-27,5.75
2003-03-28,5.79
2003-03-31,5.805
2003-04-01,5.82
2003-04-02,5.795
2003-04-03,5.965
2003-04-04,5.995
2003-04-07,6.135
2003-04-08,6.03
2003-04-09,5.89
2003-04-10,5.915
2003-04-11,5.795
2003-04-14,5.745
2003-04-15,5.7
2003-04-16,5.635
2003-04-17,6.125
2003-04-21,6.0
2003-04-22,6.0
2003-04-23,6.045
2003-04-24,6.07
2003-04-25,6.01
2003-04-28,6.19
2003-04-29,6.165
2003-04-30,6.13
2003-05-01,6.125
2003-05-02,6.22
2003-05-05,6.235
2003-05-06,6.355
2003-05-07,6.305
2003-05-08,6.38
2003-05-09,6.51
2003-05-12,6.63
2003-05-13,6.52
2003-05-14,6.515
2003-05-15,6.725
2003-05-16,6.54
2003-05-19,6.615
2003-05-20,6.465
2003-05-21,6.39
2003-05-22,6.325
2003-05-23,6.47
2003-05-27,6.5
2003-05-28,6.515
2003-05-29,6.625
2003-05-30,6.855
2003-06-02,6.915
2003-06-03,6.96
2003-06-04,7.15
2003-06-05,7.27
2003-06-06,7.41
2003-06-09,7.15
2003-06-10,7.265
2003-06-11,7.225
2003-06-12,7.265
2003-06-13,7.235
2003-06-16,7.265
2003-06-17,7.235
2003-06-18,7.135
2003-06-19,7.07
2003-06-20,6.85
2003-06-23,6.725
2003-06-24,6.79
2003-06-25,6.775
2003-06-26,6.835
2003-06-27,6.86
2003-06-30,6.955
2003-07-01,6.865
2003-07-02,6.95
2003-07-03,6.955
2003-07-07,7.06
2003-07-08,7.005
2003-07-09,7.015
2003-07-10,7.015
2003-07-11,6.99
2003-07-14,6.805
2003-07-15,6.995
2003-07-16,6.995
2003-07-17,6.91
2003-07-18,6.95
2003-07-21,6.7
2003-07-22,6.925
2003-07-23,7.07
2003-07-24,7.21
2003-07-25,7.195
2003-07-28,7.225
2003-07-29,7.14
2003-07-30,7.18
2003-07-31,7.38
2003-08-01,7.275
2003-08-04,7.195
2003-08-05,7.025
2003-08-06,7.045
2003-08-07,7.045
2003-08-08,7.06
2003-08-11,7.02
2003-08-12,7.195
2003-08-13,7.46
2003-08-14,7.52
2003-08-15,7.34
2003-08-18,7.5
2003-08-19,7.65
2003-08-20,7.825
2003-08-21,7.95
2003-08-22,7.575
2003-08-25,7.525
2003-08-26,7.61
2003-08-27,7.67
2003-08-28,7.75
2003-08-29,7.825
2003-09-02,7.995
2003-09-03,7.995
2003-09-04,7.995
2003-09-05,7.975
2003-09-08,8.065
2003-09-09,8.255
2003-09-10,8.14
2003-09-11,8.2
2003-09-12,8.37
2003-09-15,8.21
2003-09-16,8.415
2003-09-17,8.205
2003-09-18,8.12
2003-09-19,8.125
2003-09-22,8.005
2003-09-23,8.105
2003-09-24,8.0
2003-09-25,7.88
2003-09-26,7.65
2003-09-29,7.965
2003-09-30,7.925
2003-10-01,8.5
2003-10-02,8.44
2003-10-03,8.74
2003-10-06,8.7
2003-10-07,8.875
2003-10-08,9.03
2003-10-09,8.83
2003-10-10,8.965
2003-10-13,8.985
2003-10-14,9.04
2003-10-15,8.705
2003-10-16,8.56
2003-10-17,8.43
2003-10-20,8.39
2003-10-21,8.33
2003-10-22,7.975
2003-10-23,7.665
2003-10-24,7.575
2003-10-27,7.785
2003-10-28,7.775
2003-10-29,7.625
2003-10-30,7.625
2003-10-31,7.65
2003-11-03,7.62
2003-11-04,7.625
2003-11-05,7.545
2003-11-06,7.485
2003-11-07,7.54
2003-11-10,7.34
2003-11-11,7.45
2003-11-12,7.475
2003-11-13,7.685
2003-11-14,7.875
2003-11-17,7.875
2003-11-18,7.675
2003-11-19,7.675
2003-11-20,7.69
2003-11-21,7.81
2003-11-24,7.92
2003-11-25,7.865
2003-11-26,7.885
2003-11-28,7.825
2003-12-01,8.115
2003-12-02,8.18
2003-12-03,8.275
2003-12-04,8.33
2003-12-05,8.255
2003-12-08,8.325
2003-12-09,8.405
2003-12-10,8.405
2003-12-11,8.475
2003-12-12,8.66
2003-12-15,8.65
2003-12-16,8.74
2003-12-17,8.495
2003-12-18,8.59
2003-12-19,8.65
2003-12-22,8.51
2003-12-23,8.675
2003-12-24,8.55
2003-12-26,8.525
2003-12-29,8.53
2003-12-30,8.7
2003-12-31,8.52
2004-01-02,8.5
2004-01-05,8.57
2004-01-06,8.515
2004-01-07,8.47
2004-01-08,8.5
2004-01-09,8.6
2004-01-12,8.39
2004-01-13,8.445
2004-01-14,8.4
2004-01-15,8.5
2004-01-16,8.49
2004-01-20,8.535
2004-01-21,8.345
2004-01-22,8.42
2004-01-23,8.475
2004-01-26,8.715
2004-01-27,8.42
2004-01-28,8.255
2004-01-29,8.13
2004-01-30,8.135
2004-02-02,8.01
2004-02-03,8.035
2004-02-04,7.925
2004-02-05,7.815
2004-02-06,8.1
2004-02-09,8.075
2004-02-10,8.115
2004-02-11,8.19
2004-02-12,8.23
2004-02-13,8.175
2004-02-17,8.22
2004-02-18,8.09
2004-02-19,7.95
2004-02-20,7.8
2004-02-23,7.7
2004-02-24,7.8
2004-02-25,7.785
2004-02-26,7.84
2004-02-27,7.925
2004-03-01,8.0
2004-03-02,8.145
2004-03-03,7.915
2004-03-04,7.8
2004-03-05,7.845
2004-03-08,7.635
2004-03-09,7.565
2004-03-10,7.365
2004-03-11,7.235
2004-03-12,7.5
2004-03-15,7.415
2004-03-16,7.375
2004-03-17,7.34
2004-03-18,7.295
2004-03-19,7.25
2004-03-22,7.005
2004-03-23,7.05
2004-03-24,6.89
2004-03-25,7.015
2004-03-26,7.04
2004-03-29,7.085
2004-03-30,7.11
2004-03-31,7.12
2004-04-01,7.22
2004-04-02,7.325
2004-04-05,7.265
2004-04-06,7.235
2004-04-07,7.175
2004-04-08,7.035
2004-04-12,7.115
2004-04-13,6.925
2004-04-14,6.97
2004-04-15,7.03
2004-04-16,7.45
2004-04-19,7.525
2004-04-20,7.35
2004-04-21,7.49
2004-04-22,8.1
2004-04-23,8.13
2004-04-26,8.025
2004-04-27,8.1
2004-04-28,8.03
2004-04-29,8.06
2004-04-30,8.15
2004-05-03,8.325
2004-05-04,8.43
2004-05-05,8.275
2004-05-06,8.275
2004-05-07,8.125
2004-05-10,7.82
2004-05-11,8.0
2004-05-12,8.2
2004-05-13,8.2
2004-05-14,8.125
2004-05-17,8.135
2004-05-18,8.205
2004-05-19,8.125
2004-05-20,8.295
2004-05-21,8.22
2004-05-24,8.41
2004-05-25,8.495
2004-05-26,8.395
2004-05-27,8.435
2004-05-28,8.245
2004-06-01,8.45
2004-06-02,8.545
2004-06-03,8.195
2004-06-04,8.26
2004-06-07,8.5
2004-06-08,8.5
2004-06-09,8.64
2004-06-10,8.465
2004-06-14,8.355
2004-06-15,8.625
2004-06-16,8.645
2004-06-17,8.79
2004-06-18,9.0
2004-06-21,9.045
2004-06-22,9.045
2004-06-23,9.1
2004-06-24,9.095
2004-06-25,9.075
2004-06-28,9.02
2004-06-29,9.15
2004-06-30,9.02
2004-07-01,8.88
2004-07-02,8.74
2004-07-06,8.7
2004-07-07,8.855
2004-07-08,8.775
2004-07-09,8.865
2004-07-12,8.9
2004-07-13,8.915
2004-07-14,9.34
2004-07-15,9.285
2004-07-16,9.3
2004-07-19,9.25
2004-07-20,9.225
2004-07-21,8.975
2004-07-22,9.025
2004-07-23,9.125
2004-07-26,9.15
2004-07-27,9.145
2004-07-28,9.1
2004-07-29,9.085
2004-07-30,9.1
2004-08-02,9.005
2004-08-03,9.0
2004-08-04,9.125
2004-08-05,8.83
2004-08-06,8.515
2004-08-09,8.51
2004-08-10,8.715
2004-08-11,8.65
2004-08-12,8.425
2004-08-13,8.445
2004-08-16,8.67
2004-08-17,8.545
2004-08-18,8.795
2004-08-19,8.485
2004-08-20,8.745
2004-08-23,8.625
2004-08-24,8.57
2004-08-25,8.59
2004-08-26,8.45
2004-08-27,8.825
2004-08-30,8.75
2004-08-31,8.555
2004-09-01,8.38
2004-09-02,8.79
2004-09-03,8.755
2004-09-07,8.995
2004-09-08,8.68
2004-09-09,8.84
2004-09-10,8.85
2004-09-13,8.86
2004-09-14,8.75
2004-09-15,8.76
2004-09-16,8.745
2004-09-17,8.65
2004-09-20,8.85
2004-09-21,8.87
2004-09-22,8.9
2004-09-23,8.885
2004-09-24,9.005
2004-09-27,8.885
2004-09-28,9.265
2004-09-29,9.17
2004-09-30,9.345
2004-10-01,9.55
2004-10-04,9.425
2004-10-05,9.495
2004-10-06,9.88
2004-10-07,9.61
2004-10-08,9.45
2004-10-11,9.65
2004-10-12,9.515
2004-10-13,9.5
2004-10-14,9.47
2004-10-15,9.7
2004-10-18,9.68
2004-10-19,9.28
2004-10-20,9.3
2004-10-21,9.985
2004-10-22,9.47
2004-10-25,9.8
2004-10-26,9.745
2004-10-27,9.965
2004-10-28,10.025
2004-10-29,10.135
2004-11-01,10.155
2004-11-02,10.14
2004-11-03,10.145
2004-11-04,10.255
2004-11-05,10.45
2004-11-08,10.53
2004-11-09,10.615
2004-11-10,10.725
2004-11-11,10.905
2004-11-12,10.955
2004-11-15,11.135
2004-11-16,11.065
2004-11-17,11.19
2004-11-18,10.85
2004-11-19,10.625
2004-11-22,10.875
2004-11-23,10.755
2004-11-24,10.8
2004-11-26,10.895
2004-11-29,10.65
2004-11-30,10.285
2004-12-01,10.165
2004-12-02,10.31
2004-12-03,9.985
2004-12-06,9.86
2004-12-07,9.75
2004-12-08,9.715
2004-12-09,9.715
2004-12-10,9.575
2004-12-13,9.65
2004-12-14,9.98
2004-12-15,10.0
2004-12-16,9.87
2004-12-17,10.08
2004-12-20,10.135
2004-12-21,10.475
2004-12-22,10.425
2004-12-23,10.36
2004-12-27,10.385
2004-12-28,10.61
2004-12-29,10.67
2004-12-30,10.75
2004-12-31,10.66
2005-01-03,10.425
2005-01-04,10.1
2005-01-05,9.87
2005-01-06,9.935
2005-01-07,9.665
2005-01-10,9.79
2005-01-11,9.55
2005-01-12,9.52
2005-01-13,9.425
2005-01-14,9.5
2005-01-18,9.77
2005-01-19,9.485
2005-01-20,9.35
2005-01-21,9.465
2005-01-24,9.115
2005-01-25,9.025
2005-01-26,9.165
2005-01-27,9.105
2005-01-28,9.13
2005-01-31,9.32
2005-02-01,9.4
2005-02-02,9.3
2005-02-03,9.235
2005-02-04,9.11
2005-02-07,9.18
2005-02-08,9.155
2005-02-09,8.895
2005-02-10,8.925
2005-02-11,9.0
2005-02-14,9.225
2005-02-15,9.08
2005-02-16,9.125
2005-02-17,9.17
2005-02-18,9.095
2005-02-22,8.375
2005-02-23,8.495
2005-02-24,8.64
2005-02-25,9.035
2005-02-28,9.205
2005-03-01,9.31
2005-03-02,9.18
2005-03-03,9.28
2005-03-04,9.615
2005-03-07,9.66
2005-03-08,9.575
2005-03-09,9.465
2005-03-10,9.435
2005-03-11,9.5
2005-03-14,9.55
2005-03-15,10.57
2005-03-16,10.5
2005-03-17,10.15
2005-03-18,10.23
2005-03-21,10.3
2005-03-22,10.36
2005-03-23,10.49
2005-03-24,10.57
2005-03-28,10.33
2005-03-29,10.005
