Date,ANET
2014-06-06,55.0
2014-06-09,55.200001
2014-06-10,60.0
2014-06-11,63.5
2014-06-12,66.0
2014-06-13,69.58000200000001
2014-06-16,71.5
2014-06-17,69.709999
2014-06-18,68.959999
2014-06-19,65.66999799999999
2014-06-20,65.150002
2014-06-23,65.709999
2014-06-24,64.279999
2014-06-25,64.489998
2014-06-26,63.810001
2014-06-27,62.549999
2014-06-30,62.389998999999996
2014-07-01,76.0
2014-07-02,75.349998
2014-07-03,76.410004
2014-07-07,72.16999799999999
2014-07-08,69.43
2014-07-09,71.900002
2014-07-10,67.739998
2014-07-11,69.629997
2014-07-14,68.949997
2014-07-15,66.690002
2014-07-16,64.529999
2014-07-17,63.759997999999996
2014-07-18,64.0
2014-07-21,63.23
2014-07-22,65.510002
2014-07-23,64.82
2014-07-24,64.25
2014-07-25,63.639998999999996
2014-07-28,63.41
2014-07-29,63.849998
2014-07-30,67.790001
2014-07-31,66.120003
2014-08-01,65.610001
2014-08-04,69.230003
2014-08-05,72.089996
2014-08-06,70.82
2014-08-07,72.220001
2014-08-08,72.029999
2014-08-11,69.860001
2014-08-12,71.110001
2014-08-13,69.839996
2014-08-14,70.809998
2014-08-15,69.82
2014-08-18,70.510002
2014-08-19,75.0
2014-08-20,76.400002
2014-08-21,77.349998
2014-08-22,75.620003
2014-08-25,75.58000200000001
2014-08-26,76.16999799999999
2014-08-27,83.160004
2014-08-28,83.449997
2014-08-29,83.849998
2014-09-02,86.099998
2014-09-03,85.610001
2014-09-04,87.489998
2014-09-05,91.120003
2014-09-08,87.660004
2014-09-09,84.279999
2014-09-10,88.75
2014-09-11,88.75
2014-09-12,86.269997
2014-09-15,82.83000200000001
2014-09-16,84.0
2014-09-17,83.510002
2014-09-18,86.129997
2014-09-19,87.650002
2014-09-22,83.839996
2014-09-23,84.470001
2014-09-24,87.110001
2014-09-25,84.300003
2014-09-26,85.129997
2014-09-29,93.309998
2014-09-30,88.33000200000001
2014-10-01,84.059998
2014-10-02,84.230003
2014-10-03,85.730003
2014-10-06,84.68
2014-10-07,82.809998
2014-10-08,88.440002
2014-10-09,85.82
2014-10-10,78.129997
2014-10-13,73.690002
2014-10-14,73.519997
2014-10-15,75.050003
2014-10-16,74.57
2014-10-17,76.720001
2014-10-20,76.389999
2014-10-21,77.510002
2014-10-22,72.18
2014-10-23,73.839996
2014-10-24,74.93
2014-10-27,73.360001
2014-10-28,73.839996
2014-10-29,73.029999
2014-10-30,73.889999
2014-10-31,81.25
2014-11-03,85.690002
2014-11-04,86.389999
2014-11-05,84.120003
2014-11-06,87.25
2014-11-07,77.83000200000001
2014-11-10,76.790001
2014-11-11,78.739998
2014-11-12,77.239998
2014-11-13,76.970001
2014-11-14,77.690002
2014-11-17,76.699997
2014-11-18,76.800003
2014-11-19,77.0
2014-11-20,75.18
2014-11-21,74.150002
2014-11-24,72.940002
2014-11-25,73.739998
2014-11-26,76.150002
2014-11-28,75.870003
2014-12-01,71.58000200000001
2014-12-02,69.41999799999999
2014-12-03,72.629997
2014-12-04,73.529999
2014-12-05,68.239998
2014-12-08,64.82
2014-12-09,66.190002
2014-12-10,65.16999799999999
2014-12-11,67.900002
2014-12-12,67.949997
2014-12-15,67.389999
2014-12-16,68.339996
2014-12-17,67.279999
2014-12-18,66.769997
2014-12-19,66.529999
2014-12-22,65.269997
2014-12-23,64.699997
2014-12-24,65.0
2014-12-26,65.25
2014-12-29,61.57
2014-12-30,60.639998999999996
2014-12-31,60.759997999999996
2015-01-02,62.68
2015-01-05,63.799999
2015-01-06,63.810001
2015-01-07,65.139999
2015-01-08,66.120003
2015-01-09,66.41999799999999
2015-01-12,66.07
2015-01-13,65.269997
2015-01-14,65.059998
2015-01-15,63.209998999999996
2015-01-16,64.540001
2015-01-20,65.470001
2015-01-21,64.279999
2015-01-22,63.5
2015-01-23,63.41
2015-01-26,64.349998
2015-01-27,63.619999
2015-01-28,65.43
2015-01-29,63.459998999999996
2015-01-30,63.119999
2015-02-02,62.66
2015-02-03,62.709998999999996
2015-02-04,60.860001000000004
2015-02-05,60.5
2015-02-06,56.709998999999996
2015-02-09,60.0
2015-02-10,63.07
2015-02-11,61.509997999999996
2015-02-12,60.990002000000004
2015-02-13,62.93
2015-02-17,63.990002000000004
2015-02-18,65.18
2015-02-19,67.989998
2015-02-20,68.5
2015-02-23,69.050003
2015-02-24,66.349998
2015-02-25,67.029999
2015-02-26,68.769997
2015-02-27,69.209999
2015-03-02,69.07
2015-03-03,69.389999
2015-03-04,67.41999799999999
2015-03-05,69.279999
2015-03-06,67.889999
2015-03-09,68.489998
2015-03-10,68.019997
2015-03-11,68.790001
2015-03-12,68.93
2015-03-13,69.050003
2015-03-16,71.529999
2015-03-17,73.650002
2015-03-18,74.230003
2015-03-19,73.25
2015-03-20,71.900002
2015-03-23,72.650002
2015-03-24,70.120003
2015-03-25,68.720001
2015-03-26,68.83000200000001
2015-03-27,67.879997
2015-03-30,68.519997
2015-03-31,70.529999
2015-04-01,69.620003
2015-04-02,66.010002
2015-04-06,65.790001
2015-04-07,66.160004
2015-04-08,66.110001
2015-04-09,65.629997
2015-04-10,65.25
2015-04-13,66.139999
2015-04-14,66.32
2015-04-15,67.790001
2015-04-16,65.66999799999999
2015-04-17,64.970001
2015-04-20,65.07
2015-04-21,65.870003
2015-04-22,66.269997
2015-04-23,66.150002
2015-04-24,66.389999
2015-04-27,64.599998
2015-04-28,65.709999
2015-04-29,64.760002
2015-04-30,64.010002
2015-05-01,64.709999
2015-05-04,64.650002
2015-05-05,63.82
2015-05-06,63.529999
2015-05-07,64.949997
2015-05-08,65.800003
2015-05-11,67.650002
2015-05-12,65.849998
2015-05-13,66.309998
2015-05-14,68.910004
2015-05-15,65.41999799999999
2015-05-18,67.730003
2015-05-19,67.550003
2015-05-20,67.480003
2015-05-21,67.910004
2015-05-22,68.870003
2015-05-26,68.75
2015-05-27,68.16999799999999
2015-05-28,69.050003
2015-05-29,69.910004
2015-06-01,69.809998
2015-06-02,71.610001
2015-06-03,74.849998
2015-06-04,73.989998
2015-06-05,77.089996
2015-06-08,78.730003
2015-06-09,79.779999
2015-06-10,81.010002
2015-06-11,80.339996
2015-06-12,81.160004
2015-06-15,83.239998
2015-06-16,84.970001
2015-06-17,85.720001
2015-06-18,87.07
2015-06-19,86.709999
2015-06-22,87.68
2015-06-23,87.459999
2015-06-24,87.209999
2015-06-25,85.360001
2015-06-26,82.239998
2015-06-29,80.959999
2015-06-30,81.739998
2015-07-01,81.839996
2015-07-02,81.860001
2015-07-06,80.82
2015-07-07,79.849998
2015-07-08,77.489998
2015-07-09,78.290001
2015-07-10,80.529999
2015-07-13,79.470001
2015-07-14,81.550003
2015-07-15,81.879997
2015-07-16,83.93
2015-07-17,84.699997
2015-07-20,84.059998
2015-07-21,83.58000200000001
2015-07-22,85.199997
2015-07-23,84.190002
2015-07-24,84.720001
2015-07-27,82.739998
2015-07-28,80.75
2015-07-29,80.410004
2015-07-30,84.970001
2015-07-31,84.470001
2015-08-03,84.629997
2015-08-04,82.940002
2015-08-05,84.589996
2015-08-06,81.58000200000001
2015-08-07,84.08000200000001
2015-08-10,83.519997
2015-08-11,79.519997
2015-08-12,80.349998
2015-08-13,81.389999
2015-08-14,80.800003
2015-08-17,81.980003
2015-08-18,79.879997
2015-08-19,79.540001
2015-08-20,74.089996
2015-08-21,73.970001
2015-08-24,71.620003
2015-08-25,72.050003
2015-08-26,74.66999799999999
2015-08-27,75.239998
2015-08-28,76.370003
2015-08-31,74.790001
2015-09-01,71.910004
2015-09-02,73.199997
2015-09-03,73.959999
2015-09-04,74.870003
2015-09-08,78.260002
2015-09-09,74.029999
2015-09-10,69.879997
2015-09-11,64.459999
2015-09-14,63.189999
2015-09-15,63.5
2015-09-16,63.509997999999996
2015-09-17,64.730003
2015-09-18,66.879997
2015-09-21,66.66999799999999
2015-09-22,66.360001
2015-09-23,65.519997
2015-09-24,65.0
2015-09-25,63.5
2015-09-28,62.240002000000004
2015-09-29,60.869999
2015-09-30,61.189999
2015-10-01,61.0
2015-10-02,62.799999
2015-10-05,63.91
2015-10-06,67.379997
2015-10-07,66.970001
2015-10-08,66.75
2015-10-09,67.209999
2015-10-12,66.599998
2015-10-13,65.66999799999999
2015-10-14,64.93
2015-10-15,67.300003
2015-10-16,67.599998
2015-10-19,65.949997
2015-10-20,64.660004
2015-10-21,64.470001
2015-10-22,67.129997
2015-10-23,68.400002
2015-10-26,67.970001
2015-10-27,65.900002
2015-10-28,66.010002
2015-10-29,65.160004
2015-10-30,64.510002
2015-11-02,61.900002
2015-11-03,62.23
2015-11-04,63.0
2015-11-05,61.959998999999996
2015-11-06,70.459999
2015-11-09,68.900002
2015-11-10,68.900002
2015-11-11,67.25
2015-11-12,65.879997
2015-11-13,65.190002
2015-11-16,67.879997
2015-11-17,69.150002
2015-11-18,69.690002
2015-11-19,71.43
2015-11-20,71.41999799999999
2015-11-23,73.970001
2015-11-24,74.68
2015-11-25,73.760002
2015-11-27,73.0
2015-11-30,73.519997
2015-12-01,74.300003
2015-12-02,75.32
2015-12-03,75.220001
2015-12-04,74.199997
2015-12-07,74.220001
2015-12-08,73.199997
2015-12-09,71.839996
2015-12-10,70.5
2015-12-11,67.540001
2015-12-14,70.379997
2015-12-15,71.809998
2015-12-16,71.599998
2015-12-17,72.860001
2015-12-18,70.269997
2015-12-21,71.559998
2015-12-22,72.75
2015-12-23,74.75
2015-12-24,75.010002
2015-12-28,78.040001
2015-12-29,78.699997
2015-12-30,78.75
2015-12-31,77.839996
2016-01-04,77.400002
2016-01-05,78.279999
2016-01-06,73.529999
2016-01-07,68.75
