Date,MS
1993-10-05,11.5625
1993-10-06,11.4375
1993-10-07,11.25
1993-10-08,11.0625
1993-10-11,11.03125
1993-10-12,11.1875
1993-10-13,11.21875
1993-10-14,11.09375
1993-10-15,10.9375
1993-10-18,10.5
1993-10-19,10.09375
1993-10-20,9.90625
1993-10-21,10.25
1993-10-22,10.34375
1993-10-25,10.03125
1993-10-26,9.96875
1993-10-27,10.03125
1993-10-28,10.15625
1993-10-29,10.28125
1993-11-01,10.09375
1993-11-02,10.0
1993-11-03,9.6875
1993-11-04,9.5625
1993-11-05,9.5
1993-11-08,9.65625
1993-11-09,9.84375
1993-11-10,9.65625
1993-11-11,9.6875
1993-11-12,9.75
1993-11-15,9.5625
1993-11-16,9.5
1993-11-17,9.5625
1993-11-18,9.5
1993-11-19,9.09375
1993-11-22,8.8125
1993-11-23,9.375
1993-11-24,9.34375
1993-11-26,9.3125
1993-11-29,9.46875
1993-11-30,9.5
1993-12-01,9.71875
1993-12-02,9.59375
1993-12-03,9.71875
1993-12-06,9.75
1993-12-07,9.625
1993-12-08,9.53125
1993-12-09,9.71875
1993-12-10,9.6875
1993-12-13,9.78125
1993-12-14,9.6875
1993-12-15,9.53125
1993-12-16,9.4375
1993-12-17,9.5
1993-12-20,9.5
1993-12-21,9.4375
1993-12-22,9.53125
1993-12-23,9.4375
1993-12-27,9.25
1993-12-28,9.03125
1993-12-29,8.84375
1993-12-30,8.78125
1993-12-31,8.65625
1994-01-03,8.75
1994-01-04,8.78125
1994-01-05,8.71875
1994-01-06,8.71875
1994-01-07,9.0
1994-01-10,9.0625
1994-01-11,9.28125
1994-01-12,9.53125
1994-01-13,9.6875
1994-01-14,9.875
1994-01-17,9.71875
1994-01-18,9.75
1994-01-19,9.625
1994-01-20,9.75
1994-01-21,9.59375
1994-01-24,9.59375
1994-01-25,9.4375
1994-01-26,9.53125
1994-01-27,9.65625
1994-01-28,9.65625
1994-01-31,9.59375
1994-02-01,9.625
1994-02-02,9.625
1994-02-03,9.59375
1994-02-04,9.28125
1994-02-07,9.03125
1994-02-08,8.9375
1994-02-09,9.0625
1994-02-10,8.9375
1994-02-11,8.96875
1994-02-14,8.90625
1994-02-15,8.6875
1994-02-16,8.6875
1994-02-17,8.78125
1994-02-18,8.78125
1994-02-22,8.6875
1994-02-23,8.65625
1994-02-24,8.65625
1994-02-25,8.84375
1994-02-28,9.0
1994-03-01,8.90625
1994-03-02,8.8125
1994-03-03,8.875
1994-03-04,8.5625
1994-03-07,8.4375
1994-03-08,8.5
1994-03-09,8.5625
1994-03-10,8.53125
1994-03-11,8.8125
1994-03-14,9.0
1994-03-15,9.09375
1994-03-16,9.0
1994-03-17,9.09375
1994-03-18,8.9375
1994-03-21,8.96875
1994-03-22,8.96875
1994-03-23,9.15625
1994-03-24,9.0
1994-03-25,8.84375
1994-03-28,8.5
1994-03-29,8.4375
1994-03-30,8.09375
1994-03-31,8.15625
1994-04-04,8.0625
1994-04-05,8.5
1994-04-06,8.59375
1994-04-07,8.6875
1994-04-08,8.71875
1994-04-11,8.6875
1994-04-12,8.59375
1994-04-13,8.40625
1994-04-14,8.40625
1994-04-15,8.34375
1994-04-18,8.53125
1994-04-19,8.4375
1994-04-20,8.9375
1994-04-21,8.96875
1994-04-22,9.34375
1994-04-25,9.53125
1994-04-26,9.3125
1994-04-28,9.375
1994-04-29,9.40625
1994-05-02,9.53125
1994-05-03,9.78125
1994-05-04,9.625
1994-05-05,9.625
1994-05-06,9.5
1994-05-09,9.375
1994-05-10,9.53125
1994-05-11,9.3125
1994-05-12,9.5625
1994-05-13,9.8125
1994-05-16,9.71875
1994-05-17,9.6875
1994-05-18,9.875
1994-05-19,9.90625
1994-05-20,9.75
1994-05-23,9.875
1994-05-24,10.15625
1994-05-25,10.03125
1994-05-26,9.96875
1994-05-27,10.0
1994-05-31,9.75
1994-06-01,9.8125
1994-06-02,9.8125
1994-06-03,9.8125
1994-06-06,9.65625
1994-06-07,9.625
1994-06-08,9.90625
1994-06-09,9.875
1994-06-10,10.03125
1994-06-13,9.9375
1994-06-14,10.09375
1994-06-15,10.1875
1994-06-16,10.03125
1994-06-17,9.90625
1994-06-20,9.65625
1994-06-21,9.375
1994-06-22,9.53125
1994-06-23,9.25
1994-06-24,8.90625
1994-06-27,9.34375
1994-06-28,9.15625
1994-06-29,9.375
1994-06-30,9.375
1994-07-01,9.5625
1994-07-05,9.375
1994-07-06,9.25
1994-07-07,9.09375
1994-07-08,9.3125
1994-07-11,9.34375
1994-07-12,9.25
1994-07-13,9.375
1994-07-14,9.59375
1994-07-15,9.625
1994-07-18,9.75
1994-07-19,9.75
1994-07-20,9.59375
1994-07-21,9.84375
1994-07-22,9.96875
1994-07-25,10.15625
1994-07-26,10.0625
1994-07-27,9.90625
1994-07-28,9.875
1994-07-29,10.03125
1994-08-01,10.15625
1994-08-02,9.9375
1994-08-03,9.9375
1994-08-04,9.96875
1994-08-05,9.875
1994-08-08,9.90625
1994-08-09,10.03125
1994-08-10,9.9375
1994-08-11,10.03125
1994-08-12,10.0625
1994-08-15,10.0
1994-08-16,9.90625
1994-08-17,9.9375
1994-08-18,9.875
1994-08-19,9.84375
1994-08-22,9.9375
1994-08-23,10.03125
1994-08-24,10.15625
1994-08-25,10.03125
1994-08-26,10.125
1994-08-29,10.34375
1994-08-30,10.78125
1994-08-31,10.65625
1994-09-01,10.65625
1994-09-02,10.59375
1994-09-06,10.46875
1994-09-07,10.40625
1994-09-08,10.59375
1994-09-09,10.46875
1994-09-12,10.40625
1994-09-13,10.53125
1994-09-14,10.59375
1994-09-15,10.6875
1994-09-16,10.5625
1994-09-19,10.625
1994-09-20,10.40625
1994-09-21,10.125
1994-09-22,9.9375
1994-09-23,9.625
1994-09-26,9.46875
1994-09-27,9.5625
1994-09-28,9.46875
1994-09-29,9.53125
1994-09-30,9.40625
1994-10-03,9.21875
1994-10-04,9.0625
1994-10-05,8.84375
1994-10-06,8.71875
1994-10-07,8.71875
1994-10-10,8.9375
1994-10-11,8.84375
1994-10-12,8.9375
1994-10-13,9.03125
1994-10-14,9.125
1994-10-17,9.15625
1994-10-18,9.21875
1994-10-19,9.3125
1994-10-20,8.96875
1994-10-21,8.875
1994-10-24,9.0
1994-10-25,8.84375
1994-10-26,9.125
1994-10-27,9.4375
1994-10-28,9.84375
1994-10-31,9.65625
1994-11-01,9.5625
1994-11-02,9.4375
1994-11-03,9.4375
1994-11-04,9.125
1994-11-07,9.28125
1994-11-08,9.34375
1994-11-09,9.375
1994-11-10,9.28125
1994-11-11,9.15625
1994-11-14,9.40625
1994-11-15,9.40625
1994-11-16,9.15625
1994-11-17,8.9375
1994-11-18,8.8125
1994-11-21,8.65625
1994-11-22,8.5
1994-11-23,8.59375
1994-11-25,8.65625
1994-11-28,8.6875
1994-11-29,8.59375
1994-11-30,8.75
1994-12-01,8.71875
1994-12-02,8.78125
1994-12-05,8.625
1994-12-06,8.59375
1994-12-07,8.21875
1994-12-08,8.0625
1994-12-09,8.09375
1994-12-12,8.09375
1994-12-13,8.1875
1994-12-14,8.4375
1994-12-15,8.40625
1994-12-16,8.40625
1994-12-19,8.375
1994-12-20,8.4375
1994-12-21,8.5
1994-12-22,8.46875
1994-12-23,8.46875
1994-12-27,8.46875
1994-12-28,8.40625
1994-12-29,8.34375
1994-12-30,8.46875
1995-01-03,8.40625
1995-01-04,8.71875
1995-01-05,8.65625
1995-01-06,8.59375
1995-01-09,8.5
1995-01-10,8.6875
1995-01-11,8.625
1995-01-12,8.53125
1995-01-13,8.65625
1995-01-16,9.0625
1995-01-17,8.90625
1995-01-18,8.90625
1995-01-19,8.75
1995-01-20,8.78125
1995-01-23,8.625
1995-01-24,9.03125
1995-01-25,9.21875
1995-01-26,9.25
1995-01-27,9.5625
1995-01-30,9.28125
1995-01-31,9.34375
1995-02-01,9.5625
1995-02-02,9.6875
1995-02-03,10.25
1995-02-06,10.09375
1995-02-07,10.0
1995-02-08,10.03125
1995-02-09,10.21875
1995-02-10,10.03125
1995-02-13,9.90625
1995-02-14,9.96875
1995-02-15,10.25
1995-02-16,10.1875
1995-02-17,10.09375
1995-02-21,10.0
1995-02-22,10.09375
1995-02-23,10.0
1995-02-24,10.15625
1995-02-27,9.90625
1995-02-28,10.03125
1995-03-01,10.25
1995-03-02,10.25
1995-03-03,10.03125
1995-03-06,9.90625
1995-03-07,9.875
1995-03-08,9.96875
1995-03-09,10.0625
1995-03-10,10.5
1995-03-13,10.65625
1995-03-14,10.625
1995-03-15,10.71875
1995-03-16,10.75
1995-03-17,10.71875
1995-03-20,10.65625
1995-03-21,10.4375
1995-03-22,10.28125
1995-03-23,10.28125
1995-03-24,10.40625
1995-03-27,10.5
1995-03-28,10.34375
1995-03-29,10.25
1995-03-30,10.0625
1995-03-31,10.1875
1995-04-03,10.125
1995-04-04,10.21875
1995-04-05,10.34375
1995-04-06,10.625
1995-04-07,10.71875
1995-04-10,10.59375
1995-04-11,10.53125
1995-04-12,11.0625
1995-04-13,11.0
1995-04-17,10.75
1995-04-18,10.6875
1995-04-19,10.8125
1995-04-20,10.96875
1995-04-21,11.0
1995-04-24,11.25
1995-04-25,10.875
1995-04-26,10.8125
1995-04-27,10.78125
1995-04-28,10.59375
1995-05-01,10.78125
1995-05-02,10.84375
1995-05-03,11.15625
1995-05-04,11.25
1995-05-05,11.40625
1995-05-08,11.71875
1995-05-09,11.59375
1995-05-10,11.5
1995-05-11,11.46875
1995-05-12,11.6875
1995-05-15,11.875
1995-05-16,11.875
1995-05-17,11.90625
1995-05-18,11.6875
1995-05-19,11.6875
1995-05-22,11.6875
1995-05-23,11.71875
1995-05-24,12.0
1995-05-25,11.65625
1995-05-26,11.53125
1995-05-30,11.4375
1995-05-31,11.875
1995-06-01,11.75
1995-06-02,11.90625
1995-06-05,11.9375
1995-06-06,11.96875
1995-06-07,11.78125
1995-06-08,11.59375
1995-06-09,11.34375
1995-06-12,11.4375
1995-06-13,11.78125
1995-06-14,11.71875
1995-06-15,11.53125
1995-06-16,11.5625
1995-06-19,11.625
1995-06-20,11.96875
1995-06-21,11.875
1995-06-22,11.96875
1995-06-23,11.9375
1995-06-26,12.03125
1995-06-27,11.96875
1995-06-28,11.625
1995-06-29,11.6875
1995-06-30,11.75
1995-07-03,11.6875
1995-07-05,11.90625
1995-07-06,12.03125
1995-07-07,12.46875
1995-07-10,12.4375
1995-07-11,12.3125
1995-07-12,12.4375
1995-07-13,12.375
1995-07-14,12.34375
1995-07-17,12.3125
1995-07-18,12.28125
1995-07-19,12.09375
1995-07-20,12.125
1995-07-21,11.90625
1995-07-24,12.0
1995-07-25,12.3125
1995-07-26,12.375
1995-07-27,12.65625
1995-07-28,12.59375
1995-07-31,12.625
1995-08-01,12.46875
1995-08-02,12.40625
1995-08-03,12.21875
1995-08-04,12.15625
1995-08-07,12.34375
1995-08-08,12.09375
1995-08-09,12.09375
1995-08-10,12.0625
1995-08-11,11.9375
1995-08-14,11.96875
1995-08-15,11.9375
1995-08-16,12.0
1995-08-17,12.0
1995-08-18,11.9375
1995-08-21,11.90625
1995-08-22,12.21875
1995-08-23,12.1875
1995-08-24,12.4375
1995-08-25,12.53125
1995-08-28,12.75
1995-08-29,12.6875
1995-08-30,12.625
1995-08-31,12.8125
1995-09-01,13.125
1995-09-05,13.5625
1995-09-06,13.8125
1995-09-07,13.71875
1995-09-08,14.09375
1995-09-11,14.125
1995-09-12,14.25
1995-09-13,14.4375
1995-09-14,14.46875
1995-09-15,14.4375
1995-09-18,14.25
1995-09-19,13.8125
1995-09-20,13.625
1995-09-21,13.71875
1995-09-22,13.46875
1995-09-25,13.34375
1995-09-26,13.40625
1995-09-27,13.40625
1995-09-28,13.875
1995-09-29,14.0625
1995-10-02,13.5
1995-10-03,13.5625
1995-10-04,13.5
1995-10-05,13.53125
1995-10-06,13.78125
1995-10-09,13.40625
1995-10-10,13.28125
1995-10-11,13.71875
1995-10-12,13.78125
1995-10-13,13.59375
1995-10-16,13.53125
1995-10-17,13.71875
1995-10-18,13.71875
1995-10-19,13.46875
1995-10-20,13.0
1995-10-23,12.875
1995-10-24,12.5625
1995-10-25,12.28125
1995-10-26,12.34375
1995-10-27,12.5
1995-10-30,12.46875
1995-10-31,12.4375
1995-11-01,12.78125
1995-11-02,12.8125
1995-11-03,12.90625
1995-11-06,12.75
1995-11-07,12.5625
1995-11-08,12.75
1995-11-09,12.875
1995-11-10,12.5
1995-11-13,12.375
1995-11-14,12.40625
1995-11-15,12.5
1995-11-16,13.0625
1995-11-17,12.9375
1995-11-20,12.53125
1995-11-21,12.34375
1995-11-22,12.59375
1995-11-24,12.65625
1995-11-27,12.625
1995-11-28,12.59375
1995-11-29,12.78125
1995-11-30,12.75
1995-12-01,12.65625
1995-12-04,12.71875
1995-12-05,12.84375
1995-12-06,12.96875
1995-12-07,12.9375
1995-12-08,12.90625
1995-12-11,12.96875
1995-12-12,12.8125
1995-12-13,12.65625
1995-12-14,12.34375
1995-12-15,12.25
1995-12-18,12.03125
1995-12-19,11.9375
1995-12-20,11.625
1995-12-21,11.75
1995-12-22,11.96875
1995-12-26,12.238281
1995-12-27,12.0625
1995-12-28,11.71875
1995-12-29,11.75
1996-01-02,11.8125
1996-01-03,11.90625
1996-01-04,11.78125
1996-01-05,11.625
1996-01-08,11.65625
1996-01-09,11.75
1996-01-10,11.3125
1996-01-11,11.34375
1996-01-12,11.40625
1996-01-15,11.28125
1996-01-16,11.59375
1996-01-17,12.15625
1996-01-18,12.375
1996-01-19,12.8125
1996-01-22,12.4375
1996-01-23,12.4375
1996-01-24,12.5
1996-01-25,12.65625
1996-01-26,12.8125
1996-01-29,12.71875
1996-01-30,12.96875
1996-01-31,13.53125
1996-02-01,13.4375
1996-02-02,13.21875
1996-02-05,13.46875
1996-02-06,13.59375
1996-02-07,13.59375
1996-02-08,13.75
1996-02-09,13.84375
1996-02-12,14.0625
1996-02-13,13.96875
1996-02-14,13.78125
1996-02-15,13.65625
1996-02-16,13.5
1996-02-20,13.1875
1996-02-21,13.40625
1996-02-22,13.875
1996-02-23,14.125
1996-02-26,13.78125
1996-02-27,13.6875
1996-02-28,13.65625
1996-02-29,13.4375
1996-03-01,13.28125
1996-03-04,13.1875
1996-03-05,13.46875
1996-03-06,13.40625
1996-03-07,13.46875
1996-03-08,12.84375
1996-03-11,12.96875
1996-03-12,13.125
1996-03-13,13.1875
1996-03-14,13.34375
1996-03-15,13.375
1996-03-18,13.46875
1996-03-19,13.3125
1996-03-20,13.5
1996-03-21,13.46875
1996-03-22,13.65625
1996-03-25,13.9375
1996-03-26,14.1875
1996-03-27,14.125
1996-03-28,14.15625
1996-03-29,14.3125
1996-04-01,14.59375
1996-04-02,14.84375
1996-04-03,14.65625
1996-04-04,14.625
1996-04-08,13.8125
1996-04-09,13.5
1996-04-10,13.28125
1996-04-11,12.8125
1996-04-12,13.125
1996-04-15,13.4375
1996-04-16,13.125
1996-04-17,13.21875
1996-04-18,13.21875
1996-04-19,13.34375
1996-04-22,13.375
1996-04-23,13.53125
1996-04-24,13.46875
1996-04-25,13.46875
1996-04-26,13.59375
1996-04-29,13.65625
1996-04-30,13.625
1996-05-01,13.765625
1996-05-02,13.53125
1996-05-03,13.375
1996-05-06,13.375
1996-05-07,13.5625
1996-05-08,13.875
1996-05-09,13.6875
1996-05-10,14.0625
1996-05-13,14.40625
1996-05-14,14.34375
1996-05-15,14.40625
1996-05-16,14.21875
1996-05-17,14.625
1996-05-20,14.71875
1996-05-21,15.125
1996-05-22,15.4375
1996-05-23,15.0625
1996-05-24,15.21875
1996-05-28,15.09375
1996-05-29,14.875
1996-05-30,15.0625
1996-05-31,14.8125
1996-06-03,14.78125
1996-06-04,15.0
1996-06-05,15.21875
1996-06-06,15.09375
1996-06-07,15.21875
1996-06-10,15.21875
1996-06-11,15.09375
1996-06-12,14.96875
1996-06-13,14.96875
1996-06-14,15.0
1996-06-17,14.84375
1996-06-18,14.71875
1996-06-19,14.625
1996-06-20,14.40625
1996-06-21,14.0
1996-06-24,13.6875
1996-06-25,13.90625
1996-06-26,14.125
1996-06-27,14.1875
1996-06-28,14.28125
1996-07-01,14.40625
1996-07-02,14.15625
1996-07-03,13.96875
1996-07-05,13.4375
1996-07-08,13.34375
1996-07-09,13.53125
1996-07-10,13.46875
1996-07-11,13.125
1996-07-12,13.28125
1996-07-15,13.0
1996-07-16,12.96875
1996-07-17,13.1875
1996-07-18,13.0625
1996-07-19,12.84375
1996-07-22,12.4375
1996-07-23,12.46875
1996-07-24,12.3125
1996-07-25,12.4375
1996-07-26,12.625
1996-07-29,12.625
1996-07-30,12.75
1996-07-31,12.71875
1996-08-01,13.1875
1996-08-02,14.0
1996-08-05,13.34375
1996-08-06,13.125
1996-08-07,13.3125
1996-08-08,13.125
1996-08-09,13.3125
1996-08-12,13.21875
1996-08-13,12.96875
1996-08-14,13.0
1996-08-15,12.9375
1996-08-16,12.96875
1996-08-19,13.03125
1996-08-20,13.125
1996-08-21,13.03125
1996-08-22,13.25
1996-08-23,12.9375
1996-08-26,12.8125
1996-08-27,12.78125
1996-08-28,12.6875
1996-08-29,12.59375
1996-08-30,12.5
1996-09-03,12.5625
1996-09-04,12.53125
1996-09-05,12.4375
1996-09-06,12.5
1996-09-09,12.9375
1996-09-10,12.6875
1996-09-11,12.9375
1996-09-12,13.15625
1996-09-13,13.4375
1996-09-16,13.5625
1996-09-17,13.28125
1996-09-18,13.21875
1996-09-19,13.1875
1996-09-20,13.3125
1996-09-23,13.34375
1996-09-24,13.21875
1996-09-25,13.21875
1996-09-26,13.625
1996-09-27,13.625
1996-09-30,13.75
1996-10-01,13.90625
1996-10-02,14.1875
1996-10-03,14.09375
1996-10-04,14.3125
1996-10-07,14.40625
1996-10-08,14.1875
1996-10-09,14.46875
1996-10-10,14.4375
1996-10-11,14.5
1996-10-14,14.6875
1996-10-15,14.71875
1996-10-16,14.625
1996-10-17,15.0
1996-10-18,15.125
1996-10-21,14.875
1996-10-22,14.65625
1996-10-23,14.9375
1996-10-24,14.78125
1996-10-25,14.5625
1996-10-28,14.34375
1996-10-29,14.78125
1996-10-30,14.71875
1996-10-31,14.71875
1996-11-01,14.84375
1996-11-04,14.8125
1996-11-05,15.28125
1996-11-06,15.5
1996-11-07,15.71875
1996-11-08,15.875
1996-11-11,15.75
1996-11-12,15.71875
1996-11-13,16.03125
1996-11-14,16.0625
1996-11-15,16.0625
1996-11-18,16.09375
1996-11-19,16.03125
1996-11-20,16.125
1996-11-21,16.21875
1996-11-22,16.65625
1996-11-25,17.0
1996-11-26,17.0
1996-11-27,16.96875
1996-11-29,17.09375
1996-12-02,16.90625
1996-12-03,16.65625
1996-12-04,16.40625
1996-12-05,16.5625
1996-12-06,16.375
1996-12-09,16.46875
1996-12-10,16.4375
1996-12-11,16.28125
1996-12-12,16.09375
1996-12-13,16.15625
1996-12-16,16.125
1996-12-17,16.5
1996-12-18,16.71875
1996-12-19,16.78125
1996-12-20,16.75
1996-12-23,16.875
1996-12-24,16.9375
1996-12-26,16.84375
1996-12-27,16.8125
1996-12-30,16.90625
1996-12-31,16.5625
1997-01-02,16.5625
1997-01-03,16.90625
1997-01-06,16.90625
1997-01-07,17.0
1997-01-08,16.8125
1997-01-09,17.03125
1997-01-10,16.9375
1997-01-13,17.125
1997-01-14,17.5625
1997-01-15,17.125
1997-01-16,17.3125
1997-01-17,17.75
1997-01-20,18.25
1997-01-21,18.5625
1997-01-22,19.0
1997-01-23,18.75
1997-01-24,18.625
1997-01-27,18.5
1997-01-28,18.3125
1997-01-29,18.4375
1997-01-30,18.875
1997-01-31,19.0625
1997-02-03,19.1875
1997-02-04,19.3125
1997-02-05,20.3125
1997-02-06,20.5625
1997-02-07,21.0
1997-02-10,20.9375
1997-02-11,20.8125
1997-02-12,20.4375
1997-02-13,21.0
1997-02-14,21.1875
1997-02-18,21.75
1997-02-19,21.875
1997-02-20,21.25
1997-02-21,20.625
1997-02-24,20.3125
1997-02-25,20.5625
1997-02-26,20.0625
1997-02-27,19.25
1997-02-28,19.1875
1997-03-03,19.8125
1997-03-04,19.5
1997-03-05,20.0625
1997-03-06,20.3125
1997-03-07,20.0
1997-03-10,19.9375
1997-03-11,20.125
1997-03-12,19.8125
1997-03-13,19.0625
1997-03-14,19.375
1997-03-17,19.125
1997-03-18,18.5625
1997-03-19,19.0
1997-03-20,18.875
1997-03-21,19.3125
1997-03-24,19.0625
1997-03-25,19.0
1997-03-26,18.625
1997-03-27,18.0
1997-03-31,17.4375
1997-04-01,18.375
1997-04-02,17.25
1997-04-03,17.9375
1997-04-04,18.5
1997-04-07,18.625
1997-04-08,18.5
1997-04-09,18.4375
1997-04-10,18.125
1997-04-11,17.6875
1997-04-14,18.0
1997-04-15,18.0625
1997-04-16,18.125
1997-04-17,18.1875
1997-04-18,18.25
1997-04-21,17.8125
1997-04-22,18.125
1997-04-23,17.8125
1997-04-24,17.625
1997-04-25,17.4375
1997-04-28,17.625
1997-04-29,18.875
1997-04-30,19.125
1997-05-01,19.125
1997-05-02,19.625
1997-05-05,20.1875
1997-05-06,20.0
1997-05-07,19.375
1997-05-08,19.5
1997-05-09,19.6875
1997-05-12,19.875
1997-05-13,19.6875
1997-05-14,19.8125
1997-05-15,19.8125
1997-05-16,19.5625
1997-05-19,19.875
1997-05-20,20.5
1997-05-21,20.0625
1997-05-22,19.875
1997-05-23,20.375
1997-05-27,20.4375
1997-05-28,20.0
1997-05-29,19.8125
1997-05-30,20.75
1997-06-02,20.5
1997-06-03,20.75
1997-06-04,20.875
1997-06-05,21.25
1997-06-06,21.875
1997-06-09,21.4375
1997-06-10,21.5625
1997-06-11,21.75
1997-06-12,22.25
1997-06-13,22.8125
1997-06-16,22.5
1997-06-17,22.375
1997-06-18,22.5625
1997-06-19,23.0
1997-06-20,23.3125
1997-06-23,22.5
1997-06-24,23.125
1997-06-25,22.75
1997-06-26,22.375
1997-06-27,21.8125
1997-06-30,21.53125
1997-07-01,22.46875
1997-07-02,22.96875
1997-07-03,23.15625
1997-07-07,22.90625
1997-07-08,22.875
1997-07-09,22.84375
1997-07-10,23.0
1997-07-11,23.3125
1997-07-14,23.15625
1997-07-15,22.96875
1997-07-16,23.0625
1997-07-17,23.5625
1997-07-18,22.71875
1997-07-21,22.84375
1997-07-22,23.4375
1997-07-23,23.6875
1997-07-24,23.96875
1997-07-25,24.25
1997-07-28,24.375
1997-07-29,24.3125
1997-07-30,24.875
1997-07-31,26.21875
1997-08-01,26.125
1997-08-04,26.21875
1997-08-05,26.75
1997-08-06,26.84375
1997-08-07,26.375
1997-08-08,26.9375
1997-08-11,26.90625
1997-08-12,25.90625
1997-08-13,25.875
1997-08-14,25.9375
1997-08-15,24.9375
1997-08-18,24.78125
1997-08-19,26.3125
1997-08-20,26.625
1997-08-21,26.03125
1997-08-22,25.875
1997-08-25,25.0
1997-08-26,25.09375
1997-08-27,24.78125
1997-08-28,24.34375
1997-08-29,24.0625
1997-09-02,25.3125
1997-09-03,25.34375
1997-09-04,26.09375
1997-09-05,25.46875
1997-09-08,25.53125
1997-09-09,25.5
1997-09-10,25.375
1997-09-11,24.625
1997-09-12,25.5
1997-09-15,25.5625
1997-09-16,27.375
1997-09-17,27.28125
1997-09-18,27.34375
1997-09-19,27.8125
1997-09-22,28.21875
1997-09-23,27.96875
1997-09-24,28.46875
1997-09-25,28.1875
1997-09-26,28.03125
1997-09-29,27.5625
1997-09-30,27.03125
1997-10-01,27.15625
1997-10-02,27.75
1997-10-03,28.15625
1997-10-06,28.1875
1997-10-07,29.375
1997-10-08,28.6875
1997-10-09,28.0
1997-10-10,27.71875
1997-10-13,28.1875
1997-10-14,29.359375
1997-10-15,28.6875
1997-10-16,27.96875
1997-10-17,27.4375
1997-10-20,27.4375
1997-10-21,27.875
1997-10-22,27.65625
1997-10-23,26.96875
1997-10-24,26.9375
1997-10-27,23.65625
1997-10-28,25.375
1997-10-29,25.0625
1997-10-30,23.75
1997-10-31,24.5
1997-11-03,25.96875
1997-11-04,27.46875
1997-11-05,27.78125
1997-11-06,27.65625
1997-11-07,27.25
