Date,NVR
1990-08-01,1.25
1990-08-02,1.25
1990-08-03,1.125
1990-08-06,1.25
1990-08-07,1.125
1990-08-08,1.25
1990-08-09,1.25
1990-08-10,1.375
1990-08-13,1.375
1990-08-14,1.125
1990-08-15,1.125
1990-08-16,1.125
1990-08-17,1.125
1990-08-20,1.0
1990-08-21,0.9375
1990-08-22,0.9375
1990-08-23,1.0
1990-08-24,0.9375
1990-08-27,1.0
1990-08-28,1.0
1990-08-29,0.9375
1990-08-30,0.875
1990-08-31,0.9375
1990-09-04,0.875
1990-09-05,0.875
1990-09-06,0.75
1990-09-07,0.75
1990-09-10,0.75
1990-09-11,0.75
1990-09-12,0.75
1990-09-13,0.8125
1990-09-14,0.75
1990-09-17,0.6875
1990-09-18,0.625
1990-09-19,0.625
1990-09-20,0.5625
1990-09-21,0.5
1990-09-24,0.5
1990-09-25,0.625
1990-09-26,0.5625
1990-09-27,0.5
1990-09-28,0.5
1990-10-01,0.5
1990-10-02,0.5625
1990-10-03,0.625
1990-10-04,0.625
1990-10-05,0.5625
1990-10-08,0.5
1990-10-09,0.5
1990-10-10,0.5625
1990-10-11,0.5625
1990-10-12,0.5
1990-10-15,0.5625
1990-10-16,0.5625
1990-10-17,0.5
1990-10-18,0.5625
1990-10-19,0.5
1990-10-22,0.5
1990-10-23,0.5
1990-10-24,0.5
1990-10-25,0.5
1990-10-26,0.5
1990-10-29,0.5
1990-10-30,0.4375
1990-10-31,0.5
1990-11-01,0.4375
1990-11-02,0.4375
1990-11-05,0.375
1990-11-06,0.375
1990-11-07,0.4375
1990-11-08,0.4375
1990-11-09,0.4375
1990-11-12,0.4375
1990-11-13,0.375
1990-11-14,0.375
1990-11-15,0.3125
1990-11-16,0.375
1990-11-19,0.3125
1990-11-20,0.3125
1990-11-21,0.3125
1990-11-23,0.3125
1990-11-26,0.25
1990-11-27,0.375
1990-11-28,0.25
1990-11-29,0.375
1990-11-30,0.3125
1990-12-03,0.3125
1990-12-04,0.3125
1990-12-05,0.3125
1990-12-06,0.3125
1990-12-07,0.3125
1990-12-10,0.25
1990-12-11,0.25
1990-12-12,0.25
1990-12-13,0.25
1990-12-14,0.3125
1990-12-17,0.25
1990-12-18,0.3125
1990-12-19,0.375
1990-12-20,0.3125
1990-12-21,0.3125
1990-12-24,0.3125
1990-12-26,0.25
1990-12-27,0.25
1990-12-28,0.25
1990-12-31,0.3125
1991-01-02,0.375
1991-01-03,0.375
1991-01-04,0.375
1991-01-07,0.3125
1991-01-08,0.3125
1991-01-09,0.3125
1991-01-10,0.3125
1991-01-11,0.3125
1991-01-14,0.3125
1991-01-15,0.375
1991-01-16,0.3125
1991-01-17,0.4375
1991-01-18,0.375
1991-01-21,0.375
1991-01-22,0.3125
1991-01-23,0.4375
1991-01-24,0.4375
1991-01-25,0.5
1991-01-28,0.5625
1991-01-29,0.75
1991-01-30,1.0
1991-01-31,1.0625
1991-02-01,1.375
1991-02-04,1.375
1991-02-05,1.5
1991-02-06,1.625
1991-02-07,1.5
1991-02-08,1.125
1991-02-11,0.8125
1991-02-12,0.875
1991-02-13,1.0
1991-02-14,1.125
1991-02-15,1.25
1991-02-19,1.5
1991-02-20,1.375
1991-02-21,1.25
1991-02-22,1.25
1991-02-25,1.5
1991-02-26,1.375
1991-02-27,1.375
1991-02-28,1.375
1991-03-01,1.375
1991-03-04,1.5
1991-03-05,1.625
1991-03-06,1.5
1991-03-07,1.625
1991-03-08,1.625
1991-03-11,1.5
1991-03-12,1.375
1991-03-13,1.5
1991-03-14,1.625
1991-03-15,1.625
1991-03-18,1.375
1991-03-19,1.5
1991-03-20,1.625
1991-03-21,1.5
1991-03-22,1.5
1991-03-25,1.625
1991-03-26,1.375
1991-03-27,1.5
1991-03-28,1.375
1991-04-01,1.375
1991-04-02,1.375
1991-04-03,1.375
1991-04-04,1.375
1991-04-05,1.25
1991-04-08,1.625
1991-04-09,1.5
1991-04-10,1.625
1991-04-11,1.5
1991-04-12,1.5
1991-04-15,1.375
1991-04-16,1.5
1991-04-17,1.375
1991-04-18,1.375
1991-04-19,1.5
1991-04-22,1.375
1991-04-23,1.375
1991-04-24,1.375
1991-04-25,1.375
1991-04-26,1.375
1991-04-29,1.25
1991-04-30,1.375
1991-05-01,1.5
1991-05-02,1.5
1991-05-03,1.375
1991-05-06,1.5
1991-05-07,1.5
1991-05-08,1.375
1991-05-09,1.25
1991-05-10,1.375
1991-05-13,1.25
1991-05-14,1.25
1991-05-15,1.25
1991-05-16,1.25
1991-05-17,1.375
1991-05-20,1.375
1991-05-21,1.25
1991-05-22,1.125
1991-05-23,1.125
1991-05-24,1.25
1991-05-28,1.25
1991-05-29,1.375
1991-05-30,1.25
1991-05-31,1.25
1991-06-03,1.25
1991-06-04,1.25
1991-06-05,1.25
1991-06-06,1.125
1991-06-07,1.125
1991-06-10,1.125
1991-06-11,1.25
1991-06-12,1.25
1991-06-13,1.125
1991-06-14,1.125
1991-06-17,1.125
1991-06-18,1.125
1991-06-19,1.0
1991-06-20,1.0
1991-06-21,0.9375
1991-06-24,0.8125
1991-06-25,0.875
1991-06-26,0.9375
1991-06-27,1.125
1991-06-28,1.125
1991-07-01,1.125
1991-07-02,1.125
1991-07-03,1.125
1991-07-05,1.125
1991-07-08,1.0
1991-07-09,1.0
1991-07-10,0.9375
1991-07-11,1.0
1991-07-12,1.0
1991-07-15,0.9375
1991-07-16,0.9375
1991-07-17,0.875
1991-07-18,0.8125
1991-07-19,0.875
1991-07-22,0.8125
1991-07-23,0.8125
1991-07-24,0.875
1991-07-25,0.75
1991-07-26,0.8125
1991-07-29,0.75
1991-07-30,0.8125
1991-07-31,0.8125
1991-08-01,0.8125
1991-08-02,0.8125
1991-08-05,0.8125
1991-08-06,0.875
1991-08-07,0.8125
1991-08-08,0.875
1991-08-09,0.8125
1991-08-12,0.875
1991-08-13,0.8125
1991-08-14,0.9375
1991-08-15,0.9375
1991-08-16,0.875
1991-08-19,0.8125
1991-08-20,0.75
1991-08-21,0.8125
1991-08-22,0.875
1991-08-23,0.8125
1991-08-26,0.9375
1991-08-27,1.0
1991-08-28,1.0
1991-08-29,0.9375
1991-08-30,0.875
1991-09-03,0.8125
1991-09-04,0.8125
1991-09-05,0.875
1991-09-06,0.8125
1991-09-09,0.875
1991-09-10,0.75
1991-09-11,0.75
1991-09-12,0.875
1991-09-13,0.8125
1991-09-16,0.8125
1991-09-17,0.8125
1991-09-18,0.75
1991-09-19,0.75
1991-09-20,0.75
1991-09-23,0.6875
1991-09-24,0.6875
1991-09-25,0.6875
1991-09-26,0.6875
1991-09-27,0.75
1991-09-30,0.625
1991-10-01,0.6875
1991-10-02,0.75
1991-10-03,0.6875
1991-10-04,0.6875
1991-10-07,0.75
1991-10-08,0.8125
1991-10-09,0.75
1991-10-10,0.6875
1991-10-11,0.6875
1991-10-14,0.6875
1991-10-15,0.6875
1991-10-16,0.6875
1991-10-17,0.8125
1991-10-18,0.75
1991-10-21,0.6875
1991-10-22,0.6875
1991-10-23,0.625
1991-10-24,0.5625
1991-10-25,0.5625
1991-10-28,0.5625
1991-10-29,0.5625
1991-10-30,0.5
1991-10-31,0.5
1991-11-01,0.625
1991-11-04,0.5625
1991-11-05,0.5
1991-11-06,0.625
1991-11-07,0.5625
1991-11-08,0.625
1991-11-11,0.625
1991-11-12,0.75
1991-11-13,0.875
1991-11-14,0.75
1991-11-15,0.75
1991-11-18,0.75
1991-11-19,0.6875
1991-11-20,0.6875
1991-11-21,0.75
1991-11-22,0.75
1991-11-25,0.75
1991-11-26,0.8125
1991-11-27,0.6875
1991-11-29,0.6875
1991-12-02,0.6875
1991-12-03,0.6875
1991-12-04,0.6875
1991-12-05,0.6875
1991-12-06,0.75
1991-12-09,0.625
1991-12-10,0.5625
1991-12-11,0.5625
1991-12-12,0.5625
1991-12-13,0.5625
1991-12-16,0.5625
1991-12-17,0.5
1991-12-18,0.5
1991-12-19,0.5625
1991-12-20,0.5625
1991-12-23,0.5625
1991-12-24,0.625
1991-12-26,0.6875
1991-12-27,0.625
1991-12-30,0.75
1991-12-31,0.875
1992-01-02,0.875
1992-01-03,0.875
1992-01-06,0.875
1992-01-07,0.875
1992-01-08,1.0
1992-01-09,1.0
1992-01-10,1.0
1992-01-13,1.0
1992-01-14,1.0
1992-01-15,1.0
1992-01-16,0.875
1992-01-17,0.875
1992-01-20,0.9375
1992-01-21,0.9375
1992-01-22,0.9375
1992-01-23,0.875
1992-01-24,1.0
1992-01-27,1.0
1992-01-28,1.25
1992-01-29,1.75
1992-01-30,2.0
1992-01-31,1.625
1992-02-03,1.625
1992-02-04,1.625
1992-02-05,1.625
1992-02-06,1.5
1992-02-07,1.5
1992-02-10,1.375
1992-02-11,1.5
1992-02-12,1.375
1992-02-13,1.375
1992-02-14,1.5
1992-02-18,1.625
1992-02-19,1.625
1992-02-20,1.5
1992-02-21,1.75
1992-02-24,1.875
1992-02-25,1.75
1992-02-26,1.625
1992-02-27,1.5
1992-02-28,1.5
1992-03-02,1.375
1992-03-03,1.375
1992-03-04,1.5
1992-03-05,1.375
1992-03-06,1.375
1992-03-09,1.5
1992-03-10,1.375
1992-03-11,1.375
1992-03-12,1.375
1992-03-13,1.375
1992-03-16,1.5
1992-03-17,1.5
1992-03-18,1.375
1992-03-19,1.375
1992-03-20,1.375
1992-03-23,1.375
1992-03-24,1.25
1992-03-25,1.25
1992-03-26,1.125
1992-03-27,1.125
1992-03-30,1.25
1992-03-31,1.125
1992-04-01,1.0
1992-04-02,0.875
1992-04-03,0.9375
1992-04-06,0.5625
1992-04-07,0.5
1992-04-08,0.6875
1992-04-09,0.75
1992-04-10,0.75
1992-04-13,0.8125
1992-04-14,0.75
1992-04-15,0.6875
1992-04-16,0.5625
1992-04-20,0.5625
1992-04-21,0.5625
1992-04-22,0.625
1992-04-23,0.6875
1992-04-24,0.75
1992-04-27,0.8125
1992-04-28,0.75
1992-04-29,0.75
1992-04-30,0.6875
1992-05-01,0.75
1992-05-04,0.6875
1992-05-05,0.6875
1992-05-06,0.6875
1992-05-07,0.625
1992-05-08,0.625
1992-05-11,0.75
1992-05-12,0.6875
1992-05-13,0.6875
1992-05-14,0.625
1992-05-15,0.625
1992-05-18,0.625
1992-05-19,0.6875
1992-05-20,0.625
1992-05-21,0.625
1992-05-22,0.625
1992-05-26,0.5625
1992-05-27,0.625
1992-05-28,0.75
1992-05-29,0.75
1992-06-01,0.75
1992-06-02,0.75
1992-06-03,0.75
1992-06-04,0.8125
1992-06-05,0.8125
1992-06-08,0.8125
1992-06-09,0.75
1992-06-10,0.75
1992-06-11,0.625
1992-06-12,0.6875
1992-06-15,0.625
1992-06-16,0.625
1992-06-17,0.625
1992-06-18,0.5625
1992-06-19,0.5625
1992-06-22,0.625
1992-06-23,0.5625
1992-06-24,0.625
1992-06-25,0.5625
1992-06-26,0.625
1992-06-29,0.5625
1992-06-30,0.5625
1992-07-01,0.5625
1992-07-02,0.625
1992-07-06,0.625
1992-07-07,0.5625
1992-07-08,0.5625
1992-07-09,0.625
1992-07-10,0.5625
1992-07-13,0.5625
1992-07-14,0.625
1992-07-15,0.5625
1992-07-16,0.5625
1992-07-17,0.625
1992-07-20,0.5
1992-07-21,0.5625
1992-07-22,0.625
1992-07-23,0.5625
1992-07-24,0.5625
1992-07-27,0.5625
1992-07-28,0.5625
1992-07-29,0.625
1992-07-30,0.625
1992-07-31,0.625
1992-08-03,0.625
1992-08-04,0.625
1992-08-05,0.625
1992-08-06,0.625
1992-08-07,0.625
1992-08-10,0.625
1992-08-11,0.5625
1992-08-12,0.625
1992-08-13,0.5625
1992-08-14,0.5625
1992-08-17,0.625
1992-08-18,0.625
1992-08-19,0.625
1992-08-20,0.5625
1992-08-21,0.5625
1992-08-24,0.5625
1992-08-25,0.5
1992-08-26,0.625
1992-08-27,0.5
1992-08-28,0.625
1992-08-31,0.5625
1992-09-01,0.5625
1992-09-02,0.625
1992-09-03,0.5625
1992-09-04,0.625
1992-09-08,0.625
1992-09-09,0.5625
1992-09-10,0.5
1992-09-11,0.625
1992-09-14,0.625
1992-09-15,0.5625
1992-09-16,0.5625
1992-09-17,0.5
1992-09-18,0.5625
1992-09-21,0.5625
1992-09-22,0.5625
1992-09-23,0.5625
1992-09-24,0.625
1992-09-25,0.5625
1992-09-28,0.5
1992-09-29,0.5625
1992-09-30,0.625
1992-10-01,0.5625
1992-10-02,0.5625
1992-10-05,0.5625
1992-10-06,0.5
1992-10-07,0.5
1992-10-08,0.5
1992-10-09,0.5
1992-10-12,0.5
1992-10-13,0.5
1992-10-14,0.5
1992-10-15,0.5
1992-10-16,0.5
1992-10-19,0.5625
1992-10-20,0.5
1992-10-21,0.5625
1992-10-22,0.5
1992-10-23,0.5
1992-10-26,0.5
1992-10-27,0.4375
1992-10-28,0.5
1992-10-29,0.5
1992-10-30,0.5
1992-11-02,0.5
1992-11-03,0.625
1992-11-04,0.6875
1992-11-05,0.75
1992-11-06,0.625
1992-11-09,0.625
1992-11-10,0.625
1992-11-11,0.625
1992-11-12,0.625
1992-11-13,0.5625
1992-11-16,0.625
1992-11-17,0.6875
1992-11-18,0.5625
1992-11-19,0.5
1992-11-20,0.5
1992-11-23,0.5625
1992-11-24,0.5
1992-11-25,0.5625
1992-11-27,0.5
1992-11-30,0.5
1992-12-01,0.5
1992-12-02,0.5625
1992-12-03,0.5
1992-12-04,0.5
1992-12-07,0.5625
1992-12-08,0.625
1992-12-09,0.5
1992-12-10,0.5
1992-12-11,0.5
1992-12-14,0.5
1992-12-15,0.5
1992-12-16,0.5
1992-12-17,0.5625
1992-12-18,0.5
1992-12-21,0.5
1992-12-22,0.5
1992-12-23,0.5
1992-12-24,0.5
1992-12-28,0.5
1992-12-29,0.5
1992-12-30,0.5625
1992-12-31,0.5
1993-01-04,0.5
1993-01-05,0.5625
1993-01-06,0.5625
1993-01-07,0.625
1993-01-08,0.625
1993-01-11,0.625
1993-01-12,0.5625
1993-01-13,0.625
1993-01-14,0.875
1993-01-15,0.75
1993-01-18,0.75
1993-01-19,0.75
1993-01-20,0.75
1993-01-21,0.75
1993-01-22,0.75
1993-01-25,0.75
1993-01-26,0.75
1993-01-27,0.75
1993-01-28,0.75
1993-01-29,0.75
1993-02-01,0.75
1993-02-02,0.6875
1993-02-03,0.75
1993-02-04,0.6875
1993-02-05,0.75
1993-02-08,0.6875
1993-02-09,0.75
1993-02-10,0.75
1993-02-11,0.6875
1993-02-12,0.6875
1993-02-16,0.625
1993-02-17,0.75
1993-02-18,0.625
1993-02-19,0.6875
1993-02-22,0.6875
1993-02-23,0.625
1993-02-24,0.625
1993-02-25,0.625
1993-02-26,0.625
1993-03-01,0.625
1993-03-02,0.6875
1993-03-03,0.6875
1993-03-04,0.6875
1993-03-05,0.625
1993-03-08,0.625
1993-03-09,0.6875
1993-03-10,0.625
1993-03-11,0.625
1993-03-12,0.625
1993-03-15,0.625
1993-03-16,0.625
1993-03-17,0.6875
1993-03-18,0.625
1993-03-19,0.625
1993-03-22,0.625
1993-03-23,0.625
1993-03-24,0.625
1993-03-25,0.625
1993-03-26,0.625
1993-03-29,0.625
1993-03-30,0.625
1993-03-31,0.6875
1993-04-01,0.625
1993-04-02,0.625
1993-04-05,0.625
1993-04-06,0.5625
1993-04-07,0.5625
1993-04-08,0.5625
1993-04-12,0.5625
1993-04-13,0.5625
1993-04-14,0.5625
1993-04-15,0.625
1993-04-16,0.625
1993-04-19,0.625
1993-04-20,0.5625
1993-04-21,0.5625
1993-04-22,0.625
1993-04-23,0.6875
1993-04-26,0.625
1993-04-27,0.6875
1993-04-28,0.6875
1993-04-29,0.625
1993-04-30,0.625
1993-05-03,0.625
1993-05-04,0.625
1993-05-05,0.5625
1993-05-06,0.6875
1993-05-07,0.6875
1993-05-10,0.625
1993-05-11,0.6875
1993-05-12,0.6875
1993-05-13,0.625
1993-05-14,0.6875
1993-05-17,0.625
1993-05-18,0.625
1993-05-19,0.5625
1993-05-20,0.5625
1993-05-21,0.5625
1993-05-24,0.5
1993-05-25,0.5
1993-05-26,0.5
1993-05-27,0.5
1993-05-28,0.5625
1993-06-01,0.5
1993-06-02,0.5
1993-06-03,0.5
1993-06-04,0.4375
1993-06-07,0.4375
1993-06-08,0.5
1993-06-09,0.5
1993-06-10,0.4375
1993-06-11,0.4375
1993-06-14,0.5
1993-06-15,0.5
1993-06-16,0.5
1993-06-17,0.5
1993-06-18,0.5
1993-06-21,0.4375
1993-06-22,0.375
1993-06-23,0.4375
1993-06-24,0.4375
1993-06-25,0.375
1993-06-28,0.375
1993-06-29,0.4375
1993-06-30,0.375
1993-07-01,0.4375
1993-07-02,0.4375
1993-07-06,0.375
1993-07-07,0.4375
1993-07-08,0.375
1993-07-09,0.4375
1993-07-12,0.375
1993-07-13,0.4375
1993-07-14,0.4375
1993-07-15,0.375
1993-07-16,0.375
1993-07-19,0.375
1993-07-20,0.375
1993-07-21,0.4375
1993-07-22,0.375
1993-07-23,0.375
1993-07-26,0.3125
1993-07-27,0.375
1993-07-28,0.3125
1993-07-29,0.375
1993-07-30,0.375
1993-08-02,0.375
1993-08-03,0.4375
1993-08-04,0.4375
1993-08-05,0.4375
1993-08-06,0.4375
1993-08-09,0.4375
1993-08-10,0.375
1993-08-11,0.4375
1993-08-12,0.4375
1993-08-13,0.5
1993-08-16,0.5
1993-08-17,0.5
1993-08-18,0.4375
1993-08-19,0.4375
1993-08-20,0.5
1993-08-23,0.375
1993-08-24,0.4375
1993-08-25,0.375
1993-08-26,0.5
1993-08-27,0.5
1993-08-30,0.5
1993-08-31,0.5
1993-09-01,0.5
1993-09-02,0.4375
1993-09-03,0.4375
1993-09-07,0.4375
1993-09-08,0.4375
1993-09-09,0.4375
1993-09-10,0.4375
1993-09-13,0.4375
1993-09-14,0.4375
1993-09-15,0.5
1993-09-16,0.5
1993-09-17,0.4375
1993-09-20,0.5
1993-09-21,0.5
1993-09-22,0.4375
1993-09-23,0.4375
1993-09-24,0.5
1993-09-27,0.375
1993-09-28,0.375
1993-09-29,0.375
1993-09-30,0.375
1993-10-01,10.25
1993-10-04,10.0
1993-10-05,10.125
1993-10-06,10.25
1993-10-07,10.5
1993-10-08,10.5
1993-10-11,10.375
1993-10-12,10.625
1993-10-13,11.0
1993-10-14,10.875
1993-10-15,10.625
1993-10-18,10.125
1993-10-19,9.75
1993-10-20,9.875
1993-10-21,10.125
1993-10-22,10.0
1993-10-25,10.125
1993-10-26,10.125
1993-10-27,10.125
1993-10-28,10.125
1993-10-29,10.125
1993-11-01,10.25
1993-11-02,10.125
1993-11-03,10.25
1993-11-04,10.0
1993-11-05,9.875
1993-11-08,9.875
1993-11-09,9.875
1993-11-10,9.75
1993-11-11,9.75
1993-11-12,9.625
1993-11-15,9.625
1993-11-16,9.5
1993-11-17,9.375
1993-11-18,9.625
1993-11-19,9.25
1993-11-22,9.0
1993-11-23,8.875
1993-11-24,8.75
1993-11-26,8.75
1993-11-29,8.875
1993-11-30,8.875
1993-12-01,9.375
1993-12-02,9.375
1993-12-03,9.625
1993-12-06,10.0
1993-12-07,9.875
1993-12-08,9.875
1993-12-09,10.0
1993-12-10,9.875
1993-12-13,9.75
1993-12-14,9.625
1993-12-15,9.5
1993-12-16,9.375
1993-12-17,9.5
1993-12-20,9.75
1993-12-21,9.625
1993-12-22,9.5
1993-12-23,9.25
1993-12-27,9.125
1993-12-28,9.25
1993-12-29,9.25
1993-12-30,9.75
1993-12-31,9.75
1994-01-03,9.625
1994-01-04,9.75
1994-01-05,9.75
1994-01-06,10.5
1994-01-07,10.75
1994-01-10,10.875
1994-01-11,10.75
1994-01-12,10.875
1994-01-13,10.625
1994-01-14,10.5
1994-01-17,10.5
1994-01-18,10.5
1994-01-19,10.25
1994-01-20,10.0
1994-01-21,10.125
1994-01-24,10.25
1994-01-25,10.125
1994-01-26,10.25
1994-01-27,10.25
1994-01-28,10.5
1994-01-31,11.0
1994-02-01,10.375
1994-02-02,10.625
1994-02-03,10.375
1994-02-04,10.25
1994-02-07,10.25
1994-02-08,10.125
1994-02-09,10.375
1994-02-10,10.375
1994-02-11,10.125
1994-02-14,10.25
1994-02-15,10.25
1994-02-16,10.125
1994-02-17,10.125
1994-02-18,10.0
1994-02-22,9.875
1994-02-23,9.875
1994-02-24,9.625
1994-02-25,9.625
1994-02-28,9.5
1994-03-01,9.5
1994-03-02,9.375
1994-03-03,9.0
1994-03-04,9.25
1994-03-07,9.0
1994-03-08,9.0
1994-03-09,8.875
1994-03-10,8.625
1994-03-11,8.875
1994-03-14,8.75
1994-03-15,8.75
1994-03-16,8.75
1994-03-17,8.75
1994-03-18,8.875
1994-03-21,8.5
1994-03-22,8.75
1994-03-23,8.875
1994-03-24,8.5
1994-03-25,8.75
1994-03-28,8.5
1994-03-29,8.0
1994-03-30,7.75
1994-03-31,7.5
1994-04-04,7.0
1994-04-05,7.5
1994-04-06,7.625
1994-04-07,8.25
1994-04-08,8.125
1994-04-11,8.125
1994-04-12,8.0
1994-04-13,7.75
1994-04-14,7.75
1994-04-15,7.875
1994-04-18,7.625
1994-04-19,7.75
1994-04-20,7.5
1994-04-21,7.625
1994-04-22,7.375
1994-04-25,7.5
1994-04-26,7.625
1994-04-28,7.25
1994-04-29,7.5
1994-05-02,7.75
1994-05-03,7.875
1994-05-04,7.875
1994-05-05,8.0
1994-05-06,7.75
1994-05-09,7.75
1994-05-10,7.875
1994-05-11,7.75
1994-05-12,7.875
1994-05-13,7.5
1994-05-16,7.375
1994-05-17,7.125
1994-05-18,7.25
1994-05-19,7.125
1994-05-20,7.25
1994-05-23,7.125
1994-05-24,7.125
1994-05-25,7.0
1994-05-26,7.0
1994-05-27,6.875
1994-05-31,7.0
1994-06-01,6.75
1994-06-02,6.75
1994-06-03,6.875
1994-06-06,7.0
1994-06-07,6.75
1994-06-08,6.625
1994-06-09,6.375
1994-06-10,6.25
1994-06-13,5.75
1994-06-14,6.125
1994-06-15,6.25
1994-06-16,6.125
1994-06-17,6.125
1994-06-20,6.25
1994-06-21,6.25
1994-06-22,6.125
1994-06-23,6.125
1994-06-24,6.0
1994-06-27,6.0
1994-06-28,5.875
1994-06-29,5.875
1994-06-30,6.25
1994-07-01,6.125
1994-07-05,5.875
1994-07-06,6.0
1994-07-07,6.0
1994-07-08,6.125
1994-07-11,6.0
1994-07-12,6.25
1994-07-13,6.375
1994-07-14,6.25
1994-07-15,6.625
1994-07-18,6.5
1994-07-19,6.25
1994-07-20,6.25
1994-07-21,6.25
1994-07-22,6.25
1994-07-25,6.25
1994-07-26,6.125
1994-07-27,5.875
1994-07-28,6.125
1994-07-29,6.125
1994-08-01,6.125
1994-08-02,6.25
1994-08-03,6.125
1994-08-04,6.0
1994-08-05,6.0
1994-08-08,6.125
1994-08-09,6.125
1994-08-10,6.0
1994-08-11,6.0
1994-08-12,5.875
1994-08-15,6.0
1994-08-16,5.875
1994-08-17,6.125
1994-08-18,6.0
1994-08-19,6.0
1994-08-22,6.0
1994-08-23,5.75
1994-08-24,5.625
1994-08-25,5.75
1994-08-26,5.75
1994-08-29,5.75
1994-08-30,5.75
1994-08-31,5.875
1994-09-01,5.75
1994-09-02,5.875
1994-09-06,5.625
1994-09-07,5.875
1994-09-08,5.875
1994-09-09,5.875
1994-09-12,5.875
1994-09-13,5.75
1994-09-14,6.0
1994-09-15,5.875
1994-09-16,6.0
1994-09-19,6.125
1994-09-20,5.875
1994-09-21,5.75
1994-09-22,6.0
1994-09-23,5.875
1994-09-26,6.25
1994-09-27,5.875
1994-09-28,5.75
1994-09-29,5.75
1994-09-30,5.875
1994-10-03,5.875
1994-10-04,5.625
1994-10-05,5.625
1994-10-06,5.5
1994-10-07,5.5
1994-10-10,5.625
1994-10-11,5.625
1994-10-12,5.875
1994-10-13,5.875
1994-10-14,5.75
1994-10-17,5.875
1994-10-18,5.75
1994-10-19,5.75
1994-10-20,5.75
1994-10-21,5.625
1994-10-24,5.625
1994-10-25,5.625
1994-10-26,5.75
1994-10-27,5.625
1994-10-28,5.625
1994-10-31,6.0
1994-11-01,5.625
1994-11-02,5.5
1994-11-03,5.5
1994-11-04,5.5
1994-11-07,5.625
1994-11-08,5.625
1994-11-09,5.375
1994-11-10,5.25
1994-11-11,5.25
1994-11-14,5.5
1994-11-15,5.375
1994-11-16,5.375
1994-11-17,5.25
1994-11-18,5.25
1994-11-21,5.25
1994-11-22,5.25
1994-11-23,5.125
1994-11-25,5.125
1994-11-28,5.125
1994-11-29,5.125
1994-11-30,5.25
1994-12-01,5.25
1994-12-02,5.25
1994-12-05,5.375
1994-12-06,5.375
1994-12-07,5.25
1994-12-08,5.375
1994-12-09,5.375
1994-12-12,5.375
1994-12-13,5.25
1994-12-14,5.5
1994-12-15,5.625
1994-12-16,5.625
1994-12-19,5.625
1994-12-20,5.375
1994-12-21,5.375
1994-12-22,5.25
1994-12-23,5.375
1994-12-27,5.5
1994-12-28,5.375
1994-12-29,5.5
1994-12-30,5.5
1995-01-03,5.5
1995-01-04,5.5
1995-01-05,5.5
1995-01-06,5.375
1995-01-09,5.625
1995-01-10,5.625
1995-01-11,5.5
1995-01-12,5.5
1995-01-13,5.5
1995-01-16,5.5
1995-01-17,5.5
1995-01-18,5.625
1995-01-19,5.625
1995-01-20,5.5
1995-01-23,5.625
1995-01-24,5.5
1995-01-25,5.625
1995-01-26,5.625
1995-01-27,5.5
1995-01-30,5.625
1995-01-31,5.625
1995-02-01,5.625
1995-02-02,5.625
1995-02-03,5.5
1995-02-06,5.625
1995-02-07,5.625
1995-02-08,5.75
1995-02-09,5.875
1995-02-10,5.875
1995-02-13,6.0
1995-02-14,6.125
1995-02-15,6.25
1995-02-16,6.125
1995-02-17,6.125
1995-02-21,6.25
1995-02-22,6.125
1995-02-23,6.0
1995-02-24,6.0
1995-02-27,6.0
1995-02-28,6.0
1995-03-01,6.0
1995-03-02,6.0
1995-03-03,5.875
1995-03-06,5.875
1995-03-07,5.875
1995-03-08,5.875
1995-03-09,5.875
1995-03-10,5.75
1995-03-13,5.875
1995-03-14,5.875
1995-03-15,5.875
1995-03-16,5.875
1995-03-17,5.875
1995-03-20,5.75
1995-03-21,5.875
1995-03-22,5.875
1995-03-23,6.0
1995-03-24,6.0
1995-03-27,5.875
1995-03-28,5.875
1995-03-29,5.875
1995-03-30,5.875
1995-03-31,5.875
1995-04-03,5.875
1995-04-04,6.0
1995-04-05,5.875
1995-04-06,6.0
1995-04-07,6.125
1995-04-10,6.0
1995-04-11,6.0
1995-04-12,5.875
1995-04-13,6.0
1995-04-17,6.0
1995-04-18,6.0
1995-04-19,6.0
1995-04-20,6.0
1995-04-21,6.125
1995-04-24,6.25
1995-04-25,6.25
1995-04-26,6.4375
1995-04-27,6.625
1995-04-28,6.75
1995-05-01,6.875
1995-05-02,7.0
1995-05-03,6.875
1995-05-04,7.0
1995-05-05,7.25
1995-05-08,7.625
1995-05-09,8.0
1995-05-10,7.75
1995-05-11,7.5
1995-05-12,7.5
1995-05-15,7.375
1995-05-16,7.25
1995-05-17,7.375
1995-05-18,7.375
1995-05-19,7.375
1995-05-22,7.25
1995-05-23,7.375
1995-05-24,7.375
1995-05-25,7.375
1995-05-26,7.3125
1995-05-30,7.25
1995-05-31,7.25
1995-06-01,7.5
1995-06-02,7.5
1995-06-05,7.125
1995-06-06,7.125
1995-06-07,7.125
1995-06-08,7.25
1995-06-09,7.25
1995-06-12,7.1875
1995-06-13,7.25
1995-06-14,7.375
1995-06-15,7.5
1995-06-16,7.5625
1995-06-19,7.4375
1995-06-20,7.25
1995-06-21,7.25
1995-06-22,7.375
1995-06-23,7.375
1995-06-26,7.25
1995-06-27,7.25
1995-06-28,7.125
1995-06-29,7.125
1995-06-30,7.3125
1995-07-03,7.25
1995-07-05,7.25
