Date,JPM
1980-03-17,5.037037000000001
1980-03-18,5.0740739999999995
1980-03-19,5.148148
1980-03-20,5.111111
1980-03-21,5.222222
1980-03-24,5.092593
1980-03-25,5.0740739999999995
1980-03-26,5.111111
1980-03-27,5.0740739999999995
1980-03-28,5.018518
1980-03-31,5.1666669999999995
1980-04-01,5.111111
1980-04-02,5.296296
1980-04-03,5.5
1980-04-07,5.537037000000001
1980-04-08,5.444445
1980-04-09,5.370369999999999
1980-04-10,5.481482
1980-04-11,5.481482
1980-04-14,5.462962999999999
1980-04-15,5.3333330000000005
1980-04-16,5.4259260000000005
1980-04-17,5.3333330000000005
1980-04-18,5.296296
1980-04-21,5.1666669999999995
1980-04-22,5.3333330000000005
1980-04-23,5.3333330000000005
1980-04-24,5.296296
1980-04-25,5.222222
1980-04-28,5.3333330000000005
1980-04-29,5.351852
1980-04-30,5.407407
1980-05-01,5.5
1980-05-02,5.555555
1980-05-05,5.851852
1980-05-06,5.759258999999999
1980-05-07,5.851852
1980-05-08,5.8333330000000005
1980-05-09,5.796296
1980-05-12,5.777778
1980-05-13,5.759258999999999
1980-05-14,5.777778
1980-05-15,5.759258999999999
1980-05-16,5.740741000000001
1980-05-19,5.870369999999999
1980-05-20,5.759258999999999
1980-05-21,5.722222
1980-05-22,5.777778
1980-05-23,5.851852
1980-05-27,5.796296
1980-05-28,5.888889
1980-05-29,5.814815
1980-05-30,5.796296
1980-06-02,5.759258999999999
1980-06-03,5.796296
1980-06-04,5.944445
1980-06-05,5.9259260000000005
1980-06-06,6.222222
1980-06-09,5.9259260000000005
1980-06-10,6.018518
1980-06-11,6.129630000000001
1980-06-12,6.111111
1980-06-13,6.370369999999999
1980-06-16,6.148148
1980-06-17,6.148148
1980-06-18,6.018518
1980-06-19,5.814815
1980-06-20,5.777778
1980-06-23,5.759258999999999
1980-06-24,5.9259260000000005
1980-06-25,5.944445
1980-06-26,5.9259260000000005
1980-06-27,5.944445
1980-06-30,5.9259260000000005
1980-07-01,5.9259260000000005
1980-07-02,5.944445
1980-07-03,5.962962999999999
1980-07-07,5.962962999999999
1980-07-08,5.962962999999999
1980-07-09,5.944445
1980-07-10,6.0
1980-07-11,6.018518
1980-07-14,6.222222
1980-07-15,6.148148
1980-07-16,6.240741000000001
1980-07-17,6.277778
1980-07-18,6.3333330000000005
1980-07-21,6.648148
1980-07-22,6.407407
1980-07-23,6.240741000000001
1980-07-24,6.277778
1980-07-25,6.203704
1980-07-28,6.148148
1980-07-29,6.185185
1980-07-30,6.203704
1980-07-31,6.203704
1980-08-01,6.148148
1980-08-04,6.092593
1980-08-05,6.018518
1980-08-06,6.055555
1980-08-07,6.148148
1980-08-08,6.111111
1980-08-11,6.0740739999999995
1980-08-12,6.092593
1980-08-13,6.055555
1980-08-14,6.0740739999999995
1980-08-15,6.222222
1980-08-18,6.148148
1980-08-19,6.129630000000001
1980-08-20,6.111111
1980-08-21,6.129630000000001
1980-08-22,6.148148
1980-08-25,6.148148
1980-08-26,6.222222
1980-08-27,6.092593
1980-08-28,6.037037000000001
1980-08-29,6.0740739999999995
1980-09-02,6.1666669999999995
1980-09-03,6.388889
1980-09-04,6.314815
1980-09-05,6.277778
1980-09-08,6.314815
1980-09-09,6.1666669999999995
1980-09-10,6.222222
1980-09-11,6.3333330000000005
1980-09-12,6.314815
1980-09-15,6.351852
1980-09-16,6.314815
1980-09-17,6.3333330000000005
1980-09-18,6.351852
1980-09-19,6.3333330000000005
1980-09-22,6.314815
1980-09-23,6.3333330000000005
1980-09-24,6.296296
1980-09-25,6.203704
1980-09-26,5.907407
1980-09-29,5.814815
1980-09-30,5.870369999999999
1980-10-01,5.814815
1980-10-02,5.907407
1980-10-03,6.018518
1980-10-06,6.0740739999999995
1980-10-07,6.111111
1980-10-08,6.111111
1980-10-09,6.129630000000001
1980-10-10,6.129630000000001
1980-10-13,6.185185
1980-10-14,6.185185
1980-10-15,6.0740739999999995
1980-10-16,6.092593
1980-10-17,6.111111
1980-10-20,6.092593
1980-10-21,6.092593
1980-10-22,6.0740739999999995
1980-10-23,6.037037000000001
1980-10-24,6.037037000000001
1980-10-27,6.0740739999999995
1980-10-28,6.092593
1980-10-29,6.092593
1980-10-30,6.092593
1980-10-31,6.092593
1980-11-03,6.0740739999999995
1980-11-05,6.0740739999999995
1980-11-06,5.888889
1980-11-07,5.888889
1980-11-10,5.9259260000000005
1980-11-11,6.0
1980-11-12,6.092593
1980-11-13,6.222222
1980-11-14,6.240741000000001
1980-11-17,6.0740739999999995
1980-11-18,6.0740739999999995
1980-11-19,5.9259260000000005
1980-11-20,5.907407
1980-11-21,5.814815
1980-11-24,5.851852
1980-11-25,5.870369999999999
1980-11-26,5.8333330000000005
1980-11-28,5.8333330000000005
1980-12-01,5.777778
1980-12-02,5.796296
1980-12-03,5.759258999999999
1980-12-04,5.814815
1980-12-05,5.759258999999999
1980-12-08,5.777778
1980-12-09,5.722222
1980-12-10,5.740741000000001
1980-12-11,5.759258999999999
1980-12-12,5.722222
1980-12-15,5.759258999999999
1980-12-16,5.814815
1980-12-17,6.0
1980-12-18,6.1666669999999995
1980-12-19,6.185185
1980-12-22,6.277778
1980-12-23,6.1666669999999995
1980-12-24,6.203704
1980-12-26,6.185185
1980-12-29,6.185185
1980-12-30,6.185185
1980-12-31,6.314815
1981-01-02,6.351852
1981-01-05,6.722222
1981-01-06,6.629630000000001
1981-01-07,6.444445
1981-01-08,6.518518
1981-01-09,6.740741000000001
1981-01-12,6.925926
1981-01-13,6.962963
1981-01-14,7.018517999999999
1981-01-15,7.148148
1981-01-16,7.1666669999999995
1981-01-19,7.037037
1981-01-20,7.0
1981-01-21,6.907407000000001
1981-01-22,6.907407000000001
1981-01-23,6.925926
1981-01-26,6.814814999999999
1981-01-27,6.907407000000001
1981-01-28,6.851852
1981-01-29,6.814814999999999
1981-01-30,6.796296000000001
1981-02-02,6.740741000000001
1981-02-03,7.037037
1981-02-04,6.981482000000001
1981-02-05,7.111111
1981-02-06,6.925926
1981-02-09,7.0
1981-02-10,7.185185000000001
1981-02-11,7.185185000000001
1981-02-12,7.314814999999999
1981-02-13,7.240741000000001
1981-02-17,7.240741000000001
1981-02-18,7.222222
1981-02-19,7.185185000000001
1981-02-20,7.259258999999999
1981-02-23,7.3333330000000005
1981-02-24,7.3333330000000005
1981-02-25,7.462963
1981-02-26,7.518517999999999
1981-02-27,7.481482000000001
1981-03-02,7.444445
1981-03-03,7.407407000000001
1981-03-04,7.462963
1981-03-05,7.462963
1981-03-06,7.444445
1981-03-09,7.388889
1981-03-10,7.518517999999999
1981-03-11,7.5
1981-03-12,7.518517999999999
1981-03-13,7.629630000000001
1981-03-16,7.740741000000001
1981-03-17,7.814814999999999
1981-03-18,7.962963
1981-03-19,7.981482000000001
1981-03-20,7.925926
1981-03-23,7.814814999999999
1981-03-24,7.8333330000000005
1981-03-25,7.851852
1981-03-26,7.814814999999999
1981-03-27,7.722222
1981-03-30,7.814814999999999
1981-03-31,7.870369999999999
1981-04-01,8.0
1981-04-02,7.888889
1981-04-03,7.851852
1981-04-06,7.814814999999999
1981-04-07,7.851852
1981-04-08,7.870369999999999
1981-04-09,7.962963
1981-04-10,8.0
1981-04-13,7.925926
1981-04-14,7.962963
1981-04-15,8.018517999999998
1981-04-16,8.111111
1981-04-20,8.148149
1981-04-21,8.166667
1981-04-22,8.148149
1981-04-23,8.166667
1981-04-24,8.296296
1981-04-27,8.259259
1981-04-28,8.37037
1981-04-29,8.222222
1981-04-30,8.074074000000001
1981-05-01,7.962963
1981-05-04,7.907407000000001
1981-05-05,7.814814999999999
1981-05-06,7.6666669999999995
1981-05-07,7.703703999999999
1981-05-08,7.796296000000001
1981-05-11,7.777778
1981-05-12,7.6666669999999995
1981-05-13,7.759258999999999
1981-05-14,7.814814999999999
1981-05-15,7.777778
1981-05-18,7.907407000000001
1981-05-19,8.222222
1981-05-20,8.148149
1981-05-21,8.12963
1981-05-22,8.407408
1981-05-26,8.444445
1981-05-27,8.407408
1981-05-28,8.462963
1981-05-29,8.518517999999998
1981-06-01,8.592592
