Date,BWA
1994-02-24,3.859375
1994-02-25,3.78125
1994-02-28,3.84375
1994-03-01,3.8125
1994-03-02,3.765625
1994-03-03,3.75
1994-03-04,3.75
1994-03-07,3.84375
1994-03-08,4.0
1994-03-09,4.0625
1994-03-10,4.0625
1994-03-11,4.0625
1994-03-14,4.078125
1994-03-15,4.125
1994-03-16,4.1875
1994-03-17,4.21875
1994-03-18,4.203125
1994-03-21,4.15625
1994-03-22,4.109375
1994-03-23,4.125
1994-03-24,4.0625
1994-03-25,4.0625
1994-03-28,4.0
1994-03-29,3.9375
1994-03-30,3.765625
1994-03-31,3.734375
1994-04-04,3.671875
1994-04-05,3.796875
1994-04-06,3.8125
1994-04-07,3.9375
1994-04-08,3.875
1994-04-11,3.828125
1994-04-12,3.71875
1994-04-13,3.625
1994-04-14,3.59375
1994-04-15,3.484375
1994-04-18,3.4375
1994-04-19,3.1875
1994-04-20,3.09375
1994-04-21,3.21875
1994-04-22,3.234375
1994-04-25,3.25
1994-04-26,3.28125
1994-04-28,3.375
1994-04-29,3.28125
1994-05-02,3.1875
1994-05-03,3.21875
1994-05-04,3.28125
1994-05-05,3.3125
1994-05-06,3.25
1994-05-09,3.296875
1994-05-10,3.328125
1994-05-11,3.296875
1994-05-12,3.296875
1994-05-13,3.21875
1994-05-16,3.234375
1994-05-17,3.21875
1994-05-18,3.234375
1994-05-19,3.1875
1994-05-20,3.125
1994-05-23,3.046875
1994-05-24,3.015625
1994-05-25,3.0
1994-05-26,3.125
1994-05-27,3.109375
1994-05-31,3.046875
1994-06-01,2.96875
1994-06-02,2.9375
1994-06-03,2.953125
1994-06-06,2.953125
1994-06-07,2.96875
1994-06-08,2.96875
1994-06-09,2.921875
1994-06-10,2.9375
1994-06-13,2.9375
1994-06-14,2.9375
1994-06-15,2.96875
1994-06-16,2.921875
1994-06-17,3.0
1994-06-20,2.984375
1994-06-21,2.9375
1994-06-22,2.9375
1994-06-23,2.90625
1994-06-24,2.890625
1994-06-27,2.875
1994-06-28,2.859375
1994-06-29,2.859375
1994-06-30,2.828125
1994-07-01,2.828125
1994-07-05,2.828125
1994-07-06,3.125
1994-07-07,3.1875
1994-07-08,3.25
1994-07-11,3.28125
1994-07-12,3.25
1994-07-13,3.28125
1994-07-14,3.515625
1994-07-15,3.40625
1994-07-18,3.34375
1994-07-19,3.4375
1994-07-20,3.484375
1994-07-21,3.53125
1994-07-22,3.59375
1994-07-25,3.5625
1994-07-26,3.59375
1994-07-27,3.59375
1994-07-28,3.625
1994-07-29,3.609375
1994-08-01,3.53125
1994-08-02,3.609375
1994-08-03,3.625
1994-08-04,3.53125
1994-08-05,3.46875
1994-08-08,3.28125
1994-08-09,3.25
1994-08-10,3.28125
1994-08-11,3.25
1994-08-12,3.46875
1994-08-15,3.390625
1994-08-16,3.46875
1994-08-17,3.390625
1994-08-18,3.40625
1994-08-19,3.390625
1994-08-22,3.40625
1994-08-23,3.390625
1994-08-24,3.296875
1994-08-25,3.203125
1994-08-26,3.234375
1994-08-29,3.28125
1994-08-30,3.328125
1994-08-31,3.328125
1994-09-01,3.3125
1994-09-02,3.296875
1994-09-06,3.265625
1994-09-07,3.234375
1994-09-08,3.1875
1994-09-09,3.15625
1994-09-12,3.046875
1994-09-13,3.078125
1994-09-14,3.109375
1994-09-15,3.125
1994-09-16,3.21875
1994-09-19,3.265625
1994-09-20,3.1875
1994-09-21,3.25
1994-09-22,3.3125
1994-09-23,3.25
1994-09-26,3.171875
1994-09-27,3.171875
1994-09-28,3.1875
1994-09-29,3.203125
1994-09-30,3.171875
1994-10-03,3.140625
1994-10-04,3.03125
1994-10-05,2.890625
1994-10-06,2.890625
1994-10-07,2.84375
1994-10-10,2.875
1994-10-11,2.875
1994-10-12,2.875
1994-10-13,2.84375
1994-10-14,2.84375
1994-10-17,2.828125
1994-10-18,2.828125
1994-10-19,2.828125
1994-10-20,2.828125
1994-10-21,2.84375
1994-10-24,2.84375
1994-10-25,2.84375
1994-10-26,2.828125
1994-10-27,2.859375
1994-10-28,2.875
1994-10-31,2.8125
1994-11-01,2.828125
1994-11-02,2.84375
1994-11-03,2.90625
1994-11-04,3.03125
1994-11-07,3.0625
1994-11-08,2.96875
1994-11-09,3.0
1994-11-10,3.0
1994-11-11,2.984375
1994-11-14,3.0
1994-11-15,2.96875
1994-11-16,3.0625
1994-11-17,3.03125
1994-11-18,3.0
1994-11-21,2.984375
1994-11-22,2.75
1994-11-23,2.78125
1994-11-25,2.796875
1994-11-28,2.890625
1994-11-29,2.859375
1994-11-30,2.9375
1994-12-01,2.9375
1994-12-02,2.90625
1994-12-05,2.890625
1994-12-06,2.921875
1994-12-07,2.921875
1994-12-08,2.875
1994-12-09,2.890625
1994-12-12,2.890625
1994-12-13,2.921875
1994-12-14,3.015625
1994-12-15,3.0
1994-12-16,3.03125
1994-12-19,3.03125
1994-12-20,2.96875
1994-12-21,2.984375
1994-12-22,3.0
1994-12-23,3.078125
1994-12-27,3.03125
1994-12-28,3.09375
1994-12-29,3.125
1994-12-30,3.140625
1995-01-03,3.15625
1995-01-04,3.1875
1995-01-05,3.171875
1995-01-06,3.21875
1995-01-09,3.25
1995-01-10,3.234375
1995-01-11,3.171875
1995-01-12,3.171875
1995-01-13,3.140625
1995-01-16,3.1875
1995-01-17,3.21875
1995-01-18,3.109375
1995-01-19,3.0625
1995-01-20,2.96875
1995-01-23,3.046875
1995-01-24,3.0625
1995-01-25,3.0625
1995-01-26,3.03125
1995-01-27,2.96875
1995-01-30,2.9375
1995-01-31,2.828125
1995-02-01,2.875
1995-02-02,2.90625
1995-02-03,2.875
1995-02-06,2.859375
1995-02-07,2.859375
1995-02-08,2.921875
1995-02-09,3.0
1995-02-10,3.0
1995-02-13,3.046875
1995-02-14,3.09375
1995-02-15,3.15625
1995-02-16,3.15625
1995-02-17,3.140625
1995-02-21,3.1875
1995-02-22,3.1875
1995-02-23,3.125
1995-02-24,3.140625
1995-02-27,3.125
1995-02-28,3.140625
1995-03-01,3.140625
1995-03-02,3.125
1995-03-03,3.0625
1995-03-06,3.0625
1995-03-07,3.0625
1995-03-08,3.015625
1995-03-09,3.046875
1995-03-10,3.046875
1995-03-13,3.015625
1995-03-14,3.046875
1995-03-15,3.046875
1995-03-16,3.011719
1995-03-17,3.015625
1995-03-20,3.046875
1995-03-21,3.0
1995-03-22,3.015625
1995-03-23,3.015625
1995-03-24,3.015625
1995-03-27,3.015625
1995-03-28,3.03125
1995-03-29,3.03125
1995-03-30,3.03125
1995-03-31,3.03125
1995-04-03,3.03125
1995-04-04,3.015625
1995-04-05,3.0
1995-04-06,3.0
1995-04-07,3.015625
1995-04-10,2.984375
1995-04-11,2.96875
1995-04-12,2.9375
1995-04-13,2.984375
1995-04-17,3.03125
1995-04-18,3.015625
1995-04-19,3.03125
1995-04-20,3.015625
1995-04-21,3.09375
1995-04-24,3.109375
1995-04-25,3.125
1995-04-26,3.140625
1995-04-27,3.203125
1995-04-28,3.21875
1995-05-01,3.21875
1995-05-02,3.25
1995-05-03,3.171875
1995-05-04,3.171875
1995-05-05,3.1875
1995-05-08,3.234375
1995-05-09,3.28125
1995-05-10,3.265625
1995-05-11,3.265625
1995-05-12,3.3125
1995-05-15,3.359375
1995-05-16,3.4375
1995-05-17,3.390625
1995-05-18,3.359375
1995-05-19,3.421875
1995-05-22,3.453125
1995-05-23,3.46875
1995-05-24,3.390625
1995-05-25,3.28125
1995-05-26,3.234375
1995-05-30,3.1875
1995-05-31,3.171875
1995-06-01,3.25
1995-06-02,3.375
1995-06-05,3.40625
1995-06-06,3.4375
1995-06-07,3.484375
1995-06-08,3.5625
1995-06-09,3.5
1995-06-12,3.421875
1995-06-13,3.375
1995-06-14,3.359375
1995-06-15,3.359375
1995-06-16,3.390625
1995-06-19,3.4375
1995-06-20,3.5
1995-06-21,3.484375
1995-06-22,3.46875
1995-06-23,3.453125
1995-06-26,3.5
1995-06-27,3.4375
1995-06-28,3.578125
1995-06-29,3.53125
1995-06-30,3.5625
1995-07-03,3.625
1995-07-05,3.734375
1995-07-06,3.765625
1995-07-07,3.921875
1995-07-10,4.078125
1995-07-11,4.0625
1995-07-12,4.078125
1995-07-13,4.078125
1995-07-14,4.03125
1995-07-17,3.890625
1995-07-18,3.9375
1995-07-19,3.859375
1995-07-20,3.890625
1995-07-21,3.9375
1995-07-24,3.96875
1995-07-25,4.03125
1995-07-26,4.0625
1995-07-27,4.09375
1995-07-28,4.09375
1995-07-31,4.0625
1995-08-01,4.09375
1995-08-02,4.078125
1995-08-03,4.109375
1995-08-04,4.0625
1995-08-07,4.046875
1995-08-08,4.0
1995-08-09,4.0
1995-08-10,3.9375
1995-08-11,3.9375
1995-08-14,3.859375
1995-08-15,3.875
1995-08-16,3.90625
1995-08-17,3.953125
1995-08-18,3.96875
1995-08-21,3.96875
1995-08-22,3.96875
1995-08-23,3.96875
1995-08-24,3.96875
1995-08-25,3.859375
1995-08-28,3.8125
1995-08-29,3.75
1995-08-30,3.71875
1995-08-31,3.71875
1995-09-01,3.875
1995-09-05,4.09375
1995-09-06,4.1875
1995-09-07,3.9375
1995-09-08,4.015625
1995-09-11,3.953125
1995-09-12,3.84375
1995-09-13,3.828125
1995-09-14,3.75
1995-09-15,3.75
1995-09-18,3.78125
1995-09-19,3.875
1995-09-20,3.90625
1995-09-21,3.96875
1995-09-22,3.9375
1995-09-25,3.890625
1995-09-26,3.84375
1995-09-27,3.78125
1995-09-28,3.8125
1995-09-29,4.0
1995-10-02,3.953125
1995-10-03,3.9375
1995-10-04,3.890625
1995-10-05,3.875
1995-10-06,3.875
1995-10-09,3.828125
1995-10-10,3.796875
1995-10-11,3.78125
1995-10-12,3.75
1995-10-13,3.734375
1995-10-16,3.75
1995-10-17,3.75
1995-10-18,3.703125
1995-10-19,3.609375
1995-10-20,3.515625
1995-10-23,3.5
1995-10-24,3.5
1995-10-25,3.5625
1995-10-26,3.46875
1995-10-27,3.484375
1995-10-30,3.5625
1995-10-31,3.6875
1995-11-01,3.796875
1995-11-02,3.78125
1995-11-03,3.84375
1995-11-06,3.8125
1995-11-07,3.78125
1995-11-08,3.859375
1995-11-09,3.859375
1995-11-10,3.84375
1995-11-13,3.875
1995-11-14,3.859375
1995-11-15,3.90625
1995-11-16,3.9375
1995-11-17,3.90625
1995-11-20,3.84375
1995-11-21,3.8125
1995-11-22,3.828125
1995-11-24,3.796875
1995-11-27,3.78125
1995-11-28,3.796875
1995-11-29,3.734375
1995-11-30,3.703125
1995-12-01,3.71875
1995-12-04,3.828125
1995-12-05,3.859375
1995-12-06,3.9375
1995-12-07,3.96875
1995-12-08,3.921875
1995-12-11,3.828125
1995-12-12,3.78125
1995-12-13,3.75
1995-12-14,3.859375
1995-12-15,3.84375
1995-12-18,3.765625
1995-12-19,3.8125
1995-12-20,3.859375
1995-12-21,3.828125
1995-12-22,3.875
1995-12-26,3.890625
1995-12-27,3.921875
1995-12-28,4.0
1995-12-29,4.0
1996-01-02,4.015625
1996-01-03,4.015625
1996-01-04,4.0
1996-01-05,4.0
1996-01-08,4.015625
1996-01-09,3.9375
1996-01-10,3.9375
1996-01-11,3.953125
1996-01-12,3.828125
1996-01-15,3.765625
1996-01-16,3.734375
1996-01-17,3.796875
1996-01-18,3.765625
1996-01-19,3.703125
1996-01-22,3.796875
1996-01-23,3.828125
1996-01-24,3.78125
1996-01-25,3.796875
1996-01-26,3.75
1996-01-29,3.640625
1996-01-30,3.625
1996-01-31,3.625
1996-02-01,3.578125
1996-02-02,3.640625
1996-02-05,3.71875
1996-02-06,3.734375
1996-02-07,3.8125
1996-02-08,3.828125
1996-02-09,3.84375
1996-02-12,3.84375
1996-02-13,3.9375
1996-02-14,4.046875
1996-02-15,4.078125
1996-02-16,4.0625
1996-02-20,3.984375
1996-02-21,4.078125
1996-02-22,4.046875
1996-02-23,4.078125
1996-02-26,4.0625
1996-02-27,4.109375
1996-02-28,4.125
1996-02-29,4.09375
1996-03-01,4.109375
1996-03-04,4.109375
1996-03-05,4.140625
1996-03-06,4.140625
1996-03-07,4.078125
1996-03-08,3.984375
1996-03-11,3.96875
1996-03-12,4.0
1996-03-13,4.015625
1996-03-14,4.0
1996-03-15,4.03125
1996-03-18,4.09375
1996-03-19,4.140625
1996-03-20,4.171875
1996-03-21,4.125
1996-03-22,4.15625
1996-03-25,4.109375
1996-03-26,4.125
1996-03-27,4.171875
1996-03-28,4.203125
1996-03-29,4.15625
1996-04-01,4.296875
1996-04-02,4.3125
1996-04-03,4.390625
1996-04-04,4.4375
1996-04-08,4.359375
1996-04-09,4.359375
1996-04-10,4.375
1996-04-11,4.328125
1996-04-12,4.296875
1996-04-15,4.328125
1996-04-16,4.375
1996-04-17,4.578125
1996-04-18,4.5
1996-04-19,4.453125
1996-04-22,4.5
1996-04-23,4.5
1996-04-24,4.421875
1996-04-25,4.46875
1996-04-26,4.84375
1996-04-29,4.765625
1996-04-30,4.765625
1996-05-01,4.796875
1996-05-02,4.828125
1996-05-03,4.84375
1996-05-06,4.78125
1996-05-07,4.84375
1996-05-08,4.796875
1996-05-09,4.765625
1996-05-10,4.765625
1996-05-13,4.9375
1996-05-14,4.921875
1996-05-15,4.984375
1996-05-16,5.0
1996-05-17,5.0625
1996-05-20,5.109375
1996-05-21,5.125
1996-05-22,5.078125
1996-05-23,5.15625
1996-05-24,5.125
1996-05-28,5.078125
1996-05-29,5.03125
1996-05-30,5.015625
1996-05-31,4.953125
1996-06-03,5.046875
1996-06-04,5.09375
1996-06-05,5.125
1996-06-06,5.125
1996-06-07,5.109375
1996-06-10,5.140625
1996-06-11,5.15625
1996-06-12,5.203125
1996-06-13,5.328125
1996-06-14,5.1875
1996-06-17,4.84375
1996-06-18,4.9375
1996-06-19,5.0625
1996-06-20,4.984375
1996-06-21,4.953125
1996-06-24,5.0
1996-06-25,5.015625
1996-06-26,4.984375
1996-06-27,4.96875
1996-06-28,4.9375
1996-07-01,4.953125
1996-07-02,4.984375
1996-07-03,4.96875
1996-07-05,4.9375
1996-07-08,4.96875
1996-07-09,5.015625
1996-07-10,4.9375
1996-07-11,4.78125
1996-07-12,4.78125
1996-07-15,4.78125
1996-07-16,4.65625
1996-07-17,4.609375
1996-07-18,4.796875
1996-07-19,4.6875
1996-07-22,4.59375
1996-07-23,4.546875
1996-07-24,4.421875
1996-07-25,4.296875
1996-07-26,4.296875
1996-07-29,4.265625
1996-07-30,4.28125
1996-07-31,4.375
1996-08-01,4.4375
1996-08-02,4.53125
1996-08-05,4.515625
1996-08-06,4.546875
1996-08-07,4.5625
1996-08-08,4.578125
1996-08-09,4.578125
1996-08-12,4.5625
1996-08-13,4.5625
1996-08-14,4.65625
1996-08-15,4.609375
1996-08-16,4.6875
1996-08-19,4.71875
1996-08-20,4.75
1996-08-21,4.75
1996-08-22,4.765625
1996-08-23,4.765625
1996-08-26,4.71875
1996-08-27,4.734375
1996-08-28,4.71875
1996-08-29,4.71875
1996-08-30,4.6875
1996-09-03,4.640625
1996-09-04,4.625
1996-09-05,4.609375
1996-09-06,4.640625
1996-09-09,4.703125
1996-09-10,4.671875
1996-09-11,4.625
1996-09-12,4.625
1996-09-13,4.609375
1996-09-16,4.5625
1996-09-17,4.578125
1996-09-18,4.515625
1996-09-19,4.515625
1996-09-20,4.53125
1996-09-23,4.515625
1996-09-24,4.546875
1996-09-25,4.546875
1996-09-26,4.359375
1996-09-27,4.390625
1996-09-30,4.4375
1996-10-01,4.40625
1996-10-02,4.40625
1996-10-03,4.375
1996-10-04,4.375
1996-10-07,4.25
1996-10-08,4.296875
1996-10-09,4.25
1996-10-10,4.25
1996-10-11,4.34375
1996-10-14,4.359375
1996-10-15,4.25
1996-10-16,4.21875
1996-10-17,4.203125
1996-10-18,4.390625
1996-10-21,4.375
1996-10-22,4.4375
1996-10-23,4.53125
1996-10-24,4.59375
1996-10-25,4.671875
1996-10-28,4.78125
1996-10-29,4.734375
1996-10-30,4.71875
1996-10-31,4.796875
1996-11-01,4.8125
1996-11-04,4.84375
1996-11-05,4.9375
1996-11-06,4.90625
1996-11-07,4.9375
1996-11-08,4.9375
1996-11-11,4.90625
1996-11-12,4.84375
1996-11-13,4.84375
1996-11-14,4.890625
1996-11-15,4.9375
1996-11-18,4.890625
1996-11-19,4.9375
1996-11-20,4.984375
1996-11-21,4.921875
1996-11-22,4.9375
1996-11-25,4.96875
1996-11-26,5.046875
1996-11-27,4.96875
1996-11-29,5.0
1996-12-02,4.984375
1996-12-03,4.875
1996-12-04,4.828125
1996-12-05,4.890625
1996-12-06,4.890625
1996-12-09,4.859375
1996-12-10,4.84375
1996-12-11,4.84375
1996-12-12,4.796875
1996-12-13,4.75
1996-12-16,4.765625
1996-12-17,4.734375
1996-12-18,4.78125
1996-12-19,4.640625
1996-12-20,4.65625
1996-12-23,4.734375
1996-12-24,4.703125
1996-12-26,4.765625
1996-12-27,4.8125
1996-12-30,4.875
1996-12-31,4.8125
1997-01-02,4.796875
1997-01-03,4.84375
1997-01-06,4.953125
1997-01-07,4.953125
1997-01-08,4.96875
1997-01-09,4.984375
1997-01-10,4.96875
1997-01-13,4.9375
1997-01-14,4.90625
1997-01-15,4.921875
1997-01-16,4.953125
1997-01-17,4.96875
1997-01-20,4.984375
1997-01-21,5.109375
1997-01-22,5.265625
1997-01-23,5.25
1997-01-24,5.203125
1997-01-27,5.203125
1997-01-28,5.109375
1997-01-29,5.03125
1997-01-30,4.984375
1997-01-31,4.984375
1997-02-03,4.9375
1997-02-04,4.890625
1997-02-05,4.90625
1997-02-06,5.0
1997-02-07,5.109375
1997-02-10,5.109375
1997-02-11,5.109375
1997-02-12,5.125
1997-02-13,5.140625
1997-02-14,5.140625
1997-02-18,5.109375
1997-02-19,5.046875
1997-02-20,5.0
1997-02-21,4.96875
1997-02-24,4.90625
1997-02-25,5.046875
1997-02-26,5.078125
1997-02-27,4.96875
1997-02-28,4.9375
1997-03-03,5.0
1997-03-04,5.0
1997-03-05,4.96875
1997-03-06,4.984375
1997-03-07,4.984375
1997-03-10,5.0
1997-03-11,5.0
1997-03-12,5.015625
1997-03-13,4.953125
1997-03-14,4.984375
1997-03-17,5.0
1997-03-18,4.9375
1997-03-19,4.96875
1997-03-20,5.03125
1997-03-21,5.046875
1997-03-24,5.0625
1997-03-25,5.25
1997-03-26,5.3125
1997-03-27,5.328125
1997-03-31,5.328125
1997-04-01,5.40625
1997-04-02,5.34375
1997-04-03,5.359375
1997-04-04,5.359375
1997-04-07,5.578125
1997-04-08,5.625
1997-04-09,5.5
1997-04-10,5.515625
1997-04-11,5.484375
1997-04-14,5.453125
1997-04-15,5.53125
1997-04-16,5.5625
1997-04-17,5.484375
1997-04-18,5.453125
1997-04-21,5.421875
1997-04-22,5.40625
1997-04-23,5.3125
1997-04-24,5.421875
1997-04-25,5.359375
1997-04-28,5.34375
1997-04-29,5.25
1997-04-30,5.25
1997-05-01,5.375
1997-05-02,5.421875
1997-05-05,5.609375
1997-05-06,5.796875
1997-05-07,5.6875
1997-05-08,5.65625
1997-05-09,5.765625
1997-05-12,5.921875
1997-05-13,6.0
1997-05-14,6.0625
1997-05-15,6.0
1997-05-16,6.03125
1997-05-19,5.90625
1997-05-20,5.859375
1997-05-21,6.03125
1997-05-22,6.015625
1997-05-23,6.203125
1997-05-27,6.09375
1997-05-28,6.125
1997-05-29,6.09375
1997-05-30,6.09375
1997-06-02,6.25
1997-06-03,6.328125
1997-06-04,6.21875
1997-06-05,6.25
1997-06-06,6.265625
1997-06-09,6.34375
1997-06-10,6.296875
1997-06-11,6.34375
1997-06-12,6.40625
1997-06-13,6.59375
1997-06-16,6.5625
1997-06-17,6.5
1997-06-18,6.46875
1997-06-19,6.5
1997-06-20,6.5
1997-06-23,6.515625
1997-06-24,6.515625
1997-06-25,6.3125
1997-06-26,6.296875
1997-06-27,6.3125
1997-06-30,6.65625
1997-07-01,6.75
1997-07-02,6.6875
1997-07-03,6.7421880000000005
1997-07-07,6.625
1997-07-08,6.7421880000000005
1997-07-09,6.6875
1997-07-10,6.75
1997-07-11,6.9296880000000005
1997-07-14,6.96875
1997-07-15,7.0546880000000005
1997-07-16,7.125
1997-07-17,7.125
1997-07-18,7.1171880000000005
1997-07-21,7.0703130000000005
1997-07-22,7.21875
1997-07-23,7.125
1997-07-24,6.96875
1997-07-25,6.921875
1997-07-28,6.9609380000000005
1997-07-29,6.90625
1997-07-30,7.0
1997-07-31,6.96875
1997-08-01,7.0078130000000005
1997-08-04,7.0
1997-08-05,6.9921880000000005
1997-08-06,7.0
1997-08-07,6.984375
1997-08-08,6.859375
1997-08-11,6.859375
1997-08-12,6.734375
1997-08-13,6.6875
1997-08-14,6.671875
1997-08-15,6.453125
1997-08-18,6.304688
1997-08-19,6.507813
1997-08-20,6.6640630000000005
1997-08-21,6.53125
1997-08-22,6.5546880000000005
1997-08-25,6.5703130000000005
1997-08-26,6.515625
1997-08-27,6.5
1997-08-28,6.5
1997-08-29,6.515625
1997-09-02,6.640625
1997-09-03,6.7421880000000005
1997-09-04,6.8046880000000005
1997-09-05,6.890625
1997-09-08,6.8203130000000005
1997-09-09,6.9375
1997-09-10,6.9375
1997-09-11,6.9765630000000005
1997-09-12,7.0078130000000005
1997-09-15,6.9921880000000005
1997-09-16,7.09375
1997-09-17,7.171875
1997-09-18,7.109375
1997-09-19,7.0859380000000005
1997-09-22,7.0859380000000005
1997-09-23,7.0078130000000005
1997-09-24,6.9921880000000005
1997-09-25,6.9765630000000005
1997-09-26,6.8984380000000005
1997-09-29,6.984375
1997-09-30,7.109375
1997-10-01,7.3125
1997-10-02,7.375
1997-10-03,7.328125
1997-10-06,7.359375
1997-10-07,7.578125
1997-10-08,7.53125
1997-10-09,7.609375
1997-10-10,7.5
1997-10-13,7.578125
1997-10-14,7.515625
1997-10-15,7.4609380000000005
1997-10-16,7.53125
1997-10-17,7.2421880000000005
1997-10-20,7.28125
1997-10-21,7.4765630000000005
1997-10-22,7.390625
1997-10-23,7.0546880000000005
1997-10-24,7.078125
1997-10-27,6.71875
1997-10-28,6.734375
1997-10-29,6.8359380000000005
1997-10-30,6.6953130000000005
1997-10-31,6.8125
1997-11-03,6.875
1997-11-04,6.9921880000000005
1997-11-05,7.1015630000000005
1997-11-06,6.890625
1997-11-07,6.671875
1997-11-10,6.5546880000000005
1997-11-11,6.484375
1997-11-12,6.34375
1997-11-13,6.375
1997-11-14,6.25
1997-11-17,6.09375
1997-11-18,6.085938
1997-11-19,6.070313
1997-11-20,5.96875
1997-11-21,5.96875
1997-11-24,5.828125
1997-11-25,5.765625
1997-11-26,5.765625
1997-11-28,5.890625
1997-12-01,6.015625
1997-12-02,6.125
1997-12-03,6.210938
1997-12-04,6.0625
1997-12-05,6.007813
1997-12-08,6.0625
1997-12-09,6.085938
1997-12-10,5.96875
1997-12-11,5.84375
1997-12-12,5.921875
1997-12-15,6.0625
1997-12-16,6.1875
1997-12-17,6.234375
1997-12-18,6.210938
1997-12-19,6.34375
1997-12-22,6.226563
1997-12-23,6.226563
1997-12-24,6.242188
1997-12-26,6.296875
1997-12-29,6.460938
1997-12-30,6.453125
1997-12-31,6.5
1998-01-02,6.460938
1998-01-05,6.453125
1998-01-06,6.476563
1998-01-07,6.5
1998-01-08,6.414063
1998-01-09,6.203125
1998-01-12,6.203125
1998-01-13,6.359375
1998-01-14,6.460938
1998-01-15,6.5859380000000005
1998-01-16,6.5546880000000005
1998-01-20,6.6484380000000005
1998-01-21,6.7265630000000005
1998-01-22,6.5546880000000005
1998-01-23,6.6640630000000005
1998-01-26,6.609375
1998-01-27,6.734375
1998-01-28,6.78125
1998-01-29,6.640625
1998-01-30,6.6953130000000005
1998-02-02,6.828125
1998-02-03,6.8046880000000005
1998-02-04,6.75
1998-02-05,6.65625
1998-02-06,6.6015630000000005
1998-02-09,6.6875
1998-02-10,6.6953130000000005
1998-02-11,6.8359380000000005
1998-02-12,6.859375
1998-02-13,6.875
1998-02-17,6.921875
1998-02-18,6.953125
1998-02-19,7.078125
1998-02-20,7.140625
1998-02-23,7.234375
1998-02-24,7.34375
1998-02-25,7.328125
1998-02-26,7.421875
1998-02-27,7.328125
1998-03-02,7.5078130000000005
1998-03-03,7.515625
1998-03-04,7.609375
1998-03-05,7.4296880000000005
1998-03-06,7.625
1998-03-09,7.7421880000000005
1998-03-10,7.6640630000000005
1998-03-11,7.65625
1998-03-12,7.671875
1998-03-13,7.671875
1998-03-16,7.65625
1998-03-17,7.609375
1998-03-18,7.75
1998-03-19,7.7734380000000005
1998-03-20,7.890625
1998-03-23,8.007813
1998-03-24,8.046875
