Date,XYL
2011-10-13,24.25
2011-10-14,25.35
2011-10-17,25.16
2011-10-18,25.24
2011-10-19,24.75
2011-10-20,24.75
2011-10-21,25.540001
2011-10-24,25.77
2011-10-25,25.75
2011-10-26,25.02
2011-10-27,25.620001000000002
2011-10-28,25.82
2011-10-31,26.74
2011-11-01,27.309998999999998
2011-11-02,26.620001000000002
2011-11-03,26.389999
2011-11-04,25.190001000000002
2011-11-07,24.6
2011-11-08,24.940001000000002
2011-11-09,23.889999
2011-11-10,23.65
2011-11-11,23.790001
2011-11-14,23.93
2011-11-15,23.99
2011-11-16,24.120001000000002
2011-11-17,23.85
2011-11-18,23.93
2011-11-21,23.620001000000002
2011-11-22,23.629998999999998
2011-11-23,23.68
2011-11-25,23.0
2011-11-28,23.49
2011-11-29,23.27
2011-11-30,23.9
2011-12-01,24.27
2011-12-02,24.25
2011-12-05,25.09
2011-12-06,24.83
2011-12-07,24.57
2011-12-08,23.879998999999998
2011-12-09,24.35
2011-12-12,23.92
2011-12-13,23.85
2011-12-14,23.41
2011-12-15,23.92
2011-12-16,24.67
2011-12-19,24.25
2011-12-20,24.309998999999998
2011-12-21,24.92
2011-12-22,24.83
2011-12-23,24.91
2011-12-27,25.049999
2011-12-28,25.559998999999998
2011-12-29,25.950001
2011-12-30,25.690001000000002
2012-01-03,25.139999
2012-01-04,25.969998999999998
2012-01-05,25.6
2012-01-06,25.17
2012-01-09,25.27
2012-01-10,25.58
2012-01-11,26.059998999999998
2012-01-12,25.700001
2012-01-13,25.629998999999998
2012-01-17,25.629998999999998
2012-01-18,26.99
2012-01-19,26.620001000000002
2012-01-20,26.360001
2012-01-23,25.75
2012-01-24,26.139999
2012-01-25,26.6
2012-01-26,25.940001000000002
2012-01-27,25.809998999999998
2012-01-30,25.92
2012-01-31,25.91
2012-02-01,26.82
2012-02-02,26.65
2012-02-03,27.030001000000002
2012-02-06,26.780001000000002
2012-02-07,27.219998999999998
2012-02-08,27.389999
2012-02-09,27.129998999999998
2012-02-10,27.07
2012-02-13,27.030001000000002
2012-02-14,26.92
2012-02-15,27.0
2012-02-16,27.15
2012-02-17,27.59
2012-02-21,27.82
2012-02-22,27.530001000000002
2012-02-23,27.780001000000002
2012-02-24,27.26
2012-02-27,27.360001
2012-02-28,26.84
2012-02-29,25.98
2012-03-01,26.690001000000002
2012-03-02,26.6
2012-03-05,26.219998999999998
2012-03-06,25.85
2012-03-07,26.209999
2012-03-08,26.620001000000002
2012-03-09,27.25
2012-03-12,27.530001000000002
2012-03-13,28.42
2012-03-14,28.360001
2012-03-15,28.73
2012-03-16,28.190001000000002
2012-03-19,27.940001000000002
2012-03-20,27.309998999999998
2012-03-21,27.33
2012-03-22,27.219998999999998
2012-03-23,27.200001
2012-03-26,27.85
2012-03-27,27.99
2012-03-28,27.959999
2012-03-29,27.66
2012-03-30,27.75
2012-04-02,28.32
2012-04-03,28.25
2012-04-04,27.799999
2012-04-05,27.969998999999998
2012-04-09,27.360001
2012-04-10,26.940001000000002
2012-04-11,27.0
2012-04-12,27.32
2012-04-13,26.83
2012-04-16,26.9
2012-04-17,27.200001
2012-04-18,27.65
2012-04-19,27.1
2012-04-20,27.360001
2012-04-23,26.889999
2012-04-24,27.1
2012-04-25,27.700001
2012-04-26,28.1
2012-04-27,28.379998999999998
2012-04-30,27.879998999999998
2012-05-01,27.66
2012-05-02,27.76
2012-05-03,27.299999
2012-05-04,26.450001
2012-05-07,26.209999
2012-05-08,26.360001
2012-05-09,26.129998999999998
2012-05-10,26.139999
2012-05-11,26.030001000000002
2012-05-14,25.43
2012-05-15,25.209999
2012-05-16,25.370001000000002
2012-05-17,24.42
2012-05-18,24.67
2012-05-21,25.34
2012-05-22,25.59
2012-05-23,25.790001
2012-05-24,26.139999
2012-05-25,25.65
2012-05-29,25.889999
2012-05-30,25.450001
2012-05-31,25.33
2012-06-01,24.48
2012-06-04,24.51
2012-06-05,24.58
2012-06-06,25.49
2012-06-07,25.74
2012-06-08,25.92
2012-06-11,25.51
2012-06-12,25.58
2012-06-13,25.17
2012-06-14,25.0
2012-06-15,25.32
2012-06-18,25.129998999999998
2012-06-19,25.08
2012-06-20,24.719998999999998
2012-06-21,24.280001000000002
2012-06-22,24.02
2012-06-25,23.610001
2012-06-26,23.92
2012-06-27,24.290001
2012-06-28,24.59
2012-06-29,25.17
2012-07-02,25.040001
2012-07-03,25.68
2012-07-05,25.530001000000002
2012-07-06,25.200001
2012-07-09,25.0
2012-07-10,24.360001
2012-07-11,23.93
2012-07-12,23.18
2012-07-13,23.309998999999998
2012-07-16,23.16
2012-07-17,23.65
2012-07-18,23.93
2012-07-19,24.120001000000002
2012-07-20,23.790001
2012-07-23,23.879998999999998
2012-07-24,23.59
2012-07-25,23.91
2012-07-26,23.73
2012-07-27,24.200001
2012-07-30,24.200001
2012-07-31,23.98
2012-08-01,23.9
2012-08-02,23.57
2012-08-03,24.030001000000002
2012-08-06,24.129998999999998
2012-08-07,24.24
2012-08-08,24.15
2012-08-09,24.469998999999998
2012-08-10,24.459999
2012-08-13,24.51
2012-08-14,24.059998999999998
2012-08-15,24.290001
2012-08-16,24.940001000000002
2012-08-17,25.139999
2012-08-20,25.290001
2012-08-21,25.200001
2012-08-22,25.02
2012-08-23,24.629998999999998
2012-08-24,24.5
2012-08-27,24.139999
2012-08-28,24.049999
2012-08-29,24.01
2012-08-30,24.09
2012-08-31,24.290001
2012-09-04,24.0
2012-09-05,24.07
2012-09-06,24.969998999999998
2012-09-07,25.1
2012-09-10,24.58
2012-09-11,25.379998999999998
2012-09-12,25.0
2012-09-13,25.360001
2012-09-14,25.57
2012-09-17,25.34
2012-09-18,25.709999
2012-09-19,25.98
2012-09-20,25.6
2012-09-21,25.440001000000002
2012-09-24,25.5
2012-09-25,25.41
2012-09-26,24.98
2012-09-27,25.299999
2012-09-28,25.15
2012-10-01,25.24
2012-10-02,25.25
2012-10-03,25.02
2012-10-04,25.15
2012-10-05,25.139999
2012-10-08,25.110001
2012-10-09,24.790001
2012-10-10,24.559998999999998
2012-10-11,24.32
2012-10-12,24.610001
2012-10-15,24.73
2012-10-16,25.370001000000002
2012-10-17,25.08
2012-10-18,24.639999
2012-10-19,24.219998999999998
2012-10-22,24.290001
2012-10-23,24.200001
2012-10-24,23.440001000000002
2012-10-25,23.709999
2012-10-26,23.59
2012-10-31,24.26
2012-11-01,25.4
2012-11-02,25.629998999999998
2012-11-05,26.0
2012-11-06,26.049999
2012-11-07,25.309998999999998
2012-11-08,24.92
2012-11-09,24.709999
2012-11-12,24.76
2012-11-13,24.530001000000002
2012-11-14,24.049999
2012-11-15,24.030001000000002
2012-11-16,24.190001000000002
2012-11-19,24.84
2012-11-20,25.120001000000002
2012-11-21,25.34
2012-11-23,25.52
2012-11-26,25.860001
2012-11-27,25.629998999999998
2012-11-28,25.940001000000002
2012-11-29,26.129998999999998
2012-11-30,26.09
2012-12-03,25.77
2012-12-04,25.700001
2012-12-05,26.0
2012-12-06,26.09
2012-12-07,26.379998999999998
2012-12-10,26.48
2012-12-11,26.629998999999998
2012-12-12,26.790001
2012-12-13,26.690001000000002
2012-12-14,26.76
2012-12-17,26.549999
2012-12-18,27.200001
2012-12-19,27.57
2012-12-20,26.84
2012-12-21,26.76
2012-12-24,26.870001000000002
2012-12-26,26.780001000000002
2012-12-27,26.85
2012-12-28,26.43
2012-12-31,27.1
2013-01-02,27.5
2013-01-03,27.41
2013-01-04,27.370001000000002
2013-01-07,27.01
2013-01-08,26.68
2013-01-09,27.1
2013-01-10,27.48
2013-01-11,27.18
2013-01-14,27.209999
2013-01-15,27.129998999999998
2013-01-16,26.950001
2013-01-17,27.42
2013-01-18,27.51
2013-01-22,27.68
2013-01-23,27.9
2013-01-24,27.98
2013-01-25,27.700001
2013-01-28,27.92
2013-01-29,27.969998999999998
2013-01-30,27.940001000000002
2013-01-31,27.93
2013-02-01,28.01
2013-02-04,27.549999
2013-02-05,27.77
2013-02-06,27.85
2013-02-07,26.91
2013-02-08,27.09
2013-02-11,27.459999
2013-02-12,27.950001
2013-02-13,28.26
2013-02-14,28.469998999999998
2013-02-15,28.280001000000002
2013-02-19,28.76
2013-02-20,27.959999
2013-02-21,27.68
2013-02-22,27.790001
2013-02-25,27.02
2013-02-26,27.0
2013-02-27,27.469998999999998
2013-02-28,27.5
2013-03-01,27.49
2013-03-04,27.49
2013-03-05,28.450001
2013-03-06,29.34
2013-03-07,28.4
2013-03-08,28.43
2013-03-11,28.76
2013-03-12,28.530001000000002
2013-03-13,28.469998999999998
2013-03-14,28.709999
2013-03-15,28.959999
2013-03-18,28.780001000000002
2013-03-19,28.440001000000002
2013-03-20,28.51
2013-03-21,28.559998999999998
2013-03-22,28.440001000000002
2013-03-25,27.73
2013-03-26,27.690001000000002
2013-03-27,27.290001
2013-03-28,27.559998999999998
2013-04-01,27.25
2013-04-02,27.219998999999998
2013-04-03,27.120001000000002
2013-04-04,27.719998999999998
2013-04-05,27.6
2013-04-08,27.85
2013-04-09,27.959999
2013-04-10,28.690001000000002
2013-04-11,28.860001
2013-04-12,28.6
2013-04-15,27.42
2013-04-16,27.66
2013-04-17,27.280001000000002
2013-04-18,27.040001
2013-04-19,26.99
2013-04-22,26.84
2013-04-23,27.389999
2013-04-24,27.690001000000002
2013-04-25,27.860001
2013-04-26,27.709999
2013-04-29,28.25
2013-04-30,27.75
2013-05-01,27.5
2013-05-02,27.440001000000002
2013-05-03,27.360001
2013-05-06,27.41
2013-05-07,27.68
2013-05-08,28.110001
2013-05-09,27.879998999999998
2013-05-10,27.799999
2013-05-13,27.540001
2013-05-14,28.309998999999998
2013-05-15,28.6
2013-05-16,28.639999
2013-05-17,28.93
2013-05-20,28.879998999999998
2013-05-21,28.700001
2013-05-22,28.51
2013-05-23,28.049999
2013-05-24,27.85
2013-05-28,28.059998999999998
2013-05-29,28.049999
2013-05-30,28.549999
2013-05-31,28.139999
2013-06-03,28.25
2013-06-04,27.860001
2013-06-05,27.200001
2013-06-06,27.299999
2013-06-07,27.549999
2013-06-10,27.5
2013-06-11,27.209999
2013-06-12,27.01
2013-06-13,27.27
2013-06-14,27.120001000000002
2013-06-17,27.27
2013-06-18,27.66
2013-06-19,27.25
2013-06-20,26.41
2013-06-21,26.1
2013-06-24,25.77
2013-06-25,25.93
2013-06-26,26.08
2013-06-27,26.629998999999998
2013-06-28,26.940001000000002
2013-07-01,27.65
2013-07-02,27.5
2013-07-03,27.629998999999998
2013-07-05,27.98
2013-07-08,28.16
2013-07-09,28.540001
2013-07-10,28.969998999999998
2013-07-11,29.030001000000002
2013-07-12,29.08
2013-07-15,29.059998999999998
2013-07-16,28.58
2013-07-17,28.629998999999998
2013-07-18,28.93
2013-07-19,28.790001
2013-07-22,28.870001000000002
2013-07-23,28.709999
