Date,INFO
2014-06-19,26.700001
2014-06-20,26.950001
2014-06-23,26.74
2014-06-24,26.76
2014-06-25,26.9
2014-06-26,26.940001000000002
2014-06-27,26.98
2014-06-30,26.98
2014-07-01,26.74
2014-07-02,26.77
2014-07-03,26.950001
2014-07-07,26.940001000000002
2014-07-08,26.860001
2014-07-09,26.879998999999998
2014-07-10,26.66
2014-07-11,26.68
2014-07-14,26.08
2014-07-15,26.0
2014-07-16,26.049999
2014-07-17,26.040001
2014-07-18,26.049999
2014-07-21,25.799999
2014-07-22,25.6
2014-07-23,25.77
2014-07-24,25.68
2014-07-25,26.049999
2014-07-28,26.129998999999998
2014-07-29,25.959999
2014-07-30,25.99
2014-07-31,25.309998999999998
2014-08-01,25.0
2014-08-04,25.459999
2014-08-05,25.1
2014-08-06,25.209999
2014-08-07,25.4
2014-08-08,25.51
2014-08-11,25.83
2014-08-12,26.17
2014-08-13,25.42
2014-08-14,25.57
2014-08-15,25.450001
2014-08-18,25.43
2014-08-19,25.76
2014-08-20,25.950001
2014-08-21,25.530001000000002
2014-08-22,25.389999
2014-08-25,25.209999
2014-08-26,25.33
2014-08-27,25.219998999999998
2014-08-28,25.01
2014-08-29,25.01
2014-09-02,25.01
2014-09-03,25.389999
2014-09-04,24.889999
2014-09-05,24.879998999999998
2014-09-08,24.68
2014-09-09,24.4
2014-09-10,24.49
2014-09-11,24.799999
2014-09-12,24.469998999999998
2014-09-15,24.48
2014-09-16,24.4
2014-09-17,24.219998999999998
2014-09-18,24.25
2014-09-19,24.18
2014-09-22,24.030001000000002
2014-09-23,23.719998999999998
2014-09-24,23.83
2014-09-25,23.6
2014-09-26,23.709999
2014-09-29,23.66
2014-09-30,23.35
2014-10-01,23.299999
2014-10-02,22.93
2014-10-03,23.26
2014-10-06,22.440001000000002
2014-10-07,21.040001
2014-10-08,22.610001
2014-10-09,22.209999
2014-10-10,21.959999
2014-10-13,22.65
2014-10-14,22.959999
2014-10-15,22.959999
2014-10-16,22.959999
2014-10-17,22.99
2014-10-20,22.969998999999998
2014-10-21,23.040001
2014-10-22,23.209999
2014-10-23,23.74
2014-10-24,23.719998999999998
2014-10-27,22.690001000000002
2014-10-28,23.440001000000002
2014-10-29,24.040001
2014-10-30,24.41
2014-10-31,25.540001
2014-11-03,24.610001
2014-11-04,24.0
2014-11-05,24.76
2014-11-06,24.23
2014-11-07,23.799999
2014-11-10,23.74
2014-11-11,24.08
2014-11-12,25.110001
2014-11-13,24.959999
2014-11-14,24.92
2014-11-17,24.82
2014-11-18,25.34
2014-11-19,25.5
2014-11-20,25.870001000000002
2014-11-21,25.74
2014-11-24,25.51
2014-11-25,25.4
2014-11-26,25.6
2014-11-28,25.43
2014-12-01,25.08
2014-12-02,25.200001
2014-12-03,25.1
2014-12-04,24.91
2014-12-05,25.309998999999998
2014-12-08,25.860001
2014-12-09,26.5
2014-12-10,26.120001000000002
2014-12-11,26.32
2014-12-12,25.58
2014-12-15,25.450001
2014-12-16,24.959999
2014-12-17,24.969998999999998
2014-12-18,25.32
2014-12-19,25.040001
2014-12-22,25.969998999999998
2014-12-23,26.690001000000002
2014-12-24,26.549999
2014-12-26,26.49
2014-12-29,26.49
2014-12-30,26.540001
2014-12-31,26.43
2015-01-02,26.6
2015-01-05,25.959999
2015-01-06,25.610001
2015-01-07,26.48
2015-01-08,26.950001
2015-01-09,26.83
2015-01-12,26.43
2015-01-13,26.82
