Date,MKTX
2006-06-22,10.96
2006-06-23,10.86
2006-06-26,11.07
2006-06-27,11.18
2006-06-28,11.08
2006-06-29,11.33
2006-06-30,11.01
2006-07-03,11.25
2006-07-05,11.04
2006-07-06,10.53
2006-07-07,10.18
2006-07-10,10.18
2006-07-11,10.2
2006-07-12,10.38
2006-07-13,10.05
2006-07-14,9.91
2006-07-17,10.0
2006-07-18,10.01
2006-07-19,10.01
2006-07-20,9.84
2006-07-21,9.35
2006-07-24,9.97
2006-07-25,10.09
2006-07-26,9.67
2006-07-27,9.58
2006-07-28,10.06
2006-07-31,10.16
2006-08-01,9.95
2006-08-02,10.01
2006-08-03,9.58
2006-08-04,9.3
2006-08-07,9.38
2006-08-08,9.01
2006-08-09,8.9
2006-08-10,9.04
2006-08-11,9.18
2006-08-14,9.17
2006-08-15,9.68
2006-08-16,9.72
2006-08-17,9.83
2006-08-18,9.92
2006-08-21,9.71
2006-08-22,9.76
2006-08-23,9.64
2006-08-24,9.65
2006-08-25,9.54
2006-08-28,9.6
2006-08-29,9.66
2006-08-30,9.5
2006-08-31,9.42
2006-09-01,9.76
2006-09-05,9.74
2006-09-06,9.55
2006-09-07,9.5
2006-09-08,9.85
2006-09-11,10.04
2006-09-12,10.25
2006-09-13,10.25
2006-09-14,10.34
2006-09-15,10.36
2006-09-18,10.28
2006-09-19,10.09
2006-09-20,10.05
2006-09-21,10.0
2006-09-22,9.86
2006-09-25,10.05
2006-09-26,10.36
2006-09-27,10.41
2006-09-28,10.58
2006-09-29,10.47
2006-10-02,10.28
2006-10-03,10.1
2006-10-04,10.4
2006-10-05,10.43
2006-10-06,10.4
2006-10-09,10.4
2006-10-10,10.26
2006-10-11,10.25
2006-10-12,10.6
2006-10-13,10.78
2006-10-16,10.96
2006-10-17,11.17
2006-10-18,11.06
2006-10-19,11.17
2006-10-20,11.2
2006-10-23,11.2
2006-10-24,11.15
2006-10-25,11.19
2006-10-26,11.19
2006-10-27,11.04
2006-10-30,11.29
2006-10-31,11.25
2006-11-01,11.33
2006-11-02,12.06
2006-11-03,12.0
2006-11-06,12.39
2006-11-07,12.93
2006-11-08,12.62
2006-11-09,12.57
2006-11-10,13.5
2006-11-13,13.89
2006-11-14,13.9
2006-11-15,14.07
2006-11-16,14.12
2006-11-17,14.25
2006-11-20,14.36
2006-11-21,14.83
2006-11-22,14.95
2006-11-24,14.95
2006-11-27,14.2
2006-11-28,14.33
2006-11-29,14.41
2006-11-30,14.4
2006-12-01,14.47
2006-12-04,14.68
2006-12-05,14.65
2006-12-06,14.43
2006-12-07,14.59
2006-12-08,14.71
2006-12-11,14.47
2006-12-12,14.37
2006-12-13,14.03
2006-12-14,13.98
2006-12-15,13.92
2006-12-18,13.84
2006-12-19,13.7
2006-12-20,13.75
2006-12-21,13.58
2006-12-22,13.52
2006-12-26,13.81
2006-12-27,13.75
2006-12-28,13.66
2006-12-29,13.57
2007-01-03,13.48
2007-01-04,13.4
2007-01-05,12.98
2007-01-08,13.04
2007-01-09,12.9
2007-01-10,12.88
2007-01-11,12.94
2007-01-12,12.96
2007-01-16,12.8
2007-01-17,12.9
2007-01-18,12.74
2007-01-19,12.76
2007-01-22,12.8
2007-01-23,13.13
2007-01-24,12.97
2007-01-25,12.82
2007-01-26,12.76
2007-01-29,12.75
2007-01-30,12.8
2007-01-31,12.67
2007-02-01,12.68
2007-02-02,12.46
2007-02-05,12.41
2007-02-06,12.76
2007-02-07,13.41
2007-02-08,13.69
2007-02-09,13.46
2007-02-12,13.65
2007-02-13,13.95
2007-02-14,14.06
2007-02-15,14.17
2007-02-16,14.24
2007-02-20,14.55
2007-02-21,14.48
2007-02-22,14.71
2007-02-23,14.75
2007-02-26,14.35
2007-02-27,13.99
2007-02-28,14.02
2007-03-01,13.81
2007-03-02,14.58
2007-03-05,14.3
2007-03-06,14.99
2007-03-07,14.4
2007-03-08,14.34
2007-03-09,14.98
2007-03-12,14.98
2007-03-13,14.14
2007-03-14,14.5
2007-03-15,15.0
2007-03-16,14.84
2007-03-19,15.0
2007-03-20,15.04
2007-03-21,15.68
2007-03-22,16.76
2007-03-23,16.950001
2007-03-26,16.700001
2007-03-27,16.5
2007-03-28,16.27
2007-03-29,16.610001
2007-03-30,16.74
2007-04-02,16.799999
2007-04-03,16.959999
2007-04-04,16.889999
2007-04-05,16.950001
2007-04-09,16.42
2007-04-10,16.24
2007-04-11,16.24
2007-04-12,16.23
2007-04-13,16.200001
2007-04-16,17.5
2007-04-17,16.67
2007-04-18,16.969998999999998
2007-04-19,16.33
2007-04-20,17.110001
2007-04-23,16.809998999999998
2007-04-24,16.870001000000002
2007-04-25,17.07
2007-04-26,17.0
2007-04-27,16.709999
2007-04-30,16.379998999999998
2007-05-01,16.65
2007-05-02,16.040001
2007-05-03,16.59
2007-05-04,17.48
2007-05-07,17.17
2007-05-08,17.6
2007-05-09,17.639999
2007-05-10,16.26
2007-05-11,17.209999
2007-05-14,16.27
2007-05-15,16.0
2007-05-16,16.17
2007-05-17,16.01
2007-05-18,16.209999
2007-05-21,16.49
2007-05-22,16.68
2007-05-23,16.190001000000002
2007-05-24,16.23
2007-05-25,16.450001
2007-05-29,16.66
2007-05-30,17.459999
2007-05-31,17.67
2007-06-01,17.870001000000002
2007-06-04,17.67
2007-06-05,17.799999
2007-06-06,17.889999
2007-06-07,17.68
2007-06-08,18.0
2007-06-11,17.32
2007-06-12,16.73
2007-06-13,16.780001000000002
2007-06-14,17.139999
2007-06-15,17.440001000000002
2007-06-18,17.639999
2007-06-19,17.33
2007-06-20,17.01
2007-06-21,17.059998999999998
2007-06-22,17.02
2007-06-25,17.65
2007-06-26,18.1
2007-06-27,18.200001
2007-06-28,18.040001
2007-06-29,17.99
2007-07-02,18.08
2007-07-03,18.75
2007-07-05,18.879998999999998
2007-07-06,18.940001000000002
2007-07-09,19.1
2007-07-10,18.9
2007-07-11,18.860001
2007-07-12,19.139999
2007-07-13,19.200001
2007-07-16,19.139999
2007-07-17,19.32
2007-07-18,19.24
2007-07-19,19.290001
2007-07-20,18.9
2007-07-23,18.9
2007-07-24,18.559998999999998
2007-07-25,18.65
2007-07-26,18.26
2007-07-27,17.85
2007-07-30,17.440001000000002
2007-07-31,16.610001
2007-08-01,17.120001000000002
2007-08-02,17.889999
2007-08-03,16.99
2007-08-06,17.620001000000002
2007-08-07,18.18
2007-08-08,17.65
2007-08-09,17.6
2007-08-10,17.450001
2007-08-13,16.5
2007-08-14,15.45
2007-08-15,15.42
2007-08-16,17.4
2007-08-17,17.59
2007-08-20,17.620001000000002
2007-08-21,17.51
2007-08-22,17.280001000000002
2007-08-23,17.17
2007-08-24,17.85
2007-08-27,17.200001
2007-08-28,16.67
2007-08-29,16.950001
2007-08-30,17.389999
2007-08-31,17.43
2007-09-04,17.4
2007-09-05,17.040001
2007-09-06,17.09
2007-09-07,15.55
2007-09-10,16.049999
2007-09-11,16.379998999999998
2007-09-12,15.65
2007-09-13,14.66
2007-09-14,14.0
2007-09-17,14.37
2007-09-18,15.11
2007-09-19,15.75
2007-09-20,15.48
2007-09-21,15.24
2007-09-24,14.92
2007-09-25,15.13
2007-09-26,15.43
2007-09-27,15.69
2007-09-28,15.0
2007-10-01,16.0
2007-10-02,16.26
2007-10-03,16.07
2007-10-04,16.1
2007-10-05,16.34
2007-10-08,15.84
2007-10-09,15.34
2007-10-10,15.32
2007-10-11,15.16
2007-10-12,15.05
2007-10-15,14.84
2007-10-16,14.97
2007-10-17,15.56
2007-10-18,15.77
2007-10-19,15.29
2007-10-22,15.6
2007-10-23,15.46
2007-10-24,15.15
2007-10-25,15.16
2007-10-26,15.32
2007-10-29,15.12
2007-10-30,15.1
2007-10-31,15.67
2007-11-01,15.36
2007-11-02,15.83
2007-11-05,15.76
2007-11-06,15.64
2007-11-07,15.14
2007-11-08,15.47
2007-11-09,15.41
2007-11-12,15.45
2007-11-13,15.85
2007-11-14,15.76
2007-11-15,15.42
2007-11-16,15.85
2007-11-19,15.25
2007-11-20,15.56
2007-11-21,15.09
2007-11-23,15.01
2007-11-26,14.32
2007-11-27,14.38
2007-11-28,15.41
2007-11-29,14.98
2007-11-30,14.36
2007-12-03,14.04
2007-12-04,13.53
2007-12-05,13.65
2007-12-06,13.8
2007-12-07,13.72
2007-12-10,13.74
2007-12-11,13.14
2007-12-12,13.29
2007-12-13,12.5
2007-12-14,12.22
2007-12-17,11.7
2007-12-18,12.11
2007-12-19,12.38
2007-12-20,12.91
2007-12-21,13.25
2007-12-24,13.36
2007-12-26,13.35
2007-12-27,12.78
2007-12-28,12.82
2007-12-31,12.83
2008-01-02,12.28
2008-01-03,12.0
2008-01-04,11.77
2008-01-07,12.08
2008-01-08,10.63
2008-01-09,10.43
2008-01-10,10.62
2008-01-11,10.45
2008-01-14,10.53
2008-01-15,10.93
2008-01-16,10.53
2008-01-17,10.11
2008-01-18,10.34
2008-01-22,10.19
2008-01-23,9.79
2008-01-24,9.72
2008-01-25,9.66
2008-01-28,9.65
2008-01-29,9.52
2008-01-30,9.33
2008-01-31,9.45
2008-02-01,9.53
2008-02-04,9.48
2008-02-05,9.01
2008-02-06,9.48
2008-02-07,9.56
2008-02-08,9.55
2008-02-11,9.6
2008-02-12,9.75
2008-02-13,10.59
2008-02-14,10.06
2008-02-15,9.85
2008-02-19,9.83
2008-02-20,9.62
2008-02-21,9.42
2008-02-22,9.37
2008-02-25,9.57
2008-02-26,10.07
2008-02-27,10.0
2008-02-28,9.9
2008-02-29,9.37
2008-03-03,9.5
2008-03-04,9.61
2008-03-05,9.57
2008-03-06,8.83
2008-03-07,9.43
2008-03-10,9.56
2008-03-11,10.38
2008-03-12,9.81
2008-03-13,10.18
2008-03-14,9.62
2008-03-17,9.71
2008-03-18,10.15
2008-03-19,10.1
2008-03-20,11.0
2008-03-24,11.58
2008-03-25,11.43
2008-03-26,11.42
2008-03-27,10.81
2008-03-28,10.29
2008-03-31,9.94
2008-04-01,10.15
2008-04-02,10.21
2008-04-03,10.01
2008-04-04,10.35
2008-04-07,10.26
2008-04-08,10.03
2008-04-09,9.31
2008-04-10,8.95
2008-04-11,8.41
2008-04-14,8.52
2008-04-15,8.62
2008-04-16,9.08
2008-04-17,8.94
2008-04-18,9.27
2008-04-21,8.91
2008-04-22,7.98
2008-04-23,8.14
2008-04-24,8.07
2008-04-25,8.72
2008-04-28,8.71
2008-04-29,8.57
2008-04-30,8.79
2008-05-01,9.21
2008-05-02,9.12
2008-05-05,8.94
2008-05-06,9.0
2008-05-07,8.09
2008-05-08,8.22
2008-05-09,7.92
2008-05-12,8.09
2008-05-13,8.02
2008-05-14,8.1
2008-05-15,7.94
2008-05-16,7.87
2008-05-19,7.61
2008-05-20,7.91
2008-05-21,7.47
2008-05-22,7.52
2008-05-23,7.59
2008-05-27,7.74
2008-05-28,7.52
2008-05-29,7.74
2008-05-30,7.82
2008-06-02,7.49
2008-06-03,7.64
2008-06-04,7.79
2008-06-05,8.06
2008-06-06,8.03
2008-06-09,8.02
2008-06-10,8.16
2008-06-11,8.1
2008-06-12,8.06
2008-06-13,8.23
2008-06-16,8.21
2008-06-17,8.0
2008-06-18,8.05
2008-06-19,8.13
2008-06-20,8.1
2008-06-23,8.1
2008-06-24,8.01
2008-06-25,7.8
2008-06-26,7.73
2008-06-27,7.82
2008-06-30,7.56
2008-07-01,7.34
2008-07-02,6.78
2008-07-03,6.76
2008-07-07,6.7
2008-07-08,6.91
2008-07-09,6.64
2008-07-10,6.53
2008-07-11,6.47
2008-07-14,6.4
2008-07-15,6.84
2008-07-16,7.38
2008-07-17,7.79
2008-07-18,7.83
2008-07-21,7.77
2008-07-22,8.84
2008-07-23,9.25
2008-07-24,9.04
2008-07-25,9.22
2008-07-28,8.55
2008-07-29,9.58
2008-07-30,9.91
2008-07-31,9.68
2008-08-01,9.72
2008-08-04,9.31
2008-08-05,9.8
2008-08-06,9.8
2008-08-07,9.51
2008-08-08,9.79
2008-08-11,9.75
2008-08-12,9.64
2008-08-13,9.67
2008-08-14,9.77
2008-08-15,9.69
2008-08-18,9.41
2008-08-19,9.36
2008-08-20,9.49
2008-08-21,9.51
2008-08-22,9.75
2008-08-25,9.72
2008-08-26,9.9
2008-08-27,10.0
2008-08-28,10.37
2008-08-29,10.05
2008-09-02,10.07
2008-09-03,10.78
2008-09-04,10.01
2008-09-05,9.88
2008-09-08,10.15
2008-09-09,9.6
2008-09-10,9.38
2008-09-11,9.29
2008-09-12,9.53
2008-09-15,7.99
2008-09-16,7.36
2008-09-17,6.19
2008-09-18,6.71
2008-09-19,8.81
2008-09-22,8.58
2008-09-23,8.73
2008-09-24,7.81
2008-09-25,7.6
2008-09-26,7.91
2008-09-29,6.97
2008-09-30,8.07
2008-10-01,7.22
2008-10-02,7.12
2008-10-03,7.12
2008-10-06,7.22
2008-10-07,5.81
2008-10-08,5.81
2008-10-09,5.19
2008-10-10,6.9
2008-10-13,7.25
2008-10-14,6.0
2008-10-15,4.79
2008-10-16,5.47
2008-10-17,4.31
2008-10-20,4.36
2008-10-21,4.67
2008-10-22,5.02
2008-10-23,5.15
2008-10-24,5.04
2008-10-27,4.76
2008-10-28,5.45
2008-10-29,5.51
2008-10-30,5.63
2008-10-31,5.72
2008-11-03,5.46
2008-11-04,5.31
2008-11-05,4.88
2008-11-06,4.96
2008-11-07,5.54
2008-11-10,5.94
2008-11-11,5.71
2008-11-12,5.27
2008-11-13,6.33
2008-11-14,5.38
2008-11-17,5.46
2008-11-18,5.85
2008-11-19,4.77
2008-11-20,4.5
2008-11-21,5.44
2008-11-24,5.75
2008-11-25,6.0
2008-11-26,6.19
2008-11-28,6.4
2008-12-01,5.09
2008-12-02,5.8
2008-12-03,5.99
2008-12-04,5.6
2008-12-05,6.41
2008-12-08,7.04
2008-12-09,7.01
2008-12-10,7.25
2008-12-11,6.9
2008-12-12,7.04
2008-12-15,6.55
2008-12-16,7.01
2008-12-17,7.63
2008-12-18,7.55
2008-12-19,7.42
2008-12-22,7.5
2008-12-23,7.87
2008-12-24,7.95
2008-12-26,8.0
2008-12-29,7.57
2008-12-30,8.0
2008-12-31,8.16
2009-01-02,8.68
2009-01-05,8.5
2009-01-06,8.7
2009-01-07,8.16
2009-01-08,8.02
2009-01-09,7.1
2009-01-12,7.29
2009-01-13,8.1
2009-01-14,7.35
2009-01-15,7.94
2009-01-16,7.71
2009-01-20,7.4
2009-01-21,8.73
2009-01-22,8.1
2009-01-23,8.0
2009-01-26,8.53
2009-01-27,8.76
2009-01-28,9.02
2009-01-29,8.25
2009-01-30,7.72
2009-02-02,8.09
2009-02-03,8.02
2009-02-04,8.03
2009-02-05,8.24
2009-02-06,8.73
2009-02-09,8.46
2009-02-10,7.93
2009-02-11,8.02
2009-02-12,8.31
2009-02-13,8.41
2009-02-17,7.9
2009-02-18,7.93
2009-02-19,7.9
2009-02-20,7.85
2009-02-23,7.56
2009-02-24,8.17
2009-02-25,8.0
2009-02-26,7.93
2009-02-27,7.89
2009-03-02,7.54
2009-03-03,6.57
2009-03-04,6.56
2009-03-05,6.13
2009-03-06,7.05
2009-03-09,6.49
2009-03-10,6.84
2009-03-11,7.11
2009-03-12,7.7
2009-03-13,7.48
2009-03-16,7.4
2009-03-17,8.19
2009-03-18,8.15
2009-03-19,7.95
2009-03-20,7.32
2009-03-23,8.48
2009-03-24,7.29
2009-03-25,7.3
2009-03-26,8.18
2009-03-27,7.09
2009-03-30,6.85
2009-03-31,7.64
2009-04-01,7.74
2009-04-02,8.24
2009-04-03,8.39
2009-04-06,8.41
2009-04-07,8.22
2009-04-08,8.64
2009-04-09,8.95
2009-04-13,9.56
2009-04-14,8.65
2009-04-15,9.66
2009-04-16,9.84
2009-04-17,9.38
2009-04-20,8.64
2009-04-21,9.36
2009-04-22,9.13
2009-04-23,8.94
2009-04-24,9.34
2009-04-27,9.26
2009-04-28,9.44
2009-04-29,10.08
2009-04-30,9.59
2009-05-01,9.54
2009-05-04,10.14
2009-05-05,10.42
2009-05-06,10.48
2009-05-07,9.97
2009-05-08,10.77
2009-05-11,10.54
2009-05-12,10.77
2009-05-13,10.48
2009-05-14,10.78
2009-05-15,10.43
2009-05-18,10.94
2009-05-19,10.8
2009-05-20,10.87
2009-05-21,10.21
2009-05-22,10.44
2009-05-26,10.86
2009-05-27,10.12
2009-05-28,10.21
2009-05-29,10.55
2009-06-01,10.87
2009-06-02,11.07
2009-06-03,11.0
2009-06-04,11.0
2009-06-05,11.0
2009-06-08,10.94
2009-06-09,10.8
2009-06-10,10.19
2009-06-11,9.84
2009-06-12,9.74
2009-06-15,9.58
2009-06-16,9.14
2009-06-17,9.36
2009-06-18,9.54
2009-06-19,9.44
2009-06-22,8.77
2009-06-23,9.3
2009-06-24,9.04
2009-06-25,9.93
2009-06-26,9.33
2009-06-29,9.37
2009-06-30,9.53
2009-07-01,10.04
2009-07-02,9.56
2009-07-06,9.4
2009-07-07,9.24
2009-07-08,9.15
2009-07-09,8.99
2009-07-10,8.93
2009-07-13,9.66
2009-07-14,9.29
2009-07-15,10.57
2009-07-16,11.15
2009-07-17,10.86
2009-07-20,10.44
2009-07-21,10.12
2009-07-22,10.37
2009-07-23,11.15
2009-07-24,11.12
2009-07-27,11.06
2009-07-28,10.97
2009-07-29,10.59
2009-07-30,10.77
2009-07-31,10.46
2009-08-03,11.02
2009-08-04,10.18
2009-08-05,10.01
2009-08-06,9.85
2009-08-07,10.8
2009-08-10,10.99
2009-08-11,10.79
2009-08-12,11.12
2009-08-13,11.19
2009-08-14,10.59
2009-08-17,10.0
2009-08-18,9.96
2009-08-19,10.15
2009-08-20,10.31
2009-08-21,11.17
2009-08-24,11.04
2009-08-25,11.21
2009-08-26,11.41
2009-08-27,11.41
2009-08-28,11.23
2009-08-31,11.09
2009-09-01,10.66
2009-09-02,10.66
2009-09-03,10.86
2009-09-04,11.21
2009-09-08,11.17
2009-09-09,11.5
2009-09-10,11.45
2009-09-11,10.99
2009-09-14,11.25
2009-09-15,11.21
2009-09-16,11.3
2009-09-17,11.24
2009-09-18,11.35
2009-09-21,11.29
2009-09-22,11.28
2009-09-23,11.31
2009-09-24,11.32
2009-09-25,11.34
2009-09-28,12.02
2009-09-29,12.1
2009-09-30,12.03
2009-10-01,11.5
2009-10-02,11.55
2009-10-05,11.95
2009-10-06,12.21
2009-10-07,11.87
2009-10-08,12.05
2009-10-09,12.49
2009-10-12,12.34
2009-10-13,12.55
2009-10-14,12.96
2009-10-15,12.86
2009-10-16,13.01
2009-10-19,13.03
2009-10-20,12.97
2009-10-21,12.54
2009-10-22,12.51
2009-10-23,12.34
2009-10-26,12.28
2009-10-27,12.08
2009-10-28,12.49
2009-10-29,12.27
2009-10-30,11.88
2009-11-02,11.77
