Date,FTNT
2014-07-03,25.280001000000002
2014-07-07,24.91
2014-07-08,23.809998999999998
2014-07-09,24.24
2014-07-10,24.09
2014-07-11,24.25
2014-07-14,24.24
2014-07-15,24.049999
2014-07-16,24.23
2014-07-17,23.690001000000002
2014-07-18,23.98
2014-07-21,23.959999
2014-07-22,24.309998999999998
2014-07-23,24.030001000000002
2014-07-24,25.950001
2014-07-25,25.52
2014-07-28,25.280001000000002
2014-07-29,25.120001000000002
2014-07-30,25.530001000000002
2014-07-31,24.549999
2014-08-01,24.18
2014-08-04,24.41
2014-08-05,24.459999
2014-08-06,24.51
2014-08-07,24.690001000000002
2014-08-08,24.84
2014-08-11,25.18
2014-08-12,24.85
2014-08-13,25.639999
2014-08-14,25.41
2014-08-15,25.110001
2014-08-18,25.43
2014-08-19,25.540001
2014-08-20,25.26
2014-08-21,25.48
2014-08-22,25.440001000000002
2014-08-25,25.41
2014-08-26,25.879998999999998
2014-08-27,25.59
2014-08-28,25.299999
2014-08-29,25.809998999999998
2014-09-02,26.42
2014-09-03,26.469998999999998
2014-09-04,26.17
2014-09-05,26.4
2014-09-08,26.450001
2014-09-09,26.01
2014-09-10,26.309998999999998
2014-09-11,25.950001
2014-09-12,26.42
2014-09-15,25.68
2014-09-16,26.1
2014-09-17,26.280001000000002
2014-09-18,26.780001000000002
2014-09-19,26.42
2014-09-22,26.08
2014-09-23,25.51
2014-09-24,25.84
2014-09-25,25.040001
2014-09-26,25.290001
2014-09-29,25.549999
2014-09-30,25.27
2014-10-01,24.780001000000002
2014-10-02,24.99
2014-10-03,25.549999
2014-10-06,25.129998999999998
2014-10-07,24.35
2014-10-08,24.940001000000002
2014-10-09,24.360001
2014-10-10,23.58
2014-10-13,23.440001000000002
2014-10-14,24.030001000000002
2014-10-15,24.040001
2014-10-16,23.77
2014-10-17,24.620001000000002
2014-10-20,25.059998999999998
2014-10-21,25.27
2014-10-22,25.17
2014-10-23,25.440001000000002
2014-10-24,25.73
2014-10-27,25.43
2014-10-28,25.75
2014-10-29,25.74
2014-10-30,25.74
2014-10-31,26.049999
2014-11-03,26.32
2014-11-04,26.42
2014-11-05,26.49
2014-11-06,26.57
2014-11-07,27.1
2014-11-10,27.120001000000002
2014-11-11,27.16
2014-11-12,27.16
2014-11-13,26.92
2014-11-14,27.139999
2014-11-17,26.889999
2014-11-18,26.950001
2014-11-19,26.77
2014-11-20,27.049999
2014-11-21,27.110001
2014-11-24,27.370001000000002
2014-11-25,27.33
2014-11-26,27.52
2014-11-28,27.559998999999998
2014-12-01,27.299999
2014-12-02,27.469998999999998
2014-12-03,27.450001
2014-12-04,27.629998999999998
2014-12-05,27.860001
2014-12-08,27.77
2014-12-09,27.84
2014-12-10,27.68
2014-12-11,28.360001
2014-12-12,28.1
2014-12-15,28.16
2014-12-16,27.99
2014-12-17,28.48
2014-12-18,29.629998999999998
2014-12-19,30.1
2014-12-22,30.629998999999998
2014-12-23,30.91
2014-12-24,31.190001000000002
2014-12-26,31.309998999999998
2014-12-29,31.15
2014-12-30,31.0
2014-12-31,30.66
2015-01-02,30.790001
2015-01-05,30.52
2015-01-06,29.950001
2015-01-07,30.379998999999998
2015-01-08,31.209999
2015-01-09,31.07
2015-01-12,30.84
2015-01-13,30.9
2015-01-14,30.92
2015-01-15,30.27
2015-01-16,30.92
2015-01-20,31.040001
2015-01-21,31.190001000000002
2015-01-22,31.43
2015-01-23,31.93
2015-01-26,32.450001
2015-01-27,32.450001
2015-01-28,31.4
2015-01-29,29.219998999999998
2015-01-30,29.9
2015-02-02,30.030001000000002
2015-02-03,30.52
2015-02-04,31.030001000000002
2015-02-05,31.73
2015-02-06,31.809998999999998
2015-02-09,31.49
2015-02-10,32.240002000000004
2015-02-11,32.779999
2015-02-12,32.98
2015-02-13,33.23
2015-02-17,33.0
2015-02-18,33.290001000000004
2015-02-19,33.5
2015-02-20,33.84
2015-02-23,33.32
2015-02-24,33.720001
2015-02-25,34.240002000000004
2015-02-26,34.049999
2015-02-27,33.610001000000004
2015-03-02,34.099998
2015-03-03,34.029999
2015-03-04,33.689999
2015-03-05,34.240002000000004
2015-03-06,33.599998
2015-03-09,33.73
2015-03-10,32.900002
2015-03-11,33.380001
2015-03-12,33.950001
2015-03-13,33.189999
2015-03-16,34.099998
2015-03-17,34.259997999999996
2015-03-18,34.849998
2015-03-19,35.48
2015-03-20,35.310001
2015-03-23,34.59
2015-03-24,34.150002
2015-03-25,33.099998
2015-03-26,33.639998999999996
2015-03-27,34.580002
2015-03-30,35.169998
2015-03-31,34.950001
2015-04-01,34.060001
2015-04-02,34.389998999999996
2015-04-06,34.400002
2015-04-07,34.549999
2015-04-08,34.490002000000004
2015-04-09,35.23
2015-04-10,35.619999
2015-04-13,34.259997999999996
2015-04-14,34.169998
2015-04-15,34.84
2015-04-16,34.560001
2015-04-17,33.720001
2015-04-20,34.630001
2015-04-21,38.080002
2015-04-22,38.07
2015-04-23,38.720001
2015-04-24,38.68
2015-04-27,38.200001
2015-04-28,38.560001
2015-04-29,38.419998
2015-04-30,37.740002000000004
2015-05-01,38.380001
2015-05-04,38.73
2015-05-05,37.84
2015-05-06,37.939999
2015-05-07,38.400002
2015-05-08,39.009997999999996
2015-05-11,38.970001
2015-05-12,38.650002
2015-05-13,38.439999
2015-05-14,38.849998
2015-05-15,38.639998999999996
2015-05-18,39.540001000000004
2015-05-19,39.119999
2015-05-20,38.790001000000004
2015-05-21,38.790001000000004
2015-05-22,39.290001000000004
2015-05-26,39.290001000000004
2015-05-27,39.43
2015-05-28,40.18
2015-05-29,40.060001
2015-06-01,39.860001000000004
2015-06-02,39.73
2015-06-03,40.080002
2015-06-04,39.5
2015-06-05,41.040001000000004
2015-06-08,40.580002
2015-06-09,40.759997999999996
2015-06-10,41.200001
2015-06-11,41.0
2015-06-12,41.220001
2015-06-15,41.07
2015-06-16,42.48
2015-06-17,42.889998999999996
2015-06-18,43.740002000000004
2015-06-19,43.119999
2015-06-22,43.549999
2015-06-23,43.209998999999996
2015-06-24,41.709998999999996
2015-06-25,41.970001
2015-06-26,41.720001
2015-06-29,40.599998
2015-06-30,41.330002
2015-07-01,41.279999
2015-07-02,41.23
2015-07-06,39.970001
2015-07-07,40.610001000000004
2015-07-08,40.57
2015-07-09,41.380001
2015-07-10,41.450001
2015-07-13,41.509997999999996
2015-07-14,42.610001000000004
2015-07-15,42.139998999999996
2015-07-16,42.759997999999996
2015-07-17,42.41
2015-07-20,42.400002
2015-07-21,42.959998999999996
2015-07-22,42.299999
2015-07-23,46.830002
2015-07-24,47.990002000000004
2015-07-27,47.099998
2015-07-28,47.119999
2015-07-29,47.360001000000004
2015-07-30,47.580002
2015-07-31,47.740002000000004
2015-08-03,47.650002
2015-08-04,47.68
2015-08-05,48.830002
2015-08-06,46.639998999999996
2015-08-07,46.900002
2015-08-10,47.540001000000004
2015-08-11,46.93
2015-08-12,46.48
2015-08-13,46.5
2015-08-14,46.720001
2015-08-17,47.849998
2015-08-18,47.75
2015-08-19,47.34
2015-08-20,44.610001000000004
2015-08-21,42.860001000000004
2015-08-24,40.919998
2015-08-25,40.639998999999996
2015-08-26,42.540001000000004
2015-08-27,42.66
2015-08-28,42.959998999999996
2015-08-31,42.139998999999996
2015-09-01,40.860001000000004
2015-09-02,41.91
2015-09-03,42.150002
2015-09-04,41.75
2015-09-08,43.299999
2015-09-09,43.009997999999996
2015-09-10,44.060001
2015-09-11,44.330002
2015-09-14,43.970001
2015-09-15,44.73
2015-09-16,44.900002
2015-09-17,45.18
2015-09-18,44.799999
2015-09-21,45.599998
2015-09-22,45.389998999999996
2015-09-23,45.990002000000004
2015-09-24,45.900002
2015-09-25,45.110001000000004
2015-09-28,42.830002
2015-09-29,42.240002000000004
2015-09-30,42.48
2015-10-01,43.040001000000004
2015-10-02,43.68
2015-10-05,44.189999
2015-10-06,43.450001
2015-10-07,43.049999
2015-10-08,42.790001000000004
2015-10-09,43.0
2015-10-12,42.799999
2015-10-13,41.599998
2015-10-14,41.869999
2015-10-15,43.240002000000004
2015-10-16,43.490002000000004
2015-10-19,43.68
2015-10-20,43.389998999999996
2015-10-21,41.91
2015-10-22,43.240002000000004
2015-10-23,34.91
2015-10-26,34.73
2015-10-27,33.82
2015-10-28,34.970001
2015-10-29,34.060001
2015-10-30,34.360001000000004
2015-11-02,34.77
2015-11-03,34.66
2015-11-04,35.099998
2015-11-05,33.310001
2015-11-06,34.049999
2015-11-09,33.439999
2015-11-10,33.380001
2015-11-11,32.919998
2015-11-12,33.27
2015-11-13,33.169998
2015-11-16,33.400002
2015-11-17,33.41
2015-11-18,34.040001000000004
2015-11-19,34.419998
2015-11-20,34.75
2015-11-23,35.040001000000004
2015-11-24,35.75
2015-11-25,36.759997999999996
2015-11-27,36.689999
2015-11-30,36.02
2015-12-01,36.099998
2015-12-02,35.900002
2015-12-03,34.700001
2015-12-04,35.220001
2015-12-07,34.490002000000004
2015-12-08,34.52
2015-12-09,32.709998999999996
2015-12-10,31.799999
2015-12-11,30.540001
2015-12-14,30.42
2015-12-15,30.59
2015-12-16,31.950001
2015-12-17,31.42
2015-12-18,31.219998999999998
2015-12-21,31.66
2015-12-22,31.540001
2015-12-23,31.889999
2015-12-24,31.77
2015-12-28,31.790001
2015-12-29,31.780001000000002
2015-12-30,31.450001
2015-12-31,31.17
2016-01-04,30.23
2016-01-05,29.84
2016-01-06,29.5
2016-01-07,29.17
2016-01-08,28.610001
2016-01-11,28.35
2016-01-12,28.73
2016-01-13,28.389999
2016-01-14,29.290001
2016-01-15,28.280001000000002
2016-01-19,26.459999
2016-01-20,25.99
2016-01-21,26.73
2016-01-22,27.75
2016-01-25,27.209999
2016-01-26,26.870001000000002
2016-01-27,25.83
2016-01-28,26.360001
2016-01-29,28.139999
2016-02-01,28.389999
2016-02-02,27.059998999999998
2016-02-03,26.389999
2016-02-04,26.719998999999998
2016-02-05,25.110001
2016-02-08,24.23
2016-02-09,23.84
2016-02-10,23.91
2016-02-11,23.83
2016-02-12,24.110001
2016-02-16,25.42
2016-02-17,26.18
2016-02-18,25.59
2016-02-19,26.09
2016-02-22,26.57
2016-02-23,26.549999
2016-02-24,27.299999
2016-02-25,28.059998999999998
2016-02-26,28.110001
2016-02-29,28.4
2016-03-01,29.610001
2016-03-02,29.35
2016-03-03,28.77
2016-03-04,28.51
2016-03-07,28.42
2016-03-08,27.190001000000002
2016-03-09,27.67
2016-03-10,27.5
2016-03-11,28.52
2016-03-14,28.01
2016-03-15,27.6
2016-03-16,28.290001
2016-03-17,28.99
2016-03-18,28.700001
2016-03-21,29.66
2016-03-22,28.959999
2016-03-23,28.43
2016-03-24,28.530001000000002
2016-03-28,28.639999
2016-03-29,29.08
2016-03-30,29.4
2016-03-31,30.629998999999998
2016-04-01,31.0
2016-04-04,31.0
2016-04-05,30.639999
2016-04-06,30.67
2016-04-07,30.35
2016-04-08,30.360001
2016-04-11,29.940001000000002
2016-04-12,28.790001
2016-04-13,29.790001
2016-04-14,29.43
2016-04-15,29.639999
2016-04-18,30.27
2016-04-19,30.02
2016-04-20,30.790001
2016-04-21,30.780001000000002
2016-04-22,31.139999
2016-04-25,31.290001
2016-04-26,30.950001
2016-04-27,33.349998
2016-04-28,32.330002
2016-04-29,32.509997999999996
2016-05-02,32.860001000000004
2016-05-03,32.150002
2016-05-04,32.16
2016-05-05,32.060001
2016-05-06,31.99
2016-05-09,32.060001
2016-05-10,32.77
2016-05-11,32.48
2016-05-12,32.220001
2016-05-13,32.330002
2016-05-16,32.619999
2016-05-17,32.73
2016-05-18,32.82
2016-05-19,33.32
2016-05-20,33.709998999999996
2016-05-23,33.669998
2016-05-24,34.169998
2016-05-25,34.330002
2016-05-26,34.560001
2016-05-27,33.970001
2016-05-31,34.209998999999996
2016-06-01,34.509997999999996
2016-06-02,34.669998
2016-06-03,34.599998
2016-06-06,34.599998
2016-06-07,34.470001
2016-06-08,34.779999
2016-06-09,34.459998999999996
2016-06-10,33.700001
2016-06-13,33.950001
2016-06-14,33.75
2016-06-15,34.060001
2016-06-16,33.369999
2016-06-17,33.34
2016-06-20,33.540001000000004
2016-06-21,33.759997999999996
2016-06-22,33.330002
2016-06-23,34.32
2016-06-24,31.91
2016-06-27,29.969998999999998
2016-06-28,30.129998999999998
2016-06-29,31.1
2016-06-30,31.59
2016-07-01,31.68
2016-07-05,31.57
2016-07-06,31.68
2016-07-07,32.099998
2016-07-08,33.459998999999996
2016-07-11,33.610001000000004
2016-07-12,33.869999
2016-07-13,33.82
2016-07-14,33.990002000000004
2016-07-15,34.119999
2016-07-18,34.130001
2016-07-19,33.889998999999996
2016-07-20,34.919998
2016-07-21,34.709998999999996
2016-07-22,35.759997999999996
2016-07-25,36.57
2016-07-26,36.490002000000004
2016-07-27,36.650002
2016-07-28,37.169998
2016-07-29,34.689999
2016-08-01,34.849998
2016-08-02,34.009997999999996
2016-08-03,34.169998
2016-08-04,33.810001
2016-08-05,33.459998999999996
2016-08-08,33.360001000000004
2016-08-09,33.189999
2016-08-10,32.919998
2016-08-11,32.849998
2016-08-12,32.630001
2016-08-15,32.900002
2016-08-16,34.860001000000004
2016-08-17,34.459998999999996
2016-08-18,35.07
2016-08-19,34.900002
2016-08-22,34.93
2016-08-23,35.77
2016-08-24,35.41
2016-08-25,35.580002
2016-08-26,35.700001
2016-08-29,35.669998
2016-08-30,36.349998
2016-08-31,36.139998999999996
2016-09-01,36.639998999999996
2016-09-02,36.830002
2016-09-06,36.790001000000004
2016-09-07,37.0
2016-09-08,36.389998999999996
2016-09-09,35.759997999999996
2016-09-12,35.919998
2016-09-13,35.439999
2016-09-14,35.310001
2016-09-15,35.669998
2016-09-16,35.52
2016-09-19,35.759997999999996
2016-09-20,35.419998
2016-09-21,35.950001
2016-09-22,36.389998999999996
2016-09-23,36.330002
2016-09-26,36.130001
2016-09-27,36.09
2016-09-28,36.299999
2016-09-29,35.93
2016-09-30,36.93
2016-10-03,36.939999
2016-10-04,36.810001
2016-10-05,36.599998
2016-10-06,35.689999
2016-10-07,34.990002000000004
2016-10-10,34.990002000000004
2016-10-11,34.09
2016-10-12,30.66
2016-10-13,31.190001000000002
2016-10-14,31.01
2016-10-17,30.959999
2016-10-18,30.99
2016-10-19,31.110001
2016-10-20,31.33
2016-10-21,31.799999
2016-10-24,31.24
2016-10-25,30.67
2016-10-26,30.18
2016-10-27,29.91
2016-10-28,31.780001000000002
2016-10-31,32.060001
2016-11-01,31.76
2016-11-02,31.1
2016-11-03,30.799999
2016-11-04,30.879998999999998
2016-11-07,31.450001
2016-11-08,31.33
2016-11-09,31.75
2016-11-10,31.389999
2016-11-11,31.860001
2016-11-14,31.639999
2016-11-15,32.16
2016-11-16,32.540001000000004
2016-11-17,31.639999
2016-11-18,30.959999
2016-11-21,30.67
2016-11-22,31.15
2016-11-23,30.84
2016-11-25,30.57
2016-11-28,30.24
2016-11-29,30.24
2016-11-30,30.1
2016-12-01,29.049999
2016-12-02,29.57
2016-12-05,30.219998999999998
2016-12-06,29.93
2016-12-07,30.76
2016-12-08,30.559998999999998
2016-12-09,30.690001000000002
2016-12-12,29.969998999999998
2016-12-13,30.549999
2016-12-14,29.719998999999998
2016-12-15,29.959999
2016-12-16,29.77
2016-12-19,29.790001
2016-12-20,29.68
2016-12-21,29.549999
2016-12-22,28.610001
2016-12-23,29.17
2016-12-27,30.08
2016-12-28,30.35
2016-12-29,30.299999
2016-12-30,30.120001000000002
2017-01-03,30.120001000000002
2017-01-04,30.42
2017-01-05,30.83
2017-01-06,31.01
2017-01-09,31.309998999999998
2017-01-10,31.959999
2017-01-11,32.119999
2017-01-12,31.85
2017-01-13,32.290001000000004
2017-01-17,31.700001
2017-01-18,31.85
2017-01-19,32.349998
2017-01-20,32.32
2017-01-23,32.189999
2017-01-24,32.66
2017-01-25,32.810001
2017-01-26,32.57
2017-01-27,32.779999
2017-01-30,32.810001
2017-01-31,33.259997999999996
2017-02-01,33.099998
2017-02-02,33.18
2017-02-03,37.720001
2017-02-06,37.830002
2017-02-07,37.759997999999996
2017-02-08,37.419998
2017-02-09,37.990002000000004
2017-02-10,37.68
2017-02-13,37.799999
2017-02-14,37.77
2017-02-15,37.950001
2017-02-16,37.240002000000004
2017-02-17,37.459998999999996
2017-02-21,37.380001
2017-02-22,37.240002000000004
2017-02-23,37.23
2017-02-24,37.150002
2017-02-27,37.439999
2017-02-28,37.349998
2017-03-01,37.310001
2017-03-02,36.740002000000004
2017-03-03,36.279999
2017-03-06,36.34
2017-03-07,36.43
2017-03-08,37.240002000000004
2017-03-09,36.669998
2017-03-10,36.959998999999996
2017-03-13,36.93
2017-03-14,36.66
2017-03-15,36.869999
2017-03-16,37.290001000000004
2017-03-17,37.130001
2017-03-20,36.98
2017-03-21,36.110001000000004
2017-03-22,36.490002000000004
2017-03-23,36.380001
2017-03-24,36.299999
2017-03-27,36.34
2017-03-28,36.560001
2017-03-29,38.310001
2017-03-30,37.849998
2017-03-31,38.349998
2017-04-03,38.259997999999996
2017-04-04,37.650002
2017-04-05,37.439999
2017-04-06,37.23
2017-04-07,37.419998
2017-04-10,37.220001
2017-04-11,37.619999
2017-04-12,37.470001
2017-04-13,37.32
2017-04-17,38.07
2017-04-18,38.52
2017-04-19,38.43
2017-04-20,38.509997999999996
2017-04-21,39.529999
2017-04-24,39.91
2017-04-25,40.27
2017-04-26,39.900002
2017-04-27,40.419998
2017-04-28,39.0
2017-05-01,39.150002
2017-05-02,39.380001
2017-05-03,39.220001
2017-05-04,39.439999
2017-05-05,40.080002
2017-05-08,39.779999
2017-05-09,39.060001
2017-05-10,39.25
2017-05-11,39.029999
2017-05-12,39.119999
2017-05-15,40.450001
2017-05-16,40.970001
2017-05-17,39.549999
2017-05-18,39.669998
2017-05-19,40.040001000000004
2017-05-22,40.490002000000004
2017-05-23,40.07
2017-05-24,39.799999
2017-05-25,39.650002
2017-05-26,39.490002000000004
2017-05-30,39.150002
2017-05-31,39.34
2017-06-01,39.209998999999996
2017-06-02,39.049999
2017-06-05,39.369999
2017-06-06,39.09
2017-06-07,39.200001
2017-06-08,39.52
2017-06-09,37.32
2017-06-12,37.43
2017-06-13,37.939999
2017-06-14,37.849998
2017-06-15,37.639998999999996
2017-06-16,37.830002
2017-06-19,38.0
2017-06-20,37.470001
2017-06-21,37.73
2017-06-22,37.790001000000004
2017-06-23,38.290001000000004
2017-06-26,37.830002
2017-06-27,37.200001
2017-06-28,37.73
2017-06-29,37.740002000000004
2017-06-30,37.439999
2017-07-03,37.130001
2017-07-05,38.630001
2017-07-06,37.98
2017-07-07,38.490002000000004
2017-07-10,38.5
2017-07-11,38.880001
2017-07-12,39.5
2017-07-13,40.07
2017-07-14,40.119999
2017-07-17,40.23
2017-07-18,40.470001
2017-07-19,41.099998
2017-07-20,40.709998999999996
2017-07-21,40.369999
2017-07-24,40.549999
2017-07-25,40.709998999999996
2017-07-26,40.580002
2017-07-27,38.419998
2017-07-28,37.470001
2017-07-31,36.91
2017-08-01,36.799999
2017-08-02,36.369999
2017-08-03,36.400002
2017-08-04,36.84
2017-08-07,36.830002
2017-08-08,36.52
2017-08-09,36.700001
2017-08-10,36.110001000000004
2017-08-11,36.48
2017-08-14,37.049999
2017-08-15,36.810001
2017-08-16,37.189999
2017-08-17,36.52
2017-08-18,36.650002
2017-08-21,36.93
2017-08-22,37.52
2017-08-23,37.099998
2017-08-24,37.23
2017-08-25,37.18
2017-08-28,37.259997999999996
2017-08-29,37.360001000000004
2017-08-30,37.84
2017-08-31,38.200001
2017-09-01,38.299999
2017-09-05,36.740002000000004
2017-09-06,37.400002
2017-09-07,37.349998
2017-09-08,37.560001
2017-09-11,38.240002000000004
2017-09-12,38.48
2017-09-13,37.939999
2017-09-14,38.049999
2017-09-15,38.66
2017-09-18,38.59
2017-09-19,38.540001000000004
2017-09-20,38.240002000000004
2017-09-21,38.32
2017-09-22,38.34
2017-09-25,37.549999
2017-09-26,37.459998999999996
2017-09-27,37.700001
2017-09-28,35.91
2017-09-29,35.84
2017-10-02,36.349998
2017-10-03,36.73
2017-10-04,36.869999
2017-10-05,38.290001000000004
2017-10-06,39.029999
2017-10-09,38.77
2017-10-10,38.450001
2017-10-11,38.68
2017-10-12,38.509997999999996
2017-10-13,39.080002
2017-10-16,38.939999
2017-10-17,39.259997999999996
2017-10-18,40.290001000000004
2017-10-19,40.220001
2017-10-20,40.32
2017-10-23,40.169998
2017-10-24,40.0
2017-10-25,39.700001
2017-10-26,40.099998
2017-10-27,38.740002000000004
2017-10-30,39.5
2017-10-31,39.41
2017-11-01,38.77
2017-11-02,38.610001000000004
2017-11-03,39.009997999999996
2017-11-06,39.25
2017-11-07,39.09
2017-11-08,39.91
2017-11-09,39.490002000000004
2017-11-10,39.939999
2017-11-13,40.349998
2017-11-14,40.02
2017-11-15,39.900002
2017-11-16,40.259997999999996
2017-11-17,40.310001
2017-11-20,40.77
2017-11-21,41.32
2017-11-22,41.77
2017-11-24,41.91
2017-11-27,41.830002
2017-11-28,42.16
2017-11-29,41.439999
2017-11-30,42.060001
2017-12-01,42.189999
2017-12-04,41.540001000000004
2017-12-05,41.099998
2017-12-06,41.290001000000004
2017-12-07,41.419998
2017-12-08,41.950001
2017-12-11,42.220001
2017-12-12,42.18
2017-12-13,42.650002
2017-12-14,42.709998999999996
2017-12-15,43.639998999999996
2017-12-18,44.27
2017-12-19,45.09
2017-12-20,44.869999
2017-12-21,43.990002000000004
2017-12-22,43.919998
2017-12-26,44.16
2017-12-27,44.060001
2017-12-28,44.009997999999996
2017-12-29,43.689999
2018-01-02,44.349998
2018-01-03,45.029999
2018-01-04,44.0
2018-01-05,44.099998
2018-01-08,45.0
2018-01-09,44.32
2018-01-10,44.099998
2018-01-11,44.259997999999996
2018-01-12,44.939999
2018-01-16,44.34
2018-01-17,45.09
2018-01-18,45.709998999999996
2018-01-19,46.009997999999996
2018-01-22,45.849998
2018-01-23,45.75
2018-01-24,45.25
2018-01-25,45.41
2018-01-26,45.860001000000004
2018-01-29,45.959998999999996
2018-01-30,45.740002000000004
2018-01-31,46.040001000000004
2018-02-01,45.869999
2018-02-02,44.939999
2018-02-05,43.830002
2018-02-06,46.540001000000004
2018-02-07,45.509997999999996
2018-02-08,44.5
2018-02-09,46.540001000000004
2018-02-12,46.48
2018-02-13,48.119999
2018-02-14,48.380001
2018-02-15,49.279999
2018-02-16,48.950001
2018-02-20,49.060001
2018-02-21,49.110001000000004
2018-02-22,49.200001
2018-02-23,49.869999
2018-02-26,50.32
2018-02-27,49.950001
2018-02-28,50.470001
2018-03-01,49.509997999999996
2018-03-02,50.459998999999996
2018-03-05,50.650002
2018-03-06,51.849998
2018-03-07,52.470001
2018-03-08,54.09
2018-03-09,54.439999
2018-03-12,54.68
2018-03-13,54.25
2018-03-14,54.540001000000004
2018-03-15,54.18
2018-03-16,54.0
2018-03-19,53.349998
2018-03-20,53.779999
2018-03-21,54.57
2018-03-22,53.610001000000004
2018-03-23,52.950001
2018-03-26,54.580002
2018-03-27,53.330002
2018-03-28,52.279999
2018-03-29,53.580002
2018-04-02,52.43
2018-04-03,53.43
2018-04-04,54.310001
2018-04-05,54.59
2018-04-06,54.330002
2018-04-09,54.470001
2018-04-10,56.23
2018-04-11,54.830002
2018-04-12,56.09
2018-04-13,55.84
2018-04-16,56.759997999999996
2018-04-17,57.669998
2018-04-18,57.490002000000004
2018-04-19,57.41
2018-04-20,57.150002
2018-04-23,56.740002000000004
2018-04-24,56.07
2018-04-25,54.799999
2018-04-26,55.419998
2018-04-27,54.93
2018-04-30,55.360001000000004
2018-05-01,55.740002000000004
2018-05-02,55.939999
2018-05-03,56.110001000000004
2018-05-04,54.740002000000004
2018-05-07,55.689999
2018-05-08,56.939999
2018-05-09,59.02
2018-05-10,60.16
2018-05-11,60.380001
2018-05-14,59.549999
2018-05-15,59.290001000000004
2018-05-16,58.610001000000004
2018-05-17,58.290001000000004
2018-05-18,58.52
2018-05-21,59.32
2018-05-22,58.77
2018-05-23,59.169998
2018-05-24,60.639998999999996
2018-05-25,60.369999
2018-05-29,59.93
2018-05-30,61.18
2018-05-31,61.18
2018-06-01,62.0
2018-06-04,62.470001
2018-06-05,63.200001
2018-06-06,63.290001000000004
2018-06-07,61.5
2018-06-08,62.529999
2018-06-11,63.25
2018-06-12,64.110001
2018-06-13,64.690002
2018-06-14,65.739998
2018-06-15,65.279999
2018-06-18,66.16999799999999
2018-06-19,64.32
2018-06-20,65.08000200000001
2018-06-21,64.739998
2018-06-22,63.93
2018-06-25,62.119999
2018-06-26,62.869999
2018-06-27,61.799999
2018-06-28,62.450001
2018-06-29,62.43
2018-07-02,63.93
2018-07-03,63.59
2018-07-05,64.33000200000001
2018-07-06,64.970001
2018-07-09,64.769997
2018-07-10,65.410004
2018-07-11,65.660004
2018-07-12,67.230003
2018-07-13,66.559998
2018-07-16,66.230003
2018-07-17,66.940002
2018-07-18,66.809998
2018-07-19,67.449997
2018-07-20,67.980003
2018-07-23,68.220001
2018-07-24,66.75
2018-07-25,68.43
2018-07-26,68.57
2018-07-27,65.809998
2018-07-30,62.779999
2018-07-31,62.91
2018-08-01,64.599998
2018-08-02,73.760002
2018-08-03,73.629997
2018-08-06,73.629997
2018-08-07,73.059998
2018-08-08,73.050003
2018-08-09,74.550003
2018-08-10,75.290001
2018-08-13,74.779999
2018-08-14,76.349998
2018-08-15,76.220001
2018-08-16,76.589996
2018-08-17,76.5
2018-08-20,76.68
2018-08-21,76.610001
2018-08-22,77.720001
2018-08-23,78.75
2018-08-24,80.389999
2018-08-27,80.309998
2018-08-28,80.91999799999999
2018-08-29,82.510002
2018-08-30,83.050003
2018-08-31,83.760002
2018-09-04,86.08000200000001
2018-09-05,83.519997
2018-09-06,85.0
2018-09-07,85.519997
2018-09-10,87.849998
2018-09-11,87.230003
2018-09-12,88.730003
2018-09-13,89.93
2018-09-14,90.349998
2018-09-17,88.16999799999999
2018-09-18,88.43
2018-09-19,85.83000200000001
2018-09-20,85.709999
2018-09-21,85.480003
2018-09-24,87.25
2018-09-25,89.510002
2018-09-26,89.550003
2018-09-27,91.760002
2018-09-28,92.269997
2018-10-01,92.290001
2018-10-02,91.18
2018-10-03,91.5
2018-10-04,89.290001
2018-10-05,86.099998
2018-10-08,83.699997
2018-10-09,82.559998
2018-10-10,79.57
2018-10-11,77.120003
2018-10-12,79.949997
2018-10-15,80.150002
2018-10-16,82.709999
2018-10-17,81.660004
2018-10-18,81.709999
2018-10-19,81.199997
2018-10-22,82.940002
2018-10-23,83.400002
2018-10-24,79.099998
2018-10-25,81.099998
2018-10-26,78.190002
2018-10-29,77.540001
2018-10-30,78.949997
2018-10-31,82.18
2018-11-01,83.690002
2018-11-02,72.559998
2018-11-05,74.870003
2018-11-06,74.75
2018-11-07,77.860001
2018-11-08,77.910004
2018-11-09,74.730003
2018-11-12,73.739998
2018-11-13,73.480003
2018-11-14,73.339996
2018-11-15,72.75
2018-11-16,73.449997
2018-11-19,67.779999
2018-11-20,67.040001
2018-11-21,68.540001
2018-11-23,67.959999
2018-11-26,70.839996
2018-11-27,70.699997
2018-11-28,73.519997
2018-11-29,73.900002
2018-11-30,73.839996
2018-12-03,75.110001
2018-12-04,73.379997
2018-12-06,75.440002
2018-12-07,71.610001
2018-12-10,74.699997
2018-12-11,74.440002
2018-12-12,75.190002
2018-12-13,74.510002
2018-12-14,72.910004
2018-12-17,68.239998
2018-12-18,70.07
2018-12-19,70.019997
2018-12-20,69.870003
2018-12-21,65.839996
2018-12-24,65.510002
2018-12-26,68.57
2018-12-27,70.389999
2018-12-28,70.339996
2018-12-31,70.43
2019-01-02,69.68
2019-01-03,67.57
2019-01-04,66.910004
2019-01-07,70.089996
2019-01-08,71.550003
2019-01-09,73.08000200000001
