Date,WMB
1981-12-31,3.414363
1982-01-04,3.429954
1982-01-05,3.274047
1982-01-06,3.180503
1982-01-07,3.1649119999999997
1982-01-08,3.211684
1982-01-11,3.0401860000000003
1982-01-12,3.024596
1982-01-13,2.915461
1982-01-14,2.8842790000000003
1982-01-15,3.242866
1982-01-18,3.242866
1982-01-19,3.024596
1982-01-20,3.2584560000000002
1982-01-21,3.3987730000000003
1982-01-22,3.352
1982-01-25,3.2584560000000002
1982-01-26,3.2896379999999996
1982-01-27,3.3987730000000003
1982-01-28,3.6014519999999997
1982-01-29,3.539089
1982-02-01,3.507907
1982-02-02,3.6014519999999997
1982-02-03,3.663815
1982-02-04,3.5546800000000003
1982-02-05,3.461135
1982-02-08,3.1181400000000004
1982-02-09,3.1649119999999997
1982-02-10,3.2896379999999996
1982-02-11,3.2896379999999996
1982-02-12,3.429954
1982-02-16,3.33641
1982-02-17,3.242866
1982-02-18,3.1649119999999997
1982-02-19,3.1181400000000004
1982-02-22,2.821917
1982-02-23,2.915461
1982-02-24,3.0401860000000003
1982-02-25,2.915461
1982-02-26,2.89987
1982-03-01,2.8842790000000003
1982-03-02,2.712782
1982-03-03,2.556875
1982-03-04,2.4321490000000003
1982-03-05,2.4321490000000003
1982-03-08,2.323014
1982-03-09,2.323014
1982-03-10,2.385377
1982-03-11,2.416559
1982-03-12,2.400968
1982-03-15,2.463331
1982-03-16,2.416559
1982-03-17,2.4321490000000003
1982-03-18,2.400968
1982-03-19,2.603647
1982-03-22,2.66601
1982-03-23,2.541284
1982-03-24,2.4789209999999997
1982-03-25,2.494512
1982-03-26,2.4789209999999997
1982-03-29,2.541284
1982-03-30,2.4789209999999997
1982-03-31,2.463331
1982-04-01,2.541284
1982-04-02,2.556875
1982-04-05,2.525693
1982-04-06,2.541284
1982-04-07,2.541284
1982-04-08,2.619238
1982-04-12,2.556875
1982-04-13,2.4789209999999997
1982-04-14,2.44774
1982-04-15,2.463331
1982-04-16,2.463331
1982-04-19,2.416559
1982-04-20,2.385377
1982-04-21,2.400968
1982-04-22,2.400968
1982-04-23,2.400968
1982-04-26,2.4321490000000003
1982-04-27,2.400968
1982-04-28,2.400968
1982-04-29,2.400968
1982-04-30,2.494512
1982-05-03,2.510103
1982-05-04,2.463331
1982-05-05,2.463331
1982-05-06,2.4789209999999997
1982-05-07,2.4789209999999997
1982-05-10,2.525693
1982-05-11,2.525693
1982-05-12,2.494512
1982-05-13,2.494512
1982-05-14,2.4789209999999997
1982-05-17,2.416559
1982-05-18,2.369787
1982-05-19,2.369787
1982-05-20,2.369787
1982-05-21,2.276242
1982-05-24,2.22947
1982-05-25,2.198289
1982-05-26,2.1515169999999997
1982-05-27,2.073563
1982-05-28,2.0112
1982-06-01,1.9644279999999998
1982-06-02,1.948838
1982-06-03,1.9020650000000001
1982-06-04,1.79293
1982-06-07,1.8085209999999998
1982-06-08,1.824112
1982-06-09,1.79293
1982-06-10,1.8397029999999999
1982-06-11,1.886475
1982-06-14,1.855293
1982-06-15,1.870884
1982-06-16,1.8397029999999999
1982-06-17,1.855293
1982-06-18,1.9020650000000001
1982-06-21,1.9644279999999998
1982-06-22,2.026791
1982-06-23,2.026791
1982-06-24,1.917656
1982-06-25,1.886475
1982-06-28,1.9332470000000002
1982-06-29,1.9332470000000002
1982-06-30,1.917656
1982-07-01,1.917656
1982-07-02,1.948838
1982-07-06,2.026791
1982-07-07,1.9644279999999998
1982-07-08,1.9020650000000001
1982-07-09,1.855293
1982-07-12,1.79293
1982-07-13,1.7773400000000001
1982-07-14,1.79293
1982-07-15,1.7773400000000001
1982-07-16,1.7617490000000002
1982-07-19,1.7773400000000001
1982-07-20,1.7773400000000001
1982-07-21,1.8085209999999998
1982-07-22,1.8085209999999998
1982-07-23,1.79293
1982-07-26,1.8085209999999998
1982-07-27,1.886475
1982-07-28,1.8085209999999998
1982-07-29,1.7617490000000002
1982-07-30,1.7617490000000002
1982-08-02,1.7773400000000001
1982-08-03,1.7773400000000001
1982-08-04,1.714977
1982-08-05,1.699386
1982-08-06,1.699386
1982-08-09,1.699386
1982-08-10,1.652614
1982-08-11,1.637023
1982-08-12,1.652614
1982-08-13,1.637023
1982-08-16,1.637023
1982-08-17,1.7617490000000002
1982-08-18,1.714977
1982-08-19,1.730568
1982-08-20,1.8085209999999998
1982-08-23,1.824112
1982-08-24,1.870884
1982-08-25,1.9332470000000002
1982-08-26,1.9644279999999998
1982-08-27,1.9332470000000002
1982-08-30,1.886475
1982-08-31,1.9332470000000002
1982-09-01,1.948838
1982-09-02,2.0112
1982-09-03,1.9956099999999999
1982-09-07,1.9020650000000001
1982-09-08,2.0112
1982-09-09,1.9644279999999998
1982-09-10,1.9332470000000002
1982-09-13,1.980019
1982-09-14,1.9644279999999998
1982-09-15,2.0112
1982-09-16,2.026791
1982-09-17,2.135926
1982-09-20,2.120335
1982-09-21,2.120335
1982-09-22,2.057972
1982-09-23,2.042382
1982-09-24,1.9956099999999999
1982-09-27,2.073563
1982-09-28,2.089154
1982-09-29,2.089154
1982-09-30,2.073563
1982-10-01,2.1047439999999997
1982-10-04,2.1515169999999997
1982-10-05,2.1515169999999997
1982-10-06,2.1515169999999997
1982-10-07,2.1515169999999997
1982-10-08,2.089154
1982-10-11,2.135926
1982-10-12,2.120335
1982-10-13,2.182698
1982-10-14,2.213879
1982-10-15,2.213879
1982-10-18,2.22947
1982-10-19,2.198289
1982-10-20,2.245061
1982-10-21,2.260652
1982-10-22,2.245061
1982-10-25,2.182698
1982-10-26,2.213879
1982-10-27,2.276242
1982-10-28,2.245061
1982-10-29,2.22947
1982-11-01,2.369787
1982-11-02,2.525693
1982-11-03,2.556875
1982-11-04,2.400968
1982-11-05,2.44774
1982-11-08,2.400968
1982-11-09,2.463331
1982-11-10,2.44774
1982-11-11,2.4789209999999997
1982-11-12,2.463331
1982-11-15,2.44774
1982-11-16,2.400968
1982-11-17,2.400968
1982-11-18,2.400968
1982-11-19,2.354196
1982-11-22,2.307424
1982-11-23,2.1515169999999997
1982-11-24,2.213879
1982-11-26,2.213879
1982-11-29,2.198289
1982-11-30,2.260652
1982-12-01,2.245061
1982-12-02,2.135926
1982-12-03,2.1047439999999997
1982-12-06,2.0112
1982-12-07,1.9332470000000002
1982-12-08,1.980019
1982-12-09,1.9332470000000002
1982-12-10,1.948838
1982-12-13,1.980019
1982-12-14,2.042382
1982-12-15,1.948838
1982-12-16,1.9956099999999999
1982-12-17,1.9332470000000002
1982-12-20,1.917656
1982-12-21,1.980019
1982-12-22,1.980019
1982-12-23,2.026791
1982-12-27,2.120335
1982-12-28,2.042382
1982-12-29,2.026791
1982-12-30,2.042382
1982-12-31,2.120335
1983-01-03,2.089154
1983-01-04,2.135926
1983-01-05,2.213879
1983-01-06,2.276242
1983-01-07,2.323014
1983-01-10,2.400968
1983-01-11,2.385377
1983-01-12,2.416559
1983-01-13,2.385377
1983-01-14,2.369787
1983-01-17,2.369787
1983-01-18,2.4321490000000003
1983-01-19,2.4321490000000003
1983-01-20,2.494512
1983-01-21,2.4321490000000003
1983-01-24,2.323014
1983-01-25,2.22947
1983-01-26,2.213879
1983-01-27,2.276242
1983-01-28,2.369787
1983-01-31,2.525693
1983-02-01,2.510103
1983-02-02,2.510103
1983-02-03,2.541284
1983-02-04,2.588056
1983-02-07,2.603647
1983-02-08,2.525693
1983-02-09,2.494512
1983-02-10,2.5724650000000002
1983-02-11,2.5724650000000002
1983-02-14,2.541284
1983-02-15,2.525693
1983-02-16,2.556875
1983-02-17,2.541284
1983-02-18,2.525693
1983-02-22,2.4789209999999997
1983-02-23,2.525693
1983-02-24,2.619238
1983-02-25,2.556875
1983-02-28,2.556875
1983-03-01,2.5724650000000002
1983-03-02,2.588056
1983-03-03,2.6816
1983-03-04,2.6816
1983-03-07,2.603647
1983-03-08,2.6348279999999997
1983-03-09,2.806326
1983-03-10,2.743963
1983-03-11,2.728373
1983-03-14,2.743963
1983-03-15,2.743963
1983-03-16,2.697191
1983-03-17,2.619238
1983-03-18,2.619238
1983-03-21,2.619238
1983-03-22,2.66601
1983-03-23,2.8842790000000003
1983-03-24,2.868689
1983-03-25,2.853098
1983-03-28,2.806326
1983-03-29,2.743963
1983-03-30,2.775145
1983-03-31,2.7907349999999997
1983-04-04,2.743963
1983-04-05,2.728373
1983-04-06,2.728373
1983-04-07,2.743963
1983-04-08,2.743963
1983-04-11,2.759554
1983-04-12,2.837507
1983-04-13,2.837507
1983-04-14,2.837507
1983-04-15,2.806326
1983-04-18,2.868689
1983-04-19,2.868689
1983-04-20,2.993414
1983-04-21,2.9622330000000003
1983-04-22,2.9466419999999998
1983-04-25,2.8842790000000003
1983-04-26,3.024596
1983-04-27,3.0401860000000003
1983-04-28,3.0401860000000003
1983-04-29,3.071368
1983-05-02,3.024596
1983-05-03,3.1649119999999997
1983-05-04,3.133731
1983-05-05,3.1649119999999997
1983-05-06,3.1181400000000004
1983-05-09,3.055777
1983-05-10,3.0869590000000002
1983-05-11,3.071368
