Date,GPS
1980-03-17,0.037037
1980-03-18,0.03858
1980-03-19,0.03858
1980-03-20,0.03858
1980-03-21,0.03858
1980-03-24,0.036265
1980-03-25,0.036265
1980-03-26,0.037037
1980-03-27,0.036265
1980-03-28,0.037037
1980-03-31,0.035494
1980-04-01,0.039352
1980-04-02,0.040123
1980-04-03,0.040895
1980-04-07,0.040895
1980-04-08,0.040895
1980-04-09,0.040895
1980-04-10,0.040895
1980-04-11,0.041667
1980-04-14,0.041667
1980-04-15,0.040895
1980-04-16,0.039352
1980-04-17,0.040123
1980-04-18,0.040895
1980-04-21,0.040123
1980-04-22,0.040895
1980-04-23,0.041667
1980-04-24,0.041667
1980-04-25,0.040123
1980-04-28,0.040895
1980-04-29,0.040895
1980-04-30,0.040895
1980-05-01,0.040895
1980-05-02,0.040895
1980-05-05,0.040123
1980-05-06,0.041667
1980-05-07,0.042438
1980-05-08,0.043981
1980-05-09,0.044752999999999994
1980-05-12,0.043981
1980-05-13,0.043210000000000005
1980-05-14,0.043210000000000005
1980-05-15,0.043210000000000005
1980-05-16,0.043210000000000005
1980-05-19,0.042438
1980-05-20,0.043210000000000005
1980-05-21,0.042438
1980-05-22,0.043210000000000005
1980-05-23,0.043210000000000005
1980-05-27,0.044752999999999994
1980-05-28,0.046296
1980-05-29,0.046296
1980-05-30,0.046296
1980-06-02,0.045525
1980-06-03,0.046296
1980-06-04,0.046296
1980-06-05,0.04784
1980-06-06,0.048611
1980-06-09,0.048611
1980-06-10,0.048611
1980-06-11,0.048611
1980-06-12,0.048611
1980-06-13,0.048611
1980-06-16,0.04784
1980-06-17,0.048611
1980-06-18,0.04784
1980-06-19,0.04784
1980-06-20,0.04784
1980-06-23,0.047068
1980-06-24,0.045525
1980-06-25,0.047068
1980-06-26,0.047068
1980-06-27,0.046296
1980-06-30,0.046296
1980-07-01,0.046296
1980-07-02,0.047068
1980-07-03,0.04784
1980-07-07,0.047068
1980-07-08,0.047068
1980-07-09,0.047068
1980-07-10,0.04784
1980-07-11,0.04784
1980-07-14,0.048611
1980-07-15,0.051698
1980-07-16,0.054012
1980-07-17,0.054012
1980-07-18,0.054012
1980-07-21,0.05246900000000001
1980-07-22,0.050154000000000004
1980-07-23,0.050926
1980-07-24,0.050926
1980-07-25,0.049382999999999996
1980-07-28,0.050926
1980-07-29,0.051698
1980-07-30,0.053241
1980-07-31,0.054012
1980-08-01,0.054784000000000006
1980-08-04,0.053241
1980-08-05,0.05246900000000001
1980-08-06,0.05246900000000001
1980-08-07,0.05246900000000001
1980-08-08,0.054784000000000006
1980-08-11,0.054012
1980-08-12,0.054012
1980-08-13,0.054012
1980-08-14,0.054784000000000006
1980-08-15,0.055555999999999994
1980-08-18,0.053241
1980-08-19,0.051698
1980-08-20,0.051698
1980-08-21,0.053241
1980-08-22,0.054784000000000006
1980-08-25,0.05246900000000001
1980-08-26,0.054012
1980-08-27,0.055555999999999994
1980-08-28,0.054784000000000006
1980-08-29,0.054784000000000006
1980-09-02,0.055555999999999994
1980-09-03,0.055555999999999994
1980-09-04,0.057870000000000005
1980-09-05,0.060185
1980-09-08,0.060185
1980-09-09,0.060185
1980-09-10,0.060957000000000004
1980-09-11,0.064815
1980-09-12,0.06327200000000001
1980-09-15,0.060957000000000004
1980-09-16,0.061728
1980-09-17,0.064815
1980-09-18,0.065586
1980-09-19,0.071759
1980-09-22,0.069444
1980-09-23,0.070216
1980-09-24,0.067901
1980-09-25,0.068673
1980-09-26,0.06713
1980-09-29,0.060957000000000004
1980-09-30,0.060957000000000004
1980-10-01,0.060957000000000004
1980-10-02,0.0625
1980-10-03,0.066358
1980-10-06,0.069444
1980-10-07,0.070216
1980-10-08,0.06713
1980-10-09,0.066358
1980-10-10,0.066358
1980-10-13,0.06404299999999999
1980-10-14,0.064815
1980-10-15,0.064815
1980-10-16,0.0625
1980-10-17,0.0625
1980-10-20,0.0625
1980-10-21,0.0625
1980-10-22,0.0625
1980-10-23,0.0625
1980-10-24,0.0625
1980-10-27,0.061728
1980-10-28,0.061728
1980-10-29,0.061728
1980-10-30,0.06327200000000001
1980-10-31,0.06327200000000001
1980-11-03,0.060957000000000004
1980-11-05,0.061728
1980-11-06,0.060957000000000004
1980-11-07,0.060185
1980-11-10,0.060185
1980-11-11,0.059414
1980-11-12,0.060185
1980-11-13,0.060185
1980-11-14,0.059414
1980-11-17,0.059414
1980-11-18,0.06404299999999999
1980-11-19,0.06404299999999999
1980-11-20,0.06327200000000001
1980-11-21,0.066358
1980-11-24,0.06404299999999999
1980-11-25,0.065586
1980-11-26,0.06404299999999999
1980-11-28,0.064815
1980-12-01,0.06404299999999999
1980-12-02,0.06404299999999999
1980-12-03,0.0625
1980-12-04,0.06404299999999999
1980-12-05,0.06327200000000001
1980-12-08,0.061728
1980-12-09,0.060957000000000004
1980-12-10,0.05864199999999999
1980-12-11,0.05864199999999999
1980-12-12,0.05864199999999999
1980-12-15,0.059414
1980-12-16,0.060185
1980-12-17,0.059414
1980-12-18,0.061728
1980-12-19,0.060185
1980-12-22,0.060957000000000004
1980-12-23,0.0625
1980-12-24,0.060957000000000004
1980-12-26,0.061728
1980-12-29,0.06327200000000001
1980-12-30,0.06327200000000001
1980-12-31,0.066358
1981-01-02,0.06404299999999999
1981-01-05,0.064815
1981-01-06,0.066358
1981-01-07,0.0625
1981-01-08,0.0625
1981-01-09,0.064815
1981-01-12,0.066358
1981-01-13,0.066358
1981-01-14,0.070216
1981-01-15,0.069444
1981-01-16,0.068673
1981-01-19,0.067901
1981-01-20,0.067901
1981-01-21,0.067901
1981-01-22,0.068673
1981-01-23,0.069444
1981-01-26,0.068673
1981-01-27,0.069444
1981-01-28,0.068673
1981-01-29,0.068673
1981-01-30,0.072531
1981-02-02,0.070216
1981-02-03,0.068673
1981-02-04,0.069444
1981-02-05,0.071759
1981-02-06,0.074074
1981-02-09,0.072531
1981-02-10,0.07330199999999999
1981-02-11,0.072531
1981-02-12,0.07330199999999999
1981-02-13,0.070988
1981-02-17,0.070988
1981-02-18,0.070216
1981-02-19,0.068673
1981-02-20,0.067901
1981-02-23,0.068673
1981-02-24,0.069444
1981-02-25,0.068673
1981-02-26,0.068673
1981-02-27,0.068673
1981-03-02,0.069444
1981-03-03,0.069444
1981-03-04,0.069444
1981-03-05,0.070988
1981-03-06,0.074074
1981-03-09,0.077932
1981-03-10,0.07716
1981-03-11,0.07716
1981-03-12,0.07716
1981-03-13,0.079475
1981-03-16,0.084877
1981-03-17,0.08179
1981-03-18,0.082562
1981-03-19,0.084105
1981-03-20,0.084105
1981-03-23,0.084877
1981-03-24,0.08719099999999999
1981-03-25,0.092593
1981-03-26,0.097222
1981-03-27,0.094136
1981-03-30,0.097222
1981-03-31,0.097222
1981-04-01,0.099537
1981-04-02,0.09876499999999999
1981-04-03,0.10030900000000001
1981-04-06,0.097222
1981-04-07,0.09799400000000001
1981-04-08,0.09876499999999999
1981-04-09,0.10416700000000001
1981-04-10,0.10416700000000001
1981-04-13,0.10107999999999999
1981-04-14,0.099537
1981-04-15,0.099537
1981-04-16,0.10030900000000001
1981-04-20,0.10107999999999999
1981-04-21,0.101852
1981-04-22,0.10107999999999999
1981-04-23,0.099537
1981-04-24,0.10107999999999999
1981-04-27,0.101852
1981-04-28,0.101852
1981-04-29,0.10107999999999999
1981-04-30,0.10107999999999999
1981-05-01,0.093364
1981-05-04,0.08950599999999999
1981-05-05,0.090278
1981-05-06,0.090278
1981-05-07,0.091049
1981-05-08,0.093364
1981-05-11,0.093364
1981-05-12,0.091049
1981-05-13,0.091049
1981-05-14,0.093364
1981-05-15,0.095679
1981-05-18,0.095679
1981-05-19,0.094136
1981-05-20,0.094907
1981-05-21,0.094907
1981-05-22,0.09799400000000001
1981-05-26,0.10030900000000001
1981-05-27,0.10570999999999998
1981-05-28,0.10956800000000001
1981-05-29,0.11265399999999999
1981-06-01,0.11111099999999999
1981-06-02,0.108796
1981-06-03,0.10570999999999998
1981-06-04,0.11034000000000001
1981-06-05,0.12654300000000002
1981-06-08,0.127315
1981-06-09,0.123457
1981-06-10,0.12037
1981-06-11,0.12654300000000002
1981-06-12,0.131173
1981-06-15,0.128858
1981-06-16,0.127315
1981-06-17,0.127315
1981-06-18,0.127315
1981-06-19,0.12654300000000002
1981-06-22,0.12654300000000002
1981-06-23,0.12808599999999998
1981-06-24,0.131173
1981-06-25,0.132716
1981-06-26,0.136574
1981-06-29,0.138889
1981-06-30,0.137346
1981-07-01,0.132716
1981-07-02,0.12654300000000002
1981-07-06,0.118827
1981-07-07,0.12037
1981-07-08,0.12268499999999999
1981-07-09,0.12422799999999999
1981-07-10,0.12654300000000002
1981-07-13,0.12191400000000001
1981-07-14,0.12114200000000001
1981-07-15,0.125
1981-07-16,0.12422799999999999
1981-07-17,0.125
1981-07-20,0.12191400000000001
1981-07-21,0.119599
1981-07-22,0.12037
1981-07-23,0.12037
1981-07-24,0.12191400000000001
1981-07-27,0.125
1981-07-28,0.123457
1981-07-29,0.125
1981-07-30,0.123457
1981-07-31,0.125
1981-08-03,0.125
1981-08-04,0.12808599999999998
1981-08-05,0.128858
1981-08-06,0.12654300000000002
1981-08-07,0.12654300000000002
1981-08-10,0.125772
1981-08-11,0.125772
1981-08-12,0.125772
1981-08-13,0.123457
1981-08-14,0.118827
1981-08-17,0.113426
1981-08-18,0.11034000000000001
1981-08-19,0.108025
1981-08-20,0.11111099999999999
1981-08-21,0.111883
1981-08-24,0.10416700000000001
1981-08-25,0.097222
1981-08-26,0.091049
1981-08-27,0.091049
1981-08-28,0.095679
1981-08-31,0.092593
1981-09-01,0.094907
1981-09-02,0.093364
1981-09-03,0.08950599999999999
1981-09-04,0.08950599999999999
1981-09-08,0.083333
1981-09-09,0.080247
1981-09-10,0.083333
1981-09-11,0.08719099999999999
1981-09-14,0.084877
1981-09-15,0.085648
1981-09-16,0.083333
1981-09-17,0.08179
1981-09-18,0.08179
1981-09-21,0.083333
1981-09-22,0.08179
1981-09-23,0.078704
1981-09-24,0.080247
1981-09-25,0.077932
1981-09-28,0.07561699999999999
1981-09-29,0.08179
1981-09-30,0.082562
1981-10-01,0.085648
1981-10-02,0.08873500000000001
1981-10-05,0.091049
1981-10-06,0.091821
1981-10-07,0.091821
1981-10-08,0.10030900000000001
1981-10-09,0.102623
1981-10-12,0.10030900000000001
1981-10-13,0.09799400000000001
1981-10-14,0.094907
1981-10-15,0.094907
1981-10-16,0.092593
1981-10-19,0.093364
