Date,WBA
1980-03-17,0.208984
1980-03-18,0.208008
1980-03-19,0.213867
1980-03-20,0.212891
1980-03-21,0.213867
1980-03-24,0.212891
1980-03-25,0.21093800000000001
1980-03-26,0.214844
1980-03-27,0.212891
1980-03-28,0.213867
1980-03-31,0.220703
1980-04-01,0.220703
1980-04-02,0.21581999999999998
1980-04-03,0.214844
1980-04-07,0.21093800000000001
1980-04-08,0.21093800000000001
1980-04-09,0.209961
1980-04-10,0.212891
1980-04-11,0.21093800000000001
1980-04-14,0.212891
1980-04-15,0.21093800000000001
1980-04-16,0.211914
1980-04-17,0.211914
1980-04-18,0.212891
1980-04-21,0.209961
1980-04-22,0.211914
1980-04-23,0.214844
1980-04-24,0.21581999999999998
1980-04-25,0.21875
1980-04-28,0.21581999999999998
1980-04-29,0.21581999999999998
1980-04-30,0.219727
1980-05-01,0.222656
1980-05-02,0.223633
1980-05-05,0.222656
1980-05-06,0.224609
1980-05-07,0.234375
1980-05-08,0.234375
1980-05-09,0.235352
1980-05-12,0.23144499999999998
1980-05-13,0.240234
1980-05-14,0.24706999999999998
1980-05-15,0.250977
1980-05-16,0.25
1980-05-19,0.25
1980-05-20,0.25
1980-05-21,0.249023
1980-05-22,0.245117
1980-05-23,0.245117
1980-05-27,0.245117
1980-05-28,0.246094
1980-05-29,0.239258
1980-05-30,0.236328
1980-06-02,0.236328
1980-06-03,0.239258
1980-06-04,0.244141
1980-06-05,0.248047
1980-06-06,0.248047
1980-06-09,0.246094
1980-06-10,0.244141
1980-06-11,0.244141
1980-06-12,0.24218800000000001
1980-06-13,0.241211
1980-06-16,0.24218800000000001
1980-06-17,0.243164
1980-06-18,0.240234
1980-06-19,0.243164
1980-06-20,0.241211
1980-06-23,0.236328
1980-06-24,0.238281
1980-06-25,0.239258
1980-06-26,0.243164
1980-06-27,0.241211
1980-06-30,0.24218800000000001
1980-07-01,0.25
1980-07-02,0.25195300000000004
1980-07-03,0.26074200000000003
1980-07-07,0.26367199999999996
1980-07-08,0.265625
1980-07-09,0.258789
1980-07-10,0.26367199999999996
1980-07-11,0.26074200000000003
1980-07-14,0.261719
1980-07-15,0.273438
1980-07-16,0.271484
1980-07-17,0.27050799999999997
1980-07-18,0.272461
1980-07-21,0.274414
1980-07-22,0.280273
1980-07-23,0.27929699999999996
1980-07-24,0.28125
1980-07-25,0.280273
1980-07-28,0.28125
1980-07-29,0.289063
1980-07-30,0.287109
1980-07-31,0.28613299999999997
1980-08-01,0.282227
1980-08-04,0.27831999999999996
1980-08-05,0.280273
1980-08-06,0.27636700000000003
1980-08-07,0.282227
1980-08-08,0.29394499999999996
1980-08-11,0.295898
1980-08-12,0.304688
1980-08-13,0.304688
1980-08-14,0.297852
1980-08-15,0.300781
1980-08-18,0.297852
1980-08-19,0.289063
1980-08-20,0.292969
1980-08-21,0.296875
1980-08-22,0.295898
1980-08-25,0.296875
1980-08-26,0.300781
1980-08-27,0.300781
1980-08-28,0.29882800000000004
1980-08-29,0.295898
1980-09-02,0.29492199999999996
1980-09-03,0.288086
1980-09-04,0.291016
1980-09-05,0.290039
1980-09-08,0.290039
1980-09-09,0.291016
1980-09-10,0.29199200000000003
1980-09-11,0.295898
1980-09-12,0.295898
1980-09-15,0.292969
1980-09-16,0.297852
1980-09-17,0.303711
1980-09-18,0.305664
1980-09-19,0.3125
1980-09-22,0.321289
1980-09-23,0.320313
1980-09-24,0.318359
1980-09-25,0.319336
1980-09-26,0.319336
1980-09-29,0.31445300000000004
1980-09-30,0.313477
1980-10-01,0.30761700000000003
1980-10-02,0.304688
1980-10-03,0.305664
1980-10-06,0.302734
1980-10-07,0.302734
1980-10-08,0.304688
1980-10-09,0.29980500000000004
1980-10-10,0.292969
1980-10-13,0.288086
1980-10-14,0.289063
1980-10-15,0.289063
1980-10-16,0.291016
1980-10-17,0.290039
1980-10-20,0.289063
1980-10-21,0.291016
1980-10-22,0.287109
1980-10-23,0.28613299999999997
1980-10-24,0.288086
1980-10-27,0.288086
1980-10-28,0.288086
1980-10-29,0.28613299999999997
1980-10-30,0.285156
1980-10-31,0.289063
1980-11-03,0.29199200000000003
1980-11-05,0.295898
1980-11-06,0.292969
1980-11-07,0.296875
1980-11-10,0.29980500000000004
1980-11-11,0.302734
1980-11-12,0.31054699999999996
1980-11-13,0.31445300000000004
1980-11-14,0.3125
1980-11-17,0.30956999999999996
1980-11-18,0.31054699999999996
1980-11-19,0.3125
1980-11-20,0.31445300000000004
1980-11-21,0.319336
1980-11-24,0.3125
1980-11-25,0.3125
1980-11-26,0.316406
1980-11-28,0.3125
1980-12-01,0.31445300000000004
1980-12-02,0.313477
1980-12-03,0.31445300000000004
1980-12-04,0.322266
1980-12-05,0.316406
1980-12-08,0.30761700000000003
1980-12-09,0.304688
1980-12-10,0.305664
1980-12-11,0.302734
1980-12-12,0.29980500000000004
1980-12-15,0.29882800000000004
1980-12-16,0.295898
1980-12-17,0.300781
1980-12-18,0.29492199999999996
1980-12-19,0.292969
1980-12-22,0.295898
1980-12-23,0.296875
1980-12-24,0.30175799999999997
1980-12-26,0.303711
1980-12-29,0.302734
1980-12-30,0.300781
1980-12-31,0.300781
1981-01-02,0.302734
1981-01-05,0.306641
1981-01-06,0.31738299999999997
1981-01-07,0.316406
1981-01-08,0.32519499999999996
1981-01-09,0.334961
1981-01-12,0.34179699999999996
1981-01-13,0.332031
1981-01-14,0.33300799999999997
1981-01-15,0.339844
1981-01-16,0.347656
1981-01-19,0.349609
1981-01-20,0.34668000000000004
1981-01-21,0.33300799999999997
1981-01-22,0.33007800000000004
1981-01-23,0.33007800000000004
1981-01-26,0.32519499999999996
1981-01-27,0.329102
1981-01-28,0.33105500000000004
1981-01-29,0.33007800000000004
1981-01-30,0.33300799999999997
1981-02-02,0.335938
1981-02-03,0.33886700000000003
1981-02-04,0.34668000000000004
1981-02-05,0.352539
1981-02-06,0.363281
1981-02-09,0.360352
1981-02-10,0.36425799999999997
1981-02-11,0.365234
1981-02-12,0.369141
1981-02-13,0.366211
1981-02-17,0.350586
1981-02-18,0.344727
1981-02-19,0.339844
1981-02-20,0.33007800000000004
1981-02-23,0.336914
1981-02-24,0.34179699999999996
1981-02-25,0.34081999999999996
1981-02-26,0.34863299999999997
1981-02-27,0.359375
1981-03-02,0.35449200000000003
1981-03-03,0.352539
1981-03-04,0.350586
1981-03-05,0.349609
1981-03-06,0.351563
1981-03-09,0.353516
1981-03-10,0.35449200000000003
1981-03-11,0.360352
1981-03-12,0.375
1981-03-13,0.382813
1981-03-16,0.382813
1981-03-17,0.384766
1981-03-18,0.38769499999999996
1981-03-19,0.390625
1981-03-20,0.390625
1981-03-23,0.390625
1981-03-24,0.389648
1981-03-25,0.390625
1981-03-26,0.39257800000000004
1981-03-27,0.39257800000000004
1981-03-30,0.38867199999999996
1981-03-31,0.38867199999999996
1981-04-01,0.396484
1981-04-02,0.40429699999999996
1981-04-03,0.407227
1981-04-06,0.40429699999999996
1981-04-07,0.40331999999999996
1981-04-08,0.407227
1981-04-09,0.40331999999999996
