Date,MCD
1966-07-05,0.269547
1966-07-06,0.283951
1966-07-07,0.273663
1966-07-08,0.27674899999999997
1966-07-11,0.27571999999999997
1966-07-12,0.27160500000000004
1966-07-13,0.27057600000000004
1966-07-14,0.26749
1966-07-15,0.263374
1966-07-18,0.263374
1966-07-19,0.259259
1966-07-20,0.257202
1966-07-21,0.25
1966-07-22,0.25
1966-07-25,0.237654
1966-07-26,0.23456799999999997
1966-07-27,0.237654
1966-07-28,0.24074099999999998
1966-07-29,0.242798
1966-08-01,0.23559699999999997
1966-08-02,0.23662600000000003
1966-08-03,0.23251
1966-08-04,0.23559699999999997
1966-08-05,0.244856
1966-08-08,0.24176999999999998
1966-08-09,0.242798
1966-08-10,0.242798
1966-08-11,0.24074099999999998
1966-08-12,0.237654
1966-08-15,0.24074099999999998
1966-08-16,0.23456799999999997
1966-08-17,0.22428
1966-08-18,0.21913600000000003
1966-08-19,0.207819
1966-08-22,0.20061700000000002
1966-08-23,0.203704
1966-08-24,0.202675
1966-08-25,0.203704
1966-08-26,0.19856
1966-08-29,0.176955
1966-08-30,0.184156
1966-08-31,0.193416
1966-09-01,0.195473
1966-09-02,0.193416
1966-09-06,0.191358
1966-09-07,0.185185
1966-09-08,0.174897
1966-09-09,0.18312799999999999
1966-09-12,0.191358
1966-09-13,0.195473
1966-09-14,0.19753099999999998
1966-09-15,0.190329
1966-09-16,0.1893
1966-09-19,0.1893
1966-09-20,0.1893
1966-09-21,0.176955
1966-09-22,0.17901199999999998
1966-09-23,0.18312799999999999
1966-09-26,0.18621400000000002
1966-09-27,0.173868
1966-09-28,0.177984
1966-09-29,0.173868
1966-09-30,0.17284000000000002
1966-10-03,0.165638
1966-10-04,0.158436
1966-10-05,0.158436
1966-10-06,0.154321
1966-10-07,0.158436
1966-10-10,0.160494
1966-10-11,0.170782
1966-10-12,0.18107
1966-10-13,0.174897
1966-10-14,0.174897
1966-10-17,0.176955
1966-10-18,0.18107
1966-10-19,0.18107
1966-10-20,0.18107
1966-10-21,0.17901199999999998
1966-10-24,0.17901199999999998
1966-10-25,0.174897
1966-10-26,0.17284000000000002
1966-10-27,0.167695
1966-10-28,0.16358
1966-10-31,0.164609
1966-11-01,0.164609
1966-11-02,0.162551
1966-11-03,0.157407
1966-11-04,0.162551
1966-11-07,0.16358
1966-11-09,0.162551
1966-11-10,0.164609
1966-11-11,0.165638
1966-11-14,0.166667
1966-11-15,0.176955
1966-11-16,0.191358
1966-11-17,0.191358
1966-11-18,0.18621400000000002
1966-11-21,0.18621400000000002
1966-11-22,0.180041
1966-11-23,0.173868
1966-11-25,0.171811
1966-11-28,0.168724
1966-11-29,0.165638
1966-11-30,0.167695
1966-12-01,0.182099
1966-12-02,0.18107
1966-12-05,0.18107
1966-12-06,0.18312799999999999
1966-12-07,0.190329
1966-12-08,0.19753099999999998
1966-12-09,0.195473
1966-12-12,0.21810700000000002
1966-12-13,0.22119299999999997
1966-12-14,0.22736599999999998
1966-12-15,0.231481
1966-12-16,0.238683
1966-12-19,0.246914
1966-12-20,0.247942
1966-12-21,0.23251
1966-12-22,0.24074099999999998
1966-12-23,0.23559699999999997
1966-12-27,0.22222199999999998
1966-12-28,0.22119299999999997
1966-12-29,0.229424
1966-12-30,0.23251
1967-01-03,0.242798
1967-01-04,0.242798
1967-01-05,0.238683
1967-01-06,0.242798
1967-01-09,0.242798
1967-01-10,0.246914
1967-01-11,0.25
1967-01-12,0.26749
1967-01-13,0.272634
1967-01-16,0.273663
1967-01-17,0.283951
1967-01-18,0.273663
1967-01-19,0.27571999999999997
1967-01-20,0.27674899999999997
1967-01-23,0.277778
1967-01-24,0.278807
1967-01-25,0.272634
1967-01-26,0.272634
1967-01-27,0.281893
1967-01-30,0.288066
1967-01-31,0.281893
1967-02-01,0.278807
1967-02-02,0.277778
1967-02-03,0.302469
1967-02-06,0.303498
1967-02-07,0.307613
1967-02-08,0.311728
1967-02-09,0.302469
1967-02-10,0.30967100000000003
1967-02-13,0.311728
1967-02-14,0.312757
1967-02-15,0.303498
1967-02-16,0.306584
1967-02-17,0.307613
1967-02-20,0.304527
1967-02-21,0.306584
1967-02-23,0.306584
1967-02-24,0.319959
1967-02-27,0.315844
1967-02-28,0.312757
1967-03-01,0.31893
1967-03-02,0.32304499999999997
1967-03-03,0.337449
1967-03-06,0.333333
1967-03-07,0.340535
1967-03-08,0.366255
1967-03-09,0.36214
1967-03-10,0.360082
1967-03-13,0.341564
1967-03-14,0.340535
1967-03-15,0.343621
1967-03-16,0.364198
1967-03-17,0.36214
1967-03-20,0.349794
1967-03-21,0.342593
1967-03-22,0.341564
1967-03-23,0.341564
1967-03-27,0.349794
1967-03-28,0.351852
1967-03-29,0.351852
1967-03-30,0.349794
1967-03-31,0.35390900000000003
1967-04-03,0.337449
1967-04-04,0.351852
1967-04-05,0.36214
1967-04-06,0.37242800000000004
1967-04-07,0.364198
1967-04-10,0.358025
1967-04-11,0.364198
1967-04-12,0.369342
1967-04-13,0.366255
1967-04-14,0.378601
1967-04-17,0.40226300000000004
1967-04-18,0.40226300000000004
1967-04-19,0.40535
1967-04-20,0.419753
1967-04-21,0.415638
1967-04-24,0.408436
1967-04-25,0.417695
1967-04-26,0.407407
1967-04-27,0.409465
1967-04-28,0.406379
1967-05-01,0.41049399999999997
1967-05-02,0.423868
1967-05-03,0.43415600000000004
1967-05-04,0.44856
1967-05-05,0.443416
1967-05-08,0.44753100000000007
1967-05-09,0.43827200000000005
1967-05-10,0.43209899999999996
1967-05-11,0.425926
1967-05-12,0.414609
1967-05-15,0.407407
1967-05-16,0.416667
1967-05-17,0.421811
1967-05-18,0.42695500000000003
1967-05-19,0.430041
1967-05-22,0.42798400000000003
1967-05-23,0.421811
1967-05-24,0.400206
1967-05-25,0.418724
1967-05-26,0.425926
1967-05-29,0.418724
1967-05-31,0.40226300000000004
1967-06-01,0.41358
1967-06-02,0.407407
1967-06-05,0.393004
1967-06-06,0.41049399999999997
