Date,RE
2005-04-20,82.910004
2005-04-21,82.550003
2005-04-22,84.16999799999999
2005-04-25,84.360001
2005-04-26,82.41999799999999
2005-04-27,82.629997
2005-04-28,82.269997
2005-04-29,82.199997
2005-05-02,83.739998
2005-05-03,83.220001
2005-05-04,84.93
2005-05-05,85.559998
2005-05-06,86.150002
2005-05-09,87.089996
2005-05-10,86.75
2005-05-11,87.709999
2005-05-12,86.639999
2005-05-13,85.480003
2005-05-16,85.699997
2005-05-17,86.0
2005-05-18,86.790001
2005-05-19,87.389999
2005-05-20,87.550003
2005-05-23,88.07
2005-05-24,89.33000200000001
2005-05-25,88.529999
2005-05-26,88.699997
2005-05-27,88.970001
2005-05-31,89.489998
2005-06-01,90.489998
2005-06-02,90.809998
2005-06-03,90.82
2005-06-06,91.440002
2005-06-07,92.33000200000001
2005-06-08,90.970001
2005-06-09,89.949997
2005-06-10,89.010002
2005-06-13,89.540001
2005-06-14,89.800003
2005-06-15,89.849998
2005-06-16,91.57
2005-06-17,91.949997
2005-06-20,91.699997
2005-06-21,92.519997
2005-06-22,92.32
2005-06-23,90.980003
2005-06-24,91.16999799999999
2005-06-27,91.08000200000001
2005-06-28,92.540001
2005-06-29,92.940002
2005-06-30,93.0
2005-07-01,93.269997
2005-07-05,93.75
2005-07-06,93.489998
2005-07-07,93.959999
2005-07-08,93.699997
2005-07-11,94.510002
2005-07-12,95.059998
2005-07-13,95.190002
2005-07-14,95.760002
2005-07-15,95.82
2005-07-18,95.91999799999999
2005-07-19,96.709999
2005-07-20,97.050003
2005-07-21,96.150002
2005-07-22,95.650002
2005-07-25,94.68
2005-07-26,98.489998
2005-07-27,97.459999
2005-07-28,97.470001
2005-07-29,97.400002
2005-08-01,96.93
2005-08-02,97.66999799999999
2005-08-03,97.879997
2005-08-04,97.010002
2005-08-05,95.900002
2005-08-08,95.220001
2005-08-09,94.650002
2005-08-10,94.300003
2005-08-11,94.660004
2005-08-12,94.599998
2005-08-15,94.970001
2005-08-16,94.529999
2005-08-17,94.629997
2005-08-18,94.66999799999999
2005-08-19,94.5
2005-08-22,95.599998
2005-08-23,95.050003
2005-08-24,94.68
2005-08-25,94.879997
2005-08-26,93.870003
2005-08-29,93.91999799999999
2005-08-30,93.599998
2005-08-31,92.589996
2005-09-01,91.949997
2005-09-02,91.940002
2005-09-06,93.33000200000001
2005-09-07,94.550003
2005-09-08,92.0
2005-09-09,93.940002
2005-09-12,94.5
2005-09-13,96.120003
2005-09-14,94.800003
2005-09-15,95.519997
2005-09-16,100.019997
2005-09-19,98.25
2005-09-20,97.440002
2005-09-21,94.889999
2005-09-22,93.879997
2005-09-23,96.800003
2005-09-26,96.779999
2005-09-27,96.510002
2005-09-28,96.230003
2005-09-29,97.220001
2005-09-30,97.900002
2005-10-03,96.199997
2005-10-04,95.349998
2005-10-05,94.480003
2005-10-06,94.019997
2005-10-07,93.800003
2005-10-10,93.0
2005-10-11,91.230003
2005-10-12,91.120003
2005-10-13,91.720001
2005-10-14,92.099998
2005-10-17,91.370003
2005-10-18,90.029999
2005-10-19,91.400002
2005-10-20,90.029999
2005-10-21,92.550003
2005-10-24,96.230003
2005-10-25,93.900002
2005-10-26,95.0
2005-10-27,95.949997
2005-10-28,97.300003
2005-10-31,99.449997
2005-11-01,99.300003
2005-11-02,100.959999
2005-11-03,100.160004
2005-11-04,100.889999
2005-11-07,100.260002
2005-11-08,98.800003
2005-11-09,98.25
2005-11-10,100.629997
2005-11-11,102.860001
2005-11-14,107.339996
2005-11-15,106.43
2005-11-16,106.379997
2005-11-17,106.5
2005-11-18,105.849998
2005-11-21,105.66999799999999
2005-11-22,105.16999799999999
2005-11-23,107.08000200000001
2005-11-25,106.779999
2005-11-28,106.440002
2005-11-29,105.870003
2005-11-30,105.120003
2005-12-01,104.91999799999999
2005-12-02,103.400002
2005-12-05,102.400002
2005-12-06,101.470001
2005-12-07,100.650002
2005-12-08,100.43
2005-12-09,102.220001
2005-12-12,102.540001
2005-12-13,102.059998
2005-12-14,101.949997
2005-12-15,101.199997
2005-12-16,99.489998
2005-12-19,97.050003
2005-12-20,99.209999
2005-12-21,99.849998
2005-12-22,100.959999
2005-12-23,100.889999
2005-12-27,100.339996
2005-12-28,101.440002
2005-12-29,101.5
2005-12-30,100.349998
2006-01-03,100.809998
2006-01-04,101.050003
2006-01-05,100.639999
2006-01-06,102.290001
2006-01-09,102.040001
2006-01-10,102.239998
2006-01-11,103.029999
2006-01-12,101.660004
2006-01-13,99.449997
2006-01-17,99.260002
2006-01-18,98.41999799999999
2006-01-19,97.440002
2006-01-20,95.41999799999999
2006-01-23,95.029999
2006-01-24,95.800003
2006-01-25,95.870003
2006-01-26,97.25
2006-01-27,98.739998
2006-01-30,100.019997
2006-01-31,96.650002
2006-02-01,98.400002
2006-02-02,98.260002
2006-02-03,97.639999
2006-02-06,97.449997
2006-02-07,97.599998
2006-02-08,97.529999
2006-02-09,97.459999
2006-02-10,97.41999799999999
2006-02-13,97.33000200000001
2006-02-14,99.5
2006-02-15,100.290001
2006-02-16,100.540001
2006-02-17,99.370003
2006-02-21,99.18
2006-02-22,100.75
2006-02-23,99.440002
2006-02-24,100.18
2006-02-27,100.0
2006-02-28,99.040001
2006-03-01,98.279999
2006-03-02,99.470001
2006-03-03,97.720001
2006-03-06,96.800003
2006-03-07,96.870003
2006-03-08,96.550003
2006-03-09,96.660004
2006-03-10,96.449997
2006-03-13,96.360001
2006-03-14,96.610001
2006-03-15,96.279999
2006-03-16,96.33000200000001
2006-03-17,96.040001
2006-03-20,95.870003
2006-03-21,95.209999
2006-03-22,95.0
2006-03-23,92.839996
2006-03-24,92.209999
2006-03-27,91.510002
2006-03-28,91.550003
2006-03-29,92.639999
2006-03-30,92.440002
2006-03-31,93.370003
2006-04-03,93.800003
2006-04-04,93.769997
2006-04-05,94.059998
2006-04-06,93.699997
2006-04-07,93.139999
2006-04-10,92.760002
2006-04-11,91.730003
2006-04-12,91.220001
2006-04-13,91.199997
2006-04-17,91.019997
2006-04-18,91.760002
2006-04-19,93.260002
2006-04-20,93.269997
2006-04-21,92.889999
2006-04-24,93.889999
2006-04-25,90.0
2006-04-26,90.019997
2006-04-27,89.08000200000001
2006-04-28,91.0
2006-05-01,90.300003
2006-05-02,90.75
2006-05-03,89.25
2006-05-04,90.790001
2006-05-05,92.010002
2006-05-08,92.68
2006-05-09,92.800003
2006-05-10,93.300003
2006-05-11,92.150002
2006-05-12,91.849998
2006-05-15,92.150002
2006-05-16,91.959999
2006-05-17,91.410004
2006-05-18,91.099998
2006-05-19,91.040001
2006-05-22,91.0
2006-05-23,90.809998
2006-05-24,89.209999
2006-05-25,89.269997
2006-05-26,89.33000200000001
2006-05-30,87.949997
2006-05-31,89.349998
2006-06-01,90.83000200000001
2006-06-02,90.639999
2006-06-05,88.68
2006-06-06,89.510002
2006-06-07,89.57
2006-06-08,90.599998
2006-06-09,89.809998
2006-06-12,88.860001
2006-06-13,87.760002
2006-06-14,86.33000200000001
2006-06-15,87.349998
2006-06-16,87.43
2006-06-19,87.010002
2006-06-20,86.769997
2006-06-21,87.559998
2006-06-22,86.349998
2006-06-23,85.870003
2006-06-26,87.220001
2006-06-27,86.75
2006-06-28,86.160004
2006-06-29,87.099998
2006-06-30,86.57
2006-07-03,87.75
2006-07-05,86.870003
2006-07-06,88.339996
2006-07-07,88.389999
2006-07-10,89.93
2006-07-11,89.900002
2006-07-12,90.230003
2006-07-13,89.510002
2006-07-14,89.160004
2006-07-17,88.150002
2006-07-18,87.230003
2006-07-19,88.050003
2006-07-20,89.360001
2006-07-21,89.25
2006-07-24,91.129997
2006-07-25,92.910004
2006-07-26,95.139999
2006-07-27,93.879997
2006-07-28,95.25
2006-07-31,94.610001
2006-08-01,93.139999
2006-08-02,92.019997
2006-08-03,91.93
2006-08-04,92.559998
2006-08-07,91.849998
2006-08-08,91.839996
2006-08-09,91.75
2006-08-10,91.639999
2006-08-11,91.75
2006-08-14,93.110001
2006-08-15,93.629997
2006-08-16,94.290001
2006-08-17,95.760002
2006-08-18,95.010002
2006-08-21,94.849998
2006-08-22,93.769997
2006-08-23,92.879997
2006-08-24,91.75
2006-08-25,90.07
2006-08-28,91.370003
2006-08-29,92.449997
2006-08-30,92.709999
2006-08-31,93.980003
2006-09-01,94.529999
2006-09-05,94.0
2006-09-06,93.110001
2006-09-07,93.309998
2006-09-08,94.769997
2006-09-11,97.029999
2006-09-12,98.720001
2006-09-13,99.629997
2006-09-14,98.879997
2006-09-15,98.800003
2006-09-18,98.300003
2006-09-19,97.269997
2006-09-20,98.099998
2006-09-21,97.43
2006-09-22,96.970001
2006-09-25,97.779999
2006-09-26,98.940002
2006-09-27,97.940002
2006-09-28,98.629997
2006-09-29,97.529999
2006-10-02,96.91999799999999
2006-10-03,99.769997
2006-10-04,99.629997
2006-10-05,99.260002
2006-10-06,98.870003
2006-10-09,99.489998
2006-10-10,99.309998
2006-10-11,98.75
2006-10-12,98.849998
2006-10-13,100.459999
2006-10-16,100.349998
2006-10-17,100.33000200000001
2006-10-18,100.66999799999999
2006-10-19,99.58000200000001
2006-10-20,100.029999
2006-10-23,100.510002
2006-10-24,101.199997
2006-10-25,100.33000200000001
2006-10-26,101.41999799999999
2006-10-27,99.309998
2006-10-30,99.400002
2006-10-31,99.18
2006-11-01,98.559998
2006-11-02,99.220001
2006-11-03,99.300003
2006-11-06,100.400002
2006-11-07,100.980003
2006-11-08,100.93
2006-11-09,101.0
2006-11-10,101.449997
2006-11-13,102.059998
2006-11-14,102.360001
2006-11-15,101.410004
2006-11-16,102.510002
2006-11-17,101.550003
2006-11-20,101.110001
2006-11-21,100.209999
2006-11-22,100.099998
2006-11-24,100.160004
2006-11-27,98.08000200000001
2006-11-28,97.910004
2006-11-29,99.010002
2006-11-30,98.410004
2006-12-01,98.449997
2006-12-04,99.279999
2006-12-05,99.760002
2006-12-06,99.41999799999999
2006-12-07,99.349998
2006-12-08,99.610001
2006-12-11,99.860001
2006-12-12,99.949997
2006-12-13,98.709999
2006-12-14,98.860001
2006-12-15,97.940002
2006-12-18,97.949997
2006-12-19,98.91999799999999
2006-12-20,99.010002
2006-12-21,99.139999
2006-12-22,99.16999799999999
2006-12-26,98.690002
2006-12-27,98.910004
2006-12-28,98.860001
2006-12-29,98.110001
2007-01-03,99.25
2007-01-04,98.91999799999999
2007-01-05,97.620003
2007-01-08,97.260002
2007-01-09,97.07
2007-01-10,97.25
2007-01-11,98.510002
2007-01-12,99.199997
2007-01-16,98.650002
2007-01-17,98.139999
2007-01-18,97.559998
2007-01-19,96.160004
2007-01-22,95.5
2007-01-23,96.730003
2007-01-24,96.75
2007-01-25,96.300003
2007-01-26,96.050003
2007-01-29,95.91999799999999
2007-01-30,94.489998
2007-01-31,93.599998
2007-02-01,93.800003
2007-02-02,93.91999799999999
2007-02-05,94.5
2007-02-06,95.150002
2007-02-07,95.349998
2007-02-08,95.029999
2007-02-09,95.099998
2007-02-12,95.470001
2007-02-13,95.910004
2007-02-14,96.760002
2007-02-15,97.849998
2007-02-16,98.239998
2007-02-20,98.699997
2007-02-21,99.41999799999999
2007-02-22,99.889999
2007-02-23,98.910004
2007-02-26,98.33000200000001
2007-02-27,96.82
2007-02-28,97.16999799999999
2007-03-01,96.970001
2007-03-02,96.190002
2007-03-05,94.75
2007-03-06,94.709999
2007-03-07,94.93
2007-03-08,95.0
2007-03-09,94.5
2007-03-12,94.279999
2007-03-13,92.970001
2007-03-14,92.529999
2007-03-15,93.550003
2007-03-16,93.389999
2007-03-19,93.68
2007-03-20,94.68
2007-03-21,95.309998
2007-03-22,95.68
2007-03-23,95.66999799999999
2007-03-26,96.239998
2007-03-27,96.699997
2007-03-28,95.660004
2007-03-29,95.25
2007-03-30,96.16999799999999
2007-04-02,95.5
2007-04-03,95.709999
2007-04-04,94.489998
2007-04-05,94.489998
2007-04-09,94.529999
2007-04-10,94.900002
2007-04-11,94.900002
2007-04-12,95.720001
2007-04-13,96.139999
2007-04-16,97.459999
2007-04-17,97.010002
2007-04-18,97.029999
2007-04-19,96.910004
2007-04-20,97.089996
2007-04-23,96.730003
2007-04-24,103.300003
2007-04-25,102.959999
2007-04-26,101.989998
2007-04-27,101.400002
2007-04-30,100.639999
2007-05-01,100.800003
2007-05-02,101.139999
2007-05-03,101.089996
2007-05-04,101.540001
2007-05-07,102.07
2007-05-08,102.150002
2007-05-09,103.059998
2007-05-10,102.940002
2007-05-11,103.599998
2007-05-14,104.0
2007-05-15,105.010002
2007-05-16,105.790001
2007-05-17,105.949997
2007-05-18,106.860001
2007-05-21,106.389999
2007-05-22,106.379997
2007-05-23,105.989998
2007-05-24,105.83000200000001
2007-05-25,106.230003
2007-05-29,106.160004
2007-05-30,106.900002
2007-05-31,107.230003
2007-06-01,107.300003
2007-06-04,106.83000200000001
2007-06-05,106.5
2007-06-06,106.099998
2007-06-07,104.199997
2007-06-08,103.949997
2007-06-11,105.019997
2007-06-12,103.709999
2007-06-13,104.0
2007-06-14,104.480003
2007-06-15,103.690002
2007-06-18,104.32
2007-06-19,105.739998
2007-06-20,105.610001
2007-06-21,105.5
2007-06-22,105.989998
2007-06-25,106.510002
2007-06-26,106.25
2007-06-27,106.970001
2007-06-28,108.040001
2007-06-29,108.639999
2007-07-02,109.400002
2007-07-03,109.400002
2007-07-05,109.339996
2007-07-06,109.769997
2007-07-09,110.459999
2007-07-10,110.83000200000001
2007-07-11,110.720001
2007-07-12,111.599998
2007-07-13,112.449997
2007-07-16,113.559998
2007-07-17,112.0
2007-07-18,109.489998
2007-07-19,109.889999
2007-07-20,109.010002
2007-07-23,109.08000200000001
2007-07-24,104.25
2007-07-25,104.660004
2007-07-26,102.739998
2007-07-27,99.760002
2007-07-30,99.760002
2007-07-31,98.25
2007-08-01,98.699997
2007-08-02,98.68
2007-08-03,95.910004
2007-08-06,99.220001
2007-08-07,99.68
2007-08-08,100.339996
2007-08-09,97.699997
2007-08-10,96.08000200000001
2007-08-13,95.809998
2007-08-14,94.519997
2007-08-15,94.010002
2007-08-16,96.0
2007-08-17,97.980003
2007-08-20,99.0
2007-08-21,99.18
2007-08-22,102.449997
2007-08-23,103.470001
2007-08-24,104.059998
2007-08-27,101.809998
2007-08-28,99.379997
2007-08-29,101.459999
2007-08-30,100.389999
2007-08-31,101.879997
2007-09-04,104.0
2007-09-05,103.989998
2007-09-06,102.58000200000001
2007-09-07,101.540001
2007-09-10,101.360001
2007-09-11,102.309998
2007-09-12,103.300003
2007-09-13,104.91999799999999
2007-09-14,105.639999
2007-09-17,104.370003
2007-09-18,106.779999
2007-09-19,107.110001
2007-09-20,106.040001
2007-09-21,106.139999
2007-09-24,104.709999
2007-09-25,105.989998
2007-09-26,107.599998
2007-09-27,109.410004
2007-09-28,110.239998
2007-10-01,111.089996
2007-10-02,110.540001
2007-10-03,110.190002
2007-10-04,109.949997
2007-10-05,111.360001
2007-10-08,111.629997
2007-10-09,113.120003
2007-10-10,114.08000200000001
2007-10-11,112.08000200000001
2007-10-12,112.5
2007-10-15,111.269997
2007-10-16,110.019997
2007-10-17,109.91999799999999
2007-10-18,109.620003
2007-10-19,106.989998
2007-10-22,106.900002
2007-10-23,107.260002
2007-10-24,106.949997
2007-10-25,107.209999
2007-10-26,105.529999
2007-10-29,106.489998
2007-10-30,106.93
2007-10-31,106.540001
2007-11-01,103.489998
2007-11-02,100.68
2007-11-05,99.349998
2007-11-06,102.540001
2007-11-07,99.959999
2007-11-08,101.41999799999999
2007-11-09,101.290001
2007-11-12,100.459999
2007-11-13,103.110001
2007-11-14,102.029999
2007-11-15,101.489998
2007-11-16,100.400002
2007-11-19,98.58000200000001
2007-11-20,97.739998
2007-11-21,97.209999
2007-11-23,97.839996
2007-11-26,96.260002
2007-11-27,98.699997
2007-11-28,101.480003
2007-11-29,102.16999799999999
2007-11-30,104.93
2007-12-03,104.809998
2007-12-04,103.910004
2007-12-05,105.150002
2007-12-06,106.58000200000001
2007-12-07,104.860001
2007-12-10,106.43
2007-12-11,103.510002
2007-12-12,102.650002
2007-12-13,102.07
2007-12-14,101.66999799999999
2007-12-17,101.629997
2007-12-18,100.389999
2007-12-19,97.910004
2007-12-20,98.519997
2007-12-21,101.08000200000001
2007-12-24,102.709999
2007-12-26,101.879997
2007-12-27,100.41999799999999
2007-12-28,100.220001
2007-12-31,100.400002
2008-01-02,98.620003
2008-01-03,100.58000200000001
2008-01-04,101.849998
2008-01-07,103.050003
2008-01-08,101.980003
2008-01-09,105.040001
2008-01-10,104.029999
2008-01-11,102.980003
2008-01-14,103.32
2008-01-15,101.16999799999999
2008-01-16,100.470001
2008-01-17,98.400002
2008-01-18,95.0
2008-01-22,94.940002
2008-01-23,96.139999
2008-01-24,96.739998
2008-01-25,94.440002
2008-01-28,99.5
2008-01-29,97.260002
2008-01-30,97.209999
2008-01-31,101.690002
2008-02-01,103.559998
2008-02-04,102.129997
2008-02-05,99.599998
2008-02-06,98.870003
2008-02-07,99.839996
2008-02-08,99.120003
2008-02-11,96.879997
2008-02-12,99.309998
2008-02-13,99.610001
2008-02-14,98.620003
2008-02-15,101.510002
2008-02-19,99.449997
2008-02-20,100.33000200000001
2008-02-21,99.949997
2008-02-22,101.190002
2008-02-25,98.059998
2008-02-26,99.410004
2008-02-27,99.480003
2008-02-28,97.93
2008-02-29,96.879997
2008-03-03,95.239998
2008-03-04,95.230003
2008-03-05,94.800003
2008-03-06,93.660004
2008-03-07,93.849998
2008-03-10,93.139999
2008-03-11,95.029999
2008-03-12,93.480003
2008-03-13,93.370003
2008-03-14,89.83000200000001
2008-03-17,87.019997
2008-03-18,87.199997
2008-03-19,88.41999799999999
2008-03-20,89.769997
2008-03-24,88.970001
2008-03-25,91.25
2008-03-26,89.690002
2008-03-27,88.809998
2008-03-28,88.610001
2008-03-31,89.529999
2008-04-01,93.709999
2008-04-02,93.510002
2008-04-03,94.209999
2008-04-04,92.769997
2008-04-07,94.07
2008-04-08,92.83000200000001
2008-04-09,92.709999
2008-04-10,94.809998
2008-04-11,95.730003
2008-04-14,95.760002
2008-04-15,95.440002
2008-04-16,95.839996
2008-04-17,96.339996
2008-04-18,96.690002
2008-04-21,94.489998
2008-04-22,92.099998
2008-04-23,91.139999
2008-04-24,91.699997
2008-04-25,91.75
2008-04-28,91.050003
2008-04-29,90.489998
2008-04-30,90.349998
2008-05-01,92.66999799999999
2008-05-02,92.43
2008-05-05,91.199997
2008-05-06,91.360001
2008-05-07,88.360001
2008-05-08,89.41999799999999
2008-05-09,90.290001
2008-05-12,91.629997
2008-05-13,90.769997
2008-05-14,91.57
2008-05-15,91.720001
2008-05-16,91.18
2008-05-19,90.66999799999999
2008-05-20,90.870003
2008-05-21,89.769997
2008-05-22,89.83000200000001
2008-05-23,88.949997
2008-05-27,89.57
2008-05-28,87.360001
2008-05-29,88.199997
2008-05-30,87.720001
2008-06-02,87.150002
2008-06-03,87.470001
2008-06-04,87.059998
2008-06-05,88.33000200000001
2008-06-06,86.449997
2008-06-09,86.620003
2008-06-10,86.639999
2008-06-11,85.260002
2008-06-12,86.050003
2008-06-13,85.639999
2008-06-16,85.300003
2008-06-17,84.860001
2008-06-18,84.18
2008-06-19,84.0
2008-06-20,83.660004
2008-06-23,83.059998
2008-06-24,84.559998
2008-06-25,84.620003
2008-06-26,81.720001
2008-06-27,80.139999
2008-06-30,79.709999
2008-07-01,79.889999
2008-07-02,79.550003
2008-07-03,78.900002
2008-07-07,76.75
2008-07-08,80.43
2008-07-09,78.93
2008-07-10,78.949997
2008-07-11,76.58000200000001
2008-07-14,75.940002
2008-07-15,74.690002
2008-07-16,77.690002
2008-07-17,78.5
2008-07-18,78.779999
2008-07-21,78.0
2008-07-22,80.370003
2008-07-23,79.470001
2008-07-24,77.800003
2008-07-25,77.08000200000001
2008-07-28,80.709999
2008-07-29,82.800003
2008-07-30,82.629997
2008-07-31,81.800003
2008-08-01,82.220001
2008-08-04,81.980003
2008-08-05,83.0
2008-08-06,83.279999
2008-08-07,82.599998
2008-08-08,83.43
2008-08-11,83.769997
2008-08-12,82.440002
2008-08-13,81.949997
2008-08-14,82.279999
2008-08-15,83.07
2008-08-18,82.019997
2008-08-19,81.300003
2008-08-20,81.489998
2008-08-21,81.129997
2008-08-22,82.120003
2008-08-25,81.489998
2008-08-26,81.58000200000001
2008-08-27,82.16999799999999
2008-08-28,83.040001
2008-08-29,82.129997
2008-09-02,82.690002
2008-09-03,83.150002
2008-09-04,80.849998
2008-09-05,79.449997
2008-09-08,81.25
2008-09-09,79.730003
2008-09-10,80.019997
2008-09-11,79.029999
2008-09-12,78.489998
2008-09-15,78.120003
2008-09-16,82.309998
2008-09-17,80.489998
2008-09-18,82.82
2008-09-19,95.0
2008-09-22,85.760002
2008-09-23,82.43
2008-09-24,80.75
2008-09-25,84.300003
2008-09-26,80.5
2008-09-29,80.0
2008-09-30,86.529999
2008-10-01,82.08000200000001
2008-10-02,72.769997
2008-10-03,76.050003
2008-10-06,81.0
2008-10-07,72.599998
2008-10-08,72.5
2008-10-09,65.849998
2008-10-10,60.75
2008-10-13,74.059998
2008-10-14,73.93
2008-10-15,66.0
2008-10-16,62.77
2008-10-17,64.790001
2008-10-20,64.720001
2008-10-21,66.5
2008-10-22,69.010002
2008-10-23,72.290001
2008-10-24,74.650002
2008-10-27,71.010002
2008-10-28,74.620003
2008-10-29,73.510002
2008-10-30,68.150002
2008-10-31,74.699997
2008-11-03,73.58000200000001
2008-11-04,74.230003
2008-11-05,69.25
2008-11-06,67.889999
2008-11-07,70.650002
2008-11-10,66.690002
2008-11-11,66.110001
2008-11-12,64.879997
2008-11-13,70.860001
2008-11-14,69.470001
2008-11-17,67.379997
2008-11-18,66.91999799999999
2008-11-19,62.380001
2008-11-20,61.5
2008-11-21,70.0
2008-11-24,73.790001
2008-11-25,73.839996
2008-11-26,77.529999
2008-11-28,78.459999
2008-12-01,70.389999
2008-12-02,73.849998
2008-12-03,76.889999
2008-12-04,74.209999
2008-12-05,79.449997
2008-12-08,80.08000200000001
2008-12-09,76.800003
2008-12-10,77.760002
2008-12-11,74.599998
2008-12-12,76.300003
2008-12-15,75.08000200000001
2008-12-16,79.68
2008-12-17,76.449997
2008-12-18,77.93
2008-12-19,77.400002
2008-12-22,76.239998
2008-12-23,75.870003
2008-12-24,75.949997
2008-12-26,75.739998
2008-12-29,75.43
2008-12-30,77.029999
2008-12-31,76.139999
2009-01-02,76.540001
2009-01-05,75.459999
2009-01-06,76.489998
2009-01-07,74.41999799999999
2009-01-08,75.099998
2009-01-09,74.08000200000001
2009-01-12,72.769997
2009-01-13,73.470001
2009-01-14,70.940002
2009-01-15,72.279999
2009-01-16,73.839996
2009-01-20,68.360001
2009-01-21,69.779999
2009-01-22,65.389999
2009-01-23,65.599998
2009-01-26,65.279999
2009-01-27,66.349998
2009-01-28,68.209999
2009-01-29,64.790001
2009-01-30,63.0
2009-02-02,62.990002000000004
2009-02-03,63.700001
2009-02-04,63.689999
2009-02-05,64.870003
2009-02-06,64.639999
2009-02-09,65.589996
2009-02-10,62.330002
2009-02-11,64.58000200000001
2009-02-12,71.209999
2009-02-13,71.75
2009-02-17,70.199997
2009-02-18,72.389999
2009-02-19,71.349998
2009-02-20,68.360001
2009-02-23,67.059998
2009-02-24,69.239998
2009-02-25,67.860001
2009-02-26,66.25
2009-02-27,65.129997
2009-03-02,62.900002
2009-03-03,61.43
2009-03-04,62.130001
2009-03-05,58.689999
2009-03-06,61.84
2009-03-09,61.540001000000004
2009-03-10,63.560001
2009-03-11,62.93
2009-03-12,64.540001
2009-03-13,65.339996
2009-03-16,65.529999
2009-03-17,67.540001
2009-03-18,69.510002
2009-03-19,66.839996
2009-03-20,67.150002
2009-03-23,72.300003
2009-03-24,69.470001
2009-03-25,70.050003
2009-03-26,71.43
2009-03-27,71.379997
2009-03-30,69.610001
2009-03-31,70.800003
2009-04-01,72.370003
2009-04-02,71.629997
2009-04-03,72.91999799999999
2009-04-06,75.08000200000001
2009-04-07,74.08000200000001
2009-04-08,75.029999
2009-04-09,74.760002
2009-04-13,75.540001
2009-04-14,72.209999
2009-04-15,75.16999799999999
2009-04-16,74.190002
2009-04-17,72.629997
2009-04-20,69.599998
2009-04-21,73.68
2009-04-22,70.639999
2009-04-23,71.190002
2009-04-24,71.470001
2009-04-27,71.699997
2009-04-28,73.129997
2009-04-29,73.400002
2009-04-30,74.639999
2009-05-01,74.620003
2009-05-04,75.360001
2009-05-05,71.440002
2009-05-06,71.16999799999999
2009-05-07,69.440002
2009-05-08,72.949997
2009-05-11,69.739998
2009-05-12,71.790001
2009-05-13,71.010002
2009-05-14,70.860001
2009-05-15,68.760002
2009-05-18,70.110001
2009-05-19,67.199997
2009-05-20,66.809998
2009-05-21,67.610001
2009-05-22,66.58000200000001
2009-05-26,68.33000200000001
2009-05-27,66.360001
2009-05-28,67.339996
2009-05-29,69.230003
2009-06-01,71.440002
2009-06-02,73.489998
2009-06-03,73.019997
2009-06-04,73.370003
2009-06-05,74.300003
2009-06-08,73.120003
2009-06-09,73.07
2009-06-10,72.529999
2009-06-11,71.849998
2009-06-12,71.040001
2009-06-15,70.139999
2009-06-16,69.360001
2009-06-17,69.620003
2009-06-18,69.790001
2009-06-19,69.910004
2009-06-22,69.82
2009-06-23,69.650002
2009-06-24,70.040001
2009-06-25,70.099998
2009-06-26,69.980003
2009-06-29,71.360001
2009-06-30,71.57
2009-07-01,72.43
2009-07-02,70.0
2009-07-06,72.0
2009-07-07,71.66999799999999
2009-07-08,72.529999
2009-07-09,72.610001
2009-07-10,72.559998
2009-07-13,74.699997
2009-07-14,75.410004
2009-07-15,76.889999
2009-07-16,77.08000200000001
2009-07-17,76.989998
2009-07-20,76.18
2009-07-21,77.360001
2009-07-22,79.059998
2009-07-23,80.360001
2009-07-24,80.709999
2009-07-27,80.629997
2009-07-28,81.120003
2009-07-29,80.410004
2009-07-30,80.099998
2009-07-31,80.220001
2009-08-03,81.860001
2009-08-04,83.5
2009-08-05,83.410004
2009-08-06,81.82
2009-08-07,83.089996
2009-08-10,83.41999799999999
2009-08-11,82.68
2009-08-12,83.559998
2009-08-13,84.290001
2009-08-14,83.809998
2009-08-17,82.389999
2009-08-18,82.379997
2009-08-19,82.360001
2009-08-20,82.209999
2009-08-21,82.470001
2009-08-24,82.0
2009-08-25,83.879997
2009-08-26,83.32
2009-08-27,83.699997
2009-08-28,84.43
2009-08-31,84.309998
2009-09-01,84.059998
2009-09-02,83.110001
2009-09-03,84.379997
2009-09-04,84.809998
2009-09-08,84.800003
2009-09-09,84.089996
2009-09-10,84.300003
2009-09-11,84.75
2009-09-14,85.150002
2009-09-15,85.650002
2009-09-16,85.769997
2009-09-17,85.559998
2009-09-18,86.089996
2009-09-21,86.599998
2009-09-22,85.690002
2009-09-23,84.809998
2009-09-24,84.870003
2009-09-25,85.559998
2009-09-28,88.360001
2009-09-29,88.989998
2009-09-30,87.699997
2009-10-01,87.41999799999999
2009-10-02,87.41999799999999
2009-10-05,87.839996
2009-10-06,90.129997
2009-10-07,91.550003
2009-10-08,91.480003
2009-10-09,91.510002
2009-10-12,92.059998
2009-10-13,91.709999
2009-10-14,92.16999799999999
2009-10-15,91.980003
2009-10-16,91.160004
2009-10-19,92.489998
2009-10-20,91.699997
2009-10-21,89.849998
2009-10-22,90.110001
2009-10-23,89.110001
2009-10-26,88.129997
2009-10-27,88.760002
2009-10-28,86.709999
2009-10-29,87.870003
2009-10-30,87.489998
2009-11-02,86.400002
2009-11-03,86.839996
2009-11-04,86.290001
2009-11-05,87.190002
2009-11-06,88.050003
2009-11-09,89.019997
2009-11-10,89.699997
2009-11-11,89.83000200000001
2009-11-12,88.16999799999999
2009-11-13,88.849998
2009-11-16,88.550003
