Date,O
1999-08-02,12.03125
1999-08-03,12.15625
1999-08-04,11.96875
1999-08-05,12.0625
1999-08-06,12.0
1999-08-09,11.90625
1999-08-10,11.8125
1999-08-11,11.65625
1999-08-12,11.6875
1999-08-13,11.75
1999-08-16,11.75
1999-08-17,11.78125
1999-08-18,11.6875
1999-08-19,11.5625
1999-08-20,11.625
1999-08-23,11.625
1999-08-24,11.59375
1999-08-25,11.625
1999-08-26,11.5
1999-08-27,11.75
1999-08-30,11.59375
1999-08-31,11.875
1999-09-01,11.8125
1999-09-02,11.53125
1999-09-03,11.6875
1999-09-07,11.65625
1999-09-08,11.625
1999-09-09,11.5625
1999-09-10,11.59375
1999-09-13,11.5625
1999-09-14,11.53125
1999-09-15,11.53125
1999-09-16,11.53125
1999-09-17,11.46875
1999-09-20,11.5
1999-09-21,11.40625
1999-09-22,11.375
1999-09-23,11.375
1999-09-24,11.40625
1999-09-27,11.40625
1999-09-28,11.4375
1999-09-29,11.34375
1999-09-30,11.5625
1999-10-01,11.40625
1999-10-04,11.46875
1999-10-05,11.46875
1999-10-06,11.46875
1999-10-07,11.4375
1999-10-08,11.5
1999-10-11,11.4375
1999-10-12,11.28125
1999-10-13,11.21875
1999-10-14,11.25
1999-10-15,11.28125
1999-10-18,11.3125
1999-10-19,11.25
1999-10-20,11.28125
1999-10-21,11.3125
1999-10-22,11.3125
1999-10-25,11.40625
1999-10-26,11.375
1999-10-27,11.375
1999-10-28,11.25
1999-10-29,11.25
1999-11-01,11.34375
1999-11-02,11.4375
1999-11-03,11.5625
1999-11-04,11.5
1999-11-05,11.3125
1999-11-08,11.3125
1999-11-09,11.3125
1999-11-10,11.21875
1999-11-11,11.125
1999-11-12,11.125
1999-11-15,11.03125
1999-11-16,10.9375
1999-11-17,10.9375
1999-11-18,11.09375
1999-11-19,10.9375
1999-11-22,10.90625
1999-11-23,10.8125
1999-11-24,10.9375
1999-11-26,10.9375
1999-11-29,10.78125
1999-11-30,10.90625
1999-12-01,10.84375
1999-12-02,10.6875
1999-12-03,10.65625
1999-12-06,10.5
1999-12-07,10.75
1999-12-08,10.5625
1999-12-09,10.5625
1999-12-10,10.4375
1999-12-13,10.4375
1999-12-14,10.25
1999-12-15,10.25
1999-12-16,10.40625
1999-12-17,10.5
1999-12-20,10.40625
1999-12-21,10.5
1999-12-22,10.4375
1999-12-23,10.4375
1999-12-27,10.59375
1999-12-28,10.5
1999-12-29,10.53125
1999-12-30,10.40625
1999-12-31,10.3125
2000-01-03,10.375
2000-01-04,10.25
2000-01-05,10.1875
2000-01-06,10.3125
2000-01-07,10.5
2000-01-10,10.6875
2000-01-11,10.71875
2000-01-12,10.78125
2000-01-13,10.78125
2000-01-14,10.84375
2000-01-18,11.0
2000-01-19,10.90625
2000-01-20,10.875
2000-01-21,10.84375
2000-01-24,10.875
2000-01-25,10.96875
2000-01-26,10.75
2000-01-27,10.9375
2000-01-28,10.84375
2000-01-31,10.625
2000-02-01,10.8125
2000-02-02,10.78125
2000-02-03,10.8125
2000-02-04,10.78125
2000-02-07,10.75
2000-02-08,10.6875
2000-02-09,10.75
2000-02-10,10.65625
2000-02-11,10.65625
2000-02-14,10.53125
2000-02-15,10.625
2000-02-16,10.53125
2000-02-17,10.75
2000-02-18,10.6875
2000-02-22,10.625
2000-02-23,10.59375
2000-02-24,10.5625
2000-02-25,10.53125
2000-02-28,10.40625
2000-02-29,10.40625
2000-03-01,10.375
2000-03-02,10.4375
2000-03-03,10.375
2000-03-06,10.5625
2000-03-07,10.3125
2000-03-08,10.46875
2000-03-09,10.3125
2000-03-10,10.34375
2000-03-13,10.25
2000-03-14,10.125
2000-03-15,10.09375
2000-03-16,10.4375
2000-03-17,10.625
2000-03-20,10.5
2000-03-21,10.40625
2000-03-22,10.375
2000-03-23,10.4375
2000-03-24,10.3125
2000-03-27,10.40625
2000-03-28,10.3125
2000-03-29,10.34375
2000-03-30,10.125
2000-03-31,9.625
2000-04-03,9.9375
2000-04-04,10.0
2000-04-05,10.09375
2000-04-06,10.125
2000-04-07,10.21875
2000-04-10,10.28125
2000-04-11,10.09375
2000-04-12,10.3125
2000-04-13,10.28125
2000-04-14,10.46875
2000-04-17,10.3125
2000-04-18,10.375
2000-04-19,10.46875
2000-04-20,10.5
2000-04-24,10.625
2000-04-25,10.65625
2000-04-26,10.75
2000-04-27,10.71875
2000-04-28,10.90625
2000-05-01,10.96875
2000-05-02,10.9375
2000-05-03,10.6875
2000-05-04,10.78125
2000-05-05,10.96875
2000-05-08,10.875
2000-05-09,11.0
2000-05-10,11.125
2000-05-11,11.25
2000-05-12,11.4375
2000-05-15,11.46875
2000-05-16,11.46875
2000-05-17,11.28125
2000-05-18,11.28125
2000-05-19,11.25
2000-05-22,11.4375
2000-05-23,11.4375
2000-05-24,11.71875
2000-05-25,11.71875
2000-05-26,12.03125
2000-05-30,11.8125
2000-05-31,11.8125
2000-06-01,11.6875
2000-06-02,11.84375
2000-06-05,11.8125
2000-06-06,11.8125
2000-06-07,11.75
2000-06-08,11.65625
2000-06-09,11.75
2000-06-12,11.75
2000-06-13,11.84375
2000-06-14,11.96875
2000-06-15,12.0
2000-06-16,12.0
2000-06-19,11.96875
2000-06-20,11.90625
2000-06-21,11.875
2000-06-22,12.3125
2000-06-23,11.875
2000-06-26,12.0
2000-06-27,11.9375
2000-06-28,12.0
2000-06-29,12.15625
2000-06-30,11.789063
2000-07-03,11.90625
2000-07-05,12.21875
2000-07-06,12.15625
2000-07-07,12.09375
2000-07-10,11.9375
2000-07-11,11.9375
2000-07-12,11.9375
2000-07-13,11.9375
2000-07-14,12.09375
2000-07-17,11.9375
2000-07-18,12.0
2000-07-19,12.0625
2000-07-20,12.1875
2000-07-21,12.15625
2000-07-24,12.0
2000-07-25,12.0625
2000-07-26,12.21875
2000-07-27,12.09375
2000-07-28,12.0
2000-07-31,12.125
2000-08-01,12.09375
2000-08-02,12.1875
2000-08-03,12.21875
2000-08-04,12.125
2000-08-07,12.09375
2000-08-08,12.09375
2000-08-09,12.15625
2000-08-10,12.0
2000-08-11,12.03125
2000-08-14,12.0625
2000-08-15,12.03125
2000-08-16,11.96875
2000-08-17,11.9375
2000-08-18,11.875
2000-08-21,11.5
2000-08-22,11.6875
2000-08-23,11.40625
2000-08-24,11.4375
2000-08-25,11.53125
2000-08-28,11.5
2000-08-29,11.4375
2000-08-30,11.25
2000-08-31,11.3125
2000-09-01,11.40625
2000-09-05,11.375
2000-09-06,11.53125
2000-09-07,11.6875
2000-09-08,11.46875
2000-09-11,11.3125
2000-09-12,11.375
2000-09-13,11.34375
2000-09-14,11.375
2000-09-15,11.3125
2000-09-18,11.15625
2000-09-19,11.1875
2000-09-20,11.40625
2000-09-21,11.375
2000-09-22,11.40625
2000-09-25,11.4375
2000-09-26,11.5
2000-09-27,11.6875
2000-09-28,11.625
2000-09-29,11.65625
2000-10-02,11.65625
2000-10-03,11.625
2000-10-04,11.5625
2000-10-05,11.53125
2000-10-06,11.5
2000-10-09,11.4375
2000-10-10,11.375
2000-10-11,11.40625
2000-10-12,11.3125
2000-10-13,11.4375
2000-10-16,11.34375
2000-10-17,11.375
2000-10-18,11.34375
2000-10-19,11.4375
2000-10-20,11.59375
2000-10-23,11.5625
2000-10-24,11.65625
2000-10-25,11.53125
2000-10-26,11.59375
2000-10-27,11.625
2000-10-30,11.625
2000-10-31,11.5
2000-11-01,11.625
2000-11-02,11.625
2000-11-03,11.625
2000-11-06,11.71875
2000-11-07,11.75
2000-11-08,11.65625
2000-11-09,11.8125
2000-11-10,11.71875
2000-11-13,11.75
2000-11-14,11.84375
2000-11-15,11.96875
2000-11-16,11.9375
2000-11-17,12.0
2000-11-20,11.9375
2000-11-21,12.0
2000-11-22,11.90625
2000-11-24,12.03125
2000-11-27,12.09375
2000-11-28,12.15625
2000-11-29,12.09375
2000-11-30,12.0
2000-12-01,12.1875
2000-12-04,12.09375
2000-12-05,12.1875
2000-12-06,11.96875
2000-12-07,12.0
2000-12-08,12.4375
2000-12-11,12.34375
2000-12-12,12.3125
2000-12-13,12.375
2000-12-14,12.28125
2000-12-15,11.96875
2000-12-18,12.3125
2000-12-19,12.3125
2000-12-20,12.15625
2000-12-21,12.40625
2000-12-22,12.375
2000-12-26,12.4375
2000-12-27,12.6875
2000-12-28,12.75
2000-12-29,12.4375
2001-01-02,12.21875
2001-01-03,12.625
2001-01-04,12.71875
2001-01-05,12.5625
2001-01-08,12.65625
2001-01-09,12.71875
2001-01-10,12.75
2001-01-11,12.90625
2001-01-12,12.8125
2001-01-16,13.0
2001-01-17,12.84375
2001-01-18,13.03125
2001-01-19,12.96875
2001-01-22,13.0625
2001-01-23,13.0625
2001-01-24,13.03125
2001-01-25,13.125
2001-01-26,13.03125
2001-01-29,13.14
2001-01-30,13.04
2001-01-31,13.005
2001-02-01,13.075
2001-02-02,12.975
2001-02-05,13.03
2001-02-06,13.055
2001-02-07,13.345
2001-02-08,12.995
2001-02-09,12.85
2001-02-12,13.05
2001-02-13,13.015
2001-02-14,13.025
2001-02-15,13.075
2001-02-16,13.025
2001-02-20,12.85
2001-02-21,12.755
2001-02-22,12.62
2001-02-23,12.49
2001-02-26,12.8
2001-02-27,12.585
2001-02-28,12.6
2001-03-01,12.615
2001-03-02,12.775
2001-03-05,12.68
2001-03-06,12.85
2001-03-07,12.94
2001-03-08,12.9
2001-03-09,12.825
2001-03-12,12.7
2001-03-13,12.75
2001-03-14,12.555
2001-03-15,12.575
2001-03-16,12.225
2001-03-19,12.3
2001-03-20,12.45
2001-03-21,12.675
2001-03-22,12.71
2001-03-23,12.625
2001-03-26,12.98
2001-03-27,13.125
2001-03-28,13.05
2001-03-29,13.07
2001-03-30,13.25
2001-04-02,13.2
2001-04-03,13.145
2001-04-04,13.275
2001-04-05,13.375
2001-04-06,13.3
2001-04-09,13.325
2001-04-10,13.44
2001-04-11,13.285
2001-04-12,13.35
2001-04-16,13.425
2001-04-17,13.5
2001-04-18,13.775
2001-04-19,13.825
2001-04-20,13.725
2001-04-23,13.82
2001-04-24,13.875
2001-04-25,13.875
2001-04-26,14.115
2001-04-27,14.2
2001-04-30,14.305
2001-05-01,13.9
2001-05-02,13.9
2001-05-03,13.875
2001-05-04,13.8
2001-05-07,13.875
2001-05-08,13.875
2001-05-09,13.83
2001-05-10,13.825
2001-05-11,13.875
2001-05-14,13.825
2001-05-15,13.83
2001-05-16,13.745
2001-05-17,13.78
2001-05-18,13.8
2001-05-21,13.875
2001-05-22,13.825
2001-05-23,13.81
2001-05-24,13.865
2001-05-25,13.825
2001-05-29,13.755
2001-05-30,13.475
2001-05-31,13.4
2001-06-01,13.665
2001-06-04,13.685
2001-06-05,13.765
2001-06-06,13.765
2001-06-07,13.845
2001-06-08,13.825
2001-06-11,13.84
2001-06-12,13.9
2001-06-13,13.91
2001-06-14,13.945
2001-06-15,13.95
2001-06-18,14.075
2001-06-19,13.85
2001-06-20,14.0
2001-06-21,14.15
2001-06-22,14.15
2001-06-25,14.125
2001-06-26,14.275
2001-06-27,14.27
2001-06-28,14.25
2001-06-29,14.78
2001-07-02,14.34
2001-07-03,14.415
2001-07-05,14.4
2001-07-06,14.485
2001-07-09,14.225
2001-07-10,14.15
2001-07-11,14.12
2001-07-12,14.2
2001-07-13,14.26
2001-07-16,14.335
2001-07-17,14.46
2001-07-18,14.5
2001-07-19,14.575
2001-07-20,14.75
2001-07-23,14.5
2001-07-24,14.285
2001-07-25,14.395
2001-07-26,14.555
2001-07-27,14.555
2001-07-30,14.5
2001-07-31,14.335
2001-08-01,14.3
2001-08-02,14.285
2001-08-03,14.25
2001-08-06,14.375
2001-08-07,14.5
2001-08-08,14.55
2001-08-09,14.675
2001-08-10,14.69
2001-08-13,14.625
2001-08-14,14.66
2001-08-15,14.71
2001-08-16,14.555
2001-08-17,14.625
2001-08-20,14.65
2001-08-21,14.685
2001-08-22,14.75
2001-08-23,14.8
2001-08-24,14.745
2001-08-27,14.735
2001-08-28,14.65
2001-08-29,14.58
2001-08-30,14.335
2001-08-31,14.35
2001-09-04,14.35
2001-09-05,14.375
2001-09-06,14.225
2001-09-07,14.075
2001-09-10,14.05
2001-09-17,13.8
2001-09-18,13.955
2001-09-19,13.825
2001-09-20,13.65
2001-09-21,13.375
2001-09-24,13.4
2001-09-25,13.725
2001-09-26,14.035
2001-09-27,14.27
2001-09-28,14.5
2001-10-01,14.375
2001-10-02,14.49
2001-10-03,14.41
2001-10-04,14.475
2001-10-05,14.5
2001-10-08,14.48
2001-10-09,14.45
2001-10-10,14.7
2001-10-11,14.59
2001-10-12,14.625
2001-10-15,14.82
2001-10-16,14.925
2001-10-17,14.875
2001-10-18,14.26
2001-10-19,14.225
2001-10-22,14.1
2001-10-23,14.075
2001-10-24,14.075
2001-10-25,14.1
2001-10-26,14.16
2001-10-29,14.15
2001-10-30,14.07
2001-10-31,14.3
2001-11-01,14.275
2001-11-02,14.26
2001-11-05,14.275
2001-11-06,14.375
2001-11-07,14.215
2001-11-08,14.28
2001-11-09,14.275
2001-11-12,14.325
2001-11-13,14.325
2001-11-14,14.475
2001-11-15,14.325
2001-11-16,14.35
2001-11-19,14.32
2001-11-20,14.4
2001-11-21,14.485
2001-11-23,14.455
2001-11-26,14.475
2001-11-27,14.5
2001-11-28,14.525
2001-11-29,14.5
2001-11-30,14.475
2001-12-03,14.37
2001-12-04,14.36
2001-12-05,14.35
2001-12-06,14.4
2001-12-07,14.48
2001-12-10,14.5
2001-12-11,14.45
2001-12-12,14.425
2001-12-13,14.425
2001-12-14,14.495
2001-12-17,14.725
2001-12-18,14.7
2001-12-19,14.675
2001-12-20,14.555
2001-12-21,14.76
2001-12-24,14.865
2001-12-26,14.975
2001-12-27,14.99
2001-12-28,14.865
2001-12-31,14.7
2002-01-02,14.645
2002-01-03,14.775
2002-01-04,14.85
2002-01-07,14.795
2002-01-08,14.9
2002-01-09,14.9
2002-01-10,14.925
2002-01-11,14.95
2002-01-14,15.25
2002-01-15,15.345
2002-01-16,15.235
2002-01-17,15.505
2002-01-18,15.525
2002-01-22,15.775
2002-01-23,15.825
2002-01-24,15.775
2002-01-25,15.575
2002-01-28,15.475
2002-01-29,15.5
2002-01-30,15.68
2002-01-31,15.475
2002-02-01,15.325
2002-02-04,15.55
2002-02-05,15.49
2002-02-06,15.49
2002-02-07,15.475
2002-02-08,15.815
2002-02-11,15.93
2002-02-12,15.945
2002-02-13,15.975
2002-02-14,15.755
2002-02-15,15.925
2002-02-19,15.84
2002-02-20,15.87
2002-02-21,15.65
2002-02-22,15.865
2002-02-25,15.925
2002-02-26,15.95
2002-02-27,15.82
2002-02-28,15.45
2002-03-01,15.7
2002-03-04,15.97
2002-03-05,16.1
2002-03-06,16.049999
2002-03-07,15.95
2002-03-08,16.025
2002-03-11,15.995
2002-03-12,15.975
2002-03-13,15.995
2002-03-14,15.975
2002-03-15,16.025
2002-03-18,16.225
2002-03-19,16.25
2002-03-20,16.1
2002-03-21,16.145
2002-03-22,16.264999
2002-03-25,16.299999
2002-03-26,16.450001
2002-03-27,16.475
2002-03-28,16.6
2002-04-01,16.559998999999998
2002-04-02,16.6
2002-04-03,16.59
2002-04-04,16.6
2002-04-05,16.5
2002-04-08,16.620001000000002
2002-04-09,16.889999
2002-04-10,17.059998999999998
2002-04-11,17.030001000000002
2002-04-12,17.325001
2002-04-15,17.0
2002-04-16,16.889999
2002-04-17,16.225
2002-04-18,16.514999
2002-04-19,16.344998999999998
2002-04-22,16.360001
2002-04-23,16.200001
2002-04-24,16.205
2002-04-25,16.52
2002-04-26,16.43
2002-04-29,16.41
2002-04-30,16.875
2002-05-01,16.9
2002-05-02,17.125
2002-05-03,17.040001
2002-05-06,16.879998999999998
2002-05-07,16.77
2002-05-08,16.625
2002-05-09,16.700001
2002-05-10,16.525
2002-05-13,16.594998999999998
2002-05-14,16.725
2002-05-15,16.950001
2002-05-16,16.775
2002-05-17,16.74
2002-05-20,16.775
2002-05-21,16.775
2002-05-22,16.799999
2002-05-23,17.02
2002-05-24,17.0
2002-05-28,17.15
2002-05-29,17.299999
2002-05-30,17.290001
2002-05-31,17.15
2002-06-03,17.075001
2002-06-04,17.15
2002-06-05,17.115
2002-06-06,16.955
2002-06-07,16.885
2002-06-10,16.809998999999998
2002-06-11,17.0
2002-06-12,17.200001
2002-06-13,17.075001
2002-06-14,17.295
2002-06-17,17.469998999999998
2002-06-18,17.475
2002-06-19,17.375
2002-06-20,17.575001
2002-06-21,17.860001
2002-06-24,17.945
2002-06-25,17.915001
2002-06-26,18.125
2002-06-27,18.275
2002-06-28,18.459999
2002-07-01,18.200001
2002-07-02,17.84
2002-07-03,17.65
2002-07-05,17.825001
2002-07-08,17.635
2002-07-09,17.77
2002-07-10,17.684998999999998
2002-07-11,17.025
2002-07-12,16.790001
2002-07-15,16.549999
2002-07-16,16.924999
2002-07-17,16.875
2002-07-18,16.700001
2002-07-19,16.205
2002-07-22,16.049999
2002-07-23,14.675
2002-07-24,14.8
2002-07-25,15.325
2002-07-26,16.495001000000002
2002-07-29,16.700001
2002-07-30,16.65
2002-07-31,16.9
2002-08-01,16.775
2002-08-02,16.325001
2002-08-05,16.1
2002-08-06,16.450001
2002-08-07,16.799999
2002-08-08,16.65
2002-08-09,16.674999
2002-08-12,16.625
2002-08-13,16.315001000000002
2002-08-14,16.674999
2002-08-15,16.674999
2002-08-16,16.85
2002-08-19,16.725
2002-08-20,16.6
2002-08-21,16.825001
2002-08-22,16.75
2002-08-23,16.705
2002-08-26,17.0
2002-08-27,16.775
2002-08-28,17.1
2002-08-29,17.0
2002-08-30,16.9
2002-09-03,16.700001
2002-09-04,16.895
2002-09-05,16.674999
2002-09-06,16.924999
2002-09-09,16.795
2002-09-10,16.799999
2002-09-11,16.825001
2002-09-12,16.795
2002-09-13,17.025
2002-09-16,16.99
2002-09-17,16.85
2002-09-18,16.945
2002-09-19,16.754998999999998
2002-09-20,17.200001
2002-09-23,16.959999
2002-09-24,17.030001000000002
2002-09-25,17.094998999999998
2002-09-26,17.6
2002-09-27,17.1
2002-09-30,17.075001
2002-10-01,17.135
2002-10-02,16.969998999999998
2002-10-03,16.924999
2002-10-04,16.645
2002-10-07,16.385
2002-10-08,16.355
2002-10-09,15.8
2002-10-10,15.875
2002-10-11,16.07
2002-10-14,15.83
2002-10-15,16.299999
2002-10-16,16.049999
2002-10-17,16.4
2002-10-18,16.674999
2002-10-21,16.5
2002-10-22,16.325001
2002-10-23,16.370001000000002
2002-10-24,16.440001000000002
2002-10-25,16.725
2002-10-28,16.549999
2002-10-29,16.674999
2002-10-30,16.465
2002-10-31,16.725
2002-11-01,16.975
2002-11-04,16.915001
2002-11-05,16.915001
2002-11-06,17.049999
2002-11-07,16.924999
2002-11-08,17.115
2002-11-11,16.825001
2002-11-12,17.145
2002-11-13,17.125
2002-11-14,17.450001
2002-11-15,17.43
2002-11-18,17.33
2002-11-19,17.35
2002-11-20,17.395
2002-11-21,17.385
2002-11-22,17.575001
2002-11-25,17.6
2002-11-26,17.465
2002-11-27,17.525
2002-11-29,17.475
2002-12-02,17.725
2002-12-03,17.475
2002-12-04,17.565001000000002
2002-12-05,17.565001000000002
2002-12-06,17.540001
2002-12-09,17.799999
2002-12-10,17.75
2002-12-11,17.950001
2002-12-12,17.985001
2002-12-13,17.799999
2002-12-16,17.9
2002-12-17,17.895
2002-12-18,17.75
2002-12-19,17.594998999999998
2002-12-20,17.690001000000002
2002-12-23,17.959999
2002-12-24,17.985001
2002-12-26,17.92
2002-12-27,17.924999
2002-12-30,17.745001000000002
2002-12-31,17.5
2003-01-02,17.639999
2003-01-03,17.799999
2003-01-06,17.690001000000002
2003-01-07,17.225
2003-01-08,17.055
2003-01-09,17.105
2003-01-10,16.844998999999998
2003-01-13,16.674999
2003-01-14,16.815001000000002
2003-01-15,16.655001000000002
2003-01-16,16.665001
2003-01-17,16.559998999999998
2003-01-21,16.59
2003-01-22,16.639999
2003-01-23,16.719998999999998
2003-01-24,16.559998999999998
2003-01-27,16.530001000000002
2003-01-28,16.645
2003-01-29,16.764999
2003-01-30,16.66
2003-01-31,16.940001000000002
2003-02-03,16.76
2003-02-04,16.940001000000002
2003-02-05,16.855
2003-02-06,16.92
2003-02-07,16.655001000000002
2003-02-10,16.940001000000002
2003-02-11,16.705
2003-02-12,16.655001000000002
2003-02-13,16.9
2003-02-14,16.815001000000002
2003-02-18,17.059998999999998
2003-02-19,17.065001000000002
2003-02-20,17.1
2003-02-21,17.32
2003-02-24,17.059998999999998
2003-02-25,17.35
2003-02-26,17.355
2003-02-27,17.35
2003-02-28,17.33
2003-03-03,17.424999
2003-03-04,17.35
2003-03-05,17.525
2003-03-06,17.200001
2003-03-07,17.280001000000002
2003-03-10,16.865
2003-03-11,16.955
2003-03-12,17.084999
2003-03-13,17.360001
2003-03-14,17.375
2003-03-17,17.74
2003-03-18,17.9
2003-03-19,18.0
2003-03-20,18.215
2003-03-21,18.450001
2003-03-24,18.075001
2003-03-25,18.315001000000002
2003-03-26,18.25
2003-03-27,18.125
2003-03-28,17.879998999999998
2003-03-31,17.875
2003-04-01,18.360001
2003-04-02,18.424999
2003-04-03,18.375
2003-04-04,18.1
2003-04-07,18.475
2003-04-08,18.424999
2003-04-09,18.525
2003-04-10,18.450001
2003-04-11,18.35
2003-04-14,18.75
2003-04-15,18.700001
2003-04-16,18.799999
2003-04-17,18.955
2003-04-21,18.975
2003-04-22,19.295
2003-04-23,19.225
2003-04-24,18.844998999999998
2003-04-25,18.860001
2003-04-28,19.075001
2003-04-29,18.82
2003-04-30,18.799999
2003-05-01,18.49
2003-05-02,18.190001000000002
2003-05-05,18.190001000000002
2003-05-06,18.18
2003-05-07,18.25
2003-05-08,18.4
2003-05-09,18.5
2003-05-12,18.49
2003-05-13,18.57
2003-05-14,18.584999
2003-05-15,18.75
2003-05-16,18.76
2003-05-19,18.690001000000002
2003-05-20,18.825001
2003-05-21,19.045
2003-05-22,19.049999
2003-05-23,19.16
2003-05-27,19.295
2003-05-28,19.25
2003-05-29,18.684998999999998
2003-05-30,18.825001
2003-06-02,19.0
2003-06-03,19.219998999999998
2003-06-04,19.549999
2003-06-05,19.285
2003-06-06,19.459999
2003-06-09,19.219998999999998
2003-06-10,19.625
2003-06-11,19.6
2003-06-12,19.370001000000002
2003-06-13,19.055
2003-06-16,19.434998999999998
2003-06-17,19.155001000000002
2003-06-18,19.030001000000002
2003-06-19,18.93
2003-06-20,18.834999
2003-06-23,18.629998999999998
2003-06-24,18.754998999999998
2003-06-25,18.959999
2003-06-26,19.5
2003-06-27,19.375
2003-06-30,19.040001
2003-07-01,19.33
2003-07-02,19.924999
2003-07-03,19.99
2003-07-07,20.105
2003-07-08,20.365
2003-07-09,20.15
2003-07-10,19.889999
2003-07-11,20.110001
2003-07-14,20.375
2003-07-15,20.26
2003-07-16,20.15
2003-07-17,19.93
2003-07-18,19.950001
2003-07-21,19.965
2003-07-22,20.18
2003-07-23,20.040001
2003-07-24,20.27
2003-07-25,20.24
2003-07-28,20.014999
2003-07-29,20.184998999999998
2003-07-30,20.4
2003-07-31,19.825001
2003-08-01,19.549999
2003-08-04,19.219998999999998
2003-08-05,19.375
2003-08-06,19.379998999999998
2003-08-07,19.530001000000002
2003-08-08,19.49
2003-08-11,19.525
2003-08-12,19.424999
2003-08-13,19.475
2003-08-14,19.43
2003-08-15,19.4
2003-08-18,19.5
2003-08-19,19.700001
2003-08-20,19.865
2003-08-21,19.775
2003-08-22,19.610001
2003-08-25,19.615
2003-08-26,19.610001
2003-08-27,19.75
2003-08-28,19.705
2003-08-29,19.74
2003-09-02,20.200001
2003-09-03,20.225
2003-09-04,20.285
2003-09-05,20.225
2003-09-08,20.375
2003-09-09,20.1
2003-09-10,19.775
2003-09-11,19.85
2003-09-12,19.684998999999998
2003-09-15,19.625
2003-09-16,19.74
2003-09-17,19.65
2003-09-18,19.875
2003-09-19,19.75
2003-09-22,19.975
2003-09-23,20.0
2003-09-24,19.684998999999998
2003-09-25,19.6
2003-09-26,19.525
2003-09-29,19.799999
2003-09-30,19.825001
2003-10-01,19.875
2003-10-02,19.924999
2003-10-03,20.174999
2003-10-06,20.24
2003-10-07,20.190001000000002
2003-10-08,20.200001
2003-10-09,20.125
2003-10-10,20.225
2003-10-13,20.200001
2003-10-14,20.49
2003-10-15,20.295
2003-10-16,20.17
2003-10-17,20.299999
2003-10-20,20.24
2003-10-21,20.16
2003-10-22,20.1
2003-10-23,19.924999
2003-10-24,19.85
2003-10-27,20.07
2003-10-28,19.825001
2003-10-29,19.85
2003-10-30,19.775
2003-10-31,19.700001
2003-11-03,19.865
2003-11-04,19.995001000000002
2003-11-05,19.99
2003-11-06,19.924999
2003-11-07,19.889999
2003-11-10,19.875
2003-11-11,19.83
2003-11-12,20.15
2003-11-13,20.139999
2003-11-14,20.17
2003-11-17,20.275
2003-11-18,20.280001000000002
2003-11-19,20.200001
2003-11-20,20.125
2003-11-21,20.115
2003-11-24,20.125
2003-11-25,20.24
2003-11-26,20.065001000000002
2003-11-28,20.1
2003-12-01,20.299999
2003-12-02,20.290001
2003-12-03,20.264999
2003-12-04,20.23
2003-12-05,20.174999
2003-12-08,20.285
2003-12-09,20.174999
2003-12-10,20.120001000000002
2003-12-11,20.1
2003-12-12,20.275
2003-12-15,20.075001
2003-12-16,20.225
2003-12-17,20.1
2003-12-18,20.15
2003-12-19,20.24
2003-12-22,20.025
2003-12-23,19.985001
2003-12-24,20.094998999999998
2003-12-26,20.190001000000002
2003-12-29,20.030001000000002
2003-12-30,20.16
2003-12-31,20.0
2004-01-02,20.0
2004-01-05,19.875
2004-01-06,19.790001
2004-01-07,19.860001
2004-01-08,19.775
2004-01-09,20.0
2004-01-12,20.025
2004-01-13,20.025
2004-01-14,20.184998999999998
2004-01-15,20.17
2004-01-16,19.99
2004-01-20,20.125
2004-01-21,20.190001000000002
2004-01-22,20.155001000000002
2004-01-23,20.264999
2004-01-26,20.295
2004-01-27,20.535
2004-01-28,20.575001
2004-01-29,20.475
2004-01-30,20.645
2004-02-02,20.870001000000002
2004-02-03,20.790001
2004-02-04,20.475
2004-02-05,20.775
2004-02-06,21.254998999999998
2004-02-09,21.200001
2004-02-10,21.4
2004-02-11,21.525
2004-02-12,21.5
2004-02-13,21.424999
2004-02-17,21.424999
2004-02-18,21.33
2004-02-19,21.375
2004-02-20,21.5
2004-02-23,21.495001000000002
2004-02-24,21.5
2004-02-25,21.735001
2004-02-26,21.65
2004-02-27,21.65
2004-03-01,21.950001
2004-03-02,22.075001
2004-03-03,22.049999
2004-03-04,22.059998999999998
2004-03-05,21.85
2004-03-08,22.1
2004-03-09,22.235001
2004-03-10,22.0
2004-03-11,21.700001
2004-03-12,22.200001
2004-03-15,21.825001
2004-03-16,21.825001
2004-03-17,22.275
2004-03-18,22.375
2004-03-19,22.415001
2004-03-22,22.375
2004-03-23,22.275
2004-03-24,22.1
2004-03-25,22.15
2004-03-26,22.059998999999998
2004-03-29,22.049999
2004-03-30,22.125
2004-03-31,22.325001
2004-04-01,22.325001
2004-04-02,22.125
2004-04-05,21.610001
2004-04-06,20.200001
2004-04-07,20.665001
2004-04-08,20.209999
2004-04-12,18.9
2004-04-13,18.889999
2004-04-14,18.5
2004-04-15,19.094998999999998
2004-04-16,19.674999
2004-04-19,19.705
2004-04-20,19.0
2004-04-21,19.15
2004-04-22,19.455
2004-04-23,19.15
2004-04-26,19.295
2004-04-27,19.389999
2004-04-28,19.4
2004-04-29,19.325001
2004-04-30,19.125
2004-05-03,19.42
2004-05-04,19.525
2004-05-05,19.35
2004-05-06,19.365
2004-05-07,18.455
2004-05-10,18.125
2004-05-11,18.495001000000002
2004-05-12,18.584999
2004-05-13,18.674999
2004-05-14,18.965
