Date,DXC
1981-12-31,1.0867799999999999
1982-01-04,1.0867799999999999
1982-01-05,1.066079
1982-01-06,1.0867799999999999
1982-01-07,1.117831
1982-01-08,1.200633
1982-01-11,1.148882
1982-01-12,1.1281809999999999
1982-01-13,1.1281809999999999
1982-01-14,1.210983
1982-01-15,1.210983
1982-01-18,1.221334
1982-01-19,1.190283
1982-01-20,1.242034
1982-01-21,1.242034
1982-01-22,1.221334
1982-01-25,1.169582
1982-01-26,1.179932
1982-01-27,1.179932
1982-01-28,1.273085
1982-01-29,1.242034
1982-02-01,1.200633
1982-02-02,1.179932
1982-02-03,1.179932
1982-02-04,1.159232
1982-02-05,1.169582
1982-02-08,1.117831
1982-02-09,1.0867799999999999
1982-02-10,1.09713
1982-02-11,1.0867799999999999
1982-02-12,1.0867799999999999
1982-02-16,1.09713
1982-02-17,1.117831
1982-02-18,1.159232
1982-02-19,1.159232
1982-02-22,1.179932
1982-02-23,1.138531
1982-02-24,1.148882
1982-02-25,1.169582
1982-02-26,1.159232
1982-03-01,1.169582
1982-03-02,1.169582
1982-03-03,1.138531
1982-03-04,1.138531
1982-03-05,1.138531
1982-03-08,1.0867799999999999
1982-03-09,1.066079
1982-03-10,1.066079
1982-03-11,1.066079
1982-03-12,1.003978
1982-03-15,1.003978
1982-03-16,1.035028
1982-03-17,1.035028
1982-03-18,1.045379
1982-03-19,1.045379
1982-03-22,1.09713
1982-03-23,1.10748
1982-03-24,1.076429
1982-03-25,1.09713
1982-03-26,1.09713
1982-03-29,1.0867799999999999
1982-03-30,1.076429
1982-03-31,1.0557290000000001
1982-04-01,1.066079
1982-04-02,1.076429
1982-04-05,1.076429
1982-04-06,1.076429
1982-04-07,1.066079
1982-04-08,1.066079
1982-04-12,1.076429
1982-04-13,1.076429
1982-04-14,1.0557290000000001
1982-04-15,1.024678
1982-04-16,1.035028
1982-04-19,1.024678
1982-04-20,0.993627
1982-04-21,0.952226
1982-04-22,0.9315260000000001
1982-04-23,0.9315260000000001
1982-04-26,0.993627
1982-04-27,0.993627
1982-04-28,1.0143280000000001
1982-04-29,1.003978
1982-04-30,1.0143280000000001
1982-05-03,1.024678
1982-05-04,1.003978
1982-05-05,0.993627
1982-05-06,1.035028
1982-05-07,1.0557290000000001
1982-05-10,1.0557290000000001
1982-05-11,1.09713
1982-05-12,1.09713
1982-05-13,1.066079
1982-05-14,1.0557290000000001
1982-05-17,1.0143280000000001
1982-05-18,1.035028
1982-05-19,1.024678
1982-05-20,0.9832770000000001
1982-05-21,0.9832770000000001
1982-05-24,0.993627
1982-05-25,0.993627
1982-05-26,0.993627
1982-05-27,0.9832770000000001
1982-05-28,0.993627
1982-06-01,0.993627
1982-06-02,1.0143280000000001
1982-06-03,1.0143280000000001
1982-06-04,0.993627
1982-06-07,0.993627
1982-06-08,0.9729270000000001
1982-06-09,0.9729270000000001
1982-06-10,0.9832770000000001
1982-06-11,1.035028
1982-06-14,1.024678
1982-06-15,0.993627
1982-06-16,0.9832770000000001
1982-06-17,0.9729270000000001
1982-06-18,0.952226
1982-06-21,0.941876
1982-06-22,0.962576
1982-06-23,1.003978
1982-06-24,0.9729270000000001
1982-06-25,0.9729270000000001
1982-06-28,1.003978
1982-06-29,1.003978
1982-06-30,1.0143280000000001
1982-07-01,0.993627
1982-07-02,1.003978
1982-07-06,0.993627
1982-07-07,0.9832770000000001
1982-07-08,0.9832770000000001
1982-07-09,1.0143280000000001
1982-07-12,1.066079
1982-07-13,1.0867799999999999
1982-07-14,1.066079
1982-07-15,1.045379
1982-07-16,1.0557290000000001
1982-07-19,1.066079
1982-07-20,1.0557290000000001
1982-07-21,1.076429
1982-07-22,1.076429
1982-07-23,1.0557290000000001
1982-07-26,1.076429
1982-07-27,1.09713
1982-07-28,1.076429
1982-07-29,1.0867799999999999
1982-07-30,1.09713
1982-08-02,1.076429
1982-08-03,1.0557290000000001
1982-08-04,1.045379
1982-08-05,1.045379
1982-08-06,1.024678
1982-08-09,0.962576
1982-08-10,0.952226
1982-08-11,0.9729270000000001
1982-08-12,0.9729270000000001
1982-08-13,0.962576
1982-08-16,0.9729270000000001
1982-08-17,1.003978
1982-08-18,1.0557290000000001
1982-08-19,1.0557290000000001
1982-08-20,1.159232
1982-08-23,1.179932
1982-08-24,1.09713
1982-08-25,1.117831
1982-08-26,1.10748
1982-08-27,1.138531
1982-08-30,1.148882
1982-08-31,1.117831
1982-09-01,1.117831
1982-09-02,1.179932
1982-09-03,1.242034
1982-09-07,1.231684
1982-09-08,1.231684
1982-09-09,1.242034
1982-09-10,1.231684
1982-09-13,1.231684
1982-09-14,1.262735
1982-09-15,1.283435
1982-09-16,1.3248360000000001
1982-09-17,1.314486
1982-09-20,1.314486
1982-09-21,1.3351870000000001
1982-09-22,1.293785
1982-09-23,1.314486
1982-09-24,1.3351870000000001
1982-09-27,1.304136
1982-09-28,1.304136
1982-09-29,1.242034
1982-09-30,1.252384
1982-10-01,1.242034
1982-10-04,1.242034
1982-10-05,1.242034
1982-10-06,1.293785
1982-10-07,1.304136
1982-10-08,1.3248360000000001
1982-10-11,1.3248360000000001
1982-10-12,1.314486
1982-10-13,1.355887
1982-10-14,1.3248360000000001
1982-10-15,1.3351870000000001
1982-10-18,1.386938
1982-10-19,1.3972879999999999
1982-10-20,1.417989
1982-10-21,1.4076389999999999
1982-10-22,1.4076389999999999
1982-10-25,1.3662379999999998
1982-10-26,1.3662379999999998
1982-10-27,1.4076389999999999
1982-10-28,1.4076389999999999
1982-10-29,1.417989
1982-11-01,1.428339
1982-11-02,1.417989
1982-11-03,1.4490399999999999
1982-11-04,1.417989
1982-11-05,1.4490399999999999
1982-11-08,1.552543
1982-11-09,1.624995
1982-11-10,1.552543
1982-11-11,1.614644
1982-11-12,1.583593
1982-11-15,1.511141
1982-11-16,1.46974
1982-11-17,1.490441
1982-11-18,1.542192
1982-11-19,1.531842
1982-11-22,1.46974
1982-11-23,1.480091
1982-11-24,1.480091
1982-11-26,1.45939
1982-11-29,1.4076389999999999
1982-11-30,1.511141
1982-12-01,1.552543
1982-12-02,1.614644
1982-12-03,1.573243
1982-12-06,1.624995
1982-12-07,1.666396
1982-12-08,1.666396
1982-12-09,1.604294
1982-12-10,1.583593
1982-12-13,1.583593
1982-12-14,1.531842
1982-12-15,1.45939
1982-12-16,1.4490399999999999
1982-12-17,1.45939
1982-12-20,1.4490399999999999
1982-12-21,1.4490399999999999
1982-12-22,1.500791
1982-12-23,1.521492
1982-12-27,1.552543
1982-12-28,1.542192
1982-12-29,1.573243
1982-12-30,1.531842
1982-12-31,1.583593
1983-01-03,1.521492
1983-01-04,1.511141
1983-01-05,1.511141
1983-01-06,1.490441
1983-01-07,1.4490399999999999
1983-01-10,1.417989
1983-01-11,1.4076389999999999
1983-01-12,1.4386889999999999
1983-01-13,1.428339
1983-01-14,1.4490399999999999
1983-01-17,1.4490399999999999
1983-01-18,1.490441
1983-01-19,1.511141
1983-01-20,1.46974
1983-01-21,1.3972879999999999
1983-01-24,1.376588
1983-01-25,1.417989
1983-01-26,1.428339
1983-01-27,1.552543
1983-01-28,1.6456950000000001
1983-01-31,1.7698990000000001
1983-02-01,1.6974470000000002
1983-02-02,1.6456950000000001
1983-02-03,1.7284970000000002
1983-02-04,1.738848
1983-02-07,1.738848
1983-02-08,1.7284970000000002
1983-02-09,1.738848
1983-02-10,1.8423509999999998
1983-02-11,1.832
1983-02-14,1.883752
1983-02-15,1.8423509999999998
1983-02-16,1.7802490000000002
1983-02-17,1.7802490000000002
1983-02-18,1.7698990000000001
1983-02-22,1.718147
1983-02-23,1.7802490000000002
1983-02-24,1.894102
1983-02-25,1.852701
1983-02-28,1.832
1983-03-01,1.8113
1983-03-02,1.8009490000000001
1983-03-03,1.82165
1983-03-04,1.8113
1983-03-07,1.790599
1983-03-08,1.749198
1983-03-09,1.7698990000000001
1983-03-10,1.7284970000000002
1983-03-11,1.718147
1983-03-14,1.656045
1983-03-15,1.666396
1983-03-16,1.6456950000000001
1983-03-17,1.6456950000000001
1983-03-18,1.635345
1983-03-21,1.624995
1983-03-22,1.614644
1983-03-23,1.6456950000000001
1983-03-24,1.656045
1983-03-25,1.635345
1983-03-28,1.6456950000000001
1983-03-29,1.6456950000000001
1983-03-30,1.635345
1983-03-31,1.656045
1983-04-04,1.635345
1983-04-05,1.614644
1983-04-06,1.604294
1983-04-07,1.593944
1983-04-08,1.573243
1983-04-11,1.511141
1983-04-12,1.46974
1983-04-13,1.511141
1983-04-14,1.511141
1983-04-15,1.531842
1983-04-18,1.521492
1983-04-19,1.490441
1983-04-20,1.490441
1983-04-21,1.480091
1983-04-22,1.480091
1983-04-25,1.490441
1983-04-26,1.531842
1983-04-27,1.480091
1983-04-28,1.4386889999999999
1983-04-29,1.417989
1983-05-02,1.3972879999999999
1983-05-03,1.386938
1983-05-04,1.4490399999999999
1983-05-05,1.46974
1983-05-06,1.521492
1983-05-09,1.593944
1983-05-10,1.635345
1983-05-11,1.614644
1983-05-12,1.552543
1983-05-13,1.552543
1983-05-16,1.542192
1983-05-17,1.521492
1983-05-18,1.531842
1983-05-19,1.490441
1983-05-20,1.490441
1983-05-23,1.480091
1983-05-24,1.490441
1983-05-25,1.46974
1983-05-26,1.45939
1983-05-27,1.428339
1983-05-31,1.417989
1983-06-01,1.4076389999999999
1983-06-02,1.4076389999999999
1983-06-03,1.531842
1983-06-06,1.624995
1983-06-07,1.6456950000000001
1983-06-08,1.624995
1983-06-09,1.614644
1983-06-10,1.624995
1983-06-13,1.624995
1983-06-14,1.635345
1983-06-15,1.614644
