Date,JBHT
1984-10-17,1.625
1984-10-18,1.625
1984-10-19,1.635417
1984-10-22,1.635417
1984-10-23,1.6875
1984-10-24,1.625
1984-10-25,1.625
1984-10-26,1.625
1984-10-29,1.6875
1984-10-30,1.708333
1984-10-31,1.666667
1984-11-01,1.708333
1984-11-02,1.645833
1984-11-05,1.708333
1984-11-06,1.645833
1984-11-07,1.708333
1984-11-08,1.645833
1984-11-09,1.729167
1984-11-12,1.677083
1984-11-13,1.677083
1984-11-14,1.677083
1984-11-15,1.729167
1984-11-16,1.729167
1984-11-19,1.708333
1984-11-20,1.6875
1984-11-21,1.666667
1984-11-23,1.708333
1984-11-26,1.6875
1984-11-27,1.708333
1984-11-28,1.666667
1984-11-29,1.666667
1984-11-30,1.666667
1984-12-03,1.666667
1984-12-04,1.6875
1984-12-05,1.666667
1984-12-06,1.666667
1984-12-07,1.666667
1984-12-10,1.6875
1984-12-11,1.6875
1984-12-12,1.6875
1984-12-13,1.6875
1984-12-14,1.6875
1984-12-17,1.666667
1984-12-18,1.6875
1984-12-19,1.708333
1984-12-20,1.708333
1984-12-21,1.6875
1984-12-24,1.666667
1984-12-26,1.666667
1984-12-27,1.708333
1984-12-28,1.666667
1984-12-31,1.6875
1985-01-02,1.708333
1985-01-03,1.708333
1985-01-04,1.708333
1985-01-07,1.666667
1985-01-08,1.6875
1985-01-09,1.729167
1985-01-10,1.6875
1985-01-11,1.75
1985-01-14,1.708333
1985-01-15,1.71875
1985-01-16,1.75
1985-01-17,1.75
1985-01-18,1.770833
1985-01-21,1.8125
1985-01-22,1.854167
1985-01-23,1.979167
1985-01-24,2.125
1985-01-25,2.166667
1985-01-28,2.104167
1985-01-29,2.083333
1985-01-30,2.125
1985-01-31,2.125
1985-02-01,2.041667
1985-02-04,2.041667
1985-02-05,2.0625
1985-02-06,2.083333
1985-02-07,2.041667
1985-02-08,2.104167
1985-02-11,2.125
1985-02-12,2.104167
1985-02-13,2.104167
1985-02-14,2.229167
1985-02-15,2.229167
1985-02-19,2.208333
1985-02-20,2.25
1985-02-21,2.229167
1985-02-22,2.291667
1985-02-25,2.291667
1985-02-26,2.291667
1985-02-27,2.270833
1985-02-28,2.270833
1985-03-01,2.3125
1985-03-04,2.354167
1985-03-05,2.354167
1985-03-06,2.291667
1985-03-07,2.291667
1985-03-08,2.333333
1985-03-11,2.291667
1985-03-12,2.270833
1985-03-13,2.260417
1985-03-14,2.270833
1985-03-15,2.3125
1985-03-18,2.270833
1985-03-19,2.229167
1985-03-20,2.260417
1985-03-21,2.291667
1985-03-22,2.291667
1985-03-25,2.291667
1985-03-26,2.291667
1985-03-27,2.25
1985-03-28,2.25
1985-03-29,2.260417
1985-04-01,2.291667
1985-04-02,2.25
1985-04-03,2.291667
1985-04-04,2.229167
1985-04-08,2.291667
1985-04-09,2.291667
1985-04-10,2.291667
1985-04-11,2.3125
1985-04-12,2.291667
1985-04-15,2.333333
1985-04-16,2.229167
1985-04-17,2.291667
1985-04-18,2.270833
1985-04-19,2.25
1985-04-22,2.239583
1985-04-23,2.25
1985-04-24,2.208333
1985-04-25,2.25
1985-04-26,2.1875
1985-04-29,2.1875
1985-04-30,2.1875
1985-05-01,2.1875
1985-05-02,2.1875
1985-05-03,2.229167
1985-05-06,2.25
1985-05-07,2.1875
1985-05-08,2.1875
1985-05-09,2.1875
1985-05-10,2.1875
1985-05-13,2.25
1985-05-14,2.208333
1985-05-15,2.1875
1985-05-16,2.25
1985-05-17,2.239583
1985-05-20,2.208333
1985-05-21,2.1875
1985-05-22,2.166667
1985-05-23,2.166667
1985-05-24,2.208333
1985-05-28,2.166667
1985-05-29,2.145833
1985-05-30,2.104167
1985-05-31,2.072917
1985-06-03,2.041667
1985-06-04,2.104167
1985-06-05,2.0625
1985-06-06,2.041667
1985-06-07,2.020833
1985-06-10,2.0625
1985-06-11,1.979167
1985-06-12,2.0
1985-06-13,2.0
1985-06-14,2.0625
1985-06-17,1.979167
1985-06-18,1.989583
1985-06-19,2.0
1985-06-20,1.916667
1985-06-21,2.0
1985-06-24,1.9375
1985-06-25,2.0
1985-06-26,2.041667
1985-06-27,2.020833
1985-06-28,1.979167
1985-07-01,2.083333
1985-07-02,2.114583
1985-07-03,2.09375
1985-07-05,2.083333
1985-07-08,2.145833
1985-07-09,2.145833
1985-07-10,2.104167
1985-07-11,2.083333
1985-07-12,2.083333
1985-07-15,2.166667
1985-07-16,2.083333
1985-07-17,2.083333
1985-07-18,2.083333
1985-07-19,2.083333
1985-07-22,2.041667
1985-07-23,2.020833
1985-07-24,2.0625
1985-07-25,2.0625
1985-07-26,2.083333
1985-07-29,2.0625
1985-07-30,2.0625
1985-07-31,2.041667
1985-08-01,2.041667
1985-08-02,2.104167
1985-08-05,2.083333
1985-08-06,2.020833
1985-08-07,2.041667
1985-08-08,2.020833
1985-08-09,2.0625
1985-08-12,2.020833
1985-08-13,2.0625
1985-08-14,1.979167
1985-08-15,1.979167
1985-08-16,2.0
1985-08-19,1.958333
1985-08-20,1.958333
1985-08-21,1.895833
1985-08-22,1.895833
1985-08-23,1.916667
1985-08-26,1.895833
1985-08-27,1.958333
1985-08-28,1.958333
1985-08-29,1.9375
1985-08-30,1.958333
1985-09-03,1.916667
1985-09-04,1.958333
1985-09-05,1.916667
1985-09-06,1.916667
1985-09-09,1.916667
1985-09-10,1.979167
1985-09-11,1.9375
1985-09-12,1.916667
1985-09-13,1.958333
1985-09-16,1.916667
1985-09-17,1.916667
1985-09-18,1.854167
1985-09-19,1.854167
1985-09-20,1.8125
1985-09-23,1.875
1985-09-24,1.854167
1985-09-25,1.8125
1985-09-26,1.8125
1985-09-30,1.875
1985-10-01,1.875
1985-10-02,1.916667
1985-10-03,1.916667
1985-10-04,1.854167
1985-10-07,1.895833
1985-10-08,1.833333
1985-10-09,1.833333
1985-10-10,1.875
1985-10-11,1.8125
1985-10-14,1.8125
1985-10-15,1.875
1985-10-16,1.9375
1985-10-17,1.9375
1985-10-18,1.875
1985-10-21,1.895833
1985-10-22,1.958333
1985-10-23,1.958333
1985-10-24,1.958333
1985-10-25,2.0
1985-10-28,2.020833
1985-10-29,2.020833
1985-10-30,2.020833
1985-10-31,2.020833
1985-11-01,2.041667
1985-11-04,1.958333
1985-11-05,2.041667
1985-11-06,2.041667
1985-11-07,2.0
1985-11-08,2.0
1985-11-11,2.104167
1985-11-12,2.125
1985-11-13,2.125
1985-11-14,2.125
1985-11-15,2.1875
1985-11-18,2.125
1985-11-19,2.125
1985-11-20,2.125
1985-11-21,2.125
1985-11-22,2.1875
1985-11-25,2.125
1985-11-26,2.1875
1985-11-27,2.25
1985-11-29,2.208333
1985-12-02,2.208333
1985-12-03,2.208333
1985-12-04,2.291667
1985-12-05,2.270833
1985-12-06,2.333333
1985-12-09,2.3125
1985-12-10,2.270833
1985-12-11,2.291667
1985-12-12,2.4375
1985-12-13,2.416667
1985-12-16,2.416667
1985-12-17,2.4375
1985-12-18,2.395833
1985-12-19,2.354167
1985-12-20,2.333333
1985-12-23,2.354167
1985-12-24,2.333333
1985-12-26,2.302083
1985-12-27,2.333333
1985-12-30,2.291667
1985-12-31,2.291667
1986-01-02,2.354167
1986-01-03,2.375
1986-01-06,2.302083
1986-01-07,2.291667
1986-01-08,2.322917
1986-01-09,2.3125
1986-01-10,2.291667
1986-01-13,2.291667
1986-01-14,2.333333
1986-01-15,2.333333
1986-01-16,2.333333
1986-01-17,2.395833
1986-01-20,2.354167
1986-01-21,2.333333
1986-01-22,2.395833
1986-01-23,2.5
1986-01-24,2.625
1986-01-27,2.625
1986-01-28,2.625
1986-01-29,2.604167
1986-01-30,2.666667
1986-01-31,2.666667
1986-02-03,2.604167
1986-02-04,2.583333
1986-02-05,2.583333
1986-02-06,2.583333
1986-02-07,2.5625
1986-02-10,2.604167
1986-02-11,2.666667
1986-02-12,2.6875
1986-02-13,2.666667
1986-02-14,2.666667
1986-02-18,2.666667
1986-02-19,2.666667
1986-02-20,2.666667
1986-02-21,2.666667
1986-02-24,2.666667
1986-02-25,2.604167
1986-02-26,2.604167
1986-02-27,2.604167
1986-02-28,2.666667
1986-03-03,2.6875
1986-03-04,2.666667
1986-03-05,2.708333
1986-03-06,2.791667
1986-03-07,2.791667
1986-03-10,2.791667
1986-03-11,2.854167
1986-03-12,2.979167
1986-03-13,2.979167
1986-03-14,3.020833
1986-03-17,2.958333
1986-03-18,3.020833
1986-03-19,2.958333
1986-03-20,2.958333
1986-03-21,3.0
1986-03-24,2.979167
1986-03-25,2.916667
1986-03-26,2.916667
1986-03-27,2.958333
1986-03-31,3.0
1986-04-01,3.0
1986-04-02,2.958333
1986-04-03,3.020833
1986-04-04,3.020833
1986-04-07,2.958333
1986-04-08,3.020833
1986-04-09,3.020833
1986-04-10,3.083333
1986-04-11,3.083333
1986-04-14,3.104167
1986-04-15,3.125
1986-04-16,3.3125
1986-04-17,3.3125
1986-04-18,3.354167
1986-04-21,3.3125
1986-04-22,3.3125
1986-04-23,3.354167
1986-04-24,3.625
1986-04-25,3.895833
1986-04-28,3.895833
1986-04-29,3.833333
1986-04-30,3.375
1986-05-01,3.604167
1986-05-02,3.604167
1986-05-05,3.625
1986-05-06,3.666667
1986-05-07,3.583333
1986-05-08,3.583333
1986-05-09,3.583333
1986-05-12,3.5625
1986-05-13,3.583333
1986-05-14,3.520833
1986-05-15,3.520833
1986-05-16,3.520833
1986-05-19,3.541667
1986-05-20,3.5
1986-05-21,3.4375
1986-05-22,3.479167
1986-05-23,3.5
1986-05-27,3.635417
1986-05-28,3.729167
1986-05-29,3.9375
1986-05-30,3.958333
1986-06-02,4.0833330000000005
1986-06-03,4.0416669999999995
1986-06-04,3.9375
1986-06-05,3.9375
1986-06-06,4.0
1986-06-09,4.0
1986-06-10,4.1875
1986-06-11,4.125
1986-06-12,4.1666669999999995
1986-06-13,4.1875
1986-06-16,4.1458330000000005
1986-06-17,4.1666669999999995
1986-06-18,4.1041669999999995
1986-06-19,4.0833330000000005
1986-06-20,4.0625
1986-06-23,4.0625
1986-06-24,4.1041669999999995
1986-06-25,4.125
1986-06-26,4.0625
1986-06-27,4.0625
1986-06-30,4.1041669999999995
1986-07-01,4.1041669999999995
1986-07-02,4.1666669999999995
1986-07-03,4.2083330000000005
1986-07-07,4.1458330000000005
1986-07-08,3.958333
1986-07-09,4.2083330000000005
1986-07-10,4.2083330000000005
1986-07-11,4.2083330000000005
1986-07-14,4.1666669999999995
1986-07-15,4.1666669999999995
1986-07-16,4.1666669999999995
1986-07-17,4.2083330000000005
1986-07-18,4.3958330000000005
1986-07-21,4.4583330000000005
1986-07-22,4.7083330000000005
1986-07-23,4.75
1986-07-24,4.7291669999999995
1986-07-25,4.6666669999999995
1986-07-28,4.7083330000000005
1986-07-29,4.5833330000000005
1986-07-30,4.2916669999999995
1986-07-31,4.4583330000000005
1986-08-01,4.625
1986-08-04,4.5416669999999995
1986-08-05,4.4583330000000005
1986-08-06,4.25
1986-08-07,4.4583330000000005
1986-08-08,4.5416669999999995
1986-08-11,4.3333330000000005
1986-08-12,4.3333330000000005
1986-08-13,4.375
1986-08-14,4.5
1986-08-15,4.5
1986-08-18,4.375
1986-08-19,4.5
1986-08-20,4.5833330000000005
1986-08-21,4.5833330000000005
1986-08-22,4.5833330000000005
1986-08-25,4.4583330000000005
1986-08-26,4.5416669999999995
1986-08-27,4.4375
1986-08-28,4.2083330000000005
1986-08-29,4.25
1986-09-02,4.2291669999999995
1986-09-03,4.25
1986-09-04,4.1666669999999995
1986-09-05,4.125
1986-09-08,4.0833330000000005
1986-09-09,4.2083330000000005
1986-09-10,3.916667
1986-09-11,3.708333
1986-09-12,3.708333
1986-09-15,3.708333
1986-09-16,3.666667
1986-09-17,3.583333
1986-09-18,3.875
1986-09-19,3.958333
1986-09-22,3.791667
1986-09-23,3.958333
1986-09-24,4.0
1986-09-25,3.833333
1986-09-26,4.0
1986-09-29,4.2083330000000005
1986-09-30,4.4791669999999995
1986-10-01,4.5833330000000005
1986-10-02,4.5
1986-10-03,4.3333330000000005
1986-10-06,4.4583330000000005
1986-10-07,4.2916669999999995
1986-10-08,4.375
1986-10-09,4.4166669999999995
1986-10-10,4.2916669999999995
1986-10-13,4.3333330000000005
1986-10-14,4.4583330000000005
1986-10-15,4.4583330000000005
1986-10-16,4.5
1986-10-17,4.3958330000000005
1986-10-20,4.4583330000000005
1986-10-21,4.5
1986-10-22,4.5
1986-10-23,4.5
1986-10-24,4.5
1986-10-27,4.4583330000000005
1986-10-28,4.5
1986-10-29,4.5
1986-10-30,4.5208330000000005
1986-10-31,4.3333330000000005
1986-11-03,4.5
1986-11-04,4.3333330000000005
1986-11-05,4.3333330000000005
1986-11-06,4.4166669999999995
1986-11-07,4.4166669999999995
1986-11-10,4.375
1986-11-11,4.2916669999999995
1986-11-12,4.375
1986-11-13,4.25
1986-11-14,4.2083330000000005
1986-11-17,4.2083330000000005
1986-11-18,4.0833330000000005
1986-11-19,4.0833330000000005
1986-11-20,4.2083330000000005
1986-11-21,4.0833330000000005
1986-11-24,4.0833330000000005
1986-11-25,4.0833330000000005
1986-11-26,4.1458330000000005
1986-11-28,4.2083330000000005
1986-12-01,4.1666669999999995
1986-12-02,4.1666669999999995
1986-12-03,4.1666669999999995
1986-12-04,4.25
1986-12-05,4.1666669999999995
1986-12-08,4.1875
1986-12-09,4.125
1986-12-10,4.1666669999999995
1986-12-11,4.125
1986-12-12,4.1458330000000005
1986-12-15,4.125
1986-12-16,4.1458330000000005
1986-12-17,4.2083330000000005
1986-12-18,4.1666669999999995
1986-12-19,4.2083330000000005
1986-12-22,4.25
1986-12-23,4.25
1986-12-24,4.2083330000000005
1986-12-26,4.1666669999999995
1986-12-29,4.25
1986-12-30,4.2708330000000005
1986-12-31,4.2916669999999995
1987-01-02,4.6666669999999995
1987-01-05,4.7083330000000005
1987-01-06,4.6666669999999995
1987-01-07,4.8333330000000005
1987-01-08,4.8333330000000005
1987-01-09,4.75
1987-01-12,4.75
1987-01-13,4.7083330000000005
1987-01-14,4.7083330000000005
1987-01-15,4.9166669999999995
1987-01-16,4.7083330000000005
1987-01-19,4.75
1987-01-20,4.6666669999999995
1987-01-21,4.6666669999999995
1987-01-22,4.5416669999999995
1987-01-23,4.4166669999999995
1987-01-26,4.5
1987-01-27,4.5
1987-01-28,4.375
1987-01-29,4.4166669999999995
1987-01-30,4.4166669999999995
1987-02-02,4.25
1987-02-03,4.9166669999999995
1987-02-04,4.75
1987-02-05,4.9583330000000005
1987-02-06,4.9166669999999995
1987-02-09,4.9166669999999995
1987-02-10,4.75
1987-02-11,4.7083330000000005
1987-02-12,4.75
1987-02-13,4.7083330000000005
1987-02-17,4.625
1987-02-18,4.875
1987-02-19,4.9166669999999995
1987-02-20,4.9583330000000005
1987-02-23,4.7916669999999995
1987-02-24,4.875
1987-02-25,4.875
1987-02-26,4.75
1987-02-27,4.6666669999999995
1987-03-02,4.5833330000000005
1987-03-03,4.625
1987-03-04,4.5833330000000005
1987-03-05,4.75
1987-03-06,4.6666669999999995
1987-03-09,4.625
1987-03-10,4.625
1987-03-11,4.625
1987-03-12,4.625
1987-03-13,4.625
1987-03-16,5.0416669999999995
1987-03-17,4.875
1987-03-18,5.125
1987-03-19,5.125
1987-03-20,5.2916669999999995
1987-03-23,5.2916669999999995
1987-03-24,5.2083330000000005
1987-03-25,4.875
1987-03-26,4.875
1987-03-27,4.8333330000000005
1987-03-30,4.6666669999999995
1987-03-31,4.6666669999999995
1987-04-01,4.6666669999999995
1987-04-02,4.4583330000000005
1987-04-03,4.4583330000000005
1987-04-06,4.5833330000000005
1987-04-07,4.5416669999999995
1987-04-08,4.5416669999999995
1987-04-09,4.5833330000000005
1987-04-10,4.4791669999999995
1987-04-13,4.375
1987-04-14,4.4166669999999995
1987-04-15,4.4583330000000005
1987-04-16,4.4166669999999995
1987-04-20,4.2916669999999995
1987-04-21,4.1041669999999995
1987-04-22,4.0
1987-04-23,3.979167
1987-04-24,3.875
1987-04-27,3.916667
1987-04-28,4.0416669999999995
1987-04-29,4.2083330000000005
1987-04-30,4.25
1987-05-01,4.1666669999999995
1987-05-04,4.1666669999999995
1987-05-05,4.25
1987-05-06,4.2916669999999995
1987-05-07,4.3333330000000005
1987-05-08,4.375
1987-05-11,4.4166669999999995
1987-05-12,4.4166669999999995
1987-05-13,4.3333330000000005
1987-05-14,4.1666669999999995
1987-05-15,4.125
1987-05-18,3.958333
1987-05-19,3.833333
1987-05-20,3.958333
1987-05-21,3.833333
1987-05-22,3.541667
1987-05-26,3.583333
1987-05-27,3.666667
1987-05-28,3.708333
1987-05-29,3.708333
1987-06-01,3.666667
1987-06-02,3.75
1987-06-03,3.875
1987-06-04,3.833333
1987-06-05,3.833333
1987-06-08,3.791667
1987-06-09,3.895833
1987-06-10,3.958333
1987-06-11,4.0
1987-06-12,4.125
1987-06-15,4.125
1987-06-16,4.0416669999999995
1987-06-17,4.125
1987-06-18,4.0416669999999995
1987-06-19,3.958333
1987-06-22,4.0416669999999995
1987-06-23,3.958333
1987-06-24,4.0
1987-06-25,4.0
1987-06-26,3.958333
1987-06-29,4.0
1987-06-30,3.958333
1987-07-01,3.916667
1987-07-02,3.916667
1987-07-06,3.833333
1987-07-07,3.75
1987-07-08,3.625
1987-07-09,3.708333
1987-07-10,3.708333
1987-07-13,3.708333
1987-07-14,3.833333
1987-07-15,4.0
1987-07-16,4.0416669999999995
1987-07-17,4.0
1987-07-20,4.0416669999999995
1987-07-21,4.0416669999999995
1987-07-22,4.0833330000000005
1987-07-23,4.125
1987-07-24,4.0208330000000005
1987-07-27,4.0
1987-07-28,3.958333
1987-07-29,3.833333
1987-07-30,4.0
1987-07-31,4.0416669999999995
1987-08-03,4.0
1987-08-04,4.0
1987-08-05,4.0
1987-08-06,4.0416669999999995
1987-08-07,4.0
1987-08-10,4.0416669999999995
1987-08-11,4.0
1987-08-12,4.0
1987-08-13,4.0
1987-08-14,4.0208330000000005
1987-08-17,4.0
1987-08-18,3.958333
1987-08-19,3.833333
1987-08-20,3.833333
1987-08-21,3.875
1987-08-24,3.833333
1987-08-25,3.791667
1987-08-26,3.791667
1987-08-27,3.75
1987-08-28,3.770833
1987-08-31,3.770833
1987-09-01,3.75
1987-09-02,3.708333
1987-09-03,3.75
1987-09-04,3.666667
1987-09-08,3.75
1987-09-09,3.708333
1987-09-10,3.75
1987-09-11,3.708333
1987-09-14,3.708333
1987-09-15,3.625
1987-09-16,3.583333
1987-09-17,3.583333
1987-09-18,3.583333
1987-09-21,3.625
1987-09-22,3.625
1987-09-23,3.666667
1987-09-24,3.666667
1987-09-25,3.666667
1987-09-28,3.625
1987-09-29,3.625
1987-09-30,3.645833
1987-10-01,3.645833
1987-10-02,3.833333
1987-10-05,3.833333
1987-10-06,3.791667
1987-10-07,3.833333
1987-10-08,3.833333
1987-10-09,3.875
1987-10-12,3.958333
1987-10-13,3.958333
1987-10-14,3.958333
1987-10-15,3.958333
1987-10-16,3.708333
1987-10-19,3.25
1987-10-20,2.916667
1987-10-21,3.083333
1987-10-22,2.958333
1987-10-23,2.875
1987-10-26,2.041667
1987-10-27,2.333333
1987-10-28,2.25
1987-10-29,2.5
1987-10-30,3.0
1987-11-02,2.916667
1987-11-03,2.875
1987-11-04,2.791667
1987-11-05,2.8125
1987-11-06,2.791667
1987-11-09,2.729167
1987-11-10,2.75
1987-11-11,2.75
1987-11-12,2.75
1987-11-13,2.666667
1987-11-16,2.666667
1987-11-17,2.625
1987-11-18,2.625
1987-11-19,2.645833
1987-11-20,2.541667
1987-11-23,2.416667
1987-11-24,2.416667
1987-11-25,2.416667
1987-11-27,2.375
1987-11-30,2.166667
1987-12-01,2.208333
1987-12-02,2.166667
1987-12-03,2.25
1987-12-04,2.25
1987-12-07,2.25
1987-12-08,2.333333
1987-12-09,2.375
1987-12-10,2.333333
1987-12-11,2.375
1987-12-14,2.458333
1987-12-15,2.625
1987-12-16,2.541667
1987-12-17,2.708333
1987-12-18,3.083333
1987-12-21,2.958333
1987-12-22,2.958333
1987-12-23,3.0
1987-12-24,2.958333
1987-12-28,2.791667
1987-12-29,2.791667
1987-12-30,2.75
1987-12-31,2.708333
1988-01-04,2.791667
1988-01-05,2.958333
1988-01-06,3.0
1988-01-07,3.0
1988-01-08,3.0
1988-01-11,3.0
1988-01-12,2.916667
1988-01-13,2.916667
1988-01-14,2.875
1988-01-15,3.0
1988-01-18,2.916667
1988-01-19,2.916667
1988-01-20,2.916667
1988-01-21,2.958333
1988-01-22,2.916667
1988-01-25,3.0
1988-01-26,2.958333
1988-01-27,3.041667
1988-01-28,3.166667
1988-01-29,3.125
1988-02-01,3.125
1988-02-02,3.125
1988-02-03,3.125
1988-02-04,3.125
1988-02-05,3.125
1988-02-08,3.1875
1988-02-09,2.916667
1988-02-10,2.833333
1988-02-11,2.833333
1988-02-12,2.833333
1988-02-16,2.8125
1988-02-17,2.791667
1988-02-18,2.729167
1988-02-19,2.729167
1988-02-22,2.708333
1988-02-23,2.708333
1988-02-24,2.75
1988-02-25,2.791667
1988-02-26,2.833333
1988-02-29,2.833333
1988-03-01,2.791667
1988-03-02,2.791667
1988-03-03,2.791667
1988-03-04,2.916667
1988-03-07,2.958333
1988-03-08,3.041667
1988-03-09,2.833333
1988-03-10,2.875
1988-03-11,2.833333
1988-03-14,2.791667
1988-03-15,2.875
1988-03-16,2.875
1988-03-17,2.9375
1988-03-18,2.916667
1988-03-21,2.875
1988-03-22,2.916667
1988-03-23,2.875
1988-03-24,2.791667
1988-03-25,2.791667
1988-03-28,2.75
1988-03-29,2.791667
1988-03-30,2.791667
1988-03-31,2.666667
1988-04-04,2.583333
1988-04-05,2.708333
1988-04-06,2.666667
1988-04-07,2.666667
1988-04-08,2.708333
1988-04-11,2.666667
1988-04-12,2.625
1988-04-13,2.625
1988-04-14,2.625
1988-04-15,2.583333
1988-04-18,2.625
1988-04-19,2.625
1988-04-20,2.583333
1988-04-21,2.666667
1988-04-22,2.666667
1988-04-25,2.666667
1988-04-26,2.666667
1988-04-27,2.625
1988-04-28,2.666667
1988-04-29,2.75
1988-05-02,2.708333
1988-05-03,2.708333
1988-05-04,2.75
1988-05-05,2.75
1988-05-06,2.708333
1988-05-09,2.708333
1988-05-10,2.75
1988-05-11,2.583333
1988-05-12,2.645833
1988-05-13,2.708333
1988-05-16,2.75
1988-05-17,2.708333
