Date,PH
1981-01-22,5.728395
1981-01-23,5.876543
1981-01-26,5.629630000000001
1981-01-27,5.777778
1981-01-28,5.679012
1981-01-29,5.703704
1981-01-30,5.851852
1981-02-02,5.728395
1981-02-03,5.679012
1981-02-04,5.679012
1981-02-05,5.703704
1981-02-06,5.679012
1981-02-09,5.6543209999999995
1981-02-10,5.679012
1981-02-11,5.777778
1981-02-12,5.728395
1981-02-13,5.6543209999999995
1981-02-17,5.679012
1981-02-18,5.629630000000001
1981-02-19,5.629630000000001
1981-02-20,5.629630000000001
1981-02-23,5.728395
1981-02-24,5.901235
1981-02-25,5.876543
1981-02-26,6.0
1981-02-27,6.123457
1981-03-02,6.049383
1981-03-03,6.049383
1981-03-04,6.148148
1981-03-05,6.024692
1981-03-06,6.049383
1981-03-09,6.17284
1981-03-10,6.123457
1981-03-11,6.148148
1981-03-12,6.3456790000000005
1981-03-13,6.419753
1981-03-16,6.518518
1981-03-17,6.493827
1981-03-18,6.814814999999999
1981-03-19,6.7901229999999995
1981-03-20,6.864198
1981-03-23,6.839506
1981-03-24,6.814814999999999
1981-03-25,6.814814999999999
1981-03-26,6.641975
1981-03-27,6.469136
1981-03-30,6.419753
1981-03-31,6.54321
1981-04-01,6.419753
1981-04-02,6.518518
1981-04-03,6.395061
1981-04-06,6.419753
1981-04-07,6.54321
1981-04-08,6.469136
1981-04-09,6.493827
1981-04-10,6.567900999999999
1981-04-13,6.444445
1981-04-14,6.518518
1981-04-15,6.617284
1981-04-16,6.814814999999999
1981-04-20,6.7901229999999995
1981-04-21,6.6666669999999995
1981-04-22,6.617284
1981-04-23,6.691358
1981-04-24,6.6666669999999995
1981-04-27,6.765432000000001
1981-04-28,6.765432000000001
1981-04-29,6.7901229999999995
1981-04-30,6.864198
1981-05-01,7.0864199999999995
1981-05-04,6.9135800000000005
1981-05-05,6.9135800000000005
1981-05-06,6.864198
1981-05-07,6.7901229999999995
1981-05-08,6.839506
1981-05-11,6.9135800000000005
1981-05-12,6.814814999999999
1981-05-13,6.7901229999999995
1981-05-14,6.888889
1981-05-15,6.9135800000000005
1981-05-18,6.9135800000000005
1981-05-19,7.037037
1981-05-20,7.259258999999999
1981-05-21,7.234567999999999
1981-05-22,7.185185000000001
1981-05-26,7.135802
1981-05-27,7.160494
1981-05-28,7.135802
1981-05-29,7.160494
1981-06-01,7.0864199999999995
1981-06-02,7.160494
1981-06-03,7.2098770000000005
1981-06-04,7.111111
1981-06-05,7.308642
1981-06-08,7.358025
1981-06-09,7.481482000000001
1981-06-10,7.358025
1981-06-11,7.3333330000000005
1981-06-12,7.3333330000000005
1981-06-15,7.308642
1981-06-16,7.160494
1981-06-17,7.061728
1981-06-18,7.0864199999999995
1981-06-19,6.962963
1981-06-22,7.061728
1981-06-23,7.308642
1981-06-24,7.259258999999999
1981-06-25,7.259258999999999
1981-06-26,7.185185000000001
1981-06-29,7.160494
1981-06-30,7.061728
1981-07-01,7.111111
1981-07-02,7.037037
1981-07-06,6.9135800000000005
1981-07-07,6.9135800000000005
1981-07-08,6.9135800000000005
1981-07-09,6.864198
1981-07-10,6.864198
1981-07-13,6.839506
1981-07-14,6.54321
1981-07-15,6.6666669999999995
1981-07-16,6.691358
1981-07-17,6.6666669999999995
1981-07-20,6.691358
1981-07-21,6.641975
1981-07-22,6.6666669999999995
1981-07-23,6.691358
1981-07-24,6.641975
1981-07-27,6.716049000000001
1981-07-28,6.740741000000001
1981-07-29,6.740741000000001
1981-07-30,6.617284
1981-07-31,6.518518
1981-08-03,6.691358
1981-08-04,6.617284
1981-08-05,6.54321
1981-08-06,6.567900999999999
1981-08-07,6.6666669999999995
1981-08-10,6.6666669999999995
1981-08-11,6.716049000000001
1981-08-12,6.691358
1981-08-13,6.6666669999999995
1981-08-14,6.691358
1981-08-17,6.617284
1981-08-18,6.641975
1981-08-19,6.641975
1981-08-20,6.641975
1981-08-21,6.518518
1981-08-24,6.493827
1981-08-25,6.518518
1981-08-26,6.592592999999999
1981-08-27,6.54321
1981-08-28,6.493827
1981-08-31,6.320988
1981-09-01,6.246913
1981-09-02,6.271605
1981-09-03,6.320988
1981-09-04,6.197531
1981-09-08,4.123457
1981-09-09,4.098765
1981-09-10,4.049383
1981-09-11,4.049383
1981-09-14,4.098765
1981-09-15,4.0740739999999995
1981-09-16,4.0
1981-09-17,4.024692
1981-09-18,3.9753089999999998
1981-09-21,3.901235
1981-09-22,3.8518519999999996
1981-09-23,3.8271610000000003
1981-09-24,3.876543
1981-09-25,3.6049379999999998
1981-09-28,3.6049379999999998
1981-09-29,3.703704
1981-09-30,3.753086
1981-10-01,3.654321
1981-10-02,3.6049379999999998
1981-10-05,3.703704
1981-10-06,3.703704
1981-10-07,3.703704
1981-10-08,3.753086
1981-10-09,3.950617
1981-10-12,3.9753089999999998
1981-10-13,3.9753089999999998
1981-10-14,3.925926
1981-10-15,3.925926
1981-10-16,3.8024690000000003
1981-10-19,3.753086
1981-10-20,3.777778
1981-10-21,3.728395
1981-10-22,3.728395
1981-10-23,3.8271610000000003
1981-10-26,3.753086
1981-10-27,3.876543
1981-10-28,3.901235
1981-10-29,3.8518519999999996
1981-10-30,3.8518519999999996
1981-11-02,3.753086
1981-11-03,3.777778
1981-11-04,3.8024690000000003
1981-11-05,3.8024690000000003
1981-11-06,3.8518519999999996
1981-11-09,3.901235
1981-11-10,3.8518519999999996
1981-11-11,3.876543
1981-11-12,4.123457
1981-11-13,4.0740739999999995
1981-11-16,3.925926
1981-11-17,3.925926
1981-11-18,3.901235
1981-11-19,3.901235
1981-11-20,3.876543
1981-11-23,4.024692
1981-11-24,4.098765
1981-11-25,4.320988
1981-11-27,4.444445
1981-11-30,4.641975
1981-12-01,4.444445
1981-12-02,4.3456790000000005
1981-12-03,4.296296
1981-12-04,4.222222
1981-12-07,4.17284
1981-12-08,4.148148
1981-12-09,4.148148
1981-12-10,4.222222
1981-12-11,4.17284
1981-12-14,4.123457
1981-12-15,4.271605
1981-12-16,4.395061
1981-12-17,4.395061
1981-12-18,4.518518
1981-12-21,4.518518
1981-12-22,4.469136
1981-12-23,4.444445
1981-12-24,4.444445
1981-12-28,4.493827
1981-12-29,4.592593
1981-12-30,4.419753
1981-12-31,4.518518
1982-01-04,4.3456790000000005
1982-01-05,4.271605
1982-01-06,4.271605
1982-01-07,4.148148
1982-01-08,4.049383
1982-01-11,4.123457
1982-01-12,4.123457
1982-01-13,3.8518519999999996
1982-01-14,3.950617
1982-01-15,4.0
1982-01-18,3.950617
1982-01-19,3.901235
1982-01-20,3.950617
1982-01-21,4.0
1982-01-22,4.0
1982-01-25,3.901235
1982-01-26,3.901235
1982-01-27,3.925926
1982-01-28,3.9753089999999998
1982-01-29,3.9753089999999998
1982-02-01,3.9753089999999998
1982-02-02,3.901235
1982-02-03,3.753086
1982-02-04,3.8024690000000003
1982-02-05,3.777778
1982-02-08,3.703704
1982-02-09,3.5555559999999997
1982-02-10,3.5555559999999997
1982-02-11,3.5061730000000004
1982-02-12,3.407408
1982-02-16,3.5555559999999997
1982-02-17,3.580247
1982-02-18,3.62963
1982-02-19,3.62963
1982-02-22,3.753086
1982-02-23,3.753086
1982-02-24,3.8271610000000003
1982-02-25,3.753086
1982-02-26,3.8024690000000003
1982-03-01,3.8024690000000003
1982-03-02,3.901235
1982-03-03,3.8271610000000003
1982-03-04,3.654321
1982-03-05,3.580247
1982-03-08,3.580247
1982-03-09,3.6049379999999998
1982-03-10,3.5555559999999997
1982-03-11,3.283951
1982-03-12,3.432099
1982-03-15,3.4567900000000003
1982-03-16,3.4567900000000003
1982-03-17,3.481482
1982-03-18,3.530864
1982-03-19,3.5555559999999997
1982-03-22,3.62963
1982-03-23,3.654321
1982-03-24,3.728395
1982-03-25,3.753086
1982-03-26,3.777778
1982-03-29,3.728395
1982-03-30,3.728395
1982-03-31,3.703704
1982-04-01,3.777778
1982-04-02,3.703704
1982-04-05,3.728395
1982-04-06,3.8024690000000003
1982-04-07,3.753086
1982-04-08,3.8518519999999996
1982-04-12,3.8518519999999996
1982-04-13,3.8518519999999996
1982-04-14,3.8271610000000003
1982-04-15,3.925926
1982-04-16,4.0
1982-04-19,4.0
1982-04-20,4.0
1982-04-21,4.0740739999999995
1982-04-22,4.049383
1982-04-23,3.950617
1982-04-26,3.9753089999999998
1982-04-27,3.950617
1982-04-28,3.9753089999999998
1982-04-29,3.925926
1982-04-30,3.925926
1982-05-03,3.876543
1982-05-04,3.876543
1982-05-05,3.654321
1982-05-06,3.728395
1982-05-07,3.703704
1982-05-10,3.728395
1982-05-11,3.62963
1982-05-12,3.703704
1982-05-13,3.8518519999999996
1982-05-14,3.8518519999999996
1982-05-17,3.777778
1982-05-18,3.679012
1982-05-19,3.679012
1982-05-20,3.62963
1982-05-21,3.6049379999999998
1982-05-24,3.6049379999999998
1982-05-25,3.5555559999999997
1982-05-26,3.481482
1982-05-27,3.407408
1982-05-28,3.358025
1982-06-01,3.308642
1982-06-02,3.358025
1982-06-03,3.407408
1982-06-04,3.407408
1982-06-07,3.3827160000000003
1982-06-08,3.358025
1982-06-09,3.358025
1982-06-10,3.333333
1982-06-11,3.308642
1982-06-14,3.333333
1982-06-15,3.160494
1982-06-16,3.1358029999999997
1982-06-17,3.111111
1982-06-18,3.1358029999999997
1982-06-21,3.1358029999999997
1982-06-22,3.08642
1982-06-23,3.1358029999999997
1982-06-24,3.160494
1982-06-25,3.1358029999999997
1982-06-28,3.1358029999999997
1982-06-29,3.08642
1982-06-30,3.1358029999999997
1982-07-01,3.061728
1982-07-02,3.08642
1982-07-06,3.111111
1982-07-07,3.111111
1982-07-08,3.061728
1982-07-09,3.061728
1982-07-12,2.987654
1982-07-13,3.0370369999999998
1982-07-14,3.0370369999999998
1982-07-15,3.012346
1982-07-16,3.012346
1982-07-19,3.08642
1982-07-20,3.160494
1982-07-21,3.160494
1982-07-22,3.111111
1982-07-23,3.08642
1982-07-26,3.061728
1982-07-27,3.0370369999999998
1982-07-28,3.061728
1982-07-29,3.111111
1982-07-30,3.1358029999999997
1982-08-02,3.111111
1982-08-03,3.1851849999999997
1982-08-04,3.111111
1982-08-05,3.209877
1982-08-06,3.061728
1982-08-09,3.111111
1982-08-10,3.012346
1982-08-11,3.012346
1982-08-12,2.9629630000000002
1982-08-13,2.987654
1982-08-16,3.012346
1982-08-17,3.012346
1982-08-18,3.0370369999999998
1982-08-19,2.9629630000000002
1982-08-20,3.0370369999999998
1982-08-23,3.160494
1982-08-24,3.358025
1982-08-25,3.679012
1982-08-26,3.62963
1982-08-27,3.5061730000000004
1982-08-30,3.4567900000000003
1982-08-31,3.62963
1982-09-01,3.6049379999999998
1982-09-02,3.6049379999999998
1982-09-03,3.728395
1982-09-07,3.753086
1982-09-08,3.753086
1982-09-09,3.728395
1982-09-10,3.703704
1982-09-13,3.8271610000000003
1982-09-14,3.901235
1982-09-15,3.950617
1982-09-16,3.925926
1982-09-17,3.8024690000000003
1982-09-20,3.728395
1982-09-21,3.8271610000000003
1982-09-22,3.777778
1982-09-23,3.777778
1982-09-24,3.8271610000000003
1982-09-27,3.777778
1982-09-28,3.777778
1982-09-29,3.5555559999999997
1982-09-30,3.530864
1982-10-01,3.62963
1982-10-04,3.6049379999999998
1982-10-05,3.753086
1982-10-06,3.753086
1982-10-07,3.753086
1982-10-08,3.876543
1982-10-11,3.901235
1982-10-12,4.0740739999999995
1982-10-13,4.123457
1982-10-14,4.0740739999999995
1982-10-15,4.049383
1982-10-18,4.148148
1982-10-19,4.17284
1982-10-20,4.148148
1982-10-21,4.197531
1982-10-22,4.123457
1982-10-25,4.049383
1982-10-26,3.901235
1982-10-27,3.950617
1982-10-28,3.901235
1982-10-29,3.8518519999999996
1982-11-01,3.8518519999999996
1982-11-02,3.901235
1982-11-03,4.148148
1982-11-04,4.395061
1982-11-05,4.444445
1982-11-08,4.3456790000000005
1982-11-09,4.518518
1982-11-10,4.370369999999999
1982-11-11,4.3456790000000005
1982-11-12,4.419753
1982-11-15,4.296296
1982-11-16,4.271605
1982-11-17,4.444445
1982-11-18,4.444445
1982-11-19,4.419753
1982-11-22,4.419753
1982-11-23,4.246913
1982-11-24,4.296296
1982-11-26,4.222222
1982-11-29,4.3456790000000005
1982-11-30,4.592593
1982-12-01,4.419753
1982-12-02,4.395061
1982-12-03,4.3456790000000005
1982-12-06,4.296296
1982-12-07,4.395061
1982-12-08,4.3456790000000005
1982-12-09,4.197531
1982-12-10,4.148148
1982-12-13,4.0740739999999995
1982-12-14,4.0
1982-12-15,3.8271610000000003
1982-12-16,3.950617
1982-12-17,3.925926
1982-12-20,3.901235
1982-12-21,4.0740739999999995
1982-12-22,4.17284
1982-12-23,4.148148
1982-12-27,4.222222
1982-12-28,4.148148
1982-12-29,4.148148
1982-12-30,4.148148
1982-12-31,4.222222
1983-01-03,4.0740739999999995
1983-01-04,4.0740739999999995
1983-01-05,4.148148
1983-01-06,4.54321
1983-01-07,4.419753
1983-01-10,4.740741000000001
1983-01-11,4.888889
1983-01-12,4.864198
1983-01-13,4.864198
1983-01-14,4.938272
1983-01-17,5.135802
1983-01-18,4.987654
1983-01-19,4.839506
1983-01-20,4.814815
1983-01-21,4.691358
1983-01-24,4.518518
1983-01-25,4.641975
1983-01-26,4.839506
1983-01-27,4.864198
1983-01-28,4.987654
1983-01-31,4.790123
1983-02-01,4.740741000000001
1983-02-02,4.814815
1983-02-03,5.037037000000001
1983-02-04,4.962962999999999
1983-02-07,4.987654
1983-02-08,4.987654
1983-02-09,4.9135800000000005
1983-02-10,4.987654
1983-02-11,5.037037000000001
1983-02-14,5.185185
1983-02-15,5.259258999999999
1983-02-16,5.234568
1983-02-17,5.283951
1983-02-18,5.283951
1983-02-22,5.259258999999999
1983-02-23,5.358025
1983-02-24,5.358025
1983-02-25,5.3333330000000005
1983-02-28,5.283951
1983-03-01,5.3333330000000005
1983-03-02,5.259258999999999
1983-03-03,5.283951
1983-03-04,5.45679
1983-03-07,5.3333330000000005
1983-03-08,5.407407
1983-03-09,5.530864
1983-03-10,5.604939
1983-03-11,5.580247
1983-03-14,5.481482
1983-03-15,5.432099
1983-03-16,5.481482
1983-03-17,5.382716
1983-03-18,5.259258999999999
1983-03-21,4.888889
1983-03-22,5.135802
1983-03-23,5.3333330000000005
1983-03-24,5.382716
1983-03-25,5.308642
1983-03-28,5.283951
1983-03-29,5.3333330000000005
1983-03-30,5.259258999999999
1983-03-31,5.358025
1983-04-04,5.3333330000000005
1983-04-05,5.3333330000000005
1983-04-06,5.3333330000000005
1983-04-07,5.358025
1983-04-08,5.481482
1983-04-11,5.629630000000001
1983-04-12,5.753087
1983-04-13,5.802469
1983-04-14,5.851852
1983-04-15,5.728395
1983-04-18,5.679012
1983-04-19,5.6543209999999995
1983-04-20,5.703704
1983-04-21,5.6543209999999995
1983-04-22,5.530864
1983-04-25,5.580247
1983-04-26,5.506173
1983-04-27,5.3333330000000005
1983-04-28,5.382716
1983-04-29,5.432099
1983-05-02,5.283951
1983-05-03,5.135802
1983-05-04,5.234568
1983-05-05,5.234568
1983-05-06,5.432099
1983-05-09,5.45679
1983-05-10,5.506173
1983-05-11,5.481482
1983-05-12,5.358025
1983-05-13,5.407407
1983-05-16,5.382716
1983-05-17,5.3333330000000005
1983-05-18,5.481482
1983-05-19,5.185185
1983-05-20,5.3333330000000005
1983-05-23,5.283951
1983-05-24,5.407407
1983-05-25,5.530864
1983-05-26,5.481482
1983-05-27,5.481482
1983-05-31,5.407407
1983-06-01,5.308642
1983-06-02,5.3333330000000005
1983-06-03,5.259258999999999
1983-06-06,5.234568
1983-06-07,5.135802
1983-06-08,4.962962999999999
1983-06-09,5.111111
1983-06-10,5.234568
1983-06-13,5.407407
1983-06-14,5.382716
1983-06-15,5.358025
1983-06-16,5.580247
1983-06-17,5.9259260000000005
1983-06-20,5.950617
1983-06-21,5.9259260000000005
1983-06-22,5.9259260000000005
1983-06-23,5.901235
1983-06-24,5.901235
1983-06-27,5.802469
1983-06-28,5.82716
1983-06-29,5.82716
1983-06-30,5.901235
1983-07-01,5.901235
1983-07-05,5.728395
1983-07-06,5.753087
1983-07-07,5.9259260000000005
1983-07-08,5.802469
1983-07-11,5.876543
1983-07-12,5.82716
1983-07-13,5.9259260000000005
1983-07-14,5.901235
1983-07-15,5.777778
1983-07-18,5.802469
1983-07-19,5.6543209999999995
1983-07-20,5.728395
1983-07-21,5.851852
1983-07-22,5.82716
1983-07-25,5.876543
1983-07-26,6.098765
1983-07-27,6.123457
1983-07-28,6.049383
1983-07-29,5.975308
1983-08-01,5.6543209999999995
1983-08-02,5.679012
1983-08-03,5.703704
1983-08-04,5.6543209999999995
1983-08-05,5.530864
1983-08-08,5.481482
1983-08-09,5.432099
1983-08-10,5.45679
1983-08-11,5.283951
1983-08-12,5.308642
1983-08-15,5.432099
1983-08-16,5.432099
1983-08-17,5.45679
1983-08-18,5.45679
1983-08-19,5.506173
1983-08-22,5.45679
1983-08-23,5.358025
1983-08-24,5.481482
1983-08-25,5.506173
1983-08-26,5.506173
1983-08-29,5.407407
1983-08-30,5.358025
1983-08-31,5.45679
1983-09-01,5.580247
1983-09-02,5.555555
1983-09-06,5.802469
1983-09-07,5.851852
1983-09-08,5.9259260000000005
1983-09-09,5.950617
1983-09-12,5.777778
1983-09-13,5.802469
1983-09-14,5.777778
1983-09-15,5.950617
1983-09-16,5.950617
1983-09-19,6.024692
1983-09-20,6.024692
1983-09-21,6.0740739999999995
1983-09-22,6.024692
1983-09-23,6.0
1983-09-26,5.975308
1983-09-27,5.82716
1983-09-28,5.679012
1983-09-29,5.679012
1983-09-30,5.753087
1983-10-03,5.728395
1983-10-04,5.753087
1983-10-05,5.753087
1983-10-06,5.703704
1983-10-07,5.9259260000000005
1983-10-10,5.9259260000000005
1983-10-11,5.802469
1983-10-12,5.82716
1983-10-13,5.629630000000001
1983-10-14,5.82716
1983-10-17,5.802469
1983-10-18,5.901235
1983-10-19,5.82716
1983-10-20,5.876543
1983-10-21,5.876543
1983-10-24,5.82716
1983-10-25,5.876543
1983-10-26,6.0
1983-10-27,5.9259260000000005
1983-10-28,6.024692
1983-10-31,6.049383
1983-11-01,6.098765
1983-11-02,6.17284
1983-11-03,6.123457
1983-11-04,6.0740739999999995
1983-11-07,6.024692
1983-11-08,6.024692
1983-11-09,6.123457
1983-11-10,6.123457
1983-11-11,6.0740739999999995
1983-11-14,6.123457
1983-11-15,6.17284
1983-11-16,6.148148
1983-11-17,6.222222
1983-11-18,6.246913
1983-11-21,6.222222
1983-11-22,6.518518
1983-11-23,6.716049000000001
1983-11-25,6.938272
1983-11-28,7.111111
1983-11-29,6.938272
1983-11-30,7.061728
1983-12-01,7.061728
1983-12-02,7.0864199999999995
1983-12-05,6.962963
1983-12-06,6.987653999999999
1983-12-07,7.061728
1983-12-08,6.987653999999999
1983-12-09,6.962963
1983-12-12,7.012346000000001
1983-12-13,6.9135800000000005
1983-12-14,6.839506
1983-12-15,6.716049000000001
1983-12-16,6.592592999999999
1983-12-19,6.6666669999999995
1983-12-20,6.617284
1983-12-21,6.518518
1983-12-22,6.716049000000001
1983-12-23,6.6666669999999995
1983-12-27,6.6666669999999995
1983-12-28,6.814814999999999
1983-12-29,6.888889
1983-12-30,7.037037
1984-01-03,6.864198
1984-01-04,7.061728
1984-01-05,7.135802
1984-01-06,7.234567999999999
1984-01-09,7.2098770000000005
1984-01-10,7.234567999999999
1984-01-11,7.185185000000001
1984-01-12,7.234567999999999
1984-01-13,7.012346000000001
1984-01-16,7.012346000000001
1984-01-17,6.9135800000000005
1984-01-18,7.0864199999999995
1984-01-19,7.037037
1984-01-20,6.9135800000000005
1984-01-23,6.839506
1984-01-24,6.765432000000001
1984-01-25,6.6666669999999995
1984-01-26,6.419753
1984-01-27,6.370369999999999
1984-01-30,6.123457
1984-01-31,6.222222
1984-02-01,6.296296
1984-02-02,6.395061
1984-02-03,6.419753
1984-02-06,6.246913
1984-02-07,6.123457
1984-02-08,6.123457
1984-02-09,6.098765
1984-02-10,6.123457
1984-02-13,6.17284
1984-02-14,6.123457
1984-02-15,6.222222
1984-02-16,6.148148
1984-02-17,6.123457
1984-02-21,6.098765
1984-02-22,6.123457
1984-02-23,5.876543
1984-02-24,6.0
1984-02-27,6.123457
1984-02-28,6.098765
1984-02-29,6.098765
1984-03-01,6.0740739999999995
1984-03-02,6.049383
1984-03-05,6.049383
1984-03-06,6.024692
1984-03-07,5.851852
1984-03-08,5.679012
1984-03-09,5.6543209999999995
1984-03-12,5.9259260000000005
1984-03-13,6.098765
1984-03-14,6.024692
1984-03-15,6.123457
1984-03-16,6.419753
1984-03-19,6.419753
1984-03-20,6.518518
1984-03-21,6.320988
1984-03-22,6.222222
1984-03-23,6.024692
1984-03-26,6.0740739999999995
1984-03-27,6.320988
1984-03-28,6.617284
1984-03-29,6.691358
1984-03-30,6.617284
1984-04-02,6.567900999999999
1984-04-03,6.716049000000001
1984-04-04,6.839506
1984-04-05,6.839506
1984-04-06,6.7901229999999995
1984-04-09,6.814814999999999
1984-04-10,6.7901229999999995
1984-04-11,6.765432000000001
1984-04-12,6.839506
1984-04-13,6.765432000000001
1984-04-16,6.9135800000000005
1984-04-17,6.888889
1984-04-18,6.962963
1984-04-19,7.061728
1984-04-23,6.864198
1984-04-24,6.938272
1984-04-25,6.814814999999999
1984-04-26,6.839506
1984-04-27,6.938272
1984-04-30,6.987653999999999
1984-05-01,7.037037
1984-05-02,7.111111
1984-05-03,6.962963
1984-05-04,6.839506
1984-05-07,6.716049000000001
1984-05-08,6.617284
1984-05-09,6.518518
1984-05-10,6.469136
1984-05-11,6.518518
1984-05-14,6.320988
1984-05-15,6.271605
1984-05-16,6.3456790000000005
1984-05-17,6.419753
1984-05-18,6.3456790000000005
1984-05-21,6.0740739999999995
1984-05-22,5.802469
1984-05-23,5.9259260000000005
1984-05-24,5.777778
1984-05-25,5.679012
1984-05-29,5.753087
1984-05-30,5.728395
1984-05-31,5.9259260000000005
1984-06-01,6.049383
1984-06-04,6.148148
1984-06-05,6.197531
1984-06-06,6.17284
1984-06-07,6.320988
1984-06-08,6.197531
1984-06-11,6.024692
1984-06-12,6.024692
1984-06-13,5.876543
1984-06-14,5.82716
1984-06-15,5.82716
1984-06-18,6.0
1984-06-19,6.123457
1984-06-20,5.975308
1984-06-21,5.851852
