Date,RMD
1996-09-13,1.234375
1996-09-16,1.296875
1996-09-17,1.234375
1996-09-18,1.25
1996-09-19,1.296875
1996-09-20,1.234375
1996-09-23,1.234375
1996-09-24,1.234375
1996-09-25,1.234375
1996-09-26,1.234375
1996-09-27,1.234375
1996-09-30,1.234375
1996-10-01,1.28125
1996-10-02,1.234375
1996-10-03,1.21875
1996-10-04,1.265625
1996-10-07,1.21875
1996-10-08,1.21875
1996-10-09,1.203125
1996-10-10,1.203125
1996-10-11,1.203125
1996-10-14,1.25
1996-10-15,1.203125
1996-10-16,1.203125
1996-10-17,1.140625
1996-10-18,1.09375
1996-10-21,1.046875
1996-10-22,1.046875
1996-10-23,1.109375
1996-10-24,1.078125
1996-10-25,1.078125
1996-10-28,1.0625
1996-10-29,1.046875
1996-10-30,1.0
1996-10-31,1.046875
1996-11-01,1.046875
1996-11-04,1.0625
1996-11-05,1.015625
1996-11-06,1.09375
1996-11-07,1.078125
1996-11-08,1.140625
1996-11-11,1.1875
1996-11-12,1.078125
1996-11-13,1.125
1996-11-14,1.060547
1996-11-15,1.046875
1996-11-18,1.109375
1996-11-19,1.125
1996-11-20,1.1875
1996-11-21,1.109375
1996-11-22,1.15625
1996-11-25,1.171875
1996-11-26,1.109375
1996-11-27,1.1640629999999998
1996-11-29,1.171875
1996-12-02,1.171875
1996-12-03,1.171875
1996-12-04,1.203125
1996-12-05,1.203125
1996-12-06,1.171875
1996-12-09,1.171875
1996-12-10,1.234375
1996-12-11,1.1875
1996-12-12,1.171875
1996-12-13,1.234375
1996-12-16,1.171875
1996-12-17,1.234375
1996-12-18,1.3125
1996-12-19,1.3125
1996-12-20,1.375
1996-12-23,1.375
1996-12-24,1.4375
1996-12-26,1.375
1996-12-27,1.375
1996-12-30,1.375
1996-12-31,1.375
1997-01-02,1.34375
1997-01-03,1.34375
1997-01-06,1.265625
1997-01-07,1.296875
1997-01-08,1.296875
1997-01-09,1.296875
1997-01-10,1.375
1997-01-13,1.359375
1997-01-14,1.4375
1997-01-15,1.40625
1997-01-16,1.453125
1997-01-17,1.390625
1997-01-20,1.375
1997-01-21,1.390625
1997-01-22,1.390625
1997-01-23,1.4140629999999998
1997-01-24,1.359375
1997-01-27,1.359375
1997-01-28,1.359375
1997-01-29,1.40625
1997-01-30,1.40625
1997-01-31,1.3671879999999998
1997-02-03,1.40625
1997-02-04,1.40625
1997-02-05,1.484375
1997-02-06,1.515625
1997-02-07,1.5
1997-02-10,1.5
1997-02-11,1.453125
1997-02-12,1.46875
1997-02-13,1.46875
1997-02-14,1.40625
1997-02-18,1.4375
1997-02-19,1.40625
1997-02-20,1.3984379999999998
1997-02-21,1.34375
1997-02-24,1.34375
1997-02-25,1.328125
1997-02-26,1.296875
1997-02-27,1.21875
1997-02-28,1.21875
1997-03-03,1.234375
1997-03-04,1.28125
1997-03-05,1.2578129999999998
1997-03-06,1.25
1997-03-07,1.25
1997-03-10,1.234375
1997-03-11,1.234375
1997-03-12,1.234375
1997-03-13,1.234375
1997-03-14,1.265625
1997-03-17,1.1875
1997-03-18,1.15625
1997-03-19,1.109375
1997-03-20,1.125
1997-03-21,1.09375
1997-03-24,1.09375
1997-03-25,1.125
1997-03-26,1.09375
1997-03-27,1.140625
1997-03-31,1.09375
1997-04-01,1.0625
1997-04-02,1.109375
1997-04-03,1.0625
1997-04-04,1.09375
1997-04-07,1.140625
1997-04-08,1.1171879999999998
1997-04-09,1.09375
1997-04-10,1.15625
1997-04-11,1.15625
1997-04-14,1.125
1997-04-15,1.109375
1997-04-16,1.109375
1997-04-17,1.171875
1997-04-18,1.109375
1997-04-21,1.140625
1997-04-22,1.109375
1997-04-23,1.078125
1997-04-24,1.078125
1997-04-25,1.09375
1997-04-28,1.125
1997-04-29,1.125
1997-04-30,1.09375
1997-05-01,1.09375
1997-05-02,1.125
1997-05-05,1.25
1997-05-06,1.265625
1997-05-07,1.265625
1997-05-08,1.265625
1997-05-09,1.3125
1997-05-12,1.296875
1997-05-13,1.265625
1997-05-14,1.296875
1997-05-15,1.25
1997-05-16,1.265625
1997-05-19,1.296875
1997-05-20,1.2890629999999998
1997-05-21,1.25
1997-05-22,1.296875
1997-05-23,1.25
1997-05-27,1.296875
1997-05-28,1.3125
1997-05-29,1.296875
1997-05-30,1.3125
1997-06-02,1.2734379999999998
1997-06-03,1.375
1997-06-04,1.46875
1997-06-05,1.46875
1997-06-06,1.4375
1997-06-09,1.421875
1997-06-10,1.46875
1997-06-11,1.484375
1997-06-12,1.484375
1997-06-13,1.4375
1997-06-16,1.453125
1997-06-17,1.484375
1997-06-18,1.453125
1997-06-19,1.484375
1997-06-20,1.453125
1997-06-23,1.484375
1997-06-24,1.4921879999999998
1997-06-25,1.4921879999999998
1997-06-26,1.515625
1997-06-27,1.453125
1997-06-30,1.515625
1997-07-01,1.46875
1997-07-02,1.46875
1997-07-03,1.46875
1997-07-07,1.46875
1997-07-08,1.5078129999999998
1997-07-09,1.5
1997-07-10,1.46875
1997-07-11,1.46875
1997-07-14,1.5
1997-07-15,1.5
1997-07-16,1.46875
1997-07-17,1.4921879999999998
1997-07-18,1.46875
1997-07-21,1.5625
1997-07-22,1.5625
1997-07-23,1.5625
1997-07-24,1.5625
1997-07-25,1.5234379999999998
1997-07-28,1.5
1997-07-29,1.5625
1997-07-30,1.5
1997-07-31,1.5
1997-08-01,1.5
1997-08-04,1.5
1997-08-05,1.5
1997-08-06,1.5
1997-08-07,1.5625
1997-08-08,1.6875
1997-08-11,1.640625
1997-08-12,1.65625
1997-08-13,1.578125
1997-08-14,1.59375
1997-08-15,1.5625
1997-08-18,1.5546879999999998
1997-08-19,1.53125
1997-08-20,1.59375
1997-08-21,1.546875
1997-08-22,1.53125
1997-08-25,1.53125
1997-08-26,1.53125
1997-08-27,1.53125
1997-08-28,1.53125
1997-08-29,1.53125
1997-09-02,1.578125
1997-09-03,1.5625
1997-09-04,1.59375
1997-09-05,1.53125
1997-09-08,1.5625
1997-09-09,1.5625
1997-09-10,1.609375
1997-09-11,1.609375
1997-09-12,1.609375
1997-09-15,1.609375
1997-09-16,1.609375
1997-09-17,1.609375
1997-09-18,1.609375
1997-09-19,1.578125
1997-09-22,1.5625
1997-09-23,1.5859379999999998
1997-09-24,1.59375
1997-09-25,1.578125
1997-09-26,1.578125
1997-09-29,1.609375
1997-09-30,1.625
1997-10-01,1.59375
1997-10-02,1.59375
1997-10-03,1.609375
1997-10-06,1.59375
1997-10-07,1.625
1997-10-08,1.59375
1997-10-09,1.59375
1997-10-10,1.59375
1997-10-13,1.625
1997-10-14,1.625
1997-10-15,1.609375
1997-10-16,1.625
1997-10-17,1.59375
1997-10-20,1.59375
1997-10-21,1.625
1997-10-22,1.625
1997-10-23,1.625
1997-10-24,1.625
1997-10-27,1.671875
1997-10-28,1.640625
1997-10-29,1.71875
1997-10-30,1.703125
1997-10-31,1.75
1997-11-03,1.71875
1997-11-04,1.726563
1997-11-05,1.773438
1997-11-06,1.75
1997-11-07,1.757813
1997-11-10,1.796875
1997-11-11,1.820313
1997-11-12,1.796875
1997-11-13,1.921875
1997-11-14,1.914063
1997-11-17,1.90625
1997-11-18,1.898438
1997-11-19,1.9375
1997-11-20,1.890625
1997-11-21,1.890625
1997-11-24,1.898438
1997-11-25,1.875
1997-11-26,1.875
1997-11-28,1.875
1997-12-01,1.890625
1997-12-02,1.890625
1997-12-03,1.875
1997-12-04,1.875
1997-12-05,1.8125
1997-12-08,1.78125
1997-12-09,1.828125
1997-12-10,1.78125
1997-12-11,1.78125
1997-12-12,1.796875
1997-12-15,1.78125
1997-12-16,1.78125
1997-12-17,1.8125
1997-12-18,1.78125
1997-12-19,1.765625
1997-12-22,1.75
1997-12-23,1.75
1997-12-24,1.757813
1997-12-26,1.78125
1997-12-29,1.757813
1997-12-30,1.75
1997-12-31,1.757813
1998-01-02,1.75
1998-01-05,1.75
1998-01-06,1.75
1998-01-07,1.75
1998-01-08,1.765625
1998-01-09,1.75
1998-01-12,1.78125
1998-01-13,1.78125
1998-01-14,1.78125
1998-01-15,1.78125
1998-01-16,1.796875
1998-01-20,1.835938
1998-01-21,1.828125
1998-01-22,1.828125
1998-01-23,1.882813
1998-01-26,1.84375
1998-01-27,1.84375
1998-01-28,1.984375
1998-01-29,1.992188
1998-01-30,2.023438
1998-02-02,2.078125
1998-02-03,2.0
1998-02-04,2.03125
1998-02-05,2.078125
1998-02-06,2.0947270000000002
1998-02-09,2.125
1998-02-10,2.0634770000000002
1998-02-11,2.0625
1998-02-12,2.109375
1998-02-13,2.117188
1998-02-17,2.125
1998-02-18,2.125
1998-02-19,2.125
1998-02-20,2.078125
1998-02-23,2.0625
1998-02-24,2.0634770000000002
1998-02-25,2.070313
1998-02-26,2.085938
1998-02-27,2.125
1998-03-02,2.085938
1998-03-03,2.109375
1998-03-04,2.109375
1998-03-05,2.0625
1998-03-06,2.070313
1998-03-09,2.023438
1998-03-10,2.03125
1998-03-11,2.03125
1998-03-12,2.0625
1998-03-13,2.054688
1998-03-16,2.0625
1998-03-17,2.0625
1998-03-18,2.023438
1998-03-19,2.0625
1998-03-20,2.03125
1998-03-23,2.023438
1998-03-24,2.0
1998-03-25,1.90625
1998-03-26,1.953125
1998-03-27,2.1875
1998-03-30,2.1875
1998-03-31,2.21875
1998-04-01,2.21875
1998-04-02,2.328125
1998-04-03,2.34375
1998-04-06,2.367188
1998-04-07,2.359375
1998-04-08,2.367188
1998-04-09,2.359375
1998-04-13,2.359375
1998-04-14,2.359375
1998-04-15,2.359375
1998-04-16,2.40625
1998-04-17,2.429688
1998-04-20,2.414063
1998-04-21,2.4375
1998-04-22,2.4375
1998-04-23,2.4541020000000002
1998-04-24,2.46875
1998-04-27,2.484375
1998-04-28,2.5
1998-04-29,2.488281
1998-04-30,2.472656
1998-05-01,2.453125
1998-05-04,2.46875
1998-05-05,2.46875
1998-05-06,2.46875
1998-05-07,2.46875
1998-05-08,2.449219
1998-05-11,2.5
1998-05-12,2.476563
1998-05-13,2.476563
1998-05-14,2.539063
1998-05-15,2.535156
1998-05-18,2.53125
1998-05-19,2.460938
1998-05-20,2.445313
1998-05-21,2.390625
1998-05-22,2.371094
1998-05-26,2.3125
1998-05-27,2.28125
1998-05-28,2.21875
1998-05-29,2.21875
1998-06-01,2.222656
1998-06-02,2.265625
1998-06-03,2.257813
1998-06-04,2.203125
1998-06-05,2.25
1998-06-08,2.257813
1998-06-09,2.257813
1998-06-10,2.277344
1998-06-11,2.277344
1998-06-12,2.28125
1998-06-15,2.28125
1998-06-16,2.328125
1998-06-17,2.414063
1998-06-18,2.453125
1998-06-19,2.4375
1998-06-22,2.5
1998-06-23,2.578125
1998-06-24,2.671875
1998-06-25,2.703125
1998-06-26,2.753906
1998-06-29,2.71875
1998-06-30,2.847656
1998-07-01,2.828125
1998-07-02,2.890625
1998-07-06,2.929688
1998-07-07,2.96875
1998-07-08,2.953125
1998-07-09,3.015625
1998-07-10,3.015625
1998-07-13,2.972656
1998-07-14,2.914063
1998-07-15,2.875
1998-07-16,2.972656
1998-07-17,2.9375
1998-07-20,2.921875
1998-07-21,2.953125
1998-07-22,2.890625
1998-07-23,2.859375
1998-07-24,2.890625
1998-07-27,2.8125
1998-07-28,2.71875
1998-07-29,2.679688
1998-07-30,2.703125
1998-07-31,2.804688
1998-08-03,2.804688
1998-08-04,2.75
1998-08-05,2.773438
1998-08-06,2.789063
1998-08-07,2.835938
1998-08-10,3.0
1998-08-11,2.921875
1998-08-12,2.945313
1998-08-13,2.890625
1998-08-14,2.796875
1998-08-17,2.882813
1998-08-18,2.878906
1998-08-19,2.84375
1998-08-20,2.84375
1998-08-21,2.734375
1998-08-24,2.730469
1998-08-25,2.65625
1998-08-26,2.609375
1998-08-27,2.503906
1998-08-28,2.53125
1998-08-31,2.3125
1998-09-01,2.460938
1998-09-02,2.476563
1998-09-03,2.382813
1998-09-04,2.359375
1998-09-08,2.765625
1998-09-09,2.78125
1998-09-10,2.75
1998-09-11,2.6875
1998-09-14,2.78125
1998-09-15,2.835938
1998-09-16,2.875
1998-09-17,2.875
1998-09-18,2.9375
1998-09-21,3.078125
1998-09-22,3.226563
1998-09-23,3.171875
1998-09-24,3.070313
1998-09-25,3.101563
1998-09-28,3.28125
1998-09-29,3.296875
1998-09-30,3.25
1998-10-01,2.8125
1998-10-02,2.84375
1998-10-05,2.648438
1998-10-06,2.804688
1998-10-07,2.660156
1998-10-08,2.6875
1998-10-09,2.820313
1998-10-12,2.96875
1998-10-13,2.945313
1998-10-14,3.09375
1998-10-15,3.296875
1998-10-16,3.03125
1998-10-19,3.0625
1998-10-20,3.09375
1998-10-21,3.09375
1998-10-22,3.0625
1998-10-23,3.109375
1998-10-26,3.25
1998-10-27,3.21875
1998-10-28,3.1875
1998-10-29,3.179688
1998-10-30,3.1875
1998-11-02,3.5
1998-11-03,3.546875
1998-11-04,3.578125
1998-11-05,3.5683589999999996
1998-11-06,3.59375
1998-11-09,3.625
1998-11-10,3.7578129999999996
1998-11-11,3.9453129999999996
1998-11-12,3.6875
1998-11-13,3.5234379999999996
1998-11-16,3.4609379999999996
1998-11-17,3.40625
1998-11-18,3.796875
1998-11-19,3.8828129999999996
1998-11-20,3.78125
1998-11-23,4.03125
1998-11-24,4.078125
1998-11-25,4.203125
1998-11-27,4.21875
1998-11-30,4.265625
1998-12-01,4.140625
1998-12-02,4.328125
1998-12-03,4.109375
1998-12-04,4.0
1998-12-07,4.257813
1998-12-08,4.59375
1998-12-09,4.875
1998-12-10,4.859375
1998-12-11,4.90625
1998-12-14,4.898438
1998-12-15,5.125
1998-12-16,5.296875
1998-12-17,5.28125
1998-12-18,5.203125
1998-12-21,5.546875
1998-12-22,5.546875
1998-12-23,5.632813
1998-12-24,5.625
1998-12-28,5.765625
1998-12-29,5.8125
1998-12-30,5.90625
1998-12-31,5.671875
1999-01-04,5.34375
1999-01-05,5.0
1999-01-06,4.84375
1999-01-07,4.875
1999-01-08,5.242188
1999-01-11,5.28125
1999-01-12,5.359375
1999-01-13,5.3125
1999-01-14,5.390625
1999-01-15,5.59375
1999-01-19,5.796875
1999-01-20,6.148438
1999-01-21,6.0
1999-01-22,6.1875
1999-01-25,6.429688
1999-01-26,6.195313
1999-01-27,6.023438
1999-01-28,6.125
1999-01-29,6.15625
1999-02-01,6.25
1999-02-02,5.734375
1999-02-03,5.375
1999-02-04,5.375
1999-02-05,5.15625
1999-02-08,4.8125
1999-02-09,4.71875
1999-02-10,4.625
1999-02-11,4.484375
1999-02-12,4.4375
1999-02-16,4.5
1999-02-17,4.234375
1999-02-18,3.734375
1999-02-19,4.1875
1999-02-22,4.25
1999-02-23,4.140625
1999-02-24,3.9296879999999996
1999-02-25,3.796875
1999-02-26,3.875
1999-03-01,3.8828129999999996
1999-03-02,4.21875
1999-03-03,4.226563
1999-03-04,4.46875
1999-03-05,4.5625
1999-03-08,4.742188
1999-03-09,4.695313
1999-03-10,4.640625
1999-03-11,4.710938
1999-03-12,4.710938
1999-03-15,4.59375
1999-03-16,4.6875
1999-03-17,4.515625
1999-03-18,4.4375
1999-03-19,4.15625
1999-03-22,3.546875
1999-03-23,2.875
1999-03-24,2.96875
1999-03-25,3.203125
1999-03-26,3.421875
1999-03-29,3.6875
1999-03-30,3.625
1999-03-31,3.53125
1999-04-01,3.1875
1999-04-05,2.796875
1999-04-06,2.765625
1999-04-07,2.75
1999-04-08,2.46875
1999-04-09,2.8125
1999-04-12,2.828125
1999-04-13,2.9375
1999-04-14,3.7421879999999996
1999-04-15,3.640625
1999-04-16,3.6484379999999996
1999-04-19,3.5507809999999997
1999-04-20,3.7578129999999996
1999-04-21,3.546875
1999-04-22,3.5625
1999-04-23,3.53125
1999-04-26,3.3828129999999996
1999-04-27,3.46875
1999-04-28,3.3671879999999996
1999-04-29,3.3671879999999996
1999-04-30,3.3046879999999996
1999-05-03,3.4375
1999-05-04,3.53125
1999-05-05,4.03125
1999-05-06,3.8984379999999996
1999-05-07,4.0
1999-05-10,4.132813
1999-05-11,4.328125
1999-05-12,4.46875
1999-05-13,4.640625
1999-05-14,4.328125
1999-05-17,4.140625
1999-05-18,4.046875
1999-05-19,3.75
1999-05-20,3.9609379999999996
1999-05-21,3.859375
1999-05-24,3.3828129999999996
1999-05-25,3.296875
1999-05-26,3.5625
1999-05-27,3.53125
1999-05-28,3.5078129999999996
1999-06-01,3.625
1999-06-02,3.546875
1999-06-03,3.59375
1999-06-04,4.0
1999-06-07,4.5
1999-06-08,4.359375
1999-06-09,4.296875
1999-06-10,4.265625
1999-06-11,4.203125
1999-06-14,4.40625
1999-06-15,4.15625
1999-06-16,4.304688
1999-06-17,4.125
1999-06-18,4.15625
1999-06-21,4.257813
1999-06-22,4.3125
1999-06-23,4.125
1999-06-24,3.9140629999999996
1999-06-25,4.0625
1999-06-28,4.15625
1999-06-29,4.0625
1999-06-30,4.148438
1999-07-01,4.25
1999-07-02,4.296875
1999-07-06,4.15625
1999-07-07,3.8125
1999-07-08,3.78125
1999-07-09,4.203125
1999-07-12,4.15625
1999-07-13,4.234375
1999-07-14,4.164063
1999-07-15,4.15625
1999-07-16,4.25
1999-07-19,3.953125
1999-07-20,3.7578129999999996
1999-07-21,3.828125
1999-07-22,3.78125
1999-07-23,3.6953129999999996
1999-07-26,3.5625
1999-07-27,3.5234379999999996
1999-07-28,3.6953129999999996
1999-07-29,3.3359379999999996
1999-07-30,3.5625
1999-08-02,3.734375
1999-08-03,3.75
1999-08-04,3.703125
1999-08-05,3.7890629999999996
1999-08-06,3.796875
1999-08-09,3.9296879999999996
1999-08-10,3.953125
1999-08-11,4.0
1999-08-12,4.125
1999-08-13,4.046875
1999-08-16,3.9921879999999996
1999-08-17,3.984375
1999-08-18,3.953125
1999-08-19,3.828125
1999-08-20,3.875
1999-08-23,3.984375
1999-08-24,3.921875
1999-08-25,4.109375
1999-08-26,3.9609379999999996
1999-08-27,3.9296879999999996
1999-08-30,3.75
1999-08-31,3.46875
1999-09-01,3.578125
1999-09-02,3.484375
1999-09-03,3.515625
1999-09-07,3.484375
1999-09-08,3.4375
1999-09-09,3.484375
1999-09-10,3.4921879999999996
1999-09-13,3.4375
1999-09-14,3.546875
1999-09-15,3.5
1999-09-16,3.28125
1999-09-17,3.1875
1999-09-20,2.953125
1999-09-21,3.046875
1999-09-22,3.390625
1999-09-23,3.125
1999-09-24,3.265625
1999-09-27,3.4765629999999996
1999-09-28,3.5546879999999996
1999-09-29,3.828125
1999-09-30,4.140625
1999-10-01,4.09375
1999-10-04,4.1875
1999-10-05,4.0
1999-10-06,3.84375
1999-10-07,3.734375
1999-10-08,3.703125
1999-10-11,3.6640629999999996
1999-10-12,3.40625
1999-10-13,3.257813
1999-10-14,3.3125
1999-10-15,3.421875
1999-10-18,3.375
1999-10-19,3.34375
1999-10-20,3.5
1999-10-21,3.3515629999999996
1999-10-22,3.1875
1999-10-25,3.21875
1999-10-26,3.453125
1999-10-27,3.4453129999999996
1999-10-28,4.070313
1999-10-29,4.328125
1999-11-01,4.359375
1999-11-02,4.382813
1999-11-03,4.492188
1999-11-04,4.484375
1999-11-05,4.28125
1999-11-08,4.070313
1999-11-09,4.03125
1999-11-10,4.0625
1999-11-11,4.171875
1999-11-12,4.320313
1999-11-15,4.328125
1999-11-16,4.46875
1999-11-17,4.53125
1999-11-18,4.632813
1999-11-19,4.898438
1999-11-22,4.726563
1999-11-23,4.84375
1999-11-24,4.875
1999-11-26,5.0625
1999-11-29,5.046875
1999-11-30,5.007813
1999-12-01,5.125
1999-12-02,5.070313
1999-12-03,5.09375
1999-12-06,5.234375
1999-12-07,5.4375
1999-12-08,5.460938
1999-12-09,5.78125
1999-12-10,5.617188
1999-12-13,5.546875
1999-12-14,5.4375
1999-12-15,5.25
1999-12-16,5.0
1999-12-17,5.0
1999-12-20,5.171875
1999-12-21,5.203125
1999-12-22,5.03125
1999-12-23,5.078125
1999-12-27,5.101563
1999-12-28,5.03125
1999-12-29,4.890625
1999-12-30,4.976563
1999-12-31,5.21875
2000-01-03,5.109375
