Date,MA
2015-10-16,97.639999
2015-10-19,97.739998
2015-10-20,97.66999799999999
2015-10-21,96.599998
2015-10-22,98.019997
2015-10-23,99.790001
2015-10-26,99.629997
2015-10-27,98.43
2015-10-28,100.089996
2015-10-29,100.589996
2015-10-30,98.989998
2015-11-02,99.379997
2015-11-03,100.120003
2015-11-04,100.519997
2015-11-05,100.690002
2015-11-06,101.5
2015-11-09,100.470001
2015-11-10,100.650002
2015-11-11,100.879997
2015-11-12,98.279999
2015-11-13,96.860001
2015-11-16,98.300003
2015-11-17,98.07
2015-11-18,99.160004
2015-11-19,98.93
2015-11-20,99.5
2015-11-23,99.370003
2015-11-24,98.5
2015-11-25,98.160004
2015-11-27,98.66999799999999
2015-11-30,97.91999799999999
2015-12-01,97.93
2015-12-02,97.099998
2015-12-03,95.959999
2015-12-04,98.699997
2015-12-07,97.82
2015-12-08,98.18
2015-12-09,97.82
2015-12-10,97.610001
2015-12-11,94.83000200000001
2015-12-14,96.300003
2015-12-15,98.43
2015-12-16,100.040001
2015-12-17,99.33000200000001
2015-12-18,96.290001
2015-12-21,97.040001
2015-12-22,97.540001
2015-12-23,98.730003
2015-12-24,98.589996
2015-12-28,98.529999
2015-12-29,99.720001
2015-12-30,98.870003
2015-12-31,97.360001
2016-01-04,94.809998
2016-01-05,94.989998
2016-01-06,93.349998
2016-01-07,91.639999
2016-01-08,89.889999
2016-01-11,90.58000200000001
2016-01-12,91.440002
2016-01-13,89.190002
2016-01-14,90.709999
2016-01-15,88.709999
2016-01-19,86.220001
2016-01-20,85.129997
2016-01-21,86.120003
2016-01-22,88.0
2016-01-25,86.769997
2016-01-26,87.0
2016-01-27,84.809998
2016-01-28,83.43
2016-01-29,89.029999
2016-02-01,88.629997
2016-02-02,85.93
2016-02-03,86.470001
2016-02-04,86.33000200000001
2016-02-05,82.760002
2016-02-08,80.650002
2016-02-09,81.970001
2016-02-10,83.309998
2016-02-11,82.110001
2016-02-12,84.889999
2016-02-16,86.18
2016-02-17,87.209999
2016-02-18,86.040001
2016-02-19,86.790001
2016-02-22,87.82
2016-02-23,86.209999
2016-02-24,86.41999799999999
2016-02-25,87.41999799999999
2016-02-26,87.57
2016-02-29,86.91999799999999
2016-03-01,90.099998
2016-03-02,89.889999
2016-03-03,89.739998
2016-03-04,90.050003
2016-03-07,88.300003
2016-03-08,86.849998
2016-03-09,87.18
2016-03-10,86.889999
2016-03-11,88.58000200000001
2016-03-14,88.870003
2016-03-15,89.360001
2016-03-16,90.010002
2016-03-17,91.410004
2016-03-18,92.309998
2016-03-21,92.349998
2016-03-22,91.760002
2016-03-23,92.129997
2016-03-24,91.910004
2016-03-28,91.239998
2016-03-29,92.779999
2016-03-30,93.809998
2016-03-31,94.5
2016-04-01,95.870003
2016-04-04,95.050003
2016-04-05,94.349998
2016-04-06,94.75
2016-04-07,93.510002
2016-04-08,93.790001
2016-04-11,93.470001
2016-04-12,93.860001
2016-04-13,95.75
2016-04-14,96.16999799999999
2016-04-15,96.68
2016-04-18,97.66999799999999
2016-04-19,97.239998
2016-04-20,97.900002
2016-04-21,97.540001
2016-04-22,97.449997
2016-04-25,96.980003
2016-04-26,97.269997
2016-04-27,98.379997
2016-04-28,97.18
2016-04-29,96.989998
2016-05-02,97.769997
2016-05-03,96.449997
2016-05-04,96.25
2016-05-05,96.190002
2016-05-06,96.68
2016-05-09,96.720001
2016-05-10,97.639999
2016-05-11,96.410004
2016-05-12,95.849998
2016-05-13,95.360001
2016-05-16,96.150002
2016-05-17,95.599998
2016-05-18,95.629997
2016-05-19,94.699997
2016-05-20,95.470001
2016-05-23,95.08000200000001
2016-05-24,96.480003
2016-05-25,96.449997
2016-05-26,96.379997
2016-05-27,97.18
2016-05-31,95.900002
2016-06-01,96.410004
2016-06-02,96.879997
2016-06-03,96.029999
2016-06-06,96.639999
2016-06-07,96.68
2016-06-08,97.989998
2016-06-09,97.019997
2016-06-10,95.209999
2016-06-13,94.190002
2016-06-14,94.110001
2016-06-15,93.339996
2016-06-16,94.08000200000001
2016-06-17,93.290001
2016-06-20,94.349998
2016-06-21,95.110001
2016-06-22,94.059998
2016-06-23,95.709999
2016-06-24,91.470001
2016-06-27,89.07
2016-06-28,90.41999799999999
2016-06-29,92.129997
2016-06-30,88.059998
2016-07-01,88.849998
2016-07-05,88.239998
2016-07-06,86.83000200000001
2016-07-07,87.809998
2016-07-08,88.559998
2016-07-11,88.75
2016-07-12,90.0
2016-07-13,90.339996
2016-07-14,91.449997
2016-07-15,90.93
2016-07-18,91.599998
2016-07-19,92.379997
2016-07-20,93.300003
2016-07-21,92.459999
2016-07-22,93.660004
2016-07-25,93.0
2016-07-26,93.43
2016-07-27,93.75
2016-07-28,96.010002
2016-07-29,95.239998
2016-08-01,95.07
2016-08-02,95.25
2016-08-03,95.08000200000001
2016-08-04,95.910004
2016-08-05,96.879997
2016-08-08,96.779999
2016-08-09,96.699997
2016-08-10,96.290001
2016-08-11,96.529999
2016-08-12,96.120003
2016-08-15,96.440002
2016-08-16,95.620003
2016-08-17,95.589996
2016-08-18,95.269997
2016-08-19,95.220001
2016-08-22,95.790001
2016-08-23,96.290001
2016-08-24,95.529999
2016-08-25,95.589996
2016-08-26,96.470001
2016-08-29,96.779999
2016-08-30,97.089996
2016-08-31,96.629997
2016-09-01,97.620003
2016-09-02,97.889999
2016-09-06,98.790001
2016-09-07,99.57
2016-09-08,99.980003
2016-09-09,98.150002
2016-09-12,100.110001
2016-09-13,99.389999
2016-09-14,98.709999
2016-09-15,99.470001
2016-09-16,99.360001
2016-09-19,99.68
2016-09-20,100.489998
2016-09-21,101.260002
2016-09-22,102.120003
2016-09-23,101.660004
2016-09-26,101.160004
2016-09-27,101.449997
2016-09-28,101.510002
2016-09-29,100.610001
2016-09-30,101.769997
2016-10-03,101.879997
2016-10-04,101.220001
2016-10-05,102.400002
2016-10-06,102.940002
2016-10-07,102.25
2016-10-10,102.650002
2016-10-11,101.349998
2016-10-12,101.360001
2016-10-13,100.650002
2016-10-14,100.879997
2016-10-17,100.849998
2016-10-18,101.730003
2016-10-19,102.730003
2016-10-20,102.550003
2016-10-21,102.849998
2016-10-24,103.190002
2016-10-25,102.879997
2016-10-26,103.220001
2016-10-27,103.599998
2016-10-28,106.900002
2016-10-31,107.019997
2016-11-01,104.959999
2016-11-02,104.0
2016-11-03,103.779999
2016-11-04,103.029999
2016-11-07,105.959999
2016-11-08,105.699997
2016-11-09,106.190002
2016-11-10,104.5
2016-11-11,104.620003
2016-11-14,101.139999
2016-11-15,102.480003
2016-11-16,104.0
2016-11-17,104.449997
2016-11-18,104.779999
2016-11-21,105.940002
2016-11-22,105.93
2016-11-23,104.559998
2016-11-25,105.730003
2016-11-28,103.360001
2016-11-29,103.82
2016-11-30,102.199997
2016-12-01,100.18
2016-12-02,101.099998
2016-12-05,103.550003
2016-12-06,102.0
2016-12-07,105.25
2016-12-08,104.82
2016-12-09,104.410004
2016-12-12,103.279999
2016-12-13,103.32
2016-12-14,103.279999
2016-12-15,104.349998
2016-12-16,103.43
2016-12-19,103.540001
2016-12-20,104.540001
2016-12-21,104.16999799999999
2016-12-22,104.309998
2016-12-23,104.709999
2016-12-27,104.800003
2016-12-28,103.68
2016-12-29,103.769997
2016-12-30,103.25
2017-01-03,105.389999
2017-01-04,106.389999
2017-01-05,106.989998
2017-01-06,107.760002
2017-01-09,107.550003
2017-01-10,107.32
2017-01-11,107.809998
2017-01-12,108.709999
2017-01-13,108.699997
2017-01-17,108.400002
2017-01-18,108.660004
2017-01-19,108.529999
2017-01-20,109.959999
2017-01-23,109.629997
2017-01-24,109.91999799999999
2017-01-25,110.190002
2017-01-26,109.379997
2017-01-27,109.839996
2017-01-30,109.300003
2017-01-31,106.33000200000001
2017-02-01,105.0
2017-02-02,105.139999
2017-02-03,106.58000200000001
2017-02-06,106.589996
2017-02-07,106.599998
2017-02-08,106.720001
2017-02-09,107.300003
2017-02-10,107.269997
2017-02-13,108.279999
2017-02-14,108.879997
2017-02-15,109.660004
2017-02-16,109.300003
2017-02-17,109.41999799999999
2017-02-21,110.160004
2017-02-22,109.440002
2017-02-23,110.739998
2017-02-24,111.0
2017-02-27,110.57
2017-02-28,110.459999
2017-03-01,112.309998
2017-03-02,111.33000200000001
2017-03-03,111.739998
2017-03-06,111.360001
2017-03-07,110.959999
2017-03-08,110.980003
2017-03-09,110.790001
2017-03-10,111.209999
2017-03-13,111.529999
2017-03-14,110.489998
2017-03-15,112.019997
2017-03-16,112.66999799999999
2017-03-17,112.83000200000001
2017-03-20,112.410004
2017-03-21,110.709999
2017-03-22,111.449997
2017-03-23,111.599998
2017-03-24,111.980003
2017-03-27,111.940002
2017-03-28,112.470001
2017-03-29,112.059998
2017-03-30,112.66999799999999
2017-03-31,112.470001
2017-04-03,112.239998
2017-04-04,112.089996
2017-04-05,112.07
2017-04-06,112.43
2017-04-07,112.239998
2017-04-10,112.32
2017-04-11,112.110001
2017-04-12,111.470001
2017-04-13,111.220001
2017-04-17,112.66999799999999
2017-04-18,112.519997
2017-04-19,112.290001
2017-04-20,114.589996
2017-04-21,114.269997
2017-04-24,115.699997
2017-04-25,116.129997
2017-04-26,116.16999799999999
2017-04-27,117.099998
2017-04-28,116.32
2017-05-01,116.370003
2017-05-02,118.120003
2017-05-03,117.33000200000001
2017-05-04,117.91999799999999
2017-05-05,117.5
2017-05-08,116.610001
2017-05-09,116.410004
2017-05-10,116.650002
2017-05-11,116.529999
2017-05-12,117.129997
2017-05-15,118.209999
2017-05-16,118.489998
2017-05-17,116.800003
2017-05-18,116.239998
2017-05-19,117.58000200000001
2017-05-22,119.0
2017-05-23,119.599998
2017-05-24,120.699997
2017-05-25,121.91999799999999
2017-05-26,121.629997
2017-05-30,121.650002
2017-05-31,122.879997
2017-06-01,123.400002
2017-06-02,125.199997
2017-06-05,125.900002
2017-06-06,125.239998
2017-06-07,125.190002
2017-06-08,124.760002
2017-06-09,123.040001
2017-06-12,120.760002
2017-06-13,122.32
2017-06-14,122.5
2017-06-15,121.41999799999999
2017-06-16,121.959999
2017-06-19,123.089996
2017-06-20,122.93
2017-06-21,123.099998
2017-06-22,123.300003
2017-06-23,124.010002
2017-06-26,123.519997
2017-06-27,122.739998
2017-06-28,124.809998
2017-06-29,121.510002
2017-06-30,121.449997
2017-07-03,120.779999
2017-07-05,121.980003
2017-07-06,120.800003
2017-07-07,122.199997
2017-07-10,122.730003
2017-07-11,124.230003
2017-07-12,125.279999
2017-07-13,125.470001
2017-07-14,127.010002
2017-07-17,127.43
2017-07-18,127.730003
2017-07-19,128.03999299999998
2017-07-20,128.470001
2017-07-21,129.270004
2017-07-24,129.520004
2017-07-25,129.979996
2017-07-26,130.990005
2017-07-27,128.929993
2017-07-28,127.910004
2017-07-31,127.800003
2017-08-01,129.490005
2017-08-02,130.610001
2017-08-03,129.889999
2017-08-04,129.820007
2017-08-07,130.380005
2017-08-08,129.83999599999999
2017-08-09,129.720001
2017-08-10,127.66999799999999
2017-08-11,128.550003
2017-08-14,131.08999599999999
2017-08-15,131.580002
2017-08-16,132.369995
2017-08-17,130.880005
2017-08-18,131.139999
2017-08-21,131.940002
2017-08-22,133.800003
2017-08-23,133.070007
2017-08-24,132.96000700000002
2017-08-25,132.75
2017-08-28,133.850006
2017-08-29,133.83999599999999
2017-08-30,133.800003
2017-08-31,133.300003
2017-09-01,133.240005
2017-09-05,132.66000400000001
2017-09-06,132.889999
2017-09-07,136.529999
2017-09-08,137.220001
2017-09-11,141.990005
2017-09-12,142.419998
2017-09-13,140.100006
2017-09-14,141.470001
2017-09-15,141.580002
2017-09-18,141.399994
2017-09-19,142.490005
2017-09-20,142.240005
2017-09-21,141.720001
2017-09-22,141.889999
2017-09-25,138.570007
2017-09-26,138.369995
2017-09-27,139.669998
2017-09-28,140.199997
2017-09-29,141.199997
2017-10-02,141.820007
2017-10-03,143.020004
2017-10-04,142.08999599999999
2017-10-05,143.75
2017-10-06,143.520004
2017-10-09,144.550003
2017-10-10,145.649994
2017-10-11,146.850006
2017-10-12,146.740005
2017-10-13,147.33999599999999
2017-10-16,146.220001
2017-10-17,145.929993
2017-10-18,146.190002
2017-10-19,144.979996
2017-10-20,145.380005
2017-10-23,145.559998
2017-10-24,145.800003
2017-10-25,146.240005
2017-10-26,146.58999599999999
2017-10-27,148.520004
2017-10-30,148.949997
2017-10-31,148.770004
2017-11-01,148.889999
2017-11-02,148.25
2017-11-03,149.28999299999998
2017-11-06,150.08999599999999
2017-11-07,149.970001
2017-11-08,149.970001
2017-11-09,149.28999299999998
2017-11-10,149.53999299999998
2017-11-13,149.690002
2017-11-14,149.949997
2017-11-15,148.330002
2017-11-16,150.330002
2017-11-17,149.020004
2017-11-20,149.559998
2017-11-21,152.509995
2017-11-22,151.25
2017-11-24,152.740005
2017-11-27,152.970001
2017-11-28,154.190002
2017-11-29,148.350006
2017-11-30,150.470001
2017-12-01,149.690002
2017-12-04,143.429993
2017-12-05,145.130005
2017-12-06,147.419998
2017-12-07,149.449997
2017-12-08,149.889999
2017-12-11,150.880005
2017-12-12,152.5
2017-12-13,151.690002
2017-12-14,151.929993
2017-12-15,153.399994
2017-12-18,153.119995
2017-12-19,151.679993
2017-12-20,151.449997
2017-12-21,150.529999
2017-12-22,150.850006
2017-12-26,151.279999
2017-12-27,151.399994
2017-12-28,151.770004
2017-12-29,151.360001
2018-01-02,151.91000400000001
2018-01-03,153.820007
2018-01-04,155.809998
2018-01-05,159.03999299999998
2018-01-08,159.270004
2018-01-09,159.5
2018-01-10,159.860001
2018-01-11,160.919998
2018-01-12,162.330002
2018-01-16,162.28999299999998
2018-01-17,164.320007
2018-01-18,165.479996
2018-01-19,166.830002
2018-01-22,168.279999
2018-01-23,167.190002
2018-01-24,167.009995
2018-01-25,168.58999599999999
2018-01-26,170.33999599999999
2018-01-29,168.550003
2018-01-30,167.190002
2018-01-31,169.0
2018-02-01,172.929993
2018-02-02,170.550003
2018-02-05,164.58999599999999
2018-02-06,169.279999
2018-02-07,168.729996
2018-02-08,160.619995
2018-02-09,165.199997
2018-02-12,168.190002
2018-02-13,170.119995
2018-02-14,172.520004
2018-02-15,174.690002
2018-02-16,175.649994
2018-02-20,175.350006
2018-02-21,172.320007
2018-02-22,172.949997
2018-02-23,175.759995
2018-02-26,177.869995
2018-02-27,175.929993
2018-02-28,175.759995
2018-03-01,173.490005
2018-03-02,175.020004
2018-03-05,178.529999
2018-03-06,177.529999
2018-03-07,179.21000700000002
2018-03-08,179.25
2018-03-09,183.240005
2018-03-12,182.53999299999998
2018-03-13,181.009995
2018-03-14,180.119995
2018-03-15,180.949997
2018-03-16,182.550003
2018-03-19,180.580002
2018-03-20,182.509995
2018-03-21,180.75
2018-03-22,175.520004
2018-03-23,171.830002
2018-03-26,177.169998
2018-03-27,172.520004
2018-03-28,170.350006
2018-03-29,175.16000400000001
2018-04-02,171.600006
2018-04-03,172.470001
2018-04-04,173.690002
2018-04-05,175.800003
2018-04-06,169.699997
2018-04-09,170.33999599999999
2018-04-10,174.720001
2018-04-11,172.360001
2018-04-12,174.800003
2018-04-13,174.270004
2018-04-16,173.869995
2018-04-17,178.33999599999999
2018-04-18,179.46000700000002
2018-04-19,179.009995
2018-04-20,177.080002
2018-04-23,175.429993
2018-04-24,173.240005
2018-04-25,172.470001
2018-04-26,178.16000400000001
2018-04-27,175.940002
2018-04-30,178.270004
2018-05-01,180.25
2018-05-02,185.820007
2018-05-03,186.479996
2018-05-04,188.169998
2018-05-07,189.100006
2018-05-08,190.529999
2018-05-09,190.630005
2018-05-10,193.050003
2018-05-11,193.350006
2018-05-14,192.119995
2018-05-15,192.0
2018-05-16,192.380005
2018-05-17,191.199997
2018-05-18,190.399994
2018-05-21,191.199997
2018-05-22,191.619995
2018-05-23,192.990005
2018-05-24,191.91000400000001
2018-05-25,191.169998
2018-05-29,189.529999
2018-05-30,191.759995
2018-05-31,190.119995
2018-06-01,195.369995
2018-06-04,197.729996
2018-06-05,199.360001
2018-06-06,203.21000700000002
2018-06-07,199.53999299999998
2018-06-08,200.03999299999998
2018-06-11,198.490005
2018-06-12,200.130005
2018-06-13,199.41000400000001
2018-06-14,199.309998
2018-06-15,199.529999
2018-06-18,201.130005
2018-06-19,199.690002
2018-06-20,201.53999299999998
2018-06-21,200.779999
2018-06-22,201.479996
2018-06-25,194.979996
2018-06-26,196.46000700000002
2018-06-27,193.179993
2018-06-28,197.100006
2018-06-29,196.520004
2018-07-02,197.669998
2018-07-03,196.28999299999998
2018-07-05,198.869995
2018-07-06,199.520004
2018-07-09,200.929993
2018-07-10,201.520004
2018-07-11,203.83999599999999
2018-07-12,207.779999
2018-07-13,205.91000400000001
2018-07-16,204.080002
2018-07-17,206.369995
2018-07-18,208.360001
2018-07-19,206.059998
2018-07-20,206.71000700000002
2018-07-23,207.83999599999999
2018-07-24,209.580002
2018-07-25,214.16000400000001
2018-07-26,207.369995
2018-07-27,202.940002
2018-07-30,197.869995
2018-07-31,198.0
2018-08-01,201.199997
2018-08-02,202.009995
2018-08-03,201.199997
2018-08-06,201.53999299999998
2018-08-07,202.619995
2018-08-08,202.860001
2018-08-09,203.600006
2018-08-10,202.649994
2018-08-13,202.309998
2018-08-14,203.880005
2018-08-15,200.240005
2018-08-16,203.600006
2018-08-17,203.21000700000002
2018-08-20,204.75
2018-08-21,203.08999599999999
2018-08-22,204.309998
2018-08-23,205.220001
2018-08-24,209.399994
2018-08-27,211.52999900000003
2018-08-28,212.63000499999998
2018-08-29,214.57000699999998
2018-08-30,213.80000299999998
2018-08-31,215.559998
2018-09-04,216.82000699999998
2018-09-05,211.16000400000001
2018-09-06,212.770004
2018-09-07,211.08999599999999
2018-09-10,211.669998
2018-09-11,213.44999700000002
2018-09-12,214.02999900000003
2018-09-13,217.22000099999997
2018-09-14,217.960007
2018-09-17,216.47000099999997
2018-09-18,220.05000299999998
2018-09-19,218.190002
2018-09-20,221.38999900000002
2018-09-21,221.899994
2018-09-24,221.350006
2018-09-25,222.11999500000002
2018-09-26,222.25999500000003
2018-09-27,222.309998
2018-09-28,222.61000099999998
2018-10-01,223.770004
2018-10-02,222.36999500000002
2018-10-03,223.13000499999998
2018-10-04,216.149994
2018-10-05,213.25999500000003
2018-10-08,208.259995
2018-10-09,209.75999500000003
2018-10-10,196.690002
2018-10-11,194.509995
2018-10-12,204.220001
2018-10-15,200.320007
2018-10-16,207.779999
2018-10-17,207.380005
2018-10-18,203.619995
2018-10-19,203.059998
2018-10-22,204.5
2018-10-23,202.429993
2018-10-24,195.690002
2018-10-25,204.199997
2018-10-26,197.490005
2018-10-29,191.03999299999998
2018-10-30,187.729996
2018-10-31,197.669998
2018-11-01,199.71000700000002
2018-11-02,197.720001
2018-11-05,197.979996
2018-11-06,199.149994
2018-11-07,208.240005
2018-11-08,208.860001
2018-11-09,205.619995
2018-11-12,199.139999
2018-11-13,198.169998
2018-11-14,197.580002
2018-11-15,200.71000700000002
2018-11-16,199.03999299999998
2018-11-19,189.279999
2018-11-20,187.059998
2018-11-21,187.66000400000001
2018-11-23,182.600006
2018-11-26,191.850006
2018-11-27,192.979996
2018-11-28,202.279999
2018-11-29,196.66000400000001
2018-11-30,201.070007
2018-12-03,209.86000099999998
2018-12-04,200.490005
2018-12-06,202.990005
2018-12-07,196.5
2018-12-10,198.059998
2018-12-11,197.740005
2018-12-12,200.28999299999998
2018-12-13,198.96000700000002
2018-12-14,195.330002
2018-12-17,190.449997
2018-12-18,191.610001
2018-12-19,187.119995
2018-12-20,182.71000700000002
2018-12-21,175.190002
2018-12-24,174.649994
2018-12-26,186.429993
2018-12-27,188.690002
2018-12-28,186.16000400000001
2018-12-31,188.649994
2019-01-02,189.740005
2019-01-03,181.179993
2019-01-04,189.759995
2019-01-07,191.220001
2019-01-08,192.279999
2019-01-09,195.770004
2019-01-10,196.949997
2019-01-11,195.899994
2019-01-14,195.429993
2019-01-15,196.520004
2019-01-16,197.770004
2019-01-17,199.309998
2019-01-18,202.0
2019-01-22,199.46000700000002
2019-01-23,198.350006
2019-01-24,199.78999299999998
2019-01-25,202.940002
2019-01-28,200.16000400000001
2019-01-29,199.240005
2019-01-30,204.020004
2019-01-31,211.13000499999998
2019-02-01,213.770004
2019-02-04,214.91000400000001
2019-02-05,215.86000099999998
2019-02-06,215.30000299999998
2019-02-07,213.97000099999997
2019-02-08,216.580002
2019-02-11,217.100006
2019-02-12,218.91000400000001
2019-02-13,220.539993
2019-02-14,219.809998
2019-02-15,222.11000099999998
2019-02-19,220.58999599999999
2019-02-20,221.11000099999998
2019-02-21,219.309998
2019-02-22,223.32000699999998
2019-02-25,223.32000699999998
2019-02-26,224.0
2019-02-27,224.57000699999998
2019-02-28,224.770004
2019-03-01,227.25
2019-03-04,226.289993
2019-03-05,226.22000099999997
2019-03-06,224.47000099999997
2019-03-07,222.41000400000001
2019-03-08,221.86999500000002
2019-03-11,225.63999900000002
2019-03-12,226.940002
2019-03-13,228.5
2019-03-14,229.50999500000003
2019-03-15,231.169998
2019-03-18,230.38999900000002
2019-03-19,231.00999500000003
2019-03-20,229.88999900000002
2019-03-21,235.86999500000002
2019-03-22,230.75999500000003
2019-03-25,230.419998
2019-03-26,233.289993
2019-03-27,232.520004
2019-03-28,234.86000099999998
2019-03-29,235.44999700000002
2019-04-01,239.05000299999998
2019-04-02,239.25999500000003
2019-04-03,238.92999300000002
2019-04-04,236.059998
2019-04-05,236.63000499999998
2019-04-08,236.270004
2019-04-09,235.91000400000001
2019-04-10,237.059998
2019-04-11,236.039993
2019-04-12,238.830002
2019-04-15,239.149994
2019-04-16,240.08999599999999
2019-04-17,241.0
2019-04-18,240.88999900000002
2019-04-22,243.05000299999998
2019-04-23,243.49000499999997
2019-04-24,245.289993
2019-04-25,245.61000099999998
2019-04-26,246.67999300000002
2019-04-29,247.13000499999998
2019-04-30,254.24000499999997
2019-05-01,248.75
2019-05-02,247.190002
2019-05-03,247.94999700000002
2019-05-06,248.63999900000002
2019-05-07,245.059998
2019-05-08,245.330002
2019-05-09,245.309998
2019-05-10,247.42999300000002
2019-05-13,241.38000499999998
2019-05-14,245.940002
2019-05-15,249.149994
2019-05-16,253.419998
2019-05-17,252.55000299999998
2019-05-20,253.49000499999997
2019-05-21,255.36000099999998
2019-05-22,256.899994
2019-05-23,249.729996
2019-05-24,251.479996
2019-05-28,253.42999300000002
2019-05-29,253.559998
2019-05-30,254.190002
2019-05-31,251.49000499999997
2019-06-03,242.25999500000003
2019-06-04,249.17999300000002
2019-06-05,256.26001
2019-06-06,257.829987
2019-06-07,265.799988
2019-06-10,266.100006
2019-06-11,263.660004
2019-06-12,263.850006
2019-06-13,261.200012
2019-06-14,260.100006
2019-06-17,259.200012
2019-06-18,258.809998
2019-06-19,259.869995
2019-06-20,266.790009
2019-06-21,264.47000099999997
2019-06-24,265.299988
2019-06-25,259.730011
2019-06-26,261.299988
2019-06-27,261.100006
2019-06-28,264.52999900000003
2019-07-01,266.769989
2019-07-02,270.570007
2019-07-03,273.079987
2019-07-05,272.140015
2019-07-08,271.230011
2019-07-09,273.339996
2019-07-10,275.380005
2019-07-11,278.320007
2019-07-12,279.540009
2019-07-15,279.369995
2019-07-16,276.619995
2019-07-17,275.27999900000003
2019-07-18,276.77999900000003
2019-07-19,275.600006
2019-07-22,278.609985
2019-07-23,278.97000099999997
2019-07-24,280.25
2019-07-25,279.350006
2019-07-26,282.070007
2019-07-29,281.440002
2019-07-30,278.160004
2019-07-31,272.269989
2019-08-01,274.160004
2019-08-02,269.450012
2019-08-05,256.839996
2019-08-06,264.679993
2019-08-07,269.309998
2019-08-08,278.040009
2019-08-09,274.950012
2019-08-12,270.0
2019-08-13,274.52999900000003
2019-08-14,267.149994
2019-08-15,271.890015
2019-08-16,274.359985
2019-08-19,278.070007
2019-08-20,277.040009
2019-08-21,282.01001
2019-08-22,280.769989
2019-08-23,271.890015
2019-08-26,276.429993
2019-08-27,276.640015
2019-08-28,278.23999
2019-08-29,281.380005
2019-08-30,281.369995
2019-09-03,280.109985
2019-09-04,286.100006
2019-09-05,292.079987
2019-09-06,291.380005
2019-09-09,283.359985
2019-09-10,272.329987
2019-09-11,269.950012
2019-09-12,276.399994
2019-09-13,276.320007
2019-09-16,274.079987
2019-09-17,276.25
2019-09-18,275.100006
2019-09-19,275.910004
2019-09-20,271.170013
2019-09-23,273.149994
2019-09-24,271.119995
2019-09-25,272.75
2019-09-26,273.890015
2019-09-27,269.130005
2019-09-30,271.570007
2019-10-01,270.940002
2019-10-02,264.480011
2019-10-03,268.290009
2019-10-04,274.059998
2019-10-07,272.190002
2019-10-08,267.070007
2019-10-09,272.23999
2019-10-10,273.829987
2019-10-11,275.910004
2019-10-14,276.380005
2019-10-15,278.559998
2019-10-16,278.269989
2019-10-17,276.51001
2019-10-18,270.630005
2019-10-21,274.299988
2019-10-22,261.26001
2019-10-23,260.850006
2019-10-24,268.75
2019-10-25,270.190002
2019-10-28,275.929993
2019-10-29,274.290009
2019-10-30,277.149994
2019-10-31,276.809998
2019-11-01,279.049988
2019-11-04,276.329987
2019-11-05,269.0
2019-11-06,269.859985
2019-11-07,272.790009
2019-11-08,274.890015
2019-11-11,277.0
2019-11-12,277.140015
2019-11-13,278.070007
2019-11-14,279.630005
2019-11-15,280.77999900000003
2019-11-18,280.859985
2019-11-19,285.309998
2019-11-20,285.380005
2019-11-21,284.450012
2019-11-22,282.570007
2019-11-25,287.609985
2019-11-26,289.380005
2019-11-27,291.700012
2019-11-29,292.230011
2019-12-02,286.47000099999997
2019-12-03,287.089996
2019-12-04,286.839996
2019-12-05,289.850006
2019-12-06,290.399994
2019-12-09,289.059998
2019-12-10,288.609985
2019-12-11,290.049988
2019-12-12,292.209991
2019-12-13,296.089996
2019-12-16,296.959991
2019-12-17,296.0
2019-12-18,294.73999
2019-12-19,297.52999900000003
2019-12-20,298.570007
2019-12-23,297.269989
2019-12-24,297.480011
2019-12-26,299.200012
2019-12-27,300.73999
2019-12-30,297.72000099999997
2019-12-31,298.589996
2020-01-02,303.390015
2020-01-03,300.429993
2020-01-06,301.230011
2020-01-07,300.209991
2020-01-08,305.100006
2020-01-09,309.100006
2020-01-10,311.170013
2020-01-13,315.209991
2020-01-14,310.640015
2020-01-15,314.25
2020-01-16,320.299988
2020-01-17,323.660004
2020-01-21,321.929993
2020-01-22,324.309998
2020-01-23,324.980011
2020-01-24,323.670013
2020-01-27,315.769989
2020-01-28,320.269989
2020-01-29,320.320007
2020-01-30,324.459991
2020-01-31,315.940002
2020-02-03,324.519989
2020-02-04,329.119995
2020-02-05,328.320007
2020-02-06,329.299988
2020-02-07,327.0
2020-02-10,330.27999900000003
2020-02-11,330.920013
2020-02-12,334.160004
2020-02-13,335.839996
2020-02-14,340.950012
2020-02-18,341.23999
2020-02-19,344.559998
2020-02-20,344.450012
2020-02-21,339.700012
2020-02-24,324.670013
2020-02-25,302.890015
2020-02-26,298.040009
2020-02-27,285.820007
2020-02-28,290.25
2020-03-02,306.73999
2020-03-03,292.0
2020-03-04,302.359985
2020-03-05,290.730011
2020-03-06,287.01001
2020-03-09,262.01001
2020-03-10,280.570007
2020-03-11,269.76001
2020-03-12,241.5
2020-03-13,270.01001
2020-03-16,235.649994
2020-03-17,237.88000499999998
2020-03-18,227.92999300000002
2020-03-19,227.149994
2020-03-20,211.419998
2020-03-23,203.300003
2020-03-24,237.07000699999998
2020-03-25,256.480011
2020-03-26,263.179993
2020-03-27,247.649994
2020-03-30,253.25
2020-03-31,241.559998
2020-04-01,228.61000099999998
2020-04-02,238.88000499999998
2020-04-03,237.02999900000003
2020-04-06,265.940002
2020-04-07,259.079987
2020-04-08,270.950012
2020-04-09,269.399994
2020-04-13,263.339996
2020-04-14,270.72000099999997
