Date,MCO
1999-08-24,9.0
1999-08-25,8.9375
1999-08-26,9.25
1999-08-27,9.25
1999-08-30,8.875
1999-08-31,9.8125
1999-09-01,9.75
1999-09-02,10.0
1999-09-03,10.0
1999-09-07,10.9375
1999-09-08,10.875
1999-09-09,11.4375
1999-09-10,12.0625
1999-09-13,11.5625
1999-09-14,12.5
1999-09-15,12.0
1999-09-16,11.125
1999-09-17,11.1875
1999-09-20,11.375
1999-09-21,11.5
1999-09-22,11.1875
1999-09-23,11.125
1999-09-24,11.1875
1999-09-27,11.1875
1999-09-28,10.875
1999-09-29,10.8125
1999-09-30,11.25
1999-10-01,11.125
1999-10-04,11.0
1999-10-05,10.9375
1999-10-06,11.1875
1999-10-07,10.9375
1999-10-08,11.1875
1999-10-11,11.3125
1999-10-12,10.875
1999-10-13,10.8125
1999-10-14,10.5
1999-10-15,10.0625
1999-10-18,10.25
1999-10-19,10.3125
1999-10-20,10.5
1999-10-21,10.625
1999-10-22,10.5
1999-10-25,10.5625
1999-10-26,11.5
1999-10-27,11.0
1999-10-28,11.125
1999-10-29,11.0625
1999-11-01,10.8125
1999-11-02,10.6875
1999-11-03,10.9375
1999-11-04,10.875
1999-11-05,10.9375
1999-11-08,11.25
1999-11-09,10.875
1999-11-10,10.75
1999-11-11,10.5625
1999-11-12,10.6875
1999-11-15,10.625
1999-11-16,10.625
1999-11-17,10.4375
1999-11-18,10.375
1999-11-19,10.375
1999-11-22,10.1875
1999-11-23,10.0625
1999-11-24,10.1875
1999-11-26,10.1875
1999-11-29,10.1875
1999-11-30,10.125
1999-12-01,10.125
1999-12-02,10.1875
1999-12-03,10.125
1999-12-06,10.0625
1999-12-07,9.875
1999-12-08,9.875
1999-12-09,9.75
1999-12-10,9.6875
1999-12-13,10.0
1999-12-14,10.1875
1999-12-15,11.1875
1999-12-16,11.0625
1999-12-17,11.0
1999-12-20,10.9375
1999-12-21,11.0
1999-12-22,10.9375
1999-12-23,11.125
1999-12-27,11.0625
1999-12-28,11.0
1999-12-29,11.0
1999-12-30,11.0625
1999-12-31,11.0625
2000-01-03,10.8125
2000-01-04,10.5
2000-01-05,10.3125
2000-01-06,10.3125
2000-01-07,10.5625
2000-01-10,10.5625
2000-01-11,10.6875
2000-01-12,10.625
2000-01-13,10.8125
2000-01-14,10.6875
2000-01-18,10.4375
2000-01-19,10.625
2000-01-20,10.5
2000-01-21,10.5625
2000-01-24,10.4375
2000-01-25,10.1875
2000-01-26,9.6875
2000-01-27,9.8125
2000-01-28,9.5625
2000-01-31,9.4375
2000-02-01,9.75
2000-02-02,9.75
2000-02-03,9.8125
2000-02-04,9.75
2000-02-07,9.8125
2000-02-08,9.9375
2000-02-09,9.8125
2000-02-10,9.625
2000-02-11,9.4375
2000-02-14,9.875
2000-02-15,10.1875
2000-02-16,10.0625
2000-02-17,10.25
2000-02-18,10.1875
2000-02-22,10.3125
2000-02-23,10.25
2000-02-24,10.1875
2000-02-25,10.0625
2000-02-28,10.0
2000-02-29,9.8125
2000-03-01,9.9375
2000-03-02,9.8125
2000-03-03,9.9375
2000-03-06,9.8125
2000-03-07,9.625
2000-03-08,9.6875
2000-03-09,10.0
2000-03-10,9.875
2000-03-13,10.0625
2000-03-14,10.3125
2000-03-15,10.8125
2000-03-16,10.9375
2000-03-17,10.75
2000-03-20,10.75
2000-03-21,10.75
2000-03-22,11.125
2000-03-23,11.25
2000-03-24,11.25
2000-03-27,11.25
2000-03-28,11.0625
2000-03-29,10.75
2000-03-30,10.6875
2000-03-31,10.75
2000-04-03,10.5625
2000-04-04,10.375
2000-04-05,10.1875
2000-04-06,10.5625
2000-04-07,10.5
2000-04-10,10.5625
2000-04-11,10.5
2000-04-12,10.5
2000-04-13,10.125
2000-04-14,10.1875
2000-04-17,10.625
2000-04-18,10.4375
2000-04-19,10.6875
2000-04-20,10.8125
2000-04-24,10.8125
2000-04-25,11.125
2000-04-26,11.125
2000-04-27,11.375
2000-04-28,11.3125
2000-05-01,11.6875
2000-05-02,11.25
2000-05-03,11.375
2000-05-04,11.6875
2000-05-05,11.4375
2000-05-08,11.375
2000-05-09,11.375
2000-05-10,11.1875
2000-05-11,11.25
2000-05-12,11.375
2000-05-15,11.3125
2000-05-16,11.8125
2000-05-17,11.6875
2000-05-18,11.6875
2000-05-19,11.3125
2000-05-22,11.375
2000-05-23,11.5625
2000-05-24,11.5625
2000-05-25,11.6875
2000-05-26,11.4375
2000-05-30,11.4375
2000-05-31,11.5625
2000-06-01,11.875
2000-06-02,12.125
2000-06-05,12.375
2000-06-06,12.25
2000-06-07,12.1875
2000-06-08,11.8125
2000-06-09,11.625
2000-06-12,11.5625
2000-06-13,11.5
2000-06-14,11.6875
2000-06-15,11.3125
2000-06-16,11.4375
2000-06-19,11.5625
2000-06-20,11.5
2000-06-21,11.625
2000-06-22,11.5625
2000-06-23,11.4375
2000-06-26,11.25
2000-06-27,10.75
2000-06-28,10.8125
2000-06-29,11.125
2000-06-30,10.75
2000-07-03,10.875
2000-07-05,10.625
2000-07-06,10.5625
2000-07-07,10.75
2000-07-10,10.6875
2000-07-11,10.875
2000-07-12,11.0
2000-07-13,11.125
2000-07-14,11.3125
2000-07-17,11.4375
2000-07-18,10.875
2000-07-19,11.125
2000-07-20,11.125
2000-07-21,11.125
2000-07-24,11.1875
2000-07-25,10.9375
2000-07-26,10.75
2000-07-27,10.75
2000-07-28,10.8125
2000-07-31,11.125
2000-08-01,11.25
2000-08-02,11.375
2000-08-03,11.3125
2000-08-04,11.5625
2000-08-07,11.4375
2000-08-08,11.5
2000-08-09,11.5
2000-08-10,11.5
2000-08-11,11.4375
2000-08-14,11.8125
2000-08-15,12.125
2000-08-16,12.0625
2000-08-17,12.0
2000-08-18,12.0625
2000-08-21,12.0625
2000-08-22,12.1875
2000-08-23,12.25
2000-08-24,12.25
2000-08-25,12.25
2000-08-28,12.1875
2000-08-29,12.0
2000-08-30,12.125
2000-08-31,12.4375
2000-09-01,11.9375
2000-09-05,12.125
2000-09-06,12.0625
2000-09-07,12.3125
2000-09-08,12.4375
2000-09-11,12.75
2000-09-12,12.8125
2000-09-13,12.6875
2000-09-14,12.8125
2000-09-15,12.9375
2000-09-18,12.3125
2000-09-19,12.0
2000-09-20,12.0
2000-09-21,11.9375
2000-09-22,11.8125
2000-09-25,11.875
2000-09-26,12.125
2000-09-27,13.0
2000-09-28,13.0625
2000-09-29,12.9375
2000-10-02,13.625
2000-10-03,13.75
2000-10-04,13.6875
2000-10-05,13.4375
2000-10-06,12.84375
2000-10-09,12.1875
2000-10-10,11.90625
2000-10-11,12.03125
2000-10-12,12.46875
2000-10-13,12.71875
2000-10-16,13.0
2000-10-17,12.28125
2000-10-18,11.625
2000-10-19,12.03125
2000-10-20,12.03125
2000-10-23,12.25
2000-10-24,12.75
2000-10-25,12.71875
2000-10-26,12.9375
2000-10-27,13.1875
2000-10-30,13.3125
2000-10-31,13.15625
2000-11-01,13.0
2000-11-02,12.875
2000-11-03,12.875
2000-11-06,12.875
2000-11-07,12.90625
2000-11-08,12.84375
2000-11-09,12.9375
2000-11-10,12.875
2000-11-13,12.875
2000-11-14,12.96875
2000-11-15,12.78125
2000-11-16,12.6875
2000-11-17,12.90625
2000-11-20,12.875
2000-11-21,12.8125
2000-11-22,12.6875
2000-11-24,12.71875
2000-11-27,12.65625
2000-11-28,12.71875
2000-11-29,12.8125
2000-11-30,12.96875
2000-12-01,13.09375
2000-12-04,13.15625
2000-12-05,13.3125
2000-12-06,13.28125
2000-12-07,13.15625
2000-12-08,13.53125
2000-12-11,13.40625
2000-12-12,13.375
2000-12-13,13.375
2000-12-14,13.5
2000-12-15,12.8125
2000-12-18,12.71875
2000-12-19,13.03125
2000-12-20,12.25
2000-12-21,12.40625
2000-12-22,12.25
2000-12-26,12.4375
2000-12-27,12.75
2000-12-28,12.8125
2000-12-29,12.84375
2001-01-02,13.1875
2001-01-03,14.28125
2001-01-04,14.0
2001-01-05,13.75
2001-01-08,13.5625
2001-01-09,13.5625
2001-01-10,13.71875
2001-01-11,13.84375
2001-01-12,13.875
2001-01-16,14.0
2001-01-17,14.09375
2001-01-18,13.75
2001-01-19,13.125
2001-01-22,13.75
2001-01-23,13.8125
2001-01-24,13.78125
2001-01-25,13.84375
2001-01-26,13.9375
2001-01-29,14.025
2001-01-30,14.235
2001-01-31,14.0
2001-02-01,13.99
2001-02-02,13.625
2001-02-05,13.675
2001-02-06,13.92
2001-02-07,13.775
2001-02-08,13.79
2001-02-09,14.02
2001-02-12,13.97
2001-02-13,14.175
2001-02-14,14.0
2001-02-15,14.0
2001-02-16,14.0
2001-02-20,14.035
2001-02-21,13.91
2001-02-22,14.06
2001-02-23,13.535
2001-02-26,13.58
2001-02-27,13.75
2001-02-28,13.48
2001-03-01,13.635
2001-03-02,13.49
2001-03-05,13.375
2001-03-06,13.375
2001-03-07,13.395
2001-03-08,13.58
2001-03-09,13.5
2001-03-12,13.4
2001-03-13,13.555
2001-03-14,13.495
2001-03-15,13.54
2001-03-16,13.5
2001-03-19,13.475
2001-03-20,13.53
2001-03-21,13.335
2001-03-22,13.215
2001-03-23,13.325
2001-03-26,13.545
2001-03-27,13.55
2001-03-28,13.535
2001-03-29,13.5
2001-03-30,13.78
2001-04-02,13.61
2001-04-03,13.305
2001-04-04,13.25
2001-04-05,13.48
2001-04-06,13.47
2001-04-09,14.09
2001-04-10,14.525
2001-04-11,14.425
2001-04-12,14.27
2001-04-16,14.525
2001-04-17,14.91
2001-04-18,15.305
2001-04-19,15.655
2001-04-20,15.475
2001-04-23,15.17
2001-04-24,15.175
2001-04-25,15.57
2001-04-26,15.2
2001-04-27,15.71
2001-04-30,15.7
2001-05-01,15.735
2001-05-02,15.705
2001-05-03,15.58
2001-05-04,15.5
2001-05-07,15.575
2001-05-08,15.48
2001-05-09,15.605
2001-05-10,15.52
2001-05-11,15.5
2001-05-14,15.46
2001-05-15,15.89
2001-05-16,15.965
2001-05-17,16.16
2001-05-18,16.33
2001-05-21,16.535
2001-05-22,16.325001
2001-05-23,16.395
2001-05-24,16.325001
2001-05-25,16.23
2001-05-29,16.375
2001-05-30,16.0
2001-05-31,16.040001
2001-06-01,16.15
2001-06-04,16.25
2001-06-05,16.700001
2001-06-06,16.780001000000002
2001-06-07,16.870001000000002
2001-06-08,16.690001000000002
2001-06-11,16.559998999999998
2001-06-12,16.200001
2001-06-13,16.375
2001-06-14,16.135
2001-06-15,16.325001
2001-06-18,16.344998999999998
2001-06-19,17.25
2001-06-20,17.115
2001-06-21,17.125
2001-06-22,17.15
2001-06-25,17.125
2001-06-26,16.950001
2001-06-27,17.049999
2001-06-28,17.1
2001-06-29,16.75
2001-07-02,17.0
2001-07-03,16.975
2001-07-05,16.844998999999998
2001-07-06,16.485001
2001-07-09,16.57
2001-07-10,16.379998999999998
2001-07-11,16.285
2001-07-12,16.299999
2001-07-13,16.105
2001-07-16,16.25
2001-07-17,16.25
2001-07-18,16.285
2001-07-19,15.995
2001-07-20,15.56
2001-07-23,15.43
2001-07-24,15.685
2001-07-25,16.174999
2001-07-26,16.325001
2001-07-27,16.1
2001-07-30,16.540001
2001-07-31,16.629998999999998
2001-08-01,16.575001
2001-08-02,16.625
2001-08-03,16.665001
2001-08-06,16.799999
2001-08-07,16.77
2001-08-08,16.799999
2001-08-09,16.775
2001-08-10,16.985001
2001-08-13,16.799999
2001-08-14,16.934998999999998
2001-08-15,16.940001000000002
2001-08-16,17.0
2001-08-17,17.055
2001-08-20,17.27
2001-08-21,17.25
2001-08-22,17.209999
2001-08-23,17.205
2001-08-24,17.415001
2001-08-27,17.405001000000002
2001-08-28,17.219998999999998
2001-08-29,17.15
2001-08-30,17.15
2001-08-31,17.195
2001-09-04,17.275
2001-09-05,17.5
2001-09-06,17.225
2001-09-07,16.504998999999998
2001-09-10,17.360001
2001-09-17,16.875
2001-09-18,17.205
2001-09-19,16.950001
2001-09-20,16.75
2001-09-21,16.200001
2001-09-24,16.865
2001-09-25,16.924999
2001-09-26,17.25
2001-09-27,17.860001
2001-09-28,18.5
2001-10-01,18.424999
2001-10-02,17.475
2001-10-03,16.975
2001-10-04,16.495001000000002
2001-10-05,16.99
2001-10-08,16.700001
2001-10-09,17.055
2001-10-10,17.575001
2001-10-11,17.684998999999998
2001-10-12,17.73
2001-10-15,18.049999
2001-10-16,18.35
2001-10-17,17.965
2001-10-18,18.195
2001-10-19,18.440001000000002
2001-10-22,18.235001
2001-10-23,17.514999
2001-10-24,17.645
2001-10-25,18.0
2001-10-26,17.975
2001-10-29,17.74
2001-10-30,17.52
2001-10-31,17.360001
2001-11-01,17.75
2001-11-02,17.6
2001-11-05,17.525
2001-11-06,17.610001
2001-11-07,17.74
2001-11-08,17.525
2001-11-09,17.485001
2001-11-12,17.49
2001-11-13,17.860001
2001-11-14,17.905001000000002
2001-11-15,17.68
2001-11-16,17.495001000000002
2001-11-19,17.25
2001-11-20,17.379998999999998
2001-11-21,17.375
2001-11-23,17.365
2001-11-26,17.59
2001-11-27,17.235001
2001-11-28,16.889999
2001-11-29,17.09
2001-11-30,17.334999
2001-12-03,17.280001000000002
2001-12-04,17.975
2001-12-05,18.360001
2001-12-06,18.075001
2001-12-07,18.125
2001-12-10,17.83
2001-12-11,18.07
2001-12-12,18.110001
2001-12-13,18.139999
2001-12-14,18.385
2001-12-17,19.775
2001-12-18,19.700001
2001-12-19,19.805
2001-12-20,19.75
2001-12-21,19.754998999999998
2001-12-24,20.07
2001-12-26,20.15
2001-12-27,20.445
2001-12-28,20.275
2001-12-31,19.93
2002-01-02,19.99
2002-01-03,20.030001000000002
2002-01-04,20.42
2002-01-07,20.105
2002-01-08,20.6
2002-01-09,20.165001
2002-01-10,19.995001000000002
2002-01-11,19.950001
2002-01-14,20.025
2002-01-15,19.965
2002-01-16,19.905001000000002
2002-01-17,19.959999
2002-01-18,19.950001
2002-01-22,19.870001000000002
2002-01-23,19.815001000000002
2002-01-24,19.995001000000002
2002-01-25,20.01
2002-01-28,19.485001
2002-01-29,18.924999
2002-01-30,18.695
2002-01-31,18.76
2002-02-01,18.885
2002-02-04,18.795
2002-02-05,20.094998999999998
2002-02-06,20.08
2002-02-07,19.6
2002-02-08,19.924999
2002-02-11,19.860001
2002-02-12,19.145
2002-02-13,19.01
2002-02-14,18.325001
2002-02-15,18.594998999999998
2002-02-19,18.504998999999998
2002-02-20,18.969998999999998
2002-02-21,18.504998999999998
2002-02-22,18.875
2002-02-25,18.605
2002-02-26,18.58
2002-02-27,18.530001000000002
2002-02-28,18.5
2002-03-01,18.5
2002-03-04,18.525
2002-03-05,19.42
2002-03-06,19.51
2002-03-07,19.17
2002-03-08,19.84
2002-03-11,19.5
2002-03-12,19.455
2002-03-13,19.575001
2002-03-14,20.049999
2002-03-15,20.0
2002-03-18,19.9
2002-03-19,20.385
2002-03-20,19.940001000000002
2002-03-21,19.535
2002-03-22,19.5
2002-03-25,19.309998999999998
2002-03-26,19.549999
2002-03-27,19.870001000000002
2002-03-28,20.549999
2002-04-01,20.41
2002-04-02,20.525
2002-04-03,20.299999
2002-04-04,20.26
2002-04-05,20.450001
2002-04-08,20.424999
2002-04-09,20.6
2002-04-10,20.555
2002-04-11,20.625
2002-04-12,20.530001000000002
2002-04-15,20.115
2002-04-16,20.5
2002-04-17,20.24
2002-04-18,20.530001000000002
2002-04-19,20.65
2002-04-22,20.555
2002-04-23,20.549999
2002-04-24,21.190001000000002
2002-04-25,21.65
2002-04-26,21.674999
2002-04-29,21.549999
2002-04-30,21.790001
2002-05-01,22.469998999999998
2002-05-02,22.65
2002-05-03,22.385
2002-05-06,23.59
2002-05-07,23.48
2002-05-08,24.155001000000002
2002-05-09,24.514999
2002-05-10,24.43
2002-05-13,24.155001000000002
2002-05-14,24.245001000000002
2002-05-15,25.129998999999998
2002-05-16,25.15
2002-05-17,25.0
2002-05-20,24.674999
2002-05-21,24.605
2002-05-22,24.610001
2002-05-23,24.665001
2002-05-24,24.475
2002-05-28,24.475
2002-05-29,23.885
2002-05-30,23.700001
2002-05-31,24.08
2002-06-03,23.865
2002-06-04,24.0
2002-06-05,24.065001000000002
2002-06-06,23.75
2002-06-07,23.6
2002-06-10,23.700001
2002-06-11,23.82
2002-06-12,24.9
2002-06-13,23.99
2002-06-14,23.85
2002-06-17,24.065001000000002
2002-06-18,24.629998999999998
2002-06-19,25.32
2002-06-20,25.790001
2002-06-21,25.125
2002-06-24,24.719998999999998
2002-06-25,25.01
2002-06-26,24.66
2002-06-27,24.235001
2002-06-28,24.875
2002-07-01,23.84
2002-07-02,24.115
2002-07-03,24.405001000000002
2002-07-05,24.865
2002-07-08,24.415001
2002-07-09,24.195
2002-07-10,24.355
2002-07-11,23.825001
2002-07-12,23.785
2002-07-15,23.625
2002-07-16,23.49
2002-07-17,23.155001000000002
2002-07-18,22.375
2002-07-19,21.01
2002-07-22,21.264999
2002-07-23,22.955
2002-07-24,23.620001000000002
2002-07-25,24.235001
2002-07-26,24.125
2002-07-29,24.995001000000002
2002-07-30,24.745001000000002
2002-07-31,24.799999
2002-08-01,23.875
2002-08-02,23.790001
2002-08-05,23.555
2002-08-06,23.424999
2002-08-07,23.969998999999998
2002-08-08,24.469998999999998
2002-08-09,24.469998999999998
2002-08-12,24.405001000000002
2002-08-13,23.945
2002-08-14,24.764999
2002-08-15,24.764999
2002-08-16,24.709999
2002-08-19,24.85
2002-08-20,25.389999
2002-08-21,25.459999
2002-08-22,24.955
2002-08-23,24.655001000000002
2002-08-26,24.295
2002-08-27,24.174999
2002-08-28,24.5
2002-08-29,24.405001000000002
2002-08-30,24.16
2002-09-03,24.27
2002-09-04,24.49
2002-09-05,24.424999
2002-09-06,24.465
2002-09-09,24.780001000000002
2002-09-10,24.844998999999998
2002-09-11,24.83
2002-09-12,24.43
2002-09-13,24.370001000000002
2002-09-16,24.875
2002-09-17,24.530001000000002
2002-09-18,24.610001
2002-09-19,23.84
2002-09-20,24.110001
2002-09-23,24.415001
2002-09-24,23.450001
2002-09-25,23.895
2002-09-26,24.375
2002-09-27,24.4
2002-09-30,24.25
2002-10-01,24.745001000000002
2002-10-02,24.705
2002-10-03,23.625
2002-10-04,21.370001000000002
2002-10-07,22.365
2002-10-08,23.045
2002-10-09,22.9
2002-10-10,23.305
2002-10-11,23.9
2002-10-14,24.110001
2002-10-15,24.700001
2002-10-16,24.59
2002-10-17,24.799999
2002-10-18,24.25
2002-10-21,24.945
2002-10-22,25.059998999999998
2002-10-23,23.705
2002-10-24,23.0
2002-10-25,22.815001000000002
2002-10-28,22.450001
2002-10-29,22.6
2002-10-30,23.135
2002-10-31,23.549999
2002-11-01,23.514999
2002-11-04,23.209999
2002-11-05,23.415001
2002-11-06,23.235001
2002-11-07,22.77
2002-11-08,22.559998999999998
2002-11-11,21.844998999999998
2002-11-12,22.370001000000002
2002-11-13,21.889999
2002-11-14,22.290001
2002-11-15,21.735001
2002-11-18,21.365
2002-11-19,21.85
2002-11-20,21.975
2002-11-21,21.535
2002-11-22,21.74
2002-11-25,22.035
2002-11-26,21.584999
2002-11-27,22.280001000000002
2002-11-29,22.01
2002-12-02,22.055
2002-12-03,21.934998999999998
2002-12-04,21.91
2002-12-05,21.629998999999998
2002-12-06,21.955
2002-12-09,21.334999
2002-12-10,21.254998999999998
2002-12-11,21.225
2002-12-12,21.110001
2002-12-13,20.684998999999998
2002-12-16,21.055
2002-12-17,20.639999
2002-12-18,20.105
2002-12-19,20.09
2002-12-20,21.25
2002-12-23,20.91
2002-12-24,20.975
2002-12-26,20.945
2002-12-27,20.815001000000002
2002-12-30,20.475
2002-12-31,20.645
2003-01-02,21.85
2003-01-03,21.889999
2003-01-06,21.440001000000002
2003-01-07,21.27
2003-01-08,20.924999
2003-01-09,20.32
2003-01-10,20.125
2003-01-13,20.905001000000002
2003-01-14,20.934998999999998
2003-01-15,20.940001000000002
2003-01-16,21.254998999999998
2003-01-17,21.15
2003-01-21,21.1
2003-01-22,20.905001000000002
2003-01-23,21.110001
2003-01-24,20.5
2003-01-27,20.379998999999998
2003-01-28,20.684998999999998
2003-01-29,20.700001
2003-01-30,20.504998999999998
2003-01-31,20.940001000000002
2003-02-03,21.450001
2003-02-04,20.995001000000002
2003-02-05,21.525
2003-02-06,21.35
2003-02-07,21.165001
2003-02-10,21.125
2003-02-11,20.879998999999998
2003-02-12,20.645
2003-02-13,20.66
2003-02-14,21.235001
2003-02-18,21.43
2003-02-19,21.469998999999998
2003-02-20,21.059998999999998
2003-02-21,21.715
2003-02-24,21.25
2003-02-25,21.35
2003-02-26,21.295
2003-02-27,21.889999
2003-02-28,22.049999
2003-03-03,22.155001000000002
2003-03-04,21.875
2003-03-05,22.105
2003-03-06,21.969998999999998
2003-03-07,22.290001
2003-03-10,21.885
2003-03-11,21.504998999999998
2003-03-12,22.245001000000002
2003-03-13,22.549999
2003-03-14,23.105
2003-03-17,23.700001
2003-03-18,23.625
2003-03-19,23.975
2003-03-20,24.225
2003-03-21,24.6
2003-03-24,23.73
2003-03-25,23.635
2003-03-26,23.290001
2003-03-27,23.045
2003-03-28,23.27
2003-03-31,23.115
2003-04-01,23.514999
2003-04-02,23.645
2003-04-03,22.965
2003-04-04,23.285
2003-04-07,23.434998999999998
2003-04-08,23.805
2003-04-09,23.575001
2003-04-10,23.74
2003-04-11,23.540001
2003-04-14,23.99
2003-04-15,24.355
2003-04-16,24.205
2003-04-17,24.775
2003-04-21,24.549999
2003-04-22,24.365
2003-04-23,23.82
2003-04-24,23.795
2003-04-25,23.725
2003-04-28,24.08
2003-04-29,24.334999
2003-04-30,24.145
2003-05-01,24.32
2003-05-02,24.745001000000002
2003-05-05,24.355
2003-05-06,24.42
2003-05-07,24.49
2003-05-08,24.190001000000002
2003-05-09,24.495001000000002
2003-05-12,24.605
2003-05-13,24.75
2003-05-14,24.924999
2003-05-15,25.360001
2003-05-16,25.594998999999998
2003-05-19,25.59
2003-05-20,25.895
2003-05-21,26.004998999999998
2003-05-22,25.889999
2003-05-23,25.905001000000002
2003-05-27,26.195
2003-05-28,26.424999
2003-05-29,26.004998999999998
2003-05-30,26.075001
2003-06-02,26.200001
2003-06-03,26.065001000000002
2003-06-04,26.07
2003-06-05,26.09
2003-06-06,26.25
2003-06-09,26.43
2003-06-10,26.65
2003-06-11,26.200001
2003-06-12,26.360001
2003-06-13,26.674999
2003-06-16,27.325001
2003-06-17,27.07
2003-06-18,27.129998999999998
2003-06-19,26.5
2003-06-20,26.76
2003-06-23,26.4
2003-06-24,26.575001
2003-06-25,26.315001000000002
2003-06-26,26.674999
2003-06-27,26.4
2003-06-30,26.355
2003-07-01,26.41
2003-07-02,26.655001000000002
2003-07-03,26.975
2003-07-07,27.495001000000002
2003-07-08,28.245001000000002
2003-07-09,27.959999
2003-07-10,27.799999
2003-07-11,27.799999
2003-07-14,27.889999
2003-07-15,27.559998999999998
2003-07-16,26.959999
2003-07-17,26.495001000000002
2003-07-18,26.49
2003-07-21,26.42
2003-07-22,26.385
2003-07-23,26.5
2003-07-24,26.110001
2003-07-25,26.43
2003-07-28,26.395
2003-07-29,25.98
2003-07-30,25.754998999999998
2003-07-31,25.860001
2003-08-01,25.549999
2003-08-04,25.459999
2003-08-05,25.245001000000002
2003-08-06,25.32
2003-08-07,25.334999
2003-08-08,25.625
2003-08-11,25.780001000000002
2003-08-12,25.870001000000002
2003-08-13,25.76
2003-08-14,26.08
2003-08-15,26.135
2003-08-18,26.15
2003-08-19,26.055
2003-08-20,26.309998999999998
2003-08-21,26.165001
2003-08-22,25.795
2003-08-25,25.65
2003-08-26,25.684998999999998
2003-08-27,25.695
2003-08-28,25.870001000000002
2003-08-29,25.93
2003-09-02,26.41
2003-09-03,26.665001
2003-09-04,26.639999
2003-09-05,26.370001000000002
2003-09-08,26.299999
2003-09-09,25.805
2003-09-10,25.805
2003-09-11,25.825001
2003-09-12,25.965
2003-09-15,25.965
2003-09-16,26.15
2003-09-17,26.334999
2003-09-18,26.674999
2003-09-19,27.075001
2003-09-22,27.139999
2003-09-23,27.215
2003-09-24,27.285
2003-09-25,27.275
2003-09-26,27.450001
2003-09-29,27.629998999999998
2003-09-30,27.485001
2003-10-01,27.995001000000002
2003-10-02,28.23
2003-10-03,28.440001000000002
2003-10-06,28.67
2003-10-07,28.934998999999998
2003-10-08,28.945
2003-10-09,29.32
2003-10-10,29.745001000000002
2003-10-13,29.84
2003-10-14,28.334999
2003-10-15,28.155001000000002
2003-10-16,28.355
2003-10-17,28.32
2003-10-20,28.35
2003-10-21,28.045
2003-10-22,28.049999
2003-10-23,27.875
2003-10-24,27.93
2003-10-27,27.99
2003-10-28,28.959999
2003-10-29,28.915001
2003-10-30,28.924999
2003-10-31,28.915001
2003-11-03,29.145
2003-11-04,29.01
2003-11-05,28.940001000000002
2003-11-06,28.98
2003-11-07,28.879998999999998
2003-11-10,28.625
2003-11-11,28.4
2003-11-12,28.775
2003-11-13,28.799999
2003-11-14,28.555
2003-11-17,28.59
2003-11-18,28.115
2003-11-19,28.155001000000002
2003-11-20,28.16
2003-11-21,28.370001000000002
2003-11-24,28.495001000000002
2003-11-25,28.780001000000002
2003-11-26,28.695
2003-11-28,28.639999
2003-12-01,28.84
2003-12-02,28.715
2003-12-03,29.055
2003-12-04,28.795
2003-12-05,28.809998999999998
2003-12-08,28.809998999999998
2003-12-09,28.535
2003-12-10,28.709999
2003-12-11,28.959999
2003-12-12,29.09
2003-12-15,28.73
2003-12-16,29.115
2003-12-17,28.995001000000002
2003-12-18,29.1
2003-12-19,29.469998999999998
2003-12-22,30.084999
2003-12-23,30.030001000000002
2003-12-24,30.014999
2003-12-26,30.0
2003-12-29,30.1
2003-12-30,30.280001000000002
2003-12-31,30.275
2004-01-02,30.25
2004-01-05,30.32
2004-01-06,30.4
2004-01-07,30.125
2004-01-08,29.945
2004-01-09,30.0
2004-01-12,30.049999
2004-01-13,30.174999
2004-01-14,30.705
2004-01-15,30.450001
2004-01-16,30.530001000000002
2004-01-20,30.34
2004-01-21,30.485001
2004-01-22,30.860001
2004-01-23,30.75
2004-01-26,30.959999
2004-01-27,31.25
2004-01-28,31.209999
2004-01-29,31.334999
2004-01-30,31.945
2004-02-02,31.785
2004-02-03,31.700001
2004-02-04,31.549999
2004-02-05,31.049999
2004-02-06,32.700001
2004-02-09,32.099998
2004-02-10,32.16
2004-02-11,32.720001
2004-02-12,32.695
2004-02-13,32.509997999999996
2004-02-17,32.990002000000004
2004-02-18,32.630001
2004-02-19,33.080002
2004-02-20,32.744999
2004-02-23,32.685001
2004-02-24,32.490002000000004
2004-02-25,32.66
2004-02-26,32.634997999999996
2004-02-27,33.43
2004-03-01,33.25
2004-03-02,33.294998
2004-03-03,33.25
2004-03-04,33.869999
2004-03-05,34.575001
2004-03-08,34.125
2004-03-09,34.125
2004-03-10,34.215
2004-03-11,33.950001
2004-03-12,34.384997999999996
2004-03-15,33.695
2004-03-16,34.115002000000004
2004-03-17,34.345001
2004-03-18,35.169998
2004-03-19,34.845001
2004-03-22,34.895
2004-03-23,34.959998999999996
2004-03-24,34.880001
2004-03-25,34.775002
2004-03-26,34.904999
2004-03-29,35.110001000000004
2004-03-30,35.360001000000004
2004-03-31,35.400002
2004-04-01,35.32
2004-04-02,34.450001
2004-04-05,34.0
2004-04-06,34.564999
2004-04-07,34.349998
2004-04-08,34.705002
2004-04-12,34.395
2004-04-13,33.650002
2004-04-14,33.035
2004-04-15,33.125
2004-04-16,33.485001000000004
2004-04-19,33.290001000000004
2004-04-20,33.314999
2004-04-21,32.700001
2004-04-22,33.650002
2004-04-23,33.215
2004-04-26,33.165001000000004
2004-04-27,33.605
2004-04-28,32.349998
2004-04-29,32.0
2004-04-30,32.255001
2004-05-03,32.945
2004-05-04,32.584998999999996
