Date,ROL
1980-03-17,0.29124
1980-03-18,0.292905
1980-03-19,0.287912
1980-03-20,0.289576
1980-03-21,0.289576
1980-03-24,0.266277
1980-03-25,0.25961999999999996
1980-03-26,0.261284
1980-03-27,0.23964899999999997
1980-03-28,0.266277
1980-03-31,0.274598
1980-04-01,0.276262
1980-04-02,0.279591
1980-04-03,0.272934
1980-04-07,0.24796999999999997
1980-04-08,0.256292
1980-04-09,0.264613
1980-04-10,0.262948
1980-04-11,0.277927
1980-04-14,0.27126999999999996
1980-04-15,0.272934
1980-04-16,0.264613
1980-04-17,0.272934
1980-04-18,0.292905
1980-04-21,0.326189
1980-04-22,0.316204
1980-04-23,0.312875
1980-04-24,0.326189
1980-04-25,0.312875
1980-04-28,0.30954699999999996
1980-04-29,0.30289
1980-04-30,0.299562
1980-05-01,0.339503
1980-05-02,0.33451
1980-05-05,0.322861
1980-05-06,0.324525
1980-05-07,0.322861
1980-05-08,0.324525
1980-05-09,0.31953200000000004
1980-05-12,0.31454
1980-05-13,0.31953200000000004
1980-05-14,0.31454
1980-05-15,0.317868
1980-05-16,0.327853
1980-05-19,0.33284600000000003
1980-05-20,0.33118200000000003
1980-05-21,0.322861
1980-05-22,0.327853
1980-05-23,0.33118200000000003
1980-05-27,0.326189
1980-05-28,0.322861
1980-05-29,0.31454
1980-05-30,0.327853
1980-06-02,0.33118200000000003
1980-06-03,0.324525
1980-06-04,0.362802
1980-06-05,0.356145
1980-06-06,0.37778
1980-06-09,0.371123
1980-06-10,0.376116
1980-06-11,0.386102
1980-06-12,0.384437
1980-06-13,0.37778
1980-06-16,0.386102
1980-06-17,0.38943
1980-06-18,0.38110900000000003
1980-06-19,0.379445
1980-06-20,0.379445
1980-06-23,0.38110900000000003
1980-06-24,0.37778
1980-06-25,0.372788
1980-06-26,0.371123
1980-06-27,0.371123
1980-06-30,0.379445
1980-07-01,0.391094
1980-07-02,0.38943
1980-07-03,0.391094
1980-07-07,0.379445
1980-07-08,0.379445
1980-07-09,0.38943
1980-07-10,0.382773
1980-07-11,0.412729
1980-07-14,0.42937200000000003
1980-07-15,0.409401
1980-07-16,0.386102
1980-07-17,0.399415
1980-07-18,0.376116
1980-07-21,0.374452
1980-07-22,0.372788
1980-07-23,0.384437
1980-07-24,0.38943
1980-07-25,0.391094
1980-07-28,0.37778
1980-07-29,0.372788
1980-07-30,0.38110900000000003
1980-07-31,0.379445
1980-08-01,0.374452
1980-08-04,0.374452
1980-08-05,0.382773
1980-08-06,0.379445
1980-08-07,0.38110900000000003
1980-08-08,0.364467
1980-08-11,0.38110900000000003
1980-08-12,0.376116
1980-08-13,0.379445
1980-08-14,0.382773
1980-08-15,0.38943
1980-08-18,0.384437
1980-08-19,0.38110900000000003
1980-08-20,0.38943
1980-08-21,0.394423
1980-08-22,0.397751
1980-08-25,0.386102
1980-08-26,0.384437
1980-08-27,0.384437
1980-08-28,0.38110900000000003
1980-08-29,0.38110900000000003
1980-09-02,0.386102
1980-09-03,0.399415
1980-09-04,0.402744
1980-09-05,0.412729
1980-09-08,0.406072
1980-09-09,0.414393
1980-09-10,0.419386
1980-09-11,0.43602799999999997
1980-09-12,0.439357
1980-09-15,0.446014
1980-09-16,0.455999
1980-09-17,0.46265600000000007
1980-09-18,0.44767799999999996
1980-09-19,0.449342
1980-09-22,0.44435
1980-09-23,0.43602799999999997
1980-09-24,0.446014
1980-09-25,0.44268500000000005
1980-09-26,0.439357
1980-09-29,0.42937200000000003
1980-09-30,0.43602799999999997
1980-10-01,0.4327
1980-10-02,0.42937200000000003
1980-10-03,0.44435
