Date,FTV
2016-07-05,48.599998
2016-07-06,47.75
2016-07-07,47.740002000000004
2016-07-08,50.200001
2016-07-11,51.119999
2016-07-12,50.57
2016-07-13,50.619999
2016-07-14,51.57
2016-07-15,51.23
2016-07-18,51.290001000000004
2016-07-19,51.549999
2016-07-20,50.34
2016-07-21,50.240002000000004
2016-07-22,49.400002
2016-07-25,48.98
2016-07-26,49.279999
2016-07-27,48.919998
2016-07-28,48.650002
2016-07-29,48.209998999999996
2016-08-01,47.799999
2016-08-02,47.5
2016-08-03,49.279999
2016-08-04,50.029999
2016-08-05,50.580002
2016-08-08,50.049999
2016-08-09,50.459998999999996
2016-08-10,50.450001
2016-08-11,52.549999
2016-08-12,52.709998999999996
2016-08-15,53.66
2016-08-16,53.549999
2016-08-17,53.41
2016-08-18,53.16
2016-08-19,51.919998
2016-08-22,51.259997999999996
2016-08-23,51.900002
2016-08-24,51.369999
2016-08-25,51.619999
2016-08-26,51.869999
2016-08-29,52.41
2016-08-30,52.610001000000004
2016-08-31,52.669998
2016-09-01,52.630001
2016-09-02,53.380001
2016-09-06,52.73
2016-09-07,52.939999
2016-09-08,52.330002
2016-09-09,50.549999
2016-09-12,51.209998999999996
2016-09-13,50.040001000000004
2016-09-14,50.02
2016-09-15,50.490002000000004
2016-09-16,50.259997999999996
2016-09-19,50.779999
2016-09-20,50.25
2016-09-21,50.98
2016-09-22,51.639998999999996
2016-09-23,50.880001
2016-09-26,51.220001
2016-09-27,51.610001000000004
2016-09-28,51.720001
2016-09-29,50.700001
2016-09-30,50.900002
2016-10-03,51.389998999999996
2016-10-04,50.810001
2016-10-05,50.939999
2016-10-06,50.700001
2016-10-07,49.93
2016-10-10,49.950001
2016-10-11,49.220001
2016-10-12,48.990002000000004
2016-10-13,48.82
2016-10-14,49.459998999999996
2016-10-17,49.060001
2016-10-18,49.09
2016-10-19,49.389998999999996
2016-10-20,48.700001
2016-10-21,48.669998
2016-10-24,48.549999
2016-10-25,47.919998
2016-10-26,47.77
2016-10-27,47.490002000000004
2016-10-28,50.209998999999996
2016-10-31,51.049999
2016-11-01,50.490002000000004
2016-11-02,50.32
2016-11-03,50.98
2016-11-04,51.110001000000004
2016-11-07,51.790001000000004
2016-11-08,52.650002
2016-11-09,53.459998999999996
2016-11-10,54.200001
2016-11-11,53.400002
2016-11-14,53.82
2016-11-15,54.119999
2016-11-16,54.439999
2016-11-17,54.5
2016-11-18,54.630001
2016-11-21,54.830002
2016-11-22,55.369999
2016-11-23,55.799999
2016-11-25,55.970001
2016-11-28,55.59
2016-11-29,55.279999
2016-11-30,54.990002000000004
2016-12-01,54.189999
2016-12-02,54.48
2016-12-05,53.91
2016-12-06,54.0
2016-12-07,54.240002000000004
2016-12-08,53.68
2016-12-09,54.0
2016-12-12,53.990002000000004
2016-12-13,53.849998
2016-12-14,54.25
2016-12-15,54.810001
2016-12-16,54.830002
2016-12-19,54.959998999999996
2016-12-20,55.049999
2016-12-21,54.119999
2016-12-22,54.09
2016-12-23,54.509997999999996
2016-12-27,54.459998999999996
2016-12-28,53.75
2016-12-29,54.009997999999996
2016-12-30,53.630001
2017-01-03,53.73
2017-01-04,54.25
2017-01-05,53.939999
2017-01-06,53.869999
2017-01-09,53.73
2017-01-10,53.799999
2017-01-11,53.66
2017-01-12,53.669998
2017-01-13,54.759997999999996
2017-01-17,54.130001
2017-01-18,54.139998999999996
2017-01-19,54.27
2017-01-20,54.52
2017-01-23,54.110001000000004
2017-01-24,54.700001
2017-01-25,55.169998
2017-01-26,55.689999
2017-01-27,55.93
2017-01-30,55.439999
2017-01-31,55.310001
2017-02-01,55.130001
2017-02-02,55.209998999999996
2017-02-03,56.02
2017-02-06,55.810001
2017-02-07,55.639998999999996
2017-02-08,56.18
2017-02-09,57.02
2017-02-10,57.150002
2017-02-13,57.529999
2017-02-14,57.290001000000004
2017-02-15,57.580002
2017-02-16,57.389998999999996
2017-02-17,57.689999
2017-02-21,58.130001
2017-02-22,57.689999
2017-02-23,57.259997999999996
2017-02-24,57.790001000000004
2017-02-27,57.650002
2017-02-28,57.650002
2017-03-01,58.91
2017-03-02,58.630001
2017-03-03,58.73
2017-03-06,58.330002
2017-03-07,58.200001
2017-03-08,58.169998
2017-03-09,58.02
2017-03-10,58.310001
2017-03-13,58.77
2017-03-14,58.549999
2017-03-15,59.700001
2017-03-16,59.509997999999996
2017-03-17,59.580002
2017-03-20,59.0
2017-03-21,58.509997999999996
2017-03-22,58.490002000000004
2017-03-23,58.529999
2017-03-24,59.310001
2017-03-27,59.080002
2017-03-28,59.59
2017-03-29,59.650002
2017-03-30,59.619999
2017-03-31,60.220001
2017-04-03,60.130001
2017-04-04,60.02
2017-04-05,60.25
2017-04-06,60.57
2017-04-07,60.470001
2017-04-10,61.0
2017-04-11,60.77
2017-04-12,60.5
2017-04-13,60.330002
2017-04-17,60.48
2017-04-18,60.27
2017-04-19,60.009997999999996
2017-04-20,60.610001000000004
2017-04-21,60.009997999999996
2017-04-24,61.43
2017-04-25,62.330002
2017-04-26,62.25
2017-04-27,62.32
2017-04-28,63.259997999999996
2017-05-01,62.34
2017-05-02,62.18
2017-05-03,62.669998
2017-05-04,62.82
2017-05-05,63.139998999999996
2017-05-08,62.889998999999996
2017-05-09,62.700001
2017-05-10,62.57
2017-05-11,62.619999
2017-05-12,62.18
2017-05-15,62.220001
2017-05-16,62.330002
2017-05-17,61.200001
2017-05-18,61.16
2017-05-19,61.84
2017-05-22,62.400002
2017-05-23,62.610001000000004
2017-05-24,63.080002
2017-05-25,63.639998999999996
2017-05-26,63.509997999999996
2017-05-30,63.349998
2017-05-31,62.450001
2017-06-01,62.990002000000004
2017-06-02,63.41
2017-06-05,63.32
2017-06-06,63.200001
2017-06-07,63.360001000000004
2017-06-08,63.700001
2017-06-09,63.09
2017-06-12,62.459998999999996
2017-06-13,63.27
2017-06-14,62.950001
2017-06-15,63.040001000000004
2017-06-16,64.050003
2017-06-19,64.790001
2017-06-20,64.470001
2017-06-21,64.370003
2017-06-22,64.099998
2017-06-23,64.099998
2017-06-26,64.110001
2017-06-27,63.369999
2017-06-28,64.410004
2017-06-29,62.860001000000004
2017-06-30,63.349998
2017-07-03,63.330002
2017-07-05,63.610001000000004
2017-07-06,63.330002
2017-07-07,63.849998
2017-07-10,64.599998
2017-07-11,63.970001
2017-07-12,64.699997
2017-07-13,64.389999
2017-07-14,64.559998
2017-07-17,64.139999
2017-07-18,63.75
2017-07-19,63.970001
2017-07-20,63.5
2017-07-21,63.25
2017-07-24,63.290001000000004
2017-07-25,63.07
2017-07-26,62.18
2017-07-27,62.580002
2017-07-28,64.470001
2017-07-31,64.739998
2017-08-01,65.199997
2017-08-02,66.279999
2017-08-03,66.529999
2017-08-04,67.16999799999999
2017-08-07,67.220001
2017-08-08,66.91999799999999
2017-08-09,66.82
2017-08-10,65.529999
2017-08-11,65.599998
2017-08-14,66.25
2017-08-15,66.120003
2017-08-16,66.150002
2017-08-17,65.160004
2017-08-18,65.029999
2017-08-21,65.41999799999999
2017-08-22,65.860001
