Date,LLY
1972-11-30,4.742188
1972-12-01,4.734375
1972-12-04,4.75
1972-12-05,4.726563
1972-12-06,4.757813
1972-12-07,4.742188
1972-12-08,4.765625
1972-12-11,4.765625
1972-12-12,4.765625
1972-12-13,4.828125
1972-12-14,4.859375
1972-12-15,4.820313
1972-12-18,4.789063
1972-12-19,4.695313
1972-12-20,4.734375
1972-12-21,4.734375
1972-12-22,4.8125
1972-12-26,4.84375
1972-12-27,4.890625
1972-12-29,4.976563
1973-01-02,4.945313
1973-01-03,4.96875
1973-01-04,4.929688
1973-01-05,4.953125
1973-01-08,4.945313
1973-01-09,4.9375
1973-01-10,4.945313
1973-01-11,4.929688
1973-01-12,4.929688
1973-01-15,4.875
1973-01-16,4.828125
1973-01-17,4.820313
1973-01-18,4.828125
1973-01-19,4.8125
1973-01-22,4.796875
1973-01-23,4.773438
1973-01-24,4.742188
1973-01-26,4.671875
1973-01-29,4.546875
1973-01-30,4.53125
1973-01-31,4.5625
1973-02-01,4.703125
1973-02-02,4.710938
1973-02-05,4.734375
1973-02-06,4.75
1973-02-07,4.8125
1973-02-08,4.835938
1973-02-09,4.929688
1973-02-12,5.0
1973-02-13,5.171875
1973-02-14,5.085938
1973-02-15,5.15625
1973-02-16,5.296875
1973-02-20,5.3125
1973-02-21,5.273438
1973-02-22,5.34375
1973-02-23,5.289063
1973-02-26,5.203125
1973-02-27,5.203125
1973-02-28,5.257813
1973-03-01,5.296875
1973-03-02,5.375
1973-03-05,5.382813
1973-03-06,5.421875
1973-03-07,5.609375
1973-03-08,5.515625
1973-03-09,5.453125
1973-03-12,5.539063
1973-03-13,5.523438
1973-03-14,5.59375
1973-03-15,5.625
1973-03-16,5.59375
1973-03-19,5.4375
1973-03-20,5.375
1973-03-21,5.234375
1973-03-22,4.984375
1973-03-23,5.09375
1973-03-26,5.28125
1973-03-27,5.34375
1973-03-28,5.328125
1973-03-29,5.46875
1973-03-30,5.359375
1973-04-02,5.34375
1973-04-03,5.296875
1973-04-04,5.171875
1973-04-05,5.140625
1973-04-06,5.210938
1973-04-09,5.3125
1973-04-10,5.3125
1973-04-11,5.304688
1973-04-12,5.25
1973-04-13,5.234375
1973-04-16,5.210938
1973-04-17,5.21875
1973-04-18,5.25
1973-04-19,5.265625
1973-04-23,5.257813
1973-04-24,5.242188
1973-04-25,5.125
1973-04-26,5.078125
1973-04-27,4.992188
1973-04-30,5.023438
1973-05-01,5.046875
1973-05-02,5.21875
1973-05-03,5.296875
1973-05-04,5.304688
1973-05-07,5.25
1973-05-08,5.328125
1973-05-09,5.320313
1973-05-10,5.304688
1973-05-11,5.226563
1973-05-14,5.15625
1973-05-15,5.234375
1973-05-16,5.320313
1973-05-17,5.296875
1973-05-18,5.21875
1973-05-21,5.09375
1973-05-22,5.148438
1973-05-23,5.25
1973-05-24,5.414063
1973-05-25,5.46875
1973-05-29,5.429688
1973-05-30,5.382813
1973-05-31,5.40625
1973-06-01,5.289063
1973-06-04,5.226563
1973-06-05,5.296875
1973-06-06,5.25
1973-06-07,5.257813
1973-06-08,5.375
1973-06-11,5.328125
1973-06-12,5.5
1973-06-13,5.523438
1973-06-14,5.515625
1973-06-15,5.382813
1973-06-18,5.382813
1973-06-19,5.4375
1973-06-20,5.40625
1973-06-21,5.304688
1973-06-22,5.359375
1973-06-25,5.148438
1973-06-26,5.117188
1973-06-27,5.085938
1973-06-28,5.195313
1973-06-29,5.21875
1973-07-02,5.25
1973-07-03,5.15625
1973-07-05,5.070313
1973-07-06,4.929688
1973-07-09,4.914063
1973-07-10,5.0
1973-07-11,5.1875
1973-07-12,5.273438
1973-07-13,5.320313
1973-07-16,5.328125
1973-07-17,5.382813
1973-07-18,5.335938
1973-07-19,5.375
1973-07-20,5.34375
1973-07-23,5.375
1973-07-24,5.554688
1973-07-25,5.726563
1973-07-26,5.695313
1973-07-27,5.625
1973-07-30,5.585938
1973-07-31,5.523438
1973-08-01,5.414063
1973-08-02,5.515625
1973-08-03,5.546875
1973-08-06,5.226563
1973-08-07,5.265625
1973-08-08,5.257813
1973-08-09,5.273438
1973-08-10,5.226563
1973-08-13,5.179688
1973-08-14,5.125
1973-08-15,5.078125
1973-08-16,4.945313
1973-08-17,4.882813
1973-08-20,4.84375
1973-08-21,4.796875
1973-08-22,4.859375
1973-08-23,4.96875
1973-08-24,5.109375
1973-08-27,5.132813
1973-08-28,5.164063
1973-08-29,5.0
1973-08-30,4.859375
1973-08-31,4.75
1973-09-04,4.695313
1973-09-05,4.679688
1973-09-06,4.625
1973-09-07,4.46875
1973-09-10,4.507813
1973-09-11,4.632813
1973-09-12,4.71875
1973-09-13,4.828125
1973-09-14,4.804688
1973-09-17,4.765625
1973-09-18,4.75
1973-09-19,5.054688
1973-09-20,5.0
1973-09-21,4.882813
1973-09-24,5.0
1973-09-25,4.914063
1973-09-26,4.882813
1973-09-27,5.0
1973-09-28,5.0
1973-10-01,4.898438
1973-10-02,4.914063
1973-10-03,4.796875
1973-10-04,4.726563
1973-10-05,4.828125
1973-10-08,4.914063
1973-10-09,5.0
1973-10-10,4.9375
1973-10-11,5.0
1973-10-12,4.976563
1973-10-15,5.078125
1973-10-16,5.054688
1973-10-17,5.046875
1973-10-18,5.046875
1973-10-19,5.21875
1973-10-22,5.1875
1973-10-23,5.226563
1973-10-24,5.21875
1973-10-25,5.320313
1973-10-26,5.367188
1973-10-29,5.296875
1973-10-30,5.164063
1973-10-31,5.132813
1973-11-01,5.132813
1973-11-02,5.117188
1973-11-05,5.109375
1973-11-06,5.109375
1973-11-07,5.117188
1973-11-08,5.164063
1973-11-09,5.1875
1973-11-12,5.1875
1973-11-13,5.226563
1973-11-14,5.273438
1973-11-15,5.289063
1973-11-16,5.359375
1973-11-19,5.195313
1973-11-20,5.054688
1973-11-21,5.117188
1973-11-23,5.046875
1973-11-26,4.9375
1973-11-27,4.875
1973-11-28,4.804688
1973-11-29,4.75
1973-11-30,4.828125
1973-12-03,4.734375
1973-12-04,4.726563
1973-12-05,4.703125
1973-12-06,4.84375
1973-12-07,4.953125
1973-12-10,4.976563
1973-12-11,4.828125
1973-12-12,4.664063
1973-12-13,4.382813
1973-12-14,4.445313
1973-12-17,4.585938
1973-12-18,4.75
1973-12-19,4.804688
1973-12-20,4.523438
1973-12-21,4.484375
1973-12-24,4.414063
1973-12-26,4.609375
1973-12-27,4.703125
1973-12-28,4.632813
1973-12-31,4.625
1974-01-02,4.585938
1974-01-03,4.585938
1974-01-04,4.5
1974-01-07,4.375
1974-01-08,4.335938
1974-01-09,4.195313
1974-01-10,4.085938
1974-01-11,4.117188
1974-01-14,4.125
1974-01-15,4.125
1974-01-16,4.125
1974-01-17,4.273438
1974-01-18,4.367188
1974-01-21,4.382813
1974-01-22,4.46875
1974-01-23,4.523438
1974-01-24,4.546875
1974-01-25,4.476563
1974-01-28,4.46875
1974-01-29,4.382813
1974-01-30,4.445313
1974-01-31,4.46875
1974-02-01,4.398438
1974-02-04,4.296875
1974-02-05,4.226563
1974-02-06,4.21875
1974-02-07,4.125
1974-02-08,4.109375
1974-02-11,3.953125
1974-02-12,3.875
1974-02-13,3.8359379999999996
1974-02-14,3.75
1974-02-15,3.7890629999999996
1974-02-19,3.9453129999999996
1974-02-20,4.132813
1974-02-21,4.296875
1974-02-22,4.21875
1974-02-25,4.195313
1974-02-26,4.328125
1974-02-27,4.296875
1974-02-28,4.265625
1974-03-01,4.1875
1974-03-04,4.296875
1974-03-05,4.34375
1974-03-06,4.375
1974-03-07,4.289063
1974-03-08,4.367188
1974-03-11,4.375
1974-03-12,4.40625
1974-03-13,4.476563
1974-03-14,4.585938
1974-03-15,4.546875
1974-03-18,4.539063
1974-03-19,4.523438
1974-03-20,4.609375
1974-03-21,4.585938
1974-03-22,4.609375
1974-03-25,4.570313
1974-03-26,4.609375
1974-03-27,4.632813
1974-03-28,4.453125
1974-03-29,4.40625
1974-04-01,4.375
1974-04-02,4.359375
1974-04-03,4.4375
1974-04-04,4.515625
1974-04-05,4.5
1974-04-08,4.445313
1974-04-09,4.507813
1974-04-10,4.585938
1974-04-11,4.554688
1974-04-15,4.625
1974-04-16,4.617188
1974-04-17,4.679688
1974-04-18,4.726563
1974-04-19,4.625
1974-04-22,4.625
1974-04-23,4.539063
1974-04-24,4.382813
1974-04-25,4.398438
1974-04-26,4.523438
1974-04-29,4.578125
1974-04-30,4.648438
1974-05-01,4.75
1974-05-02,4.726563
1974-05-03,4.632813
1974-05-06,4.585938
1974-05-07,4.734375
1974-05-08,4.804688
1974-05-09,4.882813
1974-05-10,4.835938
1974-05-13,4.703125
1974-05-14,4.804688
1974-05-15,4.796875
1974-05-16,4.71875
1974-05-17,4.6875
1974-05-20,4.664063
1974-05-21,4.726563
1974-05-22,4.734375
1974-05-23,4.734375
1974-05-24,4.765625
1974-05-28,4.773438
1974-05-29,4.75
1974-05-30,4.703125
1974-05-31,4.695313
1974-06-03,4.71875
1974-06-04,4.789063
1974-06-05,4.875
1974-06-06,4.945313
1974-06-07,4.976563
1974-06-10,4.9375
1974-06-11,4.976563
1974-06-12,5.0
1974-06-13,5.132813
1974-06-14,5.054688
1974-06-17,5.015625
1974-06-18,5.046875
1974-06-19,5.09375
1974-06-20,5.039063
1974-06-21,5.015625
1974-06-24,5.0
1974-06-25,5.078125
1974-06-26,5.015625
1974-06-27,4.976563
1974-06-28,4.875
1974-07-01,4.84375
1974-07-02,4.765625
1974-07-03,4.773438
1974-07-05,4.65625
1974-07-08,4.585938
1974-07-09,4.5
1974-07-10,4.375
1974-07-11,4.382813
1974-07-12,4.515625
1974-07-15,4.648438
1974-07-16,4.59375
1974-07-17,4.609375
1974-07-18,4.71875
1974-07-19,4.726563
1974-07-22,4.6875
1974-07-23,4.75
1974-07-24,4.648438
1974-07-25,4.578125
1974-07-26,4.476563
1974-07-29,4.328125
1974-07-30,4.265625
1974-07-31,4.15625
1974-08-01,4.148438
1974-08-02,4.085938
1974-08-05,4.164063
1974-08-06,4.289063
1974-08-07,4.296875
1974-08-08,4.195313
1974-08-09,4.078125
1974-08-12,4.125
1974-08-13,4.0
1974-08-14,3.90625
1974-08-15,3.828125
1974-08-16,3.7578129999999996
1974-08-19,3.6640629999999996
1974-08-20,3.75
1974-08-21,3.75
1974-08-22,3.65625
1974-08-23,3.6796879999999996
1974-08-26,3.765625
1974-08-27,3.6953129999999996
1974-08-28,3.7265629999999996
1974-08-29,3.765625
1974-08-30,3.9375
1974-09-03,3.90625
1974-09-04,3.8046879999999996
1974-09-05,4.070313
1974-09-06,4.078125
1974-09-09,3.9375
1974-09-10,3.9453129999999996
1974-09-11,3.9296879999999996
1974-09-12,3.8046879999999996
1974-09-13,3.5703129999999996
1974-09-16,3.6953129999999996
1974-09-17,3.9296879999999996
1974-09-18,3.875
1974-09-19,3.9140629999999996
1974-09-20,4.023438
1974-09-23,4.054688
1974-09-24,4.0
1974-09-25,3.9765629999999996
1974-09-26,3.8046879999999996
1974-09-27,3.6484379999999996
1974-09-30,3.515625
1974-10-01,3.578125
1974-10-02,3.65625
1974-10-03,3.609375
1974-10-04,3.5859379999999996
1974-10-07,3.65625
1974-10-08,3.59375
1974-10-09,3.7734379999999996
1974-10-10,3.875
1974-10-11,3.9140629999999996
1974-10-14,4.179688
1974-10-15,4.125
1974-10-16,4.015625
1974-10-17,4.078125
1974-10-18,4.109375
1974-10-21,4.21875
1974-10-22,4.304688
1974-10-23,4.117188
1974-10-24,4.085938
1974-10-25,4.179688
1974-10-28,4.195313
1974-10-29,4.40625
1974-10-30,4.5
1974-10-31,4.515625
1974-11-01,4.398438
1974-11-04,4.367188
1974-11-05,4.554688
1974-11-06,4.554688
1974-11-07,4.609375
1974-11-08,4.554688
1974-11-11,4.617188
1974-11-12,4.539063
1974-11-13,4.4375
1974-11-14,4.40625
1974-11-15,4.226563
1974-11-18,4.085938
1974-11-19,4.125
1974-11-20,4.148438
1974-11-21,4.195313
1974-11-22,4.296875
1974-11-25,4.359375
1974-11-26,4.328125
1974-11-27,4.375
1974-11-29,4.375
1974-12-02,4.125
1974-12-03,4.125
1974-12-04,4.1875
1974-12-05,4.085938
1974-12-06,4.015625
1974-12-09,3.953125
1974-12-10,4.054688
1974-12-11,4.125
1974-12-12,3.984375
1974-12-13,4.023438
1974-12-16,3.9765629999999996
1974-12-17,4.0
1974-12-18,4.070313
1974-12-19,4.078125
1974-12-20,4.046875
1974-12-23,4.046875
1974-12-24,4.078125
1974-12-26,4.078125
1974-12-27,4.054688
1974-12-30,4.039063
1974-12-31,4.25
1975-01-02,4.195313
1975-01-03,4.289063
1975-01-06,4.226563
1975-01-07,4.15625
1975-01-08,4.078125
1975-01-09,4.015625
1975-01-10,3.96875
1975-01-13,3.875
1975-01-14,3.8359379999999996
1975-01-15,3.796875
1975-01-16,3.796875
1975-01-17,3.65625
1975-01-20,3.6875
1975-01-21,3.6953129999999996
1975-01-22,3.859375
1975-01-23,3.90625
1975-01-24,4.046875
1975-01-27,4.132813
1975-01-28,4.023438
1975-01-29,4.023438
1975-01-30,4.023438
1975-01-31,4.046875
1975-02-03,4.109375
1975-02-04,4.164063
1975-02-05,4.226563
1975-02-06,4.25
1975-02-07,4.273438
1975-02-10,4.289063
1975-02-11,4.257813
1975-02-12,4.328125
1975-02-13,4.4375
1975-02-14,4.5
1975-02-18,4.484375
1975-02-19,4.546875
1975-02-20,4.703125
1975-02-21,4.6875
1975-02-24,4.617188
1975-02-25,4.515625
1975-02-26,4.554688
1975-02-27,4.625
1975-02-28,4.695313
1975-03-03,4.71875
1975-03-04,4.796875
1975-03-05,4.835938
1975-03-06,4.804688
1975-03-07,4.859375
1975-03-10,4.9375
1975-03-11,4.945313
1975-03-12,4.867188
1975-03-13,4.859375
1975-03-14,4.90625
1975-03-17,4.914063
1975-03-18,4.90625
1975-03-19,4.9375
1975-03-20,4.875
1975-03-21,4.796875
1975-03-24,4.554688
1975-03-25,4.515625
1975-03-26,4.585938
1975-03-27,4.476563
1975-03-31,4.375
1975-04-01,4.414063
1975-04-02,4.273438
1975-04-03,4.273438
1975-04-04,4.164063
1975-04-07,4.226563
1975-04-08,4.257813
1975-04-09,4.304688
1975-04-10,4.296875
1975-04-11,4.296875
1975-04-14,4.226563
1975-04-15,4.320313
1975-04-16,4.320313
1975-04-17,4.40625
1975-04-18,4.367188
1975-04-21,4.335938
1975-04-22,4.335938
1975-04-23,4.164063
1975-04-24,4.15625
1975-04-25,4.25
1975-04-28,4.265625
1975-04-29,4.296875
1975-04-30,4.375
1975-05-01,4.398438
1975-05-02,4.40625
1975-05-05,4.476563
1975-05-06,4.523438
1975-05-07,4.523438
1975-05-08,4.554688
1975-05-09,4.554688
1975-05-12,4.617188
1975-05-13,4.6875
1975-05-14,4.75
1975-05-15,4.765625
1975-05-16,4.664063
1975-05-19,4.6875
1975-05-20,4.734375
1975-05-21,4.75
1975-05-22,4.726563
1975-05-23,4.75
1975-05-27,4.773438
1975-05-28,4.765625
1975-05-29,4.71875
1975-05-30,4.726563
1975-06-02,4.695313
1975-06-03,4.664063
1975-06-04,4.625
1975-06-05,4.632813
1975-06-06,4.648438
1975-06-09,4.648438
1975-06-10,4.546875
1975-06-11,4.554688
1975-06-12,4.515625
1975-06-13,4.585938
1975-06-16,4.726563
1975-06-17,4.632813
1975-06-18,4.632813
1975-06-19,4.65625
1975-06-20,4.765625
1975-06-23,4.789063
1975-06-24,4.796875
1975-06-25,4.796875
1975-06-26,4.804688
1975-06-27,4.804688
1975-06-30,4.898438
1975-07-01,4.875
1975-07-02,4.898438
1975-07-03,4.914063
1975-07-07,4.90625
1975-07-08,4.90625
1975-07-09,4.929688
1975-07-10,4.882813
1975-07-11,4.875
1975-07-14,4.9375
1975-07-15,4.859375
1975-07-16,4.726563
1975-07-17,4.625
1975-07-18,4.554688
1975-07-21,4.40625
1975-07-22,4.429688
1975-07-23,4.414063
1975-07-24,4.40625
1975-07-25,4.382813
1975-07-28,4.296875
1975-07-29,4.296875
1975-07-30,4.273438
1975-07-31,4.25
1975-08-01,4.125
1975-08-04,4.109375
1975-08-05,4.09375
1975-08-06,4.078125
1975-08-07,4.078125
1975-08-08,4.125
1975-08-11,4.125
1975-08-12,4.179688
1975-08-13,4.132813
1975-08-14,4.148438
1975-08-15,4.179688
1975-08-18,4.179688
1975-08-19,4.125
1975-08-20,4.023438
1975-08-21,3.96875
1975-08-22,3.9375
1975-08-25,3.9453129999999996
1975-08-26,3.90625
1975-08-27,3.90625
1975-08-28,4.015625
1975-08-29,4.015625
1975-09-02,3.9453129999999996
1975-09-03,3.96875
1975-09-04,3.8046879999999996
1975-09-05,3.765625
1975-09-08,3.75
1975-09-09,3.65625
1975-09-10,3.6171879999999996
1975-09-11,3.546875
1975-09-12,3.5546879999999996
1975-09-15,3.5546879999999996
1975-09-16,3.5390629999999996
1975-09-17,3.5546879999999996
1975-09-18,3.75
1975-09-19,3.8359379999999996
1975-09-22,3.375
1975-09-23,3.226563
1975-09-24,3.296875
1975-09-25,3.265625
1975-09-26,3.296875
1975-09-29,3.226563
1975-09-30,3.179688
1975-10-01,3.195313
1975-10-02,3.296875
1975-10-03,3.328125
1975-10-06,3.34375
1975-10-07,3.296875
1975-10-08,3.40625
1975-10-09,3.453125
1975-10-10,3.46875
1975-10-13,3.625
1975-10-14,3.609375
1975-10-15,3.5390629999999996
1975-10-16,3.578125
1975-10-17,3.6171879999999996
1975-10-20,3.71875
1975-10-21,3.6875
1975-10-22,3.6875
1975-10-23,3.6875
1975-10-24,3.5859379999999996
1975-10-27,3.5390629999999996
1975-10-28,3.5859379999999996
1975-10-29,3.5859379999999996
1975-10-30,3.5859379999999996
1975-10-31,3.484375
1975-11-03,3.4453129999999996
1975-11-04,3.4765629999999996
1975-11-05,3.484375
1975-11-06,3.4453129999999996
1975-11-07,3.375
1975-11-10,3.296875
1975-11-11,3.359375
1975-11-12,3.4375
1975-11-13,3.5
1975-11-14,3.46875
1975-11-17,3.515625
1975-11-18,3.5
1975-11-19,3.515625
1975-11-20,3.46875
1975-11-21,3.4375
1975-11-24,3.453125
1975-11-25,3.546875
1975-11-26,3.578125
1975-11-28,3.59375
1975-12-01,3.5859379999999996
1975-12-02,3.5546879999999996
1975-12-03,3.484375
1975-12-04,3.4453129999999996
1975-12-05,3.375
1975-12-08,3.34375
1975-12-09,3.375
1975-12-10,3.375
1975-12-11,3.3671879999999996
1975-12-12,3.3046879999999996
1975-12-15,3.265625
1975-12-16,3.273438
1975-12-17,3.3359379999999996
1975-12-18,3.359375
1975-12-19,3.226563
1975-12-22,3.226563
1975-12-23,3.226563
1975-12-24,3.226563
1975-12-26,3.328125
1975-12-29,3.296875
1975-12-30,3.21875
1975-12-31,3.226563
1976-01-02,3.195313
1976-01-05,3.226563
1976-01-06,3.234375
1976-01-07,3.359375
1976-01-08,3.265625
1976-01-09,3.3046879999999996
1976-01-12,3.3359379999999996
1976-01-13,3.1875
1976-01-14,3.085938
1976-01-15,3.039063
1976-01-16,2.976563
1976-01-19,2.976563
1976-01-20,3.179688
1976-01-21,3.125
1976-01-22,3.117188
1976-01-23,3.226563
1976-01-26,3.359375
1976-01-27,3.3671879999999996
1976-01-28,3.3828129999999996
1976-01-29,3.484375
1976-01-30,3.5859379999999996
1976-02-02,3.5234379999999996
1976-02-03,3.75
1976-02-04,3.6171879999999996
1976-02-05,3.46875
1976-02-06,3.4375
1976-02-09,3.4765629999999996
1976-02-10,3.4296879999999996
1976-02-11,3.4140629999999996
1976-02-12,3.453125
1976-02-13,3.375
1976-02-17,3.40625
1976-02-18,3.4140629999999996
1976-02-19,3.5
1976-02-20,3.40625
1976-02-23,3.375
1976-02-24,3.265625
1976-02-25,3.273438
1976-02-26,3.195313
1976-02-27,3.226563
1976-03-01,3.226563
1976-03-02,3.257813
1976-03-03,3.21875
1976-03-04,3.179688
1976-03-05,3.054688
1976-03-08,3.125
1976-03-09,3.078125
1976-03-10,3.09375
1976-03-11,3.109375
1976-03-12,3.132813
1976-03-15,3.132813
1976-03-16,3.257813
1976-03-17,3.226563
1976-03-18,3.21875
1976-03-19,3.226563
1976-03-22,3.203125
1976-03-23,3.3046879999999996
1976-03-24,3.34375
1976-03-25,3.34375
1976-03-26,3.375
1976-03-29,3.375
1976-03-30,3.375
1976-03-31,3.40625
1976-04-01,3.3046879999999996
1976-04-02,3.328125
1976-04-05,3.3046879999999996
1976-04-06,3.2890629999999996
1976-04-07,3.226563
1976-04-08,3.21875
1976-04-09,3.15625
1976-04-12,3.195313
1976-04-13,3.195313
1976-04-14,3.148438
1976-04-15,3.117188
1976-04-19,3.195313
1976-04-20,3.273438
1976-04-21,3.3359379999999996
1976-04-22,3.3359379999999996
1976-04-23,3.3046879999999996
1976-04-26,3.3046879999999996
1976-04-27,3.3046879999999996
1976-04-28,3.226563
1976-04-29,3.265625
1976-04-30,3.164063
1976-05-03,3.1875
1976-05-04,3.179688
1976-05-05,3.132813
1976-05-06,3.164063
1976-05-07,3.164063
1976-05-10,3.265625
1976-05-11,3.234375
1976-05-12,3.226563
1976-05-13,3.234375
1976-05-14,3.164063
1976-05-17,3.125
1976-05-18,3.09375
1976-05-19,3.09375
1976-05-20,3.132813
1976-05-21,3.117188
1976-05-24,3.054688
1976-05-25,3.046875
1976-05-26,3.054688
1976-05-27,3.046875
1976-05-28,3.078125
1976-06-01,3.039063
1976-06-02,3.023438
1976-06-03,3.023438
1976-06-04,2.976563
1976-06-07,2.9375
1976-06-08,2.90625
1976-06-09,2.875
1976-06-10,2.945313
1976-06-11,3.054688
1976-06-14,3.09375
1976-06-15,3.085938
1976-06-16,3.117188
1976-06-17,3.179688
1976-06-18,3.25
1976-06-21,3.265625
1976-06-22,3.203125
1976-06-23,3.125
1976-06-24,3.148438
1976-06-25,3.164063
1976-06-28,3.21875
1976-06-29,3.21875
1976-06-30,3.296875
1976-07-01,3.265625
1976-07-02,3.25
1976-07-06,3.226563
1976-07-07,3.15625
1976-07-08,3.164063
1976-07-09,3.265625
1976-07-12,3.3828129999999996
1976-07-13,3.359375
1976-07-14,3.40625
1976-07-15,3.359375
1976-07-16,3.3359379999999996
1976-07-19,3.195313
1976-07-20,3.21875
1976-07-21,3.265625
1976-07-22,3.273438
1976-07-23,3.273438
1976-07-26,3.265625
1976-07-27,3.257813
1976-07-28,3.25
1976-07-29,3.265625
1976-07-30,3.2890629999999996
1976-08-02,3.273438
1976-08-03,3.328125
1976-08-04,3.359375
1976-08-05,3.328125
1976-08-06,3.3671879999999996
1976-08-09,3.3359379999999996
1976-08-10,3.34375
1976-08-11,3.3359379999999996
1976-08-12,3.3984379999999996
1976-08-13,3.3828129999999996
1976-08-16,3.4453129999999996
1976-08-17,3.4453129999999996
1976-08-18,3.484375
1976-08-19,3.4375
1976-08-20,3.3984379999999996
1976-08-23,3.328125
1976-08-24,3.296875
1976-08-25,3.3203129999999996
1976-08-26,3.3359379999999996
1976-08-27,3.3671879999999996
1976-08-30,3.3984379999999996
1976-08-31,3.40625
1976-09-01,3.5234379999999996
1976-09-02,3.4765629999999996
1976-09-03,3.34375
1976-09-07,3.273438
1976-09-08,3.234375
1976-09-09,3.25
1976-09-10,3.226563
1976-09-13,3.3046879999999996
1976-09-14,3.34375
1976-09-15,3.3359379999999996
1976-09-16,3.375
1976-09-17,3.3828129999999996
1976-09-20,3.3828129999999996
1976-09-21,3.453125
1976-09-22,3.4453129999999996
1976-09-23,3.4765629999999996
1976-09-24,3.4375
1976-09-27,3.4453129999999996
1976-09-28,3.46875
1976-09-29,3.453125
1976-09-30,3.453125
1976-10-01,3.4375
1976-10-04,3.4453129999999996
1976-10-05,3.4296879999999996
1976-10-06,3.4765629999999996
1976-10-07,3.4765629999999996
1976-10-08,3.453125
1976-10-11,3.4453129999999996
1976-10-12,3.4296879999999996
1976-10-13,3.453125
1976-10-14,3.4140629999999996
1976-10-15,3.3828129999999996
1976-10-18,3.359375
1976-10-19,3.328125
1976-10-20,3.2890629999999996
1976-10-21,3.273438
1976-10-22,3.25
1976-10-25,3.265625
1976-10-26,3.3359379999999996
1976-10-27,3.3671879999999996
1976-10-28,3.375
1976-10-29,3.4140629999999996
1976-11-01,3.3671879999999996
1976-11-03,3.296875
1976-11-04,3.234375
1976-11-05,3.09375
1976-11-08,3.054688
1976-11-09,3.085938
1976-11-10,3.070313
1976-11-11,3.085938
1976-11-12,3.039063
1976-11-15,3.046875
1976-11-16,3.015625
1976-11-17,3.007813
1976-11-18,3.0
1976-11-19,2.976563
1976-11-22,2.976563
1976-11-23,2.9375
1976-11-24,2.929688
1976-11-26,2.882813
1976-11-29,2.835938
1976-11-30,2.804688
1976-12-01,2.726563
1976-12-02,2.726563
1976-12-03,2.796875
1976-12-06,2.898438
1976-12-07,2.835938
1976-12-08,2.867188
