Date,BLL
1973-02-21,0.27929699999999996
1973-02-22,0.275391
1973-02-23,0.26367199999999996
1973-02-26,0.248047
1973-02-27,0.248047
1973-02-28,0.253906
1973-03-01,0.25
1973-03-02,0.25195300000000004
1973-03-05,0.255859
1973-03-06,0.265625
1973-03-07,0.265625
1973-03-08,0.265625
1973-03-09,0.255859
1973-03-12,0.25195300000000004
1973-03-13,0.25195300000000004
1973-03-14,0.253906
1973-03-15,0.253906
1973-03-16,0.25195300000000004
1973-03-19,0.25
1973-03-20,0.25
1973-03-21,0.25
1973-03-22,0.236328
1973-03-23,0.236328
1973-03-26,0.236328
1973-03-27,0.236328
1973-03-28,0.224609
1973-03-29,0.238281
1973-03-30,0.253906
1973-04-02,0.248047
1973-04-03,0.244141
1973-04-04,0.257813
1973-04-05,0.257813
1973-04-06,0.253906
1973-04-09,0.255859
1973-04-10,0.257813
1973-04-11,0.26757800000000004
1973-04-12,0.26757800000000004
1973-04-13,0.271484
1973-04-16,0.271484
1973-04-17,0.271484
1973-04-18,0.277344
1973-04-19,0.277344
1973-04-23,0.277344
1973-04-24,0.28125
1973-04-25,0.277344
1973-04-26,0.277344
1973-04-27,0.269531
1973-04-30,0.265625
1973-05-01,0.257813
1973-05-02,0.259766
1973-05-03,0.253906
1973-05-04,0.255859
1973-05-07,0.255859
1973-05-08,0.257813
1973-05-09,0.253906
1973-05-10,0.253906
1973-05-11,0.25195300000000004
1973-05-14,0.22656300000000001
1973-05-15,0.222656
1973-05-16,0.222656
1973-05-17,0.203125
1973-05-18,0.191406
1973-05-21,0.19531300000000001
1973-05-22,0.199219
1973-05-23,0.21093800000000001
1973-05-24,0.21875
1973-05-25,0.22656300000000001
1973-05-29,0.222656
1973-05-30,0.222656
1973-05-31,0.21875
1973-06-01,0.207031
1973-06-04,0.207031
1973-06-05,0.207031
1973-06-06,0.203125
1973-06-07,0.207031
1973-06-08,0.21093800000000001
1973-06-11,0.203125
1973-06-12,0.203125
1973-06-13,0.203125
1973-06-14,0.203125
1973-06-15,0.201172
1973-06-18,0.199219
1973-06-19,0.19531300000000001
1973-06-20,0.19531300000000001
1973-06-21,0.189453
1973-06-22,0.189453
1973-06-25,0.183594
1973-06-26,0.167969
1973-06-27,0.154297
1973-06-28,0.158203
1973-06-29,0.16406300000000001
1973-07-02,0.16406300000000001
1973-07-03,0.167969
1973-07-05,0.169922
1973-07-06,0.177734
1973-07-09,0.175781
1973-07-10,0.167969
1973-07-11,0.177734
1973-07-12,0.17968800000000001
1973-07-13,0.177734
1973-07-16,0.17968800000000001
1973-07-17,0.181641
1973-07-18,0.177734
1973-07-19,0.175781
1973-07-20,0.173828
1973-07-23,0.17968800000000001
1973-07-24,0.199219
1973-07-25,0.21875
1973-07-26,0.21875
1973-07-27,0.1875
1973-07-30,0.175781
1973-07-31,0.175781
1973-08-01,0.167969
1973-08-02,0.167969
1973-08-03,0.167969
1973-08-06,0.169922
1973-08-07,0.167969
1973-08-08,0.166016
1973-08-09,0.167969
1973-08-10,0.16406300000000001
1973-08-13,0.166016
1973-08-14,0.166016
1973-08-15,0.167969
1973-08-16,0.171875
1973-08-17,0.171875
1973-08-20,0.171875
1973-08-21,0.162109
1973-08-22,0.154297
1973-08-23,0.160156
1973-08-24,0.162109
1973-08-27,0.16406300000000001
1973-08-28,0.166016
1973-08-29,0.169922
1973-08-30,0.19531300000000001
1973-08-31,0.19531300000000001
1973-09-04,0.208984
1973-09-05,0.208984
1973-09-06,0.203125
1973-09-07,0.207031
1973-09-10,0.208984
1973-09-11,0.207031
1973-09-12,0.201172
1973-09-13,0.199219
1973-09-14,0.203125
1973-09-17,0.207031
1973-09-18,0.205078
1973-09-19,0.207031
1973-09-20,0.208984
1973-09-21,0.212891
1973-09-24,0.214844
1973-09-25,0.212891
1973-09-26,0.216797
1973-09-27,0.214844
1973-09-28,0.212891
1973-10-01,0.214844
1973-10-02,0.21093800000000001
1973-10-03,0.201172
1973-10-04,0.201172
1973-10-05,0.203125
1973-10-08,0.203125
1973-10-09,0.203125
1973-10-10,0.201172
1973-10-11,0.201172
1973-10-12,0.207031
1973-10-15,0.207031
1973-10-16,0.208984
1973-10-17,0.207031
1973-10-18,0.205078
1973-10-19,0.207031
1973-10-22,0.205078
1973-10-23,0.205078
1973-10-24,0.203125
1973-10-25,0.205078
1973-10-26,0.207031
1973-10-29,0.199219
1973-10-30,0.193359
1973-10-31,0.191406
1973-11-01,0.189453
1973-11-02,0.189453
1973-11-05,0.17968800000000001
1973-11-06,0.175781
1973-11-07,0.175781
1973-11-08,0.17968800000000001
1973-11-09,0.175781
1973-11-12,0.181641
1973-11-13,0.177734
1973-11-14,0.171875
1973-11-15,0.166016
1973-11-16,0.158203
1973-11-19,0.14843800000000001
1973-11-20,0.136719
1973-11-21,0.140625
1973-11-23,0.140625
1973-11-26,0.125
1973-11-27,0.134766
1973-11-28,0.144531
1973-11-29,0.140625
1973-11-30,0.144531
1973-12-03,0.144531
1973-12-04,0.144531
1973-12-05,0.14843800000000001
1973-12-06,0.160156
1973-12-07,0.150391
1973-12-10,0.154297
1973-12-11,0.150391
1973-12-12,0.144531
1973-12-13,0.136719
1973-12-14,0.134766
1973-12-17,0.134766
1973-12-18,0.134766
1973-12-19,0.134766
1973-12-20,0.134766
1973-12-21,0.134766
1973-12-24,0.134766
1973-12-26,0.136719
1973-12-27,0.13281300000000001
1973-12-28,0.136719
1973-12-31,0.13281300000000001
1974-01-02,0.136719
1974-01-03,0.140625
1974-01-04,0.146484
1974-01-07,0.150391
1974-01-08,0.144531
1974-01-09,0.144531
1974-01-10,0.144531
1974-01-11,0.14843800000000001
1974-01-14,0.15625
1974-01-15,0.175781
1974-01-16,0.193359
1974-01-17,0.216797
1974-01-18,0.203125
1974-01-21,0.207031
1974-01-22,0.201172
1974-01-23,0.19531300000000001
1974-01-24,0.189453
1974-01-25,0.189453
1974-01-28,0.189453
1974-01-29,0.181641
1974-01-30,0.1875
1974-01-31,0.185547
1974-02-01,0.1875
1974-02-04,0.17968800000000001
1974-02-05,0.177734
1974-02-06,0.181641
1974-02-07,0.17968800000000001
1974-02-08,0.17968800000000001
1974-02-11,0.167969
1974-02-12,0.162109
1974-02-13,0.167969
1974-02-14,0.173828
1974-02-15,0.183594
1974-02-19,0.173828
1974-02-20,0.181641
1974-02-21,0.183594
1974-02-22,0.181641
1974-02-25,0.183594
1974-02-26,0.183594
1974-02-27,0.181641
1974-02-28,0.183594
1974-03-01,0.17968800000000001
1974-03-04,0.175781
1974-03-05,0.171875
1974-03-06,0.171875
1974-03-07,0.171875
1974-03-08,0.175781
1974-03-11,0.175781
1974-03-12,0.173828
1974-03-13,0.175781
1974-03-14,0.175781
1974-03-15,0.17968800000000001
1974-03-18,0.17968800000000001
1974-03-19,0.175781
1974-03-20,0.177734
1974-03-21,0.177734
1974-03-22,0.173828
1974-03-25,0.171875
1974-03-26,0.167969
1974-03-27,0.167969
1974-03-28,0.167969
1974-03-29,0.166016
1974-04-01,0.169922
1974-04-02,0.169922
1974-04-03,0.169922
1974-04-04,0.167969
1974-04-05,0.166016
1974-04-08,0.166016
1974-04-09,0.166016
1974-04-10,0.166016
1974-04-11,0.166016
1974-04-15,0.166016
1974-04-16,0.166016
1974-04-17,0.167969
1974-04-18,0.166016
1974-04-19,0.169922
1974-04-22,0.167969
1974-04-23,0.16406300000000001
