Date,EMR
1973-05-03,3.380208
1973-05-04,3.520833
1973-05-07,3.541667
1973-05-08,3.520833
1973-05-09,3.552083
1973-05-10,3.567708
1973-05-11,3.567708
1973-05-14,3.53125
1973-05-15,3.520833
1973-05-16,3.432292
1973-05-17,3.401042
1973-05-18,3.369792
1973-05-21,3.3125
1973-05-22,3.359375
1973-05-23,3.390625
1973-05-24,3.489583
1973-05-25,3.630208
1973-05-29,3.661458
1973-05-30,3.640625
1973-05-31,3.598958
1973-06-01,3.541667
1973-06-04,3.489583
1973-06-05,3.53125
1973-06-06,3.520833
1973-06-07,3.520833
1973-06-08,3.541667
1973-06-11,3.541667
1973-06-12,3.541667
1973-06-13,3.520833
1973-06-14,3.489583
1973-06-15,3.458333
1973-06-18,3.411458
1973-06-19,3.390625
1973-06-20,3.46875
1973-06-21,3.489583
1973-06-22,3.520833
1973-06-25,3.447917
1973-06-26,3.46875
1973-06-27,3.479167
1973-06-28,3.598958
1973-06-29,3.609375
1973-07-02,3.5
1973-07-03,3.458333
1973-07-05,3.447917
1973-07-06,3.411458
1973-07-09,3.5
1973-07-10,3.567708
1973-07-11,3.651042
1973-07-12,3.609375
1973-07-13,3.619792
1973-07-16,3.661458
1973-07-17,3.708333
1973-07-18,3.71875
1973-07-19,3.708333
1973-07-20,3.770833
1973-07-23,3.791667
1973-07-24,3.760417
1973-07-25,3.828125
1973-07-26,3.890625
1973-07-27,3.859375
1973-07-30,3.828125
1973-07-31,3.75
1973-08-01,3.729167
1973-08-02,3.770833
1973-08-03,3.791667
1973-08-06,3.791667
1973-08-07,3.791667
1973-08-08,3.760417
1973-08-09,3.817708
1973-08-10,3.828125
1973-08-13,3.802083
1973-08-14,3.791667
1973-08-15,3.802083
1973-08-16,3.739583
1973-08-17,3.71875
1973-08-20,3.682292
1973-08-21,3.635417
1973-08-22,3.614583
1973-08-23,3.729167
1973-08-24,3.833333
1973-08-27,3.822917
1973-08-28,3.885417
1973-08-29,3.927083
1973-08-30,3.90625
1973-08-31,3.822917
1973-09-04,3.864583
1973-09-05,3.75
1973-09-06,3.885417
1973-09-07,3.864583
1973-09-10,3.770833
1973-09-11,3.791667
1973-09-12,3.822917
1973-09-13,3.864583
1973-09-14,3.864583
1973-09-17,3.875
1973-09-18,3.864583
1973-09-19,3.822917
1973-09-20,3.760417
1973-09-21,3.885417
1973-09-24,3.833333
1973-09-25,3.916667
1973-09-26,3.916667
1973-09-27,3.958333
1973-09-28,3.927083
1973-10-01,3.989583
1973-10-02,4.1145830000000005
1973-10-03,4.1770830000000005
1973-10-04,4.1145830000000005
1973-10-05,4.1354169999999995
1973-10-08,4.1458330000000005
1973-10-09,4.1770830000000005
1973-10-10,4.1458330000000005
1973-10-11,4.3229169999999995
1973-10-12,4.3645830000000005
1973-10-15,4.3958330000000005
1973-10-16,4.4270830000000005
1973-10-17,4.4166669999999995
1973-10-18,4.3125
1973-10-19,4.3333330000000005
1973-10-22,4.3333330000000005
1973-10-23,4.3229169999999995
1973-10-24,4.2604169999999995
1973-10-25,4.2291669999999995
1973-10-26,4.1354169999999995
1973-10-29,4.1354169999999995
1973-10-30,4.1354169999999995
1973-10-31,4.1770830000000005
1973-11-01,4.1770830000000005
1973-11-02,4.1666669999999995
1973-11-05,4.1145830000000005
1973-11-06,4.0416669999999995
1973-11-07,4.0833330000000005
1973-11-08,4.1145830000000005
1973-11-09,4.0208330000000005
1973-11-12,4.0416669999999995
1973-11-13,4.0416669999999995
1973-11-14,3.885417
1973-11-15,3.822917
1973-11-16,3.802083
1973-11-19,3.770833
1973-11-20,3.635417
1973-11-21,3.729167
1973-11-23,3.708333
1973-11-26,3.604167
1973-11-27,3.625
1973-11-28,3.739583
1973-11-29,3.71875
1973-11-30,3.729167
1973-12-03,3.697917
1973-12-04,3.697917
1973-12-05,3.729167
1973-12-06,3.770833
1973-12-07,3.770833
1973-12-10,3.770833
1973-12-11,3.822917
1973-12-12,3.729167
1973-12-13,3.458333
1973-12-14,3.25
1973-12-17,3.1875
1973-12-18,3.354167
1973-12-19,3.322917
1973-12-20,3.322917
1973-12-21,3.25
1973-12-24,3.125
1973-12-26,3.197917
1973-12-27,3.583333
1973-12-28,3.614583
1973-12-31,3.625
1974-01-02,3.614583
1974-01-03,3.739583
1974-01-04,3.6875
1974-01-07,3.572917
1974-01-08,3.53125
1974-01-09,3.489583
1974-01-10,3.354167
1974-01-11,3.302083
1974-01-14,3.25
1974-01-15,3.322917
1974-01-16,3.364583
1974-01-17,3.4375
1974-01-18,3.458333
1974-01-21,3.489583
1974-01-22,3.614583
1974-01-23,3.677083
1974-01-24,3.614583
1974-01-25,3.677083
1974-01-28,3.604167
1974-01-29,3.635417
1974-01-30,3.625
1974-01-31,3.635417
1974-02-01,3.583333
1974-02-04,3.552083
1974-02-05,3.552083
1974-02-06,3.572917
1974-02-07,3.604167
1974-02-08,3.552083
1974-02-11,3.510417
1974-02-12,3.53125
1974-02-13,3.583333
1974-02-14,3.4375
1974-02-15,3.333333
1974-02-19,3.229167
1974-02-20,3.239583
1974-02-21,3.25
1974-02-22,3.333333
1974-02-25,3.291667
1974-02-26,3.302083
1974-02-27,3.260417
1974-02-28,3.239583
1974-03-01,3.197917
1974-03-04,3.166667
1974-03-05,3.25
1974-03-06,3.354167
1974-03-07,3.322917
1974-03-08,3.322917
1974-03-11,3.333333
1974-03-12,3.364583
1974-03-13,3.458333
1974-03-14,3.572917
1974-03-15,3.614583
1974-03-18,3.458333
1974-03-19,3.4375
1974-03-20,3.479167
1974-03-21,3.552083
1974-03-22,3.583333
1974-03-25,3.552083
1974-03-26,3.552083
1974-03-27,3.510417
1974-03-28,3.4375
1974-03-29,3.479167
1974-04-01,3.4375
1974-04-02,3.4375
1974-04-03,3.5
1974-04-04,3.489583
1974-04-05,3.385417
1974-04-08,3.354167
1974-04-09,3.385417
1974-04-10,3.427083
1974-04-11,3.40625
1974-04-15,3.447917
1974-04-16,3.510417
1974-04-17,3.53125
1974-04-18,3.541667
1974-04-19,3.510417
1974-04-22,3.520833
1974-04-23,3.447917
1974-04-24,3.40625
1974-04-25,3.46875
1974-04-26,3.46875
1974-04-29,3.447917
1974-04-30,3.4375
1974-05-01,3.5
1974-05-02,3.479167
1974-05-03,3.458333
1974-05-06,3.447917
1974-05-07,3.447917
1974-05-08,3.4375
1974-05-09,3.322917
1974-05-10,3.427083
1974-05-13,3.40625
1974-05-14,3.416667
1974-05-15,3.385417
1974-05-16,3.385417
1974-05-17,3.385417
1974-05-20,3.322917
1974-05-21,3.322917
1974-05-22,3.333333
1974-05-23,3.354167
1974-05-24,3.333333
1974-05-28,3.333333
1974-05-29,3.322917
1974-05-30,3.333333
1974-05-31,3.291667
1974-06-03,3.21875
1974-06-04,3.322917
1974-06-05,3.322917
1974-06-06,3.385417
1974-06-07,3.354167
1974-06-10,3.302083
1974-06-11,3.322917
1974-06-12,3.291667
1974-06-13,3.322917
1974-06-14,3.322917
1974-06-17,3.302083
1974-06-18,3.322917
1974-06-19,3.322917
1974-06-20,3.333333
1974-06-21,3.239583
1974-06-24,3.15625
1974-06-25,3.135417
1974-06-26,3.135417
1974-06-27,3.0
1974-06-28,2.875
1974-07-01,2.864583
1974-07-02,2.78125
1974-07-03,2.885417
1974-07-05,2.854167
1974-07-08,2.75
1974-07-09,2.833333
1974-07-10,2.833333
1974-07-11,2.833333
1974-07-12,3.0
1974-07-15,3.010417
1974-07-16,2.958333
1974-07-17,2.96875
1974-07-18,2.875
1974-07-19,2.9375
1974-07-22,2.90625
1974-07-23,2.958333
1974-07-24,2.947917
1974-07-25,2.9375
1974-07-26,2.75
1974-07-29,2.635417
1974-07-30,2.614583
1974-07-31,2.614583
1974-08-01,2.635417
1974-08-02,2.635417
1974-08-05,2.666667
1974-08-06,2.666667
1974-08-07,2.708333
1974-08-08,2.635417
1974-08-09,2.583333
1974-08-12,2.53125
1974-08-13,2.510417
1974-08-14,2.479167
1974-08-15,2.53125
1974-08-16,2.4375
1974-08-19,2.333333
1974-08-20,2.322917
1974-08-21,2.083333
1974-08-22,1.833333
1974-08-23,1.885417
1974-08-26,1.979167
1974-08-27,1.979167
1974-08-28,2.0625
1974-08-29,2.03125
1974-08-30,2.135417
1974-09-03,2.135417
1974-09-04,2.072917
1974-09-05,2.052083
1974-09-06,2.15625
1974-09-09,2.15625
1974-09-10,2.208333
1974-09-11,2.197917
1974-09-12,2.072917
1974-09-13,1.96875
1974-09-16,2.03125
1974-09-17,2.041667
1974-09-18,2.041667
1974-09-19,2.166667
1974-09-20,2.114583
1974-09-23,2.072917
1974-09-24,2.041667
1974-09-25,2.010417
1974-09-26,1.90625
1974-09-27,1.875
1974-09-30,1.90625
1974-10-01,1.9375
1974-10-02,1.916667
1974-10-03,1.854167
1974-10-04,1.8125
1974-10-07,1.885417
1974-10-08,1.916667
1974-10-09,2.052083
1974-10-10,2.229167
1974-10-11,2.354167
1974-10-14,2.385417
1974-10-15,2.260417
1974-10-16,2.229167
1974-10-17,2.291667
1974-10-18,2.375
1974-10-21,2.5
1974-10-22,2.583333
1974-10-23,2.489583
1974-10-24,2.458333
1974-10-25,2.458333
1974-10-28,2.385417
1974-10-29,2.4375
1974-10-30,2.604167
1974-10-31,2.541667
1974-11-01,2.5
1974-11-04,2.416667
1974-11-05,2.520833
1974-11-06,2.510417
1974-11-07,2.333333
1974-11-08,2.4375
1974-11-11,2.385417
1974-11-12,2.354167
1974-11-13,2.375
1974-11-14,2.416667
1974-11-15,2.322917
1974-11-18,2.21875
1974-11-19,2.166667
1974-11-20,2.166667
1974-11-21,2.208333
1974-11-22,2.229167
1974-11-25,2.239583
1974-11-26,2.239583
1974-11-27,2.239583
1974-11-29,2.208333
1974-12-02,2.104167
1974-12-03,2.072917
1974-12-04,2.072917
1974-12-05,2.010417
1974-12-06,1.854167
1974-12-09,2.041667
1974-12-10,2.0625
1974-12-11,2.0625
1974-12-12,2.083333
1974-12-13,2.052083
1974-12-16,2.03125
1974-12-17,2.0
1974-12-18,1.989583
1974-12-19,1.979167
1974-12-20,1.90625
1974-12-23,1.916667
1974-12-24,1.979167
1974-12-26,1.958333
1974-12-27,2.0
1974-12-30,1.916667
1974-12-31,2.041667
1975-01-02,2.072917
1975-01-03,2.072917
1975-01-06,2.114583
1975-01-07,2.166667
1975-01-08,2.135417
1975-01-09,2.229167
1975-01-10,2.135417
1975-01-13,2.0625
1975-01-14,2.0
1975-01-15,2.104167
1975-01-16,2.104167
1975-01-17,2.072917
1975-01-20,2.041667
1975-01-21,2.072917
1975-01-22,2.041667
1975-01-23,2.083333
1975-01-24,2.104167
1975-01-27,2.229167
1975-01-28,2.291667
1975-01-29,2.354167
1975-01-30,2.333333
1975-01-31,2.458333
1975-02-03,2.416667
1975-02-04,2.416667
1975-02-05,2.489583
1975-02-06,2.479167
1975-02-07,2.479167
1975-02-10,2.5
1975-02-11,2.510417
1975-02-12,2.520833
1975-02-13,2.520833
1975-02-14,2.552083
1975-02-18,2.520833
1975-02-19,2.583333
1975-02-20,2.697917
1975-02-21,2.75
1975-02-24,2.822917
1975-02-25,2.729167
1975-02-26,2.6875
1975-02-27,2.708333
1975-02-28,2.78125
1975-03-03,2.854167
1975-03-04,2.90625
1975-03-05,2.864583
1975-03-06,2.854167
1975-03-07,2.854167
1975-03-10,2.833333
1975-03-11,2.770833
1975-03-12,2.760417
1975-03-13,2.71875
1975-03-14,2.739583
1975-03-17,2.75
1975-03-18,2.75
1975-03-19,2.75
1975-03-20,2.708333
1975-03-21,2.697917
1975-03-24,2.604167
1975-03-25,2.625
1975-03-26,2.583333
1975-03-27,2.604167
1975-03-31,2.604167
1975-04-01,2.572917
1975-04-02,2.520833
1975-04-03,2.5
1975-04-04,2.458333
1975-04-07,2.4375
1975-04-08,2.416667
1975-04-09,2.53125
1975-04-10,2.71875
1975-04-11,2.71875
1975-04-14,2.791667
1975-04-15,2.75
1975-04-16,2.822917
1975-04-17,2.885417
1975-04-18,2.916667
1975-04-21,3.03125
1975-04-22,2.947917
1975-04-23,2.979167
1975-04-24,2.791667
1975-04-25,2.802083
1975-04-28,2.770833
1975-04-29,2.729167
1975-04-30,2.833333
1975-05-01,2.885417
1975-05-02,2.90625
1975-05-05,2.90625
1975-05-06,2.90625
1975-05-07,2.875
1975-05-08,2.916667
1975-05-09,2.989583
1975-05-12,3.041667
1975-05-13,3.135417
1975-05-14,3.21875
1975-05-15,3.239583
1975-05-16,3.166667
1975-05-19,3.104167
1975-05-20,3.104167
1975-05-21,3.1875
1975-05-22,3.208333
1975-05-23,3.291667
1975-05-27,3.354167
1975-05-28,3.260417
1975-05-29,3.270833
1975-05-30,3.302083
1975-06-02,3.302083
1975-06-03,3.291667
1975-06-04,3.291667
1975-06-05,3.302083
1975-06-06,3.208333
1975-06-09,3.166667
1975-06-10,3.114583
1975-06-11,3.135417
1975-06-12,3.125
1975-06-13,3.104167
1975-06-16,3.1875
1975-06-17,3.125
1975-06-18,3.135417
1975-06-19,3.166667
1975-06-20,3.229167
1975-06-23,3.291667
1975-06-24,3.322917
1975-06-25,3.322917
1975-06-26,3.291667
1975-06-27,3.322917
1975-06-30,3.333333
1975-07-01,3.322917
1975-07-02,3.333333
1975-07-03,3.270833
1975-07-07,3.229167
1975-07-08,3.21875
1975-07-09,3.302083
1975-07-10,3.291667
1975-07-11,3.229167
1975-07-14,3.270833
1975-07-15,3.375
1975-07-16,3.354167
1975-07-17,3.25
1975-07-18,3.229167
1975-07-21,3.208333
1975-07-22,3.21875
1975-07-23,3.135417
1975-07-24,3.15625
1975-07-25,3.135417
1975-07-28,3.135417
1975-07-29,3.125
1975-07-30,3.15625
1975-07-31,3.083333
1975-08-01,2.979167
1975-08-04,2.916667
1975-08-05,2.916667
1975-08-06,2.885417
1975-08-07,2.885417
1975-08-08,2.916667
1975-08-11,2.916667
1975-08-12,2.916667
1975-08-13,2.916667
1975-08-14,2.989583
1975-08-15,2.989583
1975-08-18,3.0
1975-08-19,2.947917
1975-08-20,2.885417
1975-08-21,2.875
1975-08-22,2.916667
1975-08-25,2.958333
1975-08-26,2.958333
1975-08-27,2.916667
1975-08-28,2.947917
1975-08-29,2.916667
1975-09-02,2.90625
1975-09-03,2.947917
1975-09-04,2.916667
1975-09-05,2.916667
1975-09-08,2.947917
1975-09-09,2.947917
1975-09-10,2.833333
1975-09-11,2.75
1975-09-12,2.75
1975-09-15,2.75
1975-09-16,2.75
1975-09-17,2.791667
1975-09-18,2.802083
1975-09-19,2.802083
1975-09-22,2.854167
1975-09-23,2.770833
1975-09-24,2.791667
1975-09-25,2.854167
1975-09-26,2.875
1975-09-29,2.875
1975-09-30,2.822917
1975-10-01,2.770833
1975-10-02,2.791667
1975-10-03,2.791667
1975-10-06,2.885417
1975-10-07,2.875
1975-10-08,2.885417
1975-10-09,2.916667
1975-10-10,2.885417
1975-10-13,2.90625
1975-10-14,2.875
1975-10-15,2.885417
1975-10-16,2.885417
1975-10-17,2.875
1975-10-20,2.885417
1975-10-21,2.916667
1975-10-22,2.9375
1975-10-23,2.958333
1975-10-24,2.958333
1975-10-27,2.916667
1975-10-28,2.9375
1975-10-29,2.90625
1975-10-30,2.916667
1975-10-31,2.885417
1975-11-03,2.875
1975-11-04,2.885417
1975-11-05,2.885417
1975-11-06,2.90625
1975-11-07,2.916667
1975-11-10,2.916667
1975-11-11,2.916667
1975-11-12,2.96875
1975-11-13,3.0
1975-11-14,3.041667
1975-11-17,3.041667
1975-11-18,3.052083
1975-11-19,3.041667
1975-11-20,3.072917
1975-11-21,3.15625
1975-11-24,3.166667
1975-11-25,3.166667
1975-11-26,3.15625
1975-11-28,3.166667
1975-12-01,3.114583
1975-12-02,3.072917
1975-12-03,2.9375
1975-12-04,2.9375
1975-12-05,2.90625
1975-12-08,2.916667
1975-12-09,2.885417
1975-12-10,2.854167
1975-12-11,2.854167
1975-12-12,2.833333
1975-12-15,2.822917
1975-12-16,2.833333
1975-12-17,2.885417
1975-12-18,2.90625
1975-12-19,2.916667
1975-12-22,2.885417
1975-12-23,2.854167
1975-12-24,2.90625
1975-12-26,2.916667
1975-12-29,2.885417
1975-12-30,2.854167
1975-12-31,2.864583
1976-01-02,2.864583
1976-01-05,2.875
1976-01-06,2.90625
1976-01-07,2.9375
1976-01-08,3.03125
1976-01-09,3.052083
1976-01-12,3.208333
1976-01-13,3.208333
1976-01-14,3.229167
1976-01-15,3.270833
1976-01-16,3.260417
1976-01-19,3.333333
1976-01-20,3.416667
1976-01-21,3.333333
1976-01-22,3.322917
1976-01-23,3.333333
1976-01-26,3.322917
1976-01-27,3.28125
1976-01-28,3.229167
1976-01-29,3.208333
1976-01-30,3.208333
1976-02-02,3.1875
1976-02-03,3.197917
1976-02-04,3.177083
1976-02-05,3.135417
1976-02-06,3.15625
1976-02-09,3.166667
1976-02-10,3.135417
1976-02-11,3.166667
1976-02-12,3.15625
1976-02-13,3.15625
1976-02-17,3.114583
1976-02-18,3.104167
1976-02-19,3.135417
1976-02-20,3.135417
1976-02-23,3.135417
1976-02-24,3.177083
1976-02-25,3.1875
1976-02-26,3.177083
1976-02-27,3.166667
1976-03-01,3.125
1976-03-02,3.135417
1976-03-03,3.15625
1976-03-04,3.135417
1976-03-05,3.135417
1976-03-08,3.166667
1976-03-09,3.25
1976-03-10,3.302083
1976-03-11,3.28125
1976-03-12,3.177083
1976-03-15,3.15625
1976-03-16,3.135417
1976-03-17,3.104167
1976-03-18,3.114583
1976-03-19,3.104167
1976-03-22,3.114583
1976-03-23,3.135417
1976-03-24,3.322917
1976-03-25,3.28125
1976-03-26,3.15625
1976-03-29,3.177083
1976-03-30,3.15625
1976-03-31,3.135417
1976-04-01,3.104167
1976-04-02,3.072917
1976-04-05,3.104167
1976-04-06,3.083333
1976-04-07,3.114583
1976-04-08,3.083333
1976-04-09,3.114583
1976-04-12,3.104167
1976-04-13,3.104167
1976-04-14,3.104167
1976-04-15,3.104167
1976-04-19,3.135417
1976-04-20,3.135417
1976-04-21,3.1875
1976-04-22,3.229167
1976-04-23,3.208333
1976-04-26,3.270833
1976-04-27,3.291667
1976-04-28,3.260417
1976-04-29,3.239583
1976-04-30,3.25
1976-05-03,3.239583
1976-05-04,3.21875
1976-05-05,3.21875
1976-05-06,3.270833
1976-05-07,3.260417
1976-05-10,3.333333
1976-05-11,3.291667
1976-05-12,3.322917
1976-05-13,3.28125
1976-05-14,3.21875
1976-05-17,3.166667
1976-05-18,3.197917
1976-05-19,3.135417
1976-05-20,3.177083
1976-05-21,3.21875
1976-05-24,3.135417
1976-05-25,3.083333
1976-05-26,3.135417
1976-05-27,3.135417
1976-05-28,3.15625
1976-06-01,3.166667
1976-06-02,3.135417
1976-06-03,3.104167
1976-06-04,3.083333
1976-06-07,3.03125
1976-06-08,3.041667
1976-06-09,3.041667
1976-06-10,3.010417
1976-06-11,3.125
1976-06-14,3.135417
1976-06-15,3.15625
1976-06-16,3.166667
1976-06-17,3.260417
1976-06-18,3.28125
1976-06-21,3.239583
1976-06-22,3.239583
1976-06-23,3.166667
1976-06-24,3.135417
1976-06-25,3.104167
1976-06-28,3.104167
1976-06-29,3.104167
1976-06-30,3.135417
1976-07-01,3.083333
1976-07-02,3.125
1976-07-06,3.083333
1976-07-07,3.072917
1976-07-08,3.125
1976-07-09,3.166667
1976-07-12,3.1875
1976-07-13,3.197917
1976-07-14,3.260417
1976-07-15,3.260417
1976-07-16,3.25
1976-07-19,3.270833
1976-07-20,3.197917
1976-07-21,3.197917
1976-07-22,3.1875
1976-07-23,3.177083
1976-07-26,3.177083
1976-07-27,3.125
1976-07-28,3.083333
1976-07-29,3.104167
1976-07-30,3.104167
1976-08-02,3.114583
1976-08-03,3.135417
1976-08-04,3.125
1976-08-05,3.104167
1976-08-06,3.104167
1976-08-09,3.104167
1976-08-10,3.104167
1976-08-11,3.104167
1976-08-12,3.104167
1976-08-13,3.135417
1976-08-16,3.083333
1976-08-17,3.114583
1976-08-18,3.072917
1976-08-19,2.979167
1976-08-20,2.958333
1976-08-23,2.958333
1976-08-24,2.916667
1976-08-25,2.96875
1976-08-26,2.96875
1976-08-27,2.979167
1976-08-30,2.96875
1976-08-31,3.0
1976-09-01,3.020833
1976-09-02,3.03125
1976-09-03,3.020833
1976-09-07,3.041667
1976-09-08,3.083333
1976-09-09,3.083333
1976-09-10,3.114583
1976-09-13,3.125
1976-09-14,3.104167
1976-09-15,3.104167
1976-09-16,3.072917
1976-09-17,3.052083
1976-09-20,3.03125
1976-09-21,3.104167
1976-09-22,3.135417
1976-09-23,3.104167
1976-09-24,3.135417
1976-09-27,3.104167
1976-09-28,3.083333
1976-09-29,3.052083
1976-09-30,3.041667
1976-10-01,3.072917
1976-10-04,3.104167
1976-10-05,3.072917
1976-10-06,3.072917
1976-10-07,3.104167
1976-10-08,3.041667
1976-10-11,3.020833
1976-10-12,2.958333
1976-10-13,3.010417
1976-10-14,2.958333
1976-10-15,2.916667
1976-10-18,2.989583
1976-10-19,3.020833
1976-10-20,3.052083
1976-10-21,3.072917
1976-10-22,3.020833
1976-10-25,2.96875
1976-10-26,2.96875
1976-10-27,2.989583
1976-10-28,2.989583
1976-10-29,2.989583
1976-11-01,2.979167
1976-11-03,2.989583
1976-11-04,2.979167
1976-11-05,2.958333
1976-11-08,2.916667
1976-11-09,2.958333
1976-11-10,2.979167
1976-11-11,2.979167
1976-11-12,2.916667
1976-11-15,2.916667
1976-11-16,2.916667
1976-11-17,2.947917
1976-11-18,2.947917
1976-11-19,2.9375
1976-11-22,2.958333
1976-11-23,2.916667
1976-11-24,3.0
1976-11-26,3.072917
1976-11-29,3.041667
1976-11-30,3.010417
1976-12-01,2.989583
1976-12-02,3.0
1976-12-03,2.958333
1976-12-06,2.96875
1976-12-07,2.916667
1976-12-08,3.020833
1976-12-09,2.96875
1976-12-10,2.979167
1976-12-13,2.989583
1976-12-14,2.979167
1976-12-15,2.989583
1976-12-16,2.9375
1976-12-17,2.9375
1976-12-20,2.885417
1976-12-21,2.822917
1976-12-22,2.854167
1976-12-23,2.864583
1976-12-27,2.875
1976-12-28,2.875
1976-12-29,2.885417
1976-12-30,2.854167
1976-12-31,2.875
1977-01-03,2.958333
1977-01-04,2.96875
1977-01-05,2.90625
1977-01-06,2.885417
1977-01-07,2.875
1977-01-10,2.875
