Date,OKE
1980-10-01,3.885046
1980-10-02,4.21336
1980-10-03,4.281759
1980-10-06,4.158641
1980-10-07,4.076563
1980-10-08,4.19968
1980-10-09,4.227040000000001
1980-10-10,4.309118
1980-10-13,4.391197
1980-10-14,4.5416739999999995
1980-10-15,4.404877
1980-10-16,4.363837
1980-10-17,4.596393
1980-10-20,4.7468699999999995
1980-10-21,4.5416739999999995
1980-10-22,4.5416739999999995
1980-10-23,4.651112
1980-10-24,4.569033999999999
1980-10-27,4.432236
1980-10-28,4.486955
1980-10-29,4.404877
1980-10-30,4.268079
1980-10-31,4.377517
1980-11-03,4.268079
1980-11-05,4.309118
1980-11-06,4.172321
1980-11-07,4.090242
1980-11-10,4.131282
1980-11-11,4.172321
1980-11-12,4.350158
1980-11-13,4.459596
1980-11-14,4.6374319999999996
1980-11-17,4.569033999999999
1980-11-18,4.705831
1980-11-19,4.78791
1980-11-20,4.7468699999999995
1980-11-21,4.651112
1980-11-24,4.569033999999999
1980-11-25,4.6374319999999996
1980-11-26,4.596393
1980-11-28,4.555354
1980-12-01,4.514315
1980-12-02,4.582713
1980-12-03,4.569033999999999
1980-12-04,4.5416739999999995
1980-12-05,4.514315
1980-12-08,4.336478
1980-12-09,4.24072
1980-12-10,4.131282
1980-12-11,3.912406
1980-12-12,3.926086
1980-12-15,4.186001
1980-12-16,4.076563
1980-12-17,4.117602
1980-12-18,4.172321
1980-12-19,4.19968
1980-12-22,4.186001
1980-12-23,4.172321
1980-12-24,4.131282
1980-12-26,4.103922
1980-12-29,4.144961
1980-12-30,4.131282
1980-12-31,4.131282
1981-01-02,4.186001
1981-01-05,4.350158
1981-01-06,4.445916
1981-01-07,4.309118
1981-01-08,4.281759
1981-01-09,4.336478
1981-01-12,4.418556
1981-01-13,4.336478
1981-01-14,4.309118
1981-01-15,4.309118
1981-01-16,4.336478
1981-01-19,4.295439
1981-01-20,4.281759
1981-01-21,4.227040000000001
1981-01-22,4.158641
1981-01-23,4.131282
1981-01-26,4.090242
1981-01-27,4.19968
1981-01-28,4.186001
1981-01-29,4.19968
1981-01-30,4.268079
1981-02-02,4.158641
1981-02-03,4.144961
1981-02-04,4.035523
1981-02-05,4.062883
1981-02-06,4.131282
1981-02-09,4.144961
1981-02-10,4.076563
1981-02-11,3.939765
1981-02-12,3.8576870000000003
1981-02-13,3.8166480000000003
1981-02-17,3.8166480000000003
1981-02-18,3.802968
1981-02-19,3.802968
1981-02-20,3.7756089999999998
1981-02-23,3.7208900000000003
1981-02-24,3.734569
1981-02-25,3.70721
1981-02-26,3.6935300000000004
1981-02-27,3.70721
1981-03-02,3.802968
1981-03-03,3.885046
1981-03-04,3.885046
1981-03-05,3.7892879999999995
1981-03-06,3.7208900000000003
1981-03-09,3.6935300000000004
1981-03-10,3.734569
1981-03-11,3.5840919999999996
1981-03-12,3.939765
1981-03-13,3.953445
1981-03-16,3.912406
1981-03-17,3.967125
1981-03-18,3.8987260000000004
1981-03-19,3.885046
1981-03-20,3.871367
1981-03-23,3.844007
1981-03-24,3.7619290000000003
1981-03-25,3.70721
1981-03-26,3.570412
1981-03-27,3.734569
1981-03-30,3.7756089999999998
1981-03-31,3.8303279999999997
1981-04-01,4.008164
1981-04-02,4.021844000000001
1981-04-03,3.967125
1981-04-06,3.926086
1981-04-07,3.939765
1981-04-08,3.980805
1981-04-09,3.980805
1981-04-10,3.953445
1981-04-13,3.967125
1981-04-14,3.926086
1981-04-15,3.885046
1981-04-16,3.8303279999999997
1981-04-20,3.7892879999999995
