Date,KMB
1980-03-17,2.501798
1980-03-18,2.479326
1980-03-19,2.464346
1980-03-20,2.389441
1980-03-21,2.396932
1980-03-24,2.381951
1980-03-25,2.396932
1980-03-26,2.419403
1980-03-27,2.419403
1980-03-28,2.426893
1980-03-31,2.411913
1980-04-01,2.441875
1980-04-02,2.426893
1980-04-03,2.426893
1980-04-07,2.3669700000000002
1980-04-08,2.374461
1980-04-09,2.337009
1980-04-10,2.3444990000000003
1980-04-11,2.262105
1980-04-14,2.292066
1980-04-15,2.284576
1980-04-16,2.322028
1980-04-17,2.329518
1980-04-18,2.337009
1980-04-21,2.277085
1980-04-22,2.3070470000000003
1980-04-23,2.284576
1980-04-24,2.3444990000000003
1980-04-25,2.3444990000000003
1980-04-28,2.426893
1980-04-29,2.531759
1980-04-30,2.486817
1980-05-01,2.471836
1980-05-02,2.471836
1980-05-05,2.4493650000000002
1980-05-06,2.479326
1980-05-07,2.471836
1980-05-08,2.441875
1980-05-09,2.4493650000000002
1980-05-12,2.471836
1980-05-13,2.509288
1980-05-14,2.6291349999999998
1980-05-15,2.689058
1980-05-16,2.666587
1980-05-19,2.651606
1980-05-20,2.659096
1980-05-21,2.666587
1980-05-22,2.666587
1980-05-23,2.681568
1980-05-27,2.689058
1980-05-28,2.674077
1980-05-29,2.651606
1980-05-30,2.651606
1980-06-02,2.681568
1980-06-03,2.689058
1980-06-04,2.689058
1980-06-05,2.689058
1980-06-06,2.696548
1980-06-09,2.6291349999999998
1980-06-10,2.636625
1980-06-11,2.651606
1980-06-12,2.651606
1980-06-13,2.636625
1980-06-16,2.696548
1980-06-17,2.734
1980-06-18,2.741491
1980-06-19,2.734
1980-06-20,2.741491
1980-06-23,2.741491
1980-06-24,2.756472
1980-06-25,2.778943
1980-06-26,2.801414
1980-06-27,2.793924
1980-06-30,2.734
1980-07-01,2.793924
1980-07-02,2.801414
1980-07-03,2.876318
1980-07-07,2.89879
1980-07-08,2.921261
1980-07-09,2.891299
1980-07-10,2.846357
1980-07-11,2.853847
1980-07-14,2.846357
1980-07-15,2.8313759999999997
1980-07-16,2.748981
1980-07-17,2.838866
1980-07-18,2.876318
1980-07-21,2.891299
1980-07-22,2.891299
1980-07-23,2.891299
1980-07-24,2.8688279999999997
1980-07-25,2.8089049999999998
1980-07-28,2.8089049999999998
1980-07-29,2.861337
1980-07-30,2.9062799999999998
1980-07-31,2.91377
1980-08-01,2.9287509999999997
1980-08-04,2.891299
1980-08-05,2.876318
1980-08-06,2.853847
1980-08-07,2.9287509999999997
1980-08-08,2.9287509999999997
1980-08-11,2.951222
1980-08-12,2.996165
1980-08-13,3.048598
1980-08-14,3.0261270000000002
1980-08-15,3.08605
1980-08-18,3.09354
1980-08-19,3.056088
1980-08-20,3.08605
1980-08-21,3.078559
1980-08-22,3.09354
1980-08-25,3.145973
1980-08-26,3.145973
1980-08-27,3.1609540000000003
1980-08-28,3.08605
1980-08-29,3.108521
1980-09-02,3.183425
1980-09-03,3.175935
1980-09-04,3.183425
1980-09-05,3.168444
1980-09-08,3.078559
1980-09-09,3.078559
1980-09-10,3.071069
1980-09-11,3.011146
1980-09-12,2.996165
1980-09-15,3.033617
1980-09-16,3.033617
1980-09-17,3.071069
1980-09-18,3.130992
1980-09-19,3.220877
1980-09-22,3.2358580000000003
1980-09-23,3.2358580000000003
1980-09-24,3.175935
1980-09-25,3.116012
1980-09-26,2.958713
1980-09-29,2.9662029999999997
1980-09-30,3.011146
1980-10-01,2.996165
1980-10-02,3.168444
1980-10-03,3.295781
1980-10-06,3.295781
1980-10-07,3.2808010000000003
1980-10-08,3.228368
1980-10-09,3.190916
1980-10-10,3.168444
1980-10-13,3.1609540000000003
1980-10-14,3.168444
1980-10-15,3.1609540000000003
1980-10-16,3.145973
1980-10-17,3.078559
1980-10-20,3.08605
1980-10-21,3.1010310000000003
1980-10-22,3.078559
1980-10-23,3.041107
1980-10-24,3.018636
1980-10-27,2.988674
1980-10-28,2.988674
1980-10-29,2.9662029999999997
1980-10-30,2.958713
1980-10-31,2.9287509999999997
1980-11-03,2.91377
1980-11-05,2.981184
1980-11-06,2.958713
1980-11-07,2.996165
1980-11-10,3.011146
1980-11-11,3.0261270000000002
