Date,BXP
2002-04-05,39.540001000000004
2002-04-08,39.73
2002-04-09,40.470001
2002-04-10,40.900002
2002-04-11,40.900002
2002-04-12,41.549999
2002-04-15,41.029999
2002-04-16,40.099998
2002-04-17,39.450001
2002-04-18,39.349998
2002-04-19,38.900002
2002-04-22,38.650002
2002-04-23,37.880001
2002-04-24,38.73
2002-04-25,38.939999
2002-04-26,38.369999
2002-04-29,38.380001
2002-04-30,38.98
2002-05-01,39.099998
2002-05-02,39.759997999999996
2002-05-03,40.099998
2002-05-06,39.669998
2002-05-07,39.75
2002-05-08,39.450001
2002-05-09,39.099998
2002-05-10,39.119999
2002-05-13,39.5
2002-05-14,39.740002000000004
2002-05-15,40.0
2002-05-16,40.0
2002-05-17,40.450001
2002-05-20,40.259997999999996
2002-05-21,40.349998
2002-05-22,40.32
2002-05-23,40.68
2002-05-24,40.91
2002-05-28,41.080002
2002-05-29,41.110001000000004
2002-05-30,40.93
2002-05-31,41.0
2002-06-03,41.02
2002-06-04,41.259997999999996
2002-06-05,40.950001
2002-06-06,40.73
2002-06-07,40.5
2002-06-10,40.68
2002-06-11,40.700001
2002-06-12,40.73
2002-06-13,40.82
2002-06-14,40.75
2002-06-17,40.599998
2002-06-18,40.400002
2002-06-19,40.080002
2002-06-20,40.369999
2002-06-21,40.799999
2002-06-24,40.849998
2002-06-25,41.0
2002-06-26,40.02
2002-06-27,40.200001
2002-06-28,39.950001
2002-07-01,39.869999
2002-07-02,39.25
2002-07-03,39.009997999999996
2002-07-05,39.299999
2002-07-08,39.0
2002-07-09,38.650002
2002-07-10,38.0
2002-07-11,37.389998999999996
2002-07-12,37.25
2002-07-15,37.25
2002-07-16,37.23
2002-07-17,37.049999
2002-07-18,36.099998
2002-07-19,36.349998
2002-07-22,35.73
2002-07-23,34.98
2002-07-24,34.560001
2002-07-25,34.779999
2002-07-26,35.75
2002-07-29,36.900002
2002-07-30,37.0
2002-07-31,37.299999
2002-08-01,37.32
2002-08-02,37.0
2002-08-05,36.450001
2002-08-06,36.799999
2002-08-07,37.650002
2002-08-08,37.709998999999996
2002-08-09,37.25
2002-08-12,38.0
2002-08-13,37.91
2002-08-14,37.849998
2002-08-15,37.779999
2002-08-16,37.75
2002-08-19,37.5
2002-08-20,37.869999
2002-08-21,38.0
2002-08-22,37.970001
2002-08-23,37.990002000000004
2002-08-26,38.0
2002-08-27,38.029999
2002-08-28,38.150002
2002-08-29,37.900002
2002-08-30,37.880001
2002-09-03,38.169998
2002-09-04,38.049999
2002-09-05,38.119999
2002-09-06,38.040001000000004
2002-09-09,38.200001
2002-09-10,38.25
2002-09-11,38.310001
2002-09-12,38.16
2002-09-13,38.549999
2002-09-16,38.240002000000004
2002-09-17,38.0
2002-09-18,37.860001000000004
2002-09-19,37.82
2002-09-20,38.389998999999996
2002-09-23,38.200001
2002-09-24,38.290001000000004
2002-09-25,38.080002
2002-09-26,37.880001
2002-09-27,37.599998
2002-09-30,37.200001
2002-10-01,36.98
2002-10-02,36.509997999999996
2002-10-03,36.470001
2002-10-04,35.75
2002-10-07,34.759997999999996
2002-10-08,34.66
2002-10-09,33.93
2002-10-10,35.200001
2002-10-11,36.41
2002-10-14,35.950001
2002-10-15,36.779999
2002-10-16,36.48
2002-10-17,36.799999
2002-10-18,36.59
2002-10-21,35.73
2002-10-22,35.049999
2002-10-23,34.830002
2002-10-24,36.0
2002-10-25,36.889998999999996
2002-10-28,36.459998999999996
2002-10-29,36.0
2002-10-30,35.880001
2002-10-31,35.700001
2002-11-01,36.490002000000004
2002-11-04,36.77
2002-11-05,36.990002000000004
2002-11-06,37.080002
2002-11-07,37.41
2002-11-08,37.110001000000004
2002-11-11,37.220001
2002-11-12,37.43
2002-11-13,36.599998
2002-11-14,37.299999
2002-11-15,36.799999
2002-11-18,36.580002
2002-11-19,36.669998
2002-11-20,36.889998999999996
2002-11-21,36.91
2002-11-22,36.98
2002-11-25,36.75
2002-11-26,36.869999
2002-11-27,37.009997999999996
2002-11-29,37.07
2002-12-02,37.43
2002-12-03,37.360001000000004
2002-12-04,37.299999
2002-12-05,37.299999
2002-12-06,37.009997999999996
2002-12-09,37.299999
2002-12-10,37.099998
2002-12-11,36.98
2002-12-12,36.959998999999996
2002-12-13,36.450001
2002-12-16,36.599998
2002-12-17,36.200001
2002-12-18,35.900002
2002-12-19,35.950001
2002-12-20,36.049999
2002-12-23,36.349998
2002-12-24,36.41
2002-12-26,36.349998
2002-12-27,36.5
2002-12-30,36.68
2002-12-31,36.860001000000004
2003-01-02,36.799999
2003-01-03,36.950001
2003-01-06,37.080002
2003-01-07,37.049999
2003-01-08,36.66
2003-01-09,36.75
2003-01-10,36.52
2003-01-13,36.099998
2003-01-14,35.84
2003-01-15,35.75
2003-01-16,35.57
2003-01-17,35.150002
2003-01-21,34.990002000000004
2003-01-22,35.450001
2003-01-23,35.360001000000004
2003-01-24,35.200001
2003-01-27,35.5
2003-01-28,35.720001
2003-01-29,35.82
2003-01-30,35.52
2003-01-31,35.900002
2003-02-03,35.860001000000004
2003-02-04,35.799999
2003-02-05,35.849998
2003-02-06,35.860001000000004
2003-02-07,35.810001
2003-02-10,36.0
2003-02-11,35.810001
2003-02-12,35.41
2003-02-13,35.470001
2003-02-14,35.439999
2003-02-18,35.959998999999996
2003-02-19,36.639998999999996
2003-02-20,36.889998999999996
2003-02-21,37.080002
2003-02-24,36.75
2003-02-25,37.150002
2003-02-26,37.0
2003-02-27,37.080002
2003-02-28,37.200001
2003-03-03,37.23
2003-03-04,36.799999
2003-03-05,36.900002
2003-03-06,36.799999
2003-03-07,36.759997999999996
2003-03-10,36.43
2003-03-11,35.990002000000004
2003-03-12,36.009997999999996
2003-03-13,36.779999
2003-03-14,36.740002000000004
2003-03-17,36.799999
2003-03-18,37.619999
2003-03-19,38.049999
2003-03-20,38.619999
2003-03-21,39.290001000000004
2003-03-24,38.150002
2003-03-25,38.75
2003-03-26,38.419998
2003-03-27,38.389998999999996
2003-03-28,38.060001
2003-03-31,37.900002
2003-04-01,38.68
2003-04-02,39.0
2003-04-03,38.849998
2003-04-04,38.650002
2003-04-07,38.900002
2003-04-08,38.900002
2003-04-09,38.950001
2003-04-10,38.91
2003-04-11,38.900002
2003-04-14,39.549999
2003-04-15,39.599998
2003-04-16,39.5
2003-04-17,39.950001
2003-04-21,40.470001
2003-04-22,40.290001000000004
2003-04-23,40.459998999999996
2003-04-24,40.150002
2003-04-25,39.75
2003-04-28,39.400002
2003-04-29,39.490002000000004
2003-04-30,39.200001
2003-05-01,39.450001
2003-05-02,39.84
2003-05-05,40.150002
2003-05-06,40.549999
2003-05-07,40.169998
2003-05-08,40.349998
2003-05-09,40.470001
2003-05-12,40.849998
2003-05-13,40.91
2003-05-14,41.049999
2003-05-15,41.07
2003-05-16,41.599998
2003-05-19,41.32
2003-05-20,41.849998
2003-05-21,42.549999
2003-05-22,42.599998
2003-05-23,42.950001
2003-05-27,42.18
2003-05-28,41.799999
2003-05-29,40.950001
2003-05-30,41.919998
2003-06-02,42.450001
2003-06-03,42.650002
2003-06-04,42.689999
2003-06-05,42.689999
2003-06-06,43.259997999999996
2003-06-09,43.240002000000004
2003-06-10,43.91
2003-06-11,44.509997999999996
2003-06-12,43.849998
2003-06-13,44.0
2003-06-16,44.41
2003-06-17,44.200001
2003-06-18,43.700001
2003-06-19,43.52
2003-06-20,43.25
2003-06-23,43.169998
2003-06-24,43.400002
2003-06-25,43.599998
2003-06-26,43.48
2003-06-27,43.73
2003-06-30,43.799999
2003-07-01,44.119999
2003-07-02,44.490002000000004
2003-07-03,44.799999
2003-07-07,45.5
2003-07-08,45.48
2003-07-09,44.919998
2003-07-10,43.599998
2003-07-11,43.950001
2003-07-14,44.5
2003-07-15,44.900002
2003-07-16,44.0
2003-07-17,43.0
2003-07-18,43.200001
2003-07-21,43.080002
2003-07-22,43.369999
2003-07-23,42.900002
2003-07-24,43.0
2003-07-25,43.25
2003-07-28,42.740002000000004
2003-07-29,42.810001
2003-07-30,43.349998
2003-07-31,43.290001000000004
2003-08-01,42.779999
2003-08-04,41.959998999999996
2003-08-05,42.0
2003-08-06,42.130001
2003-08-07,42.119999
2003-08-08,42.080002
2003-08-11,41.950001
2003-08-12,42.200001
2003-08-13,42.200001
2003-08-14,42.419998
2003-08-15,42.209998999999996
2003-08-18,42.32
2003-08-19,42.360001000000004
2003-08-20,42.799999
2003-08-21,42.52
2003-08-22,42.200001
2003-08-25,41.549999
2003-08-26,42.200001
2003-08-27,43.0
2003-08-28,42.830002
2003-08-29,42.950001
2003-09-02,43.5
2003-09-03,44.25
2003-09-04,44.540001000000004
2003-09-05,44.330002
2003-09-08,44.18
2003-09-09,44.209998999999996
2003-09-10,43.830002
2003-09-11,43.709998999999996
2003-09-12,43.970001
2003-09-15,43.790001000000004
2003-09-16,43.790001000000004
2003-09-17,43.68
2003-09-18,43.75
2003-09-19,44.150002
2003-09-22,43.950001
2003-09-23,43.950001
2003-09-24,43.700001
2003-09-25,43.919998
2003-09-26,43.150002
2003-09-29,43.220001
2003-09-30,43.470001
2003-10-01,44.099998
2003-10-02,44.75
2003-10-03,45.0
2003-10-06,45.5
2003-10-07,45.5
2003-10-08,45.450001
2003-10-09,45.5
2003-10-10,45.34
2003-10-13,45.450001
2003-10-14,45.32
2003-10-15,45.23
2003-10-16,45.07
2003-10-17,44.349998
2003-10-20,44.279999
2003-10-21,44.25
2003-10-22,44.16
2003-10-23,43.880001
2003-10-24,43.549999
2003-10-27,44.209998999999996
2003-10-28,43.700001
2003-10-29,44.209998999999996
2003-10-30,44.310001
2003-10-31,44.25
2003-11-03,44.799999
2003-11-04,45.790001000000004
2003-11-05,45.450001
2003-11-06,45.849998
2003-11-07,46.150002
2003-11-10,46.0
2003-11-11,45.700001
2003-11-12,46.200001
2003-11-13,46.349998
2003-11-14,46.549999
2003-11-17,46.400002
2003-11-18,46.57
2003-11-19,46.23
2003-11-20,45.75
2003-11-21,45.66
2003-11-24,45.630001
2003-11-25,46.25
2003-11-26,46.0
2003-11-28,46.25
2003-12-01,46.830002
2003-12-02,46.849998
2003-12-03,47.130001
2003-12-04,46.599998
2003-12-05,46.299999
2003-12-08,47.0
2003-12-09,46.950001
2003-12-10,46.599998
2003-12-11,47.299999
2003-12-12,47.150002
2003-12-15,47.299999
2003-12-16,47.610001000000004
2003-12-17,47.75
2003-12-18,47.900002
2003-12-19,47.880001
2003-12-22,48.23
2003-12-23,47.98
2003-12-24,48.34
2003-12-26,47.950001
2003-12-29,48.16
2003-12-30,48.23
2003-12-31,48.189999
2004-01-02,48.25
2004-01-05,48.0
2004-01-06,48.130001
2004-01-07,48.029999
2004-01-08,48.27
2004-01-09,48.450001
2004-01-12,48.43
2004-01-13,48.490002000000004
2004-01-14,48.880001
2004-01-15,48.09
2004-01-16,47.799999
2004-01-20,47.549999
2004-01-21,46.950001
2004-01-22,47.599998
2004-01-23,48.049999
2004-01-26,49.259997999999996
2004-01-27,49.950001
2004-01-28,49.43
2004-01-29,49.77
2004-01-30,50.029999
2004-02-02,50.080002
2004-02-03,49.860001000000004
2004-02-04,49.459998999999996
2004-02-05,50.529999
2004-02-06,51.5
2004-02-09,51.57
2004-02-10,51.5
2004-02-11,51.740002000000004
2004-02-12,51.619999
2004-02-13,51.310001
2004-02-17,51.459998999999996
2004-02-18,51.48
2004-02-19,51.529999
2004-02-20,51.380001
2004-02-23,51.599998
2004-02-24,51.98
2004-02-25,53.220001
2004-02-26,52.52
2004-02-27,51.23
2004-03-01,51.57
2004-03-02,52.110001000000004
2004-03-03,52.400002
2004-03-04,52.470001
2004-03-05,52.25
2004-03-08,51.93
2004-03-09,52.560001
2004-03-10,52.66
2004-03-11,51.880001
2004-03-12,52.549999
2004-03-15,52.049999
2004-03-16,52.360001000000004
2004-03-17,53.0
2004-03-18,53.599998
2004-03-19,54.150002
2004-03-22,54.0
2004-03-23,54.5
2004-03-24,54.200001
2004-03-25,54.889998999999996
2004-03-26,54.279999
2004-03-29,53.209998999999996
2004-03-30,54.049999
2004-03-31,54.310001
2004-04-01,55.529999
2004-04-02,54.799999
2004-04-05,52.259997999999996
2004-04-06,49.799999
2004-04-07,50.240002000000004
2004-04-08,49.77
2004-04-12,47.27
2004-04-13,47.23
2004-04-14,46.700001
2004-04-15,47.950001
2004-04-16,48.419998
2004-04-19,48.849998
2004-04-20,47.48
2004-04-21,46.869999
2004-04-22,46.950001
2004-04-23,46.599998
2004-04-26,47.43
2004-04-27,47.419998
2004-04-28,47.450001
2004-04-29,47.09
2004-04-30,47.0
2004-05-03,47.509997999999996
2004-05-04,47.48
2004-05-05,46.900002
2004-05-06,46.77
2004-05-07,44.599998
2004-05-10,44.0
2004-05-11,44.189999
2004-05-12,44.099998
2004-05-13,44.0
2004-05-14,44.650002
2004-05-17,44.98
2004-05-18,46.25
2004-05-19,45.0
2004-05-20,46.209998999999996
2004-05-21,46.169998
2004-05-24,46.599998
2004-05-25,47.380001
2004-05-26,48.259997999999996
2004-05-27,48.490002000000004
2004-05-28,49.360001000000004
2004-06-01,48.599998
2004-06-02,49.650002
2004-06-03,49.110001000000004
2004-06-04,49.119999
2004-06-07,49.549999
2004-06-08,49.240002000000004
2004-06-09,49.240002000000004
2004-06-10,49.080002
2004-06-14,48.27
2004-06-15,48.970001
2004-06-16,48.830002
2004-06-17,49.580002
2004-06-18,49.59
2004-06-21,49.849998
2004-06-22,50.220001
2004-06-23,50.220001
2004-06-24,50.110001000000004
2004-06-25,50.400002
2004-06-28,50.18
2004-06-29,49.18
2004-06-30,50.080002
2004-07-01,50.27
2004-07-02,51.330002
2004-07-06,50.919998
2004-07-07,51.279999
2004-07-08,50.75
2004-07-09,51.049999
2004-07-12,52.0
2004-07-13,51.700001
2004-07-14,51.950001
2004-07-15,52.330002
2004-07-16,52.200001
2004-07-19,52.459998999999996
2004-07-20,53.0
2004-07-21,52.549999
2004-07-22,51.869999
2004-07-23,51.580002
2004-07-26,51.450001
2004-07-27,51.200001
2004-07-28,52.23
2004-07-29,52.380001
2004-07-30,52.900002
2004-08-02,53.299999
2004-08-03,53.279999
2004-08-04,53.900002
2004-08-05,53.299999
2004-08-06,53.75
2004-08-09,53.5
2004-08-10,53.299999
2004-08-11,53.470001
2004-08-12,52.869999
2004-08-13,52.849998
2004-08-16,53.709998999999996
2004-08-17,53.869999
2004-08-18,54.599998
2004-08-19,53.380001
2004-08-20,55.049999
2004-08-23,54.98
2004-08-24,55.189999
2004-08-25,54.68
2004-08-26,54.950001
2004-08-27,54.709998999999996
2004-08-30,55.200001
2004-08-31,55.48
2004-09-01,55.25
2004-09-02,55.34
2004-09-03,55.68
2004-09-07,56.150002
2004-09-08,56.049999
2004-09-09,54.68
2004-09-10,54.650002
2004-09-13,54.049999
2004-09-14,53.0
2004-09-15,53.810001
2004-09-16,54.950001
2004-09-17,55.200001
2004-09-20,54.799999
2004-09-21,54.68
2004-09-22,54.549999
2004-09-23,54.52
2004-09-24,54.75
2004-09-27,54.75
2004-09-28,54.599998
2004-09-29,54.77
2004-09-30,55.389998999999996
2004-10-01,56.25
2004-10-04,56.75
2004-10-05,56.75
2004-10-06,56.990002000000004
2004-10-07,56.299999
2004-10-08,56.959998999999996
2004-10-11,56.5
2004-10-12,57.200001
2004-10-13,57.130001
2004-10-14,58.450001
2004-10-15,58.349998
2004-10-18,58.549999
2004-10-19,58.049999
2004-10-20,57.919998
2004-10-21,58.98
2004-10-22,59.0
2004-10-25,58.810001
2004-10-26,59.290001000000004
2004-10-27,59.23
2004-10-28,59.75
2004-10-29,59.720001
2004-11-01,59.549999
2004-11-02,59.009997999999996
2004-11-03,59.450001
2004-11-04,59.939999
2004-11-05,58.099998
2004-11-08,58.400002
2004-11-09,58.73
2004-11-10,59.34
2004-11-11,59.540001000000004
2004-11-12,61.349998
2004-11-15,62.049999
2004-11-16,61.650002
2004-11-17,60.080002
2004-11-18,60.389998999999996
2004-11-19,59.400002
2004-11-22,59.400002
2004-11-23,59.619999
2004-11-24,60.459998999999996
2004-11-26,60.060001
2004-11-29,59.950001
2004-11-30,60.18
2004-12-01,62.0
2004-12-02,61.529999
2004-12-03,62.75
2004-12-06,63.200001
2004-12-07,62.490002000000004
2004-12-08,62.73
2004-12-09,62.32
2004-12-10,62.939999
2004-12-13,62.900002
2004-12-14,63.02
2004-12-15,63.5
2004-12-16,62.900002
2004-12-17,63.299999
2004-12-20,63.5
2004-12-21,64.08000200000001
2004-12-22,64.849998
2004-12-23,63.540001000000004
2004-12-27,63.700001
2004-12-28,64.050003
2004-12-29,63.799999
2004-12-30,63.98
2004-12-31,64.66999799999999
2005-01-03,63.650002
2005-01-04,62.560001
2005-01-05,60.099998
2005-01-06,61.200001
2005-01-07,61.09
2005-01-10,60.619999
2005-01-11,59.630001
2005-01-12,59.23
2005-01-13,59.700001
2005-01-14,59.880001
2005-01-18,60.52
2005-01-19,60.5
2005-01-20,60.459998999999996
2005-01-21,60.459998999999996
2005-01-24,59.57
2005-01-25,58.290001000000004
2005-01-26,58.040001000000004
2005-01-27,56.93
2005-01-28,57.990002000000004
2005-01-31,57.779999
2005-02-01,57.939999
2005-02-02,59.27
2005-02-03,59.200001
2005-02-04,59.619999
2005-02-07,59.220001
2005-02-08,59.200001
2005-02-09,59.759997999999996
2005-02-10,59.950001
2005-02-11,60.400002
2005-02-14,60.57
2005-02-15,60.799999
2005-02-16,61.200001
2005-02-17,61.759997999999996
2005-02-18,61.07
2005-02-22,59.400002
2005-02-23,59.279999
2005-02-24,58.860001000000004
2005-02-25,60.119999
2005-02-28,59.799999
2005-03-01,60.669998
2005-03-02,60.25
2005-03-03,60.139998999999996
2005-03-04,61.849998
2005-03-07,62.48
2005-03-08,61.799999
2005-03-09,59.869999
2005-03-10,60.919998
2005-03-11,60.509997999999996
2005-03-14,61.57
2005-03-15,61.459998999999996
2005-03-16,60.68
2005-03-17,61.57
2005-03-18,61.549999
2005-03-21,60.950001
2005-03-22,59.459998999999996
2005-03-23,59.5
2005-03-24,59.860001000000004
2005-03-28,59.599998
2005-03-29,58.919998
2005-03-30,59.849998
2005-03-31,60.23
2005-04-01,59.650002
2005-04-04,59.759997999999996
2005-04-05,59.77
2005-04-06,60.290001000000004
2005-04-07,60.610001000000004
2005-04-08,60.75
2005-04-11,61.139998999999996
2005-04-12,62.0
2005-04-13,62.23
2005-04-14,62.130001
2005-04-15,62.330002
2005-04-18,62.59
2005-04-19,62.700001
2005-04-20,62.599998
2005-04-21,62.799999
2005-04-22,63.290001000000004
2005-04-25,63.700001
2005-04-26,63.77
2005-04-27,65.41999799999999
2005-04-28,66.279999
2005-04-29,66.470001
2005-05-02,65.57
2005-05-03,65.949997
2005-05-04,66.480003
2005-05-05,67.32
2005-05-06,66.809998
2005-05-09,67.949997
2005-05-10,67.699997
2005-05-11,66.949997
2005-05-12,65.910004
2005-05-13,65.769997
2005-05-16,66.5
2005-05-17,66.82
2005-05-18,67.0
2005-05-19,68.58000200000001
2005-05-20,68.029999
2005-05-23,68.239998
2005-05-24,66.800003
2005-05-25,66.339996
2005-05-26,65.5
2005-05-27,65.699997
2005-05-31,66.800003
2005-06-01,67.029999
2005-06-02,66.889999
2005-06-03,67.0
2005-06-06,67.239998
2005-06-07,67.489998
2005-06-08,67.75
2005-06-09,67.5
2005-06-10,67.75
2005-06-13,68.220001
2005-06-14,68.57
2005-06-15,68.529999
2005-06-16,68.379997
2005-06-17,69.900002
2005-06-20,69.739998
2005-06-21,69.120003
2005-06-22,69.209999
2005-06-23,69.440002
2005-06-24,69.32
2005-06-27,69.040001
2005-06-28,68.720001
2005-06-29,69.199997
2005-06-30,70.0
2005-07-01,70.989998
2005-07-05,71.720001
2005-07-06,71.400002
2005-07-07,71.900002
2005-07-08,73.050003
2005-07-11,73.699997
2005-07-12,73.870003
2005-07-13,73.470001
2005-07-14,72.66999799999999
2005-07-15,72.699997
2005-07-18,72.980003
2005-07-19,73.449997
2005-07-20,74.230003
2005-07-21,72.879997
2005-07-22,73.410004
2005-07-25,74.099998
2005-07-26,74.75
2005-07-27,75.400002
2005-07-28,75.970001
2005-07-29,76.150002
2005-08-01,76.120003
2005-08-02,76.25
2005-08-03,76.160004
2005-08-04,75.010002
2005-08-05,73.279999
2005-08-08,70.5
2005-08-09,71.129997
2005-08-10,70.58000200000001
2005-08-11,70.559998
2005-08-12,70.790001
2005-08-15,71.160004
2005-08-16,71.150002
2005-08-17,70.519997
2005-08-18,70.25
2005-08-19,70.269997
2005-08-22,70.550003
2005-08-23,70.720001
2005-08-24,70.550003
2005-08-25,70.809998
2005-08-26,70.029999
2005-08-29,69.839996
2005-08-30,69.83000200000001
2005-08-31,71.150002
2005-09-01,71.589996
2005-09-02,71.489998
2005-09-06,72.57
2005-09-07,72.040001
2005-09-08,71.900002
2005-09-09,72.260002
2005-09-12,71.949997
2005-09-13,71.629997
2005-09-14,71.93
2005-09-15,72.480003
2005-09-16,73.199997
2005-09-19,72.599998
2005-09-20,72.25
2005-09-21,71.019997
2005-09-22,71.440002
2005-09-23,71.599998
2005-09-26,71.93
2005-09-27,71.690002
2005-09-28,69.230003
2005-09-29,69.610001
2005-09-30,70.900002
2005-10-03,71.559998
2005-10-04,70.33000200000001
2005-10-05,69.150002
2005-10-06,68.449997
2005-10-07,67.58000200000001
2005-10-10,67.099998
2005-10-11,66.279999
2005-10-12,65.360001
2005-10-13,65.110001
2005-10-14,66.839996
2005-10-17,67.41999799999999
2005-10-18,66.75
2005-10-19,67.449997
2005-10-20,66.900002
2005-10-21,67.0
2005-10-24,68.220001
2005-10-25,67.720001
2005-10-26,67.239998
2005-10-27,66.529999
2005-10-28,67.879997
2005-10-31,69.220001
2005-11-01,67.650002
2005-11-02,67.650002
2005-11-03,67.309998
2005-11-04,67.0
2005-11-07,67.470001
2005-11-08,67.349998
2005-11-09,68.800003
2005-11-10,71.699997
2005-11-11,72.849998
2005-11-14,73.230003
2005-11-15,72.889999
2005-11-16,73.010002
2005-11-17,73.800003
2005-11-18,73.949997
2005-11-21,73.66999799999999
2005-11-22,74.16999799999999
2005-11-23,74.410004
2005-11-25,74.660004
2005-11-28,74.449997
2005-11-29,75.300003
2005-11-30,75.209999
2005-12-01,76.050003
2005-12-02,75.660004
2005-12-05,75.610001
2005-12-06,75.029999
2005-12-07,74.410004
2005-12-08,74.349998
2005-12-09,74.769997
2005-12-12,74.870003
2005-12-13,75.059998
2005-12-14,76.0
2005-12-15,74.889999
2005-12-16,75.68
2005-12-19,74.5
2005-12-20,73.91999799999999
2005-12-21,74.269997
2005-12-22,74.529999
2005-12-23,74.800003
2005-12-27,74.769997
2005-12-28,74.489998
2005-12-29,73.949997
2005-12-30,74.129997
2006-01-03,75.360001
2006-01-04,75.639999
2006-01-05,76.800003
2006-01-06,78.349998
2006-01-09,79.410004
2006-01-10,79.5
2006-01-11,78.360001
2006-01-12,77.839996
2006-01-13,76.910004
2006-01-17,76.68
2006-01-18,76.0
2006-01-19,76.610001
2006-01-20,76.290001
2006-01-23,76.82
2006-01-24,77.58000200000001
2006-01-25,77.339996
2006-01-26,77.709999
2006-01-27,78.209999
2006-01-30,78.0
2006-01-31,78.260002
2006-02-01,78.800003
2006-02-02,79.07
2006-02-03,78.220001
2006-02-06,78.629997
2006-02-07,78.589996
2006-02-08,77.800003
2006-02-09,78.309998
2006-02-10,78.360001
2006-02-13,79.18
2006-02-14,79.709999
2006-02-15,81.209999
2006-02-16,81.82
2006-02-17,83.959999
2006-02-21,84.980003
2006-02-22,85.25
2006-02-23,85.25
2006-02-24,85.43
2006-02-27,85.410004
2006-02-28,84.66999799999999
2006-03-01,84.75
2006-03-02,85.300003
2006-03-03,85.660004
2006-03-06,87.529999
2006-03-07,87.410004
2006-03-08,88.360001
2006-03-09,89.019997
2006-03-10,89.83000200000001
2006-03-13,89.849998
2006-03-14,89.66999799999999
2006-03-15,93.059998
2006-03-16,93.5
2006-03-17,96.019997
2006-03-20,93.690002
2006-03-21,93.08000200000001
2006-03-22,92.940002
2006-03-23,92.75
2006-03-24,92.33000200000001
2006-03-27,90.900002
2006-03-28,91.300003
2006-03-29,96.870003
2006-03-30,96.309998
2006-03-31,93.25
2006-04-03,91.550003
2006-04-04,89.940002
2006-04-05,90.379997
2006-04-06,89.93
2006-04-07,88.410004
2006-04-10,88.269997
2006-04-11,87.120003
2006-04-12,87.0
2006-04-13,85.989998
2006-04-17,85.83000200000001
2006-04-18,87.879997
2006-04-19,89.540001
2006-04-20,89.120003
2006-04-21,89.519997
2006-04-24,88.91999799999999
2006-04-25,87.769997
2006-04-26,85.900002
2006-04-27,87.790001
2006-04-28,88.269997
2006-05-01,87.010002
2006-05-02,85.809998
2006-05-03,85.309998
2006-05-04,86.089996
2006-05-05,87.599998
2006-05-08,88.239998
2006-05-09,89.32
2006-05-10,90.360001
2006-05-11,88.08000200000001
2006-05-12,87.019997
2006-05-15,87.309998
2006-05-16,87.07
2006-05-17,86.0
2006-05-18,85.779999
2006-05-19,86.040001
2006-05-22,84.870003
2006-05-23,83.379997
2006-05-24,82.870003
2006-05-25,85.010002
2006-05-26,86.790001
2006-05-30,85.050003
2006-05-31,84.650002
2006-06-01,86.290001
2006-06-02,87.970001
2006-06-05,88.110001
2006-06-06,87.790001
2006-06-07,87.730003
2006-06-08,87.0
2006-06-09,87.980003
2006-06-12,86.510002
2006-06-13,86.510002
2006-06-14,86.209999
2006-06-15,87.339996
2006-06-16,88.059998
2006-06-19,88.290001
2006-06-20,87.480003
2006-06-21,88.199997
2006-06-22,87.550003
2006-06-23,87.529999
2006-06-26,88.150002
2006-06-27,87.389999
2006-06-28,87.68
2006-06-29,89.059998
2006-06-30,90.400002
2006-07-03,91.559998
2006-07-05,91.260002
2006-07-06,91.75
2006-07-07,92.0
2006-07-10,93.209999
2006-07-11,93.629997
2006-07-12,94.019997
2006-07-13,92.949997
2006-07-14,91.660004
2006-07-17,91.68
2006-07-18,93.400002
2006-07-19,95.43
2006-07-20,94.779999
2006-07-21,93.010002
2006-07-24,94.690002
2006-07-25,95.57
2006-07-26,94.639999
2006-07-27,95.75
2006-07-28,97.910004
2006-07-31,98.199997
2006-08-01,97.66999799999999
2006-08-02,97.470001
2006-08-03,99.489998
2006-08-04,100.5
2006-08-07,99.489998
2006-08-08,96.800003
2006-08-09,95.989998
2006-08-10,95.480003
2006-08-11,95.099998
2006-08-14,96.610001
2006-08-15,96.82
2006-08-16,96.75
2006-08-17,97.540001
2006-08-18,97.610001
2006-08-21,98.110001
2006-08-22,99.870003
2006-08-23,98.68
2006-08-24,99.82
2006-08-25,99.739998
2006-08-28,101.339996
2006-08-29,101.32
2006-08-30,101.489998
2006-08-31,101.629997
2006-09-01,100.900002
2006-09-05,101.83000200000001
2006-09-06,101.269997
2006-09-07,100.239998
2006-09-08,100.66999799999999
2006-09-11,102.650002
2006-09-12,104.470001
2006-09-13,104.699997
2006-09-14,103.93
2006-09-15,104.25
2006-09-18,103.620003
2006-09-19,104.980003
2006-09-20,104.25
2006-09-21,103.160004
2006-09-22,104.059998
2006-09-25,104.160004
2006-09-26,103.550003
2006-09-27,103.900002
2006-09-28,102.459999
2006-09-29,103.339996
2006-10-02,103.230003
2006-10-03,103.839996
2006-10-04,104.349998
2006-10-05,105.459999
2006-10-06,104.230003
2006-10-09,105.230003
2006-10-10,104.75
2006-10-11,103.889999
2006-10-12,104.83000200000001
2006-10-13,106.150002
2006-10-16,105.529999
2006-10-17,104.480003
2006-10-18,104.389999
2006-10-19,104.220001
2006-10-20,104.519997
2006-10-23,105.83000200000001
2006-10-24,104.25
2006-10-25,104.529999
2006-10-26,105.120003
2006-10-27,104.360001
2006-10-30,106.150002
2006-10-31,106.83000200000001
2006-11-01,105.839996
2006-11-02,104.040001
