Date,RTX
1970-01-02,0.791575
1970-01-05,0.789117
1970-01-06,0.786658
1970-01-07,0.776825
1970-01-08,0.771908
1970-01-09,0.776825
1970-01-12,0.781742
1970-01-13,0.7547
1970-01-14,0.705534
1970-01-15,0.678493
1970-01-16,0.671118
1970-01-19,0.648993
1970-01-20,0.644076
1970-01-21,0.661285
1970-01-22,0.683409
1970-01-23,0.661285
1970-01-26,0.66866
1970-01-27,0.666201
1970-01-28,0.66866
1970-01-29,0.66866
1970-01-30,0.6465350000000001
1970-02-02,0.666201
1970-02-03,0.6465350000000001
1970-02-04,0.6293270000000001
1970-02-05,0.626868
1970-02-06,0.614577
1970-02-09,0.59491
1970-02-10,0.572786
1970-02-11,0.604744
1970-02-12,0.604744
1970-02-13,0.599827
1970-02-16,0.5899939999999999
1970-02-17,0.59491
1970-02-18,0.6096600000000001
1970-02-19,0.644076
1970-02-20,0.6563680000000001
1970-02-24,0.661285
1970-02-25,0.7276590000000001
1970-02-26,0.722742
1970-02-27,0.742409
1970-03-02,0.705534
1970-03-03,0.7178260000000001
1970-03-04,0.715367
1970-03-05,0.725201
1970-03-06,0.715367
1970-03-09,0.703076
1970-03-10,0.683409
1970-03-11,0.678493
1970-03-12,0.671118
1970-03-13,0.678493
1970-03-16,0.698159
1970-03-17,0.707992
1970-03-18,0.6907840000000001
1970-03-19,0.685868
1970-03-20,0.676034
1970-03-23,0.688326
1970-03-24,0.698159
1970-03-25,0.722742
1970-03-26,0.712909
1970-03-30,0.712909
1970-03-31,0.707992
1970-04-01,0.712909
1970-04-02,0.698159
1970-04-03,0.703076
1970-04-06,0.698159
1970-04-07,0.705534
1970-04-08,0.707992
1970-04-09,0.712909
1970-04-10,0.693243
1970-04-13,0.688326
1970-04-14,0.6735760000000001
1970-04-15,0.678493
1970-04-16,0.671118
1970-04-17,0.683409
1970-04-20,0.680951
1970-04-21,0.6735760000000001
1970-04-22,0.66866
1970-04-23,0.636702
1970-04-24,0.6293270000000001
1970-04-27,0.599827
1970-04-28,0.587535
1970-04-29,0.5973689999999999
1970-04-30,0.5899939999999999
1970-05-01,0.599827
1970-05-04,0.5604939999999999
1970-05-05,0.5850770000000001
1970-05-06,0.5850770000000001
1970-05-07,0.59491
1970-05-08,0.5899939999999999
1970-05-11,0.572786
1970-05-12,0.558036
1970-05-13,0.550661
1970-05-14,0.5531189999999999
1970-05-15,0.604744
1970-05-18,0.604744
